time,open,high,low,close,volume
570,85.5,87.07,85.5,86.08,526697
585,86.1,87.2,86.04,87.09,416625
600,87.3,87.7699,87.1,87.19,389926
615,87.18,87.69,86.81,87.39,245677
630,87.42,87.67,87.08,87.45,220320
645,87.45,88.16,87.2652,88.16,257560
660,88.18,88.55,88.0,88.31,362174
675,88.31,88.34,87.61,87.92,197691
690,87.9,88.515,87.85,88.46,192429
705,88.4573,88.57,88.17,88.56,163364
720,88.55,88.6,88.16,88.23,127267
735,88.26,88.42,88.04,88.215,64227
750,88.26,88.27,87.895,88.02,95002
765,88.04,88.09,87.93,88.01,60006
780,88.02,88.02,87.785,87.86,66358
795,87.82,88.2,87.8,88.0,44367
810,88.03,88.17,87.95,88.12,46889
825,88.1,88.52,88.07,88.35,59952
840,88.38,88.65,88.37,88.45,74977
855,88.45,88.64,88.4,88.58,80260
870,88.57,88.61,88.37,88.405,58617
885,88.42,88.47,88.23,88.4,64032
900,88.36,88.53,88.26,88.42,68296
915,88.45,88.45,87.98,87.98,97123
930,87.97,88.16,87.61,87.69,146098
945,87.7,87.7,87.13,87.29,629584
