time,open,high,low,close,volume
570,76.99,77.24,75.45,75.86,131024
585,75.8,76.14,75.52,75.57,86272
600,75.5833,76.14,75.0,75.705,97266
615,75.615,76.22,75.4,76.13,56130
630,76.06,76.3843,75.76,76.0994,51702
645,76.15,76.53,75.81,76.33,51328
660,76.4,76.9,76.27,76.5,68853
675,76.42,76.645,76.1434,76.35,38552
690,76.34,76.59,76.05,76.26,47345
705,76.34,76.5,76.25,76.41,31403
720,76.4,76.4459,75.9,76.23,30194
735,76.26,76.48,76.01,76.13,30221
751,76.125,76.5,75.91,76.3314,24077
765,76.3786,76.56,76.28,76.36,22661
780,76.36,76.745,76.09,76.58,46850
795,76.606,76.86,76.32,76.7,37500
810,76.64,76.9,76.4,76.7,35196
825,76.7211,77.07,76.54,76.7822,82996
840,76.745,77.16,76.6489,77.0,42173
855,77.0,77.16,76.755,77.0,36147
870,77.0061,77.1,76.53,76.79,91871
885,76.79,77.235,76.78,77.15,35664
900,77.1604,77.18,76.82,77.04,30856
915,77.09,77.38,77.05,77.31,31683
930,77.275,77.43,76.8,76.89,67592
945,76.85,77.25,76.63,76.99,97739
