,SGEN.US
400,0.0810976617541037
401,0.4664714903109004
402,0.0487702919250283
403,-0.4057362714235835
404,-0.1646638405213083
405,0.4151838671411617
406,0.0174416576551475
407,0.3233657858136324
408,-0.3979613209523295
409,-0.1258301293253955
410,-0.0051732840426686
411,0.4228332753219719
412,0.0765164162492941
413,-0.1637345410207178
414,0.1183061345210254
415,0.0243512140819568
416,0.2359963906434395
417,-0.1181375955524583
418,-0.2158924716205879
419,0.3300582026925132
420,-0.0038178536720697
421,0.0624349635796069
422,-0.2747730513721333
423,-0.1916643434625074
424,0.1878260869565288
425,0.1083612975391506
426,0.6804610470768074
427,0.442416701230462
428,0.1035840066293803
429,-0.4613410107877429
430,-0.6880413523330635
431,0.9547530095475272
432,0.3790750568612663
433,-0.0896799116997761
434,0.4532344458178797
435,-0.3722084367245603
436,-0.3874896208137297
437,-0.6897512715111886
438,0.0696233377428074
439,-0.2722703155543048
440,0.3513165675327805
441,-0.3385453022476711
442,0.1846368228531717
443,-0.1255711744392945
444,0.55844606312869
445,-0.2503651157938755
446,0.3810447554385557
447,-0.0381190005891165
448,0.0830996156642807
449,-0.4416776796271759
450,-0.021442355800158
451,0.4695169666358373
452,-0.3354746609564589
453,0.1852379595326441
454,0.6722808010756413
455,0.2681911214623442
456,-0.0423639059521303
457,0.435852372583483
458,-0.176056338028169
459,-0.0775248431883949
460,0.0352261518951749
461,0.0281729821101507
462,0.0949934911867285
463,-0.1374013528748743
464,-0.2189110938492859
465,-0.329448439547985
466,-0.1596650581890595
467,0.5517921778042548
468,-0.2702377582790841
469,0.310383747178328
470,0.0775357721858135
471,-0.1836028529058617
472,-0.1733102253032961
473,-0.0955887559300568
474,-0.376687988628288
475,-0.2716966990412556
476,-0.0031230480949378
477,-0.2693054424751092
478,-0.5731922398589044
479,0.8183919535203363
480,-0.3133421069123269
481,-0.1993060081907561
482,-0.9525198098256742
483,-0.1174118617713339
484,-0.1780207902851519
485,0.5154965211891194
486,-0.0348002151286069
487,-0.0284810126582199
488,0.3845911354895742
489,-0.1831733198585273
490,0.5964714007660055
491,-0.2707126668345548
492,0.0251762336354431
493,0.1320007542900295
494,-0.0094295143800187
495,0.0282805429864353
496,-0.015713881643047
497,-0.1542335536669843
498,-0.0220382205711025
499,-0.0976931803857312
500,-0.5600781504395865
501,-0.7744306622038504
502,-0.421801884927183
503,-0.77709883103081
504,-1.026638931758707
505,-0.2185535119868118
506,0.083988443190217
507,-0.0874243443174336
508,-0.0875008413542407
509,0.0739843960183034
510,0.2616220567518524
511,0.2409154788195232
512,0.8756218905472593
513,0.1457243160892885
514,-0.0066242713301476
515,-0.8080133555926597
516,-0.0651509329947689
517,0.0784536288976476
518,0.6105249187072715
519,0.357072009521915
520,-0.6321533138142059
521,-0.0066546882278504
522,0.3441895628991352
523,-0.368755616201267
524,0.3350139312723865
525,-1.0097719869706914
526,0.846198565984111
527,0.99763381722837
528,-0.5142379636176714
529,0.099534435703966
530,0.3933734169118645
531,0.0575337211532336
532,0.1531882300376464
533,0.2483127467210077
534,-0.3738616392395002
535,-0.1183696973574779
536,-0.2887577002053315
537,0.0737392196466987
538,0.0544732119969107
539,0.239746827350318
540,-0.1472612606844381
541,-0.2278123596226591
542,-0.01604569814833
543,0.3868039127932931
544,-0.0319774878485437
545,0.1978681304652925
546,0.2546635258165186
547,0.1081149834647773
548,0.2600697748176318
549,0.3098520298469588
550,0.2938842773437568
551,1.1165429416379953
552,-0.2041700029754687
553,1.2497237899011642
554,0.2398604448321017
555,0.528860969538941
556,0.5188067444876756
557,0.5161290322580618
558,-1.1089367253750844
559,0.4310344827586314
560,-1.2706670254432384
561,-0.2127277085330885
562,-0.2703839452021803
563,-0.2228110321570544
564,-0.3929629405719156
565,0.2562788313685358
566,-0.4238956005692416
567,-0.2884732175391681
568,-0.0182226811638225
569,0.0970932702227056
570,0.0939707175118986
571,0.1090083270249852
572,-0.1060927553804252
573,0.1755022996853185
574,-0.21834061135372
575,0.3361833920110071
576,-1.0242284858533413
577,-0.0213983844219718
578,0.5162320383182537
579,-0.1198881044358568
580,-0.0746527314901297
581,0.0479680213191224
582,0.0186507513588386
583,-0.3475749959895223
584,0.0187120746344444
585,0.309127248501006
586,0.0366554462640802
587,-0.0153464950843354
588,-0.4281165547320166
589,0.4448588172615768
590,0.1914282675741857
591,0.3021788686847231
592,0.2432704003384673
593,0.2637269898201382
594,0.0474483340362734
595,-0.015818613234907
596,0.0
597,0.0158161113454244
598,0.5791859947060775
599,0.0654758786862919
600,1.2241988470836316
601,0.3212851405622378
602,-0.6905561776782289
603,0.4520963646497738
604,-0.0867786524514884
605,-0.2579001336109253
606,0.0465867445183036
607,0.1674314771176868
608,0.4076086956521718
609,0.1972386587771336
610,0.1046733575518671
611,0.2671251803862582
612,0.1532848953064165
613,0.5154324752958392
614,-0.1068604402650208
615,0.0884631810139773
616,0.2361562526628475
617,0.4706951385733677
618,-0.7630093087135663
619,0.2010295147878605
620,0.0882531953743215
621,-0.146287943435334
622,-0.317965023847383
623,0.0122279285889032
624,-0.2144476441394487
625,0.6839405497829751
626,-0.7687210072895935
627,0.3236673492304516
628,-0.4845347139253881
629,-0.5740987983978538
630,-0.5571591595623364
631,0.1340752161962785
632,0.0870730073677319
633,0.0066974750518993
634,-0.0938526513374101
635,0.133895695253409
636,-0.0267863121944632
637,0.0936642804576077
638,0.3134587168200606
639,0.0866262410874894
640,0.0665911966437999
641,-0.468321402288077
642,-0.4367692514447022
643,-0.2830188679245198
644,0.0269469145782754
645,-0.2769708842802111
646,0.2358808464752624
647,-0.1147021118682865
648,0.1078385118285344
649,0.3157753292125765
650,-0.0830732958879397
651,0.7706598775201297
652,-0.3175260578449699
653,-0.0207125103562559
654,0.0862277101369296
655,-0.2108392091801512
656,-0.0934094447327389
657,0.1140369064897311
658,0.2481902792140735
659,-0.3112033195020865
660,-0.1385041551246458
661,0.1244985475169503
662,-0.3958058468162083
663,-0.1181868743047744
664,0.2358163406852569
665,-0.0694058856190965
666,-0.0486077355739334
667,-0.1112269725408387
668,0.0069512025580559
669,0.0972222222222127
670,-0.0573245088331927
671,0.1612903225806562
672,0.0485369574261497
673,-0.7826694619147482
674,-0.0559362326947168
675,-0.0201721355567517
676,0.7772625679687708
677,0.276114437791098
678,0.5886632713803733
679,0.9467029187276792
680,0.1341271918346064
681,-0.1638377351071498
682,0.9220180507759156
683,0.0584036340038957
684,0.2395287110765873
685,-0.1361338000777959
686,0.0194439043359914
687,-0.1883116883116831
688,0.4653567735263694
689,0.245003223726625
690,-0.0064478689792964
691,-0.213233393641776
692,-0.1812532366649412
693,0.0258866166192211
694,0.5214704178201264
695,-0.3683122253812494
696,0.5845699235562387
697,-0.5295447206974448
698,-0.5878722920523571
699,-0.0227405626664911
700,0.7076150903032093
701,-0.2941349837901534
702,-0.6466540104413878
703,-0.6058073950282102
704,0.1281592751549853
705,-0.0775517508799113
706,-0.3472014366955905
707,-0.2701080432172971
708,0.0959462700887482
709,-0.4215343851619827
710,0.354035403540356
711,0.0599700149925003
712,-0.1136522601069777
713,0.0955494241842621
714,-0.0900522302935736
715,0.0899712092130552
716,0.1616863285226721
717,0.2687529861442836
718,-0.0478011472275239
719,0.2384358607534437
720,0.3030843287573657
721,0.2016487752802345
722,-0.5786208542114217
723,-0.5578549577109821
724,0.5784828244274802
725,1.068443215385593
726,-0.1069586007298451
727,0.3010914565299145
728,-0.1696512723845314
729,0.3069406163868584
730,0.3993012228600042
731,-0.4890282131661449
732,-0.0062699855790274
733,0.3810118675827515
734,0.3485621810033625
735,0.1119124595871716
736,-0.2055946669989486
737,-0.287410184317388
738,-0.3668516602389289
739,-0.065888554216861
740,0.1378618874545675
741,-0.1506213129157833
742,0.0125502008032192
743,-0.3400075557234734
744,0.2700156985871314
745,-0.1068644707065548
746,-0.0251509054326084
747,-0.2963990666582575
748,-0.1579080343607883
749,-0.1454867480548989
750,-0.553004333484244
751,-0.8874388254486223
752,-0.3897677770135265
753,-0.2330925804333485
754,-0.0525555117593039
755,0.0197044334975376
756,-0.2832301409564002
757,-0.3171666446411985
758,-0.2915838303512244
759,0.2314049586776821
760,-0.8131706991934939
761,0.2227912080603916
762,-0.6695008870886754
763,1.0827814569536365
764,-0.2989040185984647
765,0.1359822228118364
766,-0.1095690284879421
767,0.1127620058370837
768,0.0729104527076381
769,-0.3124999999999992
770,0.1261703964406652
771,-0.3832950038329614
772,-0.230507115654439
773,0.4754463543571522
774,-0.1231691078561932
775,0.5156753589217671
776,0.4608026131591181
777,0.8501532589208253
778,-0.8956965718453663
779,-0.222228720138013
780,0.291553689611942
781,0.0961202376791285
782,-0.1926107511819203
783,-0.1695509822263917
784,-0.3520300398967345
785,-0.8043529690087444
786,0.4269603368569796
787,-0.6132606505895577
788,0.2836041358936424
789,0.3473857748469167
790,-0.0883964877128915
791,-0.1120943952802346
792,-0.2424744219054921
793,0.3917410385555607
794,1.293755087800904
795,0.7387740967332339
796,-0.086650106868452
797,-1.227998362668863
798,0.3496299749431983
799,0.4697830878088238
800,1.513175642333128
801,0.5463944509880773
802,-0.2427025254181729
803,-1.3158769189871669
804,0.1857379767827536
805,-0.3461359249151369
806,-0.1633496683001474
807,-0.347907536881551
808,-0.2179160520316595
809,-0.3633916554508695
810,-0.2225669386929143
811,-0.1587462424426748
812,0.4371658203584798
813,-0.300188882892602
814,-0.2637808589787046
815,-0.0846166864105601
816,0.1655741028586906
817,-0.10824707394628
818,-0.5373418582505727
819,-0.0612536582045895
820,-0.211430909834949
821,-0.314723590585665
822,-0.5918788713007469
823,0.2539987643303193
824,-0.4967230079337695
825,0.4509742746121267
826,0.8102405401603588
827,-0.2001465862321642
828,0.6219184222321746
829,-0.0084050093855861
830,0.0755879059350453
831,-1.1926683475452504
832,0.3416149068322923
833,-0.0785483807166446
834,-0.0627650551314777
835,-0.1183190765450847
836,-0.2161579484851924
837,-0.1306595466681757
838,-0.0511538024326494
839,0.1758865248226963
840,-0.1335113484646272
841,-0.2477503132475076
842,0.2159581723118864
843,0.1815293850692042
844,0.2715546503733819
845,0.4112907769451902
846,0.0056338028168962
847,0.1237902318253425
848,-0.1295847653388865
849,0.1237971976816154
850,0.5252324508481658
851,-0.7941050221776972
852,-0.1217677816775213
853,-0.0573353400702447
854,-0.1687067016045182
855,0.2327746741154684
856,-0.0429922613929509
857,0.9369676320272524
858,0.7747570080292959
859,0.6020722486698499
860,0.2862129144851634
861,0.2853960740637593
862,-0.0417827298050155
863,-0.1674107142857007
864,0.0069749598939742
865,-0.0418672807201188
866,0.2227946807769917
867,0.2846431546792534
868,0.1905553823233937
869,-0.0866911713711075
870,0.3455663833022324
871,-0.214711178833635
872,0.0968724052034422
873,0.0172956518731033
874,-0.0726945444475143
875,-0.052337752965798
876,1.6039990112334757
877,-1.4037042194680345
878,-0.6588169329969146
879,0.7788595271210045
880,0.4155124653739572
881,-0.697350069735007
882,-0.1361684298732538
883,0.1777498954412348
884,0.1739614501426483
885,0.6841741534208574
886,0.6931576418914414
887,0.0617283950617307
888,-0.1373626373626491
889,0.1679865610751171
890,-0.2095643809262105
891,0.4650526603747824
892,0.435789186980808
893,-0.0340576255023577
894,0.2039290326966293
895,0.1154263986963521
896,0.0746319288961159
897,0.1490413928595808
898,-0.0610086767895901
899,-0.3537414965986464
900,0.3496503496503568
901,-0.3700867789688696
902,-0.1070568065388924
903,-0.1486693961105505
904,-0.2051282051282007
905,0.1919385796545178
906,-0.1569959309217933
907,-0.3053091657025288
908,0.0160663217762779
909,-0.0160689034580134
910,-0.0192864030858252
911,-0.012859255449116
912,0.3012820512820505
913,-0.2055498458376112
914,-0.1157556270096507
915,0.3396782669999366
916,0.2110514198004684
917,0.0447484497858423
918,0.0184074018207922
919,0.0518717260763993
920,-0.0511312795602608
921,0.0830193498946263
922,0.1084460321510509
923,-0.2365880171366485
924,0.1085845682166683
925,-0.0203755143623476
926,0.2374146418929626
927,-1.0213903743315491
928,0.3304551753544422
929,1.1876234364713605
930,-0.5986913560624099
931,0.0105951844886402
932,0.0926748742061715
933,-0.37191882702932
934,-0.1729505361466711
935,0.3948902788084409
936,0.1111875893471742
937,-0.0260564514079027
938,0.4739616276618213
939,-0.2112824846820228
940,-0.2435666631367042
941,-0.2069294847986495
942,0.1430539366324097
943,0.3010934446146496
944,0.0211249009770224
945,-0.015846186351152
946,0.0369607687839871
947,-0.2063492063491991
948,0.1004281410222515
949,-0.2171840237313256
950,0.7354907729339357
951,-0.774880398894957
952,-0.1619761085239988
953,-0.1013376570733531
954,0.0573917153370781
955,-0.0912347097384543
956,0.1619323932258343
957,0.0303531078209756
958,-0.0979002093038834
959,-0.1250633767111727
960,-0.1184433164128672
961,0.0608766233766256
962,-0.1829640170766485
963,-0.1459061450239241
964,-0.32339324618736
965,-0.0476806757032853
966,-0.2389730984569126
967,-0.3700657894736983
968,0.0068526005619264
969,-0.020562028786841
970,-0.0960482985730068
971,-0.3303964757709181
972,0.0481596147230775
973,0.1682750094440087
974,0.4410557986870966
975,1.006099478085892
976,-0.6041436027202357
977,-0.0918128284682972
978,-0.057019766852511
979,-0.1459298267876338
980,0.0317138145376017
981,-0.95408849330858
982,0.4589202626043718
983,-0.2876502173357125
984,0.2931803696622103
985,-0.0446343174137557
986,0.0700904804383746
987,0.1399847289386605
988,-0.0318248361020832
989,0.3867613492264679
990,-0.4472104436567095
991,-0.0750796685787051
992,0.0955109837631363
993,-0.0191058463889957
994,-0.0701038812057954
995,-0.0861106681549934
996,-0.1245369779026651
997,-0.3460651115098824
998,-0.0384664700602655
999,-0.3086816720257169
1000,0.5189978855641714
1001,-0.0384590731363388
1002,0.3513030148186071
1003,0.4957417058599219
1004,-0.4532975802847526
1005,0.2590475608265095
1006,-0.7227246488358687
1007,-0.070603337612314
1008,-0.2251527822451095
1009,0.358951349272484
1010,0.1791541365410462
1011,-0.0768393417429753
1012,-0.3663239074550085
1013,0.3394607058220721
1014,0.3891795329845691
1015,-0.4840208994454565
1016,0.0857039639043981
1017,-0.3527672430417175
1018,0.2052729488742018
1019,0.0384738698300752
1020,0.3450699725222189
1021,0.4896349993640988
1022,0.8261335687708913
1023,-0.8522546587801333
1024,-0.1337409247229521
1025,0.3126371215445334
1026,0.0438596491228138
1027,-0.4820272689712161
1028,-0.4676776621651532
1029,-0.0775451423507338
1030,0.6001211253647544
1031,0.2197439982420511
1032,0.0823361510593949
1033,-0.255895220537657
1034,-0.7931885625537382
1035,0.2517428350116258
1036,-0.3135840155404455
1037,0.2298023146353574
1038,-0.6577674922064001
1039,-0.3411073825503254
1040,0.0279563880346563
1041,0.328800713330363
1042,-0.2738195026543778
1043,0.0446852482824177
1044,0.0906845989647972
1045,0.1824309269162292
1046,0.0695816749700798
1047,0.1750388975327838
1048,0.2328417784676724
1049,0.0
1050,-0.1437357935552714
1051,0.2799999999999916
1052,-0.1535688055017625
1053,0.3172781831481117
1054,0.0021963394342734
1055,-0.7510225977335242
1056,0.5468489496498788
1057,-0.5903266921580436
1058,-0.1208946201894061
1059,0.2679348918212912
1060,0.0903463275891044
1061,-0.0971329046087957
1062,-0.1408734151740846
1063,0.6862091938707536
1064,0.0632511068943699
1065,-0.2636849132176113
1066,0.0333667000333553
1067,0.2396644697423697
1068,-0.3406813627254638
1069,-0.308228357008831
1070,-0.1577128284285854
1071,-0.2051109616677921
1072,-0.0605612004575566
1073,0.2617449664429438
1074,-0.1478693372765148
1075,-0.1035330658729109
1076,-1.924455603767527
1077,-0.067383843716987
1078,0.2107481559536309
1079,-0.3370118284543652
1080,-0.4113861057660437
1081,-0.4934320197372869
1082,-0.0533724731469827
1083,-0.1402993051843797
1084,-0.1070090957731384
1085,0.0801924619085646
1086,0.0734557595993413
1087,0.0533938463592154
1088,-0.1202806548613477
1089,-0.7269300666352645
1090,-0.1482979440512294
1091,-0.4672897196261667
1092,-0.3534049204838999
1093,-0.0203929032696436
1094,0.1086439872343291
1095,-0.3064977523498277
1096,0.3393972305185989
1097,-0.0645270843946333
1098,0.2473067280981158
1099,0.3779952750590633
1100,-0.708807808505693
1101,0.2202898550724611
1102,-0.0463983296601394
1103,0.5135306675898764
1104,0.2532374100719411
1105,-0.0230268838869334
1106,0.0057563895924423
1107,-0.2278955719025012
1108,0.0374877443912554
1109,0.005767012687439
1110,-0.2804846311771758
1111,0.0837859701837572
1112,0.0750620705583437
1113,-0.130084121064952
1114,-0.0144558806522526
1115,0.3572251670891936
1116,0.2299379167624773
1117,-0.1035792381171635
1118,-0.0921552816495775
1119,0.1782326223193251
1120,0.0402298850574673
1121,-0.0977966979232511
1122,0.1378755673005001
1123,-0.1524697218146695
1124,0.0488814767956636
1125,0.1215657670799981
1126,0.6693117129549759
1127,-0.4261658928695233
1128,1.3399876939905706
1129,-0.4463672572448878
1130,0.1782286811077535
1131,0.6943498978897279
1132,0.0297392810988161
1133,0.1707259078093592
1134,-0.146278405225203
1135,0.05439956480349
1136,-0.0136017410228578
1137,-0.3206658934297597
1138,-0.1229592185258602
1139,-0.0751982499316278
1140,-0.4842864502833677
1141,-0.0893808656193031
1142,-0.2101419319277985
1143,0.1032417922775178
1144,0.1443298969072219
1145,-0.0584533920159598
1146,-0.1791188729289317
1147,0.2782357790601821
1148,-0.3308519437551624
1149,0.9084078956355331
1150,0.1681324366269987
1151,0.2386942777885327
1152,0.1545893719806821
1153,-0.0354392860594779
1154,0.0386460983543217
1155,0.2088957449543752
1156,-0.1706209960403147
1157,0.1735385801973263
1158,-0.0836254864751828
1159,-0.0064331435556108
1160,-0.6572557145632237
1161,-1.2390192736331551
1162,0.352756728507983
1163,-0.0653680219636702
1164,-0.0098061648089343
1165,0.3420418268291131
1166,0.4023100382843453
1167,-0.2863278453829805
1168,-0.1009673321825236
1169,0.1138655735571679
1170,0.1104900558949797
1171,0.3045422147346587
1172,-0.2273022470450856
1173,0.0454397922752493
1174,-0.2211957582460499
1175,0.1493230687549736
1176,-0.129581021364251
1177,-0.4371621170660088
1178,0.2695776616633947
1179,-0.3037788756843453
1180,-0.3887399463807054
1181,-0.3092644883689522
1182,0.1074546675621199
1183,-0.0100748900157939
1184,0.5643491618246169
1185,-0.1471473480034772
1186,-0.0602329005487909
1187,-0.1877430602118822
1188,-0.0536696632228526
1189,0.0318562111228377
1190,-0.1326304479215572
1191,0.0939282120094027
1192,0.2743208885320464
1193,-0.2280042918454958
1194,0.45991896348016
1195,-0.179884980607199
1196,0.1335648457326145
1197,-0.1739363125501868
1198,0.2069564056345565
1199,-0.2207948615013943
1200,0.7921026186675978
1201,0.7218309859155037
1202,0.1230877439774972
1203,0.6926658905704294
1204,-0.3868223305168964
1205,0.1178942453601016
1206,0.3373662168450349
1207,0.3044448954739225
