,ATVI.US
283,-0.2912932138284331
284,-0.1282051282051209
285,0.2110919209364885
286,-0.0447971329835028
287,0.2043683739941381
288,0.1546970908529649
289,0.2146856706541119
290,0.0381630835771544
291,-0.2998405103668254
292,0.044637163627084
293,-0.0255134583492741
294,0.2798626128991208
295,0.1397357723577228
296,0.0634759426177442
297,0.0380710659898491
298,-0.0507872016251803
299,0.1647864114589877
300,-0.3527246702791113
301,-0.5293180533429267
302,-0.4906011154720187
303,0.0722468779027839
304,-0.2172114191145984
305,0.1033271337053051
306,-0.3213434228257513
307,-0.2129538253778614
308,-0.1196047841913623
309,0.0727499480357443
310,-0.6380085765087329
311,-0.0313873195229139
312,0.2816901408450663
313,0.0104318798247497
314,0.1770280120795602
315,0.2596593269630245
316,-0.1143807840282826
317,0.0311850311850323
318,-0.1946609368929953
319,-0.1074966114065246
320,-0.0208572322452769
321,-0.2090082558261081
322,0.2189781021897893
323,0.1353743621784811
324,-0.0416710073966103
325,-0.4729657099860235
326,0.3641426582414088
327,-0.2146613716861681
328,0.0643569666416414
329,-0.2365337060531113
330,-0.3452368108749675
331,0.3226153349822531
332,-0.1076542146624979
333,0.1987644372817644
334,0.0858783747517559
335,-0.1882125188212488
336,-0.0215146299483758
337,0.075244544770512
338,0.0161212316620995
339,0.1448808757244098
340,0.0879243421757989
341,-0.0557880055788077
342,-0.0321957501609647
343,-0.215207802976779
344,-0.0536963305713911
345,0.0322719449225332
346,-0.0861326442721773
347,0.0107654214662559
348,0.1665860605083574
349,-0.0268759406579291
350,-0.1184196361287538
351,0.2684131415074082
352,-0.1505376344086027
353,0.7099770458549151
354,-0.0694444444444572
355,-0.2570694087403544
356,-0.5167958656330792
357,-0.3674086881348489
358,-0.2165908598657167
359,0.1297858533419753
360,-0.154358599398812
361,-0.0189599133261086
362,-0.1410437235542969
363,0.0650547544183045
364,-0.032537960954448
365,0.2164502164502195
366,-0.1517450682852813
367,-0.0433745391455283
368,0.0596044432403216
369,0.0216696462430207
370,0.0649667045639134
371,-0.0595882990249261
372,0.0270782561603094
373,0.0108301294200367
374,-0.0054153579551559
375,0.1600768368817055
376,0.4858622062923133
377,-0.4239321708526645
378,0.1437699680511236
379,0.3343416653399154
380,0.3094992460915804
381,-0.0714739517153775
382,0.0634920634920621
383,0.0
384,0.1426533523537857
385,-0.0634417129262589
386,0.2294485323205999
387,0.0237304224015196
388,-0.0132908027644897
389,0.2657408868549761
390,0.0867165944028375
391,-0.3877809433364948
392,-0.0079145231499842
393,0.094884162251921
394,0.1026856240126346
395,0.0787688694062673
396,0.0198855790096651
397,0.0985415845486795
398,0.3300070715801066
399,-0.0707658436861056
400,-0.3500351499732135
401,-0.1785789142737379
402,0.0
403,0.2300292764533656
404,0.0626959247648926
405,-0.0313577924114154
406,-0.4936974789915954
407,-0.0525486074618992
408,0.1992867631634127
409,0.0524163958486184
410,0.1204125438458666
411,-0.0681056160938786
412,0.0732907548947831
413,-0.0314201927105164
414,-0.2730518798571782
415,0.1049097775912655
416,0.1675743611227595
417,-0.3046538501943547
418,-0.9437963944856846
419,0.1693838661867421
420,0.0529044545550855
421,0.0423056583818001
422,0.0211483557153389
423,-0.0581918214040021
424,-0.037044877222689
425,-0.3230769230769207
426,-0.3396109910466175
427,0.3640092284029776
428,0.3626890069472719
429,-0.1637331150225098
430,0.3873598369011167
431,-0.0407913522333184
432,0.204354126976374
433,0.1718988113380103
434,-0.1118795768917958
435,0.1219016659894398
436,-0.010159504216185
437,-0.4797876684361097
438,0.2139146378730854
439,0.1068430424828328
440,0.1371811807743023
441,0.0203190084323988
442,0.2654723787135596
443,0.1194211112235696
444,0.0707928802588927
445,-0.0607164541590794
446,0.0161884333643665
447,-0.1733137384077355
448,-0.1573444320373577
449,0.2430379746835391
450,-0.3415977961432532
451,-0.5373068188112773
452,-0.1386731750610162
453,-0.2223704692016932
454,-0.2899197145405786
455,0.0081393909728429
456,-0.2092737430167523
457,-0.1903056084182264
458,-0.4159172661870555
459,-0.9131643128580258
460,0.1642129105322718
461,-0.0453206435531294
462,0.1244766323412916
463,0.394499549143366
464,0.1294534811729553
465,0.665324835066547
466,0.0223588596981509
467,0.022353861629592
468,-0.0503214984624005
469,-0.1624103942652285
470,-0.0560349658186676
471,-0.0336322869955169
472,0.0078469178427598
473,0.2326231616619276
474,-0.1848739495798389
475,0.3892757278359447
476,-0.0713266761768876
477,-0.0109745390693491
478,0.2409675487546019
479,-0.5283953334800873
480,-0.2814414215550968
481,-0.1270858658415395
482,0.275512453162883
483,-0.011021712774155
484,-0.0937724088477113
485,-0.2322109802620597
486,-0.1931072991900155
487,0.2092868988391408
488,0.1104362230811643
489,0.0386377435557725
490,-0.1160477453580788
491,-0.088495575221237
492,-0.1218296599844937
493,-0.0387790150130306
494,-0.0166223404255325
495,0.0885739592559768
496,0.0553280956069617
497,-0.0166011842178081
498,-0.2218401641617246
499,-0.0277377121935045
500,-0.1642771804062118
501,-0.3747564083345825
502,-0.1802072383240581
503,-0.1805325710847067
504,-0.1506704836522439
505,-0.0678477195627617
506,-0.0603454778607622
507,-0.0150886457940262
508,0.2183077386329359
509,-0.0602591141910308
510,0.1652882618262477
511,0.4344115004492294
512,0.248408052424096
513,0.2587902264600876
514,0.0893122953259932
515,0.3411956682984569
516,0.0
517,0.1135040141302112
518,-0.1277438594669206
519,0.1621981928603336
520,-0.1557747941547422
521,0.0518979833926402
522,-0.007414547341878
523,-0.1039115267572291
524,0.1852126240924581
525,-0.0592417061611294
526,-0.0862440707201361
527,0.1291989664082583
528,-0.075422907014323
529,0.1506186121570743
530,0.0430153779976255
531,-0.0753336203185462
532,-0.0753904146472885
533,0.0645786244753011
534,-0.1725067385444707
535,-0.0377500943752322
536,0.0269570843217505
537,0.0215610176800455
538,0.0
539,0.0107793467715758
540,0.0390060146843723
541,-0.0174587778855456
542,0.0968992248061899
543,0.0107654214662559
544,-0.0107665805340279
545,-0.0430848772080913
546,0.0860955660783451
547,0.0752769114958524
548,-0.1777538378669453
549,0.0968627239950529
550,0.6160011874721778
551,-0.5672488431109265
552,-0.0223964165733491
553,0.0969570405728101
554,0.2306719249943997
555,-0.1789042117033027
556,0.0372578241430573
557,-0.0596480763495258
558,-0.2391629297458843
559,-0.2547579799190794
560,0.3658081373646739
561,-0.0672344240250821
562,0.0746491489996971
563,-0.1944652206432456
564,0.0299087782264247
565,0.0896458987001378
566,-0.0074710496824948
567,-0.0523247122140777
568,-0.2698246140009097
569,-0.1426105231554437
570,0.2620152717472845
571,0.0299356383774824
572,-0.11988610819721
573,-0.1801531301606433
574,0.0750075007500707
575,1.2587328354613367
576,-0.0120467413564521
577,0.0
578,0.0481637567730187
579,0.1202645820805875
580,0.2160086403456049
581,-0.1923770590357058
582,0.1680470531748896
583,0.0
584,-0.1081470800288433
585,0.0720461095100891
586,-0.1443001443001497
587,0.0480769230769305
588,-0.0601322910402852
589,-0.1746882717908683
590,0.0
591,-0.1629057560033678
592,-0.012068549360373
593,-0.0120700060350091
594,-0.0362231345085741
595,-0.0422781904934427
596,-0.199709513434994
597,0.0846535252146489
598,-0.3580314339462367
599,-0.2128435903673037
600,0.2453987730061384
601,0.4154447702834841
602,0.0244319569997508
603,-0.0978234287111742
604,-0.0122294239941361
605,-0.2083333333333354
606,-0.1226993865030605
607,-0.1720747295968542
608,-0.0491883915396043
609,-0.0122986102570297
610,0.0860162202015153
611,-0.0122895416000871
612,-0.1353679547132653
613,-0.1355514479359204
614,-0.0369822485207114
615,0.0123258967089743
616,0.0123243776189365
617,-0.3734625133445781
618,0.0394460244837484
619,0.0741381440751294
620,0.2219208482307886
621,-0.4893762002106126
622,-0.3293971410814177
623,0.5008966668727983
624,-0.1052370929800767
625,0.5980484734025739
626,-0.5125284738041017
627,0.428427419354843
628,0.3390681903805049
629,-0.3149407911312673
630,0.3389830508474704
631,-0.176078480694253
632,0.1883002761737277
633,-0.2012578616352158
634,0.0691345609955462
635,-0.3375063377030923
636,-0.0724473053136453
637,0.0
638,-0.063147259408938
639,-0.0136416687297626
640,0.1019558359621406
641,-0.0906815259755792
642,-0.0356285533796566
643,-0.0885179564997564
644,0.1010611419909023
645,0.1135646687697204
646,-0.3291555893151097
647,0.0126582278481077
648,-0.2792586951002778
649,-0.1652892561983413
650,-0.0468823253633286
651,0.171606864274559
652,0.0182493990956482
653,0.2307812013694461
654,-0.0467071461933693
655,0.0077839184245278
656,0.2097250271865855
657,-0.0855165979942576
658,0.3022787164780768
659,-0.0620443617186385
660,0.2784222737819131
661,-0.0386847195357921
662,0.2392713800555744
663,0.0771247879068288
664,0.1693871265783791
665,0.084621893991856
666,0.145951759102779
667,-0.0538006302359489
668,0.1611418047881979
669,-0.0379210658429388
670,0.0532453582936947
671,0.0306795520785335
672,0.053660406285928
673,0.0459734886215633
674,-0.1457949662369534
675,-0.4237737048416206
676,0.5164418212478867
677,-0.3596361328538071
678,0.2216358839050065
679,0.6396812080536907
680,0.146596858638744
681,-0.4153304242679101
682,-0.1949009692372548
683,-0.0843525938422588
684,0.0105429625724732
685,-0.0844148992297122
686,0.0843437005798611
687,0.0947967137139281
688,-0.1688119856509776
689,0.200063177845633
690,-0.0632177852702584
691,0.1787968026924712
692,0.1941951398729882
693,-0.0367531240155377
694,0.0
695,-0.0840777719390418
696,0.0944981100377879
697,-0.0105008925758593
698,-0.0525320445471707
699,-0.2105706464518875
700,-0.2636203866432312
701,-0.1584228128850489
702,0.490453669644423
703,-0.7589128132721618
704,0.666199158485278
705,0.0700770847932711
706,-0.1052262364082693
707,-0.3696532300651309
708,-0.6288194136923284
709,0.3793894476795542
710,0.2815414393806029
711,0.1054666901037129
712,0.0527055516514426
713,-0.2818886539816838
714,-0.0352485019386605
715,-0.1677111836878786
716,0.1146182331158485
717,0.0792881684433119
718,0.0440295878830549
719,-0.05286343612335
720,-0.150004411894469
721,0.1673713883016188
722,-0.0440645104432864
723,0.6479292531301942
724,0.4445606694560714
725,0.8235067351200714
726,-0.0461325378222907
727,0.2020202020201996
728,0.0054223534927917
729,0.5234267583289278
730,-0.2597953448915649
731,0.2802157132282821
732,-0.0423146091187898
733,-0.0317460317460329
734,-0.1165377688314434
735,-0.2655619290418525
736,0.0
737,0.2014205448955769
738,0.1164760694620917
739,0.0317561130517636
740,-0.3612025921597827
741,-0.309036658141509
742,-0.288554023725564
743,-0.4616706033927342
744,-0.2044109736417404
745,0.3964852121731572
746,-0.0536078052964481
747,0.1177982437352746
748,0.0855981168414276
749,-0.203709660126512
750,0.341799442603974
751,-0.1316343723673125
752,-0.1001423074895892
753,0.1210781217098432
754,-0.174023097611144
755,-0.7278239964134577
756,0.3810985289448498
757,0.0528876665961617
758,0.2005700411696376
759,-0.0739488696387147
760,0.3369130343230231
761,0.2153700688133616
762,0.111238207175908
763,0.004197491998536
764,0.120532438947694
765,-0.0996695168651302
766,0.068148458796391
767,0.1570187375693559
768,0.0836732559355698
769,0.0261410571443568
770,0.1409627231909689
771,-0.0104427736006588
772,0.0991080277502465
773,-0.1829013377926391
774,-0.0732140989436328
775,-0.2818077444943075
776,-0.4402977251284219
777,0.4591464050923486
778,-0.1358411703239242
779,-0.0104504127913106
780,0.1877542505476236
781,-0.4032046918364195
782,-0.3520756699947385
783,-0.2317497103128609
784,0.0842016629828421
785,-0.2215189873417805
786,-0.1690617075232423
787,-0.5845467105962345
788,1.051635292880429
789,-0.031559015358722
790,0.0731633476856773
791,0.0109312591969772
792,0.5747727035217862
793,0.426638917793961
794,-0.4074809319820296
795,-0.1255361439481016
796,-0.2937781974609182
797,-0.2102828304069002
798,0.1784214945424031
799,-0.189274447949534
800,-1.0302495314679538
801,-0.0415487714072796
802,0.2302949260827592
803,0.1409495548961407
804,0.3548196333530379
805,0.1623616236162353
806,0.0590057530609326
807,0.1031535514294034
808,-0.1697542254040813
809,0.1768216311795334
810,0.1985294117647134
811,-0.1915426550758736
812,-0.0147362216327808
813,-0.7572383073496736
814,0.1038267576386938
815,0.2810235172311754
816,0.0738989062961826
817,0.0886001181334942
818,0.1179941002949827
819,-0.3106968486462402
820,0.0176030555354171
821,0.2185977859778589
822,0.2869968356759043
823,0.0766209147154952
824,-0.2611324093187998
825,-0.5820721769499455
826,0.360871246294627
827,-0.4011387163561105
828,0.1679369590492126
829,0.4244918960638003
830,0.448200793955703
831,-0.1667521806054511
832,0.2686452603300601
833,-0.0127942681678673
834,-0.2308284175429502
835,0.1408631066717882
836,0.1151189562548009
837,-0.115251632731468
838,0.2044728434504748
839,0.0381962674965065
840,0.1277111508037734
841,0.2672095686474207
842,0.030910406885257
843,0.1215855672722572
844,0.0
845,0.1395584876934781
846,0.208900424131172
847,-0.1839167935058295
848,0.0253613999492721
849,-0.4074357015533399
850,0.0959347643602329
851,0.0239779402949238
852,-0.192192192192188
853,-0.2287503009872354
854,0.0120380402070433
855,-0.0388979945253688
856,-0.0815957575027143
857,0.2404713237946409
858,-0.0481174064717986
859,0.1201489847410891
860,-0.2408767915211403
861,0.2642642642642629
862,-0.1099104602530502
863,0.0016835016834892
864,0.012023566189738
865,-0.0360837142169847
866,0.0601033778098294
867,-0.108303249097477
868,0.0360880548538447
869,0.1441441441441496
870,-0.0180212650928102
871,-0.1082446328702909
872,-0.301586344170336
873,-0.3207067650974229
874,0.1570807153214229
875,0.6930157011369795
876,-0.0324956672443686
877,-0.0325062303608049
878,0.1406621943302266
879,0.0864864864864846
880,-0.108225108225102
881,-0.08665511265166
882,0.0
883,-0.511703864997277
884,-0.1199040767386084
885,0.1197604790419155
886,0.0652812534000677
887,0.0978260869565254
888,0.1302648719062142
889,-0.2175805047867741
890,-0.1198126565733574
891,0.0435492651061426
892,0.0217698922390445
893,0.108731107969984
894,-0.1088494611951609
895,0.0978686385384832
896,-0.2070393374741176
897,-0.0217983651226114
898,0.0163461014548036
899,0.0598998039642698
900,-0.0660356592560007
901,-0.4643962848297233
902,0.2426649018310157
903,0.4064594089860535
904,0.010984182776807
905,0.0877963125548708
906,-0.1538799736205765
907,0.0329634106142194
908,-0.0164844222210017
909,0.03844886301219
910,-0.1981287837094186
911,0.2196595277320185
912,0.1644736842105325
913,-0.0438788942518717
914,0.2625820568927889
915,-0.0656886358659976
916,0.1366642978188378
917,-0.3230211526754808
918,0.0871232876712284
919,0.0657102179388919
920,0.0109505037231613
921,-0.2965403624382164
922,0.0109817702613717
923,-0.0439463854098069
924,-0.5968169761273121
925,-0.1602153294027172
926,-0.4507537669032632
927,-0.5240406393580507
928,0.5214368482039412
929,-0.0515264717248566
930,-0.1096137726481317
931,-0.2780292253976509
932,0.7826533230690267
933,0.5232929164007615
934,-0.0894225855901803
935,-0.1151042332779171
936,-0.1793721973094177
937,0.0512229478806585
938,-0.0128073770491868
939,0.1023541453428842
940,-0.2694034637588117
941,-0.2185651838518921
942,0.0257069408740308
943,-0.0257135510413937
944,-0.244876917128493
945,-0.1290489095367254
946,0.0580383052814879
947,-0.2067851373182508
948,-0.1358871489582036
949,0.1163391933815969
950,-0.0813978728022605
951,0.0759136753063585
952,-0.737422843720978
953,0.4621574597651122
954,0.043478260869572
955,0.065174885943952
956,-0.42543907494273
957,-0.065495033293311
958,0.3047121558385037
959,0.1629726205997454
960,-0.1850440840317859
961,0.1250203837582159
962,-0.0924918389553794
963,-0.0217675228559101
964,0.043516100957361
965,0.1412275936990716
966,-0.0761035007610275
967,0.0914579174098027
968,0.0388707926167152
969,0.0
970,0.3030959082052404
971,-0.2387152777777765
972,-0.0760125963731058
973,-0.0271547276380879
974,0.5562756534888751
975,-0.1092288034293812
976,0.3348053815343613
977,0.0615826747408419
978,-0.1130291820797509
979,-0.2730410591932268
980,0.2312911184210468
981,-0.0102806620746428
982,-0.0411395659775707
983,0.0205655526992247
984,-0.0926307122272575
985,0.0719942404607707
986,0.0
987,0.1540357362908107
988,-0.0102701037280383
989,0.0102690490860452
990,-0.1488142680693125
991,0.1159754366285256
992,-0.1730808808396777
993,0.0565639944464365
994,0.0616681227195665
995,-0.0154194078947374
996,-0.0411353352529887
997,0.0462558462250107
998,-0.0462772521596068
999,-0.0102848914943853
1000,-0.2937011590706468
1001,-0.7237189646064321
1002,-0.0951776649746228
1003,-0.6064474944143073
1004,0.749736008447738
1005,-0.0105607772732127
1006,0.0316722972972985
1007,-0.0105585471439184
1008,-0.0632857228888283
1009,-0.2649364406779545
1010,0.1269572577232229
1011,0.2216826770822421
1012,-0.0579877919326237
1013,-0.1693911019414906
1014,0.0
1015,-0.0052904454555025
1016,-0.2971452828186364
1017,-0.8886509635974285
1018,0.0748903391462428
1019,-0.6569028645272447
1020,0.673868862979993
1021,0.3835908364411289
1022,0.1595744680851124
1023,0.1911233807602535
1024,-0.127578141611742
1025,0.086730268863825
1026,0.1978483986645366
1027,0.7730061349693196
1028,-0.0306842589751527
1029,-0.5119664446089218
1030,0.1353950171184098
1031,0.1600246002460009
1032,-0.2218934911242512
1033,0.1968503937007832
1034,0.1290164035141659
1035,0.3245560318432339
1036,-0.0613971340651158
1037,0.1347448292742486
1038,0.1832396774981745
1039,-0.0244379276637292
1040,-0.1039691761971842
1041,0.3109376905255574
1042,0.2068629836943315
1043,-0.0547878492725411
1044,0.3095035805316124
1045,-0.1823929961089563
1046,-0.0304080763850775
1047,0.1154173247479029
1048,-0.1399111868118609
1049,0.3213679359689553
1050,-0.6690739167374784
1051,-0.0424989375265533
1052,-0.0531519081535148
1053,0.2121565715498067
1054,-0.0530672893228583
1055,0.1589488184804553
1056,-0.0052985746834204
1057,0.290574809805585
1058,-0.1481481481481487
1059,0.0528820729772577
1060,0.0264340470526097
1061,-0.1058481079650791
1062,-0.0582503706841692
1063,-0.0476821192052998
1064,-0.1098954720095385
1065,0.1044823566811536
1066,-0.1911030894999541
1067,0.0477529580304575
1068,0.0265223848928555
1069,0.190597204574325
1070,-0.1123666970551387
1071,0.0381477164353092
1072,0.0529548824401579
1073,-0.0370821634793628
1074,0.047654347135446
1075,-1.2719629190471131
1076,-0.574588031222898
1077,0.4801208394022845
1078,0.6698103097202872
1079,0.2245508982035861
1080,-0.0534930993901756
1081,0.4049014384656318
1082,0.5299417064122947
1083,-0.2124269782262226
1084,-0.5553775499305887
1085,-1.0359339592100936
1086,-0.373679935012184
1087,-0.6815703380588877
1088,-0.2350112040225211
1089,0.4082299150881777
1090,-0.2181976871045198
1091,-0.9311298648672351
1092,0.5096428993992039
1093,0.3284545601460523
1094,0.1086387434555076
1095,0.3586566677535032
1096,-0.5518824107972348
1097,0.2452850757658438
1098,-0.1145975443383399
1099,-0.1245751876823598
1100,0.2073783016808532
1101,-0.3614853762734125
1102,0.0383246646591804
1103,0.1800202645762269
1104,0.0767802533857614
1105,0.1526717557251914
1106,-0.0654735923177676
1107,0.2177700348432086
1108,0.0489742613048938
1109,0.0272005222500179
1110,-0.0435397844780581
1111,-0.0980605796469856
1112,-0.0108968072354855
1113,-0.0217983651226114
1114,0.0979965156794462
1115,-0.0980926430517748
1116,0.0
1117,0.0326868598823285
1118,-0.08178398124421
1119,0.0544929431638571
1120,0.0599063282866864
1121,0.076186329995639
1122,0.0603684104616923
1123,-0.1257895883249961
1124,0.0544247305975959
1125,1.632191338073699
1126,-0.1456546366726062
1127,0.1535105437505031
1128,-0.3323605706874162
1129,0.0492623609634683
1130,0.0964869677837189
1131,-0.2596981009576427
1132,-0.0487171159467378
1133,0.145938057402308
1134,-0.738344931229374
1135,-0.2095269274840401
1136,0.0817795224075844
1137,-0.098231827111988
1138,0.2612671456564397
1139,0.28494667426524
1140,0.3488560765860837
1141,-0.0324622626197096
1142,0.2105604146420514
1143,-0.0972762645914433
1144,0.2103219543763186
1145,0.1453957996768922
1146,-0.0808407437348377
1147,0.1775338928340855
1148,-0.494688184251074
1149,0.2669039145907459
1150,0.5469755469755372
1151,-0.2149613069647341
1152,-0.6055363321799332
1153,0.2911051212937962
1154,0.0754147812971268
1155,-0.0215517241379267
1156,0.0323171388559745
1157,-0.4653679653679573
1158,0.473933649289097
1159,-0.2591792656587571
1160,-0.2164502164502041
1161,-0.1626016260162663
1162,0.1623376623376685
1163,-0.2712967986977753
1164,-0.1739319491249166
1165,-0.7336837494524767
1166,-0.1621108188680206
1167,0.6080889567208114
1168,-0.1747297149721642
1169,-0.0327725584443816
1170,0.4134029590948602
1171,-0.3493449781659469
1172,-0.0983499071139648
1173,0.0436919716002097
1174,-0.2628408717555524
1175,-1.417083537955375
1176,0.4993145319232293
1177,-0.4031068724805927
1178,0.8191126279863514
1179,0.0292454669526234
1180,-0.4701273261508364
1181,-1.0390895596239458
1182,0.4678650578675287
1183,0.078736282663253
1184,0.0344352617079856
1185,0.3529411764705877
1186,-0.3640657286234424
1187,-0.1280788177339856
1188,-0.2172195892575028
1189,-0.2077767883645077
1190,0.3057802327875343
1191,0.0591482649842293
1192,-0.098677718571141
1193,0.4078423664684704
1194,0.0442043222003946
1195,0.1960784313725518
1196,-0.0686745805945189
1197,-0.1670597484276746
1198,0.2450740123517302
1199,-0.3936620411376889
1200,-0.5992124636192457
1201,0.2731773945706056
1202,0.4673294247599602
1203,0.0679290141801802
1204,0.1356737047401092
1205,0.0084788875699431
1206,0.0169548999660868
1207,0.9488622050550084
1208,0.0755160261788919
1209,-0.1680954782316379
1210,0.1845637583892607
1211,0.1173118820177648
1212,-0.1090512540894301
1213,0.0754400670578402
1214,0.2663465380802011
1215,0.2762817840767004
1216,-0.3933712755272839
