,ODFL.US
430,0.2185347062745506
431,-0.0963962627910391
432,-0.0037076860331644
433,-0.0408011869436041
434,-0.2752361823997653
435,0.0669045495093691
436,0.1206170514420984
437,-0.0055318359012268
438,-0.0222808125069635
439,-0.063168846611183
440,0.3111572084753204
441,0.1294809662979626
442,0.2159508296572397
443,-0.1367710932446186
444,-0.3598523492422587
445,0.4101010474202477
446,-0.2797228705864901
447,0.2181146025877911
448,0.0554221319046655
449,-0.1257815101180034
450,0.2407297913675192
451,0.2023097024361377
452,0.3109243697479029
453,-0.2442928144217012
454,0.2744252471227404
455,-0.2414035087719336
456,-0.0224611842659359
457,0.1373857455279563
458,-0.2388915432393757
459,0.0593784530929955
460,0.0641684210526236
461,0.0336728680865405
462,0.3272361134418571
463,0.1061689763075534
464,0.001396940699866
465,-0.0013969602145718
466,0.3535733177426938
467,-0.1114858273641899
468,-0.1171973100426977
469,-0.0125584315914368
470,-0.0321040730297895
471,0.0418573501506959
472,0.2255199487707777
473,-0.0445670037046391
474,-0.2121423586880644
475,0.8663930688554531
476,0.187114392636798
477,0.2320887991927243
478,0.0327844047108656
479,-0.1388959038335154
480,0.761866573104096
481,-0.3319084737239108
482,-0.2470256100020068
483,-0.2970584889203532
484,0.1552403069466904
485,0.4573094125332914
486,0.365511716402959
487,0.2148388708468682
488,-0.0599910013497998
489,0.2269496471057747
490,0.5012531328320756
491,0.2904761433477445
492,0.2679827267119093
493,-0.2027544939791788
494,0.3032095843810132
495,-0.1926496739774821
496,-0.1558441558441547
497,-0.2305861350788472
498,0.2892531335756176
499,-0.146075761327069
500,0.2905064678798567
501,-0.0511845568879947
502,0.4223095966215323
503,-0.2243993213288851
504,0.1511949868842977
505,0.0964530746692337
506,0.0963601323588183
507,0.1216655468594077
508,-0.1363785140197112
509,-0.1876446047621807
510,-0.0674517810916258
511,-0.0784514057397146
512,-0.0821677683234206
513,-0.0054781513065341
514,0.0401569772748064
515,-0.1041514398479845
516,-0.0548466123075714
517,-0.1574745477184526
518,0.1207066827608852
519,-0.0732091218565791
520,0.0146396808549648
521,-0.0329501354616796
522,-0.0238029845280592
523,-0.2599433852118538
524,0.0488073394495344
525,-0.3965666143786242
526,0.1161910462475517
527,-0.6360286301466794
528,-0.6042242224400857
529,-0.1624593851537059
530,0.8742125008848401
531,0.0247691164502293
532,0.3631363700465282
533,0.1390673684581261
534,-0.1251410039481169
535,0.0352385650856177
536,0.1758829323202476
537,-0.1691331923889927
538,0.2495518610945062
539,0.1544130549219153
540,0.3148504460381438
541,0.0891281172995912
542,-0.0349644236988943
543,0.0751170428341946
544,-0.176749558126123
545,0.186899563318786
546,0.3706733028209448
547,-0.4106381491577589
548,-0.1434921079340524
549,-0.0700451791405615
550,0.3100553329517159
551,-0.79330737054665
552,-0.0144258511252169
553,-0.1685853282597149
554,0.1994952529743983
555,0.1368153233162097
556,0.2728839525086141
557,0.1792071874029294
558,-0.0406368026007591
559,0.2884042426409334
560,0.2074106492999924
561,-0.0361672258310237
562,-0.0738165539575203
563,0.1901321418385805
564,0.2938388625592438
565,-0.0189609404626431
566,0.1938782172287573
567,0.2737438075017649
568,0.4766041368300024
569,0.1195947847293853
570,-0.1785378688216479
571,-0.6526056937482244
572,0.0354551256293231
573,0.1227602162468381
574,0.0448345839822544
575,0.0842305720354567
576,0.1928085164709553
577,-0.1235132662396989
578,-0.1576130782200743
579,-0.2167285016346379
580,0.1430562687990559
581,-0.345995288574793
582,0.1763668430335163
583,0.1870392782484288
584,0.0110011001100009
585,0.0036668989035938
586,0.1556007102714816
587,0.0823090430202014
588,-0.1538799736205817
589,0.0512670279771445
590,0.0073233247894685
591,0.1608539884477581
592,0.0511546331481972
593,-0.1060755696989723
594,-0.1538630618749163
595,-0.1632877717640767
596,0.1758209556601594
597,-0.0421415222250757
598,-0.0293244382537238
599,-0.0403373670700453
600,-0.3542743976235039
601,-0.0352197935239534
602,-0.2228203318037521
603,0.1101855524703601
604,0.2681318681318741
605,0.0241699808837453
606,-0.0153832630098437
607,0.2499013547283937
608,0.366924387367319
609,0.4002610398085654
610,0.411611785095328
611,-0.0260032937505427
612,0.4594378896054863
613,-0.1187751047380493
614,0.0518022879343857
615,-0.2813852813852838
616,-0.0606428138265556
617,-0.0910470409711718
618,0.2163097555699762
619,0.1425609123898324
620,0.1035732780942556
621,-0.0474936315357649
622,0.0474710857931923
623,0.2410883416566223
624,-0.7940985029290573
625,0.0797659326209063
626,-0.0409023910907267
627,-0.0225239060548382
628,0.1615013492517827
629,-0.049087785322754
630,0.4722742447683399
631,-0.5691356508209535
632,0.1349362119725272
633,-0.0122684333210653
634,-0.1597444089456929
635,-0.0532765050612661
636,-0.0451004510045039
637,-0.0410172272354365
638,0.2046663937781416
639,0.0695381846443275
640,-0.104416190651678
641,-0.1168367974418876
642,0.1514531313958266
643,-0.3285420944558568
644,0.032843418999923
645,0.0492408699220255
646,0.1556866601114486
647,-0.0327868852459067
648,0.0737161110656101
649,-0.3204601479046841
650,-0.0781005935645066
651,-0.5813040062843636
652,-0.3903631560269629
653,-0.3223956170019289
654,-0.2160555004955351
655,-0.0872911954925996
656,0.3243029464109129
657,0.1697725837018346
658,0.0276297611999183
659,-0.2056717952774519
660,0.1244346125738204
661,-0.045449156226538
662,0.075033567648684
663,0.126212826378478
664,0.133921537734364
665,0.1612332376420608
666,0.1217596229379427
667,-0.0746825989544427
668,0.0589252042740437
669,-0.0510946036237847
670,-0.0235876872272682
671,-0.0235932523298345
672,0.0707296946834872
673,-0.0314453048229285
674,0.0392911869867566
675,-0.5476347842507774
676,-0.3981420039814216
677,-0.0569097979702058
678,0.1326134318461554
679,-0.1185452131442932
680,-0.5770698206791204
681,-0.028623222974908
682,0.1714448995142324
683,0.0095238095238143
684,0.2754297654098264
685,0.0522094071859059
686,-0.0712453690510143
687,-0.1760479611742896
688,0.2610098709187601
689,0.0047454088169652
690,-0.0118649296409564
691,-0.2736401275401023
692,0.1307003160571306
693,0.073613221884499
694,-0.0190005700170967
695,0.3266890772217213
696,-0.2230236310145197
697,-0.1901682989445686
698,-0.1762156498547433
699,0.109419600380585
700,-0.2944034756759769
701,0.3247863247863208
702,0.0028489216831403
703,0.0768617626964193
704,-0.1539601984375787
705,0.0769208854448539
706,0.3576801884917793
707,-0.0454403453466155
708,0.235167450558164
709,0.2656267661354125
710,-0.0617539478416582
711,-0.0485445132818501
712,-0.004243581582852
713,0.1525359094953501
714,-0.0197770840102256
715,-0.0014126688139219
716,-0.0367428845990773
717,0.0960045178596569
718,0.0818192077643664
719,0.0
720,-0.1356085433382354
721,-0.0226065332881157
722,0.1903794897829706
723,0.19282738430357
724,0.1489726508699364
725,0.0330529949686113
726,-0.3353231630923521
727,0.2591102045316662
728,-0.3818483674598665
729,-0.1145009972667512
730,-0.0702273147292543
731,-0.0628744729639825
732,0.2361449339532087
733,0.0792670562427532
734,0.0276436548597503
735,-0.0571628773211003
736,0.1307502486096343
737,0.2131647616597391
738,-0.0183796500514463
739,-0.0073524005587966
740,0.1138324826497272
741,-0.0367336443448429
742,-0.0073472686528924
743,-0.0073478085161033
744,0.0440674231574325
745,-0.1250137882854634
746,0.2347676167418606
747,-0.0110059432093438
748,-0.1065040948988077
749,-0.0808615429852711
750,1.084807051245842
751,-0.4825706824117309
752,0.0893376253208509
753,-0.1633429918754745
754,0.7359783436257546
755,0.2222722412919983
756,0.350464014355006
757,-0.5837563451776631
758,0.2391334927556522
759,0.2819430222608732
760,0.036456945749259
761,0.149809587813627
762,0.0531751140466255
763,-0.1260998710979063
764,-0.2457968734637695
765,0.5628491620111694
766,-0.2408019264154151
767,-0.1851436265709067
768,0.0756832515767293
769,0.0210187066489143
770,-0.2556790244861745
771,-0.0843608959127177
772,-0.1450295691354509
773,0.8543667634576732
774,-0.3080714725816453
775,0.0392049241384695
776,0.6833446899639815
777,0.1787900577181088
778,0.1494159195870651
779,0.0543035568829705
780,0.568872090556732
781,0.0944014179478086
782,0.0616119219068986
783,-0.3438948995363162
784,0.1860904611765221
785,-0.0974790564799654
786,0.0347329422661438
787,0.5106546362065595
788,0.0460528840618661
789,0.0306924995204235
790,-0.2037521144087239
791,0.0153751537515453
792,0.0345821325648318
793,0.0767901708581258
794,-0.0038396559668218
795,0.0
796,-0.07685213648939
797,0.0556867715114088
798,0.1552973656965487
799,0.0498237007511863
800,0.0943170147209911
801,0.1538198598530102
802,0.0853825136612094
803,-0.7440540191819786
804,-0.5057491138583848
805,0.6826085089941198
806,0.4008680128705357
807,-0.3034396980614214
808,0.0749994642895456
809,-0.3224627555517337
810,-0.0623816898984728
811,0.1460606581321434
812,-0.0021479969928022
813,-0.0459452756952912
814,-0.1153614457831342
815,-0.5494743218102411
816,0.3234431602553044
817,0.2344842422286827
818,-0.0495028195084193
819,-0.2589443701178172
820,-0.1815902114228959
821,-0.234019501625132
822,0.1406469760900091
823,0.0497426359271634
824,0.2674604201716943
825,0.1313961782483097
826,0.1873571401806122
827,0.5329854640328017
828,0.4618894804207106
829,0.2719402101524185
830,0.1108729396112097
831,-0.0554672188736372
832,0.7104437060562121
833,-0.1029090174026607
834,-0.2634779083907488
835,-0.0092133630617764
836,0.0791721903078417
837,0.0018411798280321
838,0.0717544892552226
839,0.0845619324239928
840,0.0624632569077072
841,0.0679285465126961
842,0.0091786907515428
843,0.1429828420589479
844,-0.007332991127074
845,0.0146638316591992
846,0.0805860805860905
847,0.257576587932257
848,-0.2472255796066408
849,0.2921520651499147
850,-0.2692909611290437
851,0.1000028169807651
852,0.1308182470354827
853,0.9984959893048228
854,-1.1209373063707593
855,0.3004520821048475
856,0.0112305921329759
857,-0.6471120153724484
858,0.267733844376177
859,-0.3010473054146108
860,0.6250175566729467
861,-0.1491025713160495
862,-0.1436822087617948
863,-0.03663829547376
864,0.3090582153292938
865,0.3736826636436102
866,-0.0378024193548361
867,0.4293760107065243
868,-0.3272818820106901
869,-0.1204279392819153
870,-0.4077500632715583
871,-0.3839096683133419
872,0.0832052348785107
873,0.1225421150487357
874,0.1434639511659936
875,-0.7531631009891926
876,-0.687152563310675
877,-0.5590062111801233
878,-0.530752419606624
879,0.4003576009639572
880,-0.2005803197600772
881,0.41694139549315
882,0.1084808802448682
883,0.1315534919713581
884,0.1313806561304655
885,0.2678382180087454
886,0.1827204185259139
887,0.1191070811080809
888,-0.0576656927571802
889,0.0345874485991987
890,-0.0884683437187327
891,0.046136101499425
892,0.2110109342029367
893,-0.0383803492611651
894,0.0390559359267685
895,-0.0851668394578095
896,-0.019202703740691
897,-0.0345768181643455
898,0.0115242778119133
899,-0.0192108195335656
900,-0.0657956574865994
901,-0.1600451892299018
902,-0.065944418276018
903,-0.0848576277578761
904,0.0989026515329948
905,0.3309315370713658
906,0.339165419161674
907,0.0046779248725355
908,-0.2814654970211675
909,0.1218198004029514
910,0.023421397789012
911,0.5913853317811456
912,-0.0046567942628252
913,0.3341687552213863
914,-0.166432669152311
915,0.2032105409668684
916,0.1436182534167256
917,0.1341722957342426
918,-0.1668365928260196
919,-0.1438715366408327
920,0.0324765704741547
921,-0.1579925650557636
922,0.3149898091532364
923,0.0277854959711041
924,-0.3112370511450678
925,-0.735925884418554
926,0.638432129468107
927,-0.0742914453400859
928,0.0445550068688985
929,0.0334050924207675
930,-0.1040350746823324
931,-0.1190387619968727
932,-0.0074404761904694
933,-0.7118771075309233
934,-0.04873111669228
935,-0.1050696086156976
936,0.1236788846413252
937,0.1010895203863798
938,0.1495383004972276
939,0.1306750298685655
940,0.018664377169738
941,0.1230333308478267
942,0.1154433396640768
943,-0.0372536601720992
944,-0.2165391077095329
945,0.093248787765759
946,-0.2018238899686128
947,-0.0149521531100554
948,-0.0056073718248206
949,-0.2943161367726335
950,-0.4524475326949766
951,-0.2435087917999708
952,0.8812550868625597
953,0.0953315575494112
954,-0.056108851171269
955,-0.592634401015935
956,0.2842188203511906
957,0.2218166502877898
958,-0.8066798754599394
959,-0.099164187561984
960,0.4035216434336043
961,-0.1469507714915451
962,-0.5312650927583182
963,0.0198829744929822
964,0.6248474493531858
965,0.301747213705166
966,-0.1071863580998776
967,0.7735073724921413
968,-0.4126213592232982
969,0.094570673391689
970,0.1186785506684773
971,0.0774443368828638
972,-0.252329192546575
973,0.2806542146520778
974,-0.2230843840931173
975,0.0072739616419827
976,-0.0655085403726663
977,-0.0436914413321051
978,-0.1653294432287884
979,-0.7495590828924168
980,-0.0220507166482988
981,0.1345730364570617
982,0.0733496332518365
983,0.1562347427009048
984,0.3890672113607681
985,0.2522557485204142
986,-0.3553867874008032
987,0.155543673747141
988,-0.1655387311943149
989,-0.4710685404726343
990,0.0745302632095076
991,-0.0196170747018249
992,-0.0588858791661781
993,0.6125634022629816
994,-0.3366739743188277
995,0.064552727841784
996,-0.2608456891817651
997,-0.1256774801665199
998,0.1176839792876129
999,0.2348152786474728
1000,-0.0274026228224786
1001,-0.0626738219280021
1002,0.0117499608334643
1003,-0.0587843398518657
1004,-0.117707066347543
1005,0.039220300427499
1006,0.0
1007,0.0979547057440639
1008,0.0411240575736766
1009,0.2480856383810046
1010,-0.3489238248324047
1011,-0.0352968860302782
1012,0.0862068965517236
1013,0.0665700747934432
1014,0.7165667108030124
1015,-0.1482059282371277
1016,-0.0429201295407377
1017,0.2490950842641911
1018,0.1166271430237574
1019,0.2945850614364863
1020,0.2860124454064117
1021,0.1273836176947363
1022,-0.2554179566563564
1023,0.1391250579687794
1024,-0.5400784862260506
1025,-0.1790510295434119
1026,-0.0350439996885101
1027,0.14386251409464
1028,0.0310957359971951
1029,-0.1245378478303145
1030,0.1437898336701401
1031,0.1319568423503965
1032,-0.155484723625917
1033,0.0543900543900491
1034,0.1764557600201822
1035,0.2649493308578952
1036,0.1159017153453695
1037,0.0424792430971282
1038,-0.0115865904526389
1039,-0.2481389578163866
1040,0.4313894662535875
1041,0.0
1042,-0.0608236702179846
1043,0.3655628103374134
1044,0.3506447968208226
1045,-0.1092086274815825
1046,-0.1288760446770226
1047,-0.0586143566097478
1048,0.1443733416575527
1049,-0.1054646302878722
1050,0.1521060842433644
1051,0.0935162094763127
1052,0.2716648966286069
1053,0.1594180407371586
1054,-0.0504619206583322
1055,0.0155243343941707
1056,-0.0893446762226695
1057,0.0931423914309035
1058,0.0426720459306217
1059,0.1394592081816121
1060,0.1083507468462307
1061,-0.0077399380805103
1062,0.0019349470791956
1063,-0.1569767441860359
1064,-0.3163833193565758
1065,0.4383384883963754
1066,0.6653849053758525
1067,-0.3974111502214191
1068,-0.0132487934134449
1069,-0.4486777315158108
1070,-0.039940659591471
1071,0.1822531039981843
1072,-0.3734898433629399
1073,0.2736498042643864
1074,0.1196923757892576
1075,0.0169658784681498
1076,-0.0569649096156897
1077,0.2632426187905964
1078,-0.1194539249146749
1079,-0.1481143898826426
1080,0.2122257172092326
1081,0.0643841842145189
1082,-0.0530503978780004
1083,-0.0758437618505834
1084,-0.1138952164009154
1085,0.0417441463322126
1086,0.09478313618441
1087,0.2118644067796619
1088,0.2264834667069389
1089,0.649403033236522
1090,0.1651028872870877
1091,-0.0543927154052335
1092,-0.0745937663803888
1093,0.0080635407007258
1094,-0.3195275845332438
1095,0.2742820264601397
1096,0.0604668037247574
1097,0.1127441111334814
1098,-0.1007658202337767
1099,0.0724987916868079
1100,-0.2220159044120661
1101,-0.1172001293242774
1102,0.1895849300149243
1103,0.0161322847348223
1104,0.2414001207000695
1105,0.147639278074052
1106,-0.0150675024107981
1107,-0.0522613065326614
1108,-0.0442406692406747
1109,-0.0040220407834898
1110,0.0823839090160196
1111,-0.1106372706791139
1112,-0.0040233353449973
1113,-0.1289127019296707
1114,-0.2683570073566892
1115,0.1016870811185573
1116,-0.999019653610936
1117,0.353537702935289
1118,0.3938467241219509
1119,-0.1438448331863961
1120,0.1390111672304394
1121,0.433679354094578
1122,-0.2428026361429093
1123,0.4580609520302018
1124,0.1654563838588168
1125,0.238422741861523
1126,-0.4421110804089564
1127,-0.161446561188244
1128,0.2805887764489483
1129,-0.2952574275696691
1130,-0.170987568741626
1131,-0.0878815911193329
1132,-0.1899995365864945
1133,0.0694637399277603
1134,0.4403052168099829
1135,0.131227553181691
1136,-0.3407371472793057
1137,0.1510817917608593
1138,-0.9359284783013688
1139,0.1537243317349313
1140,0.4860916949587747
1141,0.5447890361206525
1142,0.1204460755834581
1143,0.0778750035397664
1144,0.120913854182137
1145,0.0586547566887571
1146,0.0183704038662628
1147,-0.1500141522785091
1148,0.1526113497625943
1149,0.2086976140786308
1150,0.2700118130168297
1151,0.1824868749824468
1152,0.2464502758562734
1153,0.0363941769316896
1154,0.1955853590388345
1155,-0.0167952204323713
1156,-0.3378524261499878
1157,0.0490457106022845
1158,-0.0504724784790978
1159,-0.1263406142961392
1160,-0.174372820339747
1161,0.1964857126817461
1162,-0.3549295774647861
1163,0.0759985363244804
1164,0.0944658742029477
1165,-0.1971919861176841
1166,-0.7449788426008701
1167,-0.2649191299498016
1168,0.2741249851019021
1169,-0.1790973493592362
1170,0.3825949053424535
1171,0.2235056766486007
1172,0.3272612569986643
1173,-0.181703270658875
1174,-0.1107244542866186
1175,0.2485109068675774
1176,-0.0987127852799494
1177,0.1340694006309161
1178,0.1279905483902794
1179,-0.0019691241335947
1180,-0.0906618313689896
1181,-0.059162262364915
1182,0.0551876379691007
1183,-0.0828500414250238
1184,0.1418272071859172
1185,0.100360115709308
1186,0.0059031877213641
1187,0.0393391030684478
1188,0.0825439251601776
1189,-0.3675804405788139
1190,-0.153168418891256
1191,0.0856883823338973
1192,-0.0440551466777277
1193,-0.2103513646869406
1194,0.1555734176887034
1195,0.204419603581215
1196,0.9762472134676
1197,-0.2388657728463571
1198,-0.231696014828539
1199,-0.2063770508719459
1200,0.1956745623068977
1201,0.2209320248677012
1202,-0.0797017611518196
1203,-0.309477756286264
1204,-0.0180561287659908
1205,-0.31049472158973
1206,0.0349184589320101
1207,-0.4612306413054864
1208,0.5427198015196213
1209,0.0310029452798027
1210,0.0722879124283504
1211,0.0464492155243618
1212,-0.1421298808693062
