,DDOG.US
205,0.5366126327557339
206,-0.777377196935554
207,0.8046490835940979
208,0.4966272493344455
209,-0.6791312136139727
210,0.6451612903225945
211,-0.1559714795008919
212,0.1001669449081682
213,-0.6497143497255499
214,0.2569832402234681
215,0.2377573893725945
216,0.1410284951024038
217,-0.3350457895912409
218,-0.4374649467190135
219,0.0448480771386837
220,-0.0336473755047119
221,-0.1685203909672974
222,-0.0224744353298238
223,-0.2591257323118406
224,0.2696629213483089
225,1.0575272687005286
226,-2.5756069856595345
227,-0.8216903344022001
228,-0.4139834406623728
229,-1.5057779852923918
230,1.3759817648599428
231,0.8444152731008512
232,-0.0856849080315352
233,-0.3209169054441274
234,-0.1405985481047915
235,0.6442968326823819
236,-0.0770328102710361
237,-0.8400943667644906
238,0.0575076197596148
239,0.4864369921025653
240,-0.1490142136634682
241,0.6660973526900176
242,-0.3628260434819983
243,0.1796612102891839
244,1.055304740406307
245,0.6364426500687017
246,0.6932290306431851
247,-0.7178351093662354
248,-0.1404099971918
249,0.769102156829959
250,-0.6351626016260162
251,0.8813900780659819
252,0.2574568288853981
253,-0.2896907865734668
254,0.687972981424726
255,-0.4712831469146664
256,-1.041269841269833
257,-1.7179023508137408
258,-0.1681976969853738
259,0.3095575906100798
260,-0.0774493352265422
261,-0.5712060236271553
262,-0.7257273618829773
263,0.1763475050939868
264,-0.0131853785900893
265,-0.091467398405845
266,0.0652911987464052
267,0.905797101449279
268,-0.3636363636363651
269,1.408450704225345
270,-0.9043927648578663
271,0.2191568905504544
272,0.0515397500322204
273,0.0772499034376236
274,-0.3488372093023204
275,-0.6600425833924817
276,-0.427655024946539
277,0.7358143483797878
278,0.0141482739105901
279,0.0636267232237362
280,0.1059322033898345
281,-0.035323207347215
282,-0.0070651405963115
283,0.2536997885835191
284,-0.0669934064384181
285,-0.0599774202653175
286,-0.7106310403638431
287,-0.1530194654994508
288,0.514051447628353
289,0.246503743466604
290,-0.4255922825932918
291,0.028364770954489
292,0.332178952576153
293,-0.2266770560317501
294,-0.1560837176303645
295,0.0779810009924951
296,0.0920745095261671
297,0.0283225943496367
298,0.5702618980568871
299,-0.0211252728681086
300,0.9213672809115222
301,0.5894851950489065
302,-1.0621113623516034
303,-0.0494874513962683
304,-0.3903477643718828
305,0.1382047556610745
306,-0.573811390690717
307,-0.0713317640345205
308,0.2028830752802965
309,0.1847443777312106
310,0.2303984120232444
311,-0.3914312148601603
312,-0.0142358886753376
313,0.2378838984555153
314,-0.711578345133359
315,-0.2832861189801773
316,0.5669257648149381
317,0.4896395117797316
318,-0.1065567947715971
319,-0.2635327635327667
320,0.0925069380203482
321,0.0703979975680617
322,-0.0419719712598687
323,0.0284474788422021
324,0.1739377373894971
325,3.009433962264149
326,1.6423865639788402
327,0.0358969174101957
328,-0.8076113890317534
329,-0.9200717184108655
330,-0.2506976964192806
331,-0.037855486679593
332,0.3348424825504525
333,-0.3977272727272743
334,-0.4088618427308097
335,-0.3270143626844911
336,0.3448997052951734
337,-0.6843742522134515
338,0.1433691756272455
339,0.0420372794237041
340,0.5283915419339485
341,-0.2142857142857088
342,-0.2482337215963386
343,0.6733048838312072
344,0.1916660751047069
345,0.063847900113503
346,-0.2512920202930165
347,-0.1852555576667235
348,-0.2571673492713689
349,0.0095238095238143
350,-0.7316806814458904
351,-0.054632867132864
352,0.4622328565990507
353,0.4762677923905525
354,-0.4894762604013736
355,-0.1797973193854269
356,0.3150119487290965
357,-0.1196302338227291
358,-0.4149830730588726
359,0.7478864079774679
360,0.00541917303419
361,0.4907247627264865
362,0.3385822539904313
363,0.2038079914186084
364,-0.1396423008754449
365,-0.1398375732802619
366,0.0806104901117829
367,-0.4263586809865726
368,0.0808886971527209
369,-0.0838709747059313
370,-0.1538378378378442
371,-0.1407383349572322
372,-0.4021739130434832
373,-0.2462571098568212
374,-0.1134504199847269
375,-0.4302847203149307
376,-0.4875804967801298
377,0.2884022661226333
378,-0.1050505050504951
379,-0.8333333333333385
380,0.1848428835489859
381,-0.5763153002416849
382,0.0650255457501229
383,-1.0987978963185592
384,-0.1049183780145324
385,1.1078467831907848
386,-0.2983961208504359
387,0.046602665672487
388,0.2973701328872718
389,0.4257421803070387
390,0.348829489416174
391,-0.4523897739903787
392,0.1756819232547498
393,0.0092455621301691
394,-0.1296056285872991
395,0.1294378698224857
396,-0.6982590075411973
397,-0.3934045617731181
398,-0.3085505344083976
399,0.8459607697313347
400,1.0926731348276986
401,0.4772475027746866
402,0.3539040035390482
403,-0.0110607233713141
404,0.0221165542408605
405,-1.1860803401588924
406,-0.0671817265703754
407,-0.3483146067415756
408,0.2242152466367744
409,0.1333421407067503
410,0.2912480464389287
411,-0.0670241286863296
412,-0.179051029543416
413,-0.681651737930262
414,0.5769015346701026
415,-0.8700564971751368
416,0.1466771973372396
417,-0.3509963768115968
418,-0.2497162315550498
419,0.2660327163638415
420,-0.2667423382519857
421,0.5979916506826144
422,-0.2942174946248624
423,0.0169712055212995
424,0.3438944638628848
425,0.7213636597011865
426,0.0795177632422732
427,-0.4900646683273713
428,-0.0641733298942525
429,0.6101312551271523
430,-0.3731055245349017
431,-0.0180152357422259
432,-0.5485974536797444
433,-0.4157571977964927
434,-0.1353039134054907
435,-0.2190466256388794
436,-0.1996258322097874
437,0.0219435736677124
438,-0.8695652173913073
439,-0.0052703699799678
440,-0.3084216992692888
441,-0.9481268011527388
442,-0.246094585919114
443,-0.59738442495021
444,-0.3402095258667217
445,1.147707254577487
446,0.4278842320673869
447,-0.0931049159395525
448,-0.0638841567291336
449,0.4873913964822989
450,-1.1402634783571362
451,1.2678981309432689
452,0.5002718868950603
453,0.0326157860404448
454,-0.8303872399901422
455,1.0065111231687565
456,0.4160587885664786
457,-0.1840524008011711
458,1.4352790523956878
459,-0.1603249251816924
460,-0.1068905340353853
461,-0.2790772532188779
462,-0.2689618074233458
463,-0.0094683520333371
464,-0.3576287657920262
465,-0.1135073779795729
466,-0.287294015611449
467,-0.1465718473481254
468,-0.2941147646482974
469,-0.0925340599455091
470,0.5258307583888973
471,-0.0922409115572368
472,0.0433886538670051
473,-0.8752589175413898
474,-0.0658053213620996
475,0.4083299305839144
476,0.9081508789282068
477,-0.3337994496819924
478,-0.0270721472724821
479,1.2344028520499155
480,0.2666666666666641
481,0.0799360511590757
482,0.1728953318260346
483,-0.1109533108467956
484,-0.1199733392579345
485,-0.0222222222222272
486,0.0755872668763425
487,0.1816650412270672
488,0.1416555998229274
489,-0.0442869796279868
490,-0.0842161251717555
491,0.1548946716232936
492,-0.2769197997656811
493,0.1612760301284784
494,0.0619907899397869
495,-0.3198294243070357
496,-0.4461895413171515
497,-0.3941945887833701
498,-0.1076233183856543
499,0.1432921368439876
500,1.2362737255472247
501,-0.4565876465646346
502,0.2804691483936907
503,-0.0145719489981859
504,0.2724795640326975
505,-1.1650985004410526
506,0.4245352071439119
507,0.8707009142359519
508,0.2749638205499244
509,0.3254928010051138
510,0.0639325356782593
511,-0.8578075021808715
512,0.0617530604090289
513,-0.0254341980960661
514,0.6282495667244196
515,-0.0180564082192605
516,-0.7165199679930266
517,0.4345621786050513
518,0.5259365994236441
519,0.1869696533870206
520,0.0359427790956878
521,0.0790116362591475
522,-0.592485549132943
523,-0.5156511002977762
524,-0.2110625909752489
525,0.9466357308584648
526,-0.9084098145720162
527,0.2522185894441812
528,0.2701695546860502
529,0.1163169403991997
530,0.6609354779071948
531,-0.129581636430952
532,0.1017105871474798
533,0.3216619508013802
534,0.0561901252763513
535,0.0736377025036803
536,-0.1659598008482452
537,-0.3608772092162493
538,0.1155321410416378
539,0.1845103556437131
540,-0.0507661067011192
541,-0.2683942619157855
542,-0.3296346162774539
543,0.2639377662530198
544,-0.0741427247451328
545,-0.0185391175380146
546,0.2081309837657911
547,0.3319043009265656
548,0.2391354334329647
549,-0.309069102315706
550,-0.871170044345704
551,1.296574746217564
552,-0.6422416914054018
553,-0.2903926436768271
554,0.3689046447691995
555,-0.2320522117476382
556,0.1086562839550928
557,0.1843751129749433
558,0.1768314687838358
559,-0.3621876131836291
560,-0.1523505513639059
561,-0.100943348269083
562,-0.0588577241679907
563,-0.2549719530851564
564,-0.1313006054416856
565,-0.0036473720684213
566,0.032815576460284
567,0.1092657342657384
568,-0.1374994073301443
569,-0.2643896730783344
570,-0.1795069055207357
571,-0.1504255943645527
572,0.1026242486438838
573,-0.0440011733646038
574,-0.4419563936358447
575,0.538663807408531
576,1.018345378278675
577,-0.6127170569242176
578,0.0107785904654325
579,-0.2171609089982792
580,-0.6977937403796742
581,0.7308936256907848
582,0.3122619954303025
583,-0.3311258278145579
584,0.1493436205451234
585,-0.2875070142325195
586,0.0968300886759747
587,0.2795141535803279
588,-0.1679902260232195
589,-0.3063725490196049
590,-0.5467847516365025
591,-0.0128369704749708
592,0.2407540211043944
593,-0.8471949581568272
594,-0.0154998708344102
595,-0.0439355955857689
596,-0.0543028547786459
597,-0.0310398344542174
598,-0.4155844155844215
599,0.0986039752971081
600,-1.009767020820436
601,-0.4426578613643351
602,-0.5407012661589796
603,1.169186875891595
604,-0.5738880918221029
605,-0.0957395883197647
606,-0.9666505558240696
607,-1.3818110544884326
608,-0.0500053927384344
609,-0.0873405299313038
610,-0.1671090140568187
611,0.1276261535440756
612,0.7309229119968814
613,-0.0292454669526234
614,-0.7959123513805664
615,-0.0712898547161836
616,-0.4320560932253604
617,0.1962367101620272
618,0.0895125553914236
619,0.3050244107884563
620,-0.1727885135467295
621,0.4259694477085803
622,-0.2214056905973243
623,0.6344531669023328
624,-0.623098812677858
625,-0.7747068676717014
626,-0.8233058898036746
627,0.6397482957524903
628,0.635681533972488
629,-0.5237795935470355
630,0.5314160675211056
631,-0.0521267723102555
632,0.0729242629440495
633,0.0104166666666719
634,0.1663893510815272
635,0.2373719768271902
636,0.7426629595304254
637,-0.2270616162658673
638,0.0321910995736725
639,0.4527433701033215
640,0.3153475990580597
641,-0.6907216494845378
642,0.3492911444421649
643,-0.2678203543469356
644,-0.0515304544986057
645,-0.0309278350515475
646,0.3134474076357914
647,-0.1131745460157555
648,0.1079136690647522
649,0.3890253890253989
650,-0.0020283975659326
651,0.3096870472356233
652,0.3361551150293421
653,-1.1413575214023657
654,1.5106649937264698
655,0.1953516329392839
656,-0.6249999999999902
657,0.3215434083601217
658,0.8567443713887223
659,0.8200770674834487
660,-0.1187061034721439
661,0.1702507544754974
662,0.2635674184969975
663,-0.7341998214108492
664,0.2375532020191971
665,-0.0693343898573765
666,0.0890648193963418
667,-0.0792314548875886
668,0.0346517499133672
669,0.0395863229254354
670,-0.0841917591125277
671,0.0692863505889413
672,-0.1189178475869631
673,0.4390508608356838
674,-1.517427884615385
675,-0.3635405690200198
676,-0.9037745879851232
677,-0.5624224797912796
678,1.4499473129610163
679,1.2589740921860304
680,0.135078969243553
681,0.0934288383681131
682,0.0829789440929346
683,1.067213955874814
684,0.0359029594296523
685,-0.1181061928725427
686,-0.0410972978526726
687,-0.2368692070030937
688,0.0566105707374883
689,0.2412978745251046
690,-0.9955408068028556
691,-0.1974231088944429
692,-0.0831946755407636
693,0.0883162761701989
694,-0.2499869798448092
695,-0.1199290854103607
696,0.22890438039746
697,-0.6703676547606584
698,0.3340640985489167
699,-0.3982811026097994
700,-0.4713177754961136
701,-2.069546716770513
702,-0.3626819847479511
703,-0.0842543490112442
704,-0.4130586244650207
705,-0.2694610778443074
706,0.4470938897168433
707,0.2823599346113801
708,-0.2184381671051967
709,-0.1541368337311069
710,-0.2092675635276611
711,0.4760487950014916
712,0.0743273375947701
713,0.3407407407407396
714,0.241391201537026
715,-0.0739499112601092
716,-0.2570185844207247
717,-0.1931362353290676
718,-0.4227173264372361
719,0.2133889137015426
720,-0.5990714392691271
721,0.0847964884277671
722,-0.6122653819130779
723,-0.0321291592200611
724,0.0922860868692935
725,0.3118332512719476
726,-0.2357973239745439
727,-0.5957634598411367
728,-0.8904719501335676
729,-0.8305274971941742
730,1.9289507718554928
731,-1.023607294181885
732,0.7756937165554196
733,0.275072894316994
734,0.99133939757067
735,-0.3498223558349356
736,0.0444186322230125
737,1.3201962475738638
738,0.2742082907683312
739,0.4655892111741435
740,0.7146462633830125
741,-1.2780498304902328
742,-0.1131343605214998
743,-0.694369100575025
744,0.2408204129122998
745,-0.0514375439926356
746,0.5090634847954283
747,-0.2348812095032409
748,0.6810747037056955
749,-0.501239624878736
750,0.0
751,-0.0137969094922611
752,-0.4330204039214327
753,0.1280099640188225
754,0.0449562541065793
755,0.6584977401929482
756,0.1667506936513314
757,-0.1418464074735382
758,-0.4207767124232693
759,-0.3113755881538808
760,-0.1108340260459937
761,0.327959402078223
762,0.1137931034482703
763,0.1308630070941509
764,-0.103419746276893
765,0.05168314784827
766,-0.2746730699466256
767,-0.5261878299527599
768,-0.383585791496971
769,-0.1901665319479061
770,-0.292670964125558
771,-0.0701163932127291
772,0.4255408278322531
773,-0.6178433438707462
774,-0.1829826166514117
775,-1.5984606275902795
776,-0.11855364552461
777,1.194799109757538
778,-0.2112924052118873
779,-0.0939960051697782
780,1.0348837209302333
781,0.4283894870904302
782,-1.3256687001407903
783,0.4205607476635508
784,0.2563505010487052
785,-0.0816326530612165
786,-0.0583430571761927
787,-0.2339181286549741
788,-0.3638924756426837
789,-0.1057579318448923
790,0.5027475739506686
791,-0.0350877192982469
792,0.1168224299065354
793,0.1516388662078731
794,0.0815850815850736
795,0.4062681369704103
796,-0.1977204000930468
797,-0.3970107426436284
798,-0.3984755000287222
799,-0.152753316895619
800,-0.0752374682591914
801,0.2158408408408445
802,-0.0281610813855262
803,0.2107629619221528
804,-0.2770993800488462
805,-0.5572872390667698
806,0.5822142924218147
807,0.5231200373657191
808,-0.6771372143327367
809,-0.3776078542433602
810,-0.1986379114642527
811,-0.6282124500285519
812,0.1235858921950712
813,0.3788237522492714
814,-0.2182991647684168
815,-0.0094921689606123
816,-0.515218013548318
817,-0.2007648183556481
818,-0.4899606110096943
819,0.4066401951872909
820,0.0717085763457336
821,-0.3694640372343027
822,0.0479593304877436
823,0.186692197223559
824,0.571156592098995
825,1.6634510090212222
826,0.0781575656523433
827,0.0416666666666731
828,-0.2296930465650437
829,1.160930808523812
830,-0.2482801427610767
831,-0.4230306531003234
832,0.0645764119601225
833,-0.7426001464281914
834,0.2712005841243403
835,-0.0991908117984848
836,0.2031884964051195
837,0.3012674007895348
838,0.0285603011813466
839,-0.0753520760796039
840,-0.2605116448705257
841,0.2961038961038925
842,0.015581987222771
843,-0.0883759617384006
844,0.1090512540894114
845,0.0648693531228106
846,0.0285343709468258
847,-0.0155666251556668
848,-0.1767335481858838
849,-0.5330267558528332
850,0.3347280334728001
851,0.2892584969683541
852,-0.1225285435811745
853,0.3053858967240327
854,0.4147083218136577
855,-0.9432909131502556
856,0.7588766410014981
857,0.3615089549355637
858,0.0308980859739306
859,-0.3549280177187262
860,-0.3835250958812727
861,-0.1316833766155757
862,0.1869896116882418
863,-0.0194471454368643
864,-0.5615466279264656
865,-0.3363794360038091
866,0.2209604788409263
867,-0.1933639726488055
868,0.1890824466597423
869,-0.1333183956979607
870,-0.112157918349045
871,0.2963377131674594
872,0.0865897600625687
873,-0.0754738077933644
874,-0.421064450931956
875,0.0878348704435642
876,-1.8222470653996596
877,0.5558643690939411
878,-0.7560907308877033
879,0.0447853104181739
880,-0.1794627334417549
881,0.1986958833571151
882,0.1592623637887659
883,0.6495669553631002
884,-0.4517316379454589
885,-0.2992588449167929
886,-0.4974984541008597
887,0.0719589749581742
888,-0.1902859072489853
889,-0.3274985883681606
890,0.0225810093711143
891,0.1240414975191854
892,0.0
893,0.2755130728141584
894,-0.3158666591460332
895,-0.1808216081821739
896,0.2423900789177039
897,0.3510742873191967
898,0.0813829488690474
899,-0.4227257355427799
900,-1.5245275993670282
901,-0.1444884642274538
902,-0.2195440956651713
903,0.0186811133943545
904,0.3722315280104145
905,-0.19580419580419
906,-0.2289612634923644
907,0.1409160476315002
908,0.1062738883191853
909,-0.1867936863734032
910,0.1678321678321742
911,-0.0839865621500591
912,0.7593998888683158
913,-0.2960209471741534
914,0.0730462223872264
915,-0.0464295663478476
916,0.0742321610837879
917,-0.1766127532998677
918,0.074308006687719
919,-0.0464640832636345
920,-0.0557880055788026
921,0.342846553002228
922,0.1110699740836769
923,-0.1436715020623822
924,-0.1159985152190051
925,1.190960912052119
926,0.4559732495693614
927,1.0328920978740486
928,-1.05380922800038
929,1.141955519935882
930,-0.7417873542917692
931,-0.7370882472549759
932,0.7493244375021402
933,0.3793727382388506
934,0.5001000200040008
935,-0.898173377737411
936,-0.6858710562414237
937,0.4199129818880826
938,0.2674201523790308
939,0.6949698612565579
940,0.9395939842160128
941,-1.159871460132558
942,0.4598160735705797
943,-0.2681099501365732
944,0.1476180944755884
945,-0.5130268584649483
946,0.9959167413604224
947,1.5298617240364836
948,0.3225806451612886
949,0.4863813229571984
950,-1.5951386251424295
951,-0.185493460166462
952,-0.0142707639615646
953,0.5299517365382816
954,-0.3704407294832832
955,-0.0285035629453692
956,-0.1379572808144198
957,0.2798861480075917
958,-0.2186935437862546
959,-0.48729218421556
960,-0.1243662106572232
961,0.4096798780487735
962,0.0571319748619332
963,0.0570993528740029
964,0.2752206510392011
965,-0.094993825401357
966,-0.0522739153162501
967,0.0095034449988034
968,-0.0142571998859429
969,0.3598825646368119
970,0.5931086424402141
971,-0.141416046007359
972,-0.1699877231088795
973,-0.0850661625708917
974,0.2733528136487946
975,0.7798307412822858
976,0.4850302041536198
977,-0.3406778161224589
978,-0.0177006814762458
979,-0.3374478287896238
980,-1.0408254822790457
981,-0.0089734386216844
982,0.2148997134670568
983,-0.0941071028456231
984,-0.1301265368392677
985,0.2193866129393242
986,-0.3324199272269802
987,-0.0134782999371017
988,0.1346015793251897
989,-0.0943099654196829
990,-0.17545438186071
991,-0.1261261261261266
992,-0.1624255549539855
993,-0.0993586848523163
994,-0.1583208938345295
995,-0.0407276676622334
996,0.3247631935047356
997,0.0901306894997823
998,-0.0947268708557029
999,-0.1762313601445939
1000,-2.7379691072324746
1001,1.353209747510853
1002,-0.8395996370018465
1003,0.2896017699115132
1004,0.5937981086430526
1005,-0.286722540802813
1006,-0.6772510269790315
1007,0.5849889624724075
1008,0.275178866263071
1009,-0.1101928374655584
1010,-0.0551267916207245
1011,0.0330651383224965
1012,-0.0882515168229435
1013,-0.3431481071507662
1014,-0.3387571499972309
1015,0.5467800729040148
1016,-0.0552608311228969
1017,-0.2715132709037564
1018,-0.1142768384147632
1019,-0.3473613894455709
1020,-0.1561106155218402
1021,0.5379027338767808
1022,-0.0610365109310918
1023,-0.0166490926244525
1024,0.1606826241134707
1025,0.1029019765628925
1026,1.6472101305896245
1027,0.3155818540433998
1028,0.7924860581156327
1029,0.7091509617252807
1030,0.2229330231656528
1031,-0.2672627435735514
1032,-0.3266380655226147
1033,-0.4899078973153047
1034,-0.1275385068184003
1035,0.1420524124418281
1036,-0.0539109978435667
1037,-0.1079383769993125
1038,0.1176124669214981
1039,0.5313185474043399
1040,-0.4455542499020743
1041,-0.1029260402881968
1042,-0.5172923440733134
1043,-0.724493846764579
1044,-0.4586241276171565
1045,-0.7533902561526872
1046,0.4898040783686616
1047,-0.8467741935483905
1048,-0.1110101927540613
1049,-1.112244897959187
1050,-0.0817126981532961
1051,-0.3772965879265079
1052,-0.1431398554145136
1053,0.94993762542714
1054,-0.2252717503571517
1055,0.1092547220629376
1056,0.1589590674979585
1057,-0.2118874280125971
1058,-0.0742700493792609
1059,-0.296324571927141
1060,0.2743027684784592
1061,-0.220405493786794
1062,0.1632386549134897
1063,0.0108813928182863
1064,0.3578011493006595
1065,-0.3536260268755811
1066,-0.1143790849673246
1067,-0.404681176856601
1068,0.0097332754440364
1069,0.9543977469670596
1070,0.1136056261833962
1071,0.0881019171625836
1072,-0.0286548442906559
1073,0.0972237225882999
1074,0.4516614689751605
1075,-1.9755469755469712
1076,-0.5304696597231162
1077,1.3088169571601755
1078,-0.275288092189505
1079,-0.6832538352455861
1080,-0.6748864373783205
1081,-0.1950585175552555
1082,-0.5097372892432369
1083,-0.0392259414225956
1084,0.8427330481005983
1085,-0.0778513040093451
1086,0.0713128038897981
1087,0.471028519809001
1088,0.2959341224909984
1089,0.1028277634961417
1090,-0.4778509621593572
1091,-0.0258364552383545
1092,-0.0646328852119921
1093,-0.4544864303337155
1094,0.3493788819875725
1095,0.0258732212160362
1096,-0.4156923876331426
1097,0.3527393935471263
1098,0.0872995344024773
1099,0.6935525301823867
1100,0.11647168443938
1101,1.0753789430561216
1102,0.2706705479801854
1103,-0.6217882836587914
1104,-0.4905757810482771
1105,-0.1137362353306099
1106,-0.3215600850578313
1107,0.7617479026197899
1108,-0.6240774788305586
1109,-0.1322408338951384
1110,0.3308006409262347
1111,0.0671487603305761
1112,-0.2148199912001408
1113,0.2040500051658282
1114,-0.0361738411451716
1115,0.1109820622015761
1116,-0.1266280752532585
1117,-0.4308331170516398
1118,-0.2237020081157043
1119,0.4744833185251511
1120,-0.3462357770042137
1121,-0.3911954934279157
1122,0.0464003253236285
1123,-0.3605064880703186
1124,-0.4731363684155218
1125,-0.7342678560592317
1126,1.2464792952597905
1127,-0.2342623738587306
1128,0.8398356066472076
1129,0.7918217810080976
1130,0.9337040831260056
1131,-0.5977268712089903
1132,0.8495606224272234
1133,1.09721941500881
1134,0.1700680272108935
1135,0.4190826109420688
1136,0.1719296234741311
1137,0.0114606612801454
1138,-0.0429959583799057
1139,0.0830564784053214
1140,0.6600660066006581
1141,0.3515536402812454
1142,-0.0255225023395717
1143,-0.2843898415948582
1144,0.3316326530612289
1145,-0.045372050816704
1146,-0.6757586225601064
1147,-0.0715954178932605
1148,-0.0006856751042862
1149,1.3972618175671971
1150,-0.8116310254781606
1151,0.9680237637602592
1152,-0.0874431619447359
1153,-1.6677927527470566
1154,0.8217535444734574
1155,0.1162503963081636
1156,-0.2578229850957187
1157,-0.711389343387636
1158,-0.0284636732370255
1159,0.629331070569924
1160,-0.3298925188889893
1161,0.3464244052458416
1162,-0.5866875266676067
1163,0.0319909003661091
1164,-0.110312433278771
1165,0.0533485080200711
1166,0.1243250923557708
1167,-0.2135839384878135
1168,0.0035596055956967
1169,-0.0748076375035549
1170,0.1138627953316229
1171,0.1456741872446147
1172,-0.0355429180735617
1173,-0.3030303030303111
1174,0.0285123672392843
1175,0.7862838915470491
1176,0.0597728631201457
1177,0.7318037974683633
1178,-0.2911935762855833
1179,0.1751757367743636
1180,0.0857321858409967
1181,0.0626112172938765
1182,-0.0230726128085939
1183,0.2662721893491132
1184,0.2033987271176446
1185,0.9037711313394112
1186,-0.1171722431975047
1187,0.0325372551571438
1188,-0.1335809467956759
1189,0.1593910610890667
1190,0.5435134260757059
1191,-0.110117890918523
1192,0.1423027166882269
1193,-0.0452986475118055
1194,0.3591532494664208
1195,0.1371538956857838
1196,0.272917001123765
1197,-0.0250504220032548
1198,0.2652146060217727
1199,-0.1347103726987029
1200,-3.196893706519979
1201,2.36929395040278
1202,0.8926704095037856
1203,0.280611926319074
1204,-0.5197022382345206
1205,-0.5439858639404233
1206,-0.1358652722044952
1207,0.7650581632333107
