,CSCO.US
731,-0.6766553890768514
732,-0.0290079288338823
733,0.691567713524644
734,0.028607084573302
735,0.3539315094700636
736,0.3811701924909391
737,-0.2962821370543843
738,-0.1915158479364058
739,0.4252641214386493
740,0.317460317460307
741,0.6609385327164601
742,0.5913272010512574
743,0.1593102801986576
744,-0.2941812269142815
745,0.1435945565462145
746,-0.2069030377127799
747,-0.1224105461393554
748,0.2629601803155532
749,0.7272049226179388
750,-0.2283105022831001
751,0.0665462496434957
752,-0.2573389248951544
753,-0.3827018752391941
754,0.0191314329443373
755,-0.1916810427448752
756,0.524358852130801
757,-0.2006113870844418
758,0.1145038167938839
759,0.1524390243902406
760,0.0476145129035438
761,-0.1239511823035942
762,-0.0667875202747764
763,0.1714448995142324
764,0.2565076952308666
765,0.1517738569531365
766,-0.0854457419538625
767,-0.2474540782335634
768,0.3320053120850014
769,-0.1461057775430327
770,0.2026924535457017
771,-0.0664073617303931
772,0.2649257261803397
773,-0.3513102924420856
774,0.3217868635245158
775,0.0469192517792482
776,-0.0375117813383596
777,-0.1190860382471867
778,0.0530038668301462
779,-0.0471787129647076
780,-0.0283152430391704
781,0.0094375235938004
782,-0.0661063367645605
783,0.0566304860783409
784,-0.2554882664647956
785,0.0472902676629122
786,-0.1487122654466679
787,0.0917952115075313
788,0.00946252838759
789,-0.0947149081265472
790,0.0094705938062364
791,-0.0094714908126587
792,0.1513145451106455
793,-0.0094580535325743
794,-0.0189196859332231
795,0.0472768532526582
796,-0.1230710972261759
797,0.1134751773049688
798,-0.0567697984672175
799,0.1417233560090756
800,-0.4375203560959785
801,-0.1304489618436836
802,-0.1633275261323948
803,0.3255914912090266
804,0.0650759219088961
805,0.0975186910824611
806,-0.138451255609664
807,0.1490790899241516
808,-0.0758972134880116
809,0.1083071591032105
810,-0.0758725341426329
811,-0.3808073115003901
812,-0.0653238976592294
813,-0.152655108494167
814,-0.0218126295124833
815,0.0871744578838381
816,0.0435682387539551
817,-0.1308757770749313
818,-0.2164123639225214
819,-0.0897057214746831
820,-0.1095170298981429
821,0.2294580419580351
822,0.0764275575936318
823,-0.2298095863427533
824,-0.0437924239106547
825,0.4077894164505978
826,0.2035706807236088
827,-0.0719752186588862
828,0.2544529262086524
829,0.2357207615593752
830,0.0362515860068934
831,-0.027196083763939
832,-0.0998185117967326
833,0.0
834,0.1992392682485047
835,0.0362122035125765
836,-0.0634115409004377
837,0.0271689911247972
838,0.0995204921740698
839,0.0361761779867885
840,-0.0995835596596047
841,-0.0271665308340006
842,-0.0543625985322119
843,-0.1088435374149701
844,-0.0453720508166943
845,0.0292110653692869
846,-0.0746255106672721
847,0.1178817555313705
848,0.1990950226244333
849,-0.0362122035125894
850,0.0101497841922993
851,-0.0662670662670656
852,0.0582411182294643
853,0.2820874471086065
854,0.066329491750268
855,-0.0829806655049326
856,0.1828862229025211
857,-0.7013095337392623
858,0.1415958687323019
859,-0.3972070075678459
860,0.2959813239953343
861,0.1581619911762238
862,-0.1417139046348797
863,-0.0293517270822957
864,0.3781359029739082
865,-0.2987800508909208
866,0.4137072685031498
867,-0.0664231152441035
868,-0.1903316829047481
869,0.2065415905694742
870,-0.0914000830909841
871,-0.0249335106382988
872,-0.116491928773495
873,-0.0916132256184006
874,0.7849942158320963
875,-0.1560366686171217
876,-0.1269407284444972
877,0.0975514583943113
878,0.1558390961332391
879,-0.2538814568889806
880,0.029285435376807
881,-0.1270648030495508
882,-0.146828504306975
883,-0.0195809672997807
884,-0.062698381598032
885,0.082223962411906
886,0.0880195599022038
887,-0.0685065570561687
888,0.1173020527859143
889,0.1659022152825233
890,0.0682660425199994
891,-0.0097532429532869
892,0.1169020944958641
893,0.0194798870166514
894,0.0945827073229599
895,0.0124537847830303
896,0.1651287032540084
897,-0.1264345458082179
898,0.0969687076733552
899,-0.0192419825072783
900,-0.3753587988518475
901,-0.0552303103943412
902,-0.2092073366467132
903,0.3298764342453735
904,0.154218990967174
905,0.1869158878504691
906,-0.077024647887332
907,0.0220022002200332
908,-0.044023772837339
909,-0.1985002205557924
910,0.4610318331503705
911,-0.2089979100208973
912,-0.3643188341797287
913,0.2862175253192482
914,0.2087223992090494
915,-0.2696474755797177
916,0.093320127654893
917,-0.0220143093010569
918,-0.0110083663584223
919,-0.2206531332744956
920,0.132436905163273
921,0.1867370504784001
922,0.2085162423178201
923,-0.098868504888502
924,-0.0109865963524556
925,-0.01131733816207
926,-0.3065047110909252
927,-0.1819629250540163
928,-0.0796722057819342
929,-0.2739100661949268
930,-0.0456725279744305
931,-0.2747881841080775
932,-0.1373535029729327
933,-0.3199834372340324
934,-0.1635944700460782
935,0.3947489213256315
936,-0.200068989306665
937,0.1235679439947874
938,0.3230318750729776
939,0.1031446540880455
940,0.0913972352336322
941,0.079680547215862
942,-0.2400732349239058
943,0.0114416475972598
944,-0.1030809758332417
945,0.125829329672843
946,0.0685871056241452
947,-0.0571886080292773
948,0.3646723646723569
949,0.2614230506933439
950,0.3305932809149433
951,0.1872826183893639
952,-0.1411067052477416
953,-0.2345358517590193
954,-0.2782764811490018
955,-0.0988408662054087
956,-0.234170944789701
957,-0.0630857966834962
958,-0.0992331980153355
959,0.1171382231032705
960,-0.1624548736462155
961,-0.0270831452559367
962,0.3508456279237141
963,-0.1862042983811172
964,-0.0571737758138709
965,0.0540784136998668
966,0.0900495272399768
967,0.0719877620804448
968,0.2065373563218426
969,-0.1348799568384189
970,-0.2885742627829319
971,-0.1264108352144474
972,-0.0272760608310289
973,0.0584918842510521
974,-0.5122482308111038
975,-0.1973448152134902
976,0.1164770181883303
977,-0.1885098743267448
978,-0.1078360891445044
979,0.2509860164933678
980,0.0537538075613709
981,0.0537249283667642
982,0.0179051029543384
983,-0.0358230342110032
984,0.1877178868329382
985,-0.1052326392990308
986,-0.0021476510067064
987,-0.0268528464017196
988,-0.0234569868694617
989,0.1798114303588185
990,0.022337383845609
991,-0.0357525920629301
992,-0.0536576641030247
993,-0.0268360318454127
994,-0.1612758713376998
995,0.0
996,-0.1076329715669607
997,0.0358647897426757
998,-0.0179356111559465
999,-0.0089686098654754
1000,0.0272281720820485
1001,-0.2365356622998591
1002,0.0580085430763444
1003,-0.0944666909355722
1004,0.1007356978947308
1005,0.1354639549664132
1006,0.0
1007,0.0789280303373976
1008,-0.0034475500620543
1009,0.0152394775036187
1010,0.0634575287825286
1011,-0.1725390483109314
1012,0.0090801779714799
1013,0.0816548720740368
1014,0.144953795977529
1015,0.0814700823753086
1016,0.0271493212669693
1017,0.0506530627012531
1018,-0.0778491898252906
1019,0.0904404449669841
1020,0.1084108772246856
1021,-0.0904240889772984
1022,-0.1721014492753602
1023,-0.0090587915572109
1024,-0.2269838387506809
1025,-0.038587690526728
1026,0.0
1027,-0.1062288749396421
1028,-0.0579766160981759
1029,-0.009663703131031
1030,0.2313922097955986
1031,-0.0771902740254711
1032,-0.0695195427158994
1033,0.1421196852155076
1034,0.0237131289762795
1035,-0.0578703703703588
1036,-0.0096459920902914
1037,-0.0096469226316854
1038,-0.0675740901631365
1039,-0.0193106111808537
1040,0.1157295785514558
1041,0.0206341829345663
1042,-0.0688923195677315
1043,0.0482206577297686
1044,-0.0069442569066397
1045,-0.0027006172839443
1046,0.1348487767289408
1047,0.1922707171697777
1048,0.0480445853752254
1049,0.1247600767754411
1050,-0.6801962533452267
1051,0.111383381599459
1052,0.2185012547706888
1053,0.589327146171694
1054,-0.2285623164525026
1055,-0.026140894993356
1056,0.1155066582286304
1057,0.4357788059043861
1058,-0.1544571932921453
1059,-0.4432624113475241
1060,-0.5795809184128354
1061,-0.1786511835640873
1062,-0.2911534154535332
1063,-0.130068173663437
1064,0.2416107382550427
1065,-0.347962734313618
1066,-0.8033491740212808
1067,0.495383922539966
1068,0.3142536475869822
1069,0.1606841514330468
1070,0.0297972443150016
1071,-0.7448369258548658
1072,0.4158237806248646
1073,0.145887105824257
1074,0.1456745853877134
1075,0.1234567901234614
1076,0.0308546744831853
1077,-0.1043976748352165
1078,0.2581638940234028
1079,-0.0102701037280383
1080,-0.0108874951982148
1081,-0.0302065139217049
1082,-0.1543527474788963
1083,-0.1958964841736384
1084,0.1235712079085619
1085,0.1952723535457325
1086,0.1846532622076393
1087,-0.0615889960993659
1088,-0.0410761963442249
1089,-0.1260572460295991
1090,-0.1000409632750867
1091,0.0615099773709068
1092,-0.0308673731865429
1093,0.0822452965970991
1094,0.0
1095,0.0821777092963516
1096,0.0102711585866938
1097,-0.0925259586717419
1098,0.0821777092963516
1099,-0.4851362510322036
1100,-0.4130246854288798
1101,-0.1828329484218607
1102,-0.1349007515899022
1103,-0.4063467492260078
1104,0.2701659590891558
1105,0.1349007515899022
1106,0.1731435167371995
1107,-0.0962834585018239
1108,-0.5810575246949392
1109,-0.0969367972082285
1110,0.0678097452291072
1111,-0.1649524548806537
1112,0.1936858415649843
1113,0.1353965183752423
