,AAPL.US
149,-0.237309120924473
150,0.0894823606989872
151,-0.0593824228028526
152,-0.2182106724856262
153,-0.1158518420442772
154,0.0516101711737363
155,0.0343949465886116
156,-0.1559460906156747
157,0.0399973511687882
158,-0.0645406679097658
159,0.0214647719367952
160,-0.0066253685361187
161,-0.2058091286307068
162,0.1226709104170825
163,-0.1926654265213872
164,-0.2864947698047883
165,0.1729298303957372
166,0.133509574828459
167,-0.0471823498139274
168,-0.0199401794616159
169,-0.0198776626262034
170,0.1327180985261012
171,0.1060486178860665
172,0.0232735470609686
173,0.2777134922471755
174,0.0231374363720477
175,-0.1497672216523246
176,-0.0630871985099176
177,-0.460220877465589
178,-0.138925294888604
179,0.1863157060176004
180,-0.011893906355311
181,-0.1230549380755804
182,-0.2233462471544605
183,0.1118264186933678
184,0.0562392168450796
185,0.1577448435518482
186,0.3204079212617187
187,-0.2575889672663888
188,0.1667974882260532
189,-0.1988424641243147
190,0.0262358803802415
191,-0.1453405302428925
192,-0.2227525855210828
193,-0.0397930760047729
194,0.0596540067607783
195,0.2301313335714051
196,-0.0436646554461788
197,-0.2946094434270167
198,-0.0996293787111943
199,-0.2436079868903936
200,0.2481056796083984
201,-0.1006846556584814
202,0.0804828973843088
203,-0.1309559786440973
204,-0.0033579583613132
205,-0.0705668873282154
206,-0.117749966357141
207,-0.0841779184484326
208,-0.087621743672696
209,0.1311928723699934
210,-0.0437051752584224
211,-0.087621743672696
212,0.2990390430750576
213,0.0705100224960479
214,0.0243703814602566
215,0.0171838721305096
216,-0.0415673370714894
217,0.0177922204355392
218,0.050531215272371
219,-0.1692602426646072
220,0.2190599604538507
221,-0.1161036189545023
222,0.0277255639097789
223,0.0771423779976392
224,0.0167672702884008
225,0.0156880186184592
226,0.1360566981495823
227,-0.3336843390409863
228,-0.0931795615977894
229,-0.3141281029727218
230,-0.1381771813542976
231,0.0307562509587324
232,-0.0716881091378565
233,0.0026095632819089
234,-0.0998770743700026
235,-0.0077602825664823
236,-0.0101431802097424
237,0.0063775020169962
238,-0.0383565560885906
239,-0.0385251259179627
240,0.2645908428560464
241,0.1799043062201061
242,0.3851140089987001
243,-0.0152543665624146
244,0.1409040709851661
245,-0.2634593356242832
246,0.0763830016154109
247,-0.168233585569039
248,0.1907232224595666
249,-0.0992745322642412
250,-0.0340481980986063
251,0.1974133264292709
252,-0.0356118019277574
253,0.498423027026714
254,0.0140546080082073
255,0.051214515657004
256,-0.172230569093784
257,-0.2967481198724111
258,0.1391021707278979
259,-0.0367893541448871
260,-0.0740005878894687
261,0.1833785667131225
262,-0.2579069020064212
263,-0.0436286050618065
264,0.1108246589275611
265,0.0508300279124394
266,-0.1522809030919597
267,0.0529392301753632
268,0.0183782989046575
269,-0.0352987895456765
270,0.2479460093896668
271,0.0293341155764303
272,-0.0287556997905105
273,0.0947599158959946
274,0.3291436785933224
275,0.024414312942247
276,-0.2507198683669103
277,-0.0137136588041759
278,0.0376983446999601
279,0.123224371042258
280,-0.2401784182535558
281,-0.0617983314450533
282,0.0137310768597097
283,0.0720362239297405
284,0.1238858496047746
285,-0.0485363679988971
286,-0.0754665203073639
287,0.1301815690304883
288,0.0445159743861916
289,-0.0445357999314818
290,-0.0884646244368031
291,-0.0133743480005306
292,0.0743609074086713
293,0.0080865230554953
294,-0.035099601975994
295,-0.0449915983676754
296,-0.0274414296985013
297,-0.06521589894968
298,-0.0205987366108219
299,-0.0137343771459839
300,-0.3392803780401815
301,-0.0593902367385316
302,-0.3875029559558075
303,-0.1079756774307915
304,0.2708272004710085
305,0.4045387618967728
306,-0.1413982810243734
307,0.4913521093841162
308,-0.2372097109555584
309,0.0234226321182796
310,0.4140303816660395
311,-0.3334991077436279
312,0.0467849937132737
313,-0.1610824742268074
314,0.1410846437671191
315,0.1510339341594846
316,0.011796309273544
317,0.2272911336647765
318,0.2671859301446519
319,0.0232963457851596
320,0.4673345738535496
321,-0.1441896771772613
322,-0.0650144573147067
323,-0.0939593422846075
324,0.3266273557636708
325,-0.0089606391705345
326,0.7144792445963116
327,-0.4488585587781256
328,-0.1934843710699789
329,0.314589419019795
330,0.5447282411330439
331,-0.1738075990299138
332,-0.4262228536634915
333,0.0040591005033363
334,-0.2359833997884337
335,0.0334333622655293
336,0.0438264829044182
337,0.1331720111409767
338,0.3124620552879715
339,-0.2023757862846787
340,-0.2361884629456436
341,0.0445348143597146
342,0.0578292898855519
343,0.1411249442394311
344,-0.2113219815499696
345,-0.4073911460977134
346,0.0971831560066906
347,-0.1101860920666055
348,-0.014856924551307
349,0.0270942995878676
350,0.4467470282914971
351,-0.0356428306780327
352,0.0448853645565771
353,0.0513769618004158
354,-0.1779887273806059
355,0.048182054038025
356,0.0962713370607586
357,0.0740000740000697
358,-0.1853430700226118
359,0.0629769578424894
360,0.1036192731848233
361,-0.0703625523090229
362,-0.0342301331863355
363,-0.0806762568589454
364,-0.0678942037642511
365,0.0344917108630411
366,0.0
367,0.0148329439685617
368,0.1090514156681384
369,0.109450078109905
370,-0.0237605293934666
371,-0.1930469000880323
372,-0.0071943513216908
373,-0.0112748937786271
374,-0.0466048237476882
375,-0.3844343323395646
376,-0.0397144951628283
377,-0.188803429758596
378,0.083048516990767
379,-0.1319357739484755
380,0.0571630759553481
381,0.0
382,0.1099591580270078
383,0.3053793751468174
384,-0.0867559618273722
385,-0.1800266938839561
386,0.1669501422603276
387,0.3492147549677818
388,0.1169449212045579
389,-0.0546405432831107
390,-0.1015783716205732
391,-0.0234466588511146
392,-0.0155553696901721
393,0.0940254040398152
394,-0.2426794947569504
395,0.1168973336461047
396,0.0703234880450097
397,-0.0859465973671799
398,0.0624462680734733
399,-0.1017055233922779
400,0.1673840267814393
401,-0.0558258234308901
402,-0.1614373274094393
403,0.1691387559808665
404,-0.1837500998641879
405,-0.1387237732866341
406,0.0506956660802826
407,0.0763050764848538
408,0.0315507807819718
409,0.0957586881059765
410,-0.0638799057771376
411,-0.0039926535175241
412,0.0478888977572051
413,-0.1916828668144045
414,-0.1684556231976846
415,0.0320307495195323
416,-0.0080083286618009
417,0.0639456294082628
418,0.1000199880071983
419,-0.0079958421620798
420,0.0105533977943379
421,-0.0983551718094401
422,0.0801244247554093
423,-0.0163954092853988
424,-0.341064120054568
425,0.0183604366474363
426,0.2175656549772018
427,-0.0471994965387053
428,-0.2278622734189602
429,-0.0961256167665863
430,-0.0743987679184936
431,0.2835203780271703
432,0.0904870564167197
433,-0.0078690588605643
434,0.0786287152068002
435,-0.0629425649095299
436,-0.106328515732675
437,0.0762620423588746
438,-0.0110194658864851
439,0.0960132106628947
440,0.0824985268120243
441,0.0469628098524485
442,-0.1020400141503895
443,0.083888531934987
444,0.0773092913210324
445,-0.0277134445534889
446,-0.2124228000472019
447,0.0353912701533635
448,0.0039322087216353
449,0.1547677659025582
450,0.257644586073629
451,0.1004481899344395
452,0.2982847109670621
453,0.0674854906195129
454,-0.2091692268989106
455,0.0314365063697858
456,-0.1097763189063062
457,-0.200054252000534
458,-0.0746521886664497
459,0.0449068691229384
460,0.2596752368065005
461,0.0358464150203223
462,0.0283985259812715
463,0.070945945945939
464,-0.0556390479300338
465,-0.0931790499390954
466,-0.0225385744656205
467,0.0502634943614194
468,-0.0683725968047651
469,0.0067691058011175
470,0.1553799374019683
471,0.0102044264233753
472,0.0741467051311187
473,0.0104658802176652
474,0.0605304001619498
475,-0.1164406715997454
476,-0.0262999699428889
477,0.1747766534396313
478,0.1386536587412147
479,-0.2576696331343115
480,-0.0303497888285772
481,-0.0711171252443133
482,0.0075171014056911
483,0.0172863445393911
484,0.70930983145963
485,0.0570554892601506
486,0.0596302921884198
487,-0.0223663609930672
488,0.1532725057114397
489,-0.1609752460483185
490,0.2495991241718451
491,-0.1382289416846605
492,-0.0372522723886241
493,0.037312849249397
494,0.1375181287419574
495,-0.0707055671330744
496,0.066939382670119
497,0.1003083553144996
498,-0.0586590496639218
499,-0.0714976564243783
500,-0.0661555823636841
501,-0.2535892634207374
502,-0.8102735863081699
503,-0.0628886265249974
504,-0.8924274694225689
505,0.3445667038087531
506,0.3929525516691277
507,0.1612560500531184
508,-0.1260785627043824
509,-0.292409214841747
510,0.1444151580675254
511,0.2589592827851059
512,0.165020391805565
513,-0.1392823418319221
514,0.1414427157001468
515,0.2817748997802848
516,0.1098935504070128
517,-0.1882057716436708
518,0.1135785062468258
519,-0.1848866901986552
520,-0.1095137088537943
521,-0.3785190442394164
522,-0.2540147855104906
523,-0.149485470693168
524,-0.2300611062613989
525,-0.1998483908758817
526,0.486833415740908
527,0.1575487846628014
528,-0.1908462404937019
529,0.4095748278521662
530,-0.072676306703589
531,0.1126136123838213
532,0.4961266648545753
533,0.3116108928329548
534,-0.128874720206198
535,0.0101732849537023
536,0.253686916520092
537,-0.1334480399395776
538,-0.098998487899799
539,-0.3511818449669228
540,0.1013527292502237
541,-0.2043457530141076
542,-0.2116040955631414
543,-0.2806489150523626
544,0.2015233801277368
545,0.3064664419246208
546,0.0476498417344496
547,0.2207430550838746
548,-0.2724238915752756
549,-0.1090884298084305
550,0.2681608965379177
551,0.1239206907579158
552,-0.2002723704237763
553,0.0760456273764249
554,0.0359286516193086
555,0.1074303601075258
556,0.2108979354496051
557,-0.1867583010348814
558,-0.027977617905684
559,0.1755505904883489
560,0.3815580286168553
561,-0.0174911351746659
562,-0.1019499418622724
563,-0.0292963074711152
564,-0.0901195219123528
565,0.1677658818765876
566,-0.0245862507956623
567,-0.0159159637116108
568,0.0795165394402103
569,0.1548171966178343
570,0.0790926478742947
571,-0.1825551361017238
572,-0.1552177027780047
573,0.067613252197437
574,0.1310772163965618
575,-0.3910727530173178
576,0.0590306042685387
577,-0.3388180247673258
578,0.0226458460082496
579,0.0675538742146823
580,0.0668336382477364
581,0.0435241761615789
582,-0.1374416261628229
583,0.1011880653435763
584,0.2289870689655195
585,0.1042823022841196
586,-0.0964363015331344
587,-0.1090811029461332
588,-0.0202292650033723
589,-0.1418056587210533
590,0.0877074618809846
591,-0.0911638585947198
592,-0.1657196969697
593,0.094607379375582
594,-0.0676900647079134
595,-0.094693380262612
596,-0.0812897981303377
597,0.0676956404007543
598,0.0033846674564193
599,-0.1186038630972435
600,-0.3592139054415991
601,0.0684700443555946
602,0.1964024067088554
603,0.0934375681315636
604,0.3445279036563454
605,0.0248246757276683
606,0.3833075734157679
607,-0.0928217821782213
608,-0.2094103829599254
609,0.2089727722772177
610,-0.2978523474104015
611,0.1424852804462265
612,0.0990650733700678
613,-0.1022653320524293
614,0.0030988534242302
615,-0.1427507447864882
616,-0.0753422232601821
617,-0.2178043035491204
618,0.0265726563010466
619,0.1749360607455515
620,0.0167080745341688
621,0.1425914175968517
622,0.0666924924459714
623,0.1006191950464361
624,0.2717055699641829
625,0.1008915286888319
626,0.1295401918624014
627,-0.0860813137332773
628,-0.0894721145243194
629,-0.0827804685852057
630,-0.0731496846996295
631,0.0122786116540543
632,-0.0723966272470222
633,-0.0992618851647101
634,-0.0200824577736452
635,0.0465270854104308
636,0.0166140554909491
637,0.0763662925825148
638,0.0995090884967531
639,0.0927889713679655
640,-0.0265181649429806
641,-0.1663462592013497
642,0.0600610565436819
643,-0.1029729280850364
644,0.0763409453000402
645,0.0165931039060204
646,-0.0564483995218352
647,-0.0697790330619825
648,-0.0631732943210525
649,0.0465270854104308
650,0.1125176856057676
651,0.0669742521208538
652,-0.0819244805243056
653,0.0
654,-0.1454409845236036
655,0.0447310545346123
656,-0.119425265907816
657,0.0111948652884653
658,0.003731482518001
659,0.0
660,-0.0634754685983182
661,-0.1083990580495722
662,-0.2445317587776072
663,0.0702450714245501
664,-0.1053286553916299
665,0.0451846839657407
666,0.1777993866407282
667,-0.050141068528627
668,0.0575168717403852
669,-0.1835075493612088
670,0.0074926010564499
671,-0.0262309825376576
672,-0.2366374938962534
673,0.0225318262045147
674,0.1911544227886022
675,-0.1664724488097243
676,0.0249646334359666
677,0.0748378513221382
678,0.1784602614650253
679,-0.2788413517562791
680,-0.2001668056713885
681,-0.1587168991730114
682,0.2416666666666719
683,0.3653271338425753
684,-0.0997340425531952
685,-0.0790185069661042
686,0.1355614586811692
687,0.0513075965130802
688,-0.0041512723649878
689,0.1119588654835006
690,-0.3411833236248619
691,-0.2251876563803136
692,-0.2256958956783501
693,-0.192629815745385
694,-0.1845947306595056
695,0.3403379966049792
696,0.1110925492816535
697,0.2873443551409644
698,0.336100552918196
699,0.6105931853807427
700,0.4046062869592336
701,0.2624762443477818
702,0.1143102044078827
703,-0.0278445940823382
704,-0.1283599599737808
705,0.1687909059593555
706,-0.0413536425666843
707,0.268078086334882
708,0.0343571772143278
709,-0.0167691140409813
710,-0.0038487972508501
711,-0.1410922605733249
712,-0.0419323010229521
713,-0.0476010057520891
714,0.0757184649802193
715,-0.0619898749870877
716,0.07914659325534
717,0.5424645344559028
718,-0.0051339973303167
719,-0.2848905059380933
720,-0.1788047589574244
721,0.3050975283672094
722,0.215502497092425
723,-0.205662576266527
724,-0.0274291983816718
725,0.4458124366449796
726,-0.7881450592002428
727,-0.387601245407272
728,0.2896539284034499
729,-0.0447426959413171
730,-0.0373741141365059
731,0.0149175803684506
732,0.2381871878955343
733,0.144815544079963
734,0.0816659861167714
735,0.0741867279943576
736,0.3070036927714895
737,0.173649436340716
738,-0.4265589085786302
739,0.0851946512575538
740,0.1368646889102418
741,-0.1308953851783625
742,-0.1396832461703928
743,-0.1001707134694457
744,-0.133913302104232
745,-0.0781337202812949
746,0.0334746708324153
747,-0.2025219460890678
748,0.0534157788869796
749,-0.246452576549652
750,-0.2121501498042571
751,-0.2169054729707151
752,-0.2589150061700793
753,-0.2259160051036839
754,0.0773584905660394
755,0.1278686318056381
756,-0.0572371300629662
757,-0.1105560836181415
758,-0.0613827993254692
759,-0.0877666756683739
760,0.0807476000018851
761,0.0911878685762432
762,-0.0235270166327198
763,-0.0829188515233154
764,-0.1264608525298858
765,-0.0416305102981437
766,-0.0733125929933646
767,0.0912192979492488
768,0.0236438559751378
769,0.1147098515519483
770,0.0472111688136653
771,0.0168582892207945
772,0.0505493024196381
773,0.1816469321851331
774,-0.1819774887106435
775,0.4064704078503586
776,-0.3809303936280769
777,-0.2043491671807421
778,0.2691686533876753
779,-0.0654122898149278
780,0.2801012969073817
781,0.1838376101110755
782,-0.061316777803336
783,-0.2921054654469947
784,-0.0861684285032811
785,-0.2375260276085611
786,-0.1312741312741216
787,-0.1275756755711849
788,-0.3607508646303526
789,0.0852070088385656
790,0.2082798191400891
791,-0.0961858664085203
792,0.0657843820137821
793,-0.2512293790956717
794,0.1540070496184728
795,0.4319487832157061
796,0.0886251541306879
797,0.1000846870428789
798,-0.0346567060726154
799,0.003850596842507
800,0.1254587225353797
801,-0.2717375518705627
802,-0.0962010595684181
803,-0.3663716240313833
804,0.0842268942952447
805,-0.1204598100795716
806,-2.4314285714285724
807,0.2855609516931654
808,-1.1534079485289217
809,0.5366130053661158
810,0.0166622234070952
811,0.4775802600159186
812,-0.3327565553041395
813,0.2290760598917691
814,-0.1896621804564797
815,0.1727321025368725
816,-0.3967063373003959
817,0.0766155896069158
818,-0.1869578073406833
819,0.04029882512913
820,-0.0012676943442192
821,-0.3034298142880962
822,-0.2111862308455449
823,-0.1242907503776915
824,0.050335570469791
825,-0.1536098310291917
826,0.0818581807019444
827,0.091220068415051
828,-0.1535795857289181
829,0.1219272369714856
830,-0.1299621928166401
831,-0.1024994086572541
832,-0.007964049806059
833,-0.0156940063091537
834,0.133889895250848
835,0.0157492715961855
836,-0.093796060565456
837,-0.0402144772117977
838,-0.0078858134216472
839,0.1181474480151161
840,-0.0630517023959633
841,0.0
842,-0.0788767944470691
843,-0.0276145015582441
844,-0.0276221292715735
845,-0.039475761882202
846,-0.2334507181577191
847,0.2447207420564454
848,0.110397035051059
849,0.0984717189223255
850,-0.0567177126080002
851,0.1499100539676156
852,0.0099930048965633
853,-0.2471032156810205
854,-0.1303998930052304
855,-0.0936411689148688
856,-0.1173395878706749
857,-0.2384630886007857
858,0.0537092984222786
859,0.0532110128679512
860,0.0742255598766126
861,0.1205464773640549
862,-0.1408356247065787
863,-0.0805423182763974
864,0.0167768345468424
865,0.0838138661660185
866,-0.1410058416705697
867,0.1475025142474011
868,0.1840388154592643
869,-0.02677645011214
870,-0.1877871298749211
871,-0.0301891855628522
872,-0.0772097082815865
873,-0.0100718458336039
874,-0.1614096442262486
875,0.1080220592415701
876,0.2536050249181734
877,0.0589997919988215
878,-0.1852766658149523
879,0.2011673372244516
880,-0.1475512172975375
881,-0.2810783986214106
882,0.1790023586727813
883,0.0844590759450529
884,-0.0738426583356974
885,-0.0384697779265312
886,0.0608213782317405
887,0.0939547814246311
888,-0.0596082883905704
889,0.0227027640615199
890,-0.0534936097283414
891,-0.0601170521052263
892,-0.0241549325793308
893,0.0638986709076515
894,0.0879607297903136
895,0.1558161935520458
896,-0.1276487107480343
897,-0.0283744289646074
898,0.2123563055665666
899,-0.1701741448749284
900,0.5113306753781178
901,-0.494529709668691
902,-0.0038660790226517
903,0.1042752867570315
904,-0.1717694575334899
905,-0.0061902735326972
906,0.2046332046331941
907,-0.0386249517188191
908,0.1003241240932426
909,0.0603895007107022
910,0.0604300864751579
911,0.0449169844754992
912,0.0191034033329269
913,0.084814900330963
914,0.0769053295393327
915,-0.1309102109964481
916,0.0671810803302562
917,0.0712857582282216
918,0.1216604812347926
919,0.0741394527802257
920,-0.0115904295290291
921,-0.057524672631608
922,-0.142208781565311
923,0.1458413332309303
924,0.1282432818007902
925,0.2047641799194478
926,-0.1024870183109983
927,0.0524458332878016
928,-0.1345733041575465
929,-0.122345891759159
930,-0.145630169305358
931,0.1650352522417805
932,-0.0422520840138533
933,0.074313879656675
934,-0.1349184596409479
935,-0.0652062567837491
936,0.0103523927053462
937,-0.0034280621165019
938,0.0650907845152441
939,-0.0331044806194741
940,0.074241439462057
941,-0.1200671992319993
942,0.065099705338175
943,0.1061026114933094
944,-0.013692534145764
945,-0.0068467358186922
946,-0.0410972978526677
947,0.0178056580902623
948,-0.0109585288175001
949,0.058183311657203
950,0.7615170021865271
951,-0.4012112036336118
952,0.3206942086398878
953,-0.2255216037898584
954,-0.0429749564954299
955,0.4706502503859332
956,0.3490166974210635
957,-7.504127270247611e-05
958,0.1311499981264371
959,-0.1801869439543595
960,-0.1541469283404647
961,0.0225529995489408
962,-0.1361797844158898
963,0.2035158891142751
964,-0.0150274250507252
965,0.0287692398986484
966,-0.0543380230880112
967,0.2340887857825104
968,-0.1713985278654163
969,-0.032156949958376
970,0.0846783274529099
971,0.0750131272972727
972,0.0637205292552254
973,0.1982642525811659
974,-0.127350363323086
975,-0.6994184023236555
976,-0.6585202097877646
977,-0.1145493094951657
978,-0.0878658016205839
979,-0.5749884633133243
980,-0.1733502831388023
981,0.2478529021845678
982,-0.1869301359444662
983,0.0511962136734805
984,-0.3097498842056488
985,-0.0927213722763077
986,0.1339764976865246
987,0.3767764997549538
988,0.1867990718744842
989,-0.0659929169905823
990,-0.2540195710533139
991,0.135485730758135
992,0.3962329160445606
993,0.0172245507263025
994,0.2186173028491403
995,-0.0181068072427214
996,0.2400823139361995
997,0.2455940473522667
998,-0.4212786669338955
999,-0.1692095904554247
1000,-0.9250147608738304
1001,0.306086410548209
1002,0.0627475587277919
1003,-0.0549342750637687
1004,-0.2281039839540583
1005,0.0275222143587297
1006,-0.5654185283302388
1007,0.2013257033180455
1008,-0.0790616854908756
1009,0.0868055555555551
1010,-0.0325232004092266
1011,-0.0187912044530372
1012,0.1340429726000407
1013,-0.1816817409850341
1014,-0.1045366700721456
1015,0.2139915097763766
1016,-0.0211511263763972
1017,0.1380806163817864
1018,0.114541766021479
1019,0.0252636549661575
1020,0.1767686687355103
1021,-0.0235747121920562
1022,-0.196842643990394
1023,-0.0551463347382464
1024,-0.1538582925674667
1025,-0.4609849336631504
1026,0.6552982351627042
1027,-0.0596080768944073
1028,0.0521298778671382
1029,-0.2313950884526403
1030,-0.0635620596497523
1031,-0.0971178647527136
1032,0.0566386810808985
1033,-0.0005977732944766
1034,0.0672043010752501
1035,0.0746157289956892
1036,-0.083415292405335
1037,-0.0959037225295229
1038,-0.0336486334915971
1039,-0.0710865010476109
1040,0.0746972294730438
1041,-0.1534429175871563
1042,0.2716232495162345
1043,0.0543399155790603
1044,0.0205225412129966
1045,-0.0067169191730622
1046,-0.003731761018021
1047,0.082031395652325
1048,-0.0820987423965258
1049,0.1229966455460246
1050,0.6072014087072682
1051,0.3449110492557141
1052,0.0257104399510099
1053,-0.3323116142150549
1054,-0.0075875988284678
1055,-0.1656837113151383
1056,-0.021285006233464
1057,0.3363840232741419
1058,-0.8866332395744265
1059,0.036797021030542
1060,-0.1317134375860758
1061,0.5024054564277554
1062,-0.16163957424747
1063,-0.169857087867433
1064,-0.1851074222934502
1065,0.1041978781300643
1066,0.0885874877810424
1067,0.3287664893231507
1068,-0.1310325904698028
1069,0.0243835532932988
1070,-0.150245209216902
1071,-0.0864611071665612
1072,-0.05869355483629
1073,-0.6098296118595059
1074,-0.9250062080953444
1075,-0.3129607099406153
1076,-0.0931949091654068
1077,0.0430330803379676
1078,0.2179116207623383
1079,-0.114445119988553
1080,0.0250286041189906
1081,-0.1719197707736455
1082,-0.0227128939737753
1083,0.3972881355932249
1084,-0.0678426051560371
1085,0.0628755314267016
1086,-0.0486254908960992
1087,-0.0214255106413377
1088,0.154880445416759
1089,0.1372926012960232
1090,0.0818243267280804
1091,-0.0783280521237478
1092,0.2986036763891583
1093,-0.2745070121734255
1094,-0.1140332121730429
1095,0.046304541406944
1096,0.1031881582692927
1097,-0.0640888698995965
1098,0.1427142153171273
1099,0.2336123723042123
1100,-0.3292598425196763
1101,-0.4029399245728867
1102,0.0171367143037752
1103,-0.1551664080559714
1104,-0.1807625272745983
1105,-0.3510789278148877
1106,0.2421875000000064
1107,0.3291972651304192
1108,0.0822316402049436
1109,-0.234592949530817
1110,0.0253549695740314
1111,-0.2127997459107381
1112,-0.3473992860785415
1113,-0.0446400102034265
1114,0.1644029155829562
1115,-0.057831325301207
1116,0.0161259131860557
1117,0.322566597802923
1118,-0.0793437159520532
1119,-0.3440625100485524
1120,-0.016080272721429
1121,0.1445133112816688
1122,0.0802207675523039
1123,0.4344411721668854
1124,0.2232068855594502
1125,0.0446724160894598
1126,0.1113339062350858
1127,-0.1242829827915826
1128,-0.0127485976542645
1129,0.0668853712138218
1130,-0.0944293084089263
1131,0.1197898423817809
1132,-0.0350385423966406
1133,-0.0573686894441633
1134,0.0159332079921007
1135,0.02230151650312
1136,-0.0567417485384209
1137,0.1140545666085708
1138,-0.2106573069559769
1139,0.0445817539310456
1140,0.310879521942962
1141,0.1193863939528714
1142,-0.1595843384672506
1143,-0.3089866726230303
1144,0.1189856473562851
1145,-0.1899936668777673
1146,-0.0082709965954782
1147,0.0804098519937578
1148,-0.2403166208796354
1149,-0.1635629818398861
1150,0.4197714668552633
1151,0.1746303039310286
1152,-0.171207384248913
1153,0.2228905058745398
1154,0.044469190794357
1155,-0.0854478582308434
1156,-0.1115780860639012
1157,0.0482528239797906
1158,-0.0966733645903044
1159,-0.0670241286863296
1160,-0.1662724316727796
1161,0.0245357595644806
1162,0.1898098180058769
1163,0.1226674596684202
1164,-0.7598897414884975
1165,-0.0932105439767346
1166,0.1414795785397801
1167,0.164663814476306
1168,-0.243311722184969
1169,0.2045141858476225
1170,0.078174811362394
1171,-0.6132336448598129
1172,-0.4430759987984405
1173,-0.2107164358819996
1174,-0.0744081240416436
1175,0.3064059950761738
1176,-0.1573920890359551
1177,0.3783196613851922
1178,0.0486709097716194
1179,-0.1387170546995105
1180,0.3400089672694545
1181,0.2608630841469734
1182,0.0298040384472248
1183,0.1933516769539606
1184,-0.1950700478808253
1185,0.0534703604408669
1186,-0.3025210084033622
1187,-0.0037349667587924
1188,-0.2921786035361213
1189,0.0436844732900783
1190,-0.187570338877086
1191,-0.3325389451972584
1192,-0.0249733168266728
1193,-0.1068467336683538
1194,0.1380002509095464
1195,0.0626880641925919
1196,0.3614022858413468
1197,0.1630082314791774
1198,0.1396152298918549
1199,-0.0181869141415732
1200,0.1709879997512937
1201,-0.1900015573898189
1202,0.0031146826138388
1203,0.0902442819355906
1204,0.0838878700875926
1205,0.1242779951555754
1206,-0.087026791819473
1207,-0.2398978097641467
1208,0.1462170233947145
1209,0.0248818113958646
1210,-0.0217763260227074
