,NXPI.US
101,0.1078700166299649
102,-0.4333498848914404
103,0.5410016387186624
104,-0.1911744860780043
105,-0.0405004050040515
106,-0.0180034206499199
107,0.2738004398761098
108,-0.8944138758689374
109,-1.2309173428689324
110,-0.3357865685372538
111,0.0367849917233695
112,-0.1432064429085084
113,-0.3878334026718433
114,-0.2781254345710021
115,0.0417014178482084
116,-0.0602716862163268
117,0.623058270208164
118,0.2714660591610382
119,0.2415199853318589
120,-0.5438289243248258
121,-0.1061130334486688
122,0.2806404122193658
123,0.3072971609411491
124,0.4201872573646894
125,-0.1036834924965881
126,-0.3889558452941865
127,0.8042604064775666
128,0.2925877763328955
129,-0.1247762165681059
130,0.2894003732453393
131,0.0891747284224136
132,0.1672601704974653
133,0.1158686103850628
134,-0.517334777898165
135,-0.0379342112393611
136,0.0487487812804698
137,0.0162469536961825
138,0.0919813872957404
139,0.1157623833864254
140,-0.1104799004490536
141,-0.1354426265034131
142,0.1676672616150002
143,-0.3577031009981989
144,-0.3054391027386111
145,0.157642965862155
146,-0.1742539751688203
147,-0.4705109968267781
148,0.0328155764602943
149,0.141998907700705
150,-0.3993651118734325
151,0.1278380036817345
152,0.4251635734107323
153,0.2311404622809165
154,-0.0559113550879258
155,-0.4159755008293979
156,-0.2994778335210443
157,0.2604033699259591
158,-0.3741287412874076
159,-0.171984495726061
160,-0.0950668036998984
161,-0.3765409810697837
162,0.6380852317863847
163,0.0998412779683545
164,-0.0256068831301912
165,-0.1127973748974563
166,0.0102532554085974
167,0.0717213114754028
168,0.0614376407945958
169,0.0997365931002701
170,-0.0127883779221327
171,-0.2512820512820559
172,0.0461325542057529
173,0.0051255766273659
174,0.0947333384540555
175,-0.3034153755016939
176,0.2292085273217387
177,-0.1103888139335325
178,-0.0466303440828542
179,0.0098159509202504
180,0.6436826449505013
181,0.1655226133099671
182,0.4619522948121167
183,-0.0015991471215331
184,0.4198233846450688
185,-0.0048257890164998
186,0.0096506465933266
187,-0.1740139211136957
188,-0.10161126433445
189,-0.0920185974428505
190,0.0967679504548176
191,0.0241861365065461
192,-0.0871459694989002
193,-0.2718578571775339
194,0.3483140631803003
195,0.140096618357484
196,0.2409638554216867
197,-0.0482160077145584
198,-0.1448575567358818
199,-0.5388611097626027
200,-0.7773821854278368
201,0.6169892054847818
202,0.2860606060606077
203,-0.067924894473818
204,0.1308266304874415
205,-0.624085811799123
206,-0.1758327635049258
207,0.0634548738224217
208,0.4083418404550111
209,-0.2656398508517612
210,0.0414129110840477
211,-0.1610384540308474
212,0.1850949829517895
213,0.0243486729973133
214,0.0924394278485928
215,0.063208051733357
216,0.0971486860640292
217,-0.0388745808834309
218,-0.1654903869554652
219,0.1166804414410078
220,-0.0194505227327945
221,-0.4395604395604423
222,0.0683293474547251
223,0.0122001805626751
224,-0.0463821892393315
225,0.4283158130172266
226,0.3032600454889972
227,0.0312082032991625
228,0.2623504824580795
229,-0.2764524903018576
230,-0.1473609002411416
231,-0.2720159403579807
232,-0.6727821853588202
233,-0.840901476930094
234,0.1452044845898914
235,0.1404678363103233
236,0.3995846594884965
237,-0.0484648214502722
238,0.1498669553060044
239,0.1171223929005898
240,0.1843525179856099
241,-0.1486017922276816
242,0.1708249044729132
243,-0.1080059403267092
244,0.3274423611734053
245,-0.0403859098048029
246,0.1836423900385186
247,0.0895014767743744
248,-0.031335332826009
249,-0.6896240872622251
250,-0.099173553719012
251,0.1155687634142336
252,0.5605328580139749
253,-0.2303714151386973
254,-0.2403506291531132
255,0.1458823529411775
256,-0.3921198091368699
257,-0.3104044736156203
258,0.1136067785377903
259,-0.0734249171009005
260,-0.1898433792121527
261,0.2933939049782342
262,0.0283848992336087
263,0.1511572980632939
264,-0.4507710557532567
265,0.4299348010960959
266,0.2333199783177415
267,0.480814335303502
268,-0.3483336471474341
269,0.0564546480993623
270,0.0799135053824037
271,-0.1129464915995955
272,-0.1649853870085899
273,-0.1936428470221492
274,0.18856361665017
275,-0.1023255813953483
276,0.27829313543599
277,-0.2417705039985037
278,-0.0604791812049424
279,-0.6933058509392372
280,-0.1078596886137637
281,0.2525961268593844
282,0.4702267330881283
283,0.0255998510554152
284,0.1974264876666564
285,0.0255427841634637
286,0.0997494664563437
287,0.1158533759673756
288,0.3141312884002433
289,-0.3244195207860169
290,-0.1206440536402112
291,-0.0185640692439745
292,-0.1045320448790886
293,-0.0488054290229702
294,-0.2236094288642456
295,-0.0264208425499544
296,-0.286602177671845
297,-0.2999765643309186
298,-0.1502135849410849
299,-0.429002451442578
300,0.8718114304165346
301,-0.286038102434023
302,-1.0828946291699546
303,0.3993697022386357
304,-0.6453024171497201
305,0.0437301847600219
306,0.2671318759199744
307,-0.0927643784786728
308,-0.3178794751238804
309,0.4038272816486619
310,0.2848693080502767
311,-0.0239260467645365
312,0.038049682013368
313,0.1140188945596742
314,-0.0978260869565254
315,-0.0543773790103286
316,-0.2125224783390631
317,0.1360470178493687
318,0.0924264665905594
319,0.2061743801204467
320,0.173319612197364
321,-0.0758848718087627
322,0.037928045080187
323,-0.2063199044413049
324,-0.4307759419815805
325,-0.5337991944484856
326,0.3481793123458576
327,-0.2861299709020385
328,-0.4334908187618656
329,0.5473745398178625
330,-0.1018280560539242
331,-0.0509399636143067
332,0.0751405856117903
333,-0.063060878001453
334,0.0387916404014857
335,0.1162396474064072
336,0.2078298695021782
337,-0.0822328641222928
338,-0.1453277139950506
339,-0.0096894530303813
340,-0.2720427495749343
341,-0.1152650853788402
342,0.5438783693710032
343,0.0375214563740491
344,0.0193372168910551
345,-0.1597869507323491
346,-0.00242107301956
347,0.2800579430226866
348,0.3416582455127318
349,0.0625180340482809
350,0.7165282560259226
351,0.3330978096295531
352,0.1310483870967839
353,0.0554128255503426
354,0.0151103052281661
355,0.5509917852133813
356,0.1635269819520353
357,0.1463097972635463
358,-0.3256349882270313
359,0.1500675303886663
360,0.0350035003500315
361,0.259351620947636
362,-0.0049877799391445
363,-0.1949025487256445
364,0.1048375018721022
365,0.1868600044846401
366,-0.1022545889864388
367,-0.0898652021966941
368,0.2191890006974184
369,0.1889419252187726
370,-0.149387511204069
371,-0.034869240348689
372,0.0024905979925757
373,-0.2521847690386993
374,0.0299535719634577
375,0.3777456512614849
376,-1.1128400999669985
377,0.5719911857095967
378,-0.1173488546751783
379,-0.42188126045864
380,-0.3571597521169515
381,-0.1468637483418485
382,0.1041173686701367
383,0.0
384,0.7367932487865727
385,0.2934963348087759
386,0.4778109267201219
387,-0.9743469051541642
388,0.0
389,-0.1875616979269474
390,0.2609166543592779
391,0.1965312238981996
392,0.1275823151283139
393,-0.5005548021205702
394,0.3513686176224893
395,0.2010789602746427
396,-0.1375110499950894
397,-0.0122792799430269
398,0.1936369429874063
399,0.0685837456522737
400,0.1505103999898312
401,0.147650678909838
402,0.0244152546510976
403,0.151145782545101
404,0.2310592241274446
405,-0.1485847907633743
406,0.0486926035935113
407,0.026773761713524
408,-0.004868193656753
409,-0.0998976658057521
410,0.0584425071835603
411,0.0389464972493958
412,-0.1804525946156869
413,-0.2738654147104862
414,-0.8043038244380478
415,0.671922120522714
416,0.1742896376888203
417,0.2633796881584492
418,-0.0843525938422588
419,-0.2060330709493448
420,0.2608214558579469
421,0.1289270115244985
422,-0.2664556127159981
423,-0.3574265289912689
424,0.3430079155672853
425,0.0580138178366191
426,-0.1108764519535416
427,-0.0264061262212893
428,-0.3391447194107288
429,-0.1007850625928271
430,0.3646741715554134
431,-0.0052854122621666
432,0.1055966209081399
433,-0.0396144196487611
434,0.2922898672846044
435,0.194480946123524
436,-0.0894360269360203
437,0.3904100615747287
438,0.190909566399921
439,0.1255411255411221
440,0.2461458738178491
441,0.125075476580704
442,0.1421249838494268
443,-0.0344664167851381
444,-0.1294163323411463
445,0.0280323450134761
446,-0.1554974839643278
447,-0.0151200967686178
448,0.0086393088552959
449,-0.0172816037328229
450,-0.1416502907854674
451,0.1673289564616507
452,-0.1124275706996537
453,-0.0475881462253883
454,0.0551285793040817
455,-0.020542317173383
456,-0.1906495082109267
457,0.1902867275007558
458,0.0907362599377843
459,-0.0670168839310811
460,-0.4386060145478193
461,-0.0238901919902731
462,0.0
463,-0.7086614173228366
464,-0.2587739032620825
465,0.2776297708853171
466,-0.4478873239436549
467,-0.4641159157799372
468,-0.3863636363636402
469,-0.6030466718111446
470,-0.1402404121350913
471,0.1200617460408255
472,-0.2407014728637672
473,0.1830558892511831
474,-0.0682348469409988
475,0.330461573572211
476,-0.0685127033970908
477,-0.1944968823293881
478,-0.0057208237986217
479,-0.0686970460270234
480,-0.2122655039871519
481,0.0516055045871579
482,-0.1838235294117607
483,0.1204888404383381
484,-0.1753024686036028
485,-0.0201207243460908
486,-0.0776687857779771
487,0.5065827132226622
488,-0.1260889500229246
489,0.2589954675793184
490,-0.2550192423610198
491,-0.2649930264992995
492,0.180982876235563
493,0.1667824878387701
494,0.5711916716569206
495,-0.1176009408075243
496,0.1864297551095567
497,0.2158835147673505
498,-0.3433733551494501
499,0.1288867407765431
500,0.0253106304647983
501,0.027603974972397
502,0.1928551749471886
503,0.0619507606176678
504,0.1763628034814564
505,0.2102761016639146
506,-0.0663266473023268
507,0.2031406920478376
508,-0.0730927364093177
509,0.2415348858405875
510,0.1047072748793543
511,-0.0706134256622861
512,0.0546385885031324
513,-0.1847459173433086
514,-0.3713055101737709
515,0.0989168603788459
516,-0.7173100871730997
517,-1.18447580645161
518,0.1258494840171155
519,-0.0276945542435644
520,-0.2144623303224561
521,0.0201806165178449
522,0.2566425120772901
523,0.1256470824747449
524,-0.3404019264227597
525,-0.037836747048728
526,0.0504235578862415
527,0.0403225806451676
528,-0.232393654642825
529,-0.0328490208464928
530,0.1564195070262644
531,0.2290575916230286
532,-0.110875919766152
533,0.0730239468184273
534,0.2962015998602093
535,0.142950260730044
536,-0.2462930384518769
537,0.0552597206872368
538,-0.3579531131837701
539,0.0555467386129131
540,-0.5826482560459727
541,-1.2853678253839884
542,-1.034576640348492
543,1.0826241516751
544,0.1559559021242226
545,-0.6408105387354803
546,0.069769328537829
547,-0.0081133708351443
548,0.6875805758487329
549,0.3372771561646744
550,0.3467776355100329
551,0.0746348224757515
552,0.0213196887325402
553,0.2047817877184069
554,-0.0878407155025511
555,0.0611848580777362
556,0.029253763097696
557,0.1274900398406422
558,-0.0106252988365352
559,-0.0584733149053716
560,-0.0904495876563
561,0.0319131961065912
562,-0.3308607716527054
563,0.1917443408788355
564,-0.5066839154808095
565,-0.963430144375757
566,0.1577374483807878
567,-0.7775709122768522
568,0.0465230836594553
569,0.4712098926839792
570,-0.3196983359291633
571,-0.2814687671602373
572,-0.4521882741535826
573,0.2252004833571331
574,-0.6162093453811982
575,-0.4524510076056169
576,-0.7016072676450009
577,1.0729198351906633
578,0.36643156270663
579,-0.0551328702172203
580,0.3427948521982177
581,0.5116978244233138
582,0.3540497848466723
583,-0.8902566357091853
584,-0.3308154601091659
585,-0.702368063074326
586,-0.1807765046167475
587,-0.245344039255045
588,-0.5381769256643166
589,-0.5416491375683641
590,0.4241503901136316
591,-0.0550127053152698
592,-0.0865233350812902
593,-0.0419683139229798
594,-0.136583315822647
595,-0.5121706531496
596,0.2606840982700079
597,0.4847754310570784
598,-0.4897830208552806
599,-0.1688119856509776
600,0.2420797810756804
601,0.0157853196527235
602,0.0998738435660206
603,0.4083342058423207
604,0.3183217659030346
605,-0.1358624653811939
606,0.1096147823363649
607,-0.0208833663986741
608,0.0964923718868182
609,-0.4479488657201182
610,0.015715034049241
611,-0.0157175040603558
612,-0.0970186433122701
613,0.1596942248285286
614,0.0701229489037472
615,-0.9771525679758276
616,0.0047203209818224
617,0.1649387370405251
618,0.3241110432617773
619,0.2343127606729462
620,0.3316207379729136
621,-0.2435154244383413
622,-0.2816696403418253
623,0.0422396395550774
624,0.0469109161701901
625,-0.2847131792281678
626,-0.2002451211464149
627,-0.1605288007554178
628,0.1084752157713482
629,0.1318826244642273
630,0.2771254109910772
631,-0.4103192944394682
632,0.0023581012568658
633,-0.0401037980655852
634,0.03773050983352
635,-0.1322314049586782
636,0.0967186431082128
637,-0.0590095831563045
638,0.5166017000892286
639,-1.264853416564496
640,0.7876932945154667
641,0.3282076719576648
642,-0.1048275862068952
643,-1.019953182476877
644,-0.7015771454229107
645,0.2910067715037273
646,-1.4131668558456352
647,-0.6757042442637015
648,0.0129113345520925
649,1.0682190696885858
650,-0.1641757246376927
651,-0.6280709250160177
652,-0.1240588637919239
653,-0.3434065934065901
654,-1.0117361392148927
655,-0.7484637562978691
656,0.3945116467960471
657,0.2863589031586281
658,-0.5058433629862228
659,-0.0290799115970753
660,-0.4322429906542109
661,-0.4179192022875443
662,1.4295212765957426
663,-1.3477088948787128
664,0.6552006552006542
665,0.3559041552376835
666,-0.193058962478428
667,-0.0590882232625769
668,0.0363487664137455
669,0.0136289296747233
670,0.1994922016684792
671,0.1452819143710454
672,0.2772523081785176
673,0.3352231821454304
674,0.3832448060243348
675,-0.0107589063571692
676,-0.0969240088847045
677,0.0
678,-0.069600359227661
679,0.0964493192472482
680,0.0381165919282546
681,-0.3374578177727784
682,0.1415316873722273
683,-0.0292134831460663
684,-0.202657059220891
685,-0.2030685920577694
686,0.2116449768091137
687,-0.0585743894746307
688,0.1349892008639359
689,1.3393293577084802
690,0.3555598850518677
691,-0.4796163069544313
692,0.2441048674510569
693,-0.1173077863043204
694,0.0024438524890615
695,-0.178180502381861
696,0.0924077878876771
697,-0.6598384872956347
698,0.4070423225932931
699,-0.8132894964526787
700,1.1509138891604038
701,0.0634920634920612
702,-0.058642427796513
703,0.0439624853458398
704,-0.1394086139848835
705,-0.4298486932599725
706,0.0637734124274164
707,-1.056707680095253
708,-0.2461890433441944
709,0.5416501780767703
710,0.4137931034482775
711,0.2897981236799467
712,0.1348931891202539
713,-0.5301050347650363
714,-0.8881711748082477
715,-1.0961459973179382
716,-1.5509448127959664
717,0.5355712603062456
718,0.1969024598113143
719,-0.0323377234242582
720,0.5816162501826545
721,-0.3137093936906278
722,0.1639152324083837
723,0.3616425571628585
724,-0.1870032725572657
725,0.9034051424600428
726,0.3290043290043251
727,0.0663340351282029
728,0.2675027325547969
729,0.086216806529473
730,0.5487595747113341
731,-0.6646143222947901
732,-0.1440631572881551
733,0.2385743029606163
734,-0.0402576489532972
735,-0.1122722169444645
736,-0.4307852434370328
737,-0.4997675499767463
738,0.1044932079414712
739,-0.3150662611340362
740,0.7466106034877718
741,0.1157656687486557
742,-0.9128450336883324
743,0.054306505919406
744,0.1193317422434515
745,0.2083953557606381
746,0.1324395913292635
747,0.7936933554995387
748,0.1606253680998079
749,1.2269289756200714
750,-0.148297230019597
751,-0.0211898077024908
752,0.2008987575997861
753,-0.520805654461401
754,0.2597264921021992
755,-0.4351515577403593
756,-0.2843414660189003
757,-0.5205538263389496
758,1.0242823543409356
759,0.8330787463787096
760,0.0999789517996199
761,0.4244170814776014
762,0.3862414531029851
763,-0.0678993001149041
764,-0.2903155127081513
765,-0.2360950969088051
766,-0.1236909375773037
767,0.137245752243968
768,0.3528446389496774
769,0.0733597107593838
770,-0.0980547727832391
771,-0.288152493087034
772,-0.0136659257429675
773,0.4344262295081899
774,0.2452984464431663
775,0.1659818780441385
776,-0.1144133591217456
777,0.0816570946405757
778,0.0266675374434031
779,-0.4296616871968932
780,-0.2316815953104875
781,0.0739037608802709
782,0.1475893735651089
783,0.294310006540218
784,0.1251973218659943
785,-0.4703308722997066
786,-0.8160114682692782
787,0.4227517294388832
788,-0.0824221111049932
789,-0.0829973915105444
790,-0.0177883190038548
791,0.0533364940144621
792,0.0
793,-0.0237107291049321
794,0.1065845570819557
795,-0.1957876001186497
796,-0.3154386382573509
797,0.0713690971809064
798,0.4764864304951356
799,0.097569629235421
800,0.2771553249203908
801,-0.3164837765092284
802,0.0738901696518295
803,-0.3797543464071597
804,0.9637421402127204
805,0.3746853228733767
806,-0.1612572199255318
807,-0.7770949060394738
808,-0.2025130567628779
809,0.1253770181560219
810,0.1712126579289125
811,-0.0414624552152325
812,-0.5044520954529192
813,0.2900266350991303
814,-0.2418604651162838
815,0.4698747772145389
816,0.2562221250506203
817,-0.2499189927324856
818,0.1340606508875703
819,0.3501013451262296
820,0.2710525106812951
821,0.2703198020709261
822,-0.1238588926097443
823,0.2151423601574653
824,-0.0687096330905619
825,0.0137400384721082
826,0.1691737917790702
827,0.1096140671386073
828,-0.0411221785616261
829,-0.0045693397304177
830,-0.0914703864623776
831,0.0502834156152794
832,0.045691309512941
833,0.3823395539371757
834,-0.0592066311426859
835,0.1818429785879918
836,-0.0636855752172071
837,0.1181334908446503
838,0.3937364228819716
839,-0.8807793018045738
840,-1.1952648571086943
841,-0.0807778608825674
842,0.4141341913955387
843,0.406516127117891
844,-0.3334424960552575
845,-0.8375863104172812
846,1.7375143809551865
847,0.5836119420493897
848,0.5251181515840933
849,1.3071519060232697
850,1.3631716460297658
851,0.8447848614552828
852,0.2752035944959332
853,0.7663369095722447
854,0.438862497704139
855,0.1518643692171334
856,-0.9734265734265786
857,0.8871638480731879
858,-0.1666203832268719
859,0.370739265161569
860,-0.4837364470392019
861,-0.0611995104039085
862,0.4872107186358074
863,0.1492619824202453
864,0.4992169146436872
865,-0.03427172582619
866,-0.7497656982193115
867,-0.6353933978654759
868,0.3561359252114551
869,0.0247255464345818
870,-0.1485736925515111
871,-0.3778087094849826
872,-0.1643180799681243
873,0.1481643530487915
874,0.1796615216636176
875,0.0496056352001559
876,-0.1888574126534443
877,-0.2391271857719415
878,0.1442642523132128
879,-0.1045764653154762
880,0.0099586715132252
881,-0.4979107763905244
882,-0.313739270116962
883,0.2253831513573017
884,0.1250562753238957
885,-0.2708531875407494
886,0.5982948596499919
887,0.2412275248066517
888,0.8506756090344187
889,0.164786705658459
890,0.2084491384102226
891,0.1433923863268432
892,0.2169297516846667
893,-0.0785255670007794
894,-0.2825643876227597
895,0.258732212160415
896,-0.120270145249325
897,0.528096510477029
898,-0.1325562108367125
899,-0.2216475803472431
900,0.0646054453160989
901,0.1980380417261579
902,0.2297477369847907
903,0.1468226657490218
904,-0.0642762040310299
905,0.0045909466531957
906,-0.0850047097204044
907,-0.001883923652383
908,-0.3462283290298789
909,0.0829263798028226
910,-0.2262547905988867
911,0.0161584450959103
912,0.2303033094585569
913,-0.3536100582416503
914,0.3210088850673558
915,0.3655263007596178
916,-0.017136981606307
917,-0.1000657574977907
918,-1.0078549150976115
919,-0.7535860804794946
920,0.6274215000289179
921,0.757532281205161
922,-0.4091275786562222
923,-0.6262321697784902
924,-0.1044810773160011
925,0.4967078664664348
926,0.1614577326721261
927,0.2416014726185089
928,0.0373767286736998
929,0.0545977011494246
930,0.091869545245749
931,-0.3196912531321142
932,0.0143984334504438
933,0.1437773176903611
934,-0.0862832635219817
935,-0.2829023320249272
936,0.1919076170213021
937,0.0960630827673525
938,0.3898635477582722
939,-0.3713194916583753
940,0.5926696126852021
941,-0.018199308426278
942,-0.646326146116802
943,0.5154370802311556
944,0.0260254007911781
945,-0.2504696305573045
946,-0.188205771643656
947,-0.1675743611227446
948,0.083717036416909
949,-0.2912392097184723
950,0.1597946246136149
951,-0.1232722217850938
952,0.0550487574709123
953,-0.2522863450015863
954,0.0315258511979835
955,0.2672535764816954
956,0.0576097203309862
957,0.2403343782654169
958,-0.0915152307491234
959,-0.0915990578382533
960,-0.2019248420003772
961,0.1649387370405266
962,-0.2361832782238958
963,-0.1419110690633923
964,-0.237427153032591
965,0.1831304535171837
966,-0.1483399412034445
967,-0.4198039109473903
968,-0.7696506550218477
969,0.4456037387240635
970,-0.0380538189725586
971,-0.0435090009245576
972,0.168313606254752
973,0.1463811330983908
974,-0.2118874280125971
975,-0.0222803080116709
976,-0.1000897543993241
977,-0.2278959965543032
978,-0.091132332878582
979,-0.1694544659451198
980,-0.0464849197451576
981,0.2318856394587578
982,0.0327260826879034
983,-0.1857923497267778
984,-0.0218627022299912
985,-0.1039557914318529
986,-0.0821377724236149
987,0.0437876299945178
988,0.2293577981651463
989,0.5187172607640295
990,0.8763709125908613
991,0.0075980143855669
992,-0.5705552725420153
993,0.5924950625411392
994,0.5589186015301701
995,-0.7457257368981763
996,0.1089573039401875
997,-0.149723392376789
998,0.1419086716334707
999,0.1417075762943474
1000,0.0354143478700764
1001,-0.0860803078636829
1002,-0.0050638039295216
1003,-0.141987829614605
1004,0.6524093805889397
1005,-0.2120408936009168
1006,0.3396226415094396
1007,0.2509410288582183
1008,-0.6313131313131313
1009,0.1965824890367389
1010,0.1660628019323734
1011,-0.4194249330436164
1012,0.797072388209346
1013,0.1001602564102649
1014,0.5121233113959189
1015,-0.0736600372633198
1016,-0.2693661206934025
1017,-0.3750381579521107
1018,-0.0741904512525163
1019,-0.0174596246180672
1020,0.1220681837998086
1021,-0.0523423187647232
1022,-0.2141889233728114
1023,-0.1225436561775137
1024,-0.0832238282961006
1025,0.1181257382858563
1026,0.2139177508076526
1027,-0.1486533753060525
1028,0.0393339451947045
1029,-0.1466243571506764
1030,0.1725870581552891
1031,0.0
1032,-0.0174802254949054
1033,-0.0218550572602549
1034,-0.0699851281602644
1035,0.0786713286713316
1036,0.1178679006417173
1037,0.0043652872359085
1038,-0.570726139257183
1039,-0.6114148732728307
1040,0.7936083796494301
1041,0.4495517782565896
1042,0.4290822407628141
1043,-0.1512016552602242
1044,0.3383915825093779
1045,-0.4541229584384489
1046,0.2357990674014377
1047,-0.4043413492232341
1048,0.1009832580387976
1049,-0.2611105190237712
1050,-0.200229596604106
1051,0.0293583858225722
1052,0.0640136562466683
1053,-0.1870557426112951
1054,0.2824557663611025
1055,-0.2671796515977343
1056,0.5415632523557233
1057,-0.0100988625491684
1058,-0.4163108454312407
1059,0.0640068273949093
1060,0.2314876406886104
1061,-0.1518946863507949
1062,-0.1494528956498538
1063,0.7048971804112849
1064,0.0589159465828773
1065,-0.1377090155894887
1066,-0.3106475316861429
1067,0.3783040188660616
1068,0.2841465804428829
1069,-0.2948113207547141
1070,-0.1805040823850799
1071,0.0967297762478449
1072,0.2697400686611139
1073,0.1322427388940499
1074,0.0538476600744143
1075,-0.196193839513442
1076,0.2055800293685833
1077,0.1124529408888621
1078,-0.1959535590065182
1079,0.0489644028791041
1080,-0.0097938396748356
1081,-0.7350039463299177
1082,0.3686047083108075
1083,-0.1378020571878543
1084,-0.0049217442661634
1085,-0.1281293120441648
1086,-0.0295770482105756
1087,0.0689655172413725
1088,0.0935085388060424
1089,-1.1422076548953355
1090,0.2373292547861489
1091,0.1212072686434494
1092,0.7216295366593412
1093,1.0094735207330274
1094,-0.1555451858764882
1095,-0.1922077922077945
1096,-0.1873633808681241
1097,-0.5968586387434484
1098,0.0784724038713082
1099,-0.2517438506319915
1100,0.107400130975776
1101,0.0445119396732341
1102,-0.5317188733877438
1103,0.2939478242611948
1104,-0.337072733975871
1105,0.5291282481139936
1106,-0.091764767572944
1107,-0.2207215492550731
1108,-0.5447705200418517
1109,-0.1927047487955976
1110,0.3044332832981926
1111,-0.2522884808720023
1112,-0.4251022902385947
1113,-0.3519436890097566
1114,0.5945998807100028
1115,-0.7387783176906583
1116,-0.3853349964362122
1117,-0.1204228178939306
1118,-2.3019186457691765
1119,1.1924620170416167
1120,-0.1761358504200229
1121,-0.3603399433427705
1122,0.1290118147661928
1123,-0.5896682831318387
1124,-0.4321580463712542
1125,0.2736352442194658
1126,0.0774699234414817
1127,0.0148082333777575
1128,0.1035502958579845
1129,0.1363636363636415
1130,0.4975124378109427
1131,0.0632796962574646
1132,-0.1289855400420884
1133,-0.1473054435027045
1134,-0.195277020890103
1135,0.2672222473843939
1136,-0.0906659413391308
1137,0.5993150684931435
1138,0.7069351230425112
1139,-0.4712545720501037
1140,-0.1846485510879399
1141,0.0
1142,-0.0526698602994749
1143,-0.1985323683152301
1144,-0.2317380352644876
1145,0.1257861635220125
1146,0.035207725580924
1147,0.3333583978745371
1148,0.027563395810353
1149,-0.050140393100679
1150,-0.0752671985548726
1151,0.3267426315360413
1152,-0.14189121506561
1153,-0.0300601202404821
1154,0.0400641025641088
1155,-0.2560626600391722
1156,0.0702423360594123
1157,-0.0828542017123161
1158,-0.3097768599204196
1159,-0.0251914550584499
1160,0.0201491033649105
1161,-0.3538570417551396
1162,0.0
1163,0.1766160367361328
1164,0.2046352258125954
1165,-0.2313434615659735
1166,0.3375246606926289
1167,-0.2119956171692597
1168,-0.2698894169910901
1169,0.0930609907416212
1170,-0.1577362458773405
1171,0.2098735988552338
1172,0.0381442807418986
1173,0.0
1174,0.0476576276033087
1175,0.0714353747975889
1176,0.2707195440513045
1177,0.1848866976391326
1178,0.1420185570914653
1179,0.1182088987658991
1180,0.3392865557702271
1181,0.2491303939080573
1182,-0.0611448191524365
1183,0.1643501126972174
1184,0.0844515342028612
1185,0.2060117988575831
1186,-0.2770083102493091
1187,0.1078698058343446
1188,-0.0844911753661316
1189,0.0099865182004345
1190,-0.2603254067584531
1191,-0.1755265797392148
1192,0.062648790878336
1193,0.5458079952148335
1194,0.2287646707778038
1195,0.139054429876838
1196,-0.0248373155829374
1197,0.2527004261222827
1198,1.2332387197807624
1199,-0.3092631682293433
1200,-0.1228742750417772
1201,-0.3699866804795027
1202,0.0147972773009771
1203,0.13791744655699
1204,0.0100965078395681
1205,-0.0325163998433313
1206,-0.0663084204298968
1207,-0.1332872587253839
1208,0.0197423621736441
1209,-0.1680921540515169
1210,-0.0793628803381976
1211,-0.0765517070634487
1212,0.1112869720051411
1213,0.6291162882139001
