,DLTR.US
824,-0.1292015746441911
825,-0.2445677734926074
826,0.2486511846117762
827,0.2340276152586005
828,-0.0655706992646783
829,-0.380818053596616
830,0.1595944423582442
831,0.1453011483477864
832,0.0796178343949119
833,-0.1125281320330125
834,-0.6037735849056609
835,-0.066081374492583
836,-0.2413058907026351
837,0.1653282947567285
838,-0.3983685857915085
839,0.4626132930513547
840,-0.227100681302039
841,0.1275811557907583
842,-0.1233859994739011
843,0.1845485455232265
844,-0.3221527382982653
845,-0.2088872009115202
846,-0.1616737993342724
847,0.1092480881584523
848,-0.271480281958465
849,-0.0953470633104581
850,-0.0958856345885629
851,0.0261437908496741
852,-0.2446055735127117
853,0.0
854,-0.0786850848050388
855,-0.1839362354383759
856,-0.0175208059570705
857,-0.0920689201630969
858,0.5883891213389096
859,-0.1571503404923979
860,0.0174581005586557
861,-0.0873667656823418
862,-0.2583979328165265
863,0.0743982494529485
864,0.0699728855068646
865,0.1920558707987768
866,0.1046481206941698
867,0.0348705431087019
868,-0.1047211798586179
869,-0.1310730513806411
870,0.0960279353993884
871,0.008729050279334
872,-0.1398601398601368
873,0.174520069808018
874,0.0610447370716032
875,-0.2908717597741495
876,-0.0513566720876506
877,0.4261484701269922
878,-0.1536491677336684
879,-0.1624487004104069
880,0.1195559350982071
881,-0.0726402597957473
882,-0.0726930642264549
883,0.0470145745180942
884,-0.0812729917015988
885,0.0085543199315698
886,-0.3433476394849834
887,-0.0902100605696155
888,0.1158499957092638
889,0.0257378174330826
890,0.0428779692993715
891,-0.0257334019557395
892,-0.1159345613809138
893,0.0514999356250824
894,0.1200222898538304
895,0.0299965718203726
896,0.2308678922616468
897,-0.08557980316646
898,0.179395181957977
899,-0.1111776276404647
900,-0.1632047477744869
901,0.3204338180921892
902,-0.3711034141514102
903,0.4237288135593287
904,-0.217262492593323
905,0.4228537712656039
906,-0.1477250344691663
907,0.1720493535859973
908,0.0540434312665742
909,-0.0309617303184085
910,-0.1954894622808702
911,0.1376868607395756
912,-0.0196734212079581
913,-0.142836034083629
914,0.1524540179010535
915,0.0589796520200553
916,0.0196560196560157
917,0.0589333071407546
918,0.0883218842001996
919,0.1861102948378859
920,0.4097161252560742
921,0.01950648590656
922,0.0
923,-0.034148007219861
924,-0.1906158357771333
925,-0.293389566333554
926,-0.2251320928095477
927,-0.1334192123665771
928,0.1378296425617858
929,0.1193098384728299
930,0.0366972477064277
931,-0.1378043178686317
932,-0.0827510114012405
933,-0.1750023026618881
934,0.0828271673108811
935,-0.2121184174121458
936,0.0276599668080277
937,-0.1477377654662941
938,-0.0831716107568648
939,0.2213001383125948
940,-0.0276701715550646
941,-0.1385425325575004
942,0.2119815668202802
943,-0.1661742983751909
944,0.0276880479926175
945,0.0829952047215081
946,-0.0830641439778527
947,0.2118253822066715
948,-0.0737327188940076
949,0.0920810313075454
950,0.3637465898757193
951,-0.4261796042617978
952,0.2530364372469635
953,-0.0506329113924021
954,-0.070936359951351
955,0.4037141703673713
956,-0.3545021776562284
957,-0.1115392415331569
958,-0.1726764855256492
959,0.2330766112687514
960,0.0101327388793098
961,-0.0608334178241937
962,0.1012863364732184
963,-0.0405309555172826
964,0.2123356926188149
965,-0.0607041683528958
966,-0.0404858299595205
967,-0.086106468115275
968,0.1062537947783745
969,-0.0683526999316427
970,-0.0734698013781829
971,-0.0608395862908155
972,0.2175342742955321
973,0.1767498232501882
974,-0.0707499494643292
975,0.1047020750047586
976,0.6524822695035439
977,0.610902255639103
978,-0.1458892183161571
979,0.3049638735103581
980,0.2246980619792239
981,-0.1594148537134299
982,-0.0375234521576043
983,0.0281346712932581
984,-0.1502770733539932
985,0.1219512195121908
986,-0.2256487401278628
987,0.2906159182525567
988,0.1310738694878762
989,-0.0280951489042902
990,0.2615355875210173
991,0.1957676890090368
992,-0.1774374299589071
993,0.1538533264954135
994,0.6346706198461987
995,-0.3766565914903521
996,0.1856579252726745
997,0.4390018484288434
998,0.0923361034164305
999,-0.1572181633219289
1000,0.2894617819990893
1001,-0.1540134082261294
1002,-0.1542509754105813
1003,-0.0817290228841166
1004,0.7078129931022016
1005,0.2293990644116548
1006,0.0179888469149219
1007,0.1078167115902878
1008,-0.1574803149606273
1009,0.0494693290160162
1010,-0.035990642432973
1011,0.0
1012,0.1975574712643668
1013,0.0403931600915593
1014,-0.0404094827586222
1015,0.2329331660992699
1016,-0.0298422661482158
1017,-0.0194505445256089
1018,-0.1930848675348032
1019,-0.0449236298292876
1020,0.0359259924555472
1021,0.035913090321415
1022,0.2239541341933172
1023,-0.2694691457828053
1024,-0.0989030749865127
1025,-0.1538690623914241
1026,-0.4637478807220539
1027,-0.1898481215027954
1028,-0.1000200040007944
1029,-0.0100030009002751
1030,0.3141048013162464
1031,0.0249227395075323
1032,0.5945892379347877
1033,0.3751604304472402
1034,0.2609423465117429
1035,0.2112606858602625
1036,0.2254901960784353
1037,-0.4134672179562922
1038,0.0
1039,-0.0344674774730381
1040,0.0541338582677092
1041,0.0590202636238464
1042,-0.1576354679802922
1043,-0.0986193293885545
1044,0.0197199763360244
1045,-0.2718868950516641
1046,-0.1485222040694999
1047,0.2235695451451372
1048,-0.0457622930565873
1049,-0.0444971818451514
1050,-0.4657902908601624
1051,0.0517277053589873
1052,0.2836952597101209
1053,-0.7954663616512432
1054,0.1557308970099579
1055,0.3311258278145771
1056,-0.3426435468798653
1057,0.2072324111491066
1058,0.3304760921202036
1059,-0.393986521513733
1060,0.0621697233447334
1061,0.1369999089426482
1062,0.0285507396296749
1063,0.1549266680437838
1064,0.1752758016290357
1065,0.3595644133963515
1066,0.2868264699856598
1067,-0.0922792986773335
1068,-0.0410298492153105
1069,-0.0307818592242983
1070,-0.4535147392290226
1071,-0.2272727272727261
1072,0.0103295114141153
1073,0.3294553690929612
1074,-0.0205952013180887
1075,-0.1494614234912085
1076,0.58919971308536
1077,-0.2053598932128584
1078,-0.0616459467790016
1079,0.5212591986917469
1080,0.295526342606738
1081,0.5472788081483797
1082,0.1063022019741877
1083,0.1566764378853746
1084,0.1362741634280431
1085,-0.522577371892441
1086,0.3135747521747949
1087,0.1212366134572686
1088,-0.1517757765860626
1089,-0.0506175339137448
1090,0.1414275590654633
1091,0.040521422797085
1092,-0.1518064973180765
1093,-0.0607594936708883
1094,-0.0912223798905366
1095,-0.0608519269776899
1096,-0.1472754050073597
1097,0.0761189485435936
1098,0.1267041711013126
1099,0.0050679099939138
1100,-0.2413127413127413
1101,-0.0386249517188026
1102,-0.1256888717006627
1103,0.1544550632300382
1104,0.0578871201157764
1105,-0.0192994306668052
1106,-0.0048250904704419
1107,0.1589748530687024
1108,0.1731268635183154
1109,0.2972765630993501
1110,0.0383435582822009
1111,0.0096808111944764
1112,0.2389558232931695
1113,0.3620426829268249
1114,-0.0142932012006294
1115,0.1703700673775141
1116,-0.2996851445472724
1117,-0.0668321558144046
1118,0.0095465393794798
1119,0.0572464459498161
1120,0.1524245022387316
1121,-0.0095274390243951
1122,-0.0285904888973476
1123,0.2376877733409393
1124,-0.228702115494577
1125,-0.0257731958762896
1126,0.0601013136429923
1127,0.0772134522992479
1128,0.3164286325151839
1129,-0.0770284149263979
1130,-0.0513786607295789
1131,-0.1114444920702918
1132,-0.1975605566053976
1133,0.0943962928001368
1134,0.1542284294404872
1135,-0.1630621352557481
1136,0.0600394544986768
1137,0.0428669410150867
1138,0.1284356537374824
1139,-0.085697146285036
1140,0.154017284161895
1141,-0.0599315068493213
1142,0.3327929004181248
1143,0.2977709715841488
1144,0.1783439490445806
1145,0.2456794307014624
1146,-0.0847888756995154
1147,-0.0933548332343201
1148,-0.0849401172173569
1149,-0.0679983000424974
1150,0.2894464160554825
1151,-0.0521396453291501
1152,0.0353535353535319
1153,0.01514921981518
1154,0.0958530925234576
1155,0.1108647450110859
1156,-0.3540002022858241
1157,0.2824004034291488
1158,0.3517587939698435
1159,0.0364691072503168
1160,-0.1471979072341247
1161,-0.1309691718718471
1162,-0.0604838709677442
1163,-0.0403388463090018
1164,0.0100836946657306
1165,0.080604534005036
1166,0.0352520521730337
1167,0.0050357538523614
1168,0.1156883456566519
1169,0.0552986125075332
1170,-0.0804990943851864
1171,-0.0604107933950888
1172,0.1608363490148882
1173,0.0150761344791201
1174,-0.1157174481787171
1175,0.3232323232323163
1176,-0.6506710044733638
1177,0.0152477763659472
1178,-0.1374185667752495
1179,-0.0814995925020357
1180,0.183038438072002
1181,0.3849270664505626
1182,-0.0303982166379583
1183,-0.1065070751128508
1184,-0.1727378956459762
1185,0.1167157211001673
1186,0.1520064856100584
1187,-0.1319127346524705
1188,0.0811112237655868
1189,0.3133212047705703
1190,-0.0404448938321456
1191,-0.0910838983908545
1192,0.1162496841041141
1193,-0.4926859000406333
1194,-0.0050794940823847
1195,0.0152361604875577
1196,-0.1576885904674715
1197,0.16251079173226
1198,-0.0864084578631633
1199,-0.101760455886851
1200,-0.4088734232274892
1201,-0.2704117236566663
1202,0.0
1203,-0.0523651597137391
1204,0.2871812723000594
1205,-0.1918214316854118
1206,-0.0261643118785985
1207,0.2001914875097954
1208,0.0869640838333718
1209,0.0521512385919185
1210,-0.0086926286508961
1211,-0.0043465032381533
1212,-0.0826518183400024
