,PANW.US
136,-0.1701351553674238
137,-0.2715907850201999
138,-0.2078774617067808
139,-0.016414072331346
140,-0.1479452054794576
141,-0.0591034046412058
142,-0.1590862289095484
143,-0.0192236395842182
144,0.3407411462039533
145,0.1298328572795295
146,-0.0177697586046632
147,-0.1423604456977136
148,-0.2442505077117257
149,0.0411488766356616
150,0.1987384429275071
151,-0.0821550568599462
152,0.359750974774339
153,0.0961784921304359
154,0.1961251798870171
155,-0.6942642097067176
156,-0.19177636925077
157,-0.3206521739130484
158,-0.3030897712653423
159,0.3430332694030218
160,0.1185931175187484
161,0.3439139133726221
162,0.4446693511918857
163,-0.1531228433402302
164,0.3095975232198137
165,0.1030927835051585
166,2.467635845657542
167,-1.514056054097734
168,0.3718102178956167
169,0.6597916447437633
170,1.1195971115226928
171,-0.7062620504652417
172,0.0041912904983406
173,-0.6305277145178768
174,0.4157968792658175
175,-0.2821527836267108
176,0.3900961428952819
177,-0.4191116072368789
178,0.225904405661267
179,-0.2834443226839812
180,0.4761005893580063
181,-0.3130852201516618
182,-0.0941129397394933
183,-0.0821978438873348
184,-0.0379518643853273
185,-0.2314081024535656
186,0.3621738855783258
187,0.0152637202423228
188,-0.1671271009510994
189,-0.2240399044660035
190,0.1161121432190532
191,0.2453432172603734
192,-0.1149061775247767
193,-0.3257466790760683
194,0.1879024596220809
195,0.0632978162253426
196,0.4223043953273365
197,0.0577446008798248
198,-0.2842793518430825
199,-0.4877481061407607
200,-0.3112596615834571
201,-0.5608890195996084
202,0.5743765403734492
203,0.0459290187891497
204,-0.1704361282767125
205,-0.3525671294110254
206,-0.0325390994016947
207,-0.1808660539653859
208,-0.1469695584721125
209,0.0353292908876536
210,0.3691894613190232
211,0.1340707223060135
212,-0.0754716981132104
213,-0.0923283531979179
214,0.0125886450421724
215,0.0463466857925395
216,-0.0967714849489929
217,0.4284848358171543
218,0.015673817410474
219,0.1492007846083284
220,0.2269367700027013
221,0.3340803452855274
222,0.0031124529241466
223,0.0093364869911647
224,-0.4250531316414594
225,0.0749926346519617
226,0.1551009493247718
227,0.1495287175242322
228,-0.0561047288271385
229,-0.309531147409192
230,-0.0791202896607105
231,0.0884291762688204
232,-0.1664161477345943
233,0.0107353730542191
234,0.2996896071925518
235,-0.1742300372584325
236,0.0134005145797629
237,-0.2041035556987836
238,-0.2692804825506247
239,0.107596298687319
240,-0.1360251040390016
241,-0.0768256193223085
242,0.2473849794293901
243,-0.0242065626680944
244,0.0215123158007916
245,0.0886596276295596
246,-0.0564516129032203
247,-0.0807102502017786
248,0.0537778972842131
249,0.1985830828681862
250,-0.543990715891782
251,-0.6127694951015209
252,-0.284187877812092
253,0.4096090492988463
254,-0.3041202444658781
255,-0.055591316051277
256,-0.112772594794883
257,0.2461740750210101
258,0.3559366447330019
259,-0.4180919802356538
260,0.014616463985036
261,-0.1287905397494431
262,-0.0790930661745267
263,0.0007909244060829
264,-0.0066500659147462
265,0.3677650973409973
266,-0.2604471497132115
267,0.0555701792869461
268,0.1256061225681924
269,-0.0087639858607615
270,-0.2636126651240377
271,-0.2083944819489394
272,-0.0734322220590395
273,0.2402789580097849
274,0.0439341573428721
275,0.1774377981940842
276,0.5392474067101986
277,-0.4431576459465847
278,0.1298241472913899
279,0.1178828244724788
280,0.5607111458435097
281,-0.1016955781980401
282,-0.1822100313479637
283,0.1154621421162903
284,-0.097945111559482
285,0.0949165810460421
286,0.0264131008980436
287,0.1553022533477811
288,-0.6161919924523834
289,-0.1535463296521531
290,-0.564200023755795
291,-0.3556173636634476
292,0.3139017893392178
293,0.0326667986537359
294,-0.3895536033708384
295,-0.1393201178250116
296,-0.0497819550369382
297,-0.4339826406943754
298,-0.2365487932002259
299,-0.3177412218959868
300,-0.7592795494300466
301,-0.1925928779153747
302,0.2305785600368795
303,0.230048118398107
304,0.0019170309025364
305,0.5263157894736825
306,-0.3060443764345874
307,0.6244238098406306
308,-0.0104556774328581
309,0.4466397925774548
310,-0.029343000747768
311,0.1125125276553953
312,0.0699168556311422
313,0.2450518378887755
314,-0.0339417710061755
315,0.1167740234301436
316,0.1211473633517735
317,-0.164685044562927
318,0.1627239806236202
319,0.1954129036352264
320,0.2853558992024471
321,0.0028081736574564
322,0.0645463049579097
323,0.1774208609580811
324,0.4073357637080464
325,-2.153386646112333
326,2.794687845355603
327,-1.3882558492859427
328,0.6215493986731884
329,-0.2048716833405844
330,-0.7824040101779266
331,-0.1011189865206431
332,-1.012758248535306
333,0.341873775592512
334,0.4055243123302354
335,0.2209042530653571
336,0.3428690987940777
337,0.6162570888468791
338,-0.2254599192891485
339,-0.4778221968398993
340,-0.5358851674641061
341,0.1633690324922888
342,0.0085976308750399
343,-0.1517009333204637
344,0.0043625509442552
345,0.1242355671465343
346,-0.3509636590276924
347,0.0689906287729058
348,1.0336456397223468
349,0.6088710437520063
350,0.160744260149648
351,-0.0426936870268213
352,-0.4977116704805355
353,-0.1030809758332417
354,-0.2742007264165795
355,0.3305288461538383
356,-0.1547721410146232
357,-0.1665135507579191
358,0.4202521512907822
359,-0.5172562429954917
360,-0.0201195677167145
361,-0.0402553338317451
362,-0.1281183871478524
363,0.3771690807399965
364,-0.2357473478423348
365,-0.0287579443821257
366,0.43379289610445
367,-0.0644662197008832
368,-0.2052798552992276
369,0.1218707882889373
370,-0.284695462126879
371,0.3724501489800628
372,0.2500607290341939
373,-0.1187410586552276
374,0.1143183766790446
375,-0.2347125290794274
376,-0.2916423631364005
377,-0.013146466007014
378,-0.0723265850759971
379,0.0895721368162327
380,-0.3323092356887526
381,-0.0010450085168303
382,-0.5072996533977447
383,0.3766872449513469
384,0.2442486743768442
385,0.2675383350162969
386,0.124764766429953
387,0.1007499117139977
388,-0.1143831627984384
389,-0.3652758354380179
390,-0.102381947346417
391,-0.2240696919565367
392,0.217314081534576
393,0.1845845804090042
394,-0.0636543879787137
395,-0.1542603446401845
396,-0.0527020244269601
397,-0.0041828753084951
398,0.0104560948576949
399,-0.4410930706379093
400,-0.0234469822354729
401,0.3929111141640354
402,0.6427169978621663
403,0.4391443792128734
404,-0.2424869901643035
405,0.3028697931521572
406,0.0447992180500177
407,0.0298572281635127
408,0.1815275407082172
409,0.3671210689701751
410,-0.2381145655762089
411,-0.0189445196211077
412,-0.176223397044863
413,0.0325229693471026
414,-0.0637314060232995
415,-0.0257703993055629
416,-0.0692210594893916
417,-0.2285434436599532
418,-0.1021325271672522
419,0.0517203832752607
420,0.0761614623000687
421,0.0190367409099543
422,-0.1279817013397153
423,-0.0068080007625053
424,0.0149753587279132
425,0.8589897722718877
426,-0.5542253109852318
427,0.1923525297272164
428,-0.6074801157138481
429,-0.0288018771080861
430,0.0194418859157208
431,0.0978759655767147
432,0.0613654994730129
433,-0.1789118639096681
434,0.1781247365018741
435,-0.1755044580009463
436,0.2807674309780171
437,-0.2763229746921981
438,0.2388279961532432
439,-0.3388034288398391
440,0.1290019936671742
441,0.3155835372828819
442,-0.3960269956788374
443,0.1669400667877492
444,0.4026140739876285
445,0.1078308512808569
446,0.2703016915654266
447,0.0377698364275532
448,0.002905287623472
449,-0.5315731059057168
450,0.0217500054374939
451,0.454673392946072
452,0.1880105458788962
453,0.0349966083533831
454,0.0276439971492097
455,0.0086380028937353
456,-0.1113381111435367
457,0.2060365472158063
458,0.1658481950547044
459,0.0172280127487382
460,-0.1725774441280549
461,-0.3159489288032849
462,0.101606243379374
463,0.3103381392642395
464,-0.1424409193913819
465,0.0603929857860735
466,0.1249434523168359
467,-0.1164621390212788
468,-0.2118048801573447
469,-0.0648802958541515
470,-0.1277609354698949
471,-0.2083152504122985
472,-0.0510198543220235
473,0.0358096230223242
474,-0.3965573591894527
475,-0.1011976797562937
476,-0.3118655419971972
477,-0.0314057200284697
478,0.3889589872467354
479,0.0198089995412591
480,0.2309180552955155
481,0.4947420717065469
482,0.0827335153470741
483,-0.4383322600078969
484,0.0975220192433203
485,-0.0768272166490067
486,0.461029563779194
487,-0.6178104133297215
488,0.1391773992521726
489,0.0830220008302271
490,0.2380992314109604
491,0.1055102800645277
492,-0.0558786398725101
493,0.0124159337816869
494,0.0062075815262317
495,-0.0414010101846461
496,-0.0165631469979263
497,0.0971932275411552
498,0.1940711380855121
499,0.0989915238507623
500,0.5034402783146488
501,-1.0520559360433377
502,-1.1884057971014468
503,0.1775498125863119
504,-0.3007637817088096
505,0.253947368421046
506,0.0552326345966648
507,0.0814674655734264
508,-0.4726322182029318
509,-0.381669272973044
510,-0.2910724491287835
511,0.586421066234061
512,0.3478478412577178
513,-0.3501493089506061
514,0.1055938333201281
515,0.3865572735878749
516,0.2204030226700335
517,-0.387198735677605
518,-0.4258808591683305
519,-0.2492707504640672
520,-0.1966202572005551
521,-0.3626666666666703
522,0.0586322690688202
523,0.614504423372356
524,-0.0317948174447577
525,1.0056051829743824
526,-0.8188299433843635
527,-0.0503503545504032
528,0.0450851900393132
529,-0.1669887413880053
530,-0.7256955463873918
531,0.0845576577528874
532,0.3559843282638913
533,0.2688962648628151
534,0.1604496785763065
535,0.0419300397287102
536,-0.2385205421876622
537,-0.1093976816106786
538,0.0483640339809946
539,0.1218129121686865
540,0.0125997480050403
541,-0.5213940430202796
542,0.1212300102254854
543,0.4836239273200324
544,0.1654796816087062
545,0.2944800651615515
546,-0.0731513606153122
547,-0.2629897004432048
548,-0.1342943774721153
549,-0.0503857660211009
550,-0.2868444420525874
551,0.3272093335121435
552,0.2074272331883512
553,-0.1635322976287853
554,-0.1893583304235674
555,0.0805131370602
556,0.0080506655216758
557,-0.3031651322683429
558,0.3543926938189837
559,-0.0254869345924694
560,-0.2609140059714412
561,-0.0511329996232299
562,-0.1563342318059256
563,0.2232202888416707
564,-0.008068854222693
565,-0.0457444232166444
566,-0.0296080964685652
567,0.0148018569602386
568,-0.21981875067429
569,0.2891067274463105
570,-0.1980598221503521
571,-0.0269541778975802
572,-0.1106343938044807
573,0.0647196828735563
574,0.0350442096182864
575,-0.6567983531026304
576,-0.9120766065210536
577,-0.2857142857142852
578,1.3930192518390994
579,0.7071256507887145
580,0.3310937711774229
581,-0.5744664277924999
582,1.07874865156419
583,-0.5484142008946219
584,0.3707955518427829
585,0.6327587198711395
586,-0.563065234578368
587,-0.4785903430578829
588,-0.1814687927637808
589,-0.1380047621361431
590,-0.0787830451105827
591,0.1553790277157252
592,0.4466530028229911
593,-0.0464270514953177
594,0.4141863645995833
595,0.1903553299492403
596,0.0067292810243827
597,-0.0336577297380379
598,-0.2178061332665348
599,0.2710391757333593
600,-0.516421662385919
601,0.3241005528774131
602,-0.4857756674284087
603,-0.1864469517294344
604,-0.1964285714285645
605,-0.05222506253264
606,0.4296896381849016
607,0.162579411161972
608,-0.2946012606193602
609,0.2230148235404827
610,-0.6205909866285191
611,0.3850739314541075
612,-0.3893245288210264
613,0.1497273314193919
614,0.0054942790819009
615,-0.3213457939804152
616,0.288815608683701
617,0.2521791568444756
618,0.116360251338146
619,-0.1878977397410583
620,0.2162036995220167
621,-0.1109482250750107
622,0.0507216329955749
623,0.2730724059760176
624,-0.1175827180749266
625,0.8751203290452437
626,-0.4748087575837523
627,-0.6460176991150436
628,0.1325673884224447
629,-0.0456829602558165
630,-0.0870206489675563
631,0.3175723359209551
632,-0.0824014125956364
633,0.0294204177699223
634,0.2113792496036719
635,0.0205465379083604
636,-0.176423887794414
637,-0.2254475797539192
638,0.2777206336144806
639,-0.09136385109515
640,0.2276255741265197
641,-0.171982948699114
642,-0.2712024290304392
643,0.0971845918247096
644,0.1470328765511968
645,0.168802383783225
646,0.1538867393598411
647,-0.1614750007339806
648,0.3539874787900005
649,0.2305828784915853
650,-0.6017515954083096
651,0.2980682882091177
652,0.0725536992840086
653,-0.5490602622434705
654,0.2842785355348195
655,0.4563904186595998
656,0.3815634610273721
657,-0.057932475426174
658,0.4246103797851423
659,-0.1894944288637914
660,0.1627000643232838
661,0.2905002640911423
662,0.0433675874422585
663,0.1872606310400972
664,-0.1055041118343696
665,0.2752465946453793
666,-0.1109731783470699
667,-0.1959971354264753
668,-0.2096277690695197
669,0.0698271306710962
670,0.3891343171350784
671,-0.0188022938798576
672,0.1689347724073162
673,-0.2078454607868066
674,-0.249849147684404
675,1.2745490981963954
676,0.1740452517654599
677,-0.1199949766749917
678,0.4087409239607456
679,-0.1008356379102054
680,-0.0129805292061902
681,-0.2984416937066877
682,-0.0721587492483491
683,-0.0681964056482619
684,-0.2846252099488118
685,0.0572944936976107
686,0.1024219785516308
687,0.1804185710849124
688,0.1121345614737689
689,-0.1544231193470071
690,-0.1425931876606642
691,-0.1540367153691979
692,-0.2792020493373986
693,-0.2021141136285547
694,-0.176149018019843
695,0.1435474414184986
696,0.0545586808923338
697,0.1291572489505946
698,-0.2326192932418992
699,-0.1417951262989423
700,-0.0566205613524323
701,0.3412510748065451
702,-0.3248372444097103
703,-0.3177565038671673
704,-0.1896607781510753
705,-0.4026115342763768
706,-0.2181025081788471
707,0.2081264538244899
708,0.2916124131944413
709,-0.187525479005299
710,0.0326024940907991
711,-0.1714565643370333
712,-0.2455393681453531
713,0.021820959031145
714,0.1389153705771773
715,0.1821642196846155
716,-0.0789094174308237
717,0.2794811960709907
718,0.0135652079546256
719,-0.0692304559707862
720,0.1233764473006428
721,0.0325282589249422
722,0.0433522096079248
723,0.0487474610697378
724,0.3857774900183465
725,-0.790480595383255
726,0.3519503917542946
727,-0.160520379793314
728,0.1644461203284785
729,0.4535643905033024
730,0.1488807912545497
731,-0.0468725587209046
732,0.2275939474559418
733,-0.1915868388171628
734,0.0478737797389876
735,0.0187297094813899
736,-0.0124880323023773
737,-0.0520605568397159
738,0.1154410158809411
739,0.452427787555648
740,0.1860080603492888
741,-0.338019990875533
742,0.0661914861252725
743,0.1428926479921846
744,0.043459374482875
745,0.1053827874780433
746,0.0268550652784654
747,0.1186410952120557
748,0.1164420262973609
749,0.2651538508971991
750,0.1644204851752058
751,0.1077005923532518
752,0.2015316404675534
753,-0.2235268770871442
754,-0.2470269029845765
755,-0.274777335607349
756,0.2699856907583898
757,0.1967018754041868
758,-0.067678883918574
759,-0.0968934711613822
760,-0.2841985600606321
761,-0.0162425554953985
762,-0.0595915271683109
763,0.0365541610820007
764,0.1392531703755743
765,-0.0595221990746923
766,0.3295830297368963
767,-0.0194735138634182
768,-0.043173232595782
769,0.1158935935099453
770,0.0619511932338571
771,-0.3432525203383826
772,-0.0567905240954179
773,0.2051060614238807
774,-0.4200655844331855
775,-0.5759278838128076
776,-1.336415924213378
777,-0.3394817245671576
778,0.7120486496355402
779,0.3317469204927218
780,-0.0350066512637401
781,0.0014002464433727
782,0.2681264663166228
783,0.2382312375485759
784,0.1599577155256476
785,-0.3797715785652491
786,-0.2940682238279312
787,0.2235511093723834
788,0.0167635225748777
789,-0.0866866139090076
790,0.0335448522628811
791,-0.194658786953658
792,0.1496210532203395
793,-0.0783677125024413
794,-0.2497194163860952
795,0.1848428835489903
796,0.3766635975558781
797,-0.5414048473967703
798,0.5884157394238425
799,-0.0809377616522365
800,0.1975466586393653
801,0.9974388824214236
802,0.0623592263733058
803,-0.6124283627373828
804,-0.1838787151005738
805,-0.17715582664104
806,-0.2463680729588672
807,-0.0452428978076062
808,-0.0631914512341264
809,-0.3302484906981594
810,-0.3351530975551837
811,0.170608028055538
812,0.2920218496607391
813,-0.30523641603155
814,0.1873403349418126
815,-0.2180921676465183
816,0.0625438280613386
817,-0.1851306832746338
818,-0.1721350451735563
819,-0.3665311265105013
820,0.317792578496662
821,0.6879086820123193
822,0.5132833211123053
823,-0.0300915912809554
824,0.0451170222765314
825,-0.4729432468103746
826,0.8830262727570067
827,0.4152530872574224
828,-0.0937232583094417
829,-0.0258145159099011
830,-0.2424275441272571
831,-0.4185016001531851
832,0.0273455659164928
833,0.0887941751021102
834,0.0177556818181812
835,0.3402934690877413
836,-0.1854629755898014
837,0.0204512918399469
838,0.0013634008671217
839,-0.0149996590986587
840,0.0912781668074383
841,0.029962954892137
842,-0.0436014824504101
843,0.0463051235257309
844,0.0136172994171826
845,-0.153702847525966
846,-0.0946023425341938
847,-0.1366979249254996
848,0.0
849,-0.1917440490864734
850,-0.2658836378611163
851,-0.8131622172884958
852,0.5885625078504859
853,0.0690366252745758
854,0.0698843324702498
855,0.1105457732171943
856,-0.0425467145376768
857,0.2848010856367248
858,0.5116179918993811
859,-0.0213219616204698
860,-0.0800213390237275
861,-0.0996813756029938
862,0.1377618586296856
863,0.0648393228287523
864,-0.0533210102553995
865,0.0985466587355753
866,0.1577804369986438
867,-0.0789525043024768
868,0.1346586580201617
869,-0.0851199659520168
870,-0.2016791790680096
871,-0.0488888888888848
872,0.033766372247606
873,0.2950270662969165
874,-0.0664917195645235
875,-0.6018576175721625
876,-0.2729748983782445
877,-0.1496880333510445
878,-0.2552594670406802
879,-0.3744685643494619
880,-0.3305084745762757
881,-0.5025125628140652
882,0.059584610146402
883,0.1586402266288958
884,-0.1986942946352508
885,0.0283768444948824
886,-0.103682872441647
887,0.2620693563009844
888,0.2199649967023611
889,0.1304065499717713
890,0.1071690450674024
891,0.1576842935180498
892,-0.0112644325541998
893,-0.0930180116695439
894,-0.1213523734266543
895,-0.1186708860759377
896,0.0987947046038236
897,0.0493729633652643
898,-0.1115661629713265
899,-0.1924328607408684
900,-0.4478846923795536
901,-0.8537312284884613
902,-0.7819237067253348
903,-0.195134264023454
904,0.0989253986111632
905,-0.2138247414664312
906,0.1920726383795851
907,-0.8077449638177076
908,-0.0587084148728006
909,-0.1980430988842901
910,0.2601110850348087
911,-0.4439555258712118
912,-0.3301240675226921
913,-0.1747285291214197
914,0.1084705650330364
915,-0.1046355523967522
916,0.0078963992419497
917,0.3030899429246251
918,0.0531109231465235
919,0.8135950364849494
920,-0.2111602080319055
921,0.0097749799612933
922,0.9709113789264772
923,-0.5959510385323138
924,-0.1922026225413701
925,0.215478861701735
926,0.4968600711622852
927,-0.0468018720748847
928,-0.2158599308892952
929,-0.2663127705434926
930,-0.0089075750017734
931,0.2026810795434317
932,-0.1584842495147508
933,-0.0980357206516823
934,0.4131199350738055
935,-0.1203725096415411
936,-0.0836001422980991
937,0.0941837115490506
938,0.047957371225574
939,0.1312661865398958
940,0.0460992907801402
941,-0.0354735721887274
942,-0.0283869136328096
943,-0.0212947189097112
944,0.0945300904240886
945,0.0702985206838689
946,-0.1774780370929097
947,0.088660342228921
948,-0.3559035501379126
949,-0.0427266739064658
950,-0.7780710436599537
951,-0.6837370242214609
952,-0.7028150513702891
953,-0.6223668340298975
954,-1.0859702846773234
955,-0.1135460429204139
956,0.1360698491892556
957,0.647777840365012
958,0.0928557359520482
959,-0.188881371222361
960,-0.0987668256342305
961,0.2420966697632558
962,0.453972257250947
963,0.346281661034922
964,0.0237314162071714
965,-0.0209438704272517
966,0.4365112464203278
967,-0.2480628797591959
968,0.275175806765436
969,0.0180638348131776
970,-0.1572633395496417
971,-0.2609290189347963
972,-0.0768027704853871
973,0.4725372470535881
974,0.2550737495841233
975,-0.0050341060686102
976,0.6774999999999949
977,-0.005000250012496
978,0.1273440035955931
979,0.3384347393305993
980,0.2531834090401325
981,-0.2413535705399421
982,0.245724639479761
983,-0.2388475605204835
984,-0.2744305565950709
985,0.1954608269113516
986,0.0783718557957847
987,0.0422780402884894
988,0.1043426413594253
989,-0.0049689440993743
990,-0.059662904589074
991,0.0173986528471635
992,-0.0149153553583419
993,-0.0087013810334675
994,0.073286463120751
995,-0.1592475553011984
996,-0.0796872276315444
997,-0.1821175531384138
998,-0.081145525136384
999,-0.036216499737738
1000,-1.1305257573971434
1001,-0.3905325443786961
1002,0.1639320051394919
1003,0.850758507585068
1004,-0.1907221032246639
1005,-0.1704729153807671
1006,0.1232937032144309
1007,0.69960647135987
1008,-0.0992092439672118
1009,0.2952942032147918
1010,-0.787297677691767
1011,-0.2145102994328753
1012,-0.7072679924242383
1013,-0.8716116801159288
1014,0.1907993820769542
1015,-0.3226316508404486
1016,-1.0819686990150437
1017,0.5648020188667895
1018,0.8873272987136617
1019,-0.0953743443013808
1020,0.2152604746912923
1021,-0.5874715807107961
1022,-0.1948266043221464
1023,0.5751579449278837
1024,0.0268136451660881
1025,-0.5761424643184466
1026,0.276393392674483
1027,-0.3384722889461526
1028,-0.1903428358894708
1029,0.3260170313914068
1030,0.1045649119367421
1031,-0.1723930999116257
1032,0.0185451847973075
1033,-0.0567586447782027
1034,-0.1399090591115744
1035,0.2290126284106548
1036,-0.01963350785341
1037,0.1937773519998352
1038,0.0304725420629881
1039,0.0522113690256073
1040,0.1412061174834848
1041,0.1106698782631319
1042,-0.0434187959967845
1043,-0.0869130652065222
1044,-0.0152121001390805
1045,0.0389929606301353
1046,0.2060525916451762
1047,0.0714873705645301
1048,-0.0260021668472382
1049,-0.2345684375135711
1050,0.4008285067699587
1051,-0.2576526688201657
1052,-0.309561695356578
1053,0.3507591773976421
1054,-0.913516553850913
1055,0.0038789007195325
1056,-0.0340295354638527
1057,-0.2011275272161875
1058,-0.161613801429197
1059,0.2331138178215381
1060,0.2596345740249233
1061,0.0426084093506143
1062,0.0919108754752583
1063,0.0493172939310709
1064,0.4907526798945493
1065,0.4578544061302656
1066,0.3759757238009861
1067,0.4086520185508966
1068,-0.4870408923353045
1069,0.1906323274300855
1070,0.2047005018586478
1071,1.6353378182396647
1072,0.1321268118379631
1073,0.497982408836491
1074,0.4318624705495683
1075,-1.1196834817012908
1076,-0.1624791947372579
1077,-0.0971855847993829
1078,0.2088095874278829
1079,-0.2251492729761343
1080,0.2532697520726513
1081,0.1106828738017595
1082,0.2484178151061672
1083,-0.3174414809980046
1084,0.0168087168027802
1085,0.1579498114474148
1086,0.1104427571245443
1087,0.0551909013856804
1088,0.3222193842466241
1089,-0.2758240242725209
1090,-0.0236476500147806
1091,0.1515091889339338
1092,-0.2011041009463798
1093,-0.0838636475753562
1094,-0.0009866408824507
1095,0.1261307423976751
1096,-0.1737310721971161
1097,-0.1047430830039471
1098,-0.0217438573602984
1099,0.4290747337965255
1100,0.0385664306768371
1101,0.3212697017958196
1102,-0.26568286001405
1103,-0.3893797287055847
1104,-0.0445740989091534
1105,0.0732226244093954
1106,0.3079652258228001
1107,0.2862086961298578
1108,0.0850760195400412
1109,-0.2117653529880866
1110,-0.1349416170962792
1111,0.0137676570201314
1112,0.4304436036628812
1113,-0.316290327016704
1114,-0.1749528178424297
1115,0.0633286066329882
1116,0.1525815142684353
1117,-0.1238679842549997
1118,-0.1599073640098263
1119,0.0413382571790867
1120,0.1032389499910526
1121,-0.1447437346640661
1122,0.2008584635703329
1123,0.1195465475781524
1124,-0.2686690548360492
1125,0.1569993763038514
1126,-0.151852928822987
1127,0.2588781231873248
1128,-0.0649227805868032
1129,0.0047292504138075
1130,-0.0580745074421366
1131,0.3023609889991998
1132,-0.1960820545170845
1133,-0.1759362892810942
1134,0.0129126673266479
1135,-0.0980170398854042
1136,-0.014004395225578
1137,-0.0592844900994852
1138,0.0398663937075751
1139,-0.0323345548609687
1140,0.0244820410436287
1141,0.0099987070637429
1142,-0.0711620986349781
1143,0.2924165215334574
1144,0.0171980136294346
1145,0.1781115879828292
1146,0.0021458766979229
1147,0.0451717491676685
1148,0.0577504340929106
1149,0.3694844303959715
1150,-0.08928571428572
1151,0.20112528323023
1152,0.7115683573261202
1153,0.6821862597198214
1154,-0.4697321293447018
1155,0.1687104978218759
1156,0.6181181181181249
1157,-0.3566226329800632
1158,-0.2290633574143592
1159,0.0390010693841679
1160,0.2797711647513446
1161,0.1928326362976088
1162,-0.0150281778334382
1163,0.0
1164,-0.0250532381310341
1165,0.1001126267050517
1166,0.0675303886748991
1167,-0.0575589979729268
1168,0.1910804161306948
1169,-0.0912522813070349
1170,0.1647323099962481
1171,-0.1574921253937292
1172,0.223438437696895
1173,0.1778253616512723
1174,-0.2220891351000614
1175,0.8178792201616688
1176,-0.5418326693227055
1177,0.2765240607717261
1178,0.5751485273669553
1179,0.2631786305255628
1180,-0.3971267641288512
1181,-0.214051277172606
1182,0.2924716223479794
1183,0.1609950123113804
1184,0.0236701330261619
1185,-0.184968539539013
1186,0.1483866893982532
1187,0.521356783919588
1188,-0.4638248193607327
1189,-0.1295336787564846
1190,0.0568361225134218
1191,0.047341013097691
1192,-0.0378871594102246
1193,0.0820215148742833
1194,0.0394178767954842
1195,-0.0773187742607392
1196,-0.2118912080961467
1197,0.1610305958132016
1198,0.2063869676870573
1199,-0.1340947813466307
1200,-0.5194910886254566
1201,-0.3621018241219668
1202,-0.2757378033798331
1203,-0.0450665756230851
1204,0.0712363463669529
1205,-0.1971750099134463
1206,-0.035564309847209
1207,-0.0095759233926197
1208,-0.0681449008640882
1209,0.2046174863387956
