,FISV.US
938,-0.1268575570859012
939,0.0633885719460358
940,-0.0181143012408389
941,-0.1814717357771553
942,-0.2319130553408171
943,0.0954025077230637
944,-0.0772902932484728
945,-0.086457954131779
946,0.0818405019550817
947,-0.0363867915946439
948,-0.0090975254730759
949,-0.1001730261360526
950,0.7444572926026839
951,0.3634742286427699
952,-0.0356824264050011
953,0.5235602094240869
954,-0.2580071174377153
955,0.4164082572871435
956,-0.3498508577347295
957,0.2337236118502691
958,0.1417183348095755
959,0.1150137131734897
960,-0.0346930900568967
961,-0.1158958001063207
962,-0.2131060202450673
963,0.2480070859167414
964,-0.0443066016836609
965,-0.026591029959228
966,-0.0088644623703491
967,-0.0184414819858713
968,-0.1146813420912456
969,-0.0310765815760236
970,0.0399396467560146
971,-0.3294746215494252
972,-0.3305637451978828
973,-0.1610738255033618
974,0.4631691458092064
975,-0.42013010480664
976,0.4049311617025004
977,0.1706791232482911
978,0.0044913541432828
979,-0.0764113628191369
980,-0.2613789995493394
981,0.0540491847581319
982,-0.2257132538822679
983,-0.0180603214737314
984,0.2701729106628344
985,-0.0585717503942437
986,-0.0947055109587713
987,-0.1099792141091299
988,0.0106536655832502
989,0.0451222813825441
990,-0.0270807004874536
991,0.0045132463781156
992,-0.0858252778028718
993,-0.0135531962954601
994,0.0496703693669347
995,0.0902282775421765
996,0.1261602234838249
997,0.072039621791984
998,0.0854739304512113
999,-0.1667267483777958
1000,-0.7823285780027559
1001,0.6628571428571377
1002,0.2871729419272474
1003,-0.2467556205446865
1004,0.1870011402508536
1005,-0.2698252995518171
1006,-0.4040775094131672
1007,0.3203954595386253
1008,-0.2477746168670239
1009,-0.4239240622983998
1010,0.0184280844006228
1011,0.1655781436850267
1012,0.2157051723346638
1013,0.2791762013730039
1014,-0.0274674967954597
1015,-0.0183150183150146
1016,-0.1926782273603156
1017,0.0825082508250856
1018,0.0732869182850845
1019,-0.0366568914955938
1020,-0.0458421197396271
1021,0.0710048329095953
1022,-0.1353211009174254
1023,0.0458505272810611
1024,-0.0917852225791595
1025,-0.3529630317666818
1026,-0.1395219049390675
1027,0.1023043093251061
1028,0.2085400343085031
1029,0.1351964515561489
1030,0.0546043498380356
1031,-0.0648268197814346
1032,-0.1669758812616019
1033,0.0278215709913763
1034,0.0278138327461534
1035,0.157363695269834
1036,-0.041672454507572
1037,0.0416550958067219
1038,0.0924812725423049
1039,0.0
1040,-0.0582971674979433
1041,-0.0157334567329901
1042,-0.0833642089662869
1043,0.0601712566535634
1044,0.2447132699233544
1045,0.1152976986579347
1046,0.115164916159941
1047,-0.0276472214542448
1048,-0.1384274640088646
1049,-0.064641241111823
1050,0.4548038658328615
1051,-0.7445589919816695
1052,-0.1187794388695441
1053,0.0695808775376504
1054,0.1797679359372437
1055,0.1631587534671258
1056,0.0896568587496939
1057,-0.1878164298546496
1058,0.3580146460537119
1059,0.1624695369618104
1060,-0.1627339300244008
1061,0.0
1062,0.1300178774581477
1063,0.0583926667256814
1064,-0.0746911573472004
1065,-0.0406537116838859
