,ZS.US
624,0.2359222698205721
625,-0.0478468899521435
626,0.5275056518462635
627,-0.2226020590690473
628,-0.4752775780813155
629,0.1515393204657822
630,-0.356185216312477
631,0.1877446672525361
632,0.1336391742295833
633,0.2883850437549699
634,0.2380952380952358
635,-0.288528504626403
636,-0.0696933492632462
637,0.0676563059657006
638,0.1192511030726966
639,-0.1074811410589439
640,-0.0835955235174657
641,-0.0278862242052398
642,0.047782113562147
643,-0.0039820013538768
644,0.2700448751042479
645,-0.1810188776829633
646,-0.057720632140433
647,-0.0039808917197529
648,0.0079611495900048
649,-0.075688164761183
650,-0.039859320046897
651,-0.6513428045499577
652,-0.9433993727187412
653,0.9486078338839048
654,-0.6674742868001621
655,0.1778346848769383
656,0.6595373816365976
657,0.0282579004379985
658,0.4244143785025915
659,0.1965785963352074
660,-0.4017857142857094
661,-0.7241917924930189
662,0.0685854835276502
663,-0.2241847407416449
664,-0.1719536518187853
665,-0.4388056853954097
666,-0.4575836707314075
667,0.265220300105122
668,0.147921935391517
669,-0.3880053650124556
670,-0.0263529862724795
671,-0.4524342406083922
672,-0.2823631624674098
673,0.2935656191346962
674,-0.2557174563350387
675,-0.0087711604245328
676,-0.3079359493225275
677,-0.3324996321906709
678,-0.0441566087724563
679,0.0235446465359891
680,0.2114537444934
681,0.4269505205287108
682,-0.1933782595956543
683,0.0468576114332478
684,-0.3055049644556617
685,0.4153990170840039
686,-0.0761168686691231
687,0.2423994626325285
688,-0.108174482516666
689,-0.029244896765521
690,0.0422702454305237
691,0.1387786081270373
692,-0.0058387341624282
693,0.1748557440111808
694,-0.2044153720359738
695,0.1050175029171568
696,-0.1636278634876116
697,0.0729948319658968
698,-0.3369074822757468
699,0.0644103525003007
700,-1.9340159271899848
701,-1.2089810017271223
702,0.1450862304954912
703,2.2320950647682194
704,0.213652387565434
705,-0.7588396749367615
706,0.3325645014214474
707,0.8351063829787198
708,-0.1251564455569534
709,-1.1555866824695515
710,-1.5760096311699656
711,-0.3156479016276546
712,-1.343532684283723
713,-0.6157290792051465
714,0.8415562963530329
715,-1.308029689608637
716,-1.2064648304120218
717,0.8352144469525902
718,1.7411555949872544
719,-0.1638479269071709
720,0.544108711263334
721,-0.3548424828662744
722,0.226825221238938
723,0.3637165215474466
724,-0.2209212415773808
725,0.052524606636361
726,-0.061697363008999
727,-0.1515019750181888
728,-0.1875544549915257
729,-0.0504679757753648
730,-0.0550863018729363
731,-0.0229578952201714
732,-0.1563577833984839
733,0.1377726750861131
734,-0.1195457262402827
735,-0.7737929756278454
736,0.3647107705092195
737,0.0738109516999569
738,0.216350580003682
739,-0.0046034157344838
740,-0.1752363384828201
741,0.0783337941203649
742,0.0
743,0.013821700069109
744,0.2114845294469126
745,-0.1611714864615925
746,-0.0460702110015637
747,-0.1938700147710561
748,-0.0831562413378815
749,-0.1202590194264659
750,0.9935602575896976
751,-0.0535148557239489
752,-0.1114349391393876
753,-0.0428779692993715
754,-0.1330986217852399
755,0.467938719258135
756,0.0759662639757189
757,0.3858098540175527
758,0.1656616273144172
759,-0.0637402796073502
760,-0.1361644185353906
761,-0.2260320709655412
762,0.1450894235474122
763,0.0465244966585871
764,0.2886125376681833
765,-0.1062202583276682
766,-0.1526800714209128
767,-0.0430821626223949
768,0.0297910371536762
769,-0.0170263482739505
770,-0.3159827490499206
771,0.2810304449648698
772,0.0680822092676892
773,-0.025537348371995
774,-0.1577287066245954
775,-0.1508042895442416
776,-0.8278425409697578
777,0.0731570061902056
778,0.168539325842703
779,-1.4876492951739697
780,-0.654691535150653
781,-0.2099088478017132
782,-1.0783002964599138
783,-0.3178120535323716
784,-0.8498000470477662
785,0.252243796562449
786,0.149363010689703
787,-0.2907830582153584
788,0.4270004679457289
789,-0.1934009259801984
790,-0.9644970414201156
791,-0.1897083234526874
792,0.2483737433471244
793,0.5645066447136351
794,-0.5915059742103396
795,0.1712429878948875
796,-1.0320964085431272
797,-0.257192415814347
798,0.683141261732212
799,-0.2620607504466931
800,-0.28729271016033
801,-0.6288707742772557
802,0.2417582417582439
803,-0.083097076938111
804,1.0352167182662473
805,0.97245508982036
806,0.4909905615406622
807,-0.6476994674471018
808,0.415338226167016
809,0.4853081019399035
810,-0.0570884871550925
811,-0.3652684603814961
812,-0.3569888351142865
813,0.6238095238095249
814,-0.3488316528886079
815,-0.4271043286303939
816,-0.2574033534605098
817,-0.5296251511487298
818,0.241254523522316
819,0.1493544035459637
820,0.1971438188200205
821,0.2206975963153135
822,-0.2211857479444189
823,-0.3957999537533362
824,0.355909375150309
825,1.6502640422467594
826,0.3885468348377104
827,0.5114481118049441
828,0.1514206822837774
829,-0.3306523681858843
830,0.0238251235928239
831,-0.0119139810567592
832,-0.5329979638280122
833,-0.0539277368326463
834,0.3552556945398258
835,0.0686157517899646
836,0.3211609373141382
837,-0.0833333333333252
838,-0.1490312965722801
839,-0.0775563775205795
840,-0.1852848006694174
841,-0.1616379310344889
842,0.4113754247898395
843,-0.383027111137702
844,-0.5294506949040343
845,0.3298153034300689
846,-0.2464682897505239
847,0.4547902579139604
848,0.1075975850319674
849,-0.4684403339138798
850,0.242558882868994
851,-0.9450800915331796
852,-0.3213957759412252
853,0.5479452054794468
854,0.4588438226531139
855,0.018404907975464
856,0.5378774181883916
857,-0.0633197648123088
858,0.049726504226759
859,-0.0497512437811007
860,-0.2221114183400483
861,0.0996241452701167
862,-0.0543699877667548
863,0.1267025657269564
864,0.5669291338582637
865,0.2365594293845355
866,0.1939877245643211
867,0.383808631231305
868,-0.1430167597765332
869,-0.0715595509638161
870,0.11168691922802
871,-0.0670570879341971
872,0.0491510277033126
873,0.0312681466922737
874,-0.2866998163329368
875,-0.6677737415672027
876,-0.9878678300972098
877,0.4201022857739311
878,-0.0731146856068596
879,-0.2145810435965858
880,-0.346620450606584
881,0.1730103806228439
882,0.2405857740585667
883,0.0052298519951986
884,0.4788424504241854
885,0.0884035361414539
886,0.2231100503294652
887,-0.2027659353228587
888,0.0103971719692296
889,-0.0520649391786982
890,0.0052530295938121
891,-0.0208084065962755
892,-0.1510888819422695
893,0.0359358155086419
894,0.1798757505653628
895,0.0025992929923185
896,-0.0572171651495519
897,-0.0520426749934917
898,-0.0859442143917452
899,-0.2009394572025153
900,-1.157229733719081
901,0.8488467392576915
902,-0.0966862969148235
903,0.8252215603661122
904,-0.6227705982106296
905,0.233358613849837
906,0.0874329680578256
907,-0.1927232377504015
908,0.3752727272727332
909,-0.0145475705557205
910,0.0755901849052189
911,0.5205923183711277
912,-0.1622247972190041
913,0.1301894980471542
914,0.0953812359096019
915,-0.3655140403805961
916,-0.186003255056976
917,-0.1717662814055649
918,0.4895996291789783
919,0.0347523892267606
920,-0.2933573440994483
921,0.0551555968416156
922,-0.0958884207467793
923,0.4771544245228554
924,-0.7106244175209686
925,0.7771533062629377
926,-0.9583536949557554
927,-0.1359286646367986
928,0.2927463948823704
929,0.1191249729261419
930,-0.0867114675915871
931,0.3456470079930797
932,0.3390925238172105
933,-0.0053827107331203
934,-0.3023431594860178
935,0.2369923516104695
936,-0.1618472162278716
937,-0.1080146899978489
938,0.2370689655172401
939,-0.0970769064825837
940,-0.1133848064359265
941,0.0647493659957937
942,0.2869849577700614
943,0.014309537898743
944,-0.0915356450570684
945,-0.0161559588561587
946,-0.0484913793103466
947,-0.1078748651564124
948,0.1131404557944119
949,-0.2322065017820535
950,-0.1473053283892884
951,-0.3689081216887002
952,0.8109228824273073
953,-0.4827235772357666
954,-0.3671970624235
955,-0.3741506871544428
956,0.5528037264235036
957,0.0381659966413865
958,-0.3369925963747749
959,0.2952705798503347
960,-0.1682814890362124
961,0.0357342938602756
962,0.2440376303076607
963,-0.1374885426214534
964,-0.214329454990808
965,-0.1661256932553056
966,0.0229967293540555
967,0.0919023792504885
968,0.2851033499643488
969,0.1626512148012715
970,-0.1501692585711094
971,-0.1401845338227077
972,-0.0739701568677371
973,-0.1149131767109266
974,0.0969437216184487
975,0.3709740880220317
976,-0.6534468614749236
977,0.2792665726375202
978,1.063601173282422
979,0.2974567310367902
980,0.630426367306318
981,0.3142227122381439
982,0.0606027216131261
983,1.785617661381966
984,-1.121689647625307
985,0.2945990180032845
986,0.0381741833451454
987,0.0653986593274862
988,-0.4708974429173814
989,0.0765990042129533
990,0.5495701382087228
991,-0.3001691862686303
992,0.1063104811230866
993,0.2040261153427638
994,0.0652457590256503
995,-0.2288828337874591
996,-0.5507000191786051
997,-0.2094297185932371
998,-0.0239468336354137
999,0.0329435018942526
1000,0.6037034887095957
1001,0.4046944556859504
1002,-0.2782770015653021
1003,-0.0812300551204031
1004,-0.2501163331782264
1005,-1.141310742440286
1006,-0.4194482188219882
1007,0.6398215543554845
1008,-0.0176128691363829
1009,-0.3209941985452283
1010,0.2672697368421126
1011,-0.6265516018441909
1012,-0.2952300778980679
1013,0.1586268126664697
1014,-0.1066540261894758
1015,-0.4403975480569
1016,-0.3643531238800703
1017,-0.3596691044239266
1018,0.429748119851975
1019,-1.0372693281871903
1020,0.5726277919352496
1021,0.5278539902182936
1022,0.273614085177259
1023,0.3142603024014237
1024,0.6948124595183458
1025,0.6358569186644206
1026,0.278565962714684
1027,0.3194190424959741
1028,0.5510083988658863
1029,0.0534673581778293
1030,0.0320701266770015
1031,0.181401056394389
1032,0.2766693269486469
1033,0.0425464021698731
1034,0.294297001352179
1035,-0.2951656650534525
1036,-0.2105150957976977
1037,0.0506045917008463
1038,0.1542389107541859
1039,0.0584702067719051
1040,0.053073395884496
1041,-0.0903967299780482
1042,0.2017087667161954
1043,0.2012498675987689
1044,0.279904937945604
1045,-0.3923439902444094
1046,0.0794659885568856
1047,0.3247524752475295
1048,-0.4109225874867475
1049,0.1535285086558272
1050,0.572124992430206
1051,-0.996941896024462
1052,-0.0107045096570045
1053,-0.2406646636826195
1054,-0.5177195685670283
1055,-0.0400776890587894
1056,-0.1667541611339346
1057,0.0894730346785204
1058,0.402544325968719
1059,-0.0953494094488195
1060,-0.3456790123456804
1061,-0.3095975232198142
1062,0.2778635381290452
1063,-0.1329335023340495
1064,-0.0026896571552865
1065,-0.2079680287493335
1066,-0.052693571384296
1067,0.0836198086035435
1068,0.1530683241337738
1069,0.0571746453626733
1070,-0.015454995054405
1071,0.2088236473502287
1072,0.0779781168130639
1073,0.3225806451612938
1074,-0.23094688221709
1075,0.6620441101578711
1076,-1.0450065312908263
1077,0.0375902660995148
1078,-0.0613691253909811
1079,-0.122889082692461
1080,0.1504116529449
1081,-0.5612387055686011
1082,-0.4992761475930832
1083,0.2028424288394798
1084,-0.0783079098979591
1085,0.0742574257425657
1086,-0.449149823548274
1087,0.1121615125781015
1088,0.0600504423715944
1089,-0.0881516207877544
1090,-0.1203514261643931
1091,-0.0762807130239271
1092,0.3580358035803507
1093,-0.0940978617762413
1094,0.3431763766959239
1095,0.3340757238307363
1096,0.0238568588469193
1097,-0.3551334743226472
1098,0.5121079793568845
1099,-0.0039699868990509
1100,-1.0455920287881928
1101,0.4636861739333201
1102,0.7348261297228549
1103,-0.0173611111111117
1104,0.4034582132564776
1105,-0.4777761691038011
1106,-0.1624177035296853
1107,-0.0696560731388794
1108,0.5742482830264931
1109,-0.0924267806596941
1110,0.034648033724071
1111,0.1326412918108524
1112,-0.3588378284523698
1113,-0.0231561884913697
1114,0.0347222222222235
1115,0.2395866408798268
1116,-0.1705991209808096
1117,-0.4939850061021644
1118,-0.1338454376163813
1119,0.5152550222891139
1120,-0.1391385007826428
1121,-0.2091442514378746
1122,0.4683705331328797
1123,0.2077322562031238
1124,-0.359045633541814
1125,-0.8053961542333559
1126,-0.3029385034838043
1127,0.3471698113207631
1128,-0.2471502067991572
1129,-0.536641665759531
1130,-0.1701997968167872
1131,0.1825310978907394
1132,0.511164917944592
1133,0.0235349493998564
1134,-0.0807564184528446
1135,-0.2022994706497261
1136,0.0808543610821039
1137,0.2687901085240101
1138,-0.2526273241713824
1139,-0.2600384992063698
1140,0.1853974246612321
1141,0.1951285156775616
1142,0.1511639625113334
1143,0.0402941472751098
1144,0.0201430154094075
1145,-0.0201470736375549
1146,0.1508750754375339
1147,-0.070457976849515
1148,-0.0285268404007304
1149,-0.0470074708301809
1150,1.5369558931470826
1151,-0.0868655774112083
1152,-0.8304826038159331
1153,-0.2159535699824491
1154,-0.0136789303076564
1155,0.4637330646064314
1156,-0.1502646451960204
1157,-0.1455870851992095
1158,-0.4493728002887853
1159,-0.4921221014198754
1160,0.3232994350282546
1161,0.0993362532171395
1162,-0.2943573951634841
1163,-0.5235125415395847
1164,0.233894225310541
1165,-0.0931902900263717
1166,-0.557688791369537
1167,0.1182089764855961
1168,-0.0086301369863023
1169,0.00913158615652
1170,0.0456370938298623
1171,-0.2332921641278948
1172,0.0045741469215949
1173,0.0342943368618343
1174,0.3440419229892894
1175,0.380128637734668
1176,-0.915939289486856
1177,0.2578534394321698
1178,0.685648199140877
1179,0.0577923328838317
1180,0.5990808622387563
1181,0.2755271844395316
1182,0.7015928052876887
1183,-0.7147923828231583
1184,0.193328795098701
1185,0.0381066441655968
1186,-0.3084966121070692
1187,-0.2573360341618388
1188,0.6175358415626055
1189,-0.5113201356228666
1190,0.0969746636618073
1191,-0.1710220276371596
1192,0.0628965215489001
1193,-0.2522206382278802
1194,0.2488582601799504
1195,0.062858704564078
1196,-0.0957461359595037
1197,-0.2289458892560044
1198,0.1300692790054554
1199,0.1503800514026388
1200,0.6820119352088662
1201,0.1090029635180683
1202,0.2717668240649561
1203,0.4497801826175124
1204,-0.6895377543202442
1205,0.4188055953322686
1206,-0.2430700725709161
1207,0.3944339111592702
1208,0.1993579996620966
1209,0.2107392733709854
1210,0.1430976430976469
1211,-0.1739045966668082
