,FANG.US
784,0.0426757708311173
785,0.1172208013640232
786,-0.2242870874719726
787,0.1918771985929078
788,-0.1067121972041495
789,-0.1710315339390664
790,-0.4078566062037088
791,0.0321888412017179
792,0.0804073974805712
793,0.3046173578452293
794,0.2345915973555117
795,0.3082810672903073
796,-0.0425396150164756
797,0.1168472487784145
798,0.1590836780146417
799,-0.0318268618714206
800,-1.3368416170975108
801,1.1229636780499557
802,0.6474043879630644
803,0.3940769047050374
804,0.2144899904671196
805,-0.1790617166049966
806,0.5461237088923281
807,-0.4891434025292422
808,0.8985575786237942
809,-0.3916913946587517
810,-0.0712673714217867
811,-0.1396412148547844
812,-0.3971817530451389
813,0.0238777459407954
814,0.1668653158522056
815,-0.018716255604457
816,-0.3160727098780094
817,0.2861912711662233
818,0.136945519499845
819,-0.0416964498451234
820,0.0416790711521245
821,-0.1013231612826245
822,0.0315790100874066
823,0.1825859402878482
824,-0.3820895522387978
825,0.7819236040937037
826,0.0865700074081926
827,-0.4357993197278875
828,-0.0318979266347699
829,-0.0531914893616991
830,-0.1918567469622754
831,0.255156283223484
832,0.0531293167569834
833,0.1379456706281785
834,0.5277601857715853
835,0.1528165674237342
836,0.1105379513632906
837,-0.126488879519332
838,-0.3455559516115922
839,0.1654699049630419
840,-0.0633981403212196
841,0.0422475707646876
842,0.3997475278771255
843,0.1889962200755907
844,-0.1051082615093486
845,0.2516250786328317
846,-0.0524493863421768
847,-0.0944981100378028
848,0.0786864606830014
849,1.0228452751817232
850,-0.3363767419509933
851,0.5879688989866835
852,0.1855807743658154
853,0.4083958590559471
854,0.2085110416074295
855,0.4810413129598103
856,-0.0377429703717607
857,0.0942684766214124
858,0.169395821569741
859,0.4963011517932401
860,0.0747638015942702
861,-0.0935656083169478
862,0.0280898876404505
863,-0.2064177143929432
864,-0.1503476790077021
865,-0.2826988315114937
866,0.0470942827540709
867,-0.4256526674233852
868,-0.2560455192034101
869,0.037918286093461
870,0.0
871,0.0
872,-0.1614128370679849
873,0.2934772318470153
874,0.0288660379233521
875,0.1569305662311178
876,-0.291220556745188
877,-0.436857315679821
878,0.4482804763816512
879,0.7306057385759792
880,-0.9115281501340574
881,0.3473149879775649
882,0.8739406779660973
883,0.0926048419103153
884,-0.3584705257567847
885,-0.5506791709775314
886,-0.6685929310576566
887,0.0
888,0.865973887556629
889,0.543262223400022
890,0.1323276432446663
891,0.211276904793359
892,0.0593863411415396
893,-0.3509468944510668
894,0.105834105040347
895,-0.2121171947500949
896,0.2380637481814476
897,-0.1191737288135638
898,-0.1669891941146608
899,-0.2048112706007438
900,-0.213929387007329
901,1.938825473749331
902,1.7219293325855298
903,-0.0785810507409153
904,0.2686968204209526
905,-0.9950248756218856
906,0.0621504039776335
907,0.8014796547472136
908,0.7233474293345267
909,-0.0779596837064185
910,-0.3352329869259262
911,0.0670016750418785
912,0.0446478401607392
913,-0.5161000785369774
914,0.0896760452864009
915,0.4463787523713934
916,-0.5836794253002536
917,0.3573445774777745
918,0.0285123273886152
919,0.0167691447736171
920,0.1116694584031204
921,0.1338240214118485
922,-0.167560321715824
923,0.1337574004433307
924,0.0112660345789274
925,0.9954751131221669
926,0.6026805792929762
927,-0.6458645295980568
928,-0.533903704377892
929,0.5611367544574083
930,0.1806847953744718
931,-0.3535811423390758
932,-0.1589103291713935
933,-0.6167199634536291
934,-0.3392005867253433
935,-0.0596248222721622
936,-0.5580665990222341
937,0.3126436781609227
938,0.0367680853019636
939,-0.1841790220093957
940,0.2663482733284276
941,-0.110334681868325
942,0.2284215064811118
943,-0.1460725769407496
944,-0.3504197938783006
945,-0.0552532054238529
946,-0.734064300315919
947,0.3333950731616961
948,-0.0648688722083286
949,-0.3067484662576671
950,0.1564595440321834
951,-0.7566885866138088
952,0.2695175635612228
953,-0.9248345271556768
954,-0.5103435705823405
955,0.2635884384657262
956,0.0771990372826011
957,-0.3051835656372488
958,0.0728265817023198
959,-0.2555444008396469
960,-0.2195188877709639
961,-0.1190476190476148
962,-0.2432643319410662
963,0.1329299596626292
964,-0.5577321963586117
965,-0.9163643129593446
966,-0.986471251409242
967,-0.2259887005649669
968,-0.0848176420695536
969,-0.1462885187107745
970,0.2494822067407273
971,0.421861816818227
972,0.6519511967961282
973,-0.2146723912637707
974,-0.0280085893007199
975,0.4049038353391063
976,0.5592215635834918
977,1.422271223814781
978,0.0870245321054357
979,-0.2639717252043186
980,-0.2716660003300307
981,-0.6629877369007838
982,-0.0669344042838044
983,0.3557136505113308
984,-0.1447178002894305
985,0.1888888888888907
986,-0.1335113484646245
987,0.1887840088839552
988,0.0776742121615705
989,-0.0104316251362208
990,-0.412970804546479
991,-0.3354203935599252
992,-0.0335532938150107
993,-0.1792717086834696
994,-0.1346348030966055
995,0.0896760452864009
996,-0.0841420317495805
997,0.1400403316155052
998,-0.011092424546305
999,-0.5974977457168671
1000,-0.2706449270578893
1001,0.2042160737812926
1002,0.7843137254901886
1003,-0.5652688313395646
1004,0.0262846628992117
1005,0.0394114555964281
1006,-0.0492886011895094
1007,0.1803988454473928
1008,-0.0919238345370888
1009,-0.3293807641633728
1010,-0.0923117499670412
1011,0.0527217609068225
1012,0.1316309069369413
1013,-0.3964583058015027
1014,0.3161638782769002
1015,0.0
1016,0.1972127267946433
1017,0.0328579877768173
1018,-0.3229162408804669
1019,0.3153259726603464
1020,0.0394166338194733
1021,0.1836065573770499
1022,-0.1707829742511763
1023,0.0
1024,0.0
1025,-0.1099438064989047
1026,0.4862630683199679
1027,-1.3662134802523174
1028,0.6837596377432231
1029,0.1600664703510468
1030,-0.6530562046488645
1031,0.0491702519975317
1032,0.3430111478623069
1033,0.3783256041005641
1034,0.1401498994576919
1035,1.4354354354354273
1036,0.25161754133716
1037,0.005990534954783
1038,0.4769570142490806
1039,-0.188155183227308
1040,0.0507462686567211
1041,-0.0836520076481754
1042,-0.1436093824796608
1043,-0.2158791076996963
1044,-0.3369434416365838
1045,-0.042135676879548
1046,0.5768017724176433
1047,0.4801667659321133
1048,0.2732240437158517
1049,-0.0356506238859193
1050,-0.0365230094959789
1051,0.4777235434624654
1052,0.4445822994210014
1053,1.4569536423841127
1054,-0.0407705636530488
1055,-0.112244897959183
1056,0.5379072363747094
1057,1.1834319526627146
1058,0.647668393782389
1059,-0.299820107935236
1060,0.5861897665176388
1061,0.8178951517540384
1062,0.0295537385479274
1063,0.3044588489491142
1064,0.1666830081380544
1065,-1.7661145479944085
1066,-0.4309049002906028
1067,-0.4024549753496385
1068,0.3709900050220415
1069,-0.362273641851095
1070,0.5005005005005005
1071,-0.3112762325534715
1072,0.2603905858788091
1073,0.0800560392274717
1074,-0.3413997389296148
1075,0.4160230117722141
1076,-0.3814634636711279
1077,1.3667144846208985
1078,-0.4173286728100894
1079,-0.0741997032011799
1080,0.2853820949159666
1081,0.567524960588551
1082,-0.2740014753925652
1083,-0.7538755574431872
1084,-0.2554822226953471
1085,-0.4630669361651991
1086,-0.480335267569313
1087,-0.0752769114958677
1088,-0.1615682895303656
1089,-0.0700619779035276
1090,-0.0053896733858032
1091,0.2794797377190208
1092,-0.2802630160612322
1093,-0.3461330448891219
1094,-0.3255561584373273
1095,0.3905468845427531
1096,0.0634114723992519
1097,-0.1514659742507696
1098,0.1997516600982433
1099,-0.0161987041036723
1100,0.7215351681015104
1101,0.5460463335248004
1102,0.8981089115173081
1103,-0.2854243308385241
1104,0.4294556018693993
1105,0.7148231753197809
1106,0.7715281234445055
1107,-0.0248941996514762
1108,0.0373273609555818
1109,-0.2119700748129697
1110,-0.1999000499750082
1111,-0.4896421845574395
1112,-0.0526328351009664
1113,0.1779310344827671
1114,0.3000375046880796
1115,0.0999125764955642
1116,-0.1000125015626932
1117,-0.087587587587579
1118,0.2122612061430911
1119,0.1496072808876578
1120,-0.722044327243032
1121,-0.0816890787985571
1122,0.1067101876843989
1123,0.0564617314931012
1124,0.1753507014028063
1125,-0.9186732424330364
1126,-0.4321856941679145
1127,1.3036184998801814
1128,-0.904342779765937
1129,0.4621161066718051
1130,0.2305254058207616
1131,0.7436361902945954
1132,-0.219759220332509
1133,0.028656032094757
1134,0.2001906577693116
1135,0.074872402565851
1136,0.2483846446218118
1137,-0.5637840420449012
1138,0.3048490044774632
1139,0.1331937969745985
1140,-0.1524535493091916
1141,-0.0877377024166003
1142,0.1352380952380913
1143,-0.0285795941697638
1144,-0.1335495564246881
1145,0.0095383441434615
1146,0.6820765441455086
1147,-0.2183613405487553
1148,-0.1997716894977109
1149,-0.0571102227298708
1150,0.1391325388663661
1151,0.3916606411183451
1152,-0.594011395320656
1153,0.698206332009147
1154,-0.1808972503617842
1155,0.1925854597977811
1156,-0.4230629759458411
1157,0.8808461490537276
1158,-0.8379685785945775
1159,0.7653758542141111
1160,0.5425386037083387
1161,-0.5093480345158163
1162,0.2629691608893125
1163,-0.0239120038259158
1164,-0.2096687234169977
1165,0.0419161676646665
1166,-0.0839026728994284
1167,0.1376503680651084
1168,0.1493964383889088
1169,0.4817127564674411
1170,0.1839014411746871
1171,0.2547220084078305
1172,-0.1720047449584769
1173,-0.1901592583788882
1174,-0.2621544327931349
1175,-0.1818181818181779
1176,1.5035262856867828
1177,0.2753655541913206
1178,-0.708183453237421
1179,0.2355052147583357
1180,-0.6206273978785795
1181,0.2364066193853357
1182,0.5374538125629873
1183,0.1788308930367683
1184,0.5557408024897188
1185,0.3433761630482967
1186,-0.0655058861084303
1187,0.1649883810999272
1188,0.1877623149988974
1189,0.1984126984126902
1190,0.4444444444444456
1191,0.2910571062796176
1192,-0.033931698774087
1193,0.1093374152634969
1194,-0.3070848870366164
1195,0.1314348302300003
1196,0.0875465090829484
1197,0.7956540289145178
1198,-0.3506879759453535
1199,-0.3289977046671788
1200,0.3547125181950484
1201,0.5248868778280528
1202,0.1970769033456071
1203,-1.047914575157436
1204,-0.1462389178320049
1205,-0.4037808571166355
1206,0.1923429199487158
1207,0.4286365709074317
1208,-0.0730126859541959
1209,-0.1315957816241032
