,ISRG.US
526,-0.520255755448113
527,-0.8448094066523967
528,0.7389787503964536
529,0.0602237788836442
530,-0.3677616802509415
531,0.1416862570684298
532,-0.291846149924818
533,-0.2728347337145766
534,-0.1760225308839531
535,-0.2103885774396718
536,-0.1310228776220608
537,-0.0398365416741703
538,0.0
539,0.2163829111996589
540,0.1398919278836414
541,0.0831616790982686
542,0.4052039399074848
543,-0.1646458200382851
544,0.2031601271183777
545,-0.2227612178464293
546,-0.0102135917372095
547,-0.019792750745417
548,-0.0555782695354498
549,-0.5640570995387306
550,-0.0606729178157668
551,0.4174447984180989
552,-0.4413549597263662
553,-0.0869673251335563
554,0.2691484308853043
555,0.1971695520747383
556,-0.1954899639307193
557,-0.2726929122206065
558,0.1179439097702936
559,-0.0641008483221635
560,-0.0753054884363096
561,0.0207067918277163
562,0.1708836337577874
563,-0.4596578966823282
564,0.0277085755411608
565,-0.0359981170215699
566,-0.1997724813406871
567,-0.111108024777099
568,-0.1056641548257919
569,-0.0709565217391291
570,-0.0668272376682888
571,0.0653922141525485
572,-0.2916346891788225
573,0.0739005549513333
574,0.2503546691145885
575,-1.3191620704000486
576,0.600264116211133
577,-0.2728622446932257
578,0.0106993353037997
579,-0.5513642904210571
580,-0.0672847896004629
581,0.5100947892679197
582,0.2297499465697835
583,0.2165901381511866
584,0.3909932157034625
585,-0.1888825336862784
586,0.0892404461889462
587,0.0356701606153623
588,-0.2383679122166835
589,-0.1239983466887193
590,0.1451204899480803
591,-0.0906159217504948
592,0.0872083347202458
593,0.0326092743438221
594,-0.1399496181374796
595,0.0626048965021215
596,-0.1240314212934028
597,-0.3734839763326234
598,0.2003954470154438
599,-0.3512535192385044
600,0.2475760717117002
601,0.2954838395875325
602,-0.6277148975221775
603,0.3116473199903996
604,0.0993273378664947
605,-0.3215198229807204
606,0.0110013690592645
607,-0.2653462676872072
608,-0.0257446012958021
609,-0.0705408953173169
610,0.0465966082574089
611,-0.0355732194990264
612,0.1237396322115079
613,0.1107528131826409
614,-0.49006948287524
615,-0.2515071938454665
616,0.3782900797111289
617,0.2493185089895516
618,0.1681751467710371
619,-0.3596548295628983
620,0.4551591835238512
621,-0.1327525663456994
622,-0.0428417547982654
623,-0.118874005808898
624,0.3370992366412202
625,0.4941794968081056
626,0.0075097626914921
627,0.2950117555445778
628,0.013475878178066
629,0.2360181644359525
630,0.0865645801617753
631,0.2322880371660947
632,0.0714221944469101
633,0.2256599067668421
634,0.0889970037675263
635,0.1599383941000564
636,-0.0325906612941495
637,0.1981134865016753
638,0.2153900625516399
639,-0.0147549207660788
640,-0.0664412585450908
641,0.0663971434473464
642,-0.1655286571487695
643,-0.2926276277122004
644,-0.0082716909530198
645,-0.3376368396001876
646,-0.0684666448367273
647,0.1693907875185715
648,-0.2174107275813855
649,-0.3077014996713786
650,-0.4749487800335325
651,-0.2360346184106978
652,0.2208768545006943
653,-0.11056052855924
654,0.1502959366894986
655,0.0279233039916925
656,-0.0538811023674388
657,0.318940137389594
658,0.0755337052595378
659,0.0344421041476229
660,0.0357540123947218
661,0.1758119737207419
662,-0.3535303286571769
663,-0.0650441038847271
664,0.5560707414386526
665,-0.0221025083706375
666,-0.0383177693537014
667,0.1898408764320384
668,0.0105456031425951
669,0.0915310711769231
670,-0.0401844532279248
671,-0.0837327672031265
672,0.2020002631925211
673,-0.0816563059740813
674,-0.006585619640946
675,-0.1281939224426762
676,-0.1327401356575132
677,0.6708394911472363
678,0.1157775912472239
679,-0.3339722367427642
680,-0.5724633448215374
681,0.0817136520165848
682,0.1951475257041211
683,-0.4843784297943873
684,-0.2097020178320131
685,0.093764650726674
686,0.4027315706531408
687,-0.1563755937157544
688,-0.3269698835811293
689,0.2136126880084327
690,0.0584897935310255
691,-0.1068579374954282
692,0.1666543911766115
693,-0.1889311859443597
694,-0.0410124209046128
695,0.2833523208599803
696,0.094847587223297
697,0.2590635870119033
698,-0.3080381908960865
699,-0.5755733709218092
700,0.1115000000000009
701,0.0609628126842639
702,-0.1942583636236249
703,-0.0340568749812104
704,0.0820697592953947
705,-0.196552311996703
706,0.0641692279739261
707,0.2049945993519252
708,0.0149995500134973
709,0.0149973004859102
710,-0.0770454568195217
711,-0.0921391300864264
712,0.0560532505880532
713,-0.1503684025863365
714,0.0280608921359436
715,0.0030064337682613
716,0.0200589102741493
717,-0.0160537127968766
718,0.0120238071381339
719,0.2359103540654565
720,-0.0630157539384841
721,0.0449910017996446
722,0.0649447969226135
723,0.2073923404424962
724,0.0109666613494988
725,0.2194498722380764
726,-0.2214422367172187
727,0.0842878429837814
728,-0.2096530920060311
729,-0.0724506429994593
730,-0.2785009384270799
731,0.2235109339132563
732,0.0905305087814627
733,-0.2632295543251352
734,0.1238970143841487
735,0.0996226415094291
736,-0.254229593535297
737,-0.3675577156743731
738,0.009112170822838
739,0.2039614786155789
740,0.0157677308132971
741,-0.089430381078626
742,0.1502274422464728
743,0.1059922342323424
744,0.3133189314725995
745,0.1227705392500097
746,-0.1155900059102601
747,-0.0664691781897345
748,-0.0492218754581852
749,0.2361250417920418
750,-0.0192698442821003
751,-0.0926311385387864
752,-0.1550436322113521
753,0.0795536620853517
754,-0.1236702824503551
755,-0.0513809953232817
756,0.2494652448368007
757,0.0945712942160077
758,-0.2115338297048051
759,0.157877127681831
760,-0.1262517875201277
761,-0.0653670085165694
762,0.0873938321933796
763,-0.1903253882533115
764,-0.2685464921114424
765,0.0690071594927782
766,-0.0997764623487728
767,-0.0691237603325647
768,0.2910065572201398
769,0.1767797419971246
770,-0.0769822940723694
771,-0.0176947135847524
772,-0.0535910809129571
773,-0.1207255027833926
774,0.0320873542300267
775,0.1229300398924581
776,0.2157373731588334
777,-0.0076373044134003
778,-0.0965140279795114
779,-0.150252174828448
780,0.1462100072627166
781,-0.0726799785785317
782,0.1975662133142387
783,0.0047719030349259
784,-0.1060485912734333
785,-0.0191115060822411
786,0.0448918774356257
787,0.1363996222779751
788,-0.4243457603739667
789,0.7720306957549867
790,0.54531410322923
791,0.1019262330482843
792,0.3677651810712857
793,0.2084049009504107
794,0.4389215071538531
795,0.1297976750276089
796,-0.0928801390352934
797,-0.2582222653862183
798,-0.327273144114817
799,0.1385120826035734
800,0.3376952300548667
801,0.1401294203426925
802,0.0660336543935197
803,0.0489092820440575
804,0.0079878021027718
805,-0.0461047203264995
806,-0.0267592803461512
807,0.266878655385828
808,0.0442708924557972
809,0.0170243675447431
810,-0.0070826385007717
811,0.0450860821964373
812,-0.3992391106251134
813,-0.259235996117168
814,0.1848373729243074
815,-0.2101216913302409
816,0.3779799402771912
817,-0.4774720893141909
818,0.0826668525840789
819,0.5251008094478583
820,-0.119032267663897
821,0.2098490472655287
822,0.046501503878426
823,0.1748165413979379
824,0.0828950095230607
825,-0.1047151451687849
826,0.3102164621535894
827,-0.0852590544623021
828,-0.006900052736111
829,-0.0399376775007861
830,0.0207041378698323
831,-0.0345188078189941
832,-0.2590673575129538
833,0.2121424413154782
834,-0.1175564073181387
835,0.2493077521900624
836,0.07778653012998
837,0.1327498893750944
838,0.1266891891891856
839,0.6106988711323907
840,-0.0173150868142742
841,-0.3571257370212243
842,0.0993690662899334
843,-0.7089547739905226
844,-0.3120426700209288
845,0.7419056651340429
846,0.2610247015577607
847,0.0
848,-0.2990344430033156
849,0.556524231494982
850,0.0059709334957372
851,-0.048985638844413
852,-0.2095231253666654
853,-0.0622970852152222
854,0.1835586460905557
855,-0.1610971373817256
856,0.0867614061331366
857,-0.2056576848820654
858,0.085068653998231
859,-0.0989451843678656
860,0.184954629252768
861,0.0394892720810759
862,0.2530467062151619
863,0.4704484704484747
864,0.1103897810602717
865,0.5658133730578655
866,-0.1754087416386359
867,-0.1035196687370552
868,0.0052412274954746
869,0.0209605156286951
870,0.4966434204523164
871,-0.5427065024519351
872,0.2566628212125245
873,0.1639197706689434
874,0.1708705735205865
875,-0.0580110677295427
876,-0.1651802619380262
877,0.0221932114882453
878,0.2292383036365519
879,0.4040862656072656
880,0.0077827573011921
881,0.0907164656865027
882,-0.3609239653512963
883,0.1772209419325533
884,-0.1527859046876104
885,0.1363459291001257
886,0.0467253329179988
887,-0.3137816548401904
888,0.2286278432340436
889,0.3275511523228631
890,-0.1412279772622876
891,0.0294138409770101
892,-0.0459066564651992
893,-0.3638640471605523
894,0.1863097694711311
895,0.1060133105601143
896,0.1487858953323555
897,0.1239324773573543
898,0.1723854867837825
899,0.0609427372664817
900,0.2035087719298256
901,0.0654542054326926
902,-0.0140278686991362
903,-0.0046761748889498
904,0.038563565610653
905,0.0799845869117128
906,-0.0981795868275625
907,-0.0415097869554054
908,0.1517769579227519
909,0.0408463360836559
910,0.1514851369775166
911,0.0104863328129042
912,-0.1248264678775926
913,0.2699212341915669
914,0.3850451773570431
915,0.0516957481842631
916,0.0204188414859916
917,-0.0664053022079739
918,-0.3189935688846766
919,-0.2240525913704449
920,-0.191033639930535
921,0.002572777441885
922,0.4456681821092423
923,0.0486412452158769
924,-0.0153627530053391
925,0.1278592525348096
926,0.277958408241843
927,-0.0548567346209718
928,-0.0561639988767269
929,0.2762255120355494
930,-0.2693112778883971
931,-0.1636410125287615
932,-0.1805863292306614
933,-0.0512564230705131
934,0.1867365863017249
935,0.0127885414668486
936,-0.0409400867418151
937,0.3340771437679317
938,-0.7683708738612587
939,0.8817965460425906
940,0.6728088253121501
941,0.4735619702590997
942,-0.1873621226315154
943,0.4976470765113505
944,0.2820342447023431
945,-0.0091761001574308
946,-0.1276084671971209
947,0.018012068085618
948,0.2545214995807779
949,-0.0944117250370896
950,-0.1816598606773845
951,-0.0751224495928363
952,0.0330429558425824
953,-0.0038451463438576
954,0.2734571599760348
955,0.0149767859817317
956,0.0179689137791627
957,0.271787826294716
958,-0.5918581943818448
959,-0.0902119981957634
960,-0.1913140412454968
961,-0.3704375699295481
962,0.2979995079571093
963,-0.3899633766155223
964,-0.3109034021149339
965,0.0405791937606983
966,-0.036633663366337
967,0.4072456193979071
968,0.0478013827905179
969,0.1785661580236652
970,0.1154671999449755
971,-0.2428236499399129
972,0.1534375922100972
973,0.1178897730621801
974,0.1383288695293844
975,-0.0156993573075571
976,-0.0166833500166793
977,0.3520506953001254
978,0.0068547394656208
979,0.2399644916155288
980,0.0058526878469105
981,0.2287060105885928
982,-0.2414528142666818
983,0.0891847635385359
984,-0.0653473651357248
985,0.0696877695527941
986,0.1182804073129337
987,0.0991986306698807
988,0.1737813461743797
989,-0.4333462274309711
990,0.4050395668471456
991,-0.0416666666666643
992,0.0577790964598539
993,0.0982839313572594
994,-0.3423013504205686
995,-0.0610879928156381
996,-0.0373245924354039
997,-0.0708446581643277
998,0.1565598580523953
999,-0.0198348487853821
1000,0.0302650803590145
1001,-0.2673586949128665
1002,-0.1241539718793815
1003,-0.0823131569979376
1004,0.1502444744584455
1005,0.0167491913281028
1006,0.2120547372819359
1007,-0.1160857151821186
1008,-0.1382387131232576
1009,0.0157064773512572
1010,0.01675076948847
1011,-0.2782064606888998
1012,0.202208578672764
1013,0.1600435150995274
1014,-0.4232155697002737
1015,0.732448072353796
1016,0.1845671279251081
1017,0.0219902095762599
1018,0.0186403980441859
1019,0.2208063485402033
1020,0.1970490242741491
1021,0.3859392927923169
1022,0.1788993430891941
1023,-0.0956937799043053
1024,0.1589208517400947
1025,-0.0738391631561698
1026,0.0633857448298114
1027,-0.2546628917753793
1028,-0.2805822795645786
1029,0.0727082640308035
1030,0.0731299623903033
1031,-0.0503615579775532
1032,0.0180508844933237
1033,-0.100806451612898
1034,0.1713621152066136
1035,-0.210729609650764
1036,-0.0999942860407933
1037,-0.0648001677180655
1038,-0.3298499899610916
1039,0.0207715693864787
1040,0.0811320754716958
1041,0.288473598394576
1042,0.1727850954074217
1043,-0.1146954303585596
1044,-0.1054051510493499
1045,0.0219545853719819
1046,0.0363686527295255
1047,0.0651702572971866
1048,0.1664080876833042
1049,-0.6409368507209006
1050,-0.0730874403014135
1051,0.0226771653543244
1052,0.2463208958037521
1053,0.1424367348731548
1054,-0.08478088850372
1055,-0.0892565308123504
1056,0.0490042093359284
1057,0.0866246516182415
1058,-0.1244422097919689
1059,0.1963330259749289
1060,0.2009465144230792
1061,0.0168991869613372
1062,-0.0853448208898851
1063,0.0771416767861309
1064,-0.0814122889707728
1065,0.3422255028152714
1066,0.1996895071687298
1067,-0.1322864214389254
1068,0.7262252024352751
1069,-0.4059063012699801
1070,-0.1460475871721591
1071,0.1816204921368658
1072,-0.1819509523519752
1073,0.0243353409989712
1074,0.128689806527814
1075,-0.2013990782400102
1076,-0.2508544921874939
1077,-0.0219774852873023
1078,-0.1185746592506604
1079,-0.2758028928658985
1080,-0.0226822704339603
1081,0.8316564432096628
1082,-0.18210387838628
1083,0.5023603056580656
1084,-0.1401784088840309
1085,-0.1434179661387828
1086,0.0692302086622841
1087,0.3196203297900659
1088,-0.6274137153856435
1089,0.019910286591016
1090,0.4256659047441313
1091,0.4018863103119888
1092,-0.1320066759323456
1093,0.0842504038209037
1094,0.2179937616678836
1095,-0.4086622424030726
1096,0.3526927628373294
1097,0.0139201447694929
1098,-0.1999209614803349
1099,-0.142005773349477
1100,0.1603718768158042
1101,-0.0744307212802068
1102,-0.1724178102938113
1103,-0.0454550752339754
1104,0.0011655011655001
1105,-0.0380914271203218
1106,0.0124390869453627
1107,-0.1178846131400482
1108,-0.1098348971174112
1109,0.1213719700771369
1110,0.2456401778854005
1111,0.0581747102899427
1112,-0.1596531913157992
1113,-0.1190073387858896
1114,0.0087875006590678
1115,-0.1155425219941364
1116,-0.2941176470588235
1117,-0.2736881842204665
1118,-0.1654298813631395
1119,-0.2808356341316022
1120,0.1668007381819999
1121,0.0177416111748468
1122,-0.3596695313612806
1123,-0.2463200733010519
1124,-0.3127424649358405
1125,-0.2045356681498536
1126,0.0526013771997004
1127,0.3603313857570803
1128,0.1872592381224194
1129,-0.0838911200357032
1130,0.1835091220068366
1131,0.0700288423876312
1132,-0.289258165888957
1133,0.1509478813811115
1134,0.1282005626580163
1135,-0.0011870563376927
1136,0.0972439637588409
1137,0.2967780076854852
1138,0.3816299367483726
1139,-0.5023809523809556
1140,-0.8403361344537815
1141,-0.2262007892963705
1142,0.598594707729107
1143,-0.6324695800787121
1144,0.1886021815386153
1145,0.1313682088934374
1146,0.1885979092574685
1147,-0.2424708014740282
1148,-0.2177365027427652
1149,0.2070815901465204
1150,0.1905115654898521
1151,0.0173706782950357
1152,0.0407146620683086
1153,0.4233094451665161
1154,-0.1947431302270006
1155,0.288294298444159
1156,-0.1610843962914683
1157,-0.0692545582633871
1158,-0.0513702721429842
1159,0.0071674311926676
1160,-0.0071679449501898
1161,-0.1879136793977111
1162,0.1123823870497161
1163,-0.053829038972216
1164,0.3073022172612764
1165,0.4253742607407032
1166,-0.1511674247942093
1167,0.2631615016653288
1168,-0.1509972683221489
1169,0.0891461173437168
1170,0.2298787663172961
1171,0.1444913937100135
1172,0.0112711077108013
1173,-0.3372172721041859
1174,0.2747740974149349
1175,0.0833196743703236
1176,0.0859774820880239
1177,-0.1462387929149423
1178,0.3703703703703741
1179,0.0068078153720563
1180,0.0190582501803708
1181,0.1142188923486828
1182,0.0285465716926807
1183,-0.0081568286250231
1184,-0.1259094404856794
1185,-0.0865099043622777
1186,-0.0572519083969409
1187,0.164668417686194
1188,-0.1130821003296993
1189,-0.5246217760574029
1190,-0.6105650579894111
1191,-0.2976062726245211
1192,0.2027615552668131
1193,-0.3877441318760137
1194,0.0734525476202506
1195,-0.4110286503279251
1196,-0.1108695339159957
1197,0.2635188017433938
1198,0.1541395428866295
1199,-0.0025093113374166
1200,-0.0261753822322946
1201,0.0637841944199488
1202,0.0608804022404085
1203,-0.2498743447978759
1204,0.2835335729526181
1205,-0.3542353761146245
1206,-0.0524083016475215
1207,-0.2711138663821665
1208,0.6189643808923474
1209,0.6943456361515032
1210,0.2934506663110509
