,PCAR.US
186,0.3111710403485086
187,-0.1974641446684657
188,-0.2239466694443033
189,0.3477268009134398
190,-0.1559413660463725
191,-0.1874804707842856
192,-0.0104166666666719
193,-0.208768267223385
194,0.2810450713021714
195,0.290607161390764
196,-0.1975873544093154
197,-0.28157263531129
198,0.0
199,-0.629656837023816
200,1.122994652406414
201,-0.5917159763313579
202,-0.2048296679603252
203,-0.1781953669204668
204,-0.1135257865715255
205,-0.3254149040026002
206,-0.589198036006538
207,-0.3558718861209995
208,0.0601882249945202
209,-0.0985869208018284
210,-0.4677268475210602
211,-0.5755714206652234
212,-0.6181089208152273
213,0.1612275532328859
214,0.9853572608169064
215,-0.3313818623660634
216,0.1984345717120412
217,0.0881154312149052
218,0.1978674288226806
219,-0.3087440732164529
220,0.3844463971880585
221,0.7954669281900293
222,-0.2184121437151936
223,-0.1969580916949257
224,-0.2193222941111995
225,-0.2446183953033128
226,0.1465559355153765
227,-0.6144015728680265
228,0.1717369970559379
229,-0.2706027060270589
230,0.5017745685962509
231,-0.2761244400809895
232,-0.2522145669291317
233,-0.1231830500123113
234,0.1476014760147482
235,-0.3084515731030228
236,-0.0493766201703395
237,0.2094111850209432
238,0.2151066314301483
239,-0.0676506765067734
240,0.1719056974459732
241,-0.0491400491400393
242,0.1594505090150809
243,-0.3451093913077728
244,0.0004923076923065
245,0.2210487535306481
246,0.1593918587542857
247,-0.0245278390973706
248,-0.0122654237703975
249,-0.542606979898875
250,0.831691836288018
251,-0.4982018542347033
252,-0.2116052240039756
253,-0.1545339146752034
254,0.4231699274565894
255,-0.0164898587368774
256,0.0054963174672919
257,0.0219804374107001
258,-0.1375667198591317
259,0.0494995050049518
260,0.3726027397260311
261,-0.0657966882333614
262,0.0712289737548602
263,-0.0274032664693538
264,-0.1976935749588213
265,0.1973035185794221
266,0.0876136239185174
267,0.2403583524527464
268,0.0109241861481375
269,0.1744820065430715
270,0.0327046767687791
271,-0.0982103884766514
272,0.2394948835183963
273,-0.0217770034843162
274,-0.1963779183940724
275,-0.0581395348837176
276,-0.4027785885237275
277,-0.2400236863940175
278,0.5587105783777577
279,-0.0815280689494612
280,0.3134796238244468
281,-0.0174185681936951
282,0.3125542628928752
283,0.0751879699248094
284,0.0578034682080892
285,0.0577700751010943
286,0.1499769266266839
287,-0.0519420557511418
288,-0.0808640905677899
289,-0.1040763226366041
290,0.1731601731601797
291,0.063451776649754
292,0.1037224847297328
293,-0.2194502194502168
294,0.0230946882217044
295,0.1614018907078632
296,-0.0519061076186651
297,0.0288284132841393
298,-0.0461467466543516
299,-0.3356870008102862
300,-0.5916230366492123
301,0.2194128095287783
302,0.633305647840531
303,0.1347848626231308
304,0.0518134715025877
305,0.4692898767469427
306,0.1081805069029507
307,-0.216830149716064
308,-0.0516528925619805
309,-0.2381692036864491
310,-0.0777242344162792
311,-0.494688606540313
312,-0.1878130217028303
313,0.135458997603413
314,0.1456664238892941
315,-0.1563151313047162
316,0.0208376745155347
317,-0.1774345057927165
318,-0.2721088435374203
319,-0.3360285624277992
320,0.1258521237545782
321,-0.1049868766404139
322,-0.0630318310746951
323,-0.295016331261196
324,0.1787968026924712
325,-0.2004008016032084
326,0.3172737955346604
327,-0.2591894439208281
328,-0.6641366223908947
329,0.2779256105493626
330,-0.0059136605558955
331,0.3418198962753492
332,0.1823636684510866
333,-0.0765336159189894
334,0.2817893624515614
335,-0.176429075511651
336,0.1057455058160068
337,0.1876392635158867
338,-0.1644543639140145
339,0.0447350592534059
340,-0.2626405321090144
341,0.0764615927538077
342,0.398359695371985
343,-0.0527518902760535
344,-0.1232394366197229
345,-0.0352236703064472
346,0.199203187250998
347,-0.0644896523421549
348,0.082010427040018
349,0.0877911740606377
350,-0.0105943426210457
351,-0.500425894378193
352,0.0
353,-0.4333003973702642
354,0.2189500640204918
355,0.2554278416347327
356,-0.3738916782394982
357,-0.2570418764056922
358,-0.3978494623655962
359,0.2787904782329027
360,-0.4530404117217554
361,0.3120369376140854
362,-0.670197816452265
363,0.3124999999999914
364,0.1183941448713803
365,0.3432371554220823
366,-0.0751395448690504
367,0.2008623691046895
368,0.45057054495041
369,-0.1174460815716414
370,-0.1497005988023958
371,-0.3648851684910809
372,-0.4961173425366781
373,-0.0863557858376492
374,0.0862812769628972
375,0.694017299375292
376,0.2874940105414579
377,0.0478927203065038
378,0.1434720229555291
379,-0.2997961386257345
380,-0.0720028801152073
381,0.2155430487366864
382,0.2495254954377086
383,0.0132568971694721
384,0.1550202718817021
385,-0.1060030177435756
386,0.1773117254528223
387,0.0952380952380932
388,-0.1370924479942717
389,-0.0656089705356159
390,0.125096801096091
391,-0.0417163289630471
392,-0.2629063097514326
393,-0.1003635337055195
394,-0.109095263756675
395,0.0299293666946075
396,-0.1318628626228715
397,0.0239693192713279
398,-0.1440230436869954
399,0.0479846449136351
400,-0.7671433044567367
401,-0.2406361163423352
402,-0.1676797317124256
403,-0.5638404384254588
404,0.1525833947174534
405,0.5077736481180961
406,0.036630036630033
407,-0.0942803268384699
408,0.5210504376823677
409,0.4719182699787507
410,-0.2651830282861997
411,-0.386261613947166
412,0.0313087038196482
413,-0.0469851213782171
414,0.0469630557294797
415,0.1354872329338297
416,-0.1670320492744509
417,0.7974316487158202
418,-0.5100447590298836
419,0.4455958549222868
420,0.1035196687370541
421,-0.0414250207125021
422,-0.3533568904593675
423,-0.0519912654673985
424,0.0623506183103006
425,-0.6735086593970445
426,0.2452810067185558
427,-0.8984774304621442
428,0.3271128271128192
429,-0.0321853878339246
430,0.042895442359256
431,0.4005340453938585
432,-0.0373971578160023
433,-0.235621720038555
434,-0.2792396090645528
435,0.2998179676624918
436,0.2243589743589677
437,-0.1176596427425387
438,-0.3380735175744542
439,-0.1989461232390604
440,-0.0968783638320658
441,-0.2049401359076819
442,0.0646760806295163
443,-0.0647179376550558
444,-0.2866569311482509
445,0.2965918895599716
446,0.20449897750511
447,0.4286785982209899
448,-0.3117609116319139
449,0.1824230067603838
450,0.4341864716636145
451,1.2858109632303187
452,0.0112777715123549
453,-0.1694532309082757
454,0.3489812000450324
455,0.1012145748987892
456,0.0337268128161901
457,0.5367326400536777
458,-0.2466091245376225
459,0.3574220931531413
460,-0.3699551569506707
461,0.1231664987123496
462,-0.0616211976920137
463,-0.1458625525946653
464,0.1176734282192132
465,0.335083212331059
466,-0.2014549524342549
467,0.0335645558290458
468,-0.039173988471651
469,-0.106442577030811
470,-0.0336247478143926
471,-0.3430242366304815
472,-0.0506357600990229
473,0.2133393218055218
474,0.3691688108289498
475,0.0688784295718083
476,0.2861721611721611
477,0.2398081534772111
478,-0.2174410620279214
479,0.125728654703394
480,0.0801734121210319
481,-0.1718338862830318
482,-0.1719000687600177
483,-0.1147315282239657
484,0.1489288578302321
485,-0.1032110091743158
486,-0.0803397222541115
487,-0.1379151821629586
488,0.3207698476343236
489,0.1943745712325491
490,0.5118871573199896
491,-0.0227557173739856
492,0.0625390869293224
493,0.028418779129255
494,0.0113662195953683
495,0.1248722897037114
496,0.0453874957449132
497,-0.0965415412573045
498,-0.1364799545066869
499,-0.2108502393435175
500,-0.4374931641693004
501,0.6303662645364616
502,0.0434546442150918
503,0.1518602885345488
504,0.1840623646600278
505,-0.5443065534509035
506,-0.4483324220885692
507,-0.0328155764602943
508,0.152905198776759
509,0.0109206071857495
510,0.3319727891156537
511,0.1684233402151484
512,-0.4913736623717
513,-0.1969365426695761
514,0.0328119873126994
515,-0.1314204358777839
516,0.0875369296421909
517,0.0437493164169378
518,-0.0985329537989965
519,-0.2524421029524794
520,0.0658111220796339
521,0.1205083260297978
522,-0.1755926251097416
523,-0.0219538968166961
524,-0.4576280531510084
525,0.1523726599912936
526,0.1629903292404712
527,0.0434452047355186
528,0.1247491457395553
529,0.6305917861377532
530,0.1184323858742457
531,0.8222103577149068
532,-0.0320444349497982
533,0.053378883313758
534,-0.0640957162696317
535,-0.2302050430965291
536,-0.042847196186591
537,-0.1340770138367478
538,-0.0053633681952369
539,0.0696752063458162
540,-0.032168132103797
541,0.0321577875442181
542,-0.0858277008904758
543,-0.1073998496402044
544,-0.1061161385767038
545,-0.0659494351802074
546,0.1932782132502873
547,-0.0967325881341242
548,0.0107469102632895
549,-0.0214984413629969
550,-0.3833935808960393
551,0.0547405298883262
552,0.1366642978188378
553,-0.0492233646904415
554,-0.0766283524904295
555,-0.1425126068844501
556,-0.01096371011951
557,-0.1097574360662872
558,-0.1649076517150458
559,0.0878734622144249
560,-0.2091359383599471
561,-0.1985221131575963
562,-0.1657092355280663
563,-0.0442086648983112
564,0.027622783271633
565,0.0276151551971784
566,-0.1604248492559562
567,-0.0276671093404224
568,0.0221287895552069
569,0.0331821701139267
570,0.0055300558535748
571,-0.1939273049645516
572,0.3863561099459195
573,0.2038006058936957
574,-0.1268475623207689
575,-0.3895410885805708
576,-0.2675227394328517
577,0.1389185723445131
578,-0.310858612927422
579,-0.1073076510355279
580,-0.3607775564051411
581,0.3487872934106061
582,-0.2474448628294824
583,0.0913634653624912
584,0.2519566848933198
585,0.064288010286084
586,-0.1771051360489368
587,-0.2151347281234903
588,0.0698699344297514
589,-0.1291572489506022
590,-0.0107642626479988
591,0.0107631040792066
592,0.1772763900080647
593,-0.0914076782449811
594,0.085956806704629
595,0.0214845848104095
596,-0.0429876410532039
597,-0.0430061283732846
598,0.2413256824153958
599,0.1338903170522707
600,-0.5566801619433169
601,0.0151798815969241
602,-0.6006617459913499
603,0.0559625559625629
604,0.3245436105476604
605,-0.7355946056395575
606,-0.0306591722023516
607,0.0612807680522952
608,-0.0733864686799185
609,-0.1004706363822443
610,-0.8356545961002662
611,-0.1751747872324073
612,0.3804179964995389
613,-0.0308959835221432
614,0.4000410298492159
615,-0.1129595399466003
616,-0.0410930758167167
617,-0.092544987146533
618,0.1589244061894223
619,0.332753504553371
620,0.1940359477124159
621,0.3358778625954181
622,-0.2858017760538952
623,0.2342158859470509
624,0.4056795131845755
625,0.2172260236776242
626,-0.1740833424001703
627,0.076103500761043
628,-0.0435066347618079
629,-0.1088850174215966
630,-0.0108896874659752
631,0.0108885017421658
632,0.054412884971158
633,0.0217604178000174
634,-0.1034689320917049
635,-0.2566062459052188
636,0.0763775231860418
637,0.2068815331010428
638,0.0435350457117893
639,0.0543892091809108
640,0.1737430774242551
641,0.0759548611111037
642,-0.0162786911932286
643,0.0488122356003923
644,0.2056722234249813
645,0.0108236822166956
646,0.0757084144494843
647,-0.2113477483335968
648,-0.070498915401299
649,0.1948473695605029
650,-0.0458137670369855
651,0.1029748283752899
652,0.0571755288736388
653,-0.2177400870960322
654,-0.2527573529411751
655,0.0918273645546353
656,-0.1494424646511204
657,-0.1035673187571797
658,0.0689972401103818
659,0.1263351326518886
660,-0.1495284103979703
661,0.1378359751895297
662,-0.2187176240359131
663,0.1092393491634552
664,0.0632038611813291
665,0.045945325063182
666,-0.1265094882116152
667,0.0574712643678128
668,-0.0344946533287353
669,0.0
670,-0.1035911602209984
671,0.2583089374892469
672,-0.0976786945529854
673,0.0
674,-0.0344867226117957
675,-0.1880108991825735
676,0.4481660573180913
677,-0.0176938956060165
678,-0.112187057156352
679,0.2121140702333168
680,-0.1640679406522536
681,-0.1548646412105452
682,-0.106508875739649
683,0.047314880529934
684,0.0118273211117574
685,0.0177378348016325
686,0.0059122620314478
687,0.1240035429583749
688,0.2180061277398094
689,0.2116650987770541
690,0.1155765201131311
691,0.0605704894940643
692,-0.0352278064819177
693,0.0
694,-0.2236083323525923
695,-0.2004716981132095
696,-0.0589970501474892
697,-0.2472173265043034
698,-0.167061611374397
699,0.0592066311426846
700,0.4543280726924861
701,0.2206978824932922
702,0.2558305568776813
703,-0.1549278989393513
704,0.1725060971982752
705,-0.1668354882917244
706,0.509810895725879
707,-0.5124232854674284
708,-0.2389058113838652
709,0.4222671583204351
710,0.1425347428435735
711,-0.1546514394480079
712,-0.1250670001786719
713,-0.2747088683189059
714,0.4932255764202593
715,0.2134724857684922
716,0.213017751479298
717,-0.1540832049306571
718,0.0059259259259205
719,-0.0533617929562453
720,0.0
721,0.0177841010136944
722,-0.1603135019593933
723,0.0356125356125369
724,-0.8862275449101734
725,0.0591086416834107
726,0.8788375908132177
727,-0.518256772673731
728,-0.0648240909894593
729,0.2410346854791279
730,0.3398172017811181
731,-0.0468933177022347
732,-0.4829779714925157
733,-0.5210183540556516
734,0.5417500883288114
735,-0.2006136417276395
736,-0.2602934216753417
737,-0.4396910279263105
738,0.2371072910491863
739,0.0059273309228968
740,-0.2555265034466406
741,0.0356421527860296
742,-0.2501191043354073
743,0.3205508726107209
744,-0.2380102344400843
745,0.0594671741198824
746,-0.2982225933436717
747,-0.6000240009600384
748,-0.0840739851068858
749,-0.9946627850558072
750,-0.2874554444061171
751,-0.2420470262793841
752,-0.3469812630118105
753,0.5864091065884847
754,-0.1497005988023899
755,-0.2887169419101513
756,0.4483789376868252
757,0.1621876624889677
758,-0.23159226875288
759,0.0919540229885037
760,0.3322259136212696
761,0.2570987830657537
762,0.1540216771249345
763,-0.18287804320495
764,0.3303713830029691
765,0.0
766,-0.1026342798494736
767,-0.0456360524814512
768,0.1935777727169067
769,0.1023774314640011
770,0.1249715973642347
771,0.1588021778584398
772,0.0
773,-0.1590547602817548
774,0.1814470401451698
775,-0.6022003474232892
776,-0.4244926440658195
777,0.7330870468713981
778,0.0692201199815439
779,-0.2023004450609922
780,-0.0231253974677643
781,-0.3539104200510473
782,0.1737518823120485
783,0.0231615518239675
784,0.4496195526861893
785,-0.1269767978760238
786,0.1383285302593712
787,-0.2426623526692786
788,0.0
789,0.4532647311037491
790,0.3783256041005641
791,0.0609830467130103
792,-0.1465738365701604
793,-0.208078335373319
794,-0.2085122040966536
795,0.1632312189196438
796,0.4045368620037781
797,-0.1159951159951146
798,0.0122085215480294
799,-0.085532746823061
800,-0.0917262887543604
801,0.0061147119970593
802,-0.0122309197651552
803,0.0366793006480023
804,0.0305567438733624
805,0.0915862742703661
806,-0.097787556533429
807,0.0610798924993857
808,0.0122144863808539
809,-0.2571638501102228
810,0.1100917431192702
811,-0.1592746875765688
812,0.0
813,-0.0490316253983896
814,-0.1884491741492093
815,0.34246575342466
816,0.3083700440528647
817,0.2636203866432437
818,-0.0769484445421648
819,0.3505312739621068
820,0.240410884056386
821,0.0
822,0.1636482653283782
823,0.0
824,-0.0327403688748239
825,0.016367505046648
826,0.2991731940818164
827,0.0108778418361852
828,-0.4260432597771472
829,0.1309186122626995
830,-0.0818911393787223
831,-0.1585739282589632
832,-0.0601849318815917
833,0.1802293828508924
834,-0.1202974628171472
835,-0.2741528676389955
836,-0.2198043741070478
837,0.1426690079016787
838,-0.0219538968166961
839,-0.3607044345427426
840,-0.1806780741842934
841,-0.0957446808510674
842,0.0
843,-0.507885592087671
844,0.1174774389918293
845,0.1759061833688614
846,-0.2886774297016957
847,0.2187016589320939
848,-0.0640512409927966
849,0.2927088877062327
850,0.0957039557635085
851,-0.0957956359765869
852,-0.1492378211278121
853,0.2074357746928282
854,0.3128313891834589
855,0.2010794793099775
856,0.1489997992201343
857,0.1782700421940896
858,0.0210925964986247
859,0.0421674045962536
860,0.1998947922146215
861,-0.2002951718321713
862,0.1841426842742118
863,-0.2478902953586492
864,-0.5340453938584738
865,1.3375215320701117
866,-0.3967446592065112
867,-0.0305281367660538
868,0.2740004059265377
869,-0.6331699346405275
870,-0.8860498660622289
871,-0.4553922583316059
872,-0.8033385498174337
873,0.0938086303939998
874,-0.2088991017338655
875,0.166840458811273
876,-0.334798074911077
877,-0.4730368968779595
878,0.1417099669343464
879,0.1885902876001808
880,-0.2468228127297547
881,-0.3795466526093826
882,0.1263556912709324
883,-0.0632177852702584
884,-0.0210770365686542
885,-0.313870673442348
886,-0.5347008183653985
887,-0.2877851204434132
888,-0.3315153459522918
889,-0.3164556962025436
890,0.4085444146142272
891,-0.7230615484098464
892,0.4739059208986508
893,-1.2859259259259186
894,0.1242897727272774
895,-0.2729970326409542
896,-0.1902723272683988
897,0.0
898,-0.4659498207885311
899,0.2026946464766921
900,0.0595805529075275
901,-0.3347680535628899
902,-0.1676646706586833
903,0.1673840267814449
904,0.238549618320614
905,0.3269333650359525
906,0.6085312536925448
907,-0.4271982912068345
908,-0.0059336616626066
909,-0.2558001189768036
910,-0.2504770992366337
911,-0.0119289037337529
912,0.2617489589530028
913,-0.767294089437718
914,-0.2455631208840259
915,-0.111744328975314
916,-0.022353861629592
917,0.0
918,0.2007808142777544
919,0.3778197577508492
920,0.0
921,0.1442521083000551
922,0.2435244631392504
923,0.0221336874723284
924,-0.2385046314271489
925,-0.0388414160470498
926,-0.0777432252332221
927,0.0333074275563305
928,-0.0666592600821998
929,0.1663708961845513
930,0.0665041010862361
931,-0.0887508320390484
932,-0.0443951165371878
933,-0.1834658364374181
934,-0.0946021146355124
935,-0.0779683671196181
936,0.1112594570538432
937,-0.0389559797428867
938,-0.0278334446671183
939,-0.2116519995544143
940,0.1779161570110205
941,-0.0778989539283411
942,-0.2566105098739306
943,-0.4145193815818847
944,-0.100930806325001
945,0.4132231404958728
946,0.5884312201620816
947,-0.2902817414232155
948,0.495476780065712
949,0.3351369257950526
950,0.0
951,-0.0662983425414389
952,0.1764835649680086
953,-0.0220653133274448
954,0.0826765143581577
955,0.1266101508312175
956,-0.0330396475770937
957,0.0055063047189137
958,-0.0606060606060681
959,-0.1876793994259237
960,-0.3434142018389302
961,-0.1998001998001916
962,-0.3341129301703944
963,0.288728484175448
964,0.7222517259692053
965,0.4177904701464868
966,-0.1005823186871348
967,-0.0741682559864456
968,0.3799873337555409
969,0.0316555872111439
970,-0.179704016913321
971,-0.2012498675987689
972,0.0423504499735375
973,0.1480071889206053
974,0.0739488696386997
975,-0.0105652403592085
976,0.2108592514496454
977,0.0
978,0.0316188870151782
979,0.0526703887074806
980,0.1892545473661998
981,0.094537815126054
982,0.0944485255535768
983,0.0
984,-0.0840247873122702
985,0.0210017851517486
986,-0.1051193104173326
987,-0.1526556824761762
988,-0.0579374275782077
989,-0.0067158138564798
990,0.5690018744142388
991,0.1403837154890085
992,0.0233918128654924
993,0.0350754121360939
994,0.1167815018101066
995,0.1399416909621044
996,-0.0875401225561749
997,0.0291715285881046
998,-0.0466962409526106
999,-0.0817852552868245
1000,-0.1872878379960161
1001,0.070183647210186
1002,0.0233890773009124
1003,-0.158125915080533
1004,0.0292740046838474
1005,0.0387437655896723
1006,0.0431730431730464
1007,0.0935125657510208
1008,-0.0701836472102026
1009,0.0233890773009124
1010,-0.017544885665829
1011,0.017541807975676
1012,-0.0233945490700786
1013,0.3380741431569203
1014,0.3115958157133331
1015,-0.3237691191247139
1016,0.0669418721410267
1017,-0.3021486123545165
1018,-0.0783962369806172
1019,0.0335871025526051
1020,-0.0896458987001325
1021,-0.4025552922857416
1022,-0.1263940520446112
1023,-0.0112663361874615
1024,0.1799370220422813
1025,-0.3611738148984282
1026,-0.2035738520696591
1027,0.1580849141824758
1028,0.0902527075812255
1029,0.0
1030,-0.0903342366756981
1031,0.2253267237494399
1032,-0.2711251694532412
1033,-0.1584068793844767
1034,0.011313497001929
1035,0.0113122171945759
1036,-0.0452693526482642
1037,-0.0566187294757073
1038,-0.1360698491892556
1039,0.1858840759308356
1040,0.0337856861309771
1041,-0.1296797474063992
1042,-0.3848766130858086
1043,0.2484191508581739
1044,-0.1866621415238489
1045,0.2088507563784175
1046,0.0112879557512192
1047,-0.1130071194485348
1048,0.2247170741002669
1049,0.0233344606019511
1050,0.3538331929233495
1051,-0.0168520390967313
1052,0.1570386988222104
1053,-0.0056088395311118
1054,0.128837105086275
1055,-0.1570915619389593
1056,0.0560726701805508
1057,-0.0617180048252334
1058,-0.5699131023586451
1059,0.0620312411887518
1060,-0.0056395217685649
1061,0.0788910176941365
1062,-0.0451009132935012
1063,-0.1015801354401844
1064,0.1962467803262561
1065,0.5489143693583836
1066,0.0609533097647167
1067,0.1095957135898726
1068,-0.2441406250000034
1069,-0.0732958709992698
1070,0.0
1071,0.1098230628432012
1072,0.0487864373704013
1073,0.0853034365098798
1074,-0.097584776774821
1075,-0.1343593501893238
1076,-0.0366568914956025
1077,0.0488519785051197
1078,0.1950268161872389
1079,0.0365541610819872
1080,-0.0365675280350888
1081,0.1703577512776838
1082,0.0243309002433041
1083,-0.1461988304093622
1084,0.0060912468782304
1085,-0.2871105681124
1086,-0.0978353919530369
1087,0.0550021389720732
1088,0.2012686020980803
1089,0.0372208436724579
1090,0.9280314670272384
1091,-0.0067609512043686
1092,-0.0608856088560996
1093,0.0368867576540036
1094,-0.2465179341797151
1095,-0.0123274161735588
1096,-0.0123289360128284
1097,0.0246517934179662
1098,-0.129589632829361
1099,0.018509378084897
1100,0.1724562700172463
1101,-0.0246426811237188
1102,-0.0678133284014458
1103,-0.1049123673167217
1104,-0.0864731315626845
1105,-0.0061770337883867
1106,0.1172260612043596
1107,-0.1235483073881993
1108,0.0493949123240383
1109,0.0863664404688379
1110,-0.0246822164630334
1111,-0.0617436404050347
1112,0.1171754548257772
1113,0.1047313947757438
1114,0.2176989223903372
1115,0.45508722505147
1116,-0.130194206357822
1117,-0.7322404371584718
1118,-0.3509541566132849
1119,-0.5513895015438905
1120,-0.1878245497735075
1121,0.8000876808417249
1122,1.1377180626286827
1123,0.0541477149664253
1124,0.5706902121244762
1125,0.5461554936817209
1126,-0.4626143087681469
1127,-0.4484789539093384
1128,1.03208556149733
1129,0.0
1130,0.128177739799193
1131,-0.3752546370751673
1132,0.2566570420276003
1133,0.1494927923117998
1134,0.2449936088623666
1135,-0.0586197708499788
1136,0.1755505904883413
1137,0.2441095308851666
1138,-0.0743494423791749
1139,0.0801832760595569
1140,-0.2871912693854107
1141,-0.0689734452235915
1142,-0.2188940092165872
1143,0.4130335016062407
1144,-0.034431309537474
1145,0.1031873423526753
1146,0.0114639458901812
1147,0.0401077178708492
1148,-0.2239577351556304
1149,0.1834231342428187
1150,0.1145081873353879
1151,-0.2180399357355953
1152,-0.1033888569787517
1153,0.0860832137733174
1154,0.0688191776108301
1155,0.1546037562986611
1156,-0.0458295142071402
1157,0.0458085203847824
1158,-0.241074503501313
1159,-0.1091765787507887
1160,0.1147907937783324
1161,0.0057392102846759
1162,-0.4033652183934638
1163,0.1610861811068928
1164,-0.1500696752063464
1165,-0.1395448690425179
1166,-0.2097563599203928
1167,0.3531826635010594
1168,0.0112534162156449
1169,-0.0268010291595258
1170,0.0107192625147444
1171,-0.0107204116638133
1172,0.032150894866575
1173,-0.096545805621115
1174,-0.1181398346042309
1175,-0.0214845848103942
1176,0.0536826283014785
1177,-0.5940166324657059
1178,-0.0108014689997894
1179,-0.4666304937601656
1180,-0.1521573741984573
1181,0.3249918752031168
1182,-0.0325097529258789
1183,0.0757985923118496
1184,0.0216520515318937
1185,-0.1517944269760387
1186,0.0
1187,-0.0868149755832862
1188,0.0650688645483007
1189,-0.2440577249575594
1190,-0.1913672124175979
1191,-0.0638297872340449
1192,-0.2025370429591703
1193,0.0106587081645607
1194,-0.2671796515977343
1195,-0.1820128479657253
1196,-0.1125462243421447
1197,0.091025915613615
1198,-0.1608924166040882
1199,-0.1438298704242143
1200,0.052498792205689
1201,-0.0107371020561452
1202,0.1233243967828363
1203,-0.016088378827694
1204,-0.1880507199656105
1205,-0.0968054211035854
1206,0.1396348012889317
1207,0.1126549004881755
1208,-0.059044551798167
1209,0.1393653516294977
1210,0.1284796573875851
1211,0.0535045478865673
1212,-0.0749625187406376
1213,-0.010710078183561
1214,-0.4718426374165146
1215,-0.1657255094524983
1216,0.036814333047001
1217,-0.0798280626343232
