,AMAT.US
315,-0.0183567075409396
316,-0.0367268987806753
317,0.1686587959228702
318,0.3070399883032294
319,-0.2124542124542066
320,0.1682147297593723
321,-0.2345869071182414
322,-0.0073313782991135
323,0.0512933245401869
324,-0.1394188435573801
325,-0.3663719407942943
326,-0.8523007192826969
327,-0.217241038807148
328,0.4619618635738145
329,-0.4107623282979806
330,0.3601140721801475
331,-0.4147328922681956
332,-0.0296325563018581
333,-0.0197589409207627
334,-0.3469812630117917
335,-0.1613583893950386
336,0.1016764209899873
337,0.0396628656420347
338,-0.1340416025418169
339,-0.1840246692529615
340,0.1955781468722415
341,-0.2158989155307917
342,-0.1893939393939513
343,0.0846571385887236
344,-0.1096764544593443
345,-0.2398680725600868
346,0.1546751821175401
347,-0.0898921294446556
348,0.1396369439457416
349,-0.4407934281707192
350,-0.0792425345957772
351,-0.0655928868158322
352,-0.0291608952394987
353,-0.5379811779881999
354,-0.2689792018813948
355,-0.0220523375477809
356,0.3296944831123284
357,-0.2497245684906378
358,0.3148337970420316
359,-0.0212374863604256
360,0.1016899553734801
361,0.2007812214799443
362,0.1603673871050033
363,-0.098504195549063
364,-0.0730193501278004
365,0.0291992116213011
366,0.1821626348003497
367,0.0800873680378487
368,-0.0874444363477407
369,0.1237263464337816
370,0.0581902822228572
371,-0.0800757079420435
372,-0.102018509072371
373,-0.2190900460088972
374,0.174965371436889
375,-0.126937466595402
376,-0.1740061571409579
377,0.0200736032117772
378,0.4999304265154213
379,0.0659347970725357
380,0.2455697882790045
381,-0.0763840456975727
382,0.5843898573692491
383,0.0857689516395035
384,-0.3210113512261212
385,-0.0960646614548895
386,-0.0596619158104099
387,0.1456278546369225
388,0.06615069127472
389,-0.1922057264050848
390,-0.0968593681584689
391,0.2422236929185873
392,-0.1126349963559183
393,-0.3606012991754057
394,0.34610032469684
395,0.2092887159327172
396,0.2002903715435979
397,-0.348866778982173
398,0.0905121079793528
399,0.7746848739495844
400,-0.125093856112785
401,-0.4772808843586165
402,-0.4599335699585054
403,0.2214707152108117
404,0.0503416037396775
405,-0.2234395271731312
406,-0.0180225642504456
407,0.0648391628543665
408,0.1115428900403001
409,-0.1008500216107295
410,0.1187178472497179
411,0.1257545271629656
412,-0.0287521564117251
413,-0.014378145219274
414,-0.2450273854136663
415,0.2085580726357572
416,0.0934042247449313
417,-0.534527593181168
418,-0.0216747344845033
419,0.0577659036753646
420,0.1081938834391065
421,-0.1083110693912753
422,0.0072202166064916
423,0.0793593535820024
424,0.028849621348714
425,-0.7881987128498108
426,-0.2028838489964503
427,-0.196021489763309
428,-0.6062376743846414
429,-0.4254382747744327
430,-0.2426470588235386
431,-0.0514970940925426
432,0.1579198648499786
433,0.1979254480812094
434,0.2267324922289283
435,-0.0768555116381128
436,0.0
437,0.087757788503733
438,-0.0548787180331592
439,-0.0475841874084902
440,-0.0292911540714645
441,-0.2348796241925962
442,-0.0147555533369306
443,-0.1248805586181434
444,-0.3392580573788686
445,0.0
446,0.3088008234688534
447,-0.2875682052794472
448,0.1031231585150164
449,0.0655139161863529
450,-0.940197927962154
451,0.4062023385866856
452,0.4050632911392421
453,0.0578327188607044
454,-0.1665459811730761
455,-0.0869691259602874
456,-0.4916062779942339
457,0.0182043253477067
458,0.2360974901020585
459,-0.1345748163235631
460,-0.0218277066356236
461,-0.1749271137026305
462,-0.2191380569758823
463,-0.1756183228450235
464,0.1242417598479981
465,-0.3409965900341021
466,0.0989010989010922
467,-0.0072532733143191
468,0.1170142700329259
469,0.021949078138719
470,0.0511882998171796
471,-0.080503512880572
472,0.4299351453763779
473,-0.3143274853801011
474,0.0949390199371908
475,0.0100895381837197
476,-1.2589067411805777
477,-0.4473291816507244
478,-0.3344187274487456
479,0.6904387344869833
480,-0.2058063668607955
481,-0.2678257815244176
482,-0.5023351701691233
483,0.6307112163465761
484,0.0263019463440304
485,0.371227671747388
486,0.1352058618283331
487,0.0261620301735424
488,0.2956264672637191
489,0.2531614830284655
490,-0.5598290598290658
491,0.0784313725490225
492,0.4856473853091685
493,-0.4092650644374772
494,0.1478132336318595
495,0.1649305555555535
496,0.1689847913687709
497,0.142782969885779
498,0.1900155467265493
499,-0.1210653753026639
500,0.1012176867996305
501,0.3221113211564393
502,0.4061044176706836
503,0.1363599903745903
504,-0.1276191439959993
505,-0.2908578332662048
506,-0.2341353140642711
507,-0.3036806089808478
508,-0.1013294422827496
509,0.0648088139987024
510,0.2154292620032154
511,0.0755250403877154
512,-0.0242385069079753
513,-0.0970481196926731
514,0.1050250444336689
515,-0.178051149239235
516,-0.0242855986400073
517,0.0485476171211281
518,-0.3695131359889538
519,-0.5881632152922427
520,0.1712538226299643
521,0.0448320834691936
522,0.2682708722868046
523,0.170426878753444
524,-1.116034794025931
525,-0.9116159817676812
526,-1.0652846757359746
527,-0.0504104853809543
528,-0.064855516321974
529,-0.7477856831711929
530,0.2751230813785081
531,-0.0362135148837628
532,0.2852706460116349
533,0.198212483782619
534,-0.1949880840615369
535,-0.1084441873915599
536,-0.1266784899923869
537,-0.3268092523330673
538,0.0810555655131522
539,0.0314109539354282
540,-0.0603192784333549
541,0.1472059143292065
542,-0.101574403250371
543,0.182717118703839
544,0.222342654816087
545,0.0216731686172526
546,-0.1374520726325672
547,0.1083249807233582
548,0.1263758074410989
549,-0.2568740955137614
550,0.4796605479199299
551,-0.5006025771762233
552,0.3049907578558209
553,-0.3300134175165868
554,-0.6336957028880614
555,-0.8137347130762079
556,-0.2168379372112793
557,-0.1132609721566685
558,-0.1514323687160796
559,0.0946264991972811
560,-0.2699685336570556
561,-0.0046401515151575
562,0.0473260766682549
563,-0.1516731443738845
564,-0.199468085106377
565,0.2841447243796146
566,-0.1707779886147937
567,-0.1139817629179374
568,0.5511814742569449
569,0.1052134937485184
570,0.25882352941177
571,0.3002721216102028
572,0.0937470704040578
573,0.5686055182699472
574,0.5192878338278952
575,0.8007378526810031
576,0.7778702163061583
577,0.4063289209415115
578,-0.1081619110816145
579,-0.232790156301963
580,0.631996364988228
581,-0.5607709562183244
582,0.6602294297268277
583,-0.6396184714439126
584,0.1162269785963198
585,-1.0893903942435963
586,0.8390852390852392
587,-0.0166347833319437
588,0.3067993366500749
589,-0.374531835205983
590,-0.3005259203606306
591,-0.1965622516833251
592,-0.2473587120576905
593,-0.5225893459204354
594,-0.3552698358991725
595,0.5133383825633253
596,0.2518257365902771
597,0.0587248322147712
598,-0.1596504495420533
599,-0.4134323320958565
600,-0.2499647936910222
601,0.4625735912531515
602,0.1679261125104818
603,-0.2314327792972747
604,-0.0842985079655477
605,-0.3026612221909346
606,0.2317904052820204
607,-0.0843585237258379
608,0.2034516626911688
609,-0.0350901817671295
610,0.0315711930402971
611,-0.1299613628380767
612,-0.0421674045962487
613,0.0982938987572946
614,-0.1511795520866318
615,-0.1443560312654126
616,0.0773993808049631
617,-0.0563221627710592
618,0.0246348759458008
619,-0.0035193918490852
620,-0.0352063089705555
621,0.1511582943719924
622,0.0597245643619867
623,0.091260091260088
624,0.1402032947774392
625,-0.0224517287831171
626,0.0037418147801649
627,0.0108500854911894
628,-0.2095830833833117
629,0.2990430622009399
630,0.3983767079935937
631,0.2303034805542158
632,0.3073618723152277
633,0.1331360946745402
634,-0.1333135831728472
635,-0.1780679626057346
636,0.048203492899253
637,-0.032640707413158
638,-0.1195781342840176
639,-0.1189767995240902
640,0.0483109740235592
641,0.085400267339974
642,-0.0037131929746355
643,-0.2494044073853543
644,-0.0166049009029948
645,-0.1324932895914012
646,0.2528633050721429
647,-0.0446428571428588
648,-0.0483864964454518
649,0.2117070271876367
650,-0.2641597389480253
651,-0.1400451256516041
652,-0.2417719544532852
653,0.7200929152148717
654,0.4355702887098621
655,-0.906262154803572
656,1.0314135762881842
657,0.3301872314303164
658,0.1150455161757437
659,-0.1766738329238276
660,0.7014333638304265
661,-0.1833180568286045
662,-0.1634963272619519
663,-0.3118188795088161
664,0.0843493597116672
665,-0.5009247842170205
666,-0.324725529611866
667,0.327515123492454
668,-0.5306786488998867
669,0.0928792569659258
670,0.3086419753086464
671,0.4761173398863496
672,0.1226416034986936
673,0.2830592734225681
674,0.7439459500493356
675,0.4983539395712852
676,0.087639856472376
677,-0.0257357537614801
678,0.4043544746231827
679,-0.01456558153085
680,0.1309186122627149
681,0.0581522134186116
682,0.1535763846551384
683,0.0422954456583345
684,0.0580771461716846
685,0.0724532676423871
686,-0.1669206763916236
687,-0.101707228478014
688,-0.2184200946487159
689,0.0800232794995006
690,-0.043668122270744
691,0.0727272727272685
692,0.6969270212689151
693,0.0394168045532859
694,-0.5513937282230009
695,-0.2547121752419724
696,0.311955890887991
697,0.2749240341484557
698,-0.0868935553946448
699,0.0
700,0.0154547562012288
701,0.4768130431438934
702,-0.5412510631717224
703,-0.5441965326906764
704,-0.5471742359102545
705,-0.4948939512961584
706,0.2507443974298757
707,0.0
708,-0.4644572148311449
709,0.3959697337985615
710,-0.062767251186692
711,0.324548369437715
712,-0.0547730829421028
713,-0.2274331424986213
714,-0.1099159927769494
715,-0.2124311565696383
716,0.1139533969900666
717,-0.4697986577181199
718,-0.5877213882932325
719,-0.2188880487125335
720,-0.1235256614599945
721,0.254213440720892
722,-0.1210527530547748
723,-0.2454922610499417
724,-0.5051719990377754
725,0.3440888138674292
726,0.1037680783448969
727,-0.250316959786737
728,-0.1204270277307657
729,-0.1630044989241703
730,0.2860672257980611
731,-0.3981723237598
732,-0.2749050922895585
733,0.6258528887969573
734,-0.419464402351406
735,-0.2816532390122531
736,-0.2166207168176342
737,0.2553525829895805
738,-0.6126482213438592
739,0.0592534070708901
740,0.0869609833300739
741,-0.2851111550893823
742,-0.0461985216473027
743,-0.3776084796290305
744,-0.2384606241147265
745,-0.1752174419184903
746,0.0282636164128604
747,0.3215007788936298
748,-0.1859538435995359
749,-0.1296714988695259
750,0.2732919254658371
751,-0.2157855423686655
752,0.3473658092796309
753,0.1321549516808429
754,0.0412813738441309
755,0.0330141961043182
756,0.024754517699481
757,0.9440516571989056
758,-0.505216462663267
759,-0.1027918259939969
760,0.0287734297928285
761,0.0821422704123495
762,-0.1274828309413177
763,-0.6248448233054668
764,0.2229562345169248
765,0.2471169686985266
766,-0.1154543955137725
767,0.3451676528599619
768,0.1149236578558417
769,0.0246204349610185
770,-0.065697626673235
771,-0.1151031817808111
772,0.1313736759996804
773,-0.0082115289867015
774,0.4658765835717149
775,-0.4123230122918944
776,0.2947564381011445
777,0.5937234944868611
778,-0.1614136437006226
779,-0.1012756088132974
780,-0.030933415822436
781,0.0811343352779737
782,0.3126615206026168
783,-0.1743122805663766
784,-0.1849937807147159
785,-0.1282607012926815
786,-0.0038704183922246
787,0.1198391835472407
788,-0.2014254725751401
789,0.0154918667699316
790,-0.0077465334262846
791,-0.0542551542396474
792,-0.0465260545905724
793,-0.1009081735620549
794,-0.0621359223301068
795,-0.2023503774612739
796,0.1941898399875718
797,0.007766990291255
798,-0.5309596314515553
799,-0.1250879524665754
800,-0.1608806096528467
801,-0.493533015656908
802,0.0680272108843522
803,0.7176023638666176
804,-0.0506799560773733
805,0.1096861289233846
806,0.5871498070793515
807,0.9965122072745414
808,-0.4252352387330189
809,-0.150421782343603
810,0.3080766028309661
811,1.0137641143987506
812,-0.1072607260726035
813,-0.3643590592911541
814,0.0165590329524722
815,0.3629764065335734
816,-0.5557859809207812
817,-0.2328095119314884
818,0.1078904550585227
819,-0.2580564576567565
820,-0.0875109388673617
821,-0.1418854066686155
822,-0.486434352329432
823,0.0419164186611872
824,0.1046813499706892
825,-0.0968869792324943
826,-1.266956744305093
827,-0.051216389244548
828,0.1278772378516551
829,0.9708737864077718
830,0.2043094551045707
831,0.6674198677713612
832,-0.3452332865016308
833,-0.4715659804252518
834,0.0
835,-0.3174065766642684
836,-0.1483427990166967
837,-0.3999999999999991
838,-0.0510899182561327
839,0.3056027164685904
840,-0.3236245954692517
841,-0.6428387760349704
842,-0.1158450250997598
843,-0.8480810003894161
844,0.5443786982248462
845,0.2853587366975592
846,-0.1891659501289758
847,-0.1205234159779619
848,0.3175148030550112
849,-0.9267278711242052
850,0.0530745318068035
851,-0.2432165387246281
852,-0.1827457549683855
853,0.5075757575757481
854,0.3322259136212607
855,-0.1388212593114467
856,0.0820458580440415
857,-0.3145130731337783
858,-0.2354907323002144
859,0.2273760800363888
860,-0.1784290649557611
861,-0.0410175387957569
862,-0.1300578034682238
863,-0.0837329679530982
864,0.227842333105478
865,0.1516645180860067
866,-0.0189616595244458
867,0.0113757015016038
868,0.1249763302404787
869,-0.1023580256274314
870,-0.083472454090139
871,-0.1291695159942158
872,0.06454307300959
873,-0.1330596107055831
874,0.0531955315753424
875,-0.2802730865971874
876,-0.3606202668589975
877,0.5594204977408026
878,0.2717974393820152
879,-0.0930698739977057
880,-0.1577513265452451
881,0.343004144633407
882,0.142714428428706
883,0.7225843015018492
884,0.1132182281347272
885,-0.1630165142816569
886,-0.0993260021284248
887,-0.2204209328782724
888,-0.0811237778062251
889,-0.2182284980744627
890,-0.0178323050037488
891,0.0320878494010381
892,0.1424095699230907
893,0.0142389292325289
894,0.0924674585674624
895,0.1207729468598945
896,-0.0355340771800035
897,0.3187871918390398
898,-0.0496137217378929
899,-0.0709270161004286
900,0.5727554179566414
901,0.7604270681311999
902,0.6107336437896109
903,-0.1605750114696497
904,0.2136426064397994
905,0.0467506042115114
906,-0.0403606056074492
907,0.3585221225482706
908,0.2086257254485496
909,0.0720188006974443
910,0.2721705602177467
911,0.2676720075400488
912,-0.0641315829183702
913,-0.0679501698754272
914,-0.090682384946706
915,0.0377700558996698
916,-0.0755972180223724
917,-0.090799031477001
918,0.3769033619779888
919,0.02260908885372
920,0.1730364128799201
921,0.0714205164831025
922,-0.0413658243080463
923,-0.1959306706857719
924,-0.591267434808976
925,1.4196983141082595
926,0.2036659877800442
927,-0.830357142857149
928,0.2227171492204899
929,-0.3576218149307159
930,0.4494682034622488
931,0.0755958733546725
932,-0.1692650334075703
933,0.2133522979820382
934,0.4689435498141932
935,-0.2572518406812668
936,0.0709156989628563
937,0.1283697047496755
938,0.0530902977480885
939,-0.0132743362831863
940,0.5719313682358167
941,0.3157617752828694
942,0.0219230937869877
943,-0.3917598380139037
944,0.5341506129597192
945,0.4315794062513539
946,0.1088660512105905
947,-0.2987473575708859
948,-0.1119370354175777
949,-0.0787677227376065
950,0.058513750731431
951,0.2116633822348675
952,0.3201164059658041
953,0.4490475845585606
954,-0.2614189238254195
955,-0.0799418604651262
956,-0.1382723237027856
957,0.3112326699990583
958,0.0377834392502458
959,-0.0153042721404148
960,-0.0043521151279523
961,-0.1772998110739716
962,0.1451168190393184
963,0.0
964,-0.0362923713435312
965,-0.2072953413099586
966,-0.0690005546247262
967,-0.2701795358341722
968,0.1457513481999625
969,0.0109301563012458
970,0.0982747324743327
971,-0.0801398805187335
972,0.1454968718172683
973,-0.0363874536060049
974,0.290254698497936
975,0.8094865059981847
976,-0.916108630952376
977,0.2351229524168293
978,-0.1611524163568737
979,0.1237623762376167
980,0.084890745672155
981,-0.2959816445491838
982,0.3706907203756472
983,-0.2105002476473522
984,-0.2358197840387389
985,-0.0745249037386511
986,0.1054655996029452
987,0.0991633095754549
988,0.0557482656095164
989,-0.0371793282934702
990,-0.0185931205453989
991,0.0371724180657965
992,0.0557275541795686
993,-0.1674626310240093
994,0.0743724821815956
995,0.0247846830658603
996,-0.170685535176723
997,0.1394570472294498
998,0.0805103115129717
999,-0.304385637967455
1000,1.7268544284448817
1001,-0.8246291776785758
1002,-0.2214653465346551
1003,0.5788085206914197
1004,-0.1616974286164997
1005,0.2831524303916937
1006,-0.2760470068617354
1007,-0.0552398989899048
1008,-0.4916732751784334
1009,0.0554807006419968
1010,0.3789972364784871
1011,-0.3804390901165126
1012,0.1661655325209635
1013,-0.1585037248375246
1014,0.3396256219887786
1015,-0.0395069532237651
1016,-0.2058590657165519
1017,0.0395726157498988
1018,0.0669911029171676
1019,0.0911102331094355
1020,0.4405632916371664
1021,0.0471809389006859
1022,-0.0314638558955449
1023,-0.0550920824807124
1024,-0.2366677185231912
1025,-0.9261721173446794
1026,0.3523832233791704
1027,0.0538441168682205
1028,0.1234241382350353
1029,-0.3805309734513334
1030,-0.766898519707508
1031,-0.165244964494665
1032,-1.869881710646035
1033,-0.6410256410256436
1034,0.2192982456140304
1035,0.2370100273473155
1036,0.1274581209031323
1037,-0.3700826974916627
1038,0.0319722298346547
1039,0.1914660831509919
1040,-1.358469642362086
1041,-1.4246883494235598
1042,0.8134616278529261
1043,0.4027777777777798
1044,-0.4651162790697674
1045,0.0093014603292764
1046,-0.7780277465316819
1047,-0.4432761003754959
1048,0.8780214652356603
1049,-1.4389851367982678
1050,0.9213109802144612
1051,0.8238466147393677
1052,0.0698533080530817
1053,-0.0399321154038055
1054,-0.2602342107897158
1055,0.1499100539676251
1056,-0.0800160032006384
1057,-0.1402243589743595
1058,-0.1806140878988629
1059,-0.7175341081354156
1060,-0.0303275374039639
1061,0.2722048593608186
1062,0.5015548199418196
1063,0.0701684041700154
1064,0.0500951808435999
1065,0.2099580083983141
1066,-0.1702553830746136
1067,-0.2308773338686908
1068,0.0032121032048684
1069,0.0068252534377179
1070,-0.020078305391021
1071,-0.0050198283218668
1072,-0.1760032183445611
1073,0.400681157968538
1074,0.1799820017998268
1075,0.0581540250893141
1076,0.5371013055693203
1077,0.5137901270089195
1078,-0.0699243172096032
1079,0.4911591355599168
1080,0.318644150778661
1081,0.5877104035692607
1082,-0.1991384215232094
1083,0.3644314868804688
1084,0.314846209736014
1085,0.1371330722887121
1086,-0.1373213853233154
1087,-0.2323947992762735
1088,0.7924861523641225
1089,-0.0883818094166796
1090,-0.3887786542773712
1091,0.037895585567435
1092,-0.0040316078052005
1093,0.5931388265469775
1094,-0.3337488439422624
1095,-0.2984472675942767
1096,0.2207658312763217
1097,0.3134627727856189
1098,-0.4108595826955652
1099,0.5527960262778383
1100,1.2042037658735991
1101,-0.4545454545454578
1102,-0.5232515292210244
1103,0.2059277781863654
1104,0.088176941729741
1105,-0.2135493372606716
1106,-0.2806084773298064
1107,0.2651347768449061
1108,-0.1985078702098025
1109,-0.3116440891257622
1110,0.0480929303392384
1111,0.357564140371561
1112,-0.1180986123413024
1113,-0.1996893720878498
1114,-0.1481371750240849
1115,-0.1631425453352995
1116,-0.2678717548166247
1117,-0.3733293511535877
1118,0.2755026061057368
1119,0.2302949260827592
1120,-0.2457551385165419
1121,-0.1641056243473063
1122,0.2974862412613459
1123,-0.1265917045200803
1124,-0.0745212012817604
1125,-0.5146874215415592
1126,-1.1855364552459915
1127,-0.6649049526894563
1128,0.4834581637751678
1129,-0.4900899364903452
1130,0.4540054310930045
1131,-0.2040816326530689
1132,0.1189060642092751
1133,-0.9171166538098854
1134,-0.3785597522154329
1135,0.3685924909994794
1136,-0.1287443137928001
1137,-0.0085836909871288
1138,0.3847798204360862
1139,-0.7321274763135303
1140,0.0086125226078762
1141,0.0860511143619261
1142,-0.450258494534055
1143,0.0094209161624948
1144,-0.0172890733056673
1145,-0.1211701575212052
1146,-0.5045233124565176
1147,-0.1044932079414753
1148,0.2345582486317401
1149,-0.2002089136490285
1150,0.5110369792036333
1151,-0.4933726015222705
1152,0.5191939260625968
1153,0.0070952178231807
1154,-0.1990615668989059
1155,0.5092658084594702
1156,-0.2837281883955211
1157,0.1628779831456824
1158,0.3809523809523754
1159,0.2041678400450521
1160,0.0351889647406653
1161,0.0773558368494973
1162,-0.1074289286533778
1163,0.1213612712698555
1164,-0.0422059651097371
1165,-0.0915299584594771
1166,-0.225813280643563
1167,0.0176385508166689
1168,0.0810715544589218
1169,0.0352360817477176
1170,0.1927917954114034
1171,-0.1719861903755394
1172,0.0985429717744677
1173,0.1405777746538392
1174,-0.2324926025081108
1175,-0.1723438767234405
1176,0.4441860676361863
1177,0.581878386514143
1178,-0.9113001215066742
1179,0.020247013565495
1180,-0.3046303818034089
1181,-0.6489856405539426
1182,0.0153280196198656
1183,0.2395636882613786
1184,-0.6257372929168584
1185,-0.2828927065116816
1186,-0.5170096163788647
1187,-0.4779220779220715
1188,0.2900652646845552
1189,0.7073814747725903
1190,-0.2141016390062761
1191,-0.1652039235931965
1192,0.4420230263157965
1193,-0.3403816400206274
1194,-0.1549586776859562
1195,0.5649717514124265
1196,0.6936652045292326
1197,-0.2967055453243362
1198,-0.6073082861554187
1199,-0.5485406748085294
1200,-0.2389894925106315
1201,-1.1533242876526466
1202,-0.4543389368468835
1203,-0.8938803575521552
1204,-0.1760293892545459
1205,-0.1763397991259601
1206,-0.3770971217485063
1207,-0.4227431159336262
1208,0.3519445514054629
1209,-0.0655801376180946
1210,-0.2200339820821916
