,JD.US
287,-0.021691973969632
288,0.3745857945540857
289,-0.3659793888968468
290,-0.125814391197336
291,-0.0724427702115287
292,-0.1887066337639649
293,-0.1235375336094669
294,0.4125054277029911
295,-0.2161268330891645
296,-0.2559441576383362
297,-0.2916940129803878
298,-0.0496125840860221
299,0.158799533799526
300,0.3753634681469775
301,-0.2703562340967024
302,0.7366870132603693
303,0.5224091541996979
304,-0.54631578947369
305,-0.2109704641350241
306,0.326776769830556
307,-0.0376544833026502
308,0.0630682714037969
309,0.0577791784851272
310,0.0839718694237412
311,-0.0062982868659726
312,-0.3412681693701265
313,-0.0525871508197312
314,-0.2535655007231995
315,0.0210203866061127
316,-0.1269169751454305
317,0.2531912649013704
318,0.157994522856532
319,0.3568429890848063
320,-0.1682085786375069
321,-0.1157772866014097
322,0.0210459854782658
323,0.1103694749566447
324,-0.2370666947634691
325,-0.1542814032440521
326,0.2633559066967567
327,-0.4282115869017495
328,-0.1134787542554575
329,-0.0126103404791993
330,0.0756048387096803
331,0.4141046555402162
332,-0.3778813452575855
333,-0.164017158718137
334,0.0630437523641371
335,-0.0883392226148503
336,-0.1263583522870789
337,0.3274559193954724
338,0.0755096904102543
339,0.0880171004652425
340,-0.3026863412788433
341,0.0
342,-0.0126135216952637
343,0.0252206809583808
344,0.5393202056942265
345,0.0
346,-0.1192942801531975
347,-0.2707126668345548
348,0.388812241314439
349,-0.0250909547108395
350,0.4654822002229121
351,-0.6134564643799517
352,0.2237725417928152
353,0.2363755745239747
354,-0.4219965712778681
355,-0.1320480654958329
356,0.1976805482340425
357,-0.0263643553915054
358,0.1579362990260654
359,-0.0790305584826162
360,-0.2839970939832288
361,-0.0198176773682132
362,0.1187648456057052
363,0.1975503753457206
364,-0.0658935160780329
365,-0.0263643553915054
366,0.1053463260468768
367,0.0131665569453655
368,-0.085655926731235
369,0.0724255991572196
370,0.0394892720810861
371,-0.0329185594838444
372,0.1708839960565358
373,-0.1250329033956289
374,-0.0922144644974409
375,-0.0131682907558666
376,0.2102496714848838
377,-0.3163722646981213
378,-0.2246003435064099
379,-0.0594883997620486
380,0.0594530321046395
381,0.0132100396301256
382,0.0264131008980401
383,-0.2781088597536667
384,-0.0775332498359997
385,-0.0550324890598053
386,-0.2392662501661473
387,0.0995949804129909
388,0.0265516096913322
389,0.0597054530980518
390,-0.1860959723514562
391,0.0265780730896957
392,-0.0265851389073455
393,-0.0931346460883547
394,-0.0266169816342773
395,0.0797872340425562
396,-0.0066493782831433
397,-0.0731966994942675
398,0.1660798511924533
399,0.2187458570860483
400,-1.374666853696156
401,-0.592634401015947
402,-0.3999280327875911
403,-0.3521467159510871
404,0.0994176963499406
405,-0.1849743881616327
406,0.3332624264340912
407,-0.1633522727272654
408,-0.4279600570613572
409,0.2095457185482299
410,0.0751066856329881
411,0.0568666477111263
412,-0.1423690205011511
413,0.2697714042311684
414,0.0141964792731273
415,-0.0141984949595213
416,-0.2276931834353362
417,-0.5796894009876206
418,0.0858062209510222
419,0.3207412687099195
420,-0.0856042231416782
421,0.2348587289160801
422,-0.4216695254431128
423,0.1712328767123352
424,-0.1142857142857118
425,-0.5627479851432112
426,0.0656540205888607
427,-0.0440767223051155
428,1.0907536686137511
429,0.0284859706594445
430,-0.1998001998002006
431,-0.0428326670473828
432,0.1568068424803983
433,0.1281321184510097
434,-0.1568515613859966
435,-0.0142612664004433
436,-0.0142633005277494
437,0.0498966426687527
438,-0.0784705378798582
439,-0.1428775539362888
440,0.0142857142857215
441,-0.239141952944885
442,0.124427917620142
443,-0.0286123032904091
444,0.1214545974137225
445,-0.050035739814148
446,0.4128701594532916
447,-0.2712348322626663
448,0.0142734798744006
449,0.2420617969528715
450,-0.2653485952133295
451,-0.6598931601550178
452,-0.0523999161601311
453,0.0209555741827284
454,0.3776546995985486
455,-0.0279822500652512
456,0.265542018119333
457,-0.3972817564035499
458,-0.2935933731781494
459,0.3656498119515193
460,-0.6413626327410361
461,-0.422341885756526
462,-0.578771305686813
463,0.2975245113609805
464,-0.0487288135593138
465,-0.4041693256753985
466,-0.373116402709489
467,-0.0218900160170831
468,-0.5583592827230863
469,0.2997537736859021
470,0.2456215292610038
471,-0.0320478581348158
472,-0.0534416417272308
473,0.2292721940815818
474,-0.1227845398249082
475,-0.4945598417408538
476,-0.3695328442998111
477,0.0606327858008958
478,0.395300318436367
479,-0.1099263493459319
480,0.6443861948449142
481,-0.3342282614651327
482,-0.1151947339550079
483,0.191623323295918
484,-0.2250880433363092
485,0.0878289473684228
486,0.0438404208680316
487,0.0219154065308023
488,-0.0109589041095946
489,0.0328659070990371
490,-0.0438404208680471
491,0.5450185306300415
492,-0.2403846153846141
493,0.2300203856929484
494,-0.0065412919051515
495,0.4395962227287541
496,-0.0738632660598269
497,-0.4824274175944041
498,0.2992545840361189
499,-0.5745868446973749
500,0.7969959383860772
501,0.7805104302501922
502,-0.1648895658796549
503,-0.3950554351981678
504,-0.2427184466019388
505,-0.0895026211482002
506,0.0894225855901985
507,0.2166985340981538
508,0.3113285469216473
509,-0.325089240183574
510,-0.0510204081632551
511,0.0127534753220136
512,0.1210114005477343
513,-0.0318552497451471
514,-0.0127437237160763
515,0.0764039220680023
516,-0.0509619059752914
517,-0.1531198162562081
518,0.1656050955413955
519,0.0
520,-0.0509813917920038
521,-0.1787538304392244
522,0.1020408163265465
523,-0.5128205128205201
524,0.1280409731113883
525,1.0033307427556195
526,0.8585580627407827
527,0.6669582331073688
528,-0.3951701427003287
529,-0.5407791634477375
530,-0.3988919667590021
531,0.1659292035398293
532,-0.0442673749446727
533,0.33090668431502
534,0.1210753785120511
535,-0.7211495783399937
536,-0.7039892725444292
537,-0.8622147083685552
538,0.2697690102849537
539,0.5255213283390159
540,0.1841517857142768
541,-0.2910230579807375
542,0.6890848033401562
543,0.1333259325044334
544,-0.2894678245379705
545,-0.3911925785179326
546,0.5225706026239704
547,-0.3346720214190062
548,-0.1228638445213888
549,-0.878873239436621
550,-1.36692276789626
551,-1.0451931922723123
552,-0.8465731184042558
553,-0.0037111431712724
554,0.003711005450547
555,0.4100017324016744
556,0.2936434822662478
557,0.779799480133669
558,-0.4274239816408354
559,0.21754064575223
560,0.228466986520451
561,0.1824401368300987
562,0.1991465149359854
563,0.1760763376121789
564,-0.2048947068867465
565,0.1307338145853568
566,0.0511305533462125
567,0.0
568,-0.536897418323051
569,0.3188339785925608
570,-0.2396986645360047
571,-0.0228336568101336
572,0.465909090909087
573,-0.0625390869293386
574,-0.0284349408553133
575,0.0257433389110516
576,0.1734661098618761
577,0.3074361109331901
578,-0.5085618642976645
579,-0.1676554036626198
580,0.1159345613808955
581,0.2697841726618807
582,-0.0771406531241993
583,0.1027485229899798
584,0.1269898279865105
585,-0.1142930525234347
586,-0.090102943577062
587,-0.0641800643086737
588,-0.14167954662545
589,-0.0385259135086771
590,0.0771211535985566
591,0.2057044768026764
592,-0.2319381841596856
593,0.0748955708663942
594,0.0023163042079381
595,-0.0819097859012058
596,-0.1178518470762594
597,-0.0451496388029035
598,-0.0903808908973443
599,0.06928701468445
600,-1.416022027009307
601,-0.2102220470371785
602,0.6396866840731004
603,-0.6258243172945028
604,-0.3210332103321043
605,-0.1283934196063084
606,0.1018982335881807
607,-0.1848917062863187
608,0.2765705254840089
609,0.1906013802168859
610,-0.2437738832520783
611,-0.1583740266596338
612,-0.0065993532633741
613,-0.0726456214502798
614,0.0
615,-0.0925436277101972
616,-0.0396772913635777
617,0.4083245521601716
618,-0.1979675333245422
619,0.0131960939561957
620,-0.0792393026941393
621,-0.092531394580295
622,0.0132170235262898
623,-0.0528960592435758
624,0.5784906652642621
625,0.311332503113325
626,-0.2121552477224531
627,0.2489729864309758
628,0.2978776219436451
629,-0.3612356751370105
630,0.4402554721895008
631,0.2042079207920693
632,-0.3976143141152997
633,0.2602552980542741
634,-0.0744139898300908
635,-0.1988318628060104
636,0.0248478071810113
637,-0.1867064973860984
638,-0.0373552484124033
639,-0.0747663551401897
640,-0.2999625046869077
641,0.1622161217868672
642,-0.1624796900387394
643,0.1061239777763827
644,-0.1187499999999985
645,-0.3134796238244514
646,-0.1934770591486963
647,0.1805869074491989
648,-0.0627431296273022
649,-0.1759899434318046
650,-0.1619262179667827
651,-0.52370842179758
652,-0.0318572793883515
653,-0.2377235310814703
654,0.2124344993627045
655,0.1131701796576578
656,0.1955427546820949
657,0.0021177467174826
658,0.0705417607223436
659,0.3934794828555384
660,0.0561797752809076
661,0.0771875657848468
662,0.1191477432015811
663,0.3352891869237145
664,-0.0559127760693207
665,0.1535240753663634
666,-0.0977926795194291
667,-0.0139723347771484
668,-0.4561723629728242
669,-0.0772580418598213
670,0.0491400491400443
671,0.0280721454137276
672,-0.1757592800899887
673,0.042164441321154
674,0.3919921601567984
675,1.1873483314175075
676,-0.3217023223887408
677,-0.3904904100149345
678,0.1376304622089741
679,0.5304888483258268
680,-0.3089775133031939
681,-0.1776911612977199
682,0.0229226361031473
683,-0.0917746931283678
684,0.3657560864098677
685,-0.1488095238095186
686,-0.0916590284142968
687,0.0521039100835427
688,-0.1395581385214911
689,0.0185737216234782
690,0.1030809758332417
691,0.0629542723058348
692,0.1427593356490416
693,-0.1085874477945074
694,0.1770416904625941
695,-0.286368843069874
696,0.2114648225410096
697,0.4066382672565189
698,0.1452767989087114
699,-0.0796359499431094
700,-0.8754298218193162
701,-1.7008424733746628
702,-1.3533107781536915
703,0.2971648863545133
704,0.5353881843933739
705,-0.4656500802568258
706,0.938145969152494
707,-0.8499037844772308
708,1.1335711454617572
709,-0.758785942492015
710,-0.5299502167978132
711,-0.0964475164764543
712,-0.3112049921795601
713,-0.3686728425032238
714,0.4042553191489331
715,0.0322268772156028
716,0.6404098623118774
717,0.11194626579242
718,1.0366384426683566
719,0.8629481446614845
720,0.2894242803504416
721,0.3274598471853949
722,0.0779058896852779
723,-0.1560549313358435
724,1.0653080129689636
725,0.2481115950818862
726,0.4118163848012299
727,-0.08793141349747
728,-0.0659920809502884
729,0.1347719257007917
730,-0.1239414934564935
731,-0.3586998510016034
732,0.2805418011686036
733,-0.0990415335463259
734,-0.1765809513298715
735,0.0441257584114795
736,0.0220580125730627
737,0.1321731468223422
738,0.1100231048520126
739,-0.2315835906484271
740,0.1541510680466707
741,0.1429356789444856
742,-0.2199439341314239
743,0.0546255506607908
744,0.1429671175629711
745,0.1208260105448148
746,0.1863830720315618
747,-0.3575947626120797
748,0.2250521462290024
749,0.0054887754541911
750,0.1140106409931636
751,-0.0506970849176071
752,0.7297433316557603
753,0.2885459791744947
754,0.6605184446660034
755,-0.04862782259573
756,0.0735110889608917
757,-0.0249252243270316
758,0.037373863211662
759,0.4464839389805276
760,0.3583786455758851
761,-0.0061793239819507
762,0.0679263924910369
763,-0.2079156456523256
764,-0.1884686918784885
765,-0.2735297774462251
766,-0.2492833104823667
767,0.0249221183800573
768,-0.1726339598335836
769,0.097643097643096
770,0.1058860168172008
771,-0.2435064935065027
772,-0.0373516085551396
773,-0.1878598247809697
774,0.33678433329175
775,0.7058889953945914
776,-0.2574295638749413
777,0.3844675124951905
778,0.064036885245898
779,-0.437355286853619
780,0.1156366439676261
781,-0.4387662924248334
782,0.2317497103128708
783,-0.0515264717248566
784,-0.025769875016101
785,0.0643832088591258
786,-0.1031193606599617
787,-0.012891581797093
788,0.1480337259445312
789,-0.0708488986216756
790,-0.225937641211022
791,-0.2523945120372678
792,0.0388148531504737
793,0.1808084721684109
794,0.1933488012374213
795,-0.0580383052814879
796,-0.1614778452396331
797,-0.0581658372649152
798,-0.0193923723335495
799,0.0516862643752503
800,0.5581530751473012
801,-1.2678054828488736
802,0.0550736610216054
803,-0.0275444153697782
804,0.1237964236588767
805,-0.1377410468319676
806,0.2952688319714391
807,-0.0480901346523723
808,0.4513746409519878
809,0.2047502047502125
810,0.068203519301592
811,-0.0409388646288225
812,-0.1366493577480108
813,-0.1231358598987596
814,0.0546971147271872
815,-0.0752651385562676
816,0.0752085327498873
817,0.0273410799726729
818,-0.1233234647186852
819,-0.0820547945205465
820,-0.0548245614035173
821,0.0
822,0.0274047684297207
823,0.034244229847259
824,0.2255022550225587
825,0.4446268554620738
826,0.5510204081632669
827,0.2172142275318987
828,0.2707825616030366
829,-0.0742495108745727
830,0.6258246936851983
831,-0.5008125856733144
832,-0.0269355711965442
833,0.2093604376308518
834,-0.1443290323191573
835,0.4399703723655006
836,0.0605652759084814
837,0.3781073181196488
838,0.1044736137155142
839,-0.7217537942664373
840,0.8692744901370855
841,0.2268330108746247
842,-0.294412847106054
843,0.3334444814938313
844,0.0799626840807653
845,-0.0209279478747407
846,0.7155902593965074
847,-0.0264760391845327
848,0.138806266111428
849,-0.565009306035625
850,-0.8402135736191295
851,-0.1876992561105221
852,0.0796389700026576
853,0.1854795972443038
854,0.1719349292421577
855,-0.5318441696582977
856,0.8719995360582973
857,1.183120604324043
858,0.2857142857142842
859,-0.5615776413739152
860,0.4614884627884354
861,-0.2672054223149091
862,-0.0782676754500421
863,-0.2222512746764305
864,-0.1702462022000988
865,-0.0261985852763898
866,-0.3681304233499883
867,0.2426388615646957
868,-0.4803605669440854
869,0.1440979076194197
870,0.0263123273253653
871,0.210056452671651
872,-0.0459709726144304
873,-0.0459921156373335
874,0.3926701570680776
875,0.2732422862923615
876,0.3358435055972255
877,-0.0232956837434443
878,0.3817560779586192
879,-0.0200964630225183
880,-0.0804505229283973
881,-0.1762957739384447
882,0.0151087832393236
883,0.0905705947469089
884,0.1707856138235902
885,-1.1996746644977705
886,0.0203293352307339
887,0.6061830672863291
888,0.0101020305081229
889,0.0101010101010152
890,0.0807428340734742
891,0.0005046401663318
892,-0.2737577168302787
893,0.1414855987872668
894,0.0706927893354809
895,0.0605571255551092
896,0.0504388177141099
897,-0.0706642438925834
898,-0.040395879620285
899,-0.0202020202020161
900,0.0723676275479462
901,0.1084337349397631
902,0.2883229216722668
903,0.0480307396733984
904,0.6442376521116584
905,0.3684773564721292
906,-0.1070918610185497
907,-0.101244714430359
908,0.5272511848341319
909,-0.3567181926278375
910,-0.1190476190476122
911,0.0297530496875997
912,-0.178837555886743
913,-0.0656167979002706
914,-0.2271911993303811
915,0.2980448259418217
916,-0.0536768652710702
917,0.0059637404580267
918,-0.1672640382317808
919,0.0417985310801894
920,0.0
921,-0.2874423618180667
922,0.2925722474325177
923,-0.2394062724443244
924,-0.0239463601532689
925,-0.7878715530619683
926,-1.0068125640561811
927,-0.2841596130592496
928,0.8393285371702671
929,0.0359582883854742
930,-0.0239779402949409
931,-0.0960038401536041
932,0.2633153800119675
933,0.1553537284894953
934,-0.2637194628797807
935,-0.5177646633746881
936,0.1683299266562469
937,-0.1686137540647965
938,-0.265668397536528
939,0.0362143891839704
940,0.1566831384837838
941,-0.0482334498974943
942,-0.0965600482800392
943,0.31283840693058
944,-0.1928872814948723
945,-0.1932600555622618
946,-0.1088270858524829
947,-0.0726040658276891
948,0.3376748673420178
949,0.2766085387853325
950,0.3762541806020209
951,-0.1675041876046965
952,-0.4205214465937723
953,-0.2952340784479235
954,0.0983146067415834
955,-0.119524713492242
956,0.1894736842105335
957,-0.2250668167112063
958,-0.0633401365331856
959,-0.2186486105233476
960,-0.0280795427126629
961,-0.0566144289142953
962,-0.0353082409434241
963,0.1973359644795072
964,0.2039668026445494
965,0.1124069130251486
966,0.0070249385317814
967,-0.0562311098615197
968,0.287356321839078
969,-0.0280426247896946
970,-0.0140232786425338
971,-0.1474615546661105
972,-0.0491780244484987
973,-0.0773395204949825
974,0.1053518752633836
975,1.2753623188405732
976,0.1447178002894274
977,0.4454740870086446
978,-0.7244231606443214
979,-1.0554287046691435
980,-0.903077833678596
981,-1.5706019388291903
982,-0.8106060606060554
983,-0.1973584332776612
984,-0.1825095057034289
985,0.0759878419452844
986,-0.719424460431653
987,1.1200242167398138
988,-0.1813484072878879
989,1.1979026217228437
990,-0.8155867693701953
991,-0.6843065693430483
992,0.2578492340361014
993,0.4078549848942537
994,-0.21192854980321
995,0.0756315232188733
996,-0.257810130421598
997,0.617935192162768
998,-0.0527784060921308
999,-0.3708188285152181
1000,-0.6630895932118854
1001,-0.0499375780274734
1002,-0.0874671998000664
1003,0.0749157198152107
1004,0.2118116122601566
1005,0.4588862706188644
1006,-0.2486634340420099
1007,-0.2492833104823667
1008,0.0373785198106169
1009,0.0747011952191086
1010,0.0870755069038529
1011,-0.2494076568150677
1012,-0.1748906933166777
1013,-0.1438668918496214
1014,-0.1378014406514242
1015,0.1313649443262904
1016,0.572210473939537
1017,0.4211569428960775
1018,-0.1488649050986286
1019,0.148643626904502
1020,0.3090875188162995
1021,-0.0807019712043421
1022,-0.2105393522818771
1023,-0.2607561929595927
1024,0.1054328950632696
1025,0.3137418950010576
1026,0.4891247788531573
1027,0.2716091153555054
1028,-0.2514826761002959
1029,-0.1354448843509017
1030,-0.1878914405010509
1031,-0.2616431187859759
1032,0.1567398119122316
1033,0.4162330905306883
1034,0.0831773757538079
1035,0.2717692791840799
1036,0.0334803844335973
1037,0.2436149312377116
1038,0.0207794678181862
1039,-0.2280592684695761
1040,0.0931677018633428
1041,-0.285491824552288
1042,-0.1195301943664994
1043,0.1556662515566684
1044,0.0725915171627163
1045,-0.1245976534108654
1046,-0.1872464371164119
1047,0.1298633837203262
1048,0.1193317422434462
1049,0.2690675773569191
1050,1.0306106752807287
1051,-0.8845437616387453
1052,-0.3738317757009266
1053,0.0933706816059792
1054,0.4955094456487972
1055,0.2163164400494446
1056,0.2158495220474877
1057,-0.0154202004626139
1058,0.2767953252345176
1059,0.5505428964673489
1060,-0.3375786404787461
1061,0.7084634722328078
1062,-0.0076184671644212
1063,0.0913381032120601
1064,0.242976461655272
1065,0.1213408160170066
1066,0.0303260045488946
1067,-0.1975083561227737
1068,0.4838221953432225
1069,0.1811047389073416
1070,-0.257224996217282
1071,-0.0454132606721179
1072,-0.2960601229788315
1073,-0.2511415525114034
1074,-0.2441257247482401
1075,-0.4157757186980212
1076,-0.0251904732482015
1077,-0.3084624553039257
1078,-0.0596302921884452
1079,0.0834127740705521
1080,0.4153316720066385
1081,0.1421969427657359
1082,0.0
1083,0.0392072785766035
1084,0.432716122184221
1085,0.2235820192986558
1086,0.0117660901282396
1087,0.0
1088,-0.129594721960414
1089,-0.1947707017647311
1090,0.2414036740461591
1091,0.0353148911124204
1092,-0.0353273669335858
1093,0.1058698976591029
1094,0.1545660405724014
1095,0.2500146447191226
1096,-0.1760460066897549
1097,-0.1410354351530875
1098,-0.1353418853713015
1099,0.0
1100,0.565596950694693
1101,-0.5190952910641475
1102,-0.6093011688634604
1103,1.0093549975381502
1104,-0.4140658797354845
1105,-0.1795443288756761
1106,0.2100580748795276
1107,0.3079576250307957
1108,0.0
1109,-0.3213049925852757
1110,0.2465483234714038
1111,0.4112700263949344
1112,0.8583231296905374
1113,-0.3299548174380298
1114,-0.0488698839340333
1115,0.085449218750009
1116,-0.1099841134058455
1117,0.2073170731707338
1118,-0.4655721636853656
1119,-0.2641115410601356
1120,-0.0307200786434083
1121,0.2818282073275382
1122,-0.0122549019607905
1123,-0.0981354268891048
1124,0.2813455657492403
1125,-0.4186130236013993
1126,-0.2155790055474741
1127,-0.2843212727739406
1128,-0.2701659590891467
1129,0.5755947812739867
1130,0.0511378164152288
1131,-0.0767656090071677
1132,-0.1666025887479116
1133,-0.3214193880174852
1134,-0.2319587628866067
1135,0.0901248873439003
1136,0.1542614731970748
1137,0.0257036370646395
1138,-0.1738010943031929
1139,-0.0837520938023421
1140,0.244215938303339
1141,-0.3223726627981947
1142,0.1223517290231165
1143,-0.1160466765521103
1144,0.1352047386041588
1145,-0.0257599175682586
1146,-0.0644412939811794
1147,-0.1548986704530845
1148,0.1031592520954201
1149,0.3597584478992691
1150,0.1202083611593474
1151,-0.3484787561989078
1152,0.5995203836930493
1153,0.3319612269286947
1154,0.4560174476240815
1155,0.079244535428914
1156,0.4732172198488326
1157,0.1378314518246311
1158,-0.276424904567603
1159,0.2494747899159634
1160,0.3141361256544621
1161,-0.0653568233702484
1162,0.2350712139030491
1163,-0.1177394034536936
1164,0.1567398119122316
1165,0.2865329512893968
1166,0.0390574143991682
1167,-0.110785272075605
1168,-0.0195541650371536
1169,0.1730801764637114
1170,0.145539601065551
1171,-0.2018229166666681
1172,-0.182624576050092
1173,0.0651805501238393
1174,-0.0652230628750289
1175,-0.2560163850486285
1176,-0.3984063745019949
1177,0.1027089485171373
1178,0.3199385717942155
1179,-0.0854325358349106
1180,0.0853596109546932
1181,0.6989452281103027
1182,0.1142421934501185
1183,-0.1652892561983413
1184,0.0508323802261939
1185,-0.0635808748728346
1186,-0.0063584917657473
1187,-0.0572591932815901
1188,0.2791523918284467
1189,-0.2225472118013571
1190,-0.1592153865749586
1191,0.0
1192,0.0
1193,0.0636456211812591
1194,-0.1019367991845034
1195,-0.159530342671176
1196,0.1147300656510793
1197,0.0318593092901818
1198,0.0764039220680023
1199,0.1525746980292492
1200,0.1688781664656219
1201,-0.4604944255938071
1202,-0.6218753810510802
1203,-0.3671521233631274
1204,-0.1348039215686267
1205,-0.2210759027265937
1206,0.2694757471827521
1207,0.1223391240518648
1208,-0.1347543795173336
1209,-0.1165143803274653
1210,-0.1535437906891045
1211,-0.1353013530135294
1212,-0.1724987678659445
