,HON.US
717,0.0138446628824593
718,0.0829990316779668
719,0.0092212642353182
720,-0.0553582137749578
721,-0.024917403421991
722,-0.0720354636128582
723,0.0484619112454664
724,-0.4380678657518975
725,0.0322879221645774
726,0.3710057902637825
727,-0.0472021970477229
728,-0.4136504653567647
729,0.1462868944152719
730,-0.0602720854141494
731,-0.0818647938299787
732,-0.254859611231103
733,-0.0194422241904419
734,-0.0951413064631214
735,-0.0562514874191488
736,0.1188521047627304
737,-0.0821834854448712
738,-0.0346155510362961
739,-0.0389576660029449
740,-0.1300277392510451
741,0.0563136235650835
742,0.0129937629937634
743,0.0303095908205209
744,0.0043297540699771
745,0.0021648301690712
746,0.0627406862533037
747,0.0129791468374027
748,0.1296232284825489
749,-0.1427891480247432
750,-0.4615486316160623
751,-0.1987105890664967
752,-0.5773672055427302
753,-0.2738871941036359
754,0.3434687458531112
755,-0.0115849241520429
756,0.7739264479189657
757,-0.2693870340929225
758,0.0970616782846549
759,-0.2676339828802679
760,-0.0686144311642324
761,-0.0465023583338949
762,-0.0332270069112124
763,0.2342541436464093
764,0.2161065537620221
765,0.074919571636326
766,0.0836635843240853
767,-0.0705032167092608
768,0.3512777728989247
769,-0.2420439975157403
770,0.1318299705481595
771,-0.1188275679957795
772,0.3683241252302041
773,-0.2549674696676686
774,0.7720828789531125
775,0.1633235185866848
776,0.1607643195075992
777,0.1811054308704439
778,-0.1538320246131145
779,-0.0160745860794068
780,-0.1034435198381788
781,0.0183865777982167
782,0.2155765526098517
783,0.0068796294172891
784,-0.3243914783969006
785,-0.0875011513309506
786,-0.1106500691562843
787,0.0460829493087531
788,0.0175084547406495
789,-0.2925071047341835
790,0.0623441396508686
791,-0.0646950092421378
792,0.1015603360723842
793,-0.175730669626339
794,0.0693192846249721
795,0.0508083140877661
796,-0.0138587333117758
797,-0.3104726598702444
798,-0.0092686996014506
799,-0.2322556670382757
800,0.210377973894043
801,-0.1095752009184803
802,-0.0482436996025591
803,-0.1403331186159965
804,-0.0921064750852063
805,-0.0368561688012457
806,-0.0368697575813496
807,0.0368561688012588
808,0.0092131932927999
809,0.0460447555023456
810,-0.1937626868425982
811,0.0092259433527125
812,0.0691467293597039
813,-0.2402846448870247
814,0.0369532080003753
815,0.0969081679741483
816,0.1520527116066961
817,-0.0230435984883451
818,0.0713841619269123
819,-0.025336281555177
820,-0.1522491349481026
821,0.0461148259165295
822,0.0322699612760433
823,-0.0415071715168449
824,-0.0415244071237443
825,-0.0793298957045268
826,0.2025799841661632
827,-0.065240691551324
828,0.0931142045719021
829,0.1603644223394607
830,-0.3521783748483979
831,-0.1494907969728081
832,-0.0327118089630324
833,0.0513778608126974
834,-0.2340823970037453
835,0.074850299401196
836,0.0701229489037472
837,-0.0187029503904203
838,-0.0187064490483056
839,-0.0584918462366346
840,-0.0397902818088231
841,-0.0749554951747384
842,0.0374637070338035
843,-0.06091560845321
844,0.0421545667447322
845,0.0561745154948059
846,-0.0515198351365339
847,0.1005965610012883
848,0.184475994769293
849,0.1212799701464646
850,-0.4124838485240097
851,0.2181890310423473
852,0.0322220845210051
853,-0.0620039682539682
854,-0.0450103295480646
855,0.0350729239011888
856,0.2153305447615146
857,0.1754212580916233
858,-0.1113062405698851
859,0.2024141591172751
860,0.0074048477069587
861,0.1819264094861941
862,0.0471839830571069
863,-0.002462690242819
864,-0.1578609836712511
865,0.1428571428571389
866,0.0098512461826471
867,0.1148320274101141
868,-0.1741744701823526
869,-0.1011371765460482
870,-0.2101151925643857
871,-0.0643118630652141
872,-0.0990393186094823
873,0.0371259559933612
874,-0.0371397444785523
875,-0.1474654377880153
876,0.3352776374408624
877,0.0367292594463121
878,-0.1517380908589353
879,0.1033508647022451
880,0.0298480047756797
881,0.0183646297231495
882,0.2064047319602059
883,0.1233240287374702
884,0.0022879630265154
885,-0.0526508561487085
886,-0.0641378046545658
887,0.1006864988558347
888,-0.0916170407695779
889,-0.1743759177679992
890,0.2837009243159167
891,0.0274473924977137
892,-0.0778281371606407
893,0.1303065633358464
894,-0.069865663016911
895,0.0903730115194722
896,-0.1235754496773224
897,0.0137287204832514
898,-0.0916086478563654
899,0.1280878316559932
900,0.0045332970669526
901,-0.6524913305347723
902,-0.0334570742998041
903,0.3605158100304059
904,0.1138418207422848
905,-0.0909380257354561
906,0.0090929756762817
907,0.1180691158439758
908,0.0952726612829959
909,0.0861248356828911
910,-0.0294724432655585
911,-0.0430936720344744
912,-0.0680889695869166
913,0.0589756385246996
914,-0.0136116152450095
915,0.0181455271275594
916,0.1178069777979116
917,-0.0453309156844942
918,-0.0408144755339909
919,0.0044893907534041
920,4.534736078510777e-05
921,-0.0635266358108788
922,0.009074410163344
923,0.0770730380378054
924,0.0996421939399424
925,-0.0548327600817432
926,0.0597817964429712
927,0.0746714456391904
928,-0.3743551717176975
929,0.0245778799080893
930,0.4129147803591782
931,-0.0398148608968218
932,0.2784738382985561
933,0.2074686741617591
934,-0.099152248277224
935,0.1015278706386271
936,-0.0322021302947722
937,-0.0198206233586006
938,-0.0743826242189852
939,0.0462941392809254
940,0.0032712133227556
941,-0.1290322580645116
942,0.084296127336732
943,-0.12908991609155
944,0.0930071057428787
945,0.1610517292013207
946,-0.0211511789181674
947,-0.0644361833952889
948,0.0099122763542698
949,0.0594383079894874
950,-0.3314156327256723
951,-0.1967774793962456
952,0.0
953,0.1202367739548739
954,-0.0740466493891135
955,-0.0717841843232609
956,0.0671078817049945
957,-0.0208309223469447
958,0.0901859217463662
959,0.2307124400147656
960,-0.0092293493308768
961,-0.0877557618585736
962,0.0784567103562931
963,0.0230701794859885
964,-0.0323086864211175
965,0.0
966,0.0069228106611352
967,0.0576568265682656
968,-0.0046127588911016
969,0.0484105212199535
970,0.0299594395280225
971,-0.1407768110590601
972,-0.0434519804821634
973,-0.0281293302540432
974,0.1383763837638428
975,-0.117849251166207
976,-0.041264258274959
977,-0.0766923946708647
978,0.1815683580331752
979,-0.4832347140039396
980,-0.0542700675909091
981,0.241165469042233
982,-0.1379990142927556
983,0.1156866123513846
984,0.2087836510119922
985,0.0196463654223929
986,-0.0147369455224252
987,0.0392830837220783
988,0.1079119046451164
989,-0.1227777232099008
990,0.0490869821323357
991,-0.0049089391782391
992,-0.0515704427690961
993,-0.0098239064764014
994,-0.1106412273800129
995,0.0982511298879881
996,0.0
997,-0.0049127978383644
998,-0.0639071871005918
999,0.1668629760502569
1000,-0.2210900701720695
1001,-0.0468353444321206
1002,-0.3632064089570971
1003,0.2551266005583908
1004,-0.2412661648330438
1005,0.1926411096127804
1006,-0.1302020542990701
1007,0.4560291858678901
1008,-0.0960984047664754
1009,0.2635740643120635
1010,0.2390400152985609
1011,-0.090917791176188
1012,-0.0574547543809135
1013,-0.0287356321839091
1014,-0.1150747986191067
1015,-0.0863806507342388
1016,-0.0432089874693952
1017,0.0168006720268794
1018,-0.050523533304708
1019,0.0193027945836928
1020,-0.0456368745946719
1021,0.1893939393939443
1022,-0.1248199711953868
1023,-0.0526921763405901
1024,-0.2553693537513296
1025,0.0759647523549122
1026,0.1992808560412459
1027,-0.4329192681706461
1028,0.2688598969167858
1029,0.0327072398386335
1030,0.1256390260809254
1031,0.0259875259875269
1032,-0.1735508503991694
1033,0.1862197392923679
1034,0.051941306323856
1035,0.0865371766045994
1036,0.1510924950341218
1037,0.1164546042699943
1038,-0.585683297180041
1039,0.0130134906519763
1040,-0.4838287856333422
1041,-0.0872524212546848
1042,0.0087244808933913
1043,0.0501406117154545
1044,-0.0632607652371108
1045,0.1546402979548231
1046,-0.1155691234190956
1047,-0.0829295971367455
1048,-0.0436662154491169
1049,0.0392841553906605
1050,0.1853687976893593
1051,0.4377870294862484
1052,-0.1590576906542879
1053,0.1330871935774706
1054,-0.0800021310986645
1055,0.0198462133253141
1056,-0.1032036121264161
1057,0.1609960287646238
1058,-0.1397248495270924
1059,0.0064484233604947
1060,-0.0021495206568915
1061,0.0429719393236192
1062,-0.04729148753225
1063,0.0300855288606151
1064,-0.0042981174245641
1065,-0.0494527940828695
1066,0.045132172791755
1067,0.064432989690724
1068,-0.0343760742523257
1069,-0.0408382590005368
1070,0.0558527206719492
1071,0.0107397542744246
1072,0.1672599391002214
1073,-0.0772565346152102
1074,-0.0558275358584537
1075,-0.0493871503614302
1076,-0.1979396284133329
1077,0.2109894056383547
1078,-0.0718778077268628
1079,-0.0719295090810989
1080,-0.2252861133639722
1081,0.0630403458213322
1082,0.0315102408282661
1083,0.112410071942446
1084,0.071890726096332
1085,-0.0272809847042202
1086,-0.2655581091433502
1087,-0.2348796241926059
1088,-0.0904200009041948
1089,0.1038749887092357
1090,0.2163136547994674
1091,-0.3345993850605937
1092,0.0880937859998614
1093,0.2231237322515233
1094,0.1417865100263307
1095,0.0202511138112667
1096,0.1123348522587651
1097,0.2421973094170383
1098,-0.0134547248508773
1099,0.0044847071486191
1100,-0.1736972704714612
1101,0.562574022897743
1102,-0.31683168316831
1103,0.0840876490082542
1104,0.4039607862456384
1105,0.6750514753661906
1106,-0.3040981595091981
1107,0.3862325217561319
1108,-0.2106707167703583
1109,0.2394916911045849
1110,-0.0660259702149467
1111,0.3630427367087396
1112,-0.3594571463504162
1113,-0.1739173035469281
1114,0.1687330349937636
1115,0.2658406906980086
1116,-0.0781059311691464
1117,0.053669008587048
1118,-0.3672689878066696
1119,0.0978425713027682
1120,0.0464536319405387
1121,0.0903805755044224
1122,-0.3948304191088146
1123,-0.1448990618399663
1124,-0.2708825847123775
1125,-0.9633355269342818
1126,0.1210810059629592
1127,-0.0271907579599837
1128,-0.0704920344001154
1129,0.2461149004992643
1130,0.2734922861150107
1131,-0.1474822670131318
1132,-0.0023410431688339
1133,0.0678441923031848
1134,-0.133526986506745
1135,-0.0281188490017819
1136,-0.0867750181758494
1137,-0.086850382611146
1138,0.1640419947506668
1139,-0.1032185418035222
1140,-0.056332738709969
1141,0.0445768716420706
1142,-0.2681785033757659
1143,0.0258701787394199
1144,0.1918232409395709
1145,-0.060409620443445
1146,0.035218708177792
1147,-0.0352311161217667
1148,-0.079921019228051
1149,-0.2403393025447782
1150,0.0047585058291788
1151,-0.1763752502621816
1152,-0.0333794287349164
1153,-0.306117568278574
1154,0.0334704026011251
1155,0.1241642788920818
1156,0.1668653158522023
1157,0.2283213623174569
1158,0.4592803030303025
1159,-0.2896623771309108
1160,0.2604906696978227
1161,0.3280855382727224
1162,0.0047204323916027
1163,-0.0732202749303231
1164,0.0519357884797042
1165,0.2449133383571881
1166,-0.2218550861458574
1167,0.1602337527687466
1168,-0.080181114989146
1169,0.2821935847991695
1170,-0.0753082933258009
1171,0.2586252628386549
1172,0.177655935142225
1173,-0.0492299036500409
1174,0.2828556734770161
1175,-0.1258844467595572
1176,0.4398245887745938
1177,-0.1678354978354958
1178,-0.0844869045297949
1179,0.0973899493572238
1180,-0.0086576338686681
1181,-0.0216487703498367
1182,-0.064988518695033
1183,-0.1370968441694805
1184,-0.1176684702794861
1185,-0.209147106370337
1186,-0.0364017957058152
1187,0.0309058459931214
1188,0.0674250168562547
1189,-0.0892546151166771
1190,0.1347884690638733
1191,0.0912250217202343
1192,-0.1697054088159724
1193,0.1303724305766856
1194,-0.0608775057616275
1195,0.01304347826087
1196,-0.1090753664645006
1197,-0.174144320906917
1198,0.0392259414225956
1199,-0.4421485794335205
1200,0.0417747313819848
1201,-0.0958680321834672
1202,-0.1826119264350768
1203,0.0371402042711292
1204,-0.1185247158892818
1205,0.0302030574787406
1206,0.046444661186194
1207,0.0835305582625675
1208,0.0185589013130385
1209,-0.0185623462805661
