,MU.US
1972,0.1173853947856333
1973,-0.353400706801427
1974,0.0929137760158608
1975,0.39028620988725
1976,-0.9300798774482923
1977,-0.2633022490400383
1978,-0.4186405199956039
1979,0.8736485748607593
1980,0.5018911920757911
1981,0.8170061429033442
1982,0.0700016154218919
1983,-0.6940302553814461
1984,-0.781420765027326
1985,-1.0491441192711242
1986,0.0772456411388296
1987,0.3697379950591595
1988,-0.0839568661971868
1989,0.5798052729460684
1990,-0.5168242797448855
1991,-0.853942552955524
1992,-0.608089260808928
1993,-0.8949679162445139
1994,0.6264682850430722
1995,0.6115187903046444
1996,0.0333444481493843
1997,-0.1558499387732389
1998,0.3418088466475287
1999,-1.199169192769733
2000,0.1508470642840678
2001,-0.2093023255814033
2002,-0.4790279238228724
2003,0.023361756804107
2004,0.0700361853624399
2005,-0.0225333826810536
2006,-0.2055571804621306
2007,0.1110202173658979
2008,-0.035071311667041
2009,-0.035083615951352
2010,-0.1170823088631407
2011,0.2860311715603345
2012,-0.0525639528092532
2013,-0.1952174075877248
2014,-0.2854460093896733
2015,-0.2482674228429544
2016,0.0834704914178203
2017,-0.4250295159386062
2018,0.2648222135086306
2019,0.1236034340820972
2020,-0.0706131575850326
2021,0.0352941176470601
2022,0.0940291490361992
2023,0.1525642530219404
2024,-0.3296832685741044
2025,0.5307265899743694
2026,-0.4249970070633353
2027,0.1177828132753802
2028,0.2879456301418887
2029,0.0
2030,-0.5273882296535991
2031,-0.1921460309835604
2032,0.1558752997602034
2033,0.5722460658082854
2034,0.0357525920629259
2035,0.1092833724991682
2036,-0.1432972189371649
2037,-0.157134328358216
2038,-0.0418085169921717
2039,0.2086065085230625
2040,0.0119189511323064
2041,-0.0357696434958878
2042,0.0595805529075275
2043,-0.1314882030502472
2044,0.0896465399058347
2045,0.1369047619047558
2046,0.2434534766344021
2047,-0.1069963740117736
2048,-0.0892432175154552
2049,-0.0119005117220101
2050,-1.115427998496053
2051,-0.5671792286362526
2052,0.0377976565452956
2053,-0.303298369771274
2054,-0.4568992549203265
2055,0.0379441624365454
2056,0.5176114127004123
2057,-0.1643904906423817
2058,-0.2281368821292681
2059,0.5295007564296363
2060,-0.3542510121457324
2061,-0.1457079505860109
2062,0.5606652387552065
2063,0.176078480694253
2064,0.1130653266331522
2065,0.1380002509095464
2066,0.1190401603909693
2067,0.4552825246351439
2068,0.4717566728739857
2069,-0.0621118012422324
2070,-0.171722953634809
2071,0.1031760830380986
2072,-0.0559701492537157
2073,0.248138957816363
2074,-0.2175940317065554
2075,-0.9627727856225928
2076,0.9283988299631054
2077,0.4683544303797525
2078,1.2623422072241033
2079,-0.238035580055139
2080,-0.1757028112449628
2081,0.0990483832545462
2082,0.0764219493861098
2083,-0.4657016991818632
2084,-0.0377738604885433
2085,0.2887633396108022
2086,0.0501945037018346
2087,-0.4284814114681833
2088,-0.0252111433253447
2089,-0.2147549267306742
2090,-0.2659911336288711
2091,0.2400808693454608
2092,0.1388012618296522
2093,0.2266146292332957
2094,-0.1134358457272541
2095,0.5639804486777827
2096,0.3372470647014689
2097,-0.2504382669671961
2098,0.1812386725829586
2099,0.5160407858741685
2100,0.0651843267907607
2101,0.7832710549008362
2102,-0.3027245206861665
2103,-0.0144175317185771
2104,-0.1950162513542869
2105,-0.1953973078593007
2106,0.1517450682852659
2107,0.1082719792117841
2108,-0.4422533168998659
2109,-0.0072505800464177
2110,-0.232703826604399
2111,-0.1017023134002471
2112,-0.2406475607088256
2113,0.2473266894595209
2114,0.0654259959290516
2115,0.1524279596428888
2116,0.0290254698497874
2117,0.209992758870378
2118,-0.0144843568945407
2119,-0.1160092807424775
2120,0.0869313242538427
2121,-0.028985507246371
2122,-0.0797737326854838
2123,0.0507393447376207
2124,-0.058021467943148
2125,-0.0646830530400998
2126,0.7828273428665627
2127,0.2131248535086961
2128,-0.0465146078933843
2129,0.6153595370540127
2130,0.173913043478253
2131,-0.8073817762399019
2132,0.4085508506051639
2133,0.5078095238095268
2134,0.1355620116945961
2135,0.3325328614762494
2136,0.3087003087002966
2137,0.1321253303133308
2138,0.0188714851858848
2139,0.3998541428322679
2140,0.2386399149946861
2141,-0.2129658628249316
2142,-0.6011493673438573
2143,0.4416562107904691
2144,0.0501630298469927
2145,-0.1884658876743202
2146,-0.3783579265985586
2147,-0.3988603988604139
2148,-0.076031172780825
2149,-0.6825720847155025
2150,-0.2269692923898364
2151,-0.2744494276725517
2152,-0.6128771551724115
2153,-0.0808843354003613
2154,0.0404258186228094
2155,-0.4489816360149027
2156,0.2317356269218432
2157,0.3634284176533899
2158,-0.0673219334859258
2159,0.1344628210299966
2160,-0.0267652632612557
2161,0.3763851482627897
2162,0.192577733199606
2163,0.1135452845311164
2164,-0.4427747215886197
2165,-0.1679994624017203
2166,0.0470177324019298
2167,-0.0806668459263273
2168,-0.1683388324018584
2169,-0.0471571005119867
2170,-0.1349163518618379
2171,-0.3588111840769082
2172,-0.2239109784231324
2173,0.0610293619041184
2174,-0.3060808053326
2175,-0.0683246788740054
2176,-0.2053950431329668
2177,0.1913352466858009
2178,0.0409836065573786
2179,0.1091703056768535
2180,0.4415460906188477
2181,0.169537501695375
2182,0.0542225837061028
2183,0.1624035728786095
2184,-0.0917067065100953
2185,-0.0912480509795987
2186,-0.0746268656716317
2187,0.1747280878787342
2188,-0.1071186440677878
2189,0.3378378378378378
2190,-0.0135153399108056
2191,-0.1104069361533933
2192,0.0832770041908862
2193,-0.2031969655919882
2194,-0.128857239742284
2195,-0.2789720878292644
2196,-0.162532731340084
2197,0.1303465203737829
2198,-0.110876523871127
2199,0.1563987488100025
2200,0.682407533779173
2201,0.340179080278731
2202,-0.3139582480556598
2203,-0.5211905088465364
2204,0.0
2205,0.2565067204760765
2206,0.1263833857084316
2207,-0.2602739726027366
2208,0.1367989056087473
2209,-0.246845858475031
2210,0.1232707848240013
2211,0.4499590946277588
2212,-0.0340994339494041
2213,-0.0750750750750649
2214,-0.1230012300123047
2215,0.0819336337566602
2216,-0.0375670229841923
2217,0.3897187194256553
2218,-0.0529611980939389
2219,0.0272219953722553
2220,-0.0326770688669238
2221,-0.0490396403759724
2222,0.0544588155207709
2223,0.359492640575189
2224,0.1422378759143725
2225,-0.387722132471728
2226,0.1988498952007333
2227,0.6567004805125564
2228,-0.2569318060164962
2229,-0.3545337344220007
2230,0.3854871885976336
2231,0.341083617747441
2232,-0.1603462881597021
2233,0.1066057125295382
2234,0.2344298946023693
2235,0.0159667890787017
2236,-0.2026558583542186
2237,0.1331487004686834
2238,0.2443948570821421
2239,0.2333295522850099
2240,0.0316871555743936
2241,-0.0518496762311151
2242,0.0179162072767437
2243,-0.0636483218059174
2244,-0.2317916002126566
2245,-0.0212698075082378
2246,-0.1704484925961399
2247,-0.1280000000000048
2248,0.015997440409535
2249,0.0159948816378764
2250,0.5650459921156277
2251,0.6008359456635423
2252,0.841859862712073
2253,-0.7043172035998331
2254,0.4672211699612698
2255,-0.2862908475458867
2256,-0.1173096976016728
2257,-0.4714510214772124
2258,-0.2757715036112853
2259,0.4965373056317724
2260,-0.1701570680628212
2261,0.4469463012913091
2262,0.6563106796116569
2263,-0.5074160811865738
2264,0.2465931213497699
2265,-0.5087398904252551
2266,-0.1698680256108656
2267,0.1630682930011088
2268,-0.8883916820215809
2269,-0.4893532601507797
2270,-0.7528816043707078
2271,0.0333022512321719
2272,-0.7380568974771836
2273,-0.1747546713267851
2274,0.9968192283634268
2275,0.0867900446713437
2276,-0.0127648710747905
2277,0.7474977828455637
2278,-0.101458465440726
2279,0.0
2280,0.2403846153846304
2281,-0.0063263111279935
2282,-0.792207494089053
2283,0.325664166772603
2284,-0.6742757837864094
2285,0.1480979823406845
2286,0.154376116356207
2287,0.398887334342311
2288,0.3243825205826517
2289,0.0885851683118111
2290,0.0632351081320313
2291,0.0126454223571131
2292,-0.2154353060448633
2293,-0.0380324543610562
2294,-0.2159827213822916
2295,0.1775523145212436
2296,0.1456341417083633
2297,0.0759253400822553
2298,0.0948166877370273
2299,0.4530581424616152
2300,0.0623752495009944
2301,-0.0062379140415388
2302,-0.0874071299244645
2303,-0.0124882922260267
2304,0.4042288557213965
2305,0.248138957816363
2306,0.0681916806149734
2307,-0.1987701099447128
2308,-0.118159203980098
2309,0.2264759718301
2310,0.1072283033135416
2311,-0.259756400696002
2312,-0.2491901320707558
2313,0.0622587473539997
2314,0.1616111387369411
2315,-0.02486943546381
2316,-0.0062177454454958
2317,0.2291571804857739
2318,0.186130030959754
2319,0.080430613128748
2320,-0.0185643564356442
2321,0.0803808817164381
2322,-0.2230897936419317
2323,-0.1116694584031309
2324,-0.0062042437026869
2325,0.2216777505541917
2326,0.3140265177948479
2327,-0.3267211201866991
2328,0.533890436397393
2329,0.0927643784786622
2330,0.0173902962147128
2331,0.3062875635691176
2332,-0.0751836215372132
2333,0.1789631682253794
2334,0.0115446779034923
2335,0.1613646841862616
2336,0.0288068214553107
2337,0.1323360184119782
2338,-0.334834314744263
2339,-0.0519840582221471
2340,0.0
2341,-0.0751445086705176
2342,-0.0463798824657388
2343,0.0405803803688073
2344,-0.0660589856995663
2345,-0.3516572821733255
2346,-0.0871485010457853
2347,-0.303030303030309
2348,0.0174794616325823
2349,0.0291239515377512
2350,-0.1544544668231805
2351,-1.1245782831438282
2352,0.3610557768924204
2353,0.2483854942871372
2354,0.1488095238095294
2355,0.0991080277502456
2356,0.3702789434707444
2357,-0.1235788433020196
2358,-0.0865800865800957
2359,0.3619504656553758
2360,-0.3654997884924956
2361,0.1996052334344273
2362,-0.246129858558853
2363,-0.0330509764892501
2364,-0.1292761527020264
2365,0.0990589400693391
2366,0.0
2367,0.2470355731225156
2368,0.0863877576206434
2369,0.4606596646397641
2370,0.165562913907291
2371,0.0735294117646912
2372,0.0734753857457779
2373,-0.1594505090150809
2374,0.0857843137254818
2375,0.5237647690655262
2376,-0.5942733657482411
2377,-0.1081665765278698
2378,-0.328278032502225
2379,0.1652221018418199
2380,-0.0406448990651688
2381,0.1217861975642806
2382,0.0
2383,-0.0677048070413153
2384,-0.0813118308713756
2385,0.0541785182175159
2386,0.1352630867036501
2387,0.0405624661979271
2388,0.0539189917824252
2389,0.0420094284826751
2390,-0.0689375506893781
2391,0.0270270270270216
2392,-0.081146875845283
2393,-0.0067626969635429
2394,-0.0609013398294785
2395,0.1688846855367155
2396,0.0405159024917295
2397,-0.1487793331980786
2398,-0.0067631543351757
2399,-0.1490111081008042
2400,-0.8643446379468376
2401,-0.0720697110659854
2402,0.0457106034192677
2403,0.0655759162303671
2404,-0.31512605042018
2405,0.1179017939695659
2406,-0.1048969410529013
2407,-0.1606884091321596
2408,0.002892833662067
2409,-0.369406929646388
2410,0.0987540378403316
2411,-0.0432648043454676
2412,0.023473559277323
2413,-0.1188275679957795
2414,0.1845018450184509
2415,0.1578947368421112
2416,-0.0394892720810861
2417,0.0790476403424506
2418,0.2556903902918856
2419,0.131018670160509
2420,0.0654664484451681
2421,0.0981033355134111
2422,0.1487646266713176
2423,-0.3985051140833971
2424,0.0524246395805924
2425,0.0247555390518755
2426,0.4129429892141679
2427,0.3867878192534353
2428,0.1374581402563491
2429,-0.3224258826423785
2430,-0.2837404391808586
2431,-0.0864304235090843
2432,-0.2847944526993434
2433,-0.3354453969437324
2434,0.2725808450006181
2435,-0.1489018488646113
2436,-0.0869349230005059
2437,0.055855520387267
2438,0.2105654301108586
2439,-0.0618453716981125
2440,-0.0161146170733193
2441,-0.2637338599724778
2442,0.0622282946217867
2443,-0.1492722975494521
2444,-0.1368956939515472
2445,-0.5386349405134755
2446,-0.1379483320792568
2447,-0.3966005665722351
2448,-0.1576292559899117
2449,0.2516977966065529
2450,-0.4492569980417009
2451,-0.0576302443522327
2452,-0.0345901072293337
2453,-0.6265227984685071
2454,-0.1279044236807928
2455,-0.4198553429771303
2456,-0.163589623743866
2457,0.3145020384391334
2458,0.0814711359404182
2459,-0.0698812019566763
2460,-0.0349528137015043
2461,-0.2335630036202299
2462,0.1049930004666395
2463,0.3661300633463099
2464,-0.075607770152376
2465,-0.0174509917980345
2466,-0.2273787313432756
2467,-0.0233263354327154
2468,0.1455773598090025
2469,0.5213462318252944
2470,-0.2846520274195475
2471,-0.0464954085783936
2472,0.0580855018587327
2473,0.1218309450600498
2474,-0.1801697082413124
2475,-0.7622141696863669
2476,-0.2756546798646772
2477,0.0125281884239425
2478,0.1563574957783476
2479,-0.0187664206180237
2480,0.3304445414302467
2481,0.1804829474732514
2482,0.111898545318915
2483,0.0931619154089666
2484,-0.4805292061907025
2485,0.1122054606657389
2486,-0.2374406398400371
2487,0.2990281584849353
2488,0.2733598409542729
2489,0.1612703138568359
2490,0.2227998514667741
2491,-0.378952599863337
2492,0.1550676094777323
2493,0.13627353815659
2494,0.0619041723412122
2495,0.3527195429327144
2496,0.1282651552488941
2497,0.2519510846186915
2498,0.0982257965498168
2499,-0.3882657463330429
2500,0.0249875062468893
2501,0.3610108303248998
2502,0.4584882280049622
2503,1.4832448269547742
2504,0.7752407485918484
2505,-0.1637951953409429
2506,-0.0121344497027121
2507,-0.3775883069427556
2508,-0.0487448208627736
2509,-1.1246201357036671
2510,0.6155541947336203
2511,-0.1967119770965
2512,0.289868904371411
2513,0.0714067371767338
2514,0.064151519780063
2515,0.0458015267175503
2516,0.249756335282649
2517,-0.0304673694473115
2518,-0.0792779607269324
2519,0.0792151605630515
2520,-0.1770235624466002
2521,-0.0671919858285903
2522,0.073246658121226
2523,-0.1244297986144185
2524,0.2156360531772168
2525,-0.0825536598789048
2526,-0.3590168461750968
2527,0.7945205479452032
2528,0.3140789294005243
2529,0.218013353317886
2530,0.2039706282295426
2531,0.2441671188279878
2532,-0.0678702321161899
2533,0.0107223468638387
2534,0.0435490435490432
2535,-0.0678794461037159
2536,0.1570973719059968
2537,0.2826248563898175
2538,-0.2370952445468055
2539,-0.271702214373051
2540,0.0882253138785174
2541,0.062261855186254
2542,-0.0962661235573586
2543,-0.1223491027732509
2544,0.1289797026678417
2545,0.1626567265333846
2546,0.0609590896775772
2547,-0.0745611062156749
2548,0.006777822963258
2549,0.3108108108108162
2550,0.7454255577493671
2551,-0.1512139412909236
2552,-0.0296170932938349
2553,0.242692835285417
2554,-0.0105529759392052
2555,-0.1003538794697077
2556,-0.0052820621170607
2557,0.1055297593921575
2558,0.2893670752880428
2559,-0.0789806234203905
2560,0.0
2561,0.0315822718180873
2562,0.2520214218208643
2563,-0.2104598547827032
2564,-0.0579099763095623
2565,-0.0157961246840781
2566,-0.0737696279902973
2567,0.1263024944742706
2568,-0.1739680531393392
2569,0.0158127767235932
2570,-0.1689545934530059
2571,-0.3284246212522537
2572,0.4534908247205154
2573,0.0316288877174498
2574,0.4721930745015769
2575,-0.1160497518813664
2576,0.1159152325416092
2577,0.0217560394338827
2578,-0.3070888603622866
2579,0.3694756288191063
2580,-0.0426499857833396
2581,-0.2351264695404435
2582,-0.1212726494506973
2583,-0.0713877784123317
2584,0.0356811532148597
2585,-0.2073798627002231
2586,0.1356852103120743
2587,-0.1358695652173897
2588,-0.0858860578299488
2589,-0.0143163922691554
2590,-0.1720923562311635
2591,0.2503397467992234
2592,0.0
2593,0.1880442682193693
2594,-0.059575683977415
2595,-0.0571796154670949
2596,0.0784174809562697
2597,0.2707977207977222
2598,-0.0498824200099716
2599,-0.0499073149864691
2600,0.4518752824220419
2601,-1.0906183977616608
2602,0.5383977555401626
2603,-0.1923295777853612
2604,-0.2681576995492662
2605,0.1765576944982357
2606,-0.3314285714285785
2607,0.336010023349851
2608,-0.3945111492281291
2609,0.0
2610,-0.0057178798101774
2611,-0.0171565824087685
2612,0.3646723646723569
2613,0.1592900216179321
2614,0.0454907312635121
2615,0.1022494887525439
2616,-0.3188960134579069
2617,0.1477182200978752
2618,0.1158324419502142
2619,-0.0021598272138299
2620,-0.0245598555516556
2621,-0.2375199452929242
2622,0.0797175720305288
2623,0.1307932897355642
2624,-0.1994301994301962
2625,-0.3865668035757347
2626,0.2890869669958984
2627,0.240326844508535
2628,-0.252981568485717
2629,0.6225308272476907
2630,-2.7568305674814546
2631,-1.8786815390399736
2632,1.0908640138837182
2633,0.4183490949759784
2634,-0.2251725601254064
2635,-0.3126279863481129
2636,-0.2177863405302748
2637,0.3965559960356746
2638,0.2434593472323525
2639,0.2256473489519022
2640,0.0246548323471526
2641,0.0246487552378555
2642,-0.0123258967089918
2643,0.1906870886387416
2644,-0.1293422025129216
2645,-0.1603948180135838
2646,-0.5022010044020102
2647,0.3090425860683602
2648,0.3019472516637966
2649,0.1107965037547746
2650,-0.2200825309491012
2651,-0.1653348029760327
2652,-0.6029523875528482
2653,-0.2570872707059509
2654,-0.0695313586427439
2655,0.2704389432078322
2656,0.0623700623700647
2657,-0.0916987010969243
2658,0.1746295526935243
2659,0.255542509841843
2660,0.186129877292162
2661,0.0895378469591538
2662,-0.0689227376111339
2663,0.0344494970373315
2664,-0.2348066298342368
2665,0.2273823468614236
2666,0.3397772906812561
2667,-0.0582657688607951
2668,0.2303326112588861
2669,-0.3428313577882725
2670,-0.2235038958066411
2671,-0.0411052058777805
2672,0.1530134420449641
2673,0.1608800275008459
2674,0.0481033534909439
2675,-0.1843493738478113
2676,-0.4513317735525299
2677,0.297192334627877
2678,-0.2578734377593072
2679,0.028077340310134
2680,0.2266563100862023
2681,0.174145163340537
2682,0.1176953050111202
2683,-0.0309887310241648
2684,0.0909783022459167
2685,0.0634034998731894
2686,0.0253549695740314
2687,-0.0761228114691731
2688,-0.2948276015640869
2689,-0.2210036345087005
2690,0.1082802547770621
2691,-0.1722707841510944
2692,0.2291679928703378
2693,0.3552172534094527
2694,-0.209763539282998
2695,-0.0445151033386284
2696,-0.2102982411419912
2697,-0.0063730801096111
2698,0.1908275554990212
2699,-0.2231289047558295
2700,0.3399765533411396
2701,1.2845735447286188
2702,-0.4650622020695169
2703,-0.122228042605208
2704,-0.0392447767764038
2705,0.6924937059168396
2706,0.7174923933635646
2707,-0.172522859278861
2708,-0.4446621480335484
2709,-0.5343786295005939
2710,0.1391788448155933
2711,-0.0696378830083591
2712,0.3469812630117941
2713,0.1501328097932898
2714,-0.0231026914635673
2715,-0.0577901063337923
2716,0.0693000693000719
2717,-0.1619620546043504
2718,-0.4415524052986235
2719,0.3704561241027937
2720,-0.1838288593912068
2721,0.2412356820548429
2722,-0.0520923771488125
2723,-0.1042934121328042
2724,-0.0753797982140759
2725,-0.4038306218991512
2726,-0.0115393491807121
2727,0.0069231301779247
2728,-0.6807620817843849
2729,0.3011350474866865
2730,0.1156871818602433
2731,0.2538656819755353
2732,0.6534449157400061
2733,-0.4144123402785765
2734,-0.3001962821845111
2735,0.0461627236006996
2736,0.1267865375749186
2737,0.0921234454168566
2738,0.1666954072541197
2739,0.1434967282745953
2740,0.2290688351849763
2741,0.0572344322344289
2742,0.2967359050445162
2743,-0.0456725279744305
2744,0.1994188365335276
2745,-0.222704431247137
2746,0.0570711106038091
2747,-0.1486053955189705
2748,0.1882594557590188
2749,0.4712695889166547
2750,-0.0574250602963263
2751,0.3091367071216054
2752,-0.2467718794835046
2753,0.1775893675527052
2754,-0.1032228466567306
2755,0.5475076993270264
2756,0.0683916562179439
2757,0.0911057966063071
2758,0.4048004409818151
2759,-0.332176386913227
2760,0.2214147836947805
2761,0.045397798206794
2762,0.1245750675301106
2763,-0.0339040707563191
2764,-0.34133576060985
2765,-0.250941028858217
2766,0.1594351440610415
2767,0.1080712132415663
2768,-0.039831569363829
2769,-0.1938426453819859
2770,0.1934676226243333
2771,-0.1082312731415538
2772,-0.1883346649925878
2773,0.1595441595441602
2774,0.1138303927148484
2775,1.7886003663398302
2776,0.2364828549930117
2777,0.353470437017993
2778,-0.9625835001443755
2779,0.0757510265831107
2780,-0.2057390362750535
2781,0.1729542752135021
2782,-0.4778972520908134
2783,0.1409978308026135
2784,0.4534657741308591
2785,0.2852990256769129
2786,-0.5837833623366113
2787,-0.4087202348591948
2788,0.3737204138005728
2789,0.2000000000000024
2790,0.1834466386101237
2791,-0.021586616297891
2792,1.6558751724869845
2793,-0.186100919870258
2794,1.1666403909821843
2795,-0.1210144165000472
2796,0.0998685939553207
2797,-0.4063753430441261
2798,-0.1374061938484256
2799,0.2109482122139044
2800,-0.2030851181888879
2801,-0.1444765503445159
2802,-0.0667259786476893
2803,0.3822079432781242
2804,0.1659016756069299
2805,0.6865114235500879
2806,0.1206801974766861
2807,0.4804017905884897
2808,-0.0546209307406567
2809,0.0
2810,0.3592032219440495
2811,0.4982129318747901
2812,-0.2715030408340573
2813,-0.0325909831613266
2814,-0.0543478260869534
2815,0.1541099607128083
2816,-0.1184357784707601
2817,0.0564695661616902
2818,-0.0923913043478193
2819,0.0097816517949334
2820,0.105964176291384
2821,-0.3558509479189356
2822,-0.2840909090909146
2823,-0.0327904689037065
2824,-0.2410430590555482
2825,0.1989234729697958
2826,1.071703914300741
2827,-0.0067145172493723
2828,0.5182540596568039
2829,-0.5675237433402767
2830,-0.1871692193082479
2831,-0.2427591020123385
2832,0.853419444124086
2833,-0.1501501501501449
2834,0.4140786749482395
2835,-0.1612903225806458
2836,0.5385584966196848
2837,-0.3564857405703798
2838,0.2065641496442584
2839,0.1317976047217866
2840,-0.4085155350978017
2841,-0.3927911275415935
2842,-0.6782054249455397
2843,0.1313741433383701
2844,0.116022740457123
2845,0.7713562053879827
2846,0.2411852532445087
2847,0.2977212870720315
2848,-0.1261178628754866
2849,0.8750994431185316
2850,-0.4379029315168464
2851,0.3877377923179539
2852,-0.4256499740813503
2853,-0.2686676427525689
2854,-0.3366591173409946
2855,-0.4179728317659394
2856,0.1534307106910519
2857,0.3851562022375713
2858,-0.2389998774359519
2859,-0.1030598974308678
2860,-0.2017410461275244
2861,0.0161022678384961
2862,0.1288976184630368
2863,0.0245459008345731
2864,-0.0491159135559998
2865,-0.1352514447313407
2866,0.2972815593490537
2867,-0.298167957703193
2868,-0.2774181616423085
2869,-0.0987349583461873
2870,0.0555075860367429
2871,0.1508760045570739
2872,-0.1017137221057773
2873,0.1354346220142815
2874,-0.4452139500371005
2875,0.6927232284715623
2876,-0.1208959022652059
2877,0.1017035341978112
2878,0.0889114695795851
2879,-0.0889905924230961
2880,0.0241487563390554
2881,0.1028440832910145
2882,0.5053057099545117
2883,0.1261670451678129
2884,-0.1516300227445091
2885,-0.0632191174611166
2886,0.0
2887,-0.0442729745114117
2888,0.1956823633379459
2889,0.0756906774315658
2890,0.1340448798383497
2891,-0.0837221031395808
2892,0.2578129912595086
2893,0.0653537270476359
2894,0.1295340039312077
2895,0.0567017163559467
2896,-0.1722831475414827
2897,-0.0292879140217357
2898,-0.1825966502959453
2899,0.1885369532428427
2900,1.273090364453333
2901,-1.212733703890864
2902,-0.7381012980402116
2903,0.0893830029891852
2904,0.4174474550519151
2905,0.5289672544080626
2906,0.4887830555207426
2907,-0.6179066834804655
2908,0.4019090680733577
2909,0.2005515166708405
2910,0.025062656641599
2911,0.1521491061240025
2912,-0.2906261764336808
2913,0.1628664495113949
2914,0.6596141879278172
2915,0.223519185396755
2916,-0.0994406463641992
2917,-0.2804612028669474
2918,0.5125356065294118
2919,-0.5026484701190272
2920,0.1679731243001183
2921,-0.2869977539306264
2922,0.5275243592130542
2923,-0.1429459291485331
2924,0.2974346263477443
2925,-0.0699732215624701
2926,-0.3505082369435648
2927,-0.3458584911190593
2928,0.1365154147680237
2929,0.1851116045342832
2930,-0.4519575042554334
2931,0.3917212347988701
2932,0.0584316933504699
2933,-0.1287151883922296
2934,0.2800466744457516
2935,0.3604232066038859
2936,-0.3149055283415095
2937,0.2153040442246171
2938,-1.0510247403015072
2939,0.1394010569583136
2940,-1.068249258160244
2941,-0.0593824228028469
2942,0.2264456796984417
2943,0.034233593935095
2944,0.3541076487252091
2945,-0.2247722701999263
2946,0.1181614084839824
2947,-0.3081664098613143
2948,0.4573041237599837
2949,-0.0561917129028482
2950,-0.7811940084569651
2951,0.6903914590747323
2952,0.5309734513274336
2953,-0.4908935685828099
2954,-0.2210338680926932
2955,0.0740983513116928
2956,0.075608606566111
2957,0.4322676685333572
2958,0.0991431201756354
2959,-0.0212494687632817
2960,0.1555869872701548
2961,0.2891192440589497
2962,0.0704671975195506
2963,-0.1906241174809448
2964,-0.1980758347481414
2965,0.0141462724571946
2966,0.0494874513962482
2967,-0.1983424240277687
2968,-0.0921724333522372
2969,0.042523033309711
2970,-0.156161272004542
2971,0.1134429948950628
2972,0.0386974412911776
2973,-0.0103487383045091
2974,0.2404186112289457
2975,0.8312020460358128
2976,0.5722815355606566
2977,0.7319197273760055
2978,-0.8271824891830055
2979,0.241208581947439
2980,-0.6902722740636482
2981,-0.1087721543285021
2982,0.401478460361965
2983,0.2922861863006786
2984,-0.5366040628593353
2985,-0.4298453839738163
2986,-0.5094144957441269
2987,-0.3103488870001537
2988,0.4377897990726431
2989,0.4104669061056865
2990,-0.0641766140418395
2991,-0.4642166344293996
2992,0.3661591828868717
2993,-0.3804488006190192
2994,0.012894906511916
2995,0.2572347266881065
2996,0.5945151185833963
2997,0.0191742298351023
2998,0.4517401539733916
2999,-0.4024530471444969
3000,0.8969192772650616
3001,-0.1431918771153523
3002,0.1170198933818793
3003,0.3498315625809927
3004,-0.0453691101173255
3005,0.0690429711535192
3006,0.3957164053931904
3007,0.0837952816810593
3008,0.5066375937920993
3009,-0.4056664520283293
3010,-0.3424436260257163
3011,-0.0258514832288634
3012,-0.194262772777299
3013,0.3646564538772842
3014,0.1062129414797534
3015,-0.0386847195357848
3016,-0.1808551866683898
3017,-0.2915074172442758
3018,0.3568228821064367
3019,0.1721760422707665
3020,0.1235664362667537
3021,0.0566025599794133
3022,-0.051483364437874
3023,-0.6216408728873791
3024,0.1164219649440571
3025,0.0869376222560294
3026,-0.733553074497061
3027,-0.0217891163911167
3028,-0.7390249283035537
3029,0.3900455968796396
3030,0.6603361711416764
3031,-0.39447731755424
3032,-0.6951340615690276
3033,-0.577072466984792
3034,-0.4514798506214828
3035,-0.2402503072969085
3036,-0.1342732460557126
3037,-0.6192299031749734
3038,0.5931729155008407
3039,0.3790835098673246
3040,0.2779630865021125
3041,-0.4691689008042915
3042,0.7208605966507771
3043,0.556934105321197
3044,-0.8845126835781061
3045,-0.3069025166006266
3046,-1.054471636404649
3047,-0.5899035734543346
3048,0.4404788796024401
3049,-0.5108411851515527
3050,-1.7145617000724485
3051,-0.0724987916867908
3052,0.4091456077015514
3053,-0.1084206722081546
3054,-0.850443445510877
3055,-0.2100136965454262
3056,0.8839145649812981
3057,-0.012068549360373
3058,0.0361925443358681
3059,0.5929166606703398
3060,-0.1013205282112872
3061,-0.2286126819877243
3062,0.0120307988450494
3063,0.41931232778243
3064,0.3283778136008187
3065,-0.0776768642447391
3066,0.0837013925953479
3067,0.4042097752408135
3068,-0.2204874560514895
3069,0.053603335318644
3070,0.0714200690394027
3071,-0.1908169350029944
3072,0.0357653791130199
3073,-0.1014380332955352
3074,0.7050598412134126
3075,0.1481920569057624
3076,0.4058741052320737
3077,0.2258925258141921
3078,-0.0860722181282328
3079,0.1324698263173438
3080,-0.3915773919468054
3081,0.0959551225273069
3082,0.1915426550758945
3083,0.0441826215022108
3084,0.1176816710797268
3085,-0.0736051818047948
3086,0.017662123575971
3087,0.041194644696198
3088,-0.1768607221812889
3089,0.0352123570326912
3090,0.1413859055465539
3091,-0.0809835824191895
3092,0.0294399057922956
3093,0.1543209876543268
3094,-0.1029866117404846
3095,-0.0750894447798141
3096,-0.2124677240870398
3097,0.0589840005898282
3098,-0.1920661889635745
3099,0.1696165191740337
3100,0.4174618320610788
3101,0.1191327138432145
3102,-0.2029366121523239
3103,-0.1674040416118624
3104,0.2385780746749407
3105,0.2261366341347271
3106,-0.2625298329355595
3107,-0.2092675635276498
