,ABNB.US
201,0.6268877870861084
202,0.2149016280547058
203,-0.0272468714448228
204,-0.2737850787132205
205,-0.0570711106038091
206,-0.1715069746169742
207,-0.4133180252583231
208,0.2976190476190534
209,0.6425931191356243
210,-0.0455140240086386
211,-0.3883716945570888
212,0.1539689781021956
213,0.0011975221555766
214,-0.012832240976943
215,-0.550292464732191
216,-0.2126314579621887
217,-0.0690091437115444
218,-0.0779259944772545
219,-0.065998617830007
220,-0.4361836332517539
221,-0.2353316326530627
222,0.2082851191853816
223,-0.1518154110025614
224,0.053280824694495
225,-0.476928579945143
226,-0.8039557169316366
227,0.9775952869766992
228,-0.1340722202359637
229,-1.0842067220816665
230,-0.4234212436486917
231,-0.0968757568418482
232,-0.0030274590536135
233,0.1088698702634087
234,0.3285507595852348
235,0.4620462046204682
236,-0.4702477844094779
237,0.0903505601734765
238,0.1353424163132691
239,0.3267581989327822
240,-0.2313632402872455
241,-0.3497663199155812
242,0.7047819786589508
243,0.3894903223882327
244,0.0983196281730378
245,0.1130885066365083
246,-0.0238137762695672
247,0.5800532701982775
248,-0.6229750333523872
249,0.0571428571428593
250,-1.0304437429890667
251,0.8230037437485712
252,-0.8482492302875418
253,-0.3167124721894986
254,0.38329161451814
255,0.3326403326403403
256,-0.4227778067748851
257,-0.81827031862552
258,0.4113824546693201
259,-0.2153248253768166
260,0.0
261,0.1206462442299568
262,0.0707639889922785
263,-0.1338442158303566
264,-0.1650841718978483
265,0.3531014249790479
266,-0.246835775431962
267,-0.3372503556937273
268,-0.0685509386205567
269,-0.1690259877456122
270,-0.6218442731862809
271,-0.749665327978584
272,-0.042856377564693
273,-0.0321526177589485
274,0.1551631888710497
275,-0.4434110203860884
276,-0.9305498703779576
277,-0.2818125544236378
278,0.7777680630686129
279,1.1475735452007705
280,-0.3934249528428939
281,-0.6045490281128902
282,-0.3073368724299088
283,-0.1197386332698042
284,0.4229246868730689
285,0.1299615530405483
286,-0.3259629488781411
287,0.4865653889820002
288,-1.2646446950618648
289,0.9476295703808156
290,-0.3250639247048564
291,0.0271946045904554
292,-0.0870985302123162
293,-0.5143357408623319
294,-1.1848078839552576
295,-0.0498532099928008
296,0.4927683217214952
297,-0.4201145767027452
298,-0.5873837759590103
299,-0.3912581745011553
300,-0.169731258840156
301,0.3172365174480004
302,0.2650692203308862
303,0.1457511026112933
304,-0.7673151750972725
305,0.3665327412419893
306,0.4091179674951926
307,-0.1850344996859889
308,0.4238943940614166
309,-0.1648428731761961
310,0.0630914826498446
311,0.1190309480464833
312,-0.2597402597402629
313,0.2450980392157022
314,0.2410143560725131
315,0.1708626821953944
316,-0.223666736562517
317,0.1483084117041548
318,-0.3871648477298817
319,0.3352419523776422
320,-0.3222416812609512
321,-0.3091841753917488
322,-0.1336898395721909
323,0.2456657541938613
324,-0.0140400140400212
325,-0.369704575518106
326,-0.1120543293718112
327,0.2945458238819123
328,-0.2681784235182363
329,-0.1359711741110807
330,-0.3516298185360899
331,0.201130251242596
332,0.0884353741496567
333,-0.1089621356578565
334,-0.0954328561690625
335,-0.0136351240796167
336,-0.081877729257645
337,-0.0203371045695662
338,-0.1710418375717846
339,0.3881511746680239
340,0.1020408163265344
341,-0.0816993464052318
342,-0.0885860306643921
343,-0.1433055820936317
344,0.1907097125732197
345,-0.2047502047501931
346,0.2858309514087297
347,-0.1738419061253676
348,-0.051156128504187
349,0.0545367782398146
350,2.7194561087782434
351,-0.019999999999996
352,-1.5955582421936467
353,-0.4280175492296697
354,-0.5333880397989643
355,0.9348643430545692
356,1.3285205795357726
357,0.2250900360144
358,0.2345426418483951
359,-0.1248625337950748
360,1.350502760252369
361,-0.7765877230193643
362,0.4418671470910786
363,0.7119218305018096
364,0.7136178249427868
365,0.8881823716431039
366,-0.5743998444941141
367,-0.6505258009293288
368,-0.7142857142857088
369,0.7553350118555758
370,0.5324839525384161
371,-0.7446600039192542
372,0.3758114110010161
373,0.8900498234412052
374,-0.0823005422153309
375,-0.2135085006283906
376,0.6266954070635173
377,1.1829859745707214
378,0.0130406376412949
379,-0.4540843564713545
380,0.3321821011387292
381,-0.2838438003750346
382,-0.1878707976269117
383,-0.7120213772385461
384,-0.538980109464694
385,-0.2410012592014654
386,-0.4933229607984065
387,0.2842105263157917
388,-0.0201180257510737
389,0.2608521169152474
390,-0.1674929652954576
391,-0.0201031964082296
392,-0.2148949029615158
393,-0.1791532369013965
394,-0.2993927125506119
395,-0.0135645927686448
396,0.2558562197092076
397,0.1054352971554014
398,-0.2202304737516139
399,-0.0134798139785548
400,-0.0727228652808948
401,0.9186982106400872
402,-1.2955416337205738
403,-0.0852255433128303
404,0.206548812344331
405,0.2967898243488677
406,-0.3037667071688943
407,-0.9939869922689928
408,-0.3015570188934584
409,-0.35196371543744
410,0.1848723955122722
411,-0.0987288658521514
412,0.160177427304085
413,-0.3399888730914155
414,0.3142716292827156
415,-0.327666151468316
416,-0.2727667224598585
417,-0.473372781065083
418,-0.6519967400163128
419,0.1641086496900005
420,0.2053703599602757
421,-0.20949349143092
422,0.6552045765452009
423,0.4272181289084253
424,0.1113241387840972
425,-1.0370923390107127
426,0.1817918824312203
427,0.5094404789316088
428,0.3041606886657108
429,-0.1983841752681055
430,0.4265674205553991
431,0.0515050932814486
432,-0.2869605142332415
433,0.3146633102580142
434,-0.2523659305993678
435,-0.2488540523881399
436,-0.2982120540876269
437,0.2587863100373801
438,-0.0057524160147209
439,-0.1098190433246736
440,0.0579568345323678
441,-0.2438160383182281
442,0.3032992493156623
443,0.2869433053253314
444,-0.1062180628121962
445,-0.2590375316601362
446,-0.2336785621556132
447,-0.1015946138105051
448,-0.2484511609055673
449,-0.0405468025950078
450,0.6737162825183335
451,0.8428209772994407
452,1.3862021660888169
453,0.308916542044542
454,-0.3787252795681154
455,0.2308326463314028
456,0.06590871642775
457,0.2356164383561681
458,-0.4431054476487839
459,-0.6619944598337894
460,-0.1664816870144347
461,0.6286533583324223
462,0.1871422280933528
463,0.0660066006600685
464,-0.1101321585903177
465,-0.0110144289018514
466,-0.4480831996459601
467,-0.4389376597399825
468,-0.4206978898150886
469,0.4972196560545774
470,0.0573727285337736
471,0.069309675630718
472,0.0493795413521803
473,-0.2913042269960839
474,-0.0417037366547979
475,-1.072862880091782
476,1.3610254378766875
477,-0.1545635351350147
478,0.0100311703031967
479,-0.2442904215429941
480,-0.334028751553298
481,0.2819303131927524
482,0.2240181483056752
483,0.0028355923552565
484,-0.4099994305563457
485,0.3809248276194498
486,-0.4109706083390247
487,-0.1483171705647409
488,-0.3549347378062769
489,0.2740351678465345
490,0.4772727272727292
491,-0.0170483605159976
492,0.4614624025232773
493,0.7100252737995038
494,-0.5647553997427989
495,-0.3969946129855355
496,-0.1704061346208366
497,-0.0881207538588368
498,-0.1508853840460142
499,-0.1711059145611035
500,-0.3497958910526575
501,0.5192730177751156
502,-0.1600320064012863
503,-1.0171089855853366
504,-0.5610583634815646
505,-0.5391582675020373
506,-0.1988418858999745
507,0.5778817425190144
508,0.0675254237288199
509,0.0745206964297904
510,-0.1764506277570541
511,0.5802577423925602
512,0.4633982538616505
513,-0.214158127038452
514,-0.1697566237443366
515,0.1695361278863561
516,0.1532827094953376
517,0.2413353891533051
518,-0.6273610361575677
519,-0.3248511099079711
520,-0.0406228842247815
521,0.2027027027027104
522,-0.0473196782261834
523,-0.1286043048598874
524,-0.4794776753834207
525,4.17506631299735
526,-0.1560521619095647
527,-2.15938828007236
528,0.7910732046973238
529,0.8530931701824269
530,-0.6907693134777817
531,-0.6275358398701631
532,0.0629843782522792
533,0.731766221220424
534,-0.8333784295687107
535,0.661272625915168
536,-0.4157085020242988
537,-0.2722642316248631
538,0.1960996164442761
539,0.0755735492577524
540,0.4406943623367513
541,0.540248138904769
542,0.380361564471887
543,-0.0879390289399307
544,-0.8817678369804756
545,-0.6929781820150512
546,-0.1246747614917705
547,-0.4847758592515858
548,0.0870748299319709
549,1.0554089709762575
550,-0.2089891184355772
551,-0.5231452124286728
552,-0.6253190403266907
553,0.1847016113623285
554,0.2985139074714851
555,0.346962950963252
556,0.3811312904628954
557,-0.0775976279099229
558,-0.1083122550737694
559,-0.5132355741763532
560,0.1267989602485187
561,0.0253533624897131
562,0.1518891209417003
563,-0.0696643445218399
564,-0.3148577803415889
565,0.0099097954516439
566,-0.0890132248219648
567,-0.2741472744660547
568,0.1337068636190041
569,0.2476976818037385
570,0.0634719136782118
571,-0.1143801232763594
572,-0.1527397696175199
573,-0.0828025477706977
574,0.1589825119236884
575,1.0620430744912102
576,0.0098784945174405
577,-1.58554942298043
578,-0.4030226700251946
579,-0.0907624041952434
580,-0.754438997129568
581,1.21700291076984
582,0.2478035593602185
583,0.3566618446650388
584,0.0024940765681483
585,0.2859985078338806
586,0.7993289584052777
587,0.2510089575745739
588,-0.9038537941994405
589,-0.2738907424929094
590,-0.1845938934344465
591,-0.0948813982521836
592,0.0898069151324686
593,-0.2150000000000034
594,-0.0150022503375512
595,-0.3361766181635662
596,-0.7074279939363344
597,-0.8099434567775475
598,-1.2376875870249116
599,0.7066414050898641
600,1.1809163911195086
601,0.3295668549905899
602,-0.4526721167488791
603,0.014794108567151
604,-0.6780018362974876
605,-0.2351898561592466
606,0.0749318801090011
607,-0.1774259587825981
608,-0.1577481115336478
609,0.8001930986226705
610,0.0410708234496931
611,0.2636203866432245
612,-0.0067599540323064
613,-0.6187580898692324
614,0.0405901550176915
615,-0.3275584277741339
616,0.2925933482962752
617,-0.163498875945234
618,-0.575539568345326
619,-0.4335260115606905
620,0.212868227700338
621,-0.1444092972080924
622,-0.6645438183580088
623,0.131351538195643
624,-0.2703452100374427
625,1.2168622960206092
626,0.0089456640366333
627,0.3050085616438421
628,-0.2145002145002023
629,0.0999286428061613
630,0.9200289596808005
631,-0.1487702884683568
632,0.4129168872419325
633,-0.3364022662889679
634,0.6263635723837109
635,0.8236197389544264
636,-0.230866097663364
637,-0.0332417726612559
638,0.576810011028259
639,-0.2451698402734095
640,0.0557685604740216
641,-0.3638144546281269
642,-0.1868734377562928
643,-0.2025636523265992
644,-0.377185561195711
645,-0.1624179083397992
646,-0.0670599815850209
647,0.6214185393258539
648,1.0217557517203022
649,3.163491956653422
650,-1.0231408363661396
651,-1.2549973926647016
652,1.5739948674080488
653,0.0991317426676763
654,-1.095483291287976
655,-1.7117750439367327
656,0.4076111689100919
657,-0.2258080813751109
658,-0.2605881525256914
659,-3.502512196897964
660,2.294753527790451
661,-0.1463484146775898
662,-0.1784439685938615
663,0.2775998291693464
664,1.271960646521435
665,0.0561876668071246
666,-0.4444444444444412
667,-0.3717472118959148
668,0.1202305597793528
669,-0.5690102777481499
670,-0.1032395870416591
671,-0.135462712106087
672,-0.0749170561164352
673,-0.1626557772101785
674,-0.6671942446043206
675,0.9118873826903112
676,-0.5826826710173639
677,0.3020797025676669
678,0.0522557045810854
679,0.0174155346569146
680,0.2201112140871151
681,0.35209235209236
682,-0.2314145212612124
683,0.086705202312142
684,-0.3480278422273749
685,-0.2034292356872968
686,0.4455502835319881
687,0.7637094458799957
688,-0.3746397694524528
689,0.0913286183350591
690,-1.3059152957647997
691,-0.5219023045798312
692,0.478552669973734
693,0.4600852784329226
694,0.2826855123674909
695,0.028955293027572
696,-0.4011861154718284
697,-0.2272727272727359
698,-0.2219366896390582
699,-0.2987522699314573
700,-0.8476533394142887
701,1.150179468772441
702,0.1576834862385312
703,-0.7510837312852073
704,-0.8667055138757336
705,-0.615610113594726
706,-1.2465682273502845
707,0.066735874239955
708,-0.4020250148898306
709,1.2062371285672364
710,-0.5175218098477135
711,0.1771217712177188
712,-0.9318505165774084
713,-0.5610486891385732
714,-0.1243491917302463
715,-1.0184104856428522
716,0.4224069576815968
717,0.0528577891720679
718,-0.5534915459853046
719,1.1689771449981283
720,0.1122754491018006
721,-0.1877019595844471
722,0.4401994037597554
723,0.8040733197556028
724,0.8554225714075865
725,-0.2008819206271419
726,-0.2308107842655791
727,-0.0638820638820616
728,0.6105006105006106
729,-0.1761338617349252
730,-0.5312084993359816
731,0.4358959667502561
732,0.2383627765184066
733,-0.1948210876694875
734,-0.2970272725041067
735,-0.4611590628853279
736,-0.0542834583497896
737,-0.0839630562552415
738,-0.5587424569768308
739,0.4868284485741183
740,0.1283380226072318
741,-0.1326600817708114
742,-0.3529586826050175
743,-0.0421783897779471
744,-0.1266954836786383
745,0.5681256792806922
746,-0.5963621906371079
747,-0.1542979443531941
748,-0.0298730395817785
749,0.1094146317202958
750,-0.7841833800774594
751,0.008382352941183
752,-0.5322294500295675
753,-0.3746985716935599
754,0.4762959680992334
755,0.2798232695140087
756,0.143387624545015
757,0.0918307375844842
758,-0.3021148036253751
759,-0.2363542359110877
760,0.2872293415819817
761,-0.0421447243941287
762,-0.3866863905325576
763,0.162457539506719
764,0.2798232695140087
765,0.0
766,-0.1105786951714011
767,-0.2846264739585402
768,0.1550101494740785
769,0.2383675248732147
770,-0.4631112643307449
771,-0.246736873331347
772,-0.297530496875934
773,-0.2460666616956111
774,-0.1119737234995563
775,0.8004002001000533
776,-0.4955472565354766
777,-0.3423053363600495
778,0.6123764503652902
779,-0.8086642599278011
780,0.2305143351102097
781,-0.3324660306446801
782,0.1299263750541204
783,0.1837241975575456
784,0.2909482758620698
785,-0.1510900064752712
786,-0.0287873335732425
787,-0.2308302676188366
788,0.3880146583315312
789,0.0574506283662567
790,-0.0797763387691373
791,-0.128814047207831
792,0.1580686880298885
793,0.3365556749015387
794,-0.0143235694335101
795,0.0143215180809239
796,0.2143622722400735
797,-0.1502790897380703
798,0.0286163971955873
799,-0.3734022691368737
800,1.8779384109073871
801,0.1232611375242166
802,0.187474368738645
803,-0.6575261683620871
804,0.6241209563994361
805,0.1229148375768264
806,2.7226276790421804
807,-0.8421898774150985
808,-1.4592799720377465
809,-1.8270257444536624
810,1.6968919470523045
811,0.8269720101781046
812,1.6829656584034614
813,0.3569202878023882
814,0.4908090287212898
815,-1.1349563829180689
816,-0.3777256338350578
817,0.1029100680349933
818,-0.9354898092145452
819,-0.2713227635690424
820,-0.8284714119019763
821,-0.0934361130576948
822,-0.7294117647058878
823,0.3825894549697006
824,-0.3132494709616645
825,0.5470980019029421
826,0.1780838181170671
827,0.482170559121708
828,0.6303492808922839
829,-0.4007779807862361
830,0.43705124202829
831,-0.2381036409623098
832,-0.2299257163070312
833,0.2648901484972439
834,-0.1298204297910011
835,-0.2597249276902176
836,0.0530973451327453
837,0.3175723359209551
838,-0.1670629207499561
839,0.2078654987948975
840,-0.0146985330864013
841,-0.1088875809299601
842,-0.0134214597368086
843,0.2013864410762607
844,-0.1942433339219569
845,-0.1001649776101741
846,-0.2776957163958634
847,0.2769267028046187
848,-0.4319782235635183
849,-0.0888415067519578
850,0.9606831524639772
851,0.3663220088626319
852,-0.1479289940828402
853,0.0502705739716757
854,0.2860175738632926
855,0.2118519390337278
856,0.1938212146129355
857,-0.1058325493885103
858,-0.0117605550982066
859,0.0411450067595328
860,0.1760253476500682
861,0.3420752565564304
862,-0.134672248733782
863,0.230751255987855
864,-0.0596804145947589
865,0.0084749527156075
866,-0.1008659021764628
867,0.2451266487685397
868,-0.0525547445255494
869,0.1865127936119328
870,-0.1400805463141193
871,0.0554178212046077
872,-0.0145857642940523
873,0.1689090803191753
874,-0.1575078753937756
875,0.9515484515484522
876,-0.0499750124937502
877,-0.1651899684637253
878,1.2481771670085655
879,-0.489295116983749
880,0.5164191643398915
881,-0.374503968253966
882,-0.4684541014651638
883,-0.1922356759455702
884,-0.1074677596721
885,0.2682478049393219
886,-0.4534972520249847
887,-0.3984414278531874
888,-0.1561509422181116
889,-0.2877992122007827
890,-0.0101010101010152
891,0.2619383437437085
892,-0.3234283404083357
893,-0.0101081572829181
894,-0.1138462316897425
895,0.0404622815669081
896,-0.6817526767500298
897,0.0629516859804942
898,-0.1681704643931331
899,-0.6103190070776479
900,0.6137931034482664
901,0.8207934336525231
902,-0.1781554063313628
903,-0.2886201209455659
904,0.1578044596912451
905,0.0891143405538767
906,0.1949851195566631
907,-0.1988003427592062
908,-0.1991963457773754
909,-0.3135120237028957
910,0.2405828979928473
911,0.3561643835616508
912,0.0136967538693399
913,-0.1028312881332732
914,0.0616607289668425
915,-0.205959082795559
916,-0.1650391968092484
917,0.2537896975101204
918,-0.055590251803244
919,0.0901669975075431
920,-0.4272827434237657
921,-0.1862711279751709
922,0.0964918326556032
923,0.0606152447340463
924,0.1870058439326169
925,-1.04904632152588
926,0.7303218826075089
927,0.1546158572402848
928,-0.1684025429460268
929,0.2226870908968109
930,0.3362700921380053
931,-0.6839111592632657
932,-0.1899592944369071
933,0.280756350843955
934,-0.0132615764766677
935,0.0504497193480785
936,0.8514824000820752
937,-0.2142842743967676
938,-0.3987047156446118
939,-0.0049924910236292
940,0.0656688241639652
941,-0.3111050994183548
942,0.2432860209714282
943,-0.3524712254570086
944,-0.0338638672536288
945,-0.0071119178810599
946,0.4066315754680021
947,-0.0015515380464052
948,-0.0945307224848175
949,0.557308802793267
950,-0.9775119617224756
951,-0.2329405316525098
952,-0.4127682993946025
953,-0.4977876106194879
954,0.4131093362710153
955,0.0161774981326928
956,-0.0230668594643005
957,0.2609710871506241
958,0.0686294694941969
959,0.1507572123620906
960,-0.192241675248885
961,0.9520571234274096
962,-0.4989065062876013
963,-0.2053826836168305
964,-0.1028998423253643
965,-0.3646621714600255
966,-0.0551425410591745
967,0.2678338482664044
968,0.0205930807248772
969,-0.4758948893027089
970,0.1274324091613585
971,0.0378709632995788
972,-0.4703559527112077
973,-0.3332407857291546
974,-0.2644582086436046
975,0.497479871702572
976,-1.1855874950324683
977,-1.930866864704284
978,1.3387739550882187
979,-0.1934730379070933
980,-0.3012249815918181
981,0.3335779571685903
982,0.4383925606111092
983,0.1061641563267179
984,-0.326188257222746
985,0.5560704355885101
986,0.4546952224052703
987,-0.6503304713486524
988,0.0732370095440096
989,-0.3258195358734019
990,-0.1798561151079015
991,1.1002042295276286
992,-0.5531449769798811
993,-0.5026631158455552
994,-0.1867662753468524
995,0.2372293738542028
996,-0.8567114093959722
997,-0.0974102314332808
998,-0.496219281663506
999,1.0554442217768765
1000,-1.394717450700965
1001,0.6804161248374492
1002,-0.3361587508526662
1003,1.1576476657209198
1004,0.0309421896756238
1005,-0.3934765726119549
1006,-0.1347918502773701
1007,0.3203968787142807
1008,-0.0413586310293047
1009,-0.2695557513866623
1010,0.1501035196687329
1011,0.0
1012,0.6518820349086347
1013,0.0808220937700666
1014,-0.3842583041056347
1015,-0.2222796588265737
1016,-0.1164445594514138
1017,0.4507985574446161
1018,-0.3723239218119759
1019,-0.0551032604055821
1020,0.2716718266253862
1021,-0.2042346371603682
1022,0.070062818860751
1023,0.5852681323197014
1024,0.248507672994638
1025,0.3454534808829577
1026,-0.2700051253419123
1027,-0.2531489111241799
1028,0.1175778953556664
1029,-0.012229596564429
1030,0.2233955180101032
1031,-0.2056903146844422
1032,0.0528202115158637
1033,-0.0529069425665598
1034,-0.2268375313006447
1035,0.2908001409940104
1036,-0.0587820362097309
1037,0.5088016843090266
1038,0.0818091509378755
1039,-0.1990748872884849
1040,0.1520023384975266
1041,0.0701057428287527
1042,-0.0994152046783552
1043,-0.1992265322864194
1044,-0.093841642228737
1045,0.3623188405797128
1046,0.308767841538014
1047,-0.2218718981724735
1048,0.0875043752187476
1049,0.1630751310425167
1050,-0.5132240437158468
1051,-0.9376723662437884
1052,0.7880048155849828
1053,0.2238602238602219
1054,-0.1969473165928189
1055,-0.2248053514639744
1056,-0.2225580436873203
1057,-2.3015386691102444
1058,0.6334664692902753
1059,0.5555092631169626
1060,0.9273527793065506
1061,0.0027517129413191
1062,-1.1467060035069176
1063,1.0247651579846204
1064,0.0082635522256582
1065,-1.5382894221625552
1066,0.0223701135283217
1067,0.7933865956502478
1068,0.4198895027624259
1069,-0.3437188158332435
1070,0.5622932745314279
1071,-1.034461440091972
1072,-0.0572336156932672
1073,0.1446855870895887
1074,0.6139040982246632
1075,0.984419029399127
1076,-1.0006304324413808
1077,0.1007298351579211
1078,-0.4868179806537335
1079,0.0884340850230653
1080,-0.3868103994927163
1081,-0.1619613198259681
1082,0.161699429296129
1083,0.101355631572295
1084,-0.0570450656018275
1085,0.3064674101924016
1086,-0.0189603412861438
1087,-0.1031240905467364
1088,0.0113866396761137
1089,-0.1520527116066961
1090,0.2779883750315881
1091,-0.1328525336876118
1092,0.0916474417722783
1093,-0.1994298926979744
1094,-0.0317389927146117
1095,0.1012594139611395
1096,0.1453488372093138
1097,-0.1994617698274482
1098,-0.0570215731618483
1099,0.0981074751566562
1100,0.0264918206503877
1101,0.4089440010553423
1102,0.0986427885663952
1103,0.1186652626036516
1104,-0.3500429297932773
1105,-0.165387668695422
1106,-0.0066159444260608
1107,0.1189453512191943
1108,-0.1985696890884717
1109,-1.5191906970491322
1110,-0.3473744561734948
1111,-0.0168656817108585
1112,0.2959574897423809
1113,0.2609035757006168
1114,-0.1605294987232905
1115,0.2078723261583868
1116,0.2875100294196354
1117,-0.3354353951428955
1118,0.1540625627972334
1119,-1.1518395555254344
1120,0.505595254145881
1121,0.8621265788946014
1122,0.1101505390700571
1123,0.3907366942718167
1124,-0.8467006437768185
1125,-1.1751797418646936
1126,-0.5545554845827676
1127,0.0464333391374914
1128,-0.4104654408846362
1129,-0.1375547125766025
1130,0.2619324796274836
1131,0.3876647691231898
1132,-0.1385356790338613
1133,-0.0464711007841905
1134,0.2549394518801771
1135,-0.1683110853163041
1136,0.3066597234276463
1137,0.2798372904826386
1138,0.0461374318752054
1139,0.0028835063437113
1140,0.4409535620779941
1141,-0.0792966729874189
1142,0.306761645342284
1143,-0.1983124784754833
1144,0.1032110091743158
1145,0.4566210045662003
1146,-0.1085652248442933
1147,-0.2865165320038966
1148,0.0687167153410093
1149,0.0286237691779318
1150,-0.028873361436745
1151,-0.1793358787457907
1152,-0.1158345882080487
1153,-0.3953948133503936
1154,-0.1397461278676957
1155,0.1192241705196336
1156,0.1364850737600265
1157,-0.1803688834584292
1158,-0.3327495621716247
1159,-0.2252581692654356
1160,0.1139617789726033
1161,-0.1580426129712071
1162,0.1344478868299466
1163,0.2158189454036423
1164,-0.2424787443729147
1165,0.4150505915693813
1166,0.024333463926801
1167,0.0291567246697402
1168,0.0290900628345258
1169,0.0290816029779627
1170,0.0784587219945897
1171,0.1305937663242175
1172,0.1101576994434124
1173,0.4099543853571268
1174,-0.1909059354390744
1175,-0.2459639441171866
1176,-1.0544145932866078
1177,0.41878851612442
1178,-0.3085218469166484
1179,-0.6456039671895935
1180,-1.0080962731940863
1181,0.5669715574489419
1182,-0.8274903670014542
1183,-0.9340431636328882
1184,0.2385192723572064
1185,-0.3670720418781248
1186,-0.0287356321839182
1187,0.0618391301933893
1188,0.5715819456756055
1189,0.235046116643133
1190,-0.6980766080272132
1191,-0.5086494105586746
1192,-0.7487735605473955
1193,-0.2329192546583755
1194,0.1292323597828823
1195,-0.3436426116838496
1196,0.4164648910411688
1197,0.6893235011221472
1198,-0.2507071226536297
1199,0.492547815518461
1200,-2.402685714285716
1201,-1.940540121757781
1202,-1.2645332546821977
1203,-0.6649438378387353
1204,-0.5944686697329975
