,AEP.US
112,-0.0479961603071658
113,-0.0120004800192069
114,-0.0360144057623062
115,0.0479961603071829
116,-0.0600312162324374
117,-0.033748929582449
118,-0.0383275261323959
119,-0.0120163422254327
120,0.1559688062387468
121,-0.0480134437642444
122,-0.0480365077458943
123,-0.0540702913787944
124,0.1619481765834994
125,-0.1130710085934062
126,0.1580492210431255
127,-0.0564780300463087
128,0.3152798108321147
129,-0.0563316809373559
130,0.101294316263353
131,0.157321047308687
132,0.0112359550561855
133,0.2186221200739875
134,-0.3036266516727534
135,0.0898825908656797
136,0.0168501460345996
137,0.0224618149146565
138,-0.1890359168242037
139,0.0652198358259383
140,0.1459690096564063
141,-0.0224618149146406
142,0.1177856301531098
143,-0.0673514059606019
144,-0.0786384317249825
145,-0.0112353238582159
146,-0.1406390639063906
147,0.056223996401677
148,-0.0449994375070382
149,-0.1577464788732401
150,0.2630590003757908
151,0.1937863349378022
152,0.1061571125265314
153,-0.0656106476708156
154,0.1217000561692524
155,0.0436681222707558
156,-0.099912576495582
157,-0.2378567851777638
158,-0.0751691305437262
159,-0.2511931675458284
160,0.0627588803815704
161,-0.0502323245008241
162,-0.062829856747923
163,0.0878844946641649
164,-0.0879617994471065
165,0.0144487790781654
166,0.0106783919597964
167,0.1004016064257185
168,0.1878992859827025
169,0.100112626705041
170,0.1249843769528915
171,-0.0562746201463161
172,0.0062523446292302
173,-0.1252034556153678
174,0.1749781277340339
175,0.2204943715910383
176,0.0116036203295487
177,0.1390498261877061
178,-0.0289771080846032
179,0.2832867738248033
180,-0.3480630944096503
181,0.219881958106698
182,0.1040462427745704
183,0.1039380990876584
184,0.0230920217064958
185,0.1383604289173348
186,0.0576169624337372
187,0.1323436331204268
188,-0.0402947271471293
189,-0.1152604887044655
190,-0.0230574129582778
191,0.0230520977409062
192,-0.1153934918070719
193,-0.0479112429792702
194,-0.0560240267991269
195,-0.1619807937058733
196,-0.0231454692744013
197,0.1848215317084401
198,-0.0462267421703363
199,-0.3246376811594216
200,0.1752583549888149
201,0.3072659356548927
202,0.1203514261644103
203,0.1081990863188307
204,-0.3317049635124608
205,0.0903832248734669
206,-0.290065264684565
207,-0.0604668037247516
208,-0.0362932494556026
209,-0.0484144274993851
210,0.0725689404934715
211,0.072516316171124
212,0.0302060049537916
213,0.0181203189176136
214,0.0120787534726478
215,0.0464815854446224
216,-0.0585890311669536
217,0.0241545893719758
218,0.0362187613183642
219,0.0784124494842846
220,0.0
221,0.0060313630880695
222,0.0180908158957975
223,-0.0180940892641743
224,-0.0724287783679409
225,0.1661605454649584
226,0.0515404879166208
227,-0.0687679083094582
228,0.1240865217311708
229,0.1618285714285678
230,-0.2635499026011275
231,0.0801465536981994
232,0.1143641354071298
233,-0.0114377216058457
234,0.1256568425862456
235,-0.2634291604627236
236,0.1372526592702785
237,-0.0114390299702643
238,0.0343053173241865
239,0.0438915330489479
240,0.0018287804320451
241,0.0211408034648097
242,0.058816811329379
243,0.0570711106038091
244,0.0798357664233661
245,0.0228050171037582
246,-0.0456308464522088
247,-0.1370801919122576
248,0.1027045532351811
249,-0.034246575342467
250,0.0639126140259215
251,0.3647099687391429
252,-0.2204687862613109
253,-0.0696702275894127
254,0.4853247053385736
255,0.011554015020209
256,-0.0693721817551188
257,0.1385521302390076
258,-0.0693240901213197
259,-0.1663073178691779
260,-0.0651997683844902
261,0.2656502656502703
262,-0.1272117497397935
263,0.0115633672525498
264,-0.1853568118628485
265,-0.1858173001593548
266,0.0511577188993553
267,-0.1847870300424101
268,0.0290461252468821
269,0.1392272885485607
270,-0.1277881040892186
271,-0.0464900046489912
272,0.1971929010555475
273,0.185249507931007
274,-0.0927106269556128
275,0.0475764021045605
276,-0.3144300954519945
277,-0.022464337863637
278,-0.0561924027871399
279,0.022471910112355
280,0.1906470786138855
281,-0.2022699179683187
282,-0.0168586681652155
283,0.0954412755445856
284,0.1793319883434169
285,0.0024657540387952
286,0.1206761446322595
287,-0.2131478573031161
288,-0.0561230216634831
289,0.0560915413955543
290,-0.0168302945301549
291,-0.0336719232280163
292,0.0336605890603098
293,-0.0168331275951078
294,0.0560789591745145
295,0.1455930115354571
296,-0.0448179271708753
297,0.1230975828111005
298,-0.2468027821404519
299,0.0
300,0.2992220227408737
301,-0.0395129135385625
302,0.1947896749522119
303,0.4994054696789388
304,-0.2520008678175552
305,-0.1176751402315198
306,-0.1314531548757163
307,-0.1795762001676112
308,-0.0299383270462914
309,-0.0419312327782395
310,0.0119789171058997
311,0.0897612351145985
312,0.2328358208955142
313,-0.1315160210425627
314,0.1015228426395864
315,0.1728866102301302
316,-0.0119246362985989
317,0.1785501725985069
318,-0.1191753068764253
319,-0.2868411617066987
320,0.1432151808091711
321,0.190589636688501
322,-0.1909535744122169
323,-0.1673640167364023
324,-0.1556513409961801
325,-0.0446828609658777
326,-0.2656440224007742
327,-0.0974896417255645
328,-0.0243783520233983
329,0.0730816077953569
330,0.1702334630350201
331,0.0729040097205374
332,-0.0668733661620677
333,0.1153752732572247
334,0.0
335,0.0
336,-0.1337711297579951
337,0.1457194899817733
338,-0.1337548638132288
339,0.0850443445510963
340,0.1213444970270529
341,0.096981452297246
342,-0.2308626974483569
343,-0.1094757328792159
344,-0.0243338605669741
345,-0.1401157477916477
346,-0.0426621160409514
347,0.0730816077953569
348,-0.1036395781259449
349,-0.0182926829268299
350,0.1889308735274524
351,0.4535899988936791
352,0.0994694960212239
353,0.0
354,-0.0995685363425195
355,-0.1273885350318414
356,-0.1164467117666673
357,0.1329050836194534
358,-0.0110766504209183
359,-0.0221582096166585
360,0.1106684373616581
361,0.0939797667090427
362,0.1049259995582207
363,0.0551937299922697
364,0.1267846314977067
365,-0.044118458059882
366,0.0991680899123896
367,-0.082708425231571
368,-0.0110290062865392
369,-0.0827860257188618
370,-0.0055193729992222
371,-0.0994475138121584
372,0.1213994040392886
373,-0.1768933112216656
374,0.0552486187845272
375,0.444444444444445
376,0.0910850506660575
377,-0.005693139766576
378,-0.0797675346134207
379,0.1422394173873463
380,-0.0569281566662839
381,0.0682671521219732
382,-0.0683137879995471
383,0.034145231049398
384,0.0113804483896723
385,0.0739182350599849
386,0.1702900607367786
387,-0.1876706096451229
388,0.1816530426884611
389,-0.0909090909090889
390,-0.1023774314640011
391,-0.056908718415658
392,-0.2281542322610117
393,-0.1943079209052482
394,0.0685322672758449
395,-0.1372526592702622
396,0.1142465440420362
397,0.0913137769660978
398,-0.0342543959808188
399,-0.2977553825011511
400,-0.49541623084968
401,-0.1551656353102283
402,-0.072890971879626
403,0.3012603750384316
404,-0.4632489190858554
405,0.2341631747596718
406,0.0861962812461435
407,-0.0862706433325033
408,0.0
409,-0.2718734552644573
410,0.1728347238653836
411,0.0676816864944699
412,-0.0431672422298921
413,0.1108784033509959
414,-0.0863131935881718
415,0.5883795047805884
416,0.2079510703363935
417,0.0427951335819485
418,-0.1653398652786171
419,0.0367286973555351
420,0.3294691885295863
421,0.2191647388286772
422,-0.0853034365098625
423,0.0243664717348879
424,-0.3177707162063128
425,-0.1340843994191529
426,-0.0715063520871153
427,0.1932133800265627
428,-0.2178385574246724
429,-0.1818622696411147
430,0.4766214177978836
431,0.2167238576846749
432,0.1742788461538413
433,-0.1564945226917174
434,0.2222088763437658
435,0.2217162032598301
436,0.1077457201005667
437,0.0478640660524016
438,0.1254855094114179
439,-0.1496110113704368
440,-0.0239434933556758
441,0.0598229241445287
442,0.047835446065542
443,-0.0239234449760887
444,-0.2398081534772045
445,0.0838624655564791
446,0.0359281437125762
447,0.0957166786312494
448,-0.1257861635220173
449,-0.2702702702702634
450,0.0748596381784183
451,0.4162266260793859
452,0.2911298315163521
453,-0.435485877815098
454,0.6182762458266353
455,-0.2096633490622194
456,-0.0133845581856528
457,0.0371655104063443
458,-0.0070619456527585
459,0.0875162468280029
460,0.0680356259277669
461,0.1975308641975266
462,0.1233045622687969
463,-0.0987410515921973
464,-0.2971032433770671
465,0.1421595895914393
466,-0.1299665800222673
467,0.074335096678905
468,0.1973830391309807
469,-0.1235941169200451
470,0.0
471,0.0679305872908131
472,-0.2166109667037964
473,0.0185632077222951
474,-0.1301115241635737
475,0.0941458404655894
476,0.3298453139217541
477,-0.0796812749004068
478,0.011381743683138
479,0.1250426281686932
480,0.1578724558530266
481,0.1030612244898014
482,-0.0226808800181401
483,-0.02268602540836
484,0.0566829157691839
485,-0.1475930971843727
486,0.0113520263367069
487,-0.0454287336740559
488,0.0170328734457509
489,0.0397275822928451
490,-0.0567859170925578
491,0.1361007145287564
492,-0.0226885989790085
493,-0.0794732061762118
494,-0.0965963975225794
495,0.0738133091074241
496,0.0907646925346021
497,-0.0794822300442913
498,-0.0227143668370198
499,0.1927000680117906
500,-0.2131186360407374
501,0.0946297610598681
502,-0.1540101883663187
503,0.0118455342335999
504,-0.2612826603325402
505,0.0237473284255474
506,-0.0950796291894441
507,0.2134724857684922
508,0.0947867298578347
509,0.2010169090693952
510,0.0472757357286446
511,-0.142028642442898
512,0.0354945575011845
513,0.0945626477541351
514,-0.1420454545454431
515,0.0827912477823692
516,0.0591016548463323
517,0.2005426448035882
518,0.0425676926541895
519,0.1341262364578438
520,-0.0589136326145836
521,0.1176885959750433
522,-0.017656406332765
523,0.1821172600164506
524,0.1525105584232701
525,0.3344938221039076
526,0.0502419054707783
527,-0.1242081728977696
528,0.7397361607693187
529,0.2950215119852427
530,-0.049194441028154
531,0.1841394549472029
532,0.3059601028025945
533,-0.1043800413599793
534,-0.1039980377728563
535,-0.0797790733353936
536,-0.1167362988449236
537,-0.0122895416000871
538,0.1043520962494552
539,-0.0675675675675584
540,-0.1603303568242597
541,-0.0365583456425472
542,0.1352181929932384
543,0.2635934530742394
544,0.1896720509055324
545,-0.2760905577029195
546,-0.129008477699968
547,-0.2463357556349339
548,0.1844111138431345
549,-0.197092880019705
550,0.3344095940959318
551,-0.2079963022879507
552,0.0231053604436183
553,-0.3361539353193535
554,0.0405538497190322
555,-0.1334261515257095
556,-0.174919658993827
557,0.0354362728011959
558,0.1102535832414705
559,0.1332869726471892
560,-0.0579844601646725
561,0.1505326540064792
562,-0.0463392029657162
563,0.0347423277359596
564,0.0
565,-0.081131200741763
566,-0.0115915150110178
567,-0.1509171116786573
568,0.1159554730983236
569,0.0115942028985566
570,-0.1044568245125387
571,-0.0707324466806151
572,-0.1851291598789962
573,-0.2098880597014839
574,-0.351041422887914
575,0.2229930624380483
576,0.3333744906778565
577,-0.0865051903114102
578,0.0
579,0.221948212083838
580,0.0739280433711215
581,-0.0739827373612851
582,0.1477468603792225
583,0.098400984009838
584,0.2453987730061384
585,-0.0613873542050302
586,0.0245489137105634
587,0.1715476044602384
588,0.0857002938295878
589,0.0428317934283749
590,0.1710341457455263
591,0.2498172069217624
592,0.0
593,0.0973946919892845
594,-0.1585172539934098
595,-0.1710028093318683
596,-0.0244349419670253
597,-0.1590797846304398
598,-0.00611882763262
599,-0.4857353664535295
600,-0.5244040597516942
601,-0.0186904970503955
602,0.5287009063444089
603,0.2202898550724611
604,0.6107398017976505
605,-0.0576501787155507
606,0.1611603545527806
607,0.0115101289134333
608,0.103483959986206
609,0.0689417442261315
610,-0.0402321972527117
611,0.3836024275735643
612,-0.0687521485046433
613,-0.0687994496044057
614,0.03633583481294
615,0.3749000799360497
616,-0.0799999999999922
617,-0.0686184812442844
618,0.0799908581876441
619,-0.0400114318376802
620,0.1426940639269406
621,-0.2116341588972007
622,-0.2810599977056379
623,0.0172047944027075
624,0.5645529197080343
625,0.0825471698113127
626,0.0353648473417436
627,-0.2244801512287308
628,0.033424552046045
629,0.0138167217761038
630,0.1061696354842387
631,0.2001412761949631
632,-0.0706880301602288
633,-0.1533923303834754
634,-0.0826641473783575
635,0.2591283863368655
636,0.1881025158711457
637,0.2345765892563955
638,-0.2528073372920258
639,0.0998472923763582
640,-0.1713255609264779
641,-0.0404944084755631
642,0.0353024240997895
643,-0.011768859597511
644,0.3539270896122751
645,-0.0530350852902663
646,-0.0312206572769976
647,-0.1292748854154418
648,0.0176252864109048
649,0.0411087620389905
650,-0.5549892400045247
651,0.0113250283125604
652,-0.1304076657027781
653,0.1980534178361217
654,-0.1359927470534956
655,0.0679501698754272
656,0.0792124023990125
657,-0.0452847277255816
658,0.0678809820115423
659,-0.1019252548131409
660,0.0565930956423284
661,0.107411385606873
662,-0.0792079207920714
663,-0.0056580287427808
664,0.1243218806509939
665,-0.0678579506898917
666,0.1411711559094245
667,-0.0282422051513846
668,0.0010167090483732
669,0.0159259050093173
670,-0.2093944538766296
671,-0.0226423638627827
672,0.1526027242412311
673,0.2086858432036122
674,0.1351808043257748
675,-0.1016604540833654
676,-0.0452028477794171
677,-0.101583480580357
678,-0.1134767836919603
679,-0.2156395414822355
680,0.124688279301745
681,-0.113481615978205
682,0.0226911731336464
683,0.0793560820768543
684,0.0339981867633739
685,-0.2840092237649425
686,0.0680295286768869
687,0.0340599455040884
688,0.119067868685155
689,-0.0397050482132689
690,0.1133144475920615
691,-0.0566893424036248
692,0.0226705962366765
693,0.2374759696935519
694,0.1242376327083797
695,0.0338715140566635
696,0.1353027398804877
697,0.0901205362171885
698,0.0225250591282917
699,0.0450298322638658
700,1.1925042589437866
701,0.3697641995514246
702,-0.0303177298083988
703,0.0363680446114694
704,0.1935874168179198
705,0.2775096525096401
706,-0.1934235976789127
707,0.1448575567358818
708,-0.1935171746492459
709,0.3807412405416988
710,-0.3215278617188337
711,0.1388134467982315
712,0.210792580101177
713,-0.2775690842635931
714,-0.0485800604229591
715,0.0241633442068334
716,0.0784692460916251
717,-0.1614239161321112
718,-0.0502056617469141
719,0.1690821256038654
720,-0.4123211253941346
721,-0.170068027210885
722,0.1637256685464861
723,-0.2248693326850641
724,-0.1826595226497704
725,-0.1376926563916723
726,0.1131990038487757
727,-0.1928093455823996
728,0.0566764905916993
729,-0.0567086310536431
730,-0.0567408079891025
731,0.1529658376295857
732,0.1414347137361394
733,-0.022634676324124
734,-0.0339635457941822
735,0.1074356799547626
736,-0.0735626980534152
737,0.0
738,0.0678579506898917
739,-0.0321297498857412
740,0.0660260033917535
741,0.0339059674502725
742,-0.0452284034373657
743,-0.0226193168966252
744,-0.0452591083955716
745,0.0
746,0.1355932203389881
747,0.0790335327989084
748,-0.0677889504010711
749,0.0677430281133431
750,0.2372197841299997
751,0.1894163608381633
752,-0.0592276711679663
753,0.0710227272727299
754,-0.1778726431874845
755,0.2247988641741573
756,0.3374753260964505
757,0.3803594502525448
758,0.1056090119690253
759,-0.1780917731004997
760,-0.0923638075067718
761,-0.1177995052420712
762,0.1294117647058817
763,-0.0353065787925163
764,0.023532180256496
765,-0.0411982814431129
766,0.1744934109642947
767,0.0898098145104602
768,-0.0704887218045139
769,0.1173433466322392
770,-0.16396236505427
771,0.0933536871770736
772,0.1641266119577966
773,0.0410148239292161
774,-0.4177453518474814
775,0.0664157626743438
776,0.1381749848007516
777,-0.1827242524917013
778,-0.266489007328442
779,0.2989040185984679
780,0.1161054901310377
781,-0.0387168141592882
782,-0.0885739592559926
783,-0.0775623268697985
784,0.044301694539823
785,-0.0886819643055232
786,-0.0832085205524919
787,0.0166389351081537
788,-0.0218572444560822
789,-0.1447777777777838
790,0.005555246930721
791,0.0499722376457542
792,0.1164660861849082
793,0.0332649553695194
794,-0.2947064056939508
795,0.1672021725179994
796,0.076991346793878
797,0.1052806560647186
798,0.1051699324698315
799,0.2429596907785741
800,0.1241278415484978
801,-0.1465118900033759
802,0.0675751773848431
803,0.0450298322638658
804,-0.1014198782961499
805,-0.0338180588434236
806,-0.0225504566467426
807,-0.1241815308195974
808,0.1803020058598113
809,0.1462810847305161
810,0.1011690647481892
811,0.0124759612953118
812,0.021238341386659
813,0.1570739369460345
814,0.0112183082791172
815,-0.0112195669247224
816,-0.0448984173307801
817,0.3244573730140882
818,0.1563896336014305
819,-0.1678415575696447
820,-0.0111906893464694
821,0.0391520778566995
822,-0.0279735929282661
823,0.156407105351358
824,-0.19028430714126
825,-1.0280697701282209
826,-0.1851637541951123
827,-0.0231508276420836
828,-0.1158882836945118
829,0.0694846554719028
830,0.0809997685720983
831,-0.0231481481481435
832,-0.0463177396943101
833,0.0347262414631336
834,0.1040703052728994
835,-0.0462748727441071
836,0.1213241666185267
837,-0.1562319176021353
838,0.1502195516524262
839,-0.0693802035152662
840,-0.138953219082914
841,-0.0231642344220477
842,0.0347342827370628
843,-0.1043115438108523
844,-0.1974219022180951
845,0.1391627043952273
846,-0.0522132621685928
847,-0.0348209622192573
848,-0.122022080185943
849,-0.093055717110618
850,-0.2743975184920114
851,0.1548540798094218
852,-0.0102452425144222
853,-0.0433823967582389
854,0.0774085983089171
855,-0.0655425132574541
856,-0.0059587653438322
857,-0.0775240026238866
858,0.0298080362465788
859,0.0476701227505566
860,0.0119161105815122
861,0.0
862,0.1427891480247555
863,0.0594601022713725
864,-0.023789699060319
865,-0.0595096405617676
866,0.083244143179935
867,-0.1190617930706137
868,0.0
869,0.1307966706302014
870,0.0
871,-0.059488399762043
872,-0.0178497054798602
873,-0.1585182713165306
874,-0.1097721035675918
875,0.4807128620002471
876,-0.3234723284126397
877,-0.0235307959291676
878,-0.1354853911404442
879,0.2995242849591938
880,-0.0411280846063581
881,-0.1647834274952925
882,0.0235349493998708
883,-0.3187345059615278
884,-0.0354274917335698
885,0.0118077695123283
886,0.1885680612846159
887,0.058892815076574
888,0.0588581518540284
889,0.1293204796614148
890,-0.0705882352941203
891,-0.0235349493998541
892,0.0529256101146741
893,0.04114742534681
894,-0.1530672318379788
895,-0.070696359137507
896,0.135317997293634
897,0.1292672894999699
898,0.005875440658044
899,-0.0940955069395416
900,-0.4555808656036511
901,0.3035178778048218
902,0.6797112890492824
903,0.0338218714768896
904,-0.1920253021574626
905,0.2141568981063996
906,0.078837706948989
907,0.0900191290649243
908,-0.1239296980621895
909,0.0675523530736186
910,-0.180464696593725
911,0.0
912,-0.0903138405960694
913,-0.0790871088012576
914,-0.0169501101757167
915,-0.1301199366372585
916,0.0
917,0.0565418975460945
918,-0.0905489530277447
919,0.107411385606873
920,0.0508532037518382
921,-0.3174243283074495
922,0.2826136106714899
923,-0.0581391403098644
924,-0.0776545166402575
925,-0.3793240106437275
926,-0.1417394262388026
927,0.0453360534965502
928,-0.2215028113818451
929,0.0283897342720936
930,0.0794281175536062
931,-0.0113481615978108
932,0.090702947845803
933,-0.1021450459652745
934,-0.0567794685441712
935,0.1757070792949057
936,-0.0056682915769296
937,0.0339981867633739
938,0.1131990038487757
939,-0.0793021411578196
940,0.0
941,0.1978630787495021
942,0.0884512890956538
943,0.0075680560262002
944,0.0564461503725413
945,-0.0338791643139482
946,0.1804755039166903
947,-0.0903757192824118
948,0.0112815884476592
949,0.0563761416168645
950,-0.1772340060602608
951,0.245237823656899
952,-0.371972783819584
953,-0.4659535311709276
954,-0.0052912852531838
955,-0.0177174413253562
956,-0.0575572694831324
957,-0.1729704797048036
958,0.0806544532780359
959,0.0690846286701071
960,0.1896224788829584
961,0.0861178091629381
962,-0.0459506031016728
963,0.0114863312657995
964,-0.0689655172413819
965,0.0574382538770788
966,-0.1726121979286438
967,0.0230096640589001
968,-0.0115061557933553
969,0.0689893066574707
970,0.0804227941176555
971,0.2292526364053056
972,0.1487924917019682
973,-0.0144235061941016
974,0.1173107706380006
975,-0.6354077060356687
976,-0.8898963730569917
977,-0.1037344398340226
978,-0.1558441558441617
979,-0.2995961964309027
980,-0.2415616635111344
981,-0.0045702943922334
982,-0.3032089063523394
983,-0.4142828960347179
984,-0.0987361769352328
985,-0.3037105506404196
986,0.0
987,-0.198465202434514
988,-0.0860756141163977
989,0.5727452271231103
990,0.2626395272488546
991,-0.2567309591205416
992,-0.1517670777519461
993,0.3941423693196749
994,0.2489191667758387
995,0.1961297071129781
996,-0.170268500327452
997,0.6506180871828238
998,-0.0130140551795821
999,-0.0651126448756311
1000,-0.7767732076913274
1001,-0.3963180772181057
1002,-0.1151926276718333
1003,-0.1153254741158241
1004,0.4923105955797865
1005,0.0432067295437018
1006,-0.0127469725939973
1007,0.2669717772692522
1008,-0.0636051392952514
1009,0.0328094837211598
1010,-0.4032175689479189
1011,-0.1726673914433598
1012,0.2105934907466395
1013,0.0510269166985664
1014,0.0573723465289752
1015,-0.4426982954130821
1016,-0.0631727319323271
1017,0.2747428279343035
1018,0.0893712097031693
1019,-0.1261723998195082
1020,0.3930731520977931
1021,-0.0063669935056608
1022,0.1589218740067383
1023,0.1079502159004238
1024,0.0507743082000587
1025,-0.5277280858676165
1026,0.2008480249944194
1027,0.3209609762298178
1028,-0.5238947099412172
1029,0.4580253650147844
1030,-0.1466148652952018
1031,0.1399224066653939
1032,-0.1975528931939856
1033,0.0235733353721121
1034,0.0910248249522601
1035,0.0508970606947528
1036,0.0127226463104209
1037,-0.274287172290603
1038,-0.0191399770320282
1039,0.2418533604887955
1040,-0.1785258862535075
1041,0.0382409177820282
1042,-0.2684049079754703
1043,0.0860710482023491
1044,-0.1757707560445177
1045,0.0127909951394283
1046,0.0
1047,0.1277465508431199
1048,-0.0600769496248348
1049,-0.0677922742389322
1050,0.0695894224077966
1051,-1.078546307151233
1052,-0.4770598975204678
1053,0.0412104085717776
1054,0.0705965407694882
1055,0.2171998825946607
1056,-0.0763717542004438
1057,-0.3419004951662417
1058,0.2000235321802585
1059,-0.0871449432380211
1060,-0.1131808535722749
1061,0.1412761949611544
1062,-0.0235515779557183
1063,-0.0942951438000922
1064,0.0235682300259203
1065,-0.0294689691754649
1066,0.1353737492642838
1067,-0.0588928150765573
1068,-0.1888128392730833
1069,0.1178689297501279
1070,-0.1298241472913955
1071,-0.0472310780493638
1072,-0.0118091639111843
1073,0.1532838108713541
1074,0.0353606789250367
1075,-0.139194988980402
1076,0.260311216521095
1077,-0.0764163067767399
1078,0.0069464544138931
1079,-0.1101066295781164
1080,0.1157675387821189
1081,-0.0231588698471468
1082,0.0462962962963035
1083,0.0693962526023456
1084,0.1270648030495546
1085,0.0577233895174455
1086,0.0922722029988446
1087,0.0461148259165229
1088,-0.0345980855725996
1089,0.0691483231531661
1090,0.0230441295080196
1091,0.0977267311962263
1092,-0.0401888530630968
1093,0.0805430905534382
1094,-0.0460458155864994
1095,0.0460246231733886
1096,0.0747341189997099
1097,0.1320473073831772
1098,0.1146920518408009
1099,-0.0458978772231692
1100,0.255640769145275
1101,0.0333333333333345
1102,-0.0667111407605095
1103,-0.0556235398820749
1104,0.1222222222222216
1105,-0.2673796791443793
1106,-0.0278598094389097
1107,0.0289658092044387
1108,-0.0791615564722911
1109,-0.01672706997491
1110,-0.0613702298593981
1111,-0.0334858801205504
1112,-0.1005586592178809
1113,0.0223413762287712
1114,-0.0447027268663299
1115,0.0223463687150793
1116,-0.1342582233161832
1117,-0.0615729079205066
1118,0.0391674127126192
1119,-0.0896057347670231
1120,0.1565645269514656
1121,0.1117068811438721
1122,-0.039112700452586
1123,0.1729138777331561
1124,-0.0781511666852823
1125,-0.4394224733207712
1126,-0.365423387096782
1127,-0.1577585662901495
1128,0.0063099444724829
1129,-0.3609651067063474
1130,-0.0202688151610805
1131,0.1783004552352116
1132,0.138906427579239
1133,0.012626262626269
1134,-0.1264222503160664
1135,0.0884173297966494
1136,-0.1644736842105205
1137,0.0379410648792044
1138,0.0050585527480649
1139,0.0256655662923952
1140,-0.0180829539706698
1141,0.0126438234922305
1142,0.0505497282952003
1143,0.0
1144,-0.0505752939688861
1145,-0.0885851683118291
1146,0.0126534227508605
1147,-0.0063271116735152
1148,-0.0443094062539698
1149,-0.0506649778340621
1150,0.2848207304813978
1151,0.1672613737734229
1152,-0.1563547018092478
1153,0.0892657888864073
1154,-0.0446528242911433
1155,0.2116519995544143
1156,0.1112718370980399
1157,-0.0890967813787707
1158,-0.1003344481605389
1159,-0.0111495149961033
1160,-0.0892757504742755
1161,0.1226036558181001
1162,-0.0780814277746717
1163,-0.0223139573803528
1164,0.011155734047306
1165,0.0780292052168021
1166,0.0111457868925603
1167,-0.0167214759489443
1168,0.0055735146583384
1169,-0.0167233402084849
1170,-0.0055747574980437
1171,0.0779857397504538
1172,-0.0222866057499556
1173,-0.0836446774103481
1174,-0.0390494254156095
1175,-0.457417995786934
1176,0.0060182956186753
1177,0.2042042042042062
1178,-0.3012048192771084
1179,-0.2483259737373591
1180,-0.0778435875740263
1181,-0.0241808729295251
1182,0.090596122485961
1183,0.090514120202755
1184,-0.1874130947342979
1185,0.05438066465257
1186,-0.1694710083525004
1187,-0.2913682165837014
1188,-0.061710998163259
1189,0.0980582524271973
1190,0.0002427178574717
1191,-0.1704352054461378
1192,0.0728862973760788
1193,-0.0851063829787151
1194,-0.0486558812796572
1195,-0.0164240569853867
1196,0.15002429543245
1197,0.1334465607182016
1198,-0.0121329774326681
1199,0.2299963684783897
1200,0.0252812539501909
1201,0.0379075056861272
1202,0.5404046751288081
1203,0.5872063968016155
1204,0.2119436479241833
1205,-0.0636235481979412
1206,-0.0361911893173724
1207,-0.1499812523434449
1208,0.1372940589116318
1209,0.2986560477849613
1210,-0.1240960673009295
1211,0.2852528264380553
1212,-0.1047188138169082
1213,-0.081901916853368
1214,0.1491424310216136
1215,-0.315934100186268
1216,0.1038734587121829
1217,-0.0747849931447117
1218,0.0498318176155376
