,BIIB.US
355,-0.002241495974408
356,0.0162482053437005
357,-0.0841131321627621
358,0.1644506648005693
359,0.0594467951183746
360,0.3797115585591775
361,-0.3110039487018158
362,0.0768183246621636
363,-0.0419184685786161
364,-0.0559225472720171
365,0.2197112366603875
366,0.222701649384086
367,0.2152777777777793
368,0.445919319713789
369,-0.0951507707212546
370,-0.261916325539442
371,0.1178101178101288
372,-0.2710027100271105
373,-0.5186232909005235
374,-0.3100367840252201
375,-0.116076610562972
376,-0.5628048526285047
377,0.2764670422183848
378,-0.3609129219343301
379,-0.217436755174569
380,0.6460189858956011
381,-0.7176032469977838
382,-0.20965239632689
383,-0.4083866621758162
384,-0.776443633586496
385,0.7746389929693106
386,0.0420822286748282
387,0.2604401669671177
388,-0.1578560168155494
389,-0.5642165143882376
390,-0.0890280539922958
391,0.433940006740816
392,0.0059821160008072
393,-0.088208631121797
394,-0.4681013301702914
395,-0.1569858712715875
396,0.1947914461147609
397,0.1365061859122913
398,-0.3363883231500338
399,0.1821185040870809
400,0.2712832828001738
401,-0.029978586723768
402,0.565212341759893
403,-0.2600527868343487
404,0.5903461048732606
405,-0.0733647385898516
406,-0.3611731150793714
407,0.3406326034063279
408,-0.2380814122292585
409,-0.0309795341452491
410,-0.0936458064431126
411,-0.2110701107011146
412,-0.027197140414948
413,0.1358010320878526
414,0.0193963845139089
415,0.282387528528884
416,0.0309370045245307
417,-0.1976131432114038
418,-0.1980044259812831
419,-0.2217898832684798
420,-0.2144667576525682
421,-0.0273032217801674
422,0.0584726932522423
423,0.0876321785359672
424,-0.0604053000779316
425,-0.1265115935061423
426,0.4271458555805016
427,-0.539254994383833
428,0.0616397809678703
429,0.2822409562987855
430,0.0055338301483016
431,-0.0590623846437892
432,0.4373552868536138
433,-0.606396746163796
434,-0.0554938956714677
435,-0.4627306684506902
436,-0.3936567164179129
437,-0.0317264804135563
438,0.4051969294250943
439,0.2040399918384045
440,0.0426447139095965
441,-0.0055626634032534
442,0.0722623679822308
443,0.2181629936399848
444,0.2140063463950941
445,0.0295094061232168
446,-0.1070861489605334
447,-0.3297273266152883
448,0.387496770860247
449,-0.2256250924693052
450,0.0561117509819549
451,-1.3969366212999208
452,1.0108046419943455
453,-0.0281681788531184
454,0.3192055328958988
455,0.1740772430885527
456,-0.2010347376201055
457,0.0413723809805214
458,-0.0147780339303692
459,0.2314780685587983
460,0.0162155787487489
461,0.0235807345398762
462,0.0854071565307084
463,0.1088491409743482
464,0.1292748854154418
465,0.3600807986182152
466,-0.0322127210963912
467,0.0204948031034967
468,-0.1701029416077614
469,-0.0498826291079858
470,0.1538123489342935
471,-0.1540492957746412
472,-0.0290870966293371
473,-0.2474254104631249
474,0.0411764705882312
475,-0.5991058122205636
476,0.733771229066814
477,0.0945906000591171
478,-0.1717399028781191
479,-0.1644295859364193
480,-0.3573586534311635
481,0.3765919907483027
482,0.182033446795918
483,-0.2671019439086019
484,0.0207702806955056
485,0.3547986517651367
486,0.2300884955752132
487,0.2735857382402279
488,-0.1960119670464152
489,-0.2482086134298515
490,-0.1435166005799886
491,0.2832694010032398
492,0.0737136960047176
493,-0.3402366863905258
494,0.2169837778794673
495,0.0162342454027588
496,-0.085672082717879
497,0.1828261382401523
498,-0.0324474204300798
499,0.3673661317815788
500,0.7533028942690131
501,0.2788503773356842
502,0.270109386924448
503,0.6589463176715021
504,-0.2120951199128769
505,-0.4857988451780181
506,-0.3326882126753436
507,-0.7635905220098325
508,-0.4990174785396646
509,-0.1190784364483509
510,-1.445659738179334
511,0.5809096130750263
512,0.2811767768810312
513,-0.2348643006263137
514,0.6043628252016663
515,0.0622132358659328
516,0.271444082519004
517,-0.3580323785803226
518,-0.1116854107685532
519,0.1115608136156099
520,-0.0181643615226907
521,0.0726046933748146
522,-0.20909700599175
523,0.3004365228429649
524,-0.6400730022161345
525,0.5998563218390658
526,0.1470535490118808
527,-0.1113105924596058
528,-0.1078360891445044
529,0.0233590282644233
530,0.102315562735604
531,0.7235013186969752
532,-0.0802553904870488
533,-0.166136696559374
534,-0.5009066590064388
535,-0.0484983474637127
536,0.0969027025086967
537,-0.028720157960863
538,0.4307340351378829
539,0.2549292259421798
540,0.0890567113137646
541,0.1405118901517107
542,-0.2353318714232319
543,0.2188067029565621
544,-0.4467157458366093
545,-0.3334648069131223
546,0.134281059208995
547,0.2731850158911497
548,-0.4754130711684357
549,-0.1059588376854132
550,-0.04254051984515
551,0.5036823838144407
552,-0.0508173117642096
553,0.131105942059633
554,-0.3033066791100069
555,-0.5523801399078723
556,0.2807316035729462
557,0.5288766659614977
558,-0.4761297453556113
559,0.0085015940488885
560,-0.3840409643695351
561,0.0597040385517569
562,0.0681866609844434
563,0.0468563639461514
564,-0.4320855614973222
565,-0.0770646915271682
566,0.0256816333518821
567,-0.0899665838402913
568,-0.0128540211662886
569,-0.2196854667500236
570,0.3387683485256936
571,-0.1714751146739731
572,0.1207439884907781
573,0.1487815305686247
574,0.0854335753951254
575,-0.1310763238708796
576,0.3228997517591537
577,-0.140181675451385
578,0.1269367183125002
579,-0.3521786369937423
580,0.2503924060094025
581,-0.1647076439320198
582,0.0897598922881326
583,0.0941591438990888
584,0.137313432835819
585,-0.0634730986073315
586,-0.082209185008023
587,0.0970620076902941
588,-0.0410815655811225
589,-0.4049797510124434
590,0.1385508331773093
591,0.0224626558346757
592,-0.1387118542400856
593,0.0861520020976207
594,0.1027896904971345
595,0.0618151901574368
596,0.0672670877087895
597,-0.0448648446554558
598,-0.0149571850577797
599,-0.0224408123574081
600,0.4652237986534555
601,-0.0028896723111572
602,0.3541708658469919
603,0.2212262253634378
604,-0.3343903142115956
605,0.5361699687473134
606,0.1102662141455774
607,0.1215744607815125
608,-0.1647540866176669
609,-0.0286610968601833
610,-0.0903640379815823
611,0.2004065389790848
612,-0.2295618238686939
613,0.1117862875487234
614,-0.0602288697048726
615,0.0759740135056522
616,-0.2773514958185906
617,0.035909737284362
618,0.1262427015938134
619,-0.2401495542134128
620,0.1837285410805496
621,0.0487790881179925
622,0.0659517118770482
623,0.1631788382811809
624,-0.172062745547883
625,0.1815181790704025
626,0.2306176912359492
627,-0.3096822182734741
628,-0.0544120030563421
629,-0.1359665465987611
630,0.190090499607425
631,-0.1075580192777145
632,-0.2696200431391974
633,0.2069707757264674
634,-0.0683470372594994
635,0.1777998304699319
636,0.5530655043381714
637,0.1990356006976561
638,-0.8108723082969646
639,0.0785432297802847
640,0.0722901520158672
641,-0.2069707757264674
642,-0.2406639004149429
643,0.2566012747289151
644,-0.2275258585108643
645,0.0201144658261522
646,-0.0913242009132415
647,-0.0166071576849589
648,-0.2747710241465549
649,-0.0749937505207809
650,0.5317978434680721
651,-0.0954478707782847
652,-0.0367242012486103
653,-0.4056047197640202
654,-0.0221287895552121
655,-0.0387403840832222
656,0.3584427043123289
657,0.080814017558692
658,-0.1066411708465177
659,0.1432086072044895
660,0.0477134258239725
661,-0.4016656225817058
662,-0.0479280342132412
663,0.0589535740604156
664,0.2829114156593447
665,-0.1858907109859552
666,-0.3713145643981362
667,0.070149529259737
668,-0.0295453706097577
669,-0.041380635340528
670,-0.0140418298721494
671,0.0590885589777561
672,0.0
673,-0.1924073114778294
674,0.2399320807648422
675,0.2068691906597195
676,-0.3226769392599726
677,0.6398124346769827
678,0.037555450764234
679,0.0866130624911881
680,-0.2573966170730237
681,-0.1898716241108668
682,0.4176661492874328
683,-0.1611170784103256
684,0.3268157998535034
685,0.2332967928717947
686,0.2047685834502154
687,0.1092773683768069
688,0.0322124339995263
689,-0.183808053879605
690,0.0869175124768693
691,0.1455848591746407
692,0.0349841172107863
693,0.0824944071588411
694,-0.2185976122414746
695,-0.5225867339033478
696,0.0352023430679546
697,-0.4043147643740346
698,-0.2352691097695819
699,-0.1703432416318785
700,-1.0171752542937984
701,-0.2708667736757632
702,-0.1943308986128931
703,-0.1039745094750971
704,-0.216870450493568
705,0.0319892473118393
706,0.0268744961031927
707,0.1810743746227685
708,0.0067060085836848
709,0.2908628932499764
710,0.3033131124591588
711,0.1763433704874495
712,0.0099807039723111
713,0.1113271189538694
714,-0.1214440192979567
715,0.0033271227042823
716,0.1362262019470462
717,0.1658539821541114
718,0.0232141672746544
719,-0.1594366571447612
720,0.1492487811349503
721,-0.081655956237712
722,-0.4112922041129345
723,-0.1000900810729504
724,0.0500200080031937
725,-0.4066478076378986
726,0.0424148169093752
727,0.1147416547511831
728,-0.1502722579732732
729,0.6149629265207155
730,-0.0369113950749716
731,0.3904335037467642
732,0.0175051640233908
733,0.2967048310527864
734,0.1429119174596424
735,0.0034855350296238
736,-0.220071960037725
737,0.1882779540462398
738,-0.0540719680452214
739,0.1619531903037168
740,0.2726593841718512
741,-0.367788042530922
742,-0.0418512189167525
743,-0.0139523527154837
744,-0.1222323112383959
745,-0.0104781530508793
746,-0.2275432332143027
747,-0.1964223079621193
748,-0.003542742131525
749,0.063133172082582
750,0.5153297589922488
751,0.0156136150723288
752,-0.1598609904430858
753,0.0503655846749619
754,-0.1025730180806533
755,0.1492900045134013
756,0.1109762441477544
757,-0.010405105438412
758,0.0632576840755295
759,0.1070593746721395
760,-0.2157257364932772
761,0.1213003396409588
762,0.0450341220078274
763,-0.0242550242550218
764,0.0657917517919587
765,0.0432653202499004
766,-0.1542621416438427
767,0.3213545266067554
768,-0.2772002772002614
769,-0.3058529125538702
770,-0.1183102512353093
771,0.1216418169812055
772,0.065990552931369
773,-0.0938640709195337
774,-0.0173852573017922
775,-0.4716274891450782
776,0.8829858277064611
777,0.4505835426207603
778,0.0258464719565754
779,0.2357534902567661
780,-0.0073678393811157
781,0.3304571323664527
782,0.0055073155508183
783,0.0422049324721113
784,-0.2870813397129295
785,-0.0552384459583786
786,-0.210347627131151
787,0.4792772279045877
788,-0.0091823991772695
789,0.338598385709322
790,-0.1337878454658782
791,0.0531203634165485
792,-0.3474009264024679
793,0.1651557969684902
794,-0.0256975036710903
795,0.1246608491603841
796,0.0476417341591217
797,-0.2682442860292564
798,-0.049631440598515
799,-0.3301243037881236
800,-0.2114238786671622
801,-0.040204167249319
802,-0.5483689538807657
803,-0.0140627197300029
804,0.3154131912805696
805,0.1539645881447259
806,-0.1612224870320971
807,-0.1193066180082725
808,0.108661362122753
809,0.2900880749335887
810,-0.4035512510088701
811,0.1261696982441232
812,0.2394979284303279
813,-0.2787322067176071
814,0.1924624698183695
815,0.1083612975391506
816,0.2110330153304212
817,0.1288951594642157
818,0.1096147823363599
819,-0.1219427217615576
820,-0.2865129280223596
821,-0.1539753639417685
822,0.0209922328738374
823,-0.1717309781656359
824,0.1749291536927544
825,-0.4723618090452345
826,-0.4948995051005042
827,0.4357590587604369
828,-0.0221280476356429
829,-0.1490833389295604
830,-0.1445912774471256
831,-0.1448006465517264
832,-0.0168401199016383
833,0.2988582941571478
834,0.0369239031922438
835,0.035233125849357
836,-0.0654757907460859
837,0.294609976565114
838,-0.0904734778675005
839,0.0903916973551998
840,-0.0912784206286565
841,-0.1434899328859006
842,0.1407412371824997
843,0.03349859305908
844,0.0435292147999315
845,0.0066963538353496
846,-0.224832214765106
847,0.1440873906778832
848,0.1939734457041517
849,0.3233548903260308
850,0.1848394669229774
851,-0.1492399720253707
852,-0.1081872428746148
853,-0.1782200274755943
854,-0.0557247938182544
855,-0.2756668156757595
856,-0.3476505551194374
857,-0.0692041522491358
858,-0.0842381130662545
859,0.1607296377976114
860,-0.4618850920014875
861,-0.0112667593044764
862,-0.0770488414485122
863,-0.6011910388505435
864,-4.473632233853452
865,-0.756218905472639
866,0.8993018577683118
867,0.212539851222101
868,0.6951379429623422
869,0.5525323590002645
870,0.2713493817110693
871,0.1354908640445826
872,-0.0813606601836346
873,0.3744017291956039
874,0.3806667435690426
875,1.2462765775327784
876,1.214199152472148
877,-0.1693657677191923
878,-0.0864685237619071
879,-0.3078231292516914
880,-0.3087736058274527
881,-0.7857363914583492
882,1.0850340136054415
883,-0.7902089511304641
884,-0.4909222448065634
885,-0.1172696857862156
886,-1.0349874546975284
887,0.3368874379189481
888,-0.8228867567756926
889,0.2514844568634394
890,-0.6503779223062129
891,-0.526576194515129
892,0.1366873797632936
893,-0.4724216796978998
894,0.35509857960568
895,0.1164637374272246
896,0.0705342973020591
897,0.2322226522641596
898,-0.3247555508489389
899,-0.3045002301455276
900,-0.1678105437815797
901,-0.515502994465929
902,0.092780186696459
903,0.2398942198715492
904,-0.0907509642289983
905,0.1170827510669646
906,-0.0151097344464033
907,0.4250357330926034
908,-0.0828188525824526
909,-0.179133746912287
910,-0.0547128518602515
911,0.0188629418644174
912,0.1262221887304231
913,-0.1114633764538604
914,-0.0715310282349424
915,0.030188679245277
916,0.0188643652141148
917,-0.0358551452133484
918,0.0056610182284949
919,0.4171677690919861
920,0.2062783632749545
921,0.0768265032698049
922,0.3882407839477444
923,-0.0093335822288509
924,0.1677226984718556
925,-0.3560902475591409
926,-0.3743806202973164
927,-0.2612791639066679
928,-0.0625989615937017
929,0.1617587588691584
930,-0.053335295091307
931,0.3098529573539549
932,-0.2665588175818393
933,0.1193492710513711
934,0.161319890009165
935,-0.1946954669017606
936,-0.0028654116163902
937,0.1532479917837361
938,0.1080883026472532
939,-0.0568244308391793
940,-0.2370234267340309
941,-0.1306251609817191
942,-0.038650543868353
943,-0.3453625383223145
944,0.2272002771364191
945,0.3080625309991404
946,-0.0165356066730417
947,-0.3651115618661291
948,0.2318051365074676
949,-0.8385277530424425
950,-0.0886924407868929
951,-0.1645694978445758
952,-0.2481969223581528
953,0.4635751965471554
954,-0.5949770487968966
955,0.3292924583284917
956,-0.026233713236375
957,-0.236662186641735
958,-0.1770792173391339
959,-0.1362876989360693
960,0.0995520159283152
961,-0.0937838867559547
962,0.0380851936485602
963,-0.2054955378111756
964,0.0997125931139749
965,0.2997032207131408
966,0.2173595915390239
967,0.0728862973760933
968,0.1891459333624261
969,-0.099035856805795
970,-0.2101637525905681
971,0.2431389677513391
972,0.0771043673077443
973,-0.0058195361829609
974,0.3508466713059556
975,0.459458663446513
976,-0.4288925698059598
977,0.4343920719765642
978,-0.2968542312804594
979,-0.3348941971430251
980,0.0148161318043118
981,0.3042836041358855
982,0.2210759027266028
983,-0.0147405660377392
984,0.2176854739071627
985,-0.2684128248237693
986,-0.1329080276448664
987,0.0324780772978279
988,-0.1064049892117204
989,-0.546821599453171
990,-0.1130582249858663
991,-0.3223591917141871
992,-0.0298569850416403
993,0.1475739733174344
994,0.0670341129152289
995,-0.0029793826719076
996,-0.1850635782938345
997,0.0343145299655389
998,0.1117701409794044
999,0.3208651475088339
1000,0.0571448980320815
1001,0.4692332302442121
1002,-0.2637487970916381
1003,0.4647367674187605
1004,-0.2988898377455077
1005,-0.0640888698995965
1006,0.0604917624452759
1007,-0.1282645099226696
1008,0.1209921355111828
1009,-0.1961063966341051
1010,0.0498930862437787
1011,0.032063842673403
1012,-0.0713037897964236
1013,0.1352939082137627
1014,-0.042742653606413
1015,0.19906864313391
1016,-0.1744889965102233
1017,-0.0178081703885783
1018,-0.1605308219178041
1019,-0.1679471145256281
1020,0.0285785732147265
1021,-0.0107181136120148
1022,-0.0142928607160593
1023,-0.2005012531328329
1024,-0.2800517018526604
1025,0.6350143985823035
1026,0.0239918796714949
1027,0.1050846207735585
1028,0.262940148938138
1029,0.6848064280496713
1030,-0.0146113383986047
1031,0.2368718341168448
1032,-0.7267922035018236
1033,0.0806895286997874
1034,-0.1837222120154326
1035,-0.0036745792606713
1036,0.2382785292716133
1037,-0.16891271618993
1038,-0.0036721504112775
1039,-0.13973670662646
1040,-0.2553018921833364
1041,-0.1356689308919103
1042,-0.2349719698791803
1043,0.0684095699441638
1044,0.467427309532566
1045,-0.1289847060991213
1046,-0.0110570544007185
1047,-0.1125398963157046
1048,0.138177530491175
1049,0.2682640011759584
1050,0.2762029364733213
1051,0.4745507682513922
1052,-0.678785760065252
1053,-0.24238530502584
1054,-0.1184123967546318
1055,-0.0482653717896108
1056,-0.2874911992490079
1057,-0.0587061171774065
1058,0.1962794785410915
1059,-0.0234418495619424
1060,-0.345491700848279
1061,0.1042737553238247
1062,0.2811868427989913
1063,-0.2186899153126985
1064,-0.3062200956937859
1065,0.1337920489296589
1066,0.0705218617771536
1067,0.0425888123595617
1068,-0.2192982456140196
1069,-0.0574331787055592
1070,-0.1400973307771614
1071,-0.0545940123648067
1072,-0.007378113563934
1073,-0.0177106086545847
1074,0.0648967551622499
1075,1.929766256785189
1076,0.6835091386684674
1077,-0.4795069507779934
1078,0.7461253600329247
1079,-0.0576384695614086
1080,0.2136283961437416
1081,-0.0205454122094505
1082,0.0821141660622182
1083,-0.2263250301766831
1084,0.2572100913916701
1085,0.3164039059516734
1086,-0.2159472979252714
1087,0.1255835540145885
1088,-0.0300398711016477
1089,0.0177476825622186
1090,0.5633688097306658
1091,-0.1686157193364168
1092,0.6162495270014675
1093,-0.4425139133975826
1094,-0.1686019633970588
1095,0.1249354952605935
1096,-0.3816897952506822
1097,0.2962922692182165
1098,-0.1715452688904004
1099,0.5793334957632817
1100,-0.0687285223367689
1101,0.6968641114982571
1102,-0.129482429953607
1103,0.4154876607328432
1104,-0.4244451638430297
1105,-0.4008667388949128
1106,0.2323947467978304
1107,0.1025807148256013
1108,-0.0936700652087729
1109,-0.0036028246144944
1110,-0.1370950285013332
1111,0.538251758289077
1112,0.0502116060540801
1113,-0.1101563588368557
1114,0.041919391307473
1115,-0.0394944707740965
1116,-0.0107723796186479
1117,-0.217715961638814
1118,0.2816236276769203
1119,-0.1688713156002949
1120,0.3403188250044738
1121,0.0322303394929207
1122,-0.0429922613929509
1123,0.1216632076146765
1124,0.4133703941272985
1125,0.578839390386864
1126,0.4812600262505445
1127,-0.2082496072485452
1128,0.08760722759628
1129,-0.2085009876362547
1130,-0.496268793883036
1131,0.1394956132300768
1132,0.0293588755550603
1133,-0.0789642824350498
1134,0.2436432915659194
1135,-0.4231207917877689
1136,0.1710157660668852
1137,0.1043516548029665
1138,0.1428937822884938
1139,-0.0256541816316034
1140,0.0146573836570038
1141,0.2412633425939556
1142,0.2261288204828961
1143,0.0765334013630159
1144,0.2942951650781949
1145,-0.1309489157328041
1146,0.1815936660129295
1147,-0.0145296040682759
1148,-0.1036307110521335
1149,0.0672238372093031
1150,-0.3752532128980824
1151,-0.2096505823627272
1152,-0.3539941223617426
1153,0.5859796484122065
1154,-0.6112734864300573
1155,-0.0919424941491064
1156,-0.0200642054574646
1157,0.2767866075299243
1158,-0.0233488992661751
1159,-0.1904889215653487
1160,-0.3386761451277549
1161,-0.1489035740216168
1162,-0.5866099175786896
1163,-0.3219356806398202
1164,-0.5657226595780827
1165,0.1157368008986537
1166,-0.0681268521987902
1167,0.4712503390290163
1168,-0.0542740841248195
1169,0.2335104402856265
1170,0.0574984779814705
1171,0.1890486800351098
1172,0.0876956287101966
1173,-0.0810153929246587
1174,-0.236854571293222
1175,0.0002975130143447
1176,0.1834515015405093
1177,0.2665580689348885
1178,0.2768958133353024
1179,0.1290512886692842
1180,0.1215290564926128
1181,-0.3510846668391461
1182,-0.3299962921764873
1183,-0.1002115577329851
1184,0.1408398502649996
1185,-0.0111201719920044
1186,-0.1187560305796753
1187,0.1852126240924581
1188,0.394790244622364
1189,0.0626843657817168
1190,-0.0184399778720307
1191,-0.0627352572145394
1192,-0.2645551588256088
1193,0.6269073794904
1194,-0.2063299067830965
1195,0.1545083324136258
1196,-0.3951839267247721
1197,-0.2814814814814781
1198,0.5231744160341963
1199,-0.3141516058690996
1200,0.6460397473781848
1201,0.1114117459812165
1202,0.4565749675932535
1203,-0.1644641929713177
1204,0.4666791114429718
1205,0.2820813883559133
1206,-0.6920614781279671
1207,-0.216737949370015
1208,-0.1983466288312033
