,RIVN.US
0,-0.2896044953533676
1,0.6100442496885405
2,0.8656633274077894
3,-0.9165771264022112
4,-2.299507562434044
5,0.1406741470422454
6,0.0831761351173434
7,-0.3128864323465533
8,0.2900394910048272
9,0.1402155814564863
10,-0.1555302774969097
11,-0.2929577464788785
12,-0.1587021689296355
13,0.6308042754511992
14,0.7305618368411928
15,-0.2615974886641063
16,-0.0087206767245182
17,0.6325823223570225
18,0.7226428079834731
19,0.4879719202123169
20,0.0
21,0.222089348253174
22,0.0768180266302521
23,-0.6183442116111293
24,0.4786324786324805
25,-2.9866960352422884
26,-0.0529795953628358
27,-1.285624999999995
28,-3.244837758112091
29,0.4222507802460012
30,0.5749749018891992
31,-0.6707092980521773
32,0.2017238217494946
33,0.9265988372092988
34,0.5562095004593709
35,0.1064850284757164
36,-0.3656371705461467
37,0.30699774266366
38,-0.1356238698010901
39,-1.2635048525910964
40,0.8802976676649414
41,0.6805173734733385
42,0.4281021701279854
43,0.4020673663961751
44,-0.7854054054053993
45,0.134952766531719
46,0.5814842741643297
47,-0.5532221072986448
48,0.3807902517695521
49,-0.7856239841069211
50,-2.201131483821323
51,0.5848071595994068
52,0.6772486772486779
53,2.885882176425008
54,-0.7487705130196259
55,1.1715952112964394
56,-1.5253210778533923
57,-1.828350433127805
58,0.0705073995771641
59,0.4649528260693483
60,1.116680816353712
61,-0.0106133916029317
62,0.7712798909676619
63,0.0650054171180956
64,-0.6490809014435559
65,0.6397688577030135
66,1.0668163952835503
67,0.5532994923857886
68,-0.5512454062882873
69,1.0305112143867552
70,-0.0252640088929368
71,0.1312004844325533
72,-0.410417511147129
73,-0.4121088781480551
74,-0.7328823288232917
75,2.569912852174163
76,-1.2046873033556031
77,-0.3447146866230008
78,0.4114587376756471
79,-0.0077639751552724
80,-0.4445920959152467
81,-0.6119262455864917
82,1.025160343899718
83,-0.0078440509475168
84,0.2324500232450111
85,0.9060196560196612
86,-1.9598141801175335
87,0.0574289961661893
88,0.015645779550963
89,0.3430264286271239
90,-1.059680913925557
91,0.5786296339523361
92,-0.1926726323241161
93,0.594320486815422
94,-0.0046811365799617
95,-0.2204985456478987
96,0.535075439415163
97,0.3255813953488275
98,0.5550416281221082
99,0.0924214417744951
100,2.8794747081712035
101,0.3779435991859682
102,-0.4099497220457223
103,0.0498930169227754
104,-0.2583979328165242
105,1.2469908521906476
106,0.4743878480042212
107,0.5006198150090642
108,-0.0469372490955984
109,-0.3550023934897106
110,-0.2072260490818813
111,0.3737156511350111
112,0.1955547076218623
113,-0.1576458223856991
114,0.2240228789323159
115,-0.2197382248973
116,-0.1435132032147012
117,-0.9562445667922292
118,0.2506980427824568
119,0.1441216086203569
120,0.2554550496995359
121,-0.8333252697276081
122,0.0483582378258108
123,-0.3153196856505315
124,0.3191489361702248
125,1.9116116210845044
126,1.0395205094586997
127,2.697195823943711
128,-1.8704107681596769
129,1.7575570759182209
130,-1.1365061796716396
131,1.9449129740753583
132,-0.3454037075993364
133,-0.3825271021226185
134,0.2816133720930253
135,-0.2367510471680979
136,0.7532522694718204
137,2.197719639384839
138,-0.6315040469625489
139,-0.2675465976991094
140,-0.4929198781143548
141,0.0895415472779445
142,0.507795100222711
143,0.0212872270402984
144,-0.9199966921467236
145,0.5760757853344627
146,0.6173722201152771
147,1.564871481028142
148,0.4872107186358119
149,1.6093134737202497
150,-0.0168733653927242
151,0.4785894206549062
152,-0.9450353858541296
153,0.4849865047233492
154,0.5412515561401706
155,-0.3941477481362231
156,1.3974422853346622
157,-0.6697943801476094
158,0.0344308875146276
159,-0.1548441096463714
160,-0.247524752475237
161,-0.5874210863914219
162,-0.2799754894492882
163,-0.3765185625690294
164,-1.1167425478910722
165,-0.3318250377073828
166,0.0559910414333687
167,-0.476025618833302
168,0.1382886776145173
169,-0.9334380179708692
170,0.2436689583152042
171,0.4677349501948949
172,-0.104049249978327
173,0.3886681637588554
174,-0.1817080557238106
175,-3.8745454545454567
176,0.3498687992003013
177,-2.839886918529951
178,3.2570860268523183
179,-0.4119335913119439
180,-1.176455729775128
181,0.9959362300718908
182,-0.1251956181533575
183,-0.267631411793357
184,1.5000927357032463
185,-0.2292725244763939
186,2.072271610182343
187,-0.2707636142379027
188,-0.2256372728381537
189,0.533786242872755
190,-0.9306360540198771
191,-0.03172307106275
192,0.0727631007239744
193,0.7910873656729994
194,-0.0060716454159194
195,1.848607287159869
196,0.3018240152100349
197,1.774146483805073
198,2.052132159597578
199,-1.6913880868660849
200,-0.3024996019742043
201,-0.2340550029256863
202,-1.059025911192344
203,0.2935129143538259
204,-0.7395328243285517
205,-1.1402981814210005
206,-0.5516585449964748
207,0.0803284247398378
208,0.4632441288913115
209,0.0638587030679569
210,-1.0239303043670045
211,-1.2852775571796051
212,-0.5608221947658151
213,0.4250083883234486
214,0.3949222688256511
215,-0.2955307262569812
216,0.6956849778645637
217,-0.0855080510827298
218,-0.5481296707983849
219,0.3182147030997808
220,0.3493788819875751
221,0.1107910480833243
222,0.9981353515410734
223,-1.3000000000000018
224,-0.1101211332465754
225,-0.0809419921594561
226,0.0016734190593678
227,0.2547658789422753
228,0.7498474147702497
229,0.9170507509621864
230,1.6721882432891657
231,-0.255493101686252
232,1.534591194968552
233,-0.1848273544484574
234,0.5802478519470063
235,-0.7529243457039471
236,0.7770502151792813
237,0.1870233779222426
238,0.4025898563957827
239,1.103240270609516
240,0.3404237912132865
241,-1.066644617165542
242,0.2967848309975263
243,0.369609856262836
244,0.280688362203468
245,0.0827374220295976
246,0.5503377553511911
247,-0.3511104613602925
248,0.2991673961280895
249,-0.5876812187730373
250,-6.78253729300671
251,0.1639568247028344
252,-2.449966580230185
253,2.7302743549594792
254,2.0439465172885374
255,-0.7965315587820141
256,-0.785854616895872
257,-1.3426302260693834
258,0.6020338946037941
259,-0.1275025623505285
260,-1.5543681909652214
261,0.3985853571890079
262,-0.5816475495307665
263,0.0
264,-0.2473953796299451
265,0.1148545176110204
266,-0.4615384615384592
267,-0.161098269944659
268,-1.1119696260408092
269,0.1694716331211337
270,1.415208754443428
271,2.9887078233822355
272,-1.840974103511573
273,1.0145530145530233
274,-0.4828767123287757
275,-4.904486868540083
276,1.765226768940496
277,1.548528015194683
278,-2.208201892744471
279,-0.4044440113049471
280,-0.464283826043362
281,0.0209481074265933
282,-1.366540980353247
283,-0.7598480303939263
284,1.7485265225933213
285,1.0978334790634503
286,0.3292340466737573
287,-0.6390928351046924
288,-0.8691634719355085
289,1.462611390933738
290,-1.215686274509799
291,-0.3937007874015804
292,0.4604683060644645
293,0.2979242979243046
294,-0.6142506142506142
295,-0.5531162571906661
296,0.9010835331171018
297,0.6611538087362658
298,1.9506844088329165
299,-0.1672081024269034
300,0.6989515726410412
301,-1.0031738091660345
302,-1.4687883749488313
303,0.3907106081039124
304,-0.0696689957668259
305,-0.1481254469302237
306,-1.1260330578512434
307,0.5853959124987238
308,-0.4435733443367101
309,0.9902001337970232
310,0.0821512399224417
311,-0.0714869281045681
312,0.5437995275017883
313,0.3386982488106173
314,0.1364670204700439
315,0.1261988894497728
316,0.0958192546270602
317,-0.1161264263354487
318,0.3622094778146689
319,-0.1106969070337319
320,-0.0303274559193999
321,-0.4097324093277365
322,-0.5544252288911513
323,0.6308877209901315
324,0.4286864620030182
325,-0.4056260864984363
326,-0.306896938005556
327,1.2990507979555683
328,0.2287443620446626
329,0.6207467163098572
330,-0.2925068459049005
331,0.8443982762344547
332,0.5431669394435412
333,-0.2666666666666719
334,-0.7439553626782381
335,-0.0310077519379856
336,-0.363591097464195
337,-0.4161458333333367
338,-0.2775389802818795
339,-0.645815811606392
340,-0.0841750841750823
341,-0.7526767730308576
342,-0.5864789933887792
343,0.3612409689757792
344,1.2070956229662972
345,0.3034742570113083
346,0.0313840359870291
347,0.2192066805845446
