,REGN.US
210,-0.0477554918815603
211,0.1126746662938356
212,0.0485005918716228
213,0.2149126404724707
214,0.08196049504139
215,-0.2291938783054409
216,0.2368464186199065
217,0.1407620793505325
218,-0.1229085069074581
219,-0.080364757593651
220,0.1048561504685736
221,-0.0762426319284519
222,-0.5598354887620693
223,0.241870447247326
224,0.0065623920659181
225,0.254668930390502
226,-1.4741870435991364
227,0.4113862351335459
228,-0.418000450304933
229,0.0811847098869322
230,0.1133343754885071
231,-0.0214990716310004
232,0.066407547022409
233,0.4491541901613738
234,0.1611243763710211
235,-0.2061975995486889
236,-0.2515698740200627
237,-0.1905022420648422
238,0.306790291791653
239,-0.0740740740740732
240,-0.2285915245296321
241,-0.4178928781636248
242,0.1195351844957013
243,0.5166094822208425
244,-0.3796328910805946
245,0.47714569497732
246,0.0116838354136945
247,0.0428223844282291
248,-0.271293621672259
249,-0.0331908080985491
250,0.1637795275590493
251,-0.1240381785308781
252,0.1679049657893536
253,-0.3749894665880114
254,-0.8862723427769901
255,0.0531056164499957
256,0.2648248977775895
257,-0.0233100233100262
258,0.1544548589806017
259,0.0
260,-0.0656334688346888
261,0.2871136632325649
262,0.2967858721505332
263,0.1324308416715825
264,-0.2412685033977851
265,-0.2270327349524791
266,0.0021118878165172
267,-0.315664590483456
268,-0.0529919240307777
269,0.3685205326124842
270,-0.0232359185052996
271,0.0095046995458899
272,-0.2541026998411834
273,-0.1293359341870947
274,-0.3019863042830928
275,0.8258102092607288
276,-0.2962530251189218
277,0.0187730752383204
278,-0.0605276339956629
279,0.446734681156103
280,-0.1279504010152831
281,-0.2356498618424473
282,0.3563710414761931
283,0.2580391100241467
284,-0.0114006177061971
285,-0.0331764364360265
286,0.2100210021002189
287,0.1497902935889684
288,-0.3545511092680861
289,-0.1120890069744313
290,0.1575064246041596
291,-0.1525576761418385
292,0.3711898755117993
293,-0.1045386327174859
294,0.0837676842889115
295,0.1775612173266624
296,-0.2214083224698395
297,-0.005173359269103
298,-0.052796124143356
299,0.0972159020394594
300,0.0899768852484511
301,-0.0481142325003971
302,-0.5054129098680326
303,0.0958429111310257
304,0.1967524185771766
305,-0.2400997817274832
306,0.0127828995981171
307,0.1522273760234202
308,0.5803067114405533
309,0.0015474606171258
310,0.4544417557124118
311,-0.2935560121742188
312,-0.5155679788803379
313,0.3481894150417827
314,-0.1053414301648382
315,-0.3716200457139282
316,0.2760075049231633
317,0.0139534883720979
318,0.0170513555827709
319,-0.0325631880911825
320,0.3107078264364426
321,0.0432639564888342
322,-0.0115899028766209
323,0.2381833317916873
324,0.10779844770236
325,-0.4574662751606403
326,0.2567966213204821
327,0.1916987047098634
328,0.4648956356736209
329,-0.16683913750502
330,0.1286594111195506
331,-0.0084373945325726
332,0.3101639137428946
333,0.2590238889238477
334,0.013630977970242
335,0.2416267442103664
336,0.1055974594751795
337,-0.3292413171330094
338,-0.1122982305157255
339,0.5718459772513727
340,-0.0459357317353204
341,0.2050991187384953
342,0.0688606856916738
343,-0.3636325639230539
344,-0.1245004289510515
345,0.1608590289964029
346,0.0041779820346734
347,0.1741270188828837
348,0.1650955180626467
349,0.1812136325852066
350,0.0324698751713802
351,0.1081159002450668
352,0.073032971433581
353,0.2074318982246836
354,-0.2865226244751648
355,0.2340749902918244
356,-0.3033089892705827
357,0.2123333273352282
358,-0.3662619965252103
359,-0.3574212023997208
360,-0.1324863883847583
361,0.0254018942555405
362,-0.0666517906018863
363,0.0792982710763568
364,-0.2200000000000066
365,-0.1775875415509353
366,-0.0063753438131784
367,-0.0656179939121108
368,-0.0510622777423128
369,0.0692508155194714
370,-0.0182272205311453
371,0.0327982361837339
372,-0.1130994728105019
373,-0.0420468954280628
374,-0.349711564875024
375,0.6187268448485225
376,0.0607715808121847
377,-0.444637886750272
378,0.2305234490596763
379,0.2502673796791478
380,-0.2794095376765259
381,-0.2790707679070852
382,0.6793498289501497
383,0.2684834022243929
384,0.1722854408167611
385,-0.0638501649462497
386,-0.1919181149376339
387,-0.0885739592559709
388,0.2331622766858953
389,-0.0671190991125358
390,-0.7827431442867226
391,0.1715008467854334
392,-0.2176355710624254
393,0.0607635161248798
394,0.0600832582292546
395,0.7052606907719521
396,0.0798373447163645
397,0.1551755290316447
398,0.2766354347733936
399,1.0861360395873536
400,0.2925435470358035
401,0.0695601466177947
402,-0.4119701373930922
403,-0.108861766491507
404,0.3754145201993891
405,0.1540992482455493
406,-0.2118135623284855
407,-0.1598979997073733
408,0.4411611694932899
409,0.4041450777202048
410,-0.0497656865591193
411,0.1201226079032358
412,-0.099510738867228
413,0.0082918739635082
414,-0.1016787366935635
415,-0.0581359134605463
416,0.0456573622496684
417,0.0746562700897859
418,0.0580322908246864
419,0.0393635534929969
420,0.1726937116738838
421,0.1507501368109156
422,-0.1850831198236363
423,-0.0259506441098776
424,0.1642494111813477
425,0.5139456479371838
426,-0.0116545432624668
427,-0.7052157636464842
428,-0.0577051570187744
429,-0.0525494165069934
430,0.43655139725088
431,0.1138286727375287
432,-0.0120894620189406
433,-0.1917835873624686
434,-0.1212733703890899
435,0.0141465583444471
436,0.0504979093865514
437,0.1190332082475955
438,-0.0928917609046923
439,0.1310880306544386
440,0.0262107343038016
441,-0.1312256475481061
442,0.3540606328833794
443,0.15867277255564
444,0.0291150042668504
445,0.1243369531430185
446,0.1651750855907352
447,-0.1744885679903739
448,0.1465558572476185
449,-0.2613898761118837
450,0.7319664712132594
451,0.22576908730392
452,0.0863066632667067
453,-0.1913582030212876
454,-0.2267744762992784
455,0.3033992498478126
456,0.0412217336683376
457,-0.1198828685415588
458,-0.0924541663388092
459,-0.4298038422361557
460,-0.0562166436054566
461,-0.073210308628625
462,0.1382968216028327
463,-0.0118537250330921
464,-0.019760112237442
465,-0.0059283851078912
466,-0.3142004737786396
467,0.0386406420291277
468,0.0481488061532286
469,-0.2567712470214418
470,0.2594521795963642
471,-0.0191159705515103
472,-0.0859471033744361
473,0.2176149402548118
474,0.1422362702489076
475,-0.6103922320689624
476,0.2647553278234691
477,0.2930873540836462
478,0.0160570023583804
479,0.2971923121025547
480,-0.1021834935897481
481,-0.0912289847517236
482,-0.3652425894995266
483,0.0522938916711902
484,0.2677899804423007
485,-0.07126081458136
486,0.0140494540783544
487,-0.0301150394507085
488,-0.0160639344591442
489,-0.0562553995137871
490,-0.4196509633814266
491,0.3097407429755265
492,0.3187778178756115
493,-0.0080202109315402
494,-0.1043715627634341
495,-0.1769413278642482
496,-0.0060324546057736
497,0.1084664055438426
498,0.2274617473471128
499,-0.0350834987269724
500,-0.0188899883062009
501,0.1275693546068569
502,-0.2738541366387975
503,-0.0234272224324657
504,-0.0829831514082717
505,0.1243109846164984
506,-0.1081977855519931
507,-0.1390468967260743
508,0.1640585562846989
509,0.1134501449640733
510,0.2156474788148535
511,-0.0485581763267576
512,-0.1476360231896673
513,-0.0306168392615865
514,-0.2202046820569332
515,0.0378897228637479
516,0.0027063355314767
517,-0.1427371197817321
518,-0.0415736531492075
519,-0.1167230677355691
520,0.1030443271386102
521,0.0126529653128084
522,0.0487804878048747
523,-0.0488042947779371
524,0.0433627838907274
525,0.4508302569010661
526,-0.5871903115508692
527,-0.1607132607572717
528,0.0019132164995773
529,0.1051162968484353
530,0.6182512322288375
531,0.0522059381881648
532,0.1734021888472949
533,0.1239755455870547
534,-0.0662903897874962
535,0.0369195815780633
536,0.055821522508387
537,-0.1705934757472898
538,-0.0701820940819431
539,-0.0607348921955758
540,0.2064511241169065
541,-0.0909969857248513
542,-0.1804231397424783
543,0.2198218684858976
544,-0.2260165998746566
545,-0.1007642876154935
546,0.0418091980235703
547,0.0417917252383863
548,0.1782463592233113
549,0.2647704062334475
550,-0.5098054163251995
551,-1.0028873917228174
552,0.0057744499836338
553,0.3853970932239121
554,-0.0575550610083559
555,0.3834522320650433
556,0.3283235232489538
557,-0.4977314930030481
558,-1.2197839461318527
559,0.3177393185505643
560,-0.0773215804531
561,0.0975232945493159
562,0.4871627334921916
563,-0.2359694491798901
564,-0.2955921986843196
565,0.0009466588641408
566,-0.1431501151159932
567,-0.127854942755849
568,-0.1357878605652742
569,0.2090632803577384
570,-0.5477682186993279
571,0.3306238845348004
572,0.1704237353784172
573,-0.0145268601644528
574,-0.051354598658964
575,0.2024892249730634
576,-0.3888209496500012
577,-0.4905024737003798
578,-0.3817768041346659
579,0.0335298133620403
580,0.5639171661434078
581,0.1656887162818118
582,-0.0950710920499416
583,-0.31791111205307
584,0.0804726710573675
585,-0.070866135057621
586,0.0972614775529993
587,0.2165370965016127
588,-0.1759470220426934
589,0.0024124941803947
590,-0.1589690328324042
591,0.0
592,0.2241725705826377
593,0.0401657365127679
594,0.1203521885095317
595,0.1254731603420399
596,0.1253159224936872
597,-0.0948666596395043
598,0.2103713053539497
599,-0.5393401015228451
600,0.7716170272768507
601,-0.5022989229703251
602,-0.4428417789586999
603,0.3247469811142383
604,0.5939228683810452
605,0.0303451054692212
606,-0.1645600407987216
607,-0.5062572449196726
608,0.2242364159939502
609,-0.0771653543307101
610,0.0818227593152036
611,0.2581748840567171
612,-0.1060503699979504
613,0.3179226962350392
614,-0.1427204717617302
615,-0.2043029341044566
616,0.2492553691801272
617,-0.1460037364396988
618,0.0831372549019565
619,0.017251925158014
620,-0.0290230223163602
621,0.0901253918495369
622,-0.4455500102334873
623,-0.0330729494771202
624,-0.1498399078878954
625,-0.2439835865587316
626,0.2617801047120552
627,-0.0903957762901112
628,0.2851701931922685
629,-0.0920810313075506
630,-0.0986238743513347
631,0.05066882853668
632,0.1561290733232696
633,-0.1674467457802143
634,0.046046451660435
635,0.2187017569653853
636,-0.0147048011175724
637,0.0202150142423989
638,-0.0864479105356142
639,0.1212477495682995
640,-0.2560088405930539
641,0.0993578538703497
642,0.0018399264029422
643,0.0
644,-0.0128811438455826
645,0.0183982484867482
646,-0.0294458656164249
647,0.5399765705081353
648,-0.1433080213264789
649,0.0809187149712549
650,0.0031224142506958
651,0.4274965800273598
652,0.3439194422928005
653,-0.4700535425227216
654,0.1080576825902649
655,0.0101050929668637
656,0.0683569475515692
657,0.3976789168278608
658,0.1259533431726417
659,0.1827998457385184
660,0.0578146078242435
661,0.07779643522869
662,-0.2664483592187305
663,-0.0208568294529316
664,-0.3099477738001147
665,0.1593687142193985
666,-0.0541837603529544
667,0.5144080457114569
668,0.0153990668165544
669,-0.1094530431029223
670,-0.7522090218486917
671,0.4673345082398084
672,0.0332264420662259
673,-0.0564395169395879
674,0.0139146567717869
675,0.3353814422268736
676,-0.4107240752181995
677,-0.3387729086448305
678,-0.4587397375622779
679,0.1969658504985424
680,0.1590700520036851
681,0.486196879294442
682,-0.0142139288499705
683,-0.3839221781728666
684,0.1778211676923313
685,0.1131891477727818
686,-0.2548882681564309
687,-0.1066079449133853
688,-0.2013869431213384
689,-0.0990402734563199
690,0.4667190089854235
691,0.1480836236933837
692,0.2909627828201597
693,-0.1766261789579902
694,-0.0504901021989246
695,0.040897660131745
696,0.0043506256199601
697,-0.087088290108512
698,0.1495678185707601
699,-0.0121756070409883
700,0.067649289682455
701,-0.0492237012121355
702,0.980909829406983
703,-0.0203128173877647
704,0.5082707678627338
705,0.212757375925143
706,-0.1646281726272833
707,-0.1243831405226132
708,0.1171669831521926
709,-0.1924223990440174
710,-0.4695989913779094
711,-0.1568260046029413
712,0.0319659898156727
713,0.4088705690649453
714,0.1046426835196853
715,-0.1318378191996499
716,-0.0543670059040655
717,0.0482555780933112
718,0.0354843615349544
719,-0.0446288200748602
720,0.1630346727154907
721,0.0779123536613728
722,-0.4911231773534182
723,-0.2223835085232826
724,-0.1467382429784377
725,-0.1774763383099259
726,0.0673475279119306
727,0.3103367815197954
728,0.3812121306038838
729,0.1639927595649642
730,0.2504502749952906
731,-0.6520553903028145
732,-0.0380700800248628
733,0.0419371874126456
734,-0.1524485097380402
735,-0.3363587410349995
736,0.027307056143318
737,0.1604636308401708
738,0.1040838597183686
739,0.1369513862986502
740,0.2310328252678423
741,0.1347166305357703
742,-0.0387266671830222
743,-0.0790648641944671
744,0.1795109873104428
745,0.0479497610245696
746,0.189891005650418
747,0.1683331992462665
748,-0.0898110296953248
749,-0.1421222560363275
750,-0.2827146496252498
751,0.1279411764705889
752,0.0117633219621281
753,-0.3926662926987809
754,0.3940596971033765
755,-0.0330943188086078
756,0.0139712046119721
757,0.0793522505179885
758,-0.0749999999999986
759,-0.0022059310131821
760,0.0507106845207512
761,-0.0279354250595545
762,-0.0161757569519011
763,0.0646611900598196
764,-0.1258065228107116
765,0.0250079069117381
766,-0.0360538011007452
767,-0.0250231832432929
768,0.0235456859888405
769,0.0191272106641549
770,-0.1488248729094512
771,0.0971574097245687
772,-0.038288785803695
773,-0.0795861520095449
774,-0.4099209755231274
775,0.0385338345864738
776,0.246570975877306
777,-1.0066287878787985
778,-0.6653829288288133
779,0.0999933337777438
780,0.2574137046676453
781,0.0797251380953207
782,-0.1882773572705289
783,0.2258021669417925
784,-0.478551000953287
785,0.1294794165809722
786,-0.207979545497895
787,0.1733333333333273
788,0.0571102227298599
789,0.2866308536284412
790,0.246160837704279
791,0.0427758093334542
792,0.1459059398081175
793,-0.03743548051653
794,0.1359439608783542
795,-0.0321081856986286
796,0.0924615529766976
797,-0.0099075764652615
798,-0.242615135779353
799,0.225552556576874
800,0.1947175025910004
801,0.1223337515683771
802,-0.1177671351181597
803,0.0588489152183294
804,0.2668523938459498
805,-0.1222283162265882
806,-0.1789610838134387
807,-0.253383695310043
808,0.0
809,0.2605720026371093
810,-0.0392581774783687
811,-0.0581358808371395
812,0.0439753737906729
813,0.1646361540994331
814,-0.0062722468756313
815,-0.1145996860282603
816,-0.0314070351758865
817,-0.1887979861548036
818,0.1680619473196375
819,0.1724759709613219
820,0.0007839755399624
821,0.1072894151552264
822,0.0172259893198887
823,0.0046977763858397
824,0.0109602768252675
825,0.3107668700449329
826,0.4129600320180638
827,0.0381887615930028
828,-0.153900793181016
829,-0.25838141845007
830,0.1950028248072843
831,-0.1642905386904385
832,0.0674960779306075
833,0.0587417880912904
834,-0.0496506940517662
835,0.1875250336816758
836,0.042693777154498
837,-0.0117576397357336
838,-0.1805119976660884
839,0.1656503140074575
840,-0.1266734104309721
841,-0.0483232735826667
842,-0.0611252520276316
843,-0.2350165517493586
844,0.1351573487242258
845,0.2441468525097989
846,0.1509969436763075
847,-0.074644528191958
848,0.1054833136309977
849,0.1271455816910238
850,0.2418704649287833
851,0.0768318426961243
852,-0.0440298507462625
853,0.1430785739835513
854,0.649297766326839
855,0.1862238676923745
856,-0.2868068833652095
857,-0.1945467506237295
858,0.210438957882563
859,-0.1677428931937943
860,-0.0638721368943213
861,0.0712483301172655
862,0.0256873289644558
863,0.0201777691132014
864,-0.1991319363919588
865,0.0395877171083267
866,-0.0633447829772114
867,-0.1496638148636265
868,-0.0081912279395263
869,-0.0379919397492525
870,0.0483976649987985
871,0.1739285555010588
872,-0.2040755526425556
873,-0.2314227272048715
874,-0.0044793501955942
875,-0.5526486888138853
876,0.3855169010609425
877,0.1939237233354866
878,0.4260405811316086
879,-0.4371382834626327
880,0.4459155059072437
881,0.0176189856060561
882,0.4384974092394809
883,-0.2108988077040594
884,0.2671687355410553
885,-0.2931800285917448
886,-0.0206453586175242
887,-0.1210976849044003
888,-0.0473498774509892
889,-0.4106870933505544
890,-0.2219858484021552
891,0.1349207717640551
892,0.1849501359927374
893,-0.1123007814903726
894,-0.0962404625701593
895,0.0700140028005664
896,0.1797124600638915
897,-0.0276557170512783
898,-0.1793149093035906
899,-0.407226532315412
900,-0.220508318702451
901,-0.2220453307637526
902,-0.0716504464422299
903,0.2638093246916148
904,-0.0292789024594249
905,0.3812579428738065
906,0.1892285298398769
907,0.3997266118509635
908,0.022777156582601
909,0.2004504969932481
910,0.2041658073829557
911,-0.0458036056928476
912,0.1919235600584865
913,-0.4364012409513989
914,-0.1118105019049239
915,-0.1451499191307569
916,-0.3266138259585165
917,0.711578382062853
918,0.0691477284455252
919,0.0639465324476969
920,-0.1808206156167016
921,0.2123995999463906
922,-0.3071672354948834
923,-0.0310366232153894
924,-0.0600401647999048
925,-0.3446256085310321
926,-0.4127934946228166
927,0.6682338433080329
928,-0.287540676957327
929,-0.1525051093082327
930,-0.3604947479644556
931,0.212426154776488
932,0.015503154892024
933,0.359923381117159
934,-0.0278129732068456
935,0.0702556223798962
936,0.1136693132954486
937,0.2151530541576287
938,-0.0461915100004549
939,-0.228398586397941
940,0.1279245399340403
941,-0.0072444445129537
942,0.2754528755773873
943,0.1481129034733501
944,0.0582902547897709
945,-0.0782929075836645
946,-0.3265155248891087
947,0.1259500863561062
948,0.3481459907721111
949,-0.105880186594656
950,-0.2345614106037869
951,-0.4280794099489887
952,0.3153909998178086
953,-0.3585758545380641
954,0.1197203818877215
955,0.0679306499036762
956,-0.2632889774425306
957,0.1440825946317302
958,0.136911037223257
959,-0.0243348475016232
960,-0.0852445707327006
961,0.3720629271646443
962,-0.0910765245198335
963,-0.0445461356227287
964,0.0121474702893127
965,0.004048992813034
966,-0.062798800745483
967,0.0546658298070576
968,0.0271230902510621
969,-0.0646108663729728
970,-0.1064476885644838
971,-0.0527447559540696
972,-0.1645906569402398
973,-0.0142259074096641
974,-0.0487983408564127
975,0.3909843606255679
976,-1.0183930300096788
977,-0.3887269193391642
978,0.3987920086727477
979,-0.408195000583118
980,-0.2162267458848765
981,0.0486760124610591
982,0.2195325704738397
983,-0.1030727343446076
984,0.1553398058252338
985,0.2324680356451075
986,0.1566700837507873
987,-0.1685589181229908
988,0.1663442940038711
989,0.241196333815726
990,-0.2398406220382602
991,-0.2307006320034005
992,0.2133007920334569
993,0.1501641877535361
994,0.0868474380005658
995,-0.0714589207771649
996,0.2888615005392081
997,0.0788931863226311
998,-0.0751010976314461
999,-0.1639502362812053
1000,-0.0863381934945723
1001,-0.2304416311767002
1002,0.1882763975155332
1003,-0.2402887356142954
1004,-0.235002730322186
1005,-0.0888142805555364
1006,-0.3221321427172531
1007,-0.1451208032632587
1008,-0.0500328647248674
1009,-0.1877297477934463
1010,-0.1259668943255823
1011,-0.1320457232952337
1012,-0.0354875596388056
1013,-0.2331831475772679
1014,0.0316080600553078
1015,0.0098765432098787
1016,-0.1662016976316208
1017,-0.5230916106448252
1018,-0.2102745527928546
1019,0.1045296167247341
1020,0.2611380854507358
1021,0.2318048084638505
1022,0.2913810473913921
1023,0.0464018797697703
1024,-0.0088862559241737
1025,-0.4814500141603051
1026,-0.068825910931169
1027,0.218146562171767
1028,0.0605595704307827
1029,0.3159271556494603
1030,0.181298641405108
1031,-0.3411399548532671
1032,0.0423071499083303
1033,-0.0503910344271547
1034,0.1850957669402897
1035,0.0060353672520918
1036,0.1366147664490219
1037,0.0261107094078885
1038,0.0802761499558435
1039,0.0381166369089523
1040,-0.1748392282958208
1041,0.0321440051430344
1042,-0.019089146313277
1043,0.0853259451103123
1044,-0.1185929648241155
1045,-0.0422288805324819
1046,-0.0704310379522724
1047,-0.0312006199865077
1048,0.0231434896357319
1049,0.0462655643393112
1050,0.1645706892943454
1051,0.0836422393308508
1052,0.0350604150811227
1053,-0.4782044183071443
1054,-0.4757793764988045
1055,0.1953012809466333
1056,-0.2803325588986456
1057,-0.5211248576556969
1058,-0.2088853644856277
1059,-0.0247242128201387
1060,-0.3411078434227279
1061,0.4483395012223145
1062,-0.327156510868255
1063,-0.0752051844234502
1064,0.3759652836170082
1065,-0.2762109670291462
1066,-0.0814758773205996
1067,-0.1204187464796947
1068,-0.1604917857386115
1069,-0.364129798117851
1070,-0.0273416139364085
1071,-0.2820211515863574
1072,-0.4771978157130932
1073,-0.2100136065153512
1074,-0.2570135030940494
1075,0.3817773016040813
1076,0.2708844376890479
1077,0.5805167796280496
1078,0.0941704035874432
1079,0.2668495356221714
1080,-0.0820601575554957
1081,0.1460028008700602
1082,-0.6840068400684096
1083,0.4910814239868762
1084,0.1177803619882463
1085,0.3358098068350655
1086,-0.1965221534063914
1087,0.1145066547698855
1088,-0.1593732312550344
1089,-0.2225293044686558
1090,-0.4539017344507756
1091,0.0561120130064823
1092,-0.2941317941318007
1093,0.2384272796797024
1094,0.3466877867272449
1095,0.1477215076546443
1096,0.1162513413616439
1097,0.3416213647030797
1098,-0.4370981456894291
1099,0.0953842943797765
1100,0.1250898775695117
1101,-0.5645968085422438
1102,-0.1388654691173206
1103,-0.4153386454183226
1104,0.0258897098360973
1105,0.2324657262070367
1106,0.1844396406401854
1107,-0.4567101568003758
1108,0.0164136886976628
1109,-0.0637831373330662
1110,0.1552300589078231
1111,0.117279901405366
1112,0.085402184707052
1113,-0.2868183085686965
1114,0.1094287817592191
1115,-0.0179097349359292
1116,0.1311657856035663
1117,-0.1393090272249619
1118,0.2738856031437295
1119,0.1050774202501978
1120,0.0911161731207361
1121,0.0277233212538835
1122,-0.1765522713747245
1123,-0.0386977704130838
1124,0.2741000217696863
1125,-0.1336091289674511
1126,-0.2192025391787267
1127,0.0158673489626689
1128,-0.4863076493801566
1129,-0.0209315538190154
1130,-0.1547338577646402
1131,-0.6531219227909407
1132,0.4927867718856938
1133,0.1498926770828123
1134,0.2420125886383618
1135,-0.0677695834163906
1136,0.0418401705485119
1137,0.1531789607702677
1138,0.1549278989393343
1139,-0.2748565965583165
1140,-0.0597871577185243
1141,0.0298846452692674
1142,0.242472423730492
1143,0.3544975640670219
1144,-0.1070578905630492
1145,-0.2673663913488526
1146,0.3081587760845022
1147,0.1306232311437386
1148,0.0629761284080087
1149,-0.1661020307082672
1150,0.2797456857402295
1151,0.1134044000907235
1152,-0.0172404406293717
1153,-0.0344927746714002
1154,0.4697889563457686
1155,0.2972490947413891
1156,-0.2094127416821768
1157,-0.0704556129638303
1158,0.094754225587267
1159,-0.0559814358335471
1160,-0.2005984296649764
1161,-0.0473220670365742
1162,0.1220482406972036
1163,-0.2692290259710647
1164,-0.0172263726699113
1165,0.0271921396588251
1166,-0.0961712937760792
1167,0.0725294650951908
1168,-0.0368404030568554
1169,0.1328007535822187
1170,-0.0217426754362132
1171,0.0090586274367831
1172,0.0
1173,-0.0271832696036844
1174,0.0507163687080161
1175,-0.6765117731929554
1176,-0.2454757689234239
1177,-0.0047007207771815
1178,-0.4667563972388222
1179,-0.3879705426846678
1180,-0.5529953917050721
1181,-0.3116307613832783
1182,0.1678866963717298
1183,-0.3056737192430726
1184,0.0119701225740442
1185,0.200694466566867
1186,-0.0589688421388165
1187,-0.0773567902514516
1188,0.3425419633774117
1189,0.4084217191704988
1190,-0.2634753348993844
1191,-0.131736391808723
1192,-0.0287903597602681
1193,-0.0047694753577063
1194,-0.0421481228180372
1195,-0.1896278354540398
1196,0.0135430110096771
1197,0.0294672793737102
1198,0.0883237582952639
1199,-0.5408086529384463
1200,0.5100737000276001
1201,0.2513369801836373
1202,-0.2591441598004506
1203,0.3798564081674238
1204,-0.3382244747813352
1205,-0.2499487809874964
1206,0.4101120156699497
1207,0.1631660321320947
1208,-0.2104597044174095
1209,0.0224494377436302
1210,0.0081627655449592
