,INTC.US
362,-0.1172789049479718
363,0.2475977236682522
364,-0.0093300988990398
365,0.0932140193885107
366,-0.027972027972029
367,0.1117630623079114
368,0.2322988292139007
369,-0.018587360594805
370,0.1392111368909565
371,0.3422123566407737
372,-0.241239090003873
373,-0.1762793721556657
374,0.0464166357222402
375,0.3490401396160484
376,-0.0611193573736079
377,0.3827085326606921
378,-0.1044841097083191
379,-0.0609862345356274
380,0.034837136387382
381,0.147838942516742
382,0.2602133749674831
383,-0.122971747762028
384,-0.0333593953609554
385,-0.2176562772070346
386,0.0696015312336856
387,-0.017229346972946
388,0.0780801669420145
389,-0.2178459393516904
390,0.0174246384387489
391,-0.1745505323791262
392,-0.1046652024022305
393,0.2177665417138814
394,-0.0959860383944148
395,-0.0436490615451743
396,0.095935810221524
397,-0.0174459176552651
398,0.0958605664488012
399,0.1826722338204538
400,1.4425589682674318
401,-0.1187561692895475
402,-0.1715473125105295
403,0.6605240912933142
404,0.5354104028357985
405,0.4546367592902567
406,0.2837589717910109
407,-0.5370028528276442
408,-0.1344311880356333
409,-0.159892283093493
410,-0.3886119793866636
411,-0.1692476940001716
412,-0.305576776165011
413,-0.1274859765425851
414,0.3388107741826238
415,0.0592567510369873
416,0.244891065698367
417,0.126507548283707
418,0.202003198383982
419,-0.168619846555942
420,0.210331482416288
421,-0.219224283305232
422,-0.0693566704748149
423,0.0018562267971667
424,0.0
425,-0.2485583615032809
426,0.2973830293417894
427,0.1385864185309845
428,0.2173054128802833
429,0.3150846790074905
430,0.0
431,0.0393700787401496
432,0.0098415510284471
433,-0.1281040599132789
434,0.0886088411932551
435,0.034840667917266
436,-0.0646052089919454
437,0.2163915094339676
438,-0.0294898260100276
439,-0.1871183769942857
440,-0.0985804416403869
441,0.0295653887848636
442,-0.0098561009264785
443,-0.0733832023482596
444,0.1323877068557913
445,0.0464716955867678
446,0.0224431538537294
447,-0.1478706624605734
448,0.0098570724494875
449,0.4806749068079212
450,-0.334579772079783
451,0.5313496280552679
452,-0.124135485015074
453,-0.2132575084414385
454,0.1242456514022014
455,0.3889674681753869
456,-0.3192621496984741
457,-0.0266122593808224
458,0.1063358440407535
459,0.0177195003101003
460,-0.1153095618236736
461,0.112875817109288
462,0.0554325688479618
463,-0.1152482269503631
464,0.2299663895276889
465,-0.1239815798795612
466,-0.0886367665307645
467,-0.0620842572062023
468,-0.0690498632315658
469,-0.0468835742332181
470,-0.1150324473286549
471,0.0976909413854346
472,0.0532575892064639
473,-0.0444010301038958
474,-0.1333807576027082
475,0.2694136291600661
476,-0.0317057704502268
477,-0.4458598726114667
478,0.012259643323987
479,-0.403964511230113
480,-0.184176809737351
481,0.0
482,-0.0320410124959884
483,-0.1283285210137925
484,0.0160384923817129
485,0.2719129878438927
486,-0.1040749339524535
487,-0.0560717718679855
488,0.0880352140856337
489,0.1837354209937721
490,0.0
491,0.111714012128939
492,0.1911436763300486
493,0.095480585614262
494,0.0953895071542053
495,-0.031806615776075
496,-0.0955109837631363
497,-0.0956022944550705
498,0.2146434533746802
499,-0.0079503895690929
500,-0.632644713249248
501,-0.2290382244143061
502,-0.2627105547828801
503,0.100347356233133
504,0.415097240372044
505,0.1764886433394642
506,0.0766753565404035
507,0.7760194765672629
508,-0.04566905160603
509,0.1064476885644881
510,0.2275830678197412
511,0.588235294117648
512,-0.0150852315582907
513,-0.0754830917874567
514,0.0377273070248331
515,-0.0377415458937283
516,-0.0377557955145986
517,0.0249126171081638
518,-0.0853796751038908
519,0.0604092728233878
520,-0.105828104921018
521,-0.3565468062509474
522,-0.312000608781673
523,-0.2594033722438418
524,0.1903746573256168
525,-0.0092438528378544
526,-0.2925895847007941
527,-0.2084726867335589
528,-0.4666791114429718
529,0.2885062819916261
530,-0.0838301043219107
531,0.0372439478584788
532,-0.1772222740416117
533,-0.0186584569456068
534,0.2512562814070315
535,0.0650981121547543
536,-0.0372127639780502
537,0.0464943276920321
538,0.1763668430335075
539,0.0278396436525623
540,-0.0650013928869973
541,0.1761216166110472
542,-0.1485332343111739
543,0.16663608273602
544,0.1390097177232745
545,0.0092541180825514
546,0.0092532617747671
547,-0.0370267518281885
548,-0.1112037809285557
549,-0.0278086763070088
550,0.032038446135356
551,-0.2972365038560333
552,0.5274093015822252
553,0.1197222443930127
554,-0.1182656502213568
555,0.1579703207276268
556,-0.1838382223643226
557,0.2630739795918353
558,-0.7064868336544601
559,0.0
560,0.1122694466720132
561,0.0322269805563873
562,0.303548593350386
563,0.103792415169657
564,-0.3284203780839447
565,0.0480384307445974
566,-0.0560762637186632
567,0.0
568,0.0427598864220515
569,0.1012718982481485
570,-0.1121166012653163
571,0.1038401661442569
572,-0.2564966313763125
573,0.1201634222542589
574,0.0720461095100891
575,0.2595957722974236
576,-0.2416356877323467
577,-0.0092945441026033
578,0.0928591326956953
579,-0.0464511334076525
580,0.2779321845469679
581,-0.0463434980072269
582,-0.0836736246263869
583,0.1298869742449444
584,-0.1285697588342978
585,-0.0141019907928911
586,-0.0150320126194653
587,-0.0222746088021837
588,-0.0705860499674871
589,-0.0406964103536169
590,-0.061547043510594
591,0.0743218134522466
592,-0.0661901964138343
593,0.0939908981146147
594,-0.0464597658427775
595,0.0120780801426988
596,-0.0678690963183277
597,0.0464640832636345
598,-0.1209527353926269
599,0.2968460111317191
600,0.4568931267381882
601,0.4252793986747034
602,0.0494266508501355
603,0.4918355301987015
604,0.176747839748632
605,0.059273565167557
606,-0.0789628756629459
607,-0.5331753554502291
608,0.1084919617319256
609,-0.0690880378997309
610,0.0788954635108604
611,0.0591366055588291
612,0.1082996947917686
613,-0.2376412722097806
614,0.364601769911507
615,-0.2464268112370626
616,0.1869342778433665
617,-0.1477978125923792
618,-0.0889548105617524
619,0.1577392674281245
620,0.0590434953749284
621,-0.0393778302815576
622,-0.1182732111176863
623,0.0787866850502388
624,-0.3558015418066806
625,0.5703066566940908
626,0.0373831775700993
627,-0.1122754491018006
628,0.0
629,0.1252172612929152
630,-0.0317816414282967
631,0.0370025677539375
632,0.1869054280917757
633,0.1304023845007456
634,-0.0372717107715302
635,0.102392255422148
636,-0.0465636058856503
637,0.0055873205073289
638,-0.2296061228299376
639,0.0746129453460159
640,-0.0941007774516542
641,-0.0552960956473044
642,0.502228616250489
643,-0.0340263174041758
644,-0.4518117295480036
645,-0.1871257485029966
646,0.2799029669714604
647,0.1211443481502147
648,-0.2616088947024209
649,-0.0280373831775711
650,-0.400836528407105
651,-0.5343845816907573
652,-0.149148973504125
653,0.070138523584077
654,-0.5644517094898838
655,0.228888106966935
656,0.2106741573033663
657,0.1227424162721379
658,0.0963475518962945
659,-0.122774708410068
660,0.0263019463440304
661,-0.0526315789473704
662,-0.1229580186193576
663,-0.1231093914878654
664,0.1317291648370999
665,-0.1054945054945094
666,0.1579917493197637
667,-0.0351216085696779
668,0.1315327955103522
669,0.1138652886047082
670,0.0320471846635771
671,-0.0846551573043511
672,-0.061381971238156
673,-0.061419671843474
674,-0.1669889259975371
675,-0.0746268656716402
676,-0.0373273609555862
677,0.204879865896814
678,-0.1609963491326051
679,0.0857413927757273
680,-0.1207427451712269
681,-0.2057035998129956
682,0.0934142923867298
683,-0.0093423019431903
684,0.1490674422899949
685,0.2790702866423911
686,0.1766180703872266
687,-0.0929454410261123
688,-0.0371920037192061
689,0.018592544389696
690,0.0092954080684189
691,-0.0371954621536098
692,-0.1117110407745341
693,-0.0982158997936935
694,-0.0509043445832496
695,-0.009324009324014
696,-0.0653106922933319
697,-0.0373343289154435
698,0.0839317355217788
699,0.0652376514445416
700,0.3330557868442959
701,-0.0833333333333364
702,0.0941704948483718
703,-0.001665124884369
704,-0.0555349870418253
705,0.3229080173447682
706,-0.0184552920549931
707,0.0368969652246029
708,0.2943069989883264
709,-0.0920556015833642
710,-0.1567398119122272
711,-0.0691977672187005
712,-0.0361804518495485
713,-0.0938618420201642
714,-0.1387678524842273
715,0.1992429138583709
716,-0.122206219760429
717,-0.0442060482752329
718,0.1754062038404706
719,-0.2465443076399029
720,0.1260744985673303
721,-0.0184894148100175
722,0.0369651603363756
723,-0.0554785020804327
724,-0.0647668393782451
725,0.6581931236283892
726,0.5094614264919962
727,0.0727272727272711
728,0.029627583098102
729,0.3688880840275222
730,-0.1036930685171921
731,0.2481012658227848
732,0.1174026912309307
733,-0.2261038629546358
734,0.4862186993334531
735,-0.0122515458568125
736,-0.0147761059554954
737,0.03026383579708
738,0.0597713565577473
739,0.0629722921914296
740,-0.1080691642651209
741,0.1349042180052086
742,0.1705871790267532
743,0.0179533213644616
744,-0.0089774665589416
745,0.1971149538571802
746,-0.2549265132556392
747,-0.05968013604195
748,-0.1979466858789555
749,-0.3433941803723203
750,-0.0180521707735319
751,-0.1627339300244162
752,0.4051863857374418
753,-0.0270197243988121
754,-0.0090073860565709
755,0.2981536029887275
756,-0.1186836899838203
757,0.0627191350869538
758,0.0449075712368777
759,-0.0447479557911676
760,-0.1620016200162063
761,-0.2435943702634392
762,0.0180407721450442
763,0.0270538371359014
764,0.0720915562764695
765,0.0
766,0.0603402469447186
767,-0.0333333333333388
768,0.1311790459018642
769,-0.041224122412241
770,0.0449842555105815
771,0.1975397324234523
772,0.0984931799303486
773,0.0720687126770993
774,0.4099289944420429
775,-0.0255841719256363
776,0.4584040747028794
777,0.422654268808115
778,-0.0253656886784485
779,0.2109348633142085
780,-0.202738919954483
781,0.235998650472342
782,-0.1520527116066961
783,-0.0677938593302699
784,0.0677479303936397
785,0.0759685996454827
786,-0.7055423325399509
787,0.2459085898414366
788,-0.3488767869298935
789,0.2715546503733939
790,-0.2978976934207239
791,-0.1961453180965288
792,0.3145456091133132
793,0.0113903542400205
794,0.3022033898305087
795,-0.2208255478172287
796,0.101815713558463
797,-0.1444472767439899
798,0.1638910379087134
799,-0.2749234433480775
800,-0.0390915860014906
801,0.2951056998088289
802,-0.3520208604954369
803,-0.0652315720808807
804,-0.2990933732124567
805,0.018689842070844
806,0.1492955118036732
807,-0.2713323353293472
808,0.093475415965609
809,0.1426267212282318
810,-0.0399663834158182
811,0.1026119402985069
812,0.0838847982104608
813,0.0186375920231069
814,-0.121291285687624
815,0.1211443481502147
816,0.0279485746226953
817,0.1116694584031177
818,-0.1397819401733216
819,-0.0372890836207758
820,0.2325148809523809
821,-0.0093014603292632
822,-0.0465289410013133
823,-0.1022820637502238
824,0.0835815338793715
825,0.2895542701599204
826,-0.127757431223921
827,-0.2048305880344754
828,0.8059463944057823
829,0.2683219660958608
830,0.0676679041511902
831,0.1852787603166573
832,-0.1180438448566615
833,-0.0759429584001259
834,-0.0820857204626533
835,-0.0446096654275133
836,0.0928505106778082
837,-0.1098529660300789
838,-0.0761099365750557
839,-0.1000577321263213
840,-0.0608165339657768
841,-0.1611945363536079
842,-0.0874608336800705
843,-0.005944293478253
844,0.1187446988973711
845,-0.0424268137462973
846,-0.1274426508071295
847,-0.1702127659574492
848,0.0425350914504442
849,-0.0425531914893592
850,0.2440856177243624
851,-0.5114268999226269
852,-0.0925576123913855
853,0.0943574259294286
854,-0.1890716581584447
855,0.0304312735204476
856,0.2712535344014986
857,-0.3812785604132488
858,-0.3008160941355165
859,-0.0284765068818235
860,-0.3060118862862087
861,-0.1117133123759637
862,-0.0108674928503286
863,0.0571646341463301
864,-0.0764684905958923
865,0.1144761904761876
866,-0.1239630018117626
867,-0.1815055406954506
868,0.0286505586858818
869,0.2381859756097561
870,0.0120031322459443
871,-0.0596701934991929
872,0.142775556824677
873,0.4830917874396049
874,0.42444821731749
875,-0.2997885089883643
876,0.0
877,0.2724316723789456
878,0.2015439423679021
879,0.3671793079342835
880,-0.4212004212004246
881,-0.0351123595505548
882,0.2561888968467516
883,0.1501953063529682
884,-0.209382068835016
885,0.0127890679747735
886,-0.1932599495522998
887,0.052807017543855
888,0.0036840747972419
889,0.119151709914645
890,0.0698651724741777
891,-0.0350324049745945
892,-0.21063717746183
893,0.2033770042094362
894,-0.1709110753535356
895,-0.0503862359550572
896,-0.2875167043155668
897,-0.1175744755861174
898,0.2987697715290012
899,-0.1055594651653679
900,0.6232798442001489
901,0.4709651581898257
902,0.0900270081024341
903,-0.2708124373119318
904,-0.4030219597622533
905,-0.1712902249571363
906,0.3017198028764069
907,0.2808143616487684
908,-0.2513573295797305
909,-0.2109810923057271
910,-0.0006045340050435
911,0.2111401568469673
912,-0.1022560749770432
913,0.1222356252513076
914,-0.1008253186261201
915,0.067774658311136
916,0.0530653266331707
917,0.00301498447283
918,0.1034074252555011
919,-0.076358886767802
920,-0.140859241372372
921,-0.3432609793033855
922,-0.2023267577137105
923,-0.040481732618148
924,0.0101194090265036
925,0.4150110375275928
926,-0.1319177229515558
927,-0.3467305474226004
928,-0.1332622601279242
929,-0.0195489523538765
930,-0.0871575951618632
931,-0.2317703690497333
932,0.1868493638223985
933,-0.1247216035634748
934,-0.0178205470907921
935,0.0
936,0.0623330365093438
937,-0.0712885403671344
938,-0.0356569798537992
939,0.2094019146842856
940,0.1284648187633235
941,-0.0711237553342801
942,0.0888257239296449
943,-0.2047174009790867
944,0.0088999644001469
945,0.0177967609894963
946,0.0
947,0.0533617929562453
948,-0.3213781609174819
949,0.0893207345337858
950,0.257334019557383
951,-0.2579979360165094
952,-0.2069979438089358
953,0.086275185121406
954,-0.1638637343682602
955,-0.198755617006571
956,-0.0086422953936609
957,0.1292941986780688
958,0.0088029688443924
959,0.0
960,0.0776129699896422
961,-0.0517687661777291
962,0.0431220353600665
963,-0.034509533258568
964,-0.1555344335954312
965,-0.0172845907873219
966,0.5980781092416079
967,-0.5495378768247408
968,0.0345393316639377
969,-0.0691264149313041
970,0.112204384602102
971,-0.0865585462310758
972,0.2156710628394161
973,0.0258531540847993
974,-0.0172384071711862
975,0.0
976,0.1571890892279257
977,-0.1759911078177213
978,-0.0741564701520191
979,-0.0092704180958476
980,-0.0092712775820555
981,0.0833719314497484
982,0.0370404667098731
983,0.0925154963456457
984,0.2031206721447685
985,-0.1749894562378373
986,0.1101256467110053
987,0.018474043968234
988,0.2028023598820048
989,0.0276472214542448
990,-0.2024179339334465
991,-0.0007387570412763
992,0.138141162193216
993,-0.0921174081594996
994,0.0830028589873682
995,0.0829340213785377
996,0.0736648250460389
997,0.0031306570512517
998,-0.0768521931441185
999,-0.2401625715869119
1000,0.3790330036054327
1001,0.1108135561917116
1002,0.0922594335270729
1003,0.1933701657458506
1004,-0.073719130114263
1005,0.2206693637366762
1006,0.1468968049944882
1007,0.0319398502865446
1008,-0.1054759279676612
1009,-0.0183789744532349
1010,-0.1131585968333904
1011,0.0634389423165351
1012,-0.0883408484402352
1013,0.0184009568497525
1014,-0.1381978993919213
1015,0.0276319425255475
1016,-0.018424689083368
1017,-0.0088446329661507
1018,0.0824818190186782
1019,-0.0092064076597227
1020,0.2204666544185144
1021,-0.0733589384832955
1022,0.0549430356486676
1023,-0.09196247930845
1024,0.1469237832874295
1025,0.424454297407911
1026,0.6775067750677483
1027,-0.2121700755325469
1028,-0.238196512122502
1029,-0.3157535415599849
1030,-0.3624628287174781
1031,0.1054072553045834
1032,-0.0256739409499367
1033,-0.2732306086932616
1034,-0.1216599364206519
1035,0.1801029159519672
1036,0.0
1037,-0.1030219780219697
1038,-0.0343524562006237
1039,0.0609384521633133
1040,0.0195651390412083
1041,0.0739152803978778
1042,-0.0600600600600664
1043,0.3590664272890499
1044,-0.0171013253527114
1045,0.1877613723649388
1046,0.04265483705852
1047,0.1703287344575054
1048,0.144570116506507
1049,-0.2472293265132193
1050,0.1867828871297767
1051,0.0444523470839235
1052,0.1243118451429591
1053,-0.1779042874933311
1054,-0.1100658614167472
1055,0.0919930462509661
1056,0.0179683330368285
1057,-0.1068566340160325
1058,0.0898568518073674
1059,0.016900907311871
1060,-0.0623052959501623
1061,0.0443061286585961
1062,-0.0176187933796081
1063,-0.0534188034188054
1064,-0.0178094390026678
1065,-0.2589054548700937
1066,0.0981091687477697
1067,0.0713012477718344
1068,0.0267308206361945
1069,0.0427510286966296
1070,-0.0071256791663042
1071,0.0534140478945983
1072,-0.2051739518287279
1073,-0.1966392563460841
1074,-0.0536576641030247
1075,-0.7152306648575327
1076,-0.6658698992658367
1077,0.0682477392936344
1078,0.8123201895413842
1079,-0.169520257670794
1080,-0.1188051595383575
1081,0.3804209992391604
1082,0.0084530853761546
1083,-0.441501103752756
1084,-0.0849762066621297
1085,0.1694946886574257
1086,0.2962023175167055
1087,-0.1501023270943163
1088,-0.4704680851063871
1089,-0.3073245688919237
1090,0.0426657564638596
1091,-0.2738085051766862
1092,-0.6892392521754213
1093,-0.0931339576757816
1094,-0.0448623932361372
1095,-0.1295784381478848
1096,0.2928509905253998
1097,-0.2157962883038411
1098,-0.2596278667243593
1099,-0.32123632575099
1100,-0.4594467885607077
1101,0.2618535490507819
1102,0.5204234091919729
1103,-0.2138728323699405
1104,0.0465939800577738
1105,0.0279485746226953
1106,0.2045370026031971
1107,0.5731188759474991
1108,-0.1203146691346688
1109,-0.0092558311736309
1110,-0.0833719314497484
1111,-0.1112862839655054
1112,0.2045330445808031
1113,0.0638179800221999
1114,-0.0277546489036924
1115,-0.0277623542476412
1116,0.0874673846512305
1117,0.0788987435328832
1118,-0.0462149921434487
1119,-0.0462363602737166
1120,-0.1481755880718619
1121,-0.0370576246062685
1122,0.0925583117364018
1123,-0.1204707626726065
1124,0.1942286348501738
1125,0.6770211071286267
1126,0.3023487114942217
1127,0.587527136372605
1128,0.0295945546019543
1129,0.3824715603110111
1130,-0.7417087417087435
1131,0.3551346552234383
1132,0.3105645035983351
1133,-0.1041543610947057
1134,0.2357100766057699
1135,-0.0196463654223929
1136,-0.0351793656315233
1137,0.4848425581850212
1138,-0.2647318364545644
1139,0.0979527867567915
1140,0.1369461019270278
1141,0.0488854125928795
1142,-0.0195579894386818
1143,-0.0587084148728006
1144,-0.3436426116838572
1145,0.1871796630766089
1146,0.077359968664324
1147,0.0782778864970629
1148,-0.1862562493873127
1149,-0.0294175328495794
1150,0.7024265644955263
1151,-0.1624601844626624
1152,0.5274375695880301
1153,0.0
1154,0.0079522862823102
1155,-0.071621836702215
1156,-0.1514306208655437
1157,0.4206349206349215
1158,-0.1112347052280316
1159,-0.1432208784213817
1160,-0.0159159637116108
1161,0.063623349769364
1162,-0.0875587041311784
1163,-0.335436466735885
1164,0.1650493952175604
1165,-0.0055816920500797
1166,0.0108432543795559
1167,0.2595626242544784
1168,0.0238511687072675
1169,0.1270446244243263
1170,-0.0117530089291054
1171,-0.0438547707952643
1172,0.0158868853761188
1173,-0.2468545946806834
1174,0.1431297709923718
1175,0.3886239180356807
1176,-0.000176647547507
1177,-0.4790557330493428
1178,0.0
1179,-0.0799360511590757
1180,-0.1423107711464881
1181,0.3545156430027399
1182,0.1857749469214507
1183,-0.0407101262013969
1184,0.0231816967232431
1185,-0.0532932011331523
1186,-0.1418439716312026
1187,0.0177273533061478
1188,-0.019326549537137
1189,0.0726433865283795
1190,-0.1865625277358661
1191,0.0443577004968037
1192,-0.2846975088967911
1193,-0.2497324295397798
1194,-0.0356887937187778
1195,0.0178412132024942
1196,0.1514206822837817
1197,-0.0356410941815842
1198,0.0534330750734725
1199,-0.2947481243301291
1200,0.0376010528294717
1201,-0.047023417661993
1202,-0.0847138554216899
1203,-0.1130795326045894
1204,-0.2077431539187902
1205,0.4137671619334189
1206,0.0376010528294717
1207,0.2250984805852645
1208,-0.0919997746944283
1209,0.1948842874543225
1210,-0.1407393507224673
1211,-0.0093835038003238
1212,-0.2162873801015514
1213,-0.131826741996234
1214,-0.1225605732063822
1215,-0.0282912108638126
1216,-0.0282992170549958
1217,0.0944301301854119
