,CTSH.US
332,0.0792079207920822
333,0.0791452314998051
334,0.1711877798261725
335,-0.0658848333113679
336,0.1644412287048609
337,0.1510574018126821
338,-0.0262777558796426
339,-0.1183898973954267
340,0.0394477317554255
341,0.1050834099566508
342,-0.1578739639520988
343,0.1445086705202304
344,0.0656426414598886
345,-0.0262639527248798
346,0.0656167979002587
347,0.052728088331351
348,0.0128524590163914
349,0.2093966758277667
350,0.4033736707004013
351,-0.0856373868363193
352,-0.356046654389186
353,0.28769051845504
354,-0.1655426118945495
355,0.3056234718826406
356,-0.2450980392156898
357,0.2993463253711339
358,-0.2142769682870052
359,-0.1962949331370342
360,-0.0859528487229953
361,-0.0860267912006798
362,0.1350024545900827
363,-0.0982800982800961
364,0.0368414589217746
365,0.061364752086398
366,-0.0675468222290535
367,-0.0921942224953937
368,-0.049194441028154
369,0.0122970978848879
370,0.0614477080005055
371,-0.0737916615422485
372,0.0368822227686269
373,0.0
374,-0.1600788080285798
375,-0.2178788448286703
376,0.2187773471683925
377,0.2867115432560508
378,0.2610966057441352
379,-0.4998125702861498
380,0.0312285303853671
381,0.2181228966720642
382,0.3725319756612407
383,-0.004222207320313
384,0.2766563467492236
385,-0.0416272281717308
386,0.0365343627354614
387,-0.1313244047619114
388,-0.1988071570576498
389,0.0744971442761388
390,0.1054263565891395
391,0.0557828188917834
392,0.0990712074303384
393,0.0
394,-0.0123854347287653
395,0.0866229427051198
396,0.0
397,-0.0371379054221356
398,-0.0991325898389074
399,-0.1364933614592374
400,-0.2389559463268098
401,-0.2149085103770074
402,0.1838685952439218
403,0.7783994162004385
404,0.0486263068320037
405,-0.1339013998782707
406,0.1943870732596241
407,-0.3535722994391688
408,-0.3671071953010244
409,-0.0489715964740353
410,-0.2085633664581054
411,0.0735564545788746
412,0.232387475538175
413,0.1099572388515445
414,-0.0183295655892962
415,0.0976622108283128
416,0.0
417,-0.1773266479148957
418,-0.2206152714793388
419,-0.0981474665685171
420,0.08580534444716
421,0.0490075961774151
422,-0.1472392638036865
423,-0.0122714443490061
424,0.0
425,0.0432980763283189
426,-0.1672862453531486
427,0.049541738915026
428,0.1730959446092984
429,0.1111522786217159
430,0.3691399040236214
431,-0.0369276218611535
432,0.2088195553371843
433,0.087014257329029
434,-0.0256567640559927
435,0.0159562063505765
436,0.0699129154912328
437,-0.1351019405551454
438,0.1226692836113767
439,0.2142113960462661
440,0.1222568616663714
441,-0.0795301602838587
442,-0.0979791794243702
443,-0.0858053444471774
444,0.0490075961774151
445,-0.1779687020558579
446,-0.1906050172159384
447,0.0737281887441659
448,0.1472392638036865
449,-0.1228501228501158
450,0.1769464105156731
451,0.3902807503462196
452,-0.0377833753148628
453,-0.1134787542554575
454,-0.0391024104744079
455,0.365715722005777
456,-0.0817558644110404
457,-0.0566322678077041
458,0.0880171004652425
459,-0.0377358490566052
460,0.075414781297137
461,0.0251319426991656
462,-0.0377121307353879
463,-0.0503081373412049
464,0.0251477429900616
465,0.0
466,0.0314248004525242
467,0.0314149283739525
468,-0.0502891626854312
469,0.0125707102451174
470,0.0125691302161954
471,-0.0251445813427156
472,-0.1132787916928929
473,0.1570845114671693
474,-0.0188536953242842
475,-0.7815454430858497
476,0.1258970162407258
477,-0.1892028254288669
478,-0.1010101010100988
479,-0.8018327605956597
480,-0.357644654489701
481,0.330999363462751
482,0.2792941475180892
483,0.1394523326572
484,0.0
485,-0.2414538060744665
486,0.5686125852918914
487,0.2395058615908202
488,0.2702872587843402
489,0.2445447705041299
490,0.1252505010020146
491,-0.3141098127905515
492,0.0125628140703403
493,0.1485228002569147
494,-0.0632625395390824
495,-0.022598870056498
496,-0.0879617994471065
497,0.1881349554747343
498,0.1752848378615256
499,0.1624999999999943
500,-0.0140587656403839
501,-0.2395715896279618
502,0.3300793595055825
503,0.0266801471620825
504,0.078574435246243
505,-0.0210511543049618
506,-0.0772471910112255
507,0.5030743432084955
508,0.1674107142857206
509,0.0348650721706875
510,0.0348529206747604
511,0.0766176777878284
512,-0.0069657286152068
513,-0.1185577794825412
514,0.0348577802565611
515,0.0
516,0.1739856635813209
517,-0.1254267995261702
518,0.0209000975337892
519,-0.0278745644599247
520,-0.0418293363078655
521,-0.0488247192578595
522,-0.0348869662294246
523,-0.0139567341242022
524,-0.1117786782171475
525,-0.147789869676205
526,0.0268636668905252
527,-0.3369272237196765
528,0.1614639397201162
529,-0.2833625691539519
530,0.3227975790181505
531,0.2415134845028939
532,-0.2555824589722864
533,0.1477501678979173
534,0.2612365195257461
535,0.4467858095492237
536,0.3455608718766492
537,0.0
538,0.2783300198807262
539,-0.0265146493437571
540,0.0927152317880704
541,0.0529520783690842
542,-0.0662339382699846
543,-0.0795439480312714
544,0.1456182155149582
545,0.1057921184871704
546,-0.3316969616558312
547,-0.2527267890396351
548,0.1492846555561967
549,-0.4434364994663913
550,0.1856475257666093
551,0.0319979521310527
552,-0.3919049148731032
553,0.1347363018093211
554,0.4725415070242533
555,0.3246133282413718
556,-0.0828130972098508
557,0.1907426246185219
558,-0.2805406783983663
559,-0.0063763310591027
560,0.1464408506303258
561,0.038187372708759
562,-0.0254647313470792
563,0.0763358778625802
564,-0.2167537931913649
565,-0.0765599081281131
566,0.0127583567236423
567,-0.1149572103716811
568,0.1403061224489788
569,0.0809293493152747
570,0.0082834204154487
571,-0.0637592450905345
572,0.0382409177820282
573,0.2035364457448118
574,0.0381485249237043
575,-0.0388500388500403
576,-0.077760497667188
577,0.1165048543689364
578,0.2324680356451075
579,-0.1940993788819949
580,0.1550387596899283
581,0.0645577792123914
582,-0.0387496770860257
583,0.0129148908691787
584,0.0064570284754897
585,0.0193673337637192
586,0.1289490651192705
587,-0.0128965695124979
588,0.0193411127586881
589,-0.1937859311414064
590,0.1096915731061991
591,0.0
592,0.2189029101210426
593,0.0257466529351316
594,0.1285677552069867
595,0.0899165061014684
596,-0.1672671127122947
597,-0.2192134107027746
598,0.0128932439401819
599,-0.2714932126696935
600,-0.394062787337464
601,-0.0920326058374877
602,0.0919479837120625
603,-0.2369980250164484
604,0.0920810313075416
605,-0.1185302252074136
606,-0.2376237623762466
607,-0.3311258278145695
608,0.1256696871486194
609,0.0264497784830999
610,-0.0132266384498259
611,0.0925008259002222
612,0.0198176773682132
613,-0.2383790226459973
614,-0.0013243454422714
615,-0.2642411366352384
616,0.0265498473383725
617,0.0132731616671158
618,-0.0132749236691956
619,0.1060867258984196
620,-0.079628400796287
621,0.0
622,0.0331674958540705
623,0.2316346790205125
624,-0.0927397986221425
625,0.5375552282768912
626,-0.0147297098247239
627,-0.162289760991442
628,0.1914298336032918
629,0.1323529411764756
630,0.2932551319648135
631,-0.0293341155764095
632,0.4380841121495285
633,0.1166861143523895
634,-0.1460706982179499
635,0.0729820464165981
636,0.0802158535695947
637,-0.0583728566216593
638,-0.1973972803041455
639,-0.0585223116313185
640,-0.0229752847398676
641,-0.0244446526224576
642,-0.0550673696543609
643,-0.205459348400353
644,-0.0440463955366335
645,-0.0293728888236099
646,0.0220248146244777
647,0.0660308143800465
648,0.0659872424664381
649,0.2851294048837657
650,-0.3561253561253561
651,-0.1140901312036484
652,-0.0285306704707706
653,-0.0285388127853824
654,0.1638293325735378
655,-0.0855492977828303
656,-0.2286530903894402
657,0.0571306148682514
658,0.1212553495007043
659,0.1139925904816365
660,-0.2141939168927683
661,-0.0571510215745195
662,0.0142857142857215
663,0.0142836737608986
664,-0.0857755539671226
665,0.2708867978329023
666,0.1778979577314452
667,0.0497866287339923
668,0.0
669,0.0
670,0.0568666477111263
671,-0.0924937744574852
672,-0.0355871886121077
673,-0.0712250712250671
674,-0.0855431993156576
675,0.1320671655870571
676,0.1067973363487975
677,-0.0125659713495917
678,-0.074194238000022
679,-0.0515853044791102
680,-0.176455760020167
681,0.0755667506297257
682,-0.1766338632349237
683,-0.037864445285878
684,0.2392344497607627
685,0.0314683114103989
686,-0.0818846056941266
687,0.2450518378887934
688,0.0376860749952906
689,-0.1950912523599762
690,0.1570845114671693
691,0.4565924443332436
692,0.0750000000000028
693,0.0749437921558859
694,-0.0374859427714621
695,-0.0375000000000014
696,0.0312402374258115
697,-0.0812906453226762
698,-0.0312754112716475
699,0.1561329003247564
700,-0.083693681127078
701,-0.0418643594753016
702,-0.1397428731134632
703,0.0698226504678077
704,-0.3151922672830347
705,-0.1473063973064028
706,-0.0140311491511226
707,0.2239955200896133
708,-0.3230337078651741
709,-0.0280977802753526
710,-0.0984390381099808
711,-0.0140646976090086
712,-0.042211903756861
713,0.0562508789199919
714,-0.0140646976090086
715,0.0913370336542007
716,0.0280958067008443
717,0.0280879151744905
718,0.0631578947368445
719,0.0841396718552829
720,-0.0701655907942705
721,-0.0280741156653709
722,0.0140350877193054
723,-0.035100035100043
724,-0.1899001266000716
725,-0.0649941505264489
726,0.7866907402630892
727,0.0644412939811794
728,-0.0902992776057887
729,0.2444987775061095
730,0.2118780096308266
731,-0.1221393674466429
732,0.0514006682086764
733,-0.0900321543408272
734,-0.032164683177878
735,-0.2644478844169225
736,0.1802729848055634
737,0.5060534238677985
738,0.1854219948849053
739,-0.3593429158110897
740,-0.1542416452442218
741,-0.0514403292180967
742,-0.0192938452633617
743,-0.0579150579150601
744,-0.0515065670873116
745,-0.1935234163333653
746,-0.1162490312580772
747,0.1805054151624556
748,-0.0580532800103227
749,0.0322414237812815
750,0.1259005385745309
751,-0.1068497255936648
752,-0.084795411797341
753,-0.1237721021611009
754,-0.2814522938361987
755,0.0843644544431977
756,0.1544293134915056
757,-0.0280859429855501
758,0.0210600210600218
759,0.0845896699600229
760,-0.0495438596491319
761,0.1261564339781376
762,0.0280269058295908
763,-0.0420580400953331
764,-0.0280465572850876
765,-0.0631446011366052
766,0.0771172181716105
767,0.0210275460853726
768,-0.0280445908995246
769,0.0
770,-0.0210378681626936
771,-0.0701754385964872
772,0.014033118158862
773,-0.0877839811791144
774,-0.0386398763524004
775,0.0901945625563628
776,-0.3491078355314145
777,-0.1165048543689364
778,0.1034527350316802
779,0.1291489086917325
780,-0.038759689922482
781,-0.1941747572815607
782,0.0646830530400998
783,0.1421005038108764
784,-0.2071197411003192
785,0.1873506040441837
786,-0.0452430196483926
787,0.1742047874056456
788,0.0515896046946437
789,0.0837628865979352
790,-0.1354926124265949
791,-0.0193598347960771
792,-0.0645744543458571
793,-0.0193760899050578
794,-0.019379844961241
795,0.1290322580645088
796,-0.0839413701814395
797,0.032274722437376
798,0.199703665528572
799,-0.161311136920893
800,-1.3557483731019522
801,-0.9304871373836984
802,-0.9043838453572678
803,0.3508530544854287
804,-0.1377790024800338
805,0.819896146488123
806,1.5471545809229
807,0.8999400039997296
808,0.1397949673811795
809,0.595553202752783
810,0.1321702352630112
811,0.4866500065763574
812,-1.9578919136382031
813,0.0201112824294436
814,-0.1073753439366462
815,0.2476904538760239
816,0.0668985817500631
817,0.5588078765300715
818,-0.4880005347950997
819,0.0467726847521002
820,0.0601001669449104
821,0.1999333555481581
822,0.6291390728476746
823,-0.8818813468733252
824,0.3594727732658714
825,0.0395011568196047
826,0.180251225145042
827,-0.1014942204680049
828,0.033819965052704
829,-0.0056369785794762
830,-0.0676895306859231
831,-0.0327273137646526
832,0.0214374365338951
833,0.2026798783920806
834,-0.0676056338028194
835,-0.1071569567424272
836,-0.1864617470900737
837,0.2367531003382276
838,-0.0564015792442156
839,0.1126760563380217
840,-0.0563697857948107
841,-0.0338333145370487
842,-0.2827414612078715
843,0.1569575085536148
844,0.0462753950338564
845,0.0564015792442316
846,0.0788999098286667
847,-0.0676742612226508
848,0.1857585139318955
849,-0.0957854406130357
850,0.2143831611771665
851,-0.3128054740958085
852,0.1106626741309829
853,0.1624748164034574
854,-0.2802398331595456
855,-0.2875816993464037
856,-0.1439979054850103
857,0.2481065552363512
858,0.0130565347956719
859,-0.0914793518034597
860,0.4294079375406615
861,-0.2478476389251209
862,0.0521512385919247
863,0.0130361100247567
864,-0.0521716447110891
865,-0.0783187573423864
866,-0.1765282772147827
867,0.1395891196222739
868,-0.1266915081388574
869,0.4231219893243104
870,-0.0195325216485455
871,0.0325436084352922
872,-0.1107708346908109
873,-0.2154890949458094
874,0.260518431679045
875,-0.0251984376968577
876,-0.2019946976392006
877,-0.1517258819066763
878,0.09473883660709
879,-0.6356066865823429
880,0.1079365079364999
881,0.0761324704986705
882,-0.6384880602732729
883,-0.051105148843754
884,-0.0511312795602608
885,0.1786397856322579
886,0.3116453603001849
887,-0.1720183486238416
888,0.0254777070063643
889,0.1780264496439478
890,0.0889340617456399
891,0.2787279868237844
892,0.1012530059486119
893,-0.1902104996195862
894,-0.0634437254155527
895,-0.2544205571810238
896,-0.3318442884492726
897,-0.0894225855901803
898,0.2166985340981538
899,-0.5640302525317238
900,-0.1307531380753063
901,0.2478153123777197
902,0.0130412102243154
903,0.026075619295953
904,-0.3022143642709622
905,0.5541322582742585
906,0.3434421980300681
907,0.3615702479338857
908,-0.2849002849002834
909,-0.0388651379712412
910,-0.298856548856554
911,-0.117080785742148
912,0.1364079246508474
913,0.019483049746721
914,0.1297185108315067
915,-0.0520441947361509
916,0.0001297858533462
917,-0.1039365986748061
918,0.1297521733488962
919,0.0259437021663124
920,-0.0129735339906656
921,0.0453867600337114
922,-0.0843608046722877
923,0.1037209905354574
924,-0.2730109204368093
925,0.0562500000000021
926,0.0624609618988096
927,-0.4013545716794094
928,0.1064962726304501
929,-0.2701005025125671
930,0.0878624325342128
931,0.0
932,-0.0125533517449223
933,-0.0125549278091536
934,-0.0816736822265652
935,0.043958804320536
936,0.0125580811251926
937,-0.0251224720512448
938,-0.0754242614707759
939,0.0502575700464961
940,0.0188430374976453
941,0.1830698047673393
942,-0.1771134279613181
943,-0.0502702023375722
944,0.0125659713495917
945,-0.1006289308176079
946,-0.0125801987671469
947,-0.0314603913672578
948,-0.2902757619738802
949,0.3959773727215559
950,-0.8251914444151043
951,-0.6063745707890722
952,0.0418243377813106
953,0.311052283256121
954,-0.0861098231436679
955,0.0992588671254669
956,-0.0662163951794426
957,0.0926170944694273
958,0.1848917062863187
959,-0.0759953741946202
960,0.1550541039852293
961,0.1317870321560283
962,-0.0791347929306281
963,0.1185614543538445
964,0.1775264645933396
965,0.1116511230789357
966,-0.1315270288044118
967,0.0394425453589286
968,-0.115173253479885
969,-0.1482994990772438
970,0.0
971,-0.2113606340818977
972,-0.0727080441536213
973,-0.0926232219649264
974,0.0859333685880456
975,-0.2041709202275055
976,-0.0145857642940357
977,0.2473446820893375
978,-0.0728013977868333
979,-0.2042602859644011
980,-0.2633118782914084
981,-0.029265437518285
982,0.1752848378615109
983,0.0583941605839507
984,0.0291885580852247
985,-0.116890707188776
986,-0.2343292325717583
987,-0.0101064694586911
988,0.2219948849104825
989,-0.1243781094527271
990,-0.0292740046838557
991,0.0292654375183058
992,0.2408583315086374
993,-0.0584240122690309
994,-0.1829089844893181
995,-0.0878734622144145
996,0.1462415911085029
997,0.189753320683126
998,0.0583515681983837
999,-0.3513394817742569
1000,-0.0916110456746596
1001,-0.4469567503615136
1002,0.2753015207131725
1003,0.0648504182524381
1004,-0.0255536626916441
1005,-0.1049455594910117
1006,-0.0262432751607534
1007,0.0262363898727669
1008,-0.1256989293918876
1009,-0.0056482332851709
1010,-0.0262777558796426
1011,-0.0394321766561529
1012,0.0525486074619104
1013,0.1311991603253664
1014,-0.0590744995077147
1015,0.0655952771400422
1016,0.1113877604508032
1017,-0.0196605282128587
1018,-0.1772584033613512
1019,0.0918273645546469
1020,0.0458926112895779
1021,-0.0721690066920441
1022,0.0131199160325441
1023,-0.1642683487745581
1024,0.1639989504067174
1025,-0.0580467276157397
1026,-0.029031789809836
1027,-0.3642191142191142
1028,0.0218483722962647
1029,-0.1970227670753139
1030,-0.1022644265887409
1031,0.0729927007299228
1032,0.1530500692369418
1033,0.0888358139399307
1034,-0.198453232161091
1035,0.0874763084997846
1036,-0.080250966659381
1037,0.1965923984272682
1038,-0.0193717437628097
1039,0.0630276564774412
1040,0.0872600349040172
1041,0.1887066337639649
1042,-0.0145180023228878
1043,-0.0724973521758559
1044,-0.0946702537628169
1045,-0.1602213968392679
1046,0.0072822604136257
1047,0.0218420094648715
1048,-0.0364166059723109
1049,0.1163974974538022
1050,0.4878748744439711
1051,-0.1005458201666089
1052,0.100444827091395
1053,0.0430292598967314
1054,-0.1292546316243047
1055,-0.2447451770803365
1056,0.2369838420107809
1057,0.1362593230063093
1058,-0.1005025125628042
1059,-0.1869965477560553
1060,-0.1007919366450585
1061,-0.1153236269280644
1062,0.2014098690835859
1063,0.0646970023722258
1064,-0.071937270699966
1065,0.2296705662815054
1066,0.0788869764773273
1067,0.1074575542660689
1068,-0.3522645578720411
1069,-0.050348845572893
1070,0.1221264367816002
1071,0.0
1072,-0.0646970023722054
1073,0.1363962670495317
1074,-0.0862192843799429
1075,-0.2215657311669212
1076,0.0114462524600338
1077,0.0131676101402903
1078,-0.1602366572168244
1079,0.0
1080,0.0369640216855607
1081,-0.2408448094855717
1082,-0.0308870768470542
1083,0.2218934911242687
1084,-0.0184945441094884
1085,-0.1543591010125957
1086,0.0493705257960899
1087,0.0431805564123259
1088,0.1539788125153978
1089,0.0615536131970911
1090,0.0
1091,-0.0554289585514586
1092,0.0677006400787698
1093,-0.0924043614858481
1094,0.0184774575018484
1095,-0.1974821031844122
1096,-0.18548287374798
1097,0.1265861866683034
1098,-0.1267466303944504
1099,0.0247249350970404
1100,0.1868227674679358
1101,-0.2747595853628239
1102,0.0374531835206006
1103,-0.3382187147688789
1104,-0.0250595163513294
1105,0.1626219664748504
1106,-0.2256770310932705
1107,-0.2261874842925444
1108,0.1129659846868374
1109,0.0627195183140957
1110,-0.0878844946641471
1111,0.0125533517449044
1112,0.0627273867770633
1113,-0.0878955298844716
1114,-0.1005530417295101
1115,0.0251319426991656
1116,-0.0754527162977895
1117,0.0628377529219519
1118,-0.0565859792517918
1119,-0.1700466053659215
1120,-0.100870003782623
1121,0.1133501259445886
1122,0.1132217889042511
1123,-0.0503461296412738
1124,-0.2713447340190615
1125,-0.4200185092902423
1126,-0.2283267927220786
1127,0.4899176370349316
1128,-0.0284090909090852
1129,-0.3849992870383719
1130,-0.1142041399000689
1131,-0.185926773455371
1132,-0.0429245957933912
1133,0.0357577057856049
1134,-0.1791087548359363
1135,0.1430819859779572
1136,-0.1935345136549424
1137,0.0286635614475245
1138,-0.0215022935779824
1139,-0.1435544071203108
1140,-0.2446395164771934
1141,-0.0431903253671194
1142,0.0719320961012967
1143,0.3726530027232205
1144,0.1145311381531829
1145,0.1001144164759831
1146,0.4909983633387872
1147,-0.0997222024360814
1148,0.3336646315490751
1149,0.2902243930062975
1150,-0.1097553102201665
1151,-0.434444300350141
1152,0.0194489465153978
1153,-0.0259386550807289
1154,0.1359927470534772
1155,0.0776497994046878
1156,-0.0906735751295248
1157,0.0647249190938474
1158,0.0840716549181888
1159,-0.0970999482133646
1160,0.0129449838187768
1161,0.0
1162,-0.0258966722776071
1163,-0.0647836227001777
1164,-0.1102535832414656
1165,0.071289695398583
1166,-0.0259302476338781
1167,-0.0710993938387447
1168,-0.0132355803542432
1169,0.0324296277078812
1170,-0.0389307033480419
1171,0.0
1172,-0.0389458652473077
1173,-0.1430057202288084
1174,-0.0910865322056049
1175,0.0373459479646472
1176,-0.1870790720877918
1177,0.049862877087998
1178,0.1245019920318654
1179,-0.1059388047610067
1180,0.1803931326200498
1181,-0.3245132301547564
1182,-0.2377079944951804
1183,-0.0125125125125189
1184,0.075018754688675
1185,-0.1628052598622538
1186,0.0250406911230878
1187,0.0
1188,-0.1630298470027711
1189,0.100225507391629
1190,0.0751126690035081
1191,-0.1692896106338841
1192,0.131496556042567
1193,0.0312989045383482
1194,0.2310766924806423
1195,-0.3006765221749049
1196,-0.1380002509095464
1197,0.0626880641925919
1198,0.1439749608763629
1199,-0.1190774630233127
1200,-0.3757325633608954
1201,0.0545965989003917
1202,-0.1921598770176677
1203,0.3192440301366364
1204,0.2420382165605066
1205,0.0063690210814539
1206,0.1589724023909449
1207,0.4053198226725869
1208,0.1138663967611379
1209,0.4032258064516043
1210,-0.18304614025121
1211,0.0693831209789234
1212,-0.1010228564212631
1213,-0.0378979282465906
1214,-0.031591584002011
1215,0.0568325334680496
