,INTU.US
743,-0.140937919119808
744,-0.0705186533212016
745,-0.113869278068777
746,-0.1288380630964456
747,0.1514116575591902
748,0.0432417669951518
749,-0.0091043587117249
750,-0.3377763714749026
751,0.5561586507449486
752,0.1664912749147824
753,0.3365580288657354
754,-0.296735905044526
755,-0.4209630120139941
756,0.1637021879426985
757,0.0613506583397725
758,0.3269178001646227
759,0.1385713838349029
760,-0.2944478905753119
761,-0.008637884189523
762,-0.1053359745936032
763,0.0848256361922835
764,0.0164911536739963
765,0.0808198110542648
766,-0.0392483162472329
767,-0.0408349169951769
768,-0.0141371618862165
769,-0.0927629199880558
770,0.0958155315405902
771,-0.0754527162977895
772,-0.0275163722414765
773,-0.0212314225053064
774,-0.0912997623057976
775,0.2176505100592344
776,0.4390427736951273
777,0.0508503305271449
778,-0.0414507772020776
779,0.2724539646749427
780,0.2100052501312541
781,0.011249015711115
782,-0.2245459755536233
783,0.3678741926425221
784,0.1570122806033817
785,-0.0448807854137464
786,-0.0917156440684328
787,0.0626642598602748
788,0.0383320867613925
789,-0.0842144661738433
790,0.1830646517101634
791,-0.0168148867797682
792,-0.0196212170760683
793,0.040160642570287
794,-0.0504597443372919
795,0.2906976744185945
796,-0.0055906524291333
797,-0.1605226318245475
798,-0.1720172765177643
799,-0.277491328395991
800,-0.0182359734970629
801,0.4947740249685513
802,-0.1211181628797054
803,-0.1965971699716032
804,-0.2469616418691191
805,-0.3307782443120833
806,-0.0512908189434041
807,0.2314927628052021
808,-0.0633960791963305
809,-0.0414684717648532
810,-0.1539138082673691
811,0.0646996349963954
812,0.0914723387647575
813,0.0731243601618513
814,-0.1537973292971695
815,0.2095057126848434
816,0.0827592921646362
817,0.0713168218188642
818,-0.0470153067432385
819,-0.1059696220416819
820,0.1568808678309047
821,-0.0437998832003131
822,-0.1364522417154001
823,0.0535775169256313
824,0.1653294432287884
825,0.3129400719762136
826,-1.3773959021810918
827,0.4919499105545629
828,-0.1106136423492272
829,-0.0316138890352506
830,0.0144875999315149
831,0.2142200026284657
832,0.1495984462757842
833,-0.3238631875510048
834,0.8122225124053165
835,0.0026115797445999
836,-0.3170028818443899
837,-0.6725570354740898
838,0.2249970395126427
839,0.6133124100954693
840,-0.0732850001308738
841,0.044474675596488
842,-0.4982318684352316
843,-0.5591835655553523
844,-0.4968647040068031
845,0.2834962774554204
846,-0.0371067348723757
847,-0.1433311214333166
848,-0.4613087302010608
849,-0.3022279280002127
850,0.4140127388535
851,0.0755797764429761
852,0.3932523055283178
853,0.2874244399668209
854,0.3739274187199829
855,0.1120525270793593
856,0.1060424562574908
857,-0.0196413489678515
858,-0.051093599544086
859,0.3056246693963917
860,-0.2848834924751441
861,0.1784698660495338
862,0.2035503885072359
863,-0.0274085240509771
864,0.1651568012352498
865,-0.1360237992719288
866,-0.007829320806424
867,0.1202310782675012
868,0.1610258812507408
869,-0.1250732851280131
870,0.0293054605841621
871,0.0780868716447003
872,-0.0253846754666866
873,-0.0586143566097478
874,-0.6430046209812176
875,0.2560843396014812
876,0.1539739270816681
877,0.0102638748927077
878,-0.07844016136261
879,-0.1571268237934964
880,-0.3190091949709224
881,0.046891118822095
882,0.07309667503842
883,-0.0121842635549821
884,0.0805386726102864
885,-0.1209541311930356
886,0.1329662715133877
887,0.1301747259036531
888,0.1053752592343412
889,0.0429537220333952
890,0.0224056163411636
891,0.0662393760437188
892,0.0689905930394094
893,0.0410046130189697
894,-0.023303504847129
895,-0.0279720279720237
896,-0.00559471858565
897,0.1052562944195424
898,-0.2156339264044158
899,-0.0878242021077859
900,0.434793928506329
901,-0.0364630811303519
902,0.2092240516692458
903,-0.0377005278073845
904,-0.0468225684780081
905,0.2361550838220709
906,0.2162232148637369
907,-0.2192925544338689
908,0.1308849637798529
909,0.0453356130670219
910,-0.0648071339693073
911,0.012959747025741
912,0.1526915113871571
913,0.2272257797975613
914,0.2999137587045838
915,0.4574225456781962
916,0.1458546571136113
917,-0.2745490467759713
918,0.0846023688663241
919,0.0909288833677031
920,0.1419546256746059
921,-0.1652469096266031
922,0.2109165281861149
923,0.1110869926069697
924,0.3346907610078895
925,-0.1871040659517898
926,0.5318746929675284
927,0.2224568282935042
928,-0.0330023667411705
929,-0.335862551798516
930,0.3807656783095478
931,-0.1642625179367126
932,-0.0689622596948673
933,0.56455249117006
934,0.0262950302392822
935,-0.1288235681307315
936,-0.166713760949419
937,-0.1528186551958454
938,-0.0774125332779427
939,0.0151026033112535
940,0.1274731747306385
941,-0.2146622579121503
942,0.3211194922356962
943,-0.0131855298228524
944,-0.1216430295715113
945,-0.2078844918169147
946,-0.0775443042762786
947,0.0198549642137941
948,-0.409166856535294
949,0.0834724540901606
950,0.3806309841469115
951,0.1697526833981964
952,0.0665509636840513
953,0.0508660267111835
954,-0.3297566082177416
955,0.0758388033159767
956,0.0
957,-0.0444770027732612
958,-0.0706898808744701
959,0.1672809012258518
960,-0.0496861924686186
961,0.5254669372041098
962,-0.1719824890556663
963,0.5210358503771654
964,0.1371990680818093
965,0.2079539143126559
966,0.1560444662247456
967,0.128796270060019
968,-0.3152536241246467
969,-0.1656529053966575
970,-0.1568393627914861
971,-0.0064813854609502
972,0.0699499987046249
973,-0.202486955167319
974,-0.1612106399022347
975,0.1367257163238611
976,0.0673267326732623
977,-0.1745616123145273
978,0.0277634553603272
979,0.1000465563182858
980,0.0613770232143745
981,0.0138574072790967
982,-0.0415895115212808
983,0.1877897150538143
984,-0.0860619250173117
985,0.0158249757680027
986,-0.0415578247447121
987,0.0296753516529238
988,-0.0435428005937708
989,-0.071302659985346
990,0.0475125215291131
991,-0.0891654117460546
992,0.0277326571847364
993,0.0574132367207183
994,-0.0693398843014547
995,-0.1209957353962141
996,0.1584315278740491
997,0.0613545501326054
998,0.0810805466015435
999,-0.108885017421605
1000,-0.2352342806281275
1001,0.6932343359345416
1002,0.8265083777894543
1003,-0.0438492088349777
1004,0.6188057174161953
1005,0.2583080820624957
1006,-0.5469120695252597
1007,0.1421446384039883
1008,-0.6896614065316206
1009,-0.7981270564414013
1010,0.4334458948641627
1011,-0.7157360406091353
1012,-0.1728872165158158
1013,0.5260495700556359
1014,0.5933226065969464
1015,-0.1384657989476627
1016,-0.0528967254408008
1017,-0.3031834259727106
1018,0.1626959603475846
1019,-0.2566825986900302
1020,0.3804101375522726
1021,0.3614639289120934
1022,-0.1030228409176491
1023,-0.1900733859496877
1024,0.4149221550881313
1025,0.7491356127545136
1026,-0.328753457579465
1027,0.6263518385003544
1028,-0.1195551645575269
1029,-0.2306179203689845
1030,-0.2447813966138666
1031,0.0362507646645728
1032,-0.0226618623518532
1033,-0.2977543413037554
1034,0.2674887790724048
1035,-0.2818822459649941
1036,-0.0796268911386567
1037,-0.0022751057924172
1038,-0.2257439288564608
1039,-0.0711485215118182
1040,-0.1115248429468889
1041,0.2256461685736447
1042,-0.1312291031917174
1043,0.2311125278928882
1044,0.0261783084260028
1045,0.382103496757223
1046,-0.0022677279633514
1047,0.1098639725453232
1048,0.0430209783876185
1049,0.28786236792198
1050,0.6134969325153374
1051,0.3399447284110607
1052,0.0097816252170348
1053,0.4576324821693716
1054,0.1761697061003372
1055,0.3016134502640505
1056,0.1282330454138611
1057,0.1063444108761323
1058,-0.0042297861540933
1059,0.331839753318397
1060,0.0625947950020441
1061,-0.1422440811996798
1062,0.1348292964799928
1063,0.1010198191264229
1064,-0.016839471721714
1065,-0.1541982893627241
1066,-0.0988809569747311
1067,0.1709401709401797
1068,0.1070238939862175
1069,0.1836470136354874
1070,0.2060275022758884
1071,-0.0502384408442414
1072,-0.1561359708085247
1073,0.03599625638933
1074,0.0647513070171323
1075,-0.705018228608191
1076,-0.6108826107477697
1077,0.2032137377869877
1078,-0.0188445593065183
1079,-0.8415680312737447
1080,-0.8763281849052439
1081,-0.1069166872275799
1082,0.0931226205801078
1083,0.3003741022910259
1084,0.5998588567396005
1085,-0.0638266089058526
1086,0.2830214229613021
1087,0.3320196512443884
1088,0.5022426342223308
1089,0.1099962440306983
1090,-0.145083288554546
1091,0.2465694682675857
1092,-0.0388766003083267
1093,-0.1302048377137677
1094,0.0415945470890452
1095,-0.1088007736943833
1096,-0.5293291563141506
1097,0.1011722491265462
1098,0.5099918132893221
1099,0.5087325749078601
1100,-0.0600069481729456
1101,0.083608148378508
1102,-0.1247867298578181
1103,0.321239606953887
1104,-0.0204753429619939
1105,-0.1403741206901969
1106,0.1684800579445511
1107,0.1619191347544445
1108,-0.1243448286717081
1109,0.0299125078813267
1110,-0.029921458139851
1111,-0.1797568552011205
1112,0.2908622099238899
1113,-0.0432549762884048
1114,0.156259815315033
1115,-0.0424201479991801
1116,0.0062840714498866
1117,0.0784892391253159
1118,0.0549122972167345
1119,0.0141183114499555
1120,0.1378554084749738
1121,-0.1160584056084454
1122,0.0047048491311669
1123,-0.0031366644709986
1124,-0.3004514637177279
1125,-0.0721627710504227
1126,0.0369477629009336
1127,0.2001720777510467
1128,0.2469698031247755
1129,0.2759825327510988
1130,0.0052399000925668
1131,-0.1486845787853384
1132,0.1746175874834113
1133,0.1482049762000284
1134,0.1392927411070409
1135,0.0678591314031156
1136,0.1147068024609767
1137,0.1683005118417675
1138,-0.0074439478535023
1139,0.0109131287194013
1140,0.1403375030319736
1141,-0.1188214988854969
1142,0.0286130475496763
1143,0.0866310901656386
1144,-0.1110108929438677
1145,0.1671039074608053
1146,-0.0043293041942259
1147,0.0467346338254862
1148,-0.0866205845157043
1149,0.2109084622698638
1150,-0.5519335536304424
1151,-0.547321536810631
1152,-0.3699864803965766
1153,-0.0721565797781144
1154,0.1351107908484957
1155,-0.4951436097508013
1156,0.1960430029813057
1157,0.0307069831292148
1158,-0.1646433029979497
1159,0.3630095487176718
1160,0.0947861323728036
1161,0.0800798999451227
1162,0.2933629985825257
1163,0.1093307524106559
1164,-0.0968783638320913
1165,-0.0107654214662406
1166,-0.0954007910794535
1167,-0.0555076469914898
1168,-0.1394394709613572
1169,0.0692309075542592
1170,0.0071923042344625
1171,0.2531380400436743
1172,0.1376605233464066
1173,-0.0645195978278426
1174,-0.0968731499919411
1175,0.0555482079090163
1176,-0.0211657009815551
1177,0.0158717562098101
1178,0.1202161248134116
1179,-0.3938992042440354
1180,0.1218672177184283
1181,-0.3349282296650693
1182,0.302114803625374
1183,0.1006036217303961
1184,-0.1564447272823779
1185,0.0556527269836167
1186,-0.177874532083776
1187,0.0689783248879078
1188,-0.3380716605441041
1189,0.168750581325819
1190,0.2108250019889042
1191,-0.17799266776472
1192,-0.1330070227708022
1193,0.0132989334255422
1194,0.1818640400366238
1195,0.0623524105176612
1196,-0.1168813919511217
1197,0.0079685507862381
1198,0.2041086812458533
1199,-0.6912934393850356
1200,-0.317807861046895
1201,-0.1104149968102259
1202,0.1730923104557464
1203,0.0587515299877623
1204,0.209271458467346
1205,-0.08557317729132
1206,0.1237240952675518
1207,0.1065170549253929
1208,0.2214866377841615
1209,0.0502757054816832
