,COST.US
241,-0.026885032878143
242,0.193443752723828
243,0.0938051515760749
244,0.1472261259452642
245,-0.1631066225757481
246,-0.0536528659572585
247,0.1495569097524533
248,0.0345870198261662
249,0.2592864614631369
250,0.0918932527693879
251,-0.1942335342935655
252,-0.4255858138062082
253,0.1694400890192746
254,-0.1215374487263934
255,0.0632607100382094
256,0.0455269747325307
257,-0.0987391766671695
258,0.0910608590074257
259,-0.043019459979239
260,-0.0354403463028233
261,-0.0151910271666064
262,-0.0912293150198965
263,0.0455938600268514
264,0.113854872988561
265,0.0884754417452326
266,0.0353776564829664
267,0.0126332811157598
268,0.0202091648562726
269,-0.0834323565848459
270,-0.1696803930506911
271,-0.0811071120798887
272,0.0430695953991434
273,-0.1700080778580616
274,0.1520119602675833
275,0.2989918365526081
276,0.4761534790281671
277,0.0853904673187373
278,-0.2780125439259819
279,0.166529742211959
280,0.0288568257491665
281,-0.0177612006571608
282,0.1994150491890404
283,-0.1431186553503038
284,-0.024413791572806
285,0.0561867164664842
286,0.0667007744294536
287,-0.0264301552106381
288,0.0465415216861283
289,-0.0754097633464136
290,0.0133058346084763
291,0.00665247472059
292,0.0243864588644808
293,-0.0576739646414212
294,-0.034172406447489
295,-0.0875935234095065
296,0.0329477587087404
297,-0.0488682556254086
298,0.0488443862258891
299,-0.0199857878841783
300,0.2285109149358959
301,-0.2359449870148967
302,0.1458420763704203
303,-0.56170572247118
304,-0.14895805687626
305,0.4558586598315697
306,0.0
307,0.0073227885178609
308,0.0695181295964281
309,0.0164621097108214
310,-0.1227016335799708
311,0.1864512119328742
312,0.0164488714246608
313,-0.0127952036265146
314,-0.0914779172307804
315,-0.0659075097945907
316,0.1498976308862124
317,-0.1840541357238996
318,0.0261087236093197
319,0.1266114433046282
320,0.2735379397122381
321,0.0473907733809654
322,0.1523476109852553
323,-0.0686772660219504
324,0.13821951441302
325,-0.062767669603658
326,0.1280444613959645
327,-0.0108985886327776
328,0.1061484445170363
329,-0.1963511412910162
330,0.1905060536503626
331,0.1060688455054547
332,-0.1661355775253852
333,-0.0004085317776501
334,0.155408712677439
335,0.1710236989982885
336,0.1044866338192217
337,0.0310949657060827
338,0.0750649266918305
339,-0.0127607694391764
340,-0.1112045349751891
341,-0.0135633680555586
342,0.0189851102492455
343,-0.1123280358776359
344,-0.0152889419943419
345,0.0732951417071102
346,-0.0298859934853543
347,0.0623931855790408
348,0.1192185764218164
349,-0.0732104121475004
350,0.3121622465303448
351,-0.3879588680576368
352,0.2003736698166876
353,0.0919788989584674
354,0.3007295726403541
355,0.0848873558262363
356,-0.070114880535028
357,-0.2351669144478995
358,0.0702304097674268
359,-0.0946304006921445
360,-0.0256919935634868
361,-0.0798441010095431
362,0.2483868354977075
363,0.0755388890387756
364,-0.0306026123944392
365,-0.0557850681787445
366,-0.0540321491287438
367,-0.0973525514481075
368,0.1512083164574057
369,-0.2110560922152852
370,0.1809636992221305
371,-0.1785810920504424
372,-0.086659806098682
373,0.0973973269844742
374,-0.0162355233250357
375,-0.4361370716510921
376,0.2279320348114368
377,-0.0336831195750733
378,-0.0220284296321199
379,0.0090697071780171
380,0.0983742363052696
381,-0.041437894954928
382,-0.0077702090186302
383,-0.0777625132844175
384,0.108749126123083
385,0.09441893552351
386,0.0038800796709657
387,0.0517076449753213
388,-0.1268444214341209
389,-0.0256602198493119
390,-0.0287238726721787
391,-0.0583105490262049
392,0.0090697071780171
393,-0.0596364767806573
394,-0.0648643038762908
395,-0.0129745439447832
396,-0.0571206023627229
397,0.0519008693395732
398,0.0492815272085899
399,0.0233384332131771
400,0.7133421400264195
401,0.0258571793987838
402,-0.0467315716272618
403,-0.002781718545715
404,0.1166958406268278
405,-0.036327826531445
406,0.1417469260873303
407,-0.0305402854128529
408,-0.0333277787035506
409,-0.0736530524326314
410,0.0250079886630381
411,0.1234979046984689
412,-0.3648821792657797
413,0.1474064803226337
414,-0.0111262551806682
415,-0.00556343709143
416,-0.0723770286445984
417,0.1861628230063793
418,-0.1865100353533833
419,0.027829571702882
420,0.0861973084195312
421,-0.1155264806179869
422,0.0013918659354718
423,-0.2651557441107641
424,-0.3416792695905367
425,0.2473802647551804
426,-0.1185788822548542
427,-0.1103901348913513
428,0.3113508870816137
429,0.2489959839357448
430,-0.019254041139386
431,0.1822725936222077
432,0.0667806389571535
433,0.0080130345361715
434,-0.0775193798449515
435,0.0961384393526563
436,-0.0721558566503599
437,0.0424737344029212
438,-0.1066987565182513
439,-0.0481044235201201
440,0.096169780557562
441,-0.0842662814493794
442,0.038774200449241
443,-0.0428036383092477
444,0.0160487883164827
445,0.0668519775328105
446,0.0774305555555525
447,0.0186930862285496
448,0.0320350249606096
449,-0.3536314196158259
450,0.151888703002553
451,-0.0528587789621954
452,-0.0771451872423951
453,-0.1087827148017297
454,-0.1628873270565405
455,-0.0663481953290769
456,-0.0918659863418566
457,0.1469905616586769
458,-0.0884936173978527
459,-0.055161935254226
460,0.1523262238921364
461,0.0817101718122001
462,-0.0817769919328112
463,0.0993596820490149
464,0.0882638234582363
465,0.191536208908565
466,0.0198124422137047
467,-0.1609595837100121
468,-0.1966242488511811
469,0.0287121496565575
470,0.0
471,0.0077295966254844
472,0.1136062825377186
473,-0.1458047983033553
474,-0.0576924352175898
475,-1.293228712583548
476,-0.1076426264800874
477,0.6144193375836694
478,-0.1244843308967234
479,0.2152121789872041
480,-0.0202253683906365
481,0.2708621484555087
482,-0.3556866487377514
483,0.1847308413912502
484,-0.1676930638679226
485,0.0953206239168065
486,-0.6221015196204377
487,0.1133401074176222
488,0.208592867282796
489,0.052439387046967
490,-0.0466699498826664
491,-0.0724763727024989
492,-0.0986651189785185
493,-0.2866580329729533
494,-0.2143607092860515
495,0.1746826598346403
496,-0.0466037516020112
497,0.0727653753238059
498,-0.1647206308945927
499,-0.2674734718933674
500,-1.171292770362599
501,-0.157092375719232
502,0.1090371465533232
503,0.1421005038108738
504,-0.0720248208613404
505,0.3129717589012725
506,-0.121709866019613
507,0.5317553445051548
508,0.1281769574452584
509,-0.2625530600071781
510,-0.5649428576703599
511,-0.057248936442591
512,-0.3150364487905557
513,0.0897788392997729
514,0.0961849710982625
515,-0.0157250157250224
516,-0.066644451849386
517,-0.300802139037434
518,0.465735196274136
519,-0.0700016552571115
520,-0.0965418934429375
521,-0.4425436965414644
522,-0.4820447666380044
523,-0.0280337152148274
524,-1.0576614350199298
525,0.2386990205430104
526,0.40087125776254
527,0.1453071348579726
528,0.1856847239671856
529,0.1328511329249441
530,-0.207085274757785
531,0.0480502679726466
532,0.2984964622641518
533,-0.4107308048103658
534,0.3293465071936108
535,-0.0047947479068995
536,0.0810761009766085
537,-0.244747171553922
538,-0.0526714594614515
539,0.2360012537566555
540,0.378377385522463
541,-0.0165337840320237
542,-0.328998903337004
543,-0.1436939402133341
544,0.0910063252623096
545,0.0460812504608125
546,0.2390496855577338
547,-0.1602357491481728
548,-0.0737259238780003
549,-0.5299338509143953
550,0.4921840436513922
551,-0.1353030104458466
552,-0.0234481739965202
553,0.0359901442374334
554,-0.1487957708730085
555,0.1513389808611649
556,-0.1432756903736998
557,-0.0804261773519284
558,0.0412504107013743
559,-0.0931080430839874
560,-0.1315716324148095
561,0.0962695547533059
562,0.1900113142008943
563,0.148841757613214
564,-0.2747456059204465
565,0.1090391616921458
566,0.0701793266478282
567,-0.0018468584937005
568,-0.1016805013773212
569,0.0184839466923019
570,0.0496971062982316
571,-0.2342346246144334
572,0.0047959410414003
573,0.1834270923516019
574,0.2061422115650511
575,0.2758098534422102
576,-0.1570794063481703
577,-0.0440015866581962
578,-0.0725576855291385
579,0.1137502369796646
580,0.1001082251082263
581,0.0675949709341625
582,-0.1913889855841984
583,-0.0470227931810147
584,0.1001786971354166
585,0.0142666598446628
586,-0.0332277195547997
587,0.0
588,-0.0758828152524384
589,0.105582327142776
590,-0.0812560742234489
591,-0.0650959765752198
592,0.0135541760416415
593,0.1812966771295638
594,0.1405101599654079
595,-0.0121610117961703
596,-0.2557906466943641
597,0.137743506493519
598,0.0098475150174489
599,-0.0044369893403971
600,-0.2674686105490659
601,-0.0637896605280725
602,0.5927600562432734
603,0.1624002202036971
604,-0.3286294219988395
605,0.1764850853286898
606,-0.0317674796972205
607,-0.1532810428634574
608,0.0116811364558359
609,-0.249792370300639
610,0.1906551352546206
611,0.1710203293520392
612,0.225677721205463
613,0.0536384766672607
614,0.2045073979521821
615,-0.151206906031784
616,0.2030289727831455
617,-0.1153655990770795
618,-0.1072400802925691
619,-0.0013748917272752
620,-0.0729223995597257
621,-0.0137608366588563
622,-0.071607590404596
623,0.1594852476146069
624,0.2249718785151837
625,-0.326745478886342
626,-0.0476730987514142
627,0.1971135328635848
628,-0.2141786590140929
629,0.005290044272904
630,-0.0363396852074696
631,-0.1683539984074642
632,0.0045499010396482
633,0.1482431842436092
634,-0.112023287017029
635,0.0818014497034599
636,-0.0090898761504291
637,0.2327260690605821
638,0.2055499621027871
639,0.1073543371152117
640,0.1218961625282213
641,-0.221709424912904
642,-0.0452673034267323
643,0.0520303133129777
644,-0.0271536216142838
645,-0.1155362240043475
646,-0.0294590858619038
647,-0.3091400904689413
648,-0.0705154451571817
649,0.0022746400382118
650,-0.3046620376930755
651,-0.1152666205600144
652,0.1098258728499822
653,-0.0939716312056689
654,-0.0230549594764742
655,0.1796825902617322
656,-0.1480365215849723
657,0.0460739664368859
658,-0.1348593736136972
659,-0.0879132589178685
660,0.2524447278911685
661,0.0450654245490593
662,-0.1533154805185629
663,0.0434308607287529
664,0.1301230415154489
665,0.0937422618415884
666,0.0388967468175437
667,-0.017683465959332
668,-0.0367774465625815
669,0.1083043973811802
670,-0.0185577942735981
671,-0.0194452792165143
672,0.0123727375565498
673,-0.1345132743362815
674,-0.2092866517682859
675,0.0787136130136957
676,0.6881891855985205
677,0.341595170003168
678,-0.0357611157468088
679,0.3444998812069393
680,-0.2947337652847486
681,-0.0229866793781897
682,0.2298668357641102
683,0.2082948822738322
684,0.1684609512779456
685,0.0683641708614909
686,0.1208785434674122
687,-0.2185360716166361
688,-0.0764143237332403
689,-0.191507257686817
690,0.1385146713769715
691,0.0474320798967052
692,0.3413955198403349
693,0.0506584283288187
694,-0.121675601808058
695,0.0512194160986546
696,-0.0880698249119248
697,0.1849980975372906
698,-0.0170594719437293
699,-0.3925908360340445
700,-0.0705021318501768
701,0.5305246472445181
702,-0.2003212278040565
703,-0.1563966218329658
704,0.2673915949908616
705,0.0690284798147369
706,0.1633968765631109
707,0.0055574080249047
708,0.0533226687995628
709,0.0421959669538948
710,0.0183185767021096
711,0.1878282839476005
712,0.0740569476667225
713,-0.0168339578141065
714,-0.1704903483470125
715,0.0665188470066544
716,-0.0110877037365586
717,-0.0676807686760103
718,0.0942204092491212
719,-0.0354837994278166
720,0.0653804811560064
721,-0.0720812633073076
722,-0.1199094017853223
723,-0.160135225301359
724,0.2462671665964133
725,0.352981939451686
726,-0.072598034435302
727,0.0747092834405308
728,-0.072596461193407
729,-0.0075852802219167
730,-0.069399262632833
731,0.1116946654315732
732,0.1415622904363271
733,0.010815019899639
734,0.0670081922918968
735,-0.1905793178126682
736,-0.0682653028053783
737,0.1071590933691261
738,0.1534670586200889
739,0.0583266725713505
740,0.0906481341592297
741,0.0280498856427729
742,-0.0366940793023719
743,0.0194225042082038
744,0.015104110475778
745,-0.1253051612763808
746,0.1273033271479685
747,-0.0410128003108333
748,-0.1491633879545154
749,-0.0367639108150686
750,-0.1814316087880896
751,-0.2472433784244642
752,0.1475595913734341
753,0.1925909142404007
754,0.2767892447607801
755,0.180434169720887
756,-0.0225593593141909
757,-0.1129241714188857
758,0.0388308307765837
759,-0.0049669808658395
760,0.2449536204066371
761,0.244299033924953
762,0.1066038265162978
763,0.0924913814849185
764,-0.2585213701632663
765,0.1725177777466118
766,-0.0631561219334258
767,-0.0084215254189632
768,0.2156862745097988
769,0.1677852348993352
770,-0.201748486886356
771,0.0112069931637399
772,0.2375828045951214
773,-0.2409571040318166
774,-0.2162071095636656
775,-0.763605473583127
776,-0.4246875115908096
777,-0.2323549640314515
778,-0.1601161773193598
779,0.4060819580938144
780,-0.089083552949019
781,-0.3744341573368798
782,0.5354826755605151
783,0.1886373723923623
784,0.4822026723598491
785,0.0662129851020808
786,-0.0552079499448046
787,0.1249816203499602
788,-0.1159997173610963
789,-0.0560807887396644
790,0.0138065608777374
791,0.1121674052553212
792,-0.1233153680995053
793,0.03493144382074
794,-0.1466027566626423
795,0.2867776113505341
796,0.0413344600801011
797,0.1320955491138432
798,-0.1653925316083463
799,0.243817485196803
800,0.475214036571191
801,-0.2463510900373518
802,-0.1206720504966076
803,-0.0809555408095572
804,-0.1834813593575487
805,0.0187169130705751
806,0.1008206953334525
807,0.206737522860407
808,-0.0371205090812788
809,-0.2232202173739669
810,-0.0451959376827819
811,0.2810180275715807
812,-0.0583585336092021
813,-0.1115360101975823
814,0.0356522517064888
815,-0.0156650213084184
816,0.0171754711972434
817,0.013271400132717
818,0.1166520851560215
819,0.1270950830089809
820,-0.0039718790960117
821,-0.0278108859753572
822,0.0555114799169943
823,-0.0475925631654285
824,0.1718531052534262
825,-0.0968586387434566
826,-0.0261848651479504
827,-0.1573564122737912
828,-0.1839201261166549
829,0.1364399664147727
830,0.0812731038460536
831,-0.0393411665967357
832,0.0058483780454588
833,-0.0740905989186973
834,-0.0709126723571849
835,0.1311475409836065
836,0.0498112416107376
837,0.0262095717356037
838,0.0798753420890693
839,-0.0144058251918611
840,-0.0052387563192599
841,0.0863648259618008
842,0.0104673679803118
843,-0.0785669390320582
844,0.0186954356429369
845,-0.0763586814108301
846,-0.0708011013504606
847,-0.0236059382049078
848,0.1989424637453512
849,-0.0550011785966788
850,-0.2587085478349515
851,0.2034163515451748
852,-0.016954236602892
853,0.2692367722803249
854,0.2206244971059169
855,-0.0259625619856078
856,-0.0025963236057718
857,0.0856053334716812
858,-0.1376766417290185
859,0.0389499104152149
860,-0.0103877217129406
861,-0.0023372920134769
862,-0.0288349136251435
863,-0.0363815909149934
864,-0.0168943066186689
865,0.0272833571521419
866,-0.1222748321973118
867,0.0494058298879261
868,0.0519791044000282
869,0.0557165288472766
870,-0.1129892081653917
871,0.0422393345680127
872,-0.0578688652500632
873,-0.0247141612143829
874,-0.2464467336028147
875,-0.2333752884413641
876,0.0897295668747185
877,0.0255369303300222
878,-0.0130975769482675
879,-0.2652728896359697
880,-0.0683347350714862
881,0.0645608992088201
882,0.1741524423818123
883,-0.0131116588870853
884,0.0746806419914903
885,-0.1351315893049215
886,-0.0626720889707348
887,0.0101598802866833
888,0.1153795725711282
889,-0.0262295081967272
890,-0.0341099916036931
891,0.0865119937082144
892,0.1282924019479523
893,-0.0235694644493845
894,-0.0170252891025047
895,0.0871458554687217
896,0.0162227222774639
897,0.1110806183923397
898,0.0195986202571309
899,-0.5412222163837955
900,-0.0861648467379867
901,-0.2611981771701672
902,0.0138915900313981
903,0.1584460745206884
904,-0.0419592063271708
905,-0.283861631369504
906,-0.0167005316335909
907,-0.0724213810200247
908,0.1363004172461777
909,0.050044483985767
910,0.1637660643406265
911,-0.2964880778385595
912,0.0890063277936146
913,0.0291966743597636
914,-0.1042712232022084
915,-0.2666480602846769
916,0.1198673096758026
917,0.0376186030958691
918,0.0236801782978073
919,0.1578504523423742
920,0.114605617759015
921,-0.1029035487818457
922,0.0472576654713301
923,-0.0333694836072424
924,-0.025033377837125
925,0.1205569465972579
926,0.3208937485143742
927,0.1555825114709223
928,0.0130777684264697
929,-0.2430553720100443
930,0.1873054397720623
931,0.2893518518518578
932,0.171999527329536
933,-0.0525991107019472
934,0.137797134911052
935,0.0498256103637263
936,0.0288380872483257
937,-0.0026217130272896
938,-0.1996479890718971
939,-0.0013134908646698
940,0.1246261216350857
941,0.0104937299963325
942,0.0576822233875119
943,-0.0445925032132725
944,0.0692801963227213
945,0.0826065969513113
946,-0.2204110559886588
947,0.0472255017709431
948,0.1283932501834213
949,0.2926115581565484
950,0.170086106091211
951,0.1782720346357043
952,0.1271752262659282
953,0.0703843050836563
954,-0.078918918918918
955,-0.4086584509290629
956,-0.0116651538863695
957,-0.1119232818327083
958,0.0638909594292431
959,0.1063716625890862
960,0.0051693955615064
961,0.0267333049766045
962,-0.0553262118568308
963,0.0
964,-0.0170263482739505
965,-0.1684183597330932
966,0.0730061202008338
967,-0.0709260680480916
968,-0.0575926281435937
969,-0.0314511975139481
970,0.0325074922944018
971,0.2011665531335135
972,-0.1844762686742253
973,0.1253292448678772
974,0.0801515344996374
975,0.1049443794788659
976,-0.2585299864722722
977,-0.3014924464066099
978,-0.1147402420985984
979,0.0015093200513155
980,-0.1426831074687895
981,-0.11288321278334
982,-0.048445211493634
983,0.0952856300195101
984,-0.1423746270239069
985,-0.0196939857597326
986,0.140689529975939
987,-0.1682022063280418
988,0.1256148316307288
989,-0.0893722733882743
990,0.0363718848056182
991,-0.1243518602747202
992,0.0276463163102225
993,-0.0064269690171481
994,-0.1092564491654062
995,0.1843333328284465
996,-0.1542779126213499
997,0.0060675929858569
998,0.0454862479910171
999,-0.3988309078731055
1000,0.0367258871597174
1001,-0.4750922509225097
1002,0.1036746918557743
1003,0.0
1004,-0.1014736745001263
1005,-0.0646158816606349
1006,-0.0496403957378467
1007,0.1256744915371525
1008,0.3355396212539022
1009,0.1995458611436052
1010,-0.2611448797574569
1011,0.0794117647058801
1012,0.0522245499479336
1013,0.0717400284573442
1014,0.0
1015,-0.1885404212268907
1016,-0.1450643579175194
1017,0.1379659224171551
1018,0.0689354075231534
1019,0.0298630892217209
1020,-0.1080832470966932
1021,0.075830690748652
1022,-0.0574805141057181
1023,0.1262974189400228
1024,-0.1011401250459722
1025,-0.0432314032913442
1026,-0.2600629930361008
1027,-0.5432887855897748
1028,0.3820328779810122
1029,0.1531570582285882
1030,0.1874819728872158
1031,-0.0547169724198709
1032,0.4194614478259686
1033,0.123421354764624
1034,-0.0631857085415504
1035,0.1118857044496045
1036,0.325984387063563
1037,0.1655770932655916
1038,-0.0600148708909055
1039,-0.0886010807101888
1040,-0.3298720670070499
1041,0.2774678909579709
1042,-0.4727758697495242
1043,0.2757181713178552
1044,-0.0378467493369665
1045,-0.0387218907755825
1046,0.0444387104173022
1047,0.0429867171044082
1048,0.1987758837661575
1049,0.7324967349951851
1050,-0.4588530813804173
1051,0.0827106268895158
1052,-0.3001681777105508
1053,0.1711169349507185
1054,-0.1323106873407193
1055,-0.0592846924177397
1056,0.0943315324586182
1057,-0.1287995878413156
1058,-0.0991020648125704
1059,0.030331672108599
1060,-0.018620640263553
1061,0.1330319848944417
1062,-0.1547277936962809
1063,0.2942604919578244
1064,0.2095420010548411
1065,0.0846289018381649
1066,-0.0404935597856978
1067,-0.1455437915584574
1068,0.0627442032912102
1069,0.00285192790326
1070,0.1338611831050176
1071,-0.0955028151949359
1072,0.0014253948343678
1073,-0.0827413050300903
1074,-0.0742369300174145
1075,-0.0490391393631118
1076,-0.159631619339979
1077,-0.1029454696310801
1078,-0.127692307692314
1079,0.1720113035999515
1080,-0.1846381093057677
1081,0.2700712005892449
1082,-0.2584615384615307
1083,-0.0893104616427028
1084,0.0738882677678944
1085,-0.1603119316955933
1086,-0.0616846066064178
1087,0.0123353995127405
1088,0.3089693336407641
1089,0.0230520977409083
1090,-0.1200147710487577
1091,-0.063093697373791
1092,0.1675069166922791
1093,-0.024598733165237
1094,0.0706713780918609
1095,-0.1816166964230668
1096,-0.064685045433555
1097,-0.0462249614791917
1098,0.0677506775067834
1099,-0.2500694637399284
1100,0.1419465423964788
1101,-0.1010984096906443
1102,-0.1766909720823386
1103,0.0563675162056554
1104,0.061697761444269
1105,0.1031701369349065
1106,0.3817405232247749
1107,0.2529623219278361
1108,-0.226848145182819
1109,0.1478994283886975
1110,-0.1695050984998107
1111,-0.0293717123708348
1112,0.0800405538806358
1113,-0.2192571993903561
1114,-0.0106966171948176
1115,0.1896916329895372
1116,-0.2034501203530469
1117,-0.1044148751037419
1118,-0.4005161012848796
1119,0.2894666309300565
1120,-0.3000129037808192
1121,-0.173425970808425
1122,-0.2240155461391013
1123,-0.0972578684317205
1124,-0.0378368152212065
1125,0.0511654349061986
1126,0.2297155497575231
1127,0.0708496287479453
1128,0.3473693128865434
1129,-0.0873704600785403
1130,-0.1758126628157065
1131,0.1865355265389091
1132,0.1157440081303178
1133,0.1578398489247166
1134,0.0014092645048536
1135,-0.0691016781836143
1136,0.0169199966160013
1137,0.3218507118663073
1138,0.1319390834444599
1139,0.051906512162959
1140,-0.1067888137453668
1141,-0.1969436861509129
1142,-0.1719666215606553
1143,-0.0564143066681838
1144,-0.110129048654445
1145,0.0987361769352354
1146,0.0535709250852899
1147,-0.1751165089676612
1148,-0.2151207223527388
1149,-0.2298002723558789
1150,0.2255711268957486
1151,0.0537242411450886
1152,0.0517786940262912
1153,-0.1132742003609476
1154,0.3300898418439149
1155,-0.025839793281652
1156,-0.0066996544892627
1157,-0.3178047469083594
1158,0.0556568467517442
1159,0.1609534576251761
1160,-0.2612721649088455
1161,-0.1173257424219137
1162,-0.0608155441451407
1163,-0.0434558009065982
1164,-0.1927933409326504
1165,0.1081242532855456
1166,0.0770208341356293
1167,-0.0481612051859985
1168,-0.0108470798717074
1169,0.0685997034983409
1170,0.0115506786023792
1171,-0.2125984859592569
1172,0.0119596458401674
1173,0.0077153052367783
1174,0.2673899661434261
1175,0.4497994137749437
1176,0.1954757475262115
1177,-0.0404596212979385
1178,-0.1631832623684226
1179,-0.2861168310393519
1180,-0.2662320021733119
1181,0.0190129559714243
1182,-0.3024028769138597
1183,0.0639812684626835
1184,-0.0749277968503171
1185,0.1957905041605556
1186,0.1140808344198217
1187,-0.0520424982029763
1188,-0.1165859498285861
1189,-0.1444102340535761
1190,0.1442019916199677
1191,-0.0408285473202956
1192,0.021770484665426
1193,0.0898584966578273
1194,0.1464950462901017
1195,-0.0027421062634112
1196,-0.1386547767929941
1197,0.1276168236987231
1198,-0.0597712391664703
1199,-0.0407697325505482
1200,0.1412714429868825
1201,0.0277420493808513
1202,-0.2325640183017811
1203,0.2546646495209399
1204,0.0378071833648335
1205,0.0805903241242081
1206,-0.0302305076206082
1207,0.2412605865648102
1208,0.0527479152014416
1209,0.035152915181034
1210,-0.0263716391857488
1211,0.0840673542623494
