,SIRI.US
991,-0.2454991816693892
992,0.0
993,0.4885993485341915
994,0.0
995,-0.1631321370309916
996,-0.163398692810454
997,-0.327868852459024
998,0.0819000819000946
999,-0.0819672131147669
1000,0.3858024691358079
1001,-0.2956244486062434
1002,0.2947530864197651
1003,0.1540832049306592
1004,-0.0771010023130284
1005,0.3074558032282793
1006,-0.4633204633204672
1007,0.1542020046260705
1008,0.1539645881447234
1009,-0.0770416024653296
1010,0.0
1011,-0.2316602316602404
1012,0.3846153846153901
1013,-0.2313030069390852
1014,0.1539645881447234
1015,-0.1542020046260568
1016,-0.2318392581143828
1017,-0.2323780015491817
1018,-0.155159038013961
1019,-0.1554001554001658
1020,0.0776397515528071
1021,0.2323780015491817
1022,-0.310800310800318
1023,-0.311769290724857
1024,0.2332814930015502
1025,0.2506265664160496
1026,-0.3352891869237295
1027,-0.0838926174496626
1028,0.4177109440267393
1029,0.2499999999999946
1030,0.0
1031,0.2493765586034859
1032,0.0
1033,-0.1665278934221446
1034,0.2491694352159415
1035,0.0
1036,-0.5008347245408908
1037,-0.251046025104612
1038,0.7475083056478394
1039,0.0
1040,-0.0831255195344953
1041,0.165975103734451
1042,0.0
1043,-0.2495840266223056
1044,0.0831255195344953
1045,-0.3336113427856476
1046,0.0
1047,-0.2508361204013324
1048,0.1669449081802969
1049,-0.1672240802675549
1050,-0.3412969283276377
1051,0.2553191489361647
1052,-0.1705029838022129
1053,-0.0853242320819094
1054,0.2553191489361647
1055,-0.4273504273504335
1056,0.0
1057,-0.2570694087403544
1058,0.0
1059,-0.0857632933104612
1060,0.4269854824936013
1061,-0.0854700854700988
1062,-0.0855431993156525
1063,0.0
1064,0.0
1065,-0.1713796058269029
1066,0.2564102564102509
1067,0.1280409731114005
1068,-0.042698548249351
1069,-0.1710863986313203
1070,0.0
1071,0.1707941929974496
1072,0.0
1073,0.4251700680272018
1074,-0.1703577512776795
1075,0.1607717041800608
1076,0.0803212851405605
1077,0.3202562049639785
1078,-0.0801282051282034
1079,0.080064051240991
1080,0.0
1081,-0.1603849238171577
1082,0.0801282051282034
1083,0.2398081534772131
1084,-0.3207698476343155
1085,0.0801282051282034
1086,0.1599999999999966
1087,-0.1602564102564068
1088,0.2398081534772131
1089,0.0
1090,0.0
1091,0.0798722044728417
1092,0.2390438247012042
1093,0.0
1094,0.0
1095,0.3177124702144491
1096,-0.1591089896579123
1097,0.1588562351072245
1098,0.0793650793650776
1099,-0.158982511923685
1100,-0.1947945653953151
1101,-0.1475409836065629
1102,0.2452984464431818
1103,-0.3281378178835187
1104,-0.3292181069958777
1105,0.0
1106,-0.2475247524752569
1107,0.0
1108,0.0824402308326592
1109,0.1646090534979388
1110,0.0822368421052614
1111,0.0
1112,-0.0823045267489694
1113,0.1643385373870137
1114,0.0
1115,-0.0822368421052614
1116,0.0
1117,0.0821692686935068
1118,0.0
1119,-0.0822368421052614
1120,0.0821692686935068
1121,0.164068908941752
1122,-0.1643385373870137
1123,-0.3297609233305782
1124,-0.1651527663088468
1125,-0.4208754208754118
1126,-0.0842459983150932
1127,0.0841750841750973
1128,-0.3378378378378456
1129,0.4205214465937822
1130,0.2516778523489879
1131,-0.2523128679562603
1132,-0.1684919966301714
1133,-0.0843170320404703
1134,-0.0843881856540066
1135,-0.1690617075232423
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.5882352941176494
1141,-0.4219409282700482
1142,0.0
1143,-0.1690617075232423
1144,0.1687763713080133
1145,-0.1690617075232423
1146,0.0
1147,0.0
1148,-0.4244482173174934
1149,-0.1700680272108807
1150,-0.0805152979066005
1151,-0.2421307506053217
1152,0.1611603545527765
1153,-0.0806451612903208
1154,0.0
1155,0.0
1156,-0.4862236628849311
1157,0.2425222312045219
1158,0.2419354838709769
1159,-0.0807102502017739
1160,-0.405186385737445
1161,-0.1623376623376588
1162,0.3236245954692487
1163,-0.1620745542949722
1164,0.4838709677419395
1165,0.3215434083601217
1166,0.0803212851405605
1167,0.160384923817172
1168,0.1601281024819821
1169,0.3987240829346008
1170,-0.0798084596967261
1171,0.0797448165869201
1172,-0.4807692307692204
1173,0.319488817891367
1174,-0.1599999999999966
1175,0.7383100902378987
1176,0.489795918367351
1177,0.7293354943273895
1178,0.2425222312045219
1179,0.0
1180,0.0
1181,-0.1619433198380532
1182,-0.1622060016220565
1183,0.0648403306856793
1184,0.3392568659127754
1185,0.0
1186,0.0807102502017739
1187,0.0806451612903208
1188,-0.3398608189027335
1189,0.0161812297734538
1190,-0.2433090024330848
1191,-0.0811688311688294
1192,-0.081234768480908
1193,0.1622060016220565
1194,0.2427184466019365
1195,-0.1620745542949722
1196,0.0
1197,0.0809716599190266
1198,0.4032258064516186
1199,0.0
1200,-0.3046458492002981
1201,0.0
1202,0.0761035007610333
1203,-0.3819709702062697
1204,0.0
1205,0.1525553012967168
1206,0.0
