,MDLZ.US
181,-0.0329109758104262
182,0.1150558842866539
183,-0.1151884153365151
184,0.0986355416735084
185,-0.0904977375565606
186,0.2052545155993431
187,0.114810562571757
188,-0.0164041994750623
189,0.0327976385700164
190,-0.0082000820008125
191,-0.0410172272354365
192,0.0410004100040977
193,-0.0656437187166639
194,-0.0247866460713229
195,0.0821715597835008
196,0.0737523559780409
197,0.0
198,-0.0820142704830593
199,-0.2384084182834645
200,0.0942063118228845
201,0.0627647889533958
202,0.0
203,-0.1020969135317642
204,-0.0078542255733624
205,-0.0943396226415018
206,-0.0944287063267269
207,-0.023612750885479
208,-0.023618327822391
209,0.0943841434639016
210,-0.2049180327868893
211,-0.0078820840230085
212,-0.0867781634585038
213,-0.1580278128950717
214,0.0236985543881832
215,0.0394819962097261
216,-0.0208508406679814
217,0.0603046807167041
218,0.0157840738694625
219,-0.0868878357030011
220,-0.0158002844051161
221,-0.0079007663743423
222,-0.031613056192201
223,-0.1266123288755215
224,0.21320277953253
225,-0.2869897959183669
226,0.0637348629700432
227,-0.7221954742416878
228,-0.1366010445962247
229,-0.1206757843926031
230,-0.2742820264601512
231,0.0806061583105017
232,0.041092248068263
233,-0.0088638195004108
234,0.1609010458568003
235,-0.0321905681635216
236,0.1446480231436777
237,-0.1932367149758412
238,0.2569868294249864
239,-0.1125582891140059
240,-0.04826254826255
241,-0.1208021261174128
242,-0.2179176755447909
243,0.0
244,0.2415458937198044
245,0.12865873271148
246,-0.1852896157254523
247,0.1126579222660341
248,0.2936551237202732
249,0.0673508659397074
250,-0.6503442999235064
251,0.2137730951290282
252,-0.2909647779479291
253,0.2215600886240294
254,0.1754118364856758
255,0.0076260199801654
256,-0.2369668246445515
257,-0.0458855919241375
258,-0.0459066564651892
259,-0.1993253603189136
260,0.3133358807795159
261,0.1678492408636598
262,0.083854246074107
263,-0.1526950679493182
264,0.2057142857142935
265,0.0304669053240856
266,0.281026887437342
267,-0.1292873982812286
268,-0.2745367192862149
269,0.0381155663973253
270,0.0381010439685917
271,-0.048793132366614
272,-0.0732433051041456
273,-0.2830910482019927
274,-0.631352017246684
275,-0.6433224755700376
276,0.0976244712007846
277,-0.1303356142065792
278,0.1707733593559354
279,0.0893727656808575
280,0.2916396629941667
281,-0.2436251421146639
282,0.1506578509930609
283,0.0520301483102355
284,-0.0162113966118148
285,-0.2437637117087928
286,-0.04064379775646
287,0.0731053529364011
288,0.0081221572449684
289,-0.1056996503780873
290,0.0487606663957759
291,-0.0569198243616792
292,-0.040673554055151
293,0.0406570174012011
294,0.1542583421287632
295,-0.0614162788884047
296,0.0451481932602619
297,-0.1138118852125848
298,-0.0650776864882439
299,-0.0244100895036624
300,-0.1785395465095544
301,0.1604278074866371
302,-0.1517450682852822
303,0.0713584872000698
304,0.115823235923018
305,0.0089086859688241
306,0.044523597506676
307,0.319545535238771
308,0.0975436729626668
309,0.1151461470327809
310,0.1591793420587129
311,-0.0707964601769896
312,0.0562515256899602
313,-0.1005754758742727
314,0.0972934724924813
315,-0.0530973451327453
316,-0.0058410491232283
317,0.0235356574057706
318,-0.1062887511071659
319,0.0088566114604471
320,0.0265627766955915
321,-0.0196603192764984
322,0.0285081894643675
323,-0.0797448165869248
324,-0.3199999999999995
325,-0.0154344806297127
326,0.0
327,0.0925212027756176
328,0.107825015403585
329,0.0461893764434197
330,0.0153940886699367
331,-0.023096466240666
332,0.0461716044632568
333,0.0922580149150492
334,-0.0615431956304208
335,-0.0076934913063696
336,0.0153846153846232
337,0.0615006150061596
338,0.0768167153172486
339,-0.1769911504424919
340,0.0307715978152322
341,-0.0538793103448442
342,0.0538502961766455
343,-0.1386642015253114
344,0.0154047600708697
345,0.0461929324813102
346,-0.0523794118100041
347,-0.0786308973173017
348,0.007708317274332
349,-0.0385564466378647
350,0.1165048543689297
351,-0.3882725832012638
352,0.1819188483745977
353,-0.0791577614185138
354,-0.1982868020304568
355,-0.1270648030495525
356,0.2060548422887978
357,-0.1269639739723939
358,0.0158679784195574
359,0.0555070969788226
360,-0.0714172353594694
361,0.1030519223147123
362,-0.0396510705789146
363,0.0158579130986443
364,0.142517814726835
365,0.0395726157498988
366,0.1027830487033599
367,0.1499960527354525
368,-0.1027343132606254
369,0.0
370,0.0
371,0.0631811720107394
372,0.1183245247298189
373,-0.086846676140849
374,0.0788892395077378
375,-0.4219409282700346
376,-0.2488181139587056
377,-0.1578335271639788
378,-0.0997838017628391
379,0.1826029216467454
380,0.1326259946949574
381,0.1076426264800823
382,0.1900826446281024
383,0.2966381015161498
384,0.1316655694535851
385,-0.0576368876080635
386,-0.0741595253790403
387,-0.0907216494845356
388,-0.0115477250981521
389,-0.079247152055476
390,-0.0165125495376453
391,0.1648532805802741
392,0.0988142292490156
393,-0.0164717509471224
394,-0.0082365538258834
395,0.185964375736833
396,0.1180817868287065
397,-0.0657354149548055
398,-0.1398831564222839
399,-0.0741106719367617
400,-0.1599488163787497
401,-0.0880493076122624
402,0.0078437775632732
403,-0.1039980770771596
404,-0.1846203242896163
405,-0.0722949634508823
406,0.2483974358974377
407,0.0
408,0.0960614793467855
409,0.0080044825102098
410,-0.2085505735140812
411,-0.0320950012035675
412,0.0961923847695427
413,0.1920153612288942
414,-0.1843539596024284
415,0.0
416,0.1120896717373903
417,0.0560134432263688
418,0.079955225073954
419,-0.0479961603071658
420,0.1198465963566566
421,0.1037592784739481
422,-0.1358695652173926
423,-0.1921844971172398
424,-0.5151320025756605
425,-0.3953279424977518
426,0.2866869736606409
427,0.1877850308503923
428,-0.0626342161775171
429,0.053657664103012
430,-0.170205141986919
431,-0.2064631956911936
432,-0.116832928911665
433,0.0718455321059706
434,0.2240143369175627
435,0.232433398891476
436,0.0625390869293374
437,-0.0625782227784797
438,-0.0357717760686874
439,0.1517992677917686
440,-0.0267952840300117
441,-0.0697163082533282
442,0.1321074712130645
443,0.1959910913140301
444,-0.2232142857142857
445,-0.0536001429337165
446,-0.1162686700652852
447,-0.0805585392051587
448,-0.116497894076526
449,-0.332673979500094
450,-0.0247688243064738
451,0.0660066006600646
452,-0.2315580549123396
453,-0.290287799618486
454,0.0580238726790512
455,0.0828225940036394
456,-0.0911879300339877
457,-0.058062375580618
458,0.1242647667964472
459,0.0082836315440731
460,-0.1078033004395019
461,0.1242338910054592
462,-0.1659200265471948
463,0.041462807861346
464,0.058014254931206
465,-0.0248694354638159
466,0.0082891246684392
467,0.033145508783565
468,0.0
469,0.0579710144927479
470,0.0496647628507592
471,-0.2239920358387224
472,0.0580383052814801
473,0.0082904990880493
474,0.0662800331400151
475,-0.2179666822357162
476,0.2794597112249536
477,0.0930665425779467
478,0.1857872735717673
479,0.2933004013584404
480,-0.0154392465647755
481,-0.0154416306361811
482,-0.208897485493238
483,-0.0687512968290725
484,0.0764350920624964
485,0.0873443454198322
486,0.0285912989722634
487,0.1851137678364898
488,-0.0617426873504765
489,0.0617045892788372
490,-0.0347208826820075
491,-0.0609916155829557
492,0.0339584780427434
493,-0.0077184316146888
494,-0.120088466716032
495,0.0041727841743363
496,-0.0850734725444588
497,0.1004403924901456
498,0.1234663168454329
499,0.053987351534778
500,-0.1042028482111884
501,0.6299076710673949
502,0.4381443298969115
503,-0.017185083347663
504,0.1372919169383995
505,-0.2494623655914032
506,0.1374452366635139
507,-0.1290211594701457
508,0.0685921756784794
509,-0.275642130667127
510,-0.3286060186786539
511,-0.1125443684529438
512,-0.2255965292841693
513,-0.0086775425199627
514,0.0346981263011851
515,0.1039861351819796
516,0.1211701575212052
517,0.0173070266528176
518,-0.1473264580986235
519,0.0519705500216563
520,0.0951886465905152
521,-0.1212961358516726
522,0.2333823148068078
523,0.069102530880192
524,-0.2164127423822714
525,-0.0862068965517192
526,0.1721170395869215
527,-0.0861326442721865
528,-0.2417544465550001
529,-0.0604751619870351
530,0.198310053457496
531,0.0
532,0.4634397528321249
533,-0.0687049124012352
534,-0.0498358852743488
535,-0.018906840838781
536,-0.0343878954608031
537,-0.0498873234590775
538,0.084221381918184
539,-0.0860141063134305
540,0.1202749140893475
541,0.1800874710573653
542,0.0428595919766819
543,0.0017143542884654
544,-0.070337965345692
545,0.1370567072126063
546,0.2051632757736443
547,0.0
548,-0.2055850608189216
549,-0.2748668613640209
550,0.0772081531809934
551,0.1310818104711138
552,-0.270604608009892
553,-0.0232000618668325
554,0.0231946806865634
555,0.2544921724377142
556,-0.0926283288305489
557,-0.2166009128181334
558,0.0850208687586839
559,-0.1625764496400154
560,-0.0387236679058108
561,-0.093023255813957
562,-0.100876852642194
563,0.1317420954742618
564,0.1547508511296944
565,0.0850405875531389
566,0.0926855642233757
567,0.0463213155253626
568,-0.0308904162483527
569,-0.0850208687587058
570,-0.038660790226539
571,-0.0773814129846187
572,0.1313755795981575
573,-0.0231893020020106
574,0.1620620466121376
575,-0.2588032311191265
576,-0.1020568378081407
577,-0.0707046900777666
578,-0.2362390739428391
579,-0.1972542212403345
580,-0.0789639924194522
581,0.1576789656259877
582,-0.0236574402649642
583,-0.0157741146778105
584,0.1181660627067839
585,-0.0472887767969753
586,-0.086771318135205
587,0.0788208402301635
588,-0.0709891150023689
589,-0.1105495893872398
590,0.1025479214325119
591,-0.055248618784525
592,-0.0631811720107394
593,-0.0078982702788129
594,-0.0948691596173646
595,-0.0474570908803195
596,-0.1108559664264791
597,-0.1347922613384092
598,0.2057287545497633
599,-0.3493727171669031
600,0.3456790123456804
601,0.2381147877494098
602,0.0328326356398194
603,-0.4038239657161652
604,-0.0659739402935826
605,-0.1734820322180982
606,0.0577939233817762
607,0.090736616349088
608,0.0329842500206086
609,-0.1155783043011645
610,0.2963206848300267
611,-0.0082318077049645
612,0.090467966115634
613,0.0493218249075234
614,0.0985464400098467
615,-0.0328596073276858
616,-0.0082155767334908
617,0.0820883270398902
618,0.1393556848922056
619,0.0900900900900896
620,0.0
621,0.1063568681993043
622,0.2041149575440888
623,-0.1553683866219623
624,0.0081766148814316
625,-0.5567740846971457
626,0.6620296656331116
627,-0.2773109243697464
628,0.0671817265703714
629,0.2178649237472809
630,0.0586215559835802
631,0.1785600834617914
632,-0.2964701936782092
633,0.0754021447721208
634,0.0837100284614049
635,0.2171734046107627
636,-0.1254495274734512
637,0.1252923488139038
638,0.0083521256159735
639,0.0250501002004017
640,0.0667556742323083
641,0.0
642,0.0
643,0.233100233100234
644,0.0249687890137337
645,0.0083222370173026
646,-0.150025004167355
647,0.0999167360532808
648,0.0831946755407724
649,0.1329345297440982
650,0.3895507147719467
651,0.0850195544975416
652,-0.2300809544098936
653,-0.1536229410258535
654,-0.0085353362922542
655,0.0255994538783182
656,0.1958780446261318
657,-0.0426003237624581
658,0.0170372263395485
659,-0.0852587603376198
660,-0.0255841719256363
661,0.2127478512467024
662,-0.0681256919015569
663,-0.0852296940254057
664,0.02556237218814
665,-0.0682128240109126
666,0.0170502983802182
667,-0.0255819902788446
668,0.0
669,0.0852006475249284
670,-0.0170430336600001
671,0.0340744526791091
672,-0.02556237218814
673,-0.1963630154529189
674,0.2129834724825353
675,-0.1299665800222805
676,-0.0557310050157925
677,0.3978166342862492
678,0.0924299842868974
679,-0.0739987050226605
680,-0.1946246524559719
681,-0.1578019121878786
682,0.1482991936231315
683,0.2236159945547912
684,-0.0479274611398964
685,0.0185013876040666
686,-0.1018612834521709
687,-0.21343726800296
688,-0.0464209451304534
689,-0.0161570990021551
690,0.2846296296296308
691,-0.0092601166774748
692,0.1940850277264398
693,0.0277187471126315
694,0.0184757505773635
695,-0.1665587119459672
696,-0.2132789317507323
697,-0.0835266821345739
698,-0.2512095273539226
699,-0.1304266815725736
700,0.0733078113545566
701,0.0407099820876055
702,0.1950268161872331
703,-0.0162548764629356
704,0.0893219650832313
705,-0.0030857631011045
706,0.116635574661378
707,0.0972368527671909
708,0.0566893424036341
709,0.0970873786407688
710,-0.1133970516766568
711,0.0485751295336806
712,-0.0242934650579003
713,0.0485633346823166
714,0.0404530744336546
715,0.1050674856542549
716,0.0080814611281646
717,-0.0161655350792079
718,0.0242424242424251
719,0.0080801551389828
720,-0.0808668930939742
721,0.0404171045186299
722,-0.0647092129741958
723,-0.0161799207183852
724,-0.137718729747247
725,0.309384668270883
726,0.3767123287671213
727,-0.1543474532670147
728,0.085675119945163
729,0.1027045532351973
730,-0.1371271854645154
731,-0.2663916817049087
732,0.2314814814814781
733,0.1027749229188117
734,0.6636038795303736
735,-0.3586065573770506
736,0.3196715451472153
737,-0.0388250319284744
738,-0.0596353722951161
739,0.0851208716377328
740,-0.0851933889930214
741,-0.1535836177474339
742,0.2892632295388833
743,-0.1533742331288401
744,0.2380142808568524
745,-0.2300417483172838
746,0.0766218287076359
747,-0.1534788540245503
748,0.0
749,0.3399048266485432
750,0.2816901408450732
751,-0.0248611916797887
752,0.0081206631101464
753,-0.0164097463948314
754,0.0331400165700134
755,-0.107821182715443
756,0.008293249295078
757,-0.0913090395949194
758,0.0248962655601669
759,0.1987742256087418
760,0.1488587495865091
761,0.162158056216992
762,0.0029722589167815
763,0.1236909375772998
764,-0.0329951332178438
765,-0.0412609341475467
766,-0.0908565292805927
767,0.0412813738441309
768,-0.1405539479123619
769,0.0743555849306042
770,-0.0413257293991332
771,0.0330496571098126
772,0.0660556518867131
773,0.0825014437752613
774,-0.1404494382022368
775,-0.4663129120437355
776,0.0803341902313693
777,0.064226075786768
778,-0.0401574170749314
779,0.1363490535771588
780,-0.0481463649494481
781,0.0160462130937066
782,0.0320821302534538
783,0.0561122244488923
784,0.0800961153384015
785,-0.0400641025641002
786,0.0080121785113413
787,0.032038446135356
788,0.0640358600816557
789,-0.0080051232789025
790,0.0320102432778425
791,-0.0881057268722462
792,-0.0320487140453425
793,-0.0320589885389166
794,0.0320487140453539
795,-0.0160269252343905
796,-0.0561257216164267
797,-0.0641848523748381
798,0.0080224628961132
799,-0.2331939530395676
800,0.9945460378569208
801,-0.6945566144403276
802,0.0
803,0.0806972240155007
804,0.0645161290322566
805,0.0483636949862987
806,-0.0322528624415467
807,0.2493364433362843
808,-0.0402317347924019
809,0.1044932079414801
810,0.0883392226148405
811,0.0
812,0.0321130378933897
813,-0.0481927710843391
814,0.1043087539115746
815,-0.1044176706827272
816,-0.048216007714563
817,-0.1287415513356908
818,-0.0080469944475779
819,0.0562972494772457
820,-0.008043111075368
821,0.0562700964630284
822,-0.1449042022218699
823,0.0482780817508869
824,0.176706827309236
825,0.2232142857142809
826,0.4997223764575293
827,-0.9152035861038512
828,0.5017654711020314
829,-0.2048417132216004
830,0.0744324525493099
831,-0.3360716952949957
832,0.3256722806364514
833,-0.1771066368381783
834,0.371471025260035
835,-0.4196586776088807
836,-0.037316913891227
837,-0.2712815715622002
838,-0.112380595617161
839,0.3174010455563885
840,0.055980593394292
841,-0.3276233267808748
842,-0.1406074240719829
843,0.0562113546936369
844,0.0748923422580025
845,0.093527871305657
846,-0.0936154278225131
847,-0.3381551756528268
848,0.271662763466048
849,-0.4044394281414662
850,0.1885014137605992
851,0.2037936980718021
852,0.1252544230468111
853,0.1407129455909997
854,0.0624999999999986
855,-0.392156862745098
856,0.1409774436090279
857,-0.1411764705882406
858,-0.0706380974805772
859,0.0156948913128856
860,0.0392218387197969
861,0.0627155848228271
862,0.1565435190983115
863,-0.0783330722230992
864,0.0156641604010105
865,-0.117619383674434
866,0.0391910957830358
867,0.1330724070450111
868,-0.0548245614035034
869,0.0626174076393224
870,-0.2039215686274549
871,-0.0470809792843709
872,-0.0471031559114478
873,-0.0157035175879365
874,-0.0157059839798932
875,-0.2891606080634453
876,-0.3315649867374052
877,-0.0497594957704447
878,-0.0663900414937745
879,0.09120305115662
880,0.1076693722047336
881,-0.2407638024076314
882,0.0497883993029643
883,0.0911954899684956
884,0.0745588600778636
885,0.04968121222158
886,-0.0414181577203422
887,0.0877294622018394
888,0.1107804232804235
889,0.2144860584062078
890,-0.0495212941564891
891,-0.0165098233448869
892,0.1071988125669955
893,0.0412133201450685
894,-0.0494804552201781
895,0.0494559841740752
896,0.0082419846699127
897,0.2630497328401211
898,0.0492975104757111
899,-0.0410981423639628
900,-0.2673796791443877
901,-0.1575299306868327
902,0.0708382526564371
903,-0.102426725496372
904,0.0944584382871572
905,0.0629326620516034
906,-0.1067847704127521
907,-0.1375285860736467
908,-0.0789203693473352
909,0.1182405801671178
910,-0.0236537096901373
911,-0.0353353545997443
912,0.0195568172857022
913,-0.0315532065946251
914,-0.0789452909133925
915,-0.0552922590837341
916,-0.0553228483363575
917,-0.5243505203781652
918,-0.0397393101255852
919,-0.2709595154606226
920,0.3019227713332237
921,0.0492368291482009
922,-0.0810681926561785
923,-0.1273277096928192
924,-0.159413358839473
925,-0.1286173633440487
926,0.0963700610343642
927,-0.1931123270035362
928,0.0402155553768174
929,0.0562700964630284
930,0.0401767778224163
931,0.0160681288663903
932,0.0160655474335256
933,0.0722427355915904
934,0.0
935,0.0721905831394909
936,-0.1365461847389572
937,0.1043087539115746
938,-0.1044176706827272
939,-0.0401767778224163
940,-0.096517332904371
941,-0.0160888102324801
942,0.0080437580437507
943,-0.0080444051162343
944,0.0160862221507247
945,0.0803664711082604
946,0.0080360012857528
947,-0.1045772665111378
948,0.376662926751081
949,-0.3700128700128764
950,0.0
951,-0.142202559646079
952,0.0236948108364277
953,0.196910289942131
954,-0.023496018292209
955,0.1495827428751359
956,-0.0914076782449723
957,0.0441083805923104
958,-0.0946073793755836
959,-0.0789016884961405
960,0.0157778479015542
961,-0.0315656565656615
962,0.0
963,0.1103578748226395
964,-0.0709947148378981
965,-0.0078889239507659
966,0.0788270534447377
967,0.0551485070511363
968,0.055118110236215
969,0.0786782061368956
970,0.0629029721654446
971,0.0707158010528712
972,0.0863557858376506
973,0.039237228282203
974,0.133228840125382
975,0.1823154056517766
976,0.0331372711457145
977,-0.0082850041424945
978,-0.0829187396351646
979,-0.3160871735152183
980,0.062346730953076
981,-0.0124709012304627
982,-0.0166306336271378
983,-0.0998834692858369
984,-0.0416354400865993
985,0.0748876684972569
986,-0.3339455668726044
987,-0.0334057123768216
988,0.0667668168920032
989,0.0166889185580859
990,-0.0537672113518999
991,0.0203672787979966
992,-0.2342704149933075
993,0.0919501797208053
994,-0.0418130122093971
995,-0.1255965837729142
996,0.1087320173971189
997,-0.1759530791788923
998,-0.2265699923244917
999,-0.1010423671822555
1000,-0.1275713602296257
1001,-0.095770151636077
1002,-0.1838970176701079
1003,-0.0479961603071658
1004,0.1358044416040914
1005,0.0479080166081028
1006,0.0718104204899093
1007,0.095655639697094
1008,-0.3118503118503123
1009,0.0159897665494051
1010,0.0479463001438407
1011,0.0159795461808852
1012,-0.0335683115139321
1013,0.0095900263725728
1014,-0.0719769673704328
1015,0.1301885737562172
1016,-0.1303582853486857
1017,-0.0800384184408584
1018,-0.0720865038045682
1019,-0.0480807757031717
1020,0.0720691864189535
1021,0.0560224089635913
1022,-0.0160089650204082
1023,-0.0618328143221496
1024,-0.0904280904280961
1025,-0.2102383053839419
1026,0.246522275048425
1027,-0.0352298749339369
1028,0.2372375010983182
1029,-0.0615438719887527
1030,0.1066208565852943
1031,-0.3007399577167083
1032,0.0704225352112661
1033,-0.1587021689296355
1034,0.1672387994014591
1035,0.0346680228844151
1036,0.3075438596491228
1037,-0.1053740779768217
1038,0.0772146567457602
1039,-0.0421348314606757
1040,0.1402524544179493
1041,-0.0613981229716631
1042,0.0438365772400466
1043,-0.0438558021226183
1044,0.0632876995710068
1045,-0.0370045598035724
1046,0.0613443168872081
1047,0.0350416119141535
1048,0.1661710687423453
1049,-0.1050604097356019
1050,-0.0160926939169584
1051,-0.0241448692152926
1052,-0.0966728429871945
1053,-0.2018082014853083
1054,-0.1212317142164321
1055,0.0484691816786511
1056,0.0
1057,0.1371410132300641
1058,0.1771621839265687
1059,0.0161030595813172
1060,0.0643707756678454
1061,-0.0483014007406233
1062,-0.0080508815715362
1063,-0.0080515297906529
1064,-0.0828382912749054
1065,0.0666774037687276
1066,0.0482936252414585
1067,-0.0402608905708971
1068,0.1206369631655184
1069,0.0241215727265426
1070,-0.0057895126195386
1071,0.1342648357825489
1072,0.0722195474241722
1073,0.0320872773945066
1074,0.0
1075,0.0160205062480056
1076,0.0
1077,-0.2811470800867608
1078,-0.0482198826649425
1079,-0.2336072176574885
1080,0.1126488574187323
1081,0.0160901045856766
1082,0.176678445229681
1083,0.0481618237277269
1084,0.1202597610839458
1085,0.0400705241224532
1086,0.0320461464508829
1087,-0.0721558566503561
1088,0.0560897435897381
1089,-0.040080160320639
1090,-0.077013172461376
1091,-0.0835006021678034
1092,0.0048171103760559
1093,0.0834269212257333
1094,-0.0160462130937066
1095,-0.0401316317521447
1096,0.1176878034389201
1097,0.0586491467029884
1098,-0.176579179709446
1099,0.0401155327342724
1100,-0.352348993288592
1101,-0.058759338537738
1102,0.1590683189210888
1103,-0.235047043010748
1104,-0.2526528549772708
1105,-0.4483546231283319
1106,0.1182931981411073
1107,-0.1014970819588855
1108,0.0777539257280968
1109,-0.0862798172898019
1110,-0.1779510210999015
1111,0.016944844531048
1112,0.1607173067162897
1113,0.0422761477974103
1114,0.0929211015374213
1115,-0.0338009126246341
1116,0.067556156054719
1117,-0.2539790044023003
1118,-0.1696065128900974
1119,0.0339097999321736
1120,0.1692620176032522
1121,-0.2885757935834352
1122,-0.0594479830148562
1123,-0.2127659574468085
1124,0.0680387821057988
1125,0.0417990302625074
1126,0.1002171371304412
1127,0.2332944509248468
1128,-0.0250020835069598
1129,0.1747088186356139
1130,0.0083187754762423
1131,-0.1165986507870413
1132,-0.0583333333333276
1133,0.0832639467110693
1134,-0.0166555629580246
1135,-0.0333222259246851
1136,0.0333111259160493
1137,-0.049991668055326
1138,0.0749313129631199
1139,0.0748752079866916
1140,-0.0832639467110812
1141,0.1096215809794185
1142,-0.093073593073595
1143,0.0416077223932738
1144,-0.058284762697758
1145,0.066566816442014
1146,0.1993024414549035
1147,0.0083035788424853
1148,0.0663845324039484
1149,-0.1579122340425631
1150,0.1364954785872688
1151,-0.2737382378100882
1152,-0.2057260414880928
1153,-0.1717327837884276
1154,0.1543209876543268
1155,-0.0343053173241906
1156,0.2395619438740598
1157,-0.01711449597809
1158,0.3751065643648744
1159,0.0340889722174929
1160,-0.0341005967604486
1161,0.238135737370302
1162,-0.0255210548702689
1163,0.0544152906966918
1164,-0.0034010713374754
1165,-0.1532828067785
1166,0.1869953251168711
1167,-0.0765566519224254
1168,0.3052917232021704
1169,0.1016604540833654
1170,0.0
1171,0.0084709868699626
1172,-0.0847816871555695
1173,0.2452638700947159
1174,0.4881333108904211
1175,-0.1102348851013274
1176,0.0423800644176955
1177,-0.1358003734510361
1178,0.0508992195453022
1179,0.1440067767894974
1180,0.0
1181,0.0930941096817869
1182,0.0761099365750557
1183,0.042265426880809
1184,0.0338009126246461
1185,-0.2117029384367855
1186,-0.0338839474798867
1187,0.0
1188,0.0508001016002051
1189,0.0084659668134144
1190,-0.0677736360555729
1191,0.0846453360419792
1192,-0.0931966449207823
1193,0.0677334688002695
1194,0.04231550440081
1195,0.0287662656310862
1196,0.0896027049873157
1197,0.0810838203993409
1198,0.1467487560091021
1199,-0.1605000844737267
1200,0.287550744248976
1201,-0.1355013550135472
1202,0.0677048070412984
1203,0.0845594452900461
1204,-0.3734510269903344
1205,0.0169721656483454
1206,-0.1529831718511022
1207,0.0509683995922547
1208,-0.0850195544975296
1209,0.0
1210,-0.1106477146991315
1211,0.0595440626063349
1212,-0.068096697310179
1213,-0.1193114027612072
1214,-0.0085229694025442
1215,-0.0596964011598099
1216,-0.0426584762392384
1217,-0.0768442622950727
1218,0.0085375224109885
1219,-0.1111111111111072
1220,0.0853970964987142
1221,-0.10258163788681
1222,0.0854116843184099
