,TXN.US
903,0.0262315723204508
904,-0.0840115515883565
905,0.0367415494436393
906,-0.1234989620831981
907,0.2594611594506785
908,0.2457516339869275
909,-0.2043382584092981
910,-0.0524218913818529
911,0.0157240945542225
912,-0.1364614496404718
913,0.0708048147273966
914,-0.039351487486221
915,0.0524411348261546
916,0.0890705228963721
917,0.2560752547687382
918,-0.0102963304818945
919,-0.0053836504286017
920,-0.0601448706885179
921,-0.0235404896421928
922,0.1253918495297853
923,0.0261164794985546
924,0.2448937057107122
925,0.0077140653124126
926,-0.3024289745836865
927,0.1885908459043378
928,-0.2736189984512138
929,-1.1713310637248713
930,0.4174555289711766
931,0.1402378850049396
932,-0.1091930116472587
933,0.1350088275002696
934,-0.2916362878866796
935,-0.1721529552924057
936,0.1146370694596419
937,-0.2036340852130254
938,0.0417536534446681
939,0.2640192559154533
940,0.1547776824926562
941,0.4114906832298072
942,0.0465621604842482
943,0.1652807189711386
944,-0.2537282518641306
945,-0.1867607387424847
946,-0.114261971538381
947,-0.0467653936087313
948,0.6658408175905959
949,-0.7069341927435355
950,0.2576006340938596
951,-0.2355077604063173
952,-0.2275118732758898
953,0.2185017026106645
954,-0.4303342927983102
955,-0.1798663849711629
956,0.0855773619351926
957,-0.0228258388495731
958,-0.274662394140546
959,-0.2294104152328385
960,0.0802292263610237
961,0.1132240932627662
962,0.0641839711686982
963,-0.1776504297994282
964,0.2115857494138528
965,-0.0527526951363337
966,-0.0559880925120257
967,-0.1616991020539287
968,-0.0217939894471108
969,-0.074614015955934
970,0.0143467906229409
971,-0.4062229904926442
972,-0.4514672686230255
973,0.3000750187546782
974,-0.1155468253509669
975,0.0269323996768173
976,0.1613336918526394
977,-0.3670318993900677
978,0.150902721638373
979,-0.3705406648094567
980,-0.0297602943563696
981,-0.1951748441312082
982,-0.266362252663612
983,-0.2069942259505367
984,-0.1090631475624479
985,0.2936059156154807
986,0.3305695550859013
987,0.1461038961039016
988,-0.0541418516513387
989,-0.2741659654170827
990,-0.029814255558677
991,-0.1305600870037977
992,0.0135924969416912
993,-0.0897910317805945
994,0.1901037423279684
995,0.0678481287486091
996,0.1084392875538746
997,0.0298119139248776
998,0.0650018958886325
999,0.1946261555927908
1000,0.357132969740584
1001,0.1161408069020866
1002,0.173908242698613
1003,0.1983580362554486
1004,0.181498185018141
1005,-0.1101200308336023
1006,0.1484413656605541
1007,0.2358490566037773
1008,0.1150495808908168
1009,0.2677303026991635
1010,0.0163889647637263
1011,0.0382262996941858
1012,0.0818464560484562
1013,-0.0109140518417518
1014,0.0381845952432867
1015,0.0299931833674202
1016,0.1660496515679479
1017,0.3255914912090266
1018,0.0270710286285665
1019,0.1354968035540163
1020,0.1298560761822209
1021,-0.2332013666684781
1022,-0.1575230852797349
1023,-0.228658536585359
1024,-0.2237136465324366
1025,0.036278828712098
1026,0.0060633794167541
1027,-0.3493161370846198
1028,-0.3758417288719522
1029,0.2975927153799934
1030,-0.0608254133576271
1031,0.0026037598291909
1032,0.1611729229489457
1033,0.0181936322287181
1034,-0.0754304739114655
1035,-0.1197916666666613
1036,0.0832639467110723
1037,0.0260132147130801
1038,0.1091362644215671
1039,-0.1347828123292375
1040,-0.2561694579224781
1041,-0.0992270733235835
1042,0.2032626257361832
1043,-0.0312809551118306
1044,-0.0156429241839613
1045,0.0677400864988773
1046,-0.0312744331509003
1047,0.0
1048,0.1301405517959396
1049,0.1714909317674024
1050,0.2657736671450592
1051,-0.2664819058785908
1052,-0.0746706491012781
1053,0.3401902939456686
1054,-0.3467036483891645
1055,0.1016673877875643
1056,-0.0297417583881912
1057,0.0479475773154702
1058,0.1622254135418214
1059,-0.1278159450391333
1060,0.1223404255319094
1061,0.106269925611046
1062,-0.0904111046109596
1063,-0.0851652738595819
1064,0.1647358911680318
1065,-0.0372122694168269
1066,0.0186026734699282
1067,0.1035361580121021
1068,-0.058439143600921
1069,0.0
1070,-0.1383199446720173
1071,-0.1118449083936983
1072,0.0638705556738367
1073,0.3447727152177402
1074,0.0159100551548584
1075,0.3276642221875611
1076,-0.0052012899199101
1077,0.0675710795779382
1078,0.1608718214841734
1079,-0.1715444196080387
1080,-0.2736584221637289
1081,0.0390787828261716
1082,-0.0260593109918084
1083,-0.1043460113737241
1084,-0.2300894211159325
1085,-0.0942161737764869
1086,0.1724318110565284
1087,0.1304597401241976
1088,-0.0260987576991246
1089,-0.0992737342599018
1090,0.1825388546990835
1091,0.0214306832112236
1092,0.0671669011515748
1093,-0.0417035917218287
1094,-0.0365039632874539
1095,0.0104286161226458
1096,0.0573245088331779
1097,0.0312581401406628
1098,0.0130225289751299
1099,0.122262109151456
1100,-0.2035896062148381
1101,0.1871657754010664
1102,-0.2734731084776615
1103,0.3260288615713443
1104,0.0987799343246935
1105,0.2317281056893257
1106,-0.4065040650406455
1107,-0.2305259207634197
1108,0.0857035727676879
1109,-0.010714094391177
1110,0.2777926171269888
1111,-0.0106854730993269
1112,-0.0454338936846778
1113,0.2319752559726974
1114,0.183642509248662
1115,-0.1119074898084292
1116,0.3504765950667746
1117,-0.0717398235731697
1118,-0.1170461800383054
1119,-0.1545265625832687
1120,-0.0506464081034246
1121,0.0932090545938808
1122,-0.1386206525037789
1123,-0.0480789754535788
1124,0.0426712182632729
1125,0.1278488048916165
1126,-0.1335856618056379
1127,-0.2119589468987034
1128,0.2059560256053462
1129,0.0445112112613275
1130,-0.7257544764199778
1131,-0.3740788659503808
1132,-0.2763989169675142
1133,0.292463442069747
1134,0.3697749466406701
1135,0.0224649859943951
1136,-0.0504456028249556
1137,-0.1628115876936851
1138,0.2575876357934863
1139,-0.3935237238587908
1140,-0.1463799121720475
1141,0.1910541694762887
1142,0.7611877875365849
1143,0.002788155913692
1144,0.344540150041665
1145,-0.2953962768922089
1146,0.0111457868925603
1147,0.1224535233218294
1148,0.1611558766323934
1149,-0.4914279332104738
1150,-0.0212698075082378
1151,-0.0798254483529379
1152,0.3632121742357975
1153,0.1773143492298777
1154,-0.2706719031950002
1155,-0.2154083450788507
1156,0.5422132881929781
1157,0.1452605445949902
1158,-0.4350248017188748
1159,-0.2953070128764535
1160,-0.7343088385056572
1161,-0.0160823415889359
1162,-0.0348572194664151
1163,0.4510997224001702
1164,0.2727963865659032
1165,0.1369557126907312
1166,-0.2024399339406506
1167,-0.0906473285699135
1168,0.0958874920093793
1169,0.0053267991264
1170,-0.069296375266522
1171,0.3135129390509609
1172,-0.1703305477191638
1173,0.0478825281974906
1174,-0.1652011723954182
1175,0.0265872593853086
1176,0.122151999575118
1177,-0.0215671338129011
1178,-0.5444640282006189
1179,0.1759436980166413
1180,0.3188775510204051
1181,-0.0744601638123531
1182,-0.218538457438301
1183,-0.1444437208617096
1184,0.2611936325400631
1185,0.1010530794596307
1186,-0.0106382978723458
1187,-0.0159599936160031
1188,-0.0718715894268857
1189,0.0399127241764614
