,ROST.US
0,-0.049900033322225
1,0.2036829197322944
2,-0.0041569670768169
3,0.4798940923382412
4,0.2805280528052833
5,-0.3809839324167699
6,0.1323407775020767
7,-0.0993541977148572
8,0.0082788310290629
9,0.107509096923582
10,0.0743740186761452
11,-0.1406818934127786
12,0.0744232200446567
13,0.1609907120742977
14,0.1195679063247266
15,0.0247320692497948
16,-0.0577414831312325
17,0.0906543596505681
18,-0.0164853280580367
19,-0.099009900990091
20,0.0206228088265551
21,0.0947750123619656
22,0.0809464559368788
23,-0.188350796138936
24,-0.248118435199733
25,0.1407335737531855
26,0.193134931085944
27,-0.4320225709751321
28,-0.4516871844832212
29,-0.1019548738862492
30,-0.1998756329395118
31,0.1330731014904237
32,-0.1777461784571657
33,-0.1067615658362903
34,0.252917424679413
35,0.0930933593403705
36,0.0088652482269422
37,-0.008866034222884
38,-0.2488667673984544
39,0.0533001687838572
40,-0.1779834475393687
41,-0.4110445894022053
42,-0.0178746983644615
43,-0.2688412940227593
44,0.1431767337807575
45,-0.1164665830496285
46,-0.1525347689546897
47,0.3130590339892615
48,0.0491708014840702
49,-0.1118768459679584
50,-0.8127438231469439
51,0.1541832346019619
52,-0.3174861608596553
53,0.1463176719232585
54,-0.1383801383801398
55,-0.0407166123778478
56,-0.1713027163716402
57,0.1384815900944947
58,0.2518891687657334
59,0.0649614291514514
60,-0.1138118852125848
61,0.0
62,-0.0976483033607328
63,-0.130367473315405
64,-0.0733855185910008
65,0.1465559355153823
66,0.1706900755913256
67,0.0487448208627851
68,0.1217137293086591
69,-0.3256268316509211
70,0.1219611350516232
71,-0.0081314034802332
72,-0.0732362275205496
73,0.0731826313221689
74,-0.2527105241705407
75,0.4694019471488232
76,0.4241322600190382
77,-0.1994796183868204
78,0.3026372676178197
79,0.404753703065793
80,0.0
81,-0.0905055380769762
82,0.3307560137457088
83,0.3467317323744712
84,-0.261802575107302
85,-0.1504405759724884
86,0.1373567412113118
87,-0.2280158320426782
88,0.1632162185379243
89,-0.2713295146216441
90,-0.1768918802312523
91,-0.0906853219328963
92,-0.3162363541847122
93,0.224757952973725
94,0.090685321932884
95,0.0647332988089097
96,-0.2596053997923132
97,0.1296344309048409
98,-0.1211387038158696
99,-0.4432470015643932
100,0.2902208201892735
101,0.8466093919426145
102,-0.0083416750083459
103,0.6464445549477882
104,-0.0331619963521738
105,0.2645940135604375
106,-0.0496360026472553
107,0.099173553719012
108,-0.0827129859387876
109,-0.00827198279428
110,0.2797183184565438
111,-0.0322633880683264
112,0.1565332015158986
113,0.180921052631578
114,-0.0575989467621107
115,-0.1392539613220037
116,0.1226236523742909
117,-0.1566106165512792
118,0.0370782350760117
119,0.0288303130148359
120,0.1275142939410153
121,-0.1937026046818444
122,-0.0247341083353837
123,0.1481847369720858
124,0.0
125,-0.9941939075797342
126,-0.5196674128557769
127,0.3108312744082255
128,-0.4282226757914088
129,-0.1402693170888082
130,-0.1444854711831809
131,0.3957625424745188
132,0.0359654731457814
133,-0.1276403343456599
134,0.1274776214833826
135,0.0798594473726196
136,0.1037096130833629
137,-0.0319208363259053
138,-0.0958543014617817
139,0.1117050985398552
140,0.1275001992190585
141,-0.1196744853997059
142,0.0717531690983045
143,-0.119731800766288
144,0.055843637814115
145,-0.0798403193612729
146,0.1435063381966091
147,0.0876214752270188
148,0.0159286396941669
149,-0.1036434664753212
150,-0.7728693301799192
151,0.1686482840037126
152,-0.1731638298770944
153,-0.6247343816404585
154,0.2205071664829029
155,-0.1358811040339674
156,0.2456794307014624
157,-0.8544087491455912
158,-0.4548965754012541
159,0.1114540466392279
160,0.2650705429670819
161,0.3833049403747894
162,-0.0809854652401848
163,0.2084219481071802
164,0.1274426508071416
165,-0.7964374411235822
166,-0.1973571305989272
167,-0.0686931135153808
168,-0.0343583576704965
169,-0.5180452426178627
170,-0.1643172187148644
171,0.5162178439301458
172,-0.0861103935245057
173,0.0258264462809927
174,0.3517199965685825
175,-0.8617893047224798
176,0.0211157565775509
177,0.8001675743611214
178,-0.2351557907113472
179,-0.309597523219808
180,-0.0063187160369075
181,-0.0379266750948061
182,0.3359932801343901
183,-0.2779649595687317
184,0.3525264394829626
185,0.0671028350947813
186,0.050301810865193
187,0.1841004184100409
188,0.0083675006275668
189,-0.1424501424501438
190,0.1923559421259427
191,-0.0334644022421082
192,0.1587036418309369
193,0.0083521256159735
194,0.1084598698481524
195,0.0916895890639321
196,0.1747378931602662
197,0.1329566229017754
198,-0.1456330878375543
199,-0.2210175145954967
200,-0.3037517445201581
201,0.1557377049180309
202,-0.2382713006326565
203,-0.8451404424558754
204,-0.2158930499045012
205,-0.1080631753948542
206,0.1535460845748452
207,0.1284814323607436
208,-0.0829600132735974
209,0.1656451880072789
210,0.0662142029465306
211,-0.0248364930871652
212,-0.3656003323639484
213,0.4549214226633675
214,-0.0579326326243543
215,-0.3404750041521313
216,0.2980625931445599
217,-0.0455580865603701
218,-0.1368613138686065
219,-0.0082953131480755
220,0.3224739540267906
221,-0.2237507251180873
222,0.1076158940397313
223,-0.0911425967354374
224,0.0496894409937907
225,0.4839168801594127
226,-0.0854700854700887
227,-0.6018916595012854
228,-0.4510556621880987
229,-0.1249159219756026
230,-0.2456292443288498
231,0.0625721986907948
232,0.469483568075126
233,0.4569424058003383
234,-0.3840188419117779
235,0.4024029751120542
236,-0.066793893129778
237,0.0
238,0.0858041758032256
239,-0.114536603989696
240,0.4749691270067446
241,0.2227382588502909
242,0.0757683383056289
243,-0.1612673718161433
244,-0.1662865830482814
245,0.1138952164009154
246,-0.0094921689606123
247,0.3641178417742517
248,-0.2132499289166849
249,0.2835270768358351
250,0.0978314038806378
251,-0.032621105855482
252,0.0896276379043424
253,0.113941564254904
254,-0.2202283849918517
255,-0.0163158753467091
256,0.1181503361173322
257,0.2641202763104452
258,-0.0243862786538783
259,0.1136732705423843
260,-0.0615025636900869
261,0.004630757981968
262,0.0
263,-0.0162509141139272
264,-0.04064379775646
265,0.0568689576732532
266,0.2996922080025841
267,-0.0648403306856851
268,0.1052546352522141
269,-0.0756786364233033
270,0.0108563558292184
271,0.2061688967942721
272,0.0686757695725892
273,-0.3120314462860079
274,0.512014191259467
275,-0.2703357004518994
276,-0.858666015545523
277,0.5302784974093273
278,0.7870689052762296
279,0.4876508672368338
280,-0.0719884818429078
281,0.3507093894468338
282,0.3573981415296663
283,0.269306930693072
284,0.3158310303987411
285,0.1302682959140534
286,0.2711544510852408
287,0.1021289967790161
288,-0.2362390739428391
289,-0.0788084167389032
290,0.0433258497774568
291,0.2631992457573915
292,0.1098728614032338
293,0.1019208153665193
294,-0.1806471881872478
295,0.1176747469992984
296,-0.0588720122453807
297,-0.1533018867924474
298,0.0078610172156205
299,0.188309140839552
300,0.4600141542816792
301,-0.5068018138170245
302,0.7194244604316528
303,-0.510158814657087
304,1.0447761194029954
305,0.775328861399077
306,-0.2620316184819734
307,0.4607894279255791
308,0.5447470817120705
309,-0.4385774458291803
310,0.4624827109267036
311,-0.1341700930534526
312,-0.7280495248060057
313,0.1175702155453996
314,0.1087429317094389
315,0.320846340617404
316,-0.5098705713165066
317,-0.1877401327279108
318,-0.0262031618481973
319,0.1656784094872793
320,0.2305450432815576
321,0.2343444863950095
322,-0.3789858860428666
323,-0.4551023980395554
324,-0.3777563032592522
325,0.3723070487345805
326,-0.0711654387140053
327,0.1087229238103165
328,0.2169740465659727
329,0.0
330,-0.4863731656184472
331,-0.1007302946361156
332,0.1090055341271253
333,0.0
334,0.1799539652646907
335,-0.2643504531722035
336,-0.0167869733087091
337,-0.0503862949277815
338,-0.1850917045263325
339,0.0672608037666035
340,-0.134702811921196
341,0.1597041270908613
342,0.0923748740342622
343,0.0922896216125509
344,-0.025176233635449
345,-0.0503778337531505
346,-0.1808470370526047
347,0.0
348,0.1385972280554322
349,0.1844554372432287
350,0.9827600566336242
351,-0.2797845241575093
352,0.3702779164586515
353,0.2821108529704524
354,0.0248859394442149
355,0.140821736249173
356,-0.0580190634065422
357,-0.2992767478593394
358,-0.2166125135382863
359,-0.1167737092334644
360,-0.045896440939631
361,-0.0626252505009925
362,0.029216578321296
363,-0.0793650793650784
364,0.1334890705823432
365,0.0083423709018145
366,-0.0667835378579165
367,-0.2510670348983274
368,-0.2012578616352158
369,0.3259779338014046
370,0.2999999999999995
371,-0.2171371304493111
372,-0.2259981585335197
373,-0.0670072870424644
374,-0.3614660390047132
375,0.2184428147917
376,-0.1406250000000053
377,0.0390472471690834
378,0.3657018362900706
379,0.5647969052224292
380,-0.1006815365551389
381,-0.0852647081621685
382,-0.0620491739703591
383,0.0852448853068701
384,0.0542173340562478
385,-0.0581237648700097
386,-0.0426422701194036
387,0.0387506781368762
388,0.0232450023245011
389,-0.1280111718840855
390,0.0813953488372013
391,0.0232504068821213
392,-0.0038752179810079
393,-0.0038753681599716
394,0.1006581494386337
395,-0.061981870302946
396,0.1238102607753591
397,0.1930800123571208
398,0.1234186979327341
399,-0.3327915795990855
400,-0.12685324665029
401,0.166218141522881
402,0.0948916653487192
403,-0.6206238064926693
404,0.3251645649932561
405,-0.310262529832936
406,-0.34325856150715
407,0.2150708937390554
408,-0.0079662232135785
409,-0.1715676495232042
410,-0.183874965023787
411,-0.2685370741482916
412,-0.2169023136246754
413,0.0682374663830078
414,0.1002486165690913
415,-0.0722311396468727
416,-0.0321130378933783
417,-0.0562294160173567
418,-0.1931589537223298
419,0.2408671216378941
420,0.5906297390055145
421,-0.1598848828843255
422,0.4852824184566423
423,-0.0955566172957513
424,-0.600817111271329
425,-0.1038809939333499
426,0.0622897720194367
427,-0.2414352911792917
428,0.0457684946326094
429,0.0748378513221382
430,0.1908872105568842
431,-0.0838947079882705
432,0.0381948769045597
433,0.0788185513979912
434,-0.1495637723307078
435,-0.1331225559530714
436,0.0415834996673296
437,0.0830978893136185
438,-0.0748440748440776
439,0.0083153168135748
440,0.0581733566026703
441,-0.2165403514616516
442,0.1039976704521818
443,0.2034207904350752
444,0.0497925311203338
445,-0.1870712949490703
446,-0.0583170902350991
447,-0.2668390540934978
448,-0.0041708375041788
449,0.3325573661456649
450,0.3389830508474624
451,-0.3145456091133253
452,0.2755288033572149
453,0.0296635308076926
454,-0.0890698562157948
455,-0.4559011504047813
456,-0.2306115476597164
457,0.3913561340820213
458,-0.0851498637602252
459,0.1657669911165957
460,0.012749681257969
461,-0.051024747002298
462,-0.0255188839741418
463,0.1806868818606685
464,0.1332994149071509
465,0.0508517670988965
466,0.0169477162952378
467,-0.0848104486472805
468,-0.4943322253473096
469,0.1276813074565932
470,-0.0255427841634747
471,0.1105630209219216
472,-0.0170125893160905
473,-0.1789518534299173
474,0.221069636935639
475,-0.5498089646817663
476,-0.121291285687624
477,-0.084041460453827
478,-0.3608078346844151
479,-0.0891098396022876
480,0.0281320330082531
481,-0.2396954457865257
482,0.2439866023037113
483,0.1823287158367659
484,0.1308655823518419
485,0.018691588785043
486,0.2888826763582166
487,0.1860292065854365
488,0.1578751857355142
489,0.0742390497401617
490,0.1297497683039856
491,-0.074197736969034
492,0.3143491124260387
493,-0.4271123491179143
494,0.0927643784786589
495,-0.1393404551788123
496,0.7193581112238321
497,0.723310748947072
498,-0.1696702893566307
499,-0.2067824648469757
500,0.117665516159402
501,-0.5918093584786553
502,-0.1026856240126458
