,ZM.US
689,0.0748371192111273
690,0.1172539133493513
691,-0.0557266461357963
692,-0.1203970165031914
693,0.1049874463878986
694,0.0504588500894245
695,0.1229904243169685
696,-0.070329670329673
697,-0.2997971960144554
698,0.3333353839069232
699,-0.0316181210807094
700,-0.3046699814760651
701,0.1119929882650914
702,-0.8198330878743328
703,-0.1499545219892221
704,0.6642084442382288
705,0.1925420424079991
706,-0.96461440031498
707,-0.0689485348436278
708,-0.804249615250958
709,-0.0347636074692059
710,-0.4790419161676686
711,0.004939875724696
712,-0.8047381922438464
713,-0.275036352916075
714,0.2591811345110813
715,-0.1485754591026949
716,0.7475747574757357
717,-0.7963709677419275
718,-0.2110796885172967
719,-0.3101281856411805
720,-0.187817258883251
721,0.0101512536798346
722,-0.0101522842639645
723,0.7306626354245345
724,-0.3286147623862372
725,-0.9129720853858844
726,0.281634791721244
727,-0.0498021021729437
728,-0.2496321210847142
729,-0.068367078622138
730,-0.1514253736256471
731,-0.046133591393396
732,-0.007878372681281
733,-0.02635601707869
734,0.0816369525715646
735,-0.031611390637761
736,0.0500263296471821
737,0.2966424277426286
738,-0.1393270241850761
739,-0.0065724613867833
740,0.0013144749986843
741,0.1985900604218668
742,0.1579871116466661
743,-0.0458637453644887
744,-0.1272698645953641
745,-0.0498831683688198
746,0.1419652021398447
747,0.0428464733552586
748,-0.0655574348686884
749,-0.5895386563266634
750,-0.6934773695562928
751,-0.1374509103891434
752,-0.0357142857142938
753,-0.4520341536916089
754,0.0215208034433293
755,0.4570122822050745
756,-0.2146844139115378
757,0.1928433683308205
758,-0.0965147453083044
759,-0.6910700788251867
760,-0.6265845708076643
761,-0.003622007316472
762,0.0307775866751285
763,-0.0054316338354527
764,0.4146983520248015
765,-0.2313225141865711
766,-0.0868212567376945
767,-0.13040170971131
768,-0.2869805289160202
769,0.1595821848252047
770,-0.2180866530968387
771,-0.5041280046759683
772,-0.0328887264754364
773,0.1659947830211199
774,-0.4084398695922961
775,0.8275717177890834
776,-0.6149352396325849
777,-0.5876212935400247
778,-0.0696351889821682
779,0.7029809465273449
780,0.3636085275768319
781,-0.7791706846673024
782,-0.1514343771488599
783,0.0972559916637758
784,-0.0849781760593407
785,-0.259468670126233
786,-0.0116193500910296
787,0.4837248742508028
788,-0.1524802161744766
789,-0.1120729633637426
790,-0.0231928875144964
791,0.1235425835842765
792,0.1349423603346658
793,-0.0192811969767126
794,-0.0308594352723283
795,-0.2862669245648004
796,-0.0270866385481535
797,-0.257986926076085
798,-0.0881423323936566
799,-0.1625700062227778
800,1.093310240311746
801,-0.8499870089321749
802,-0.3356153129963267
803,1.1156241538044962
804,0.267358016689624
805,0.0397368298864147
806,-0.0965196714224044
807,0.1585517162677084
808,-0.1777519526499375
809,-0.0094600986553059
810,0.2816559754191038
811,0.1695411894144592
812,-0.0646455399693018
813,-0.0194432131606341
814,0.1081938989616381
815,-0.3028187806464709
816,0.0707236842105214
817,-0.1295896328293785
818,0.0593599913658267
819,-0.0945256164420619
820,0.1294672960215827
821,-0.0202333580629901
822,-0.3600969283461219
823,-0.0500866697132294
824,0.043295786851509
825,-1.9148361193684276
826,0.7927616977256668
827,0.8167521367521401
828,0.2595335972872117
829,-0.4337982077284523
830,-0.6356865222969059
831,-0.0670600858369142
832,-0.2920830130668682
833,-0.2349859393659284
834,0.0654450261780166
835,-0.2636668880938314
836,0.1053017158280314
837,-0.1390015058496519
838,-0.0057920648711212
839,-0.1798769873505983
840,-0.2365257851880627
841,0.1819096644347359
842,0.1082543978349015
843,0.2391329502063504
844,0.0828564271537976
845,-0.1331326695994548
846,-0.2786162061759811
847,-0.1181643840923645
848,0.1489361702127624
849,-0.0386996904024855
850,-0.056251457735943
851,-0.7951653944020356
852,0.1959864189692714
853,-0.3935153110710708
854,-0.0707164547484006
855,0.9384331792171106
856,0.5448013005286735
857,-0.2396132227937297
858,0.0136644942220219
859,0.5853047668309088
860,0.0299368604398034
861,-0.0599095909808753
862,0.4500108436347777
863,-0.1452442682810865
864,-0.229931972789123
865,0.1331557922769665
866,0.0882396861382209
867,0.1342154496895432
868,-0.5671747607231434
869,0.4087063967303476
870,0.282281016926567
871,-0.895464480874317
872,-0.0464696717054413
873,0.0054667213338905
874,-0.0191371862868527
875,0.1732145232078628
876,-0.1518461292556857
877,-0.45224651449062
878,-0.1071552948109987
879,0.8209787980232678
880,0.5364551676752806
881,-0.3580332042645793
882,-0.233131215392511
883,-0.1128915676758561
884,-0.2876045021741198
885,-0.0351889497086361
886,0.0988477541875665
887,-0.0160059755642112
888,0.0586541537805189
889,-0.3639088087337998
890,-0.1616651943841754
891,0.3374111864950007
892,-0.1417680888056634
893,-0.4325166559209148
894,0.0429645542427411
895,-0.2854526848710083
896,0.6820187755757071
897,0.3544587175523802
898,-0.1120597652081152
899,-0.0373672129397283
900,-0.0253485424588267
901,-0.2177463255307443
902,0.763496236539779
903,-0.3832110191243997
904,0.5053684153732615
905,0.0808654399080012
906,0.9116809116809124
907,0.1067235859124907
908,0.7800642405845115
909,-0.2121961684425108
910,-0.3567916792389298
911,0.111694206084674
912,-0.0709672840820341
913,0.2071493068465429
914,-0.2342543789596863
915,0.1364619147201612
916,-0.131317433276549
917,0.1682994667564344
918,0.2509321599604091
919,0.188690626742846
920,0.2481130249661367
921,0.1738794435857821
922,-0.0035128394281065
923,0.4650349650349594
924,-0.1470691224875747
925,0.9353696559742016
926,0.4209861600799934
927,-0.3008550617544564
928,0.0369334669973055
929,-0.6745989588866517
930,0.4494738511977276
931,-0.7243675099866916
932,0.3675918462216908
933,0.0939985155338789
934,0.4853856705708492
935,0.2053388090349153
936,0.2625636716903849
937,-0.1314544116100536
938,-0.4542573420663499
939,0.0026409613099144
940,0.056431889243588
941,0.4037857012543122
942,-0.1684748262060345
943,-0.1740965444473669
944,-0.3228538160262589
945,-0.190900413617555
946,-0.6672716596380718
947,0.4172979294580424
948,0.3891977760127006
949,0.126923687133116
950,0.9301828719077438
951,-1.187556148027931
952,-1.0868291539723398
953,0.1291100999323327
954,0.0127835715017043
955,0.0307062436028546
956,0.204290091930538
957,0.6811594202898617
958,0.3926550409978097
959,0.3481313116782172
960,-0.2181287637303671
961,-0.4208651841556528
962,-0.1769398114575819
963,0.4332129963898917
964,-0.1489580169783176
965,-0.021697621940632
966,-0.3745970903388856
967,-0.3877098880596968
968,-0.0232388413469438
969,0.4469375907111704
970,0.0435224140432256
971,-0.3435525664541153
972,-0.064093226511297
973,0.5562476460874398
974,0.3090341959334546
975,0.1342961023111608
976,-1.7751326174149342
977,0.0372483794368266
978,-1.6763978749145143
979,1.791627362998517
980,-0.3385771672929885
981,-0.1869498610858742
982,-0.0649553107462066
983,0.253978126781739
984,0.1707544240918886
985,0.1240310077519426
986,-0.2746540913095305
987,-0.1089437642664494
988,-0.496644029375295
989,-0.7550559436886046
990,-0.7524280451319306
991,0.5535263157894795
992,-0.1555045992461914
993,1.1077516551112965
994,-0.0182486509033212
995,-0.1959042942221293
996,0.7415089447757359
997,-0.4400927059191161
998,0.375708702007114
999,-0.6050529832437204
1000,-0.2765056597252166
1001,0.0892086330935258
1002,-1.2234197494902384
1003,0.7401551900061183
1004,-0.467654320987649
1005,-0.6549516096020611
1006,-0.1200234192037377
1007,0.3034673730255379
1008,0.0379846544330023
1009,0.3285838906658899
1010,-0.5967355057625823
1011,0.1008167618824887
1012,0.3741011383155332
1013,0.0320139697322507
1014,0.0814237524717845
1015,0.0348837209302338
1016,0.5435411125245737
1017,0.0304926073491537
1018,0.2046467356033376
1019,0.0995273172806346
1020,0.6383884563837662
1021,-0.7529279409219375
1022,-0.0519510505656911
1023,0.6309510152575395
1024,0.3144833895591417
1025,0.6173485403369146
1026,-0.2780546665967014
1027,0.091726288754348
1028,-0.6568534346312148
1029,-0.4265239621691675
1030,-0.1326365493275327
1031,-0.0769884251884943
1032,0.1696173009646947
1033,-0.1353467264669172
1034,-0.1701358428370115
1035,0.0398596938775449
1036,-0.3118752499000442
1037,0.3598889788980274
1038,-0.4415099373082493
1039,0.263409961685811
1040,-0.0763673428957524
1041,0.1851960132890355
1042,-0.2958895345737627
1043,-0.0907150480256069
1044,0.2461906979839007
1045,-0.1065743022713739
1046,0.2007551584769186
1047,0.2202117216311694
1048,-0.0145944726751686
1049,0.0172450387350094
1050,0.4922607139096569
1051,-1.005051847912782
1052,-0.397746990203147
1053,-0.0534708226120137
1054,0.383184781162699
1055,-0.5538017015356761
1056,0.2189001601708622
1057,-0.332119134347549
1058,0.0909820711800842
1059,0.0480903220767744
1060,-0.2519976403711029
1061,-0.0456045282613987
1062,0.3981189547373508
1063,-0.1530688702875133
1064,-0.1200300075018698
1065,-0.3333333333333357
1066,0.1503113592441492
1067,-0.4150719637755432
1068,0.3223899844178296
1069,0.1555793991416266
1070,-0.2366100236610011
1071,-0.086114101184067
1072,-0.221155402125263
1073,-0.5543806703878467
1074,-0.2816970356268683
1075,-0.4935555133850099
1076,0.1202015355086345
1077,0.2870813397129144
1078,-0.2424791494577441
1079,0.1888297872340371
1080,0.5501481168006729
1081,-0.4116537858869178
1082,0.4073319755600869
1083,0.447639360665663
1084,-0.3726609578179427
1085,0.0290643908367938
1086,0.2871746232479648
1087,-0.785979819437063
1088,0.1749456608174649
1089,-0.16594315451299
1090,-0.0331996494117022
1091,0.3520008469193267
1092,0.5448658892895818
1093,0.2284783864698639
1094,-0.2210875401379099
1095,-0.1687318745056647
1096,0.6157474125507575
1097,-0.3892995238971937
1098,0.0683437163210027
1099,0.6217183459157273
1100,-0.3152966719815598
1101,-0.590397416870533
1102,-0.0819330601092818
1103,0.8264462809917347
1104,-0.2853260869565326
1105,-0.1428668616912576
1106,0.0611911884688627
1107,0.2898157720793727
1108,-0.3230578273510919
1109,0.5344247323648241
1110,0.0895542563617462
1111,-0.1285825466111908
1112,0.1655293561245892
1113,-0.0608436992969195
1114,-0.2813463950374509
1115,-0.0050848319462995
1116,0.0491292268076105
1117,0.0203252032520332
1118,-0.6443694384780562
1119,-0.222100731223938
1120,-0.2225951166056073
1121,0.0100671347770231
1122,0.164296458361815
1123,-0.7508438382585958
1124,-0.0551381900888993
1125,-0.731721259932545
1126,0.1665317899941645
1127,0.2466197944835042
1128,0.1023686979270377
1129,-0.4914987855407993
1130,-0.4602310111647402
1131,0.3271052104495223
1132,-0.5524067094398297
1133,-0.3870259653987161
1134,-0.5547165427509366
1135,-1.0002639992959923
1136,0.6556708241053736
1137,0.2209816236334005
1138,0.3159328715109634
1139,-0.5566890119498595
1140,-0.56142644229149
1141,-0.3394993560864199
1142,-0.324580296816451
1143,-0.6742707776391558
1144,-0.6367141960362456
1145,1.0266272189349193
1146,0.4476908576814272
1147,-0.005861559392768
1148,0.0823768320678079
1149,-1.4298934296546055
1150,0.8957463081720349
1151,0.4830352176585899
1152,0.0204882046479102
1153,-0.6658809664113282
1154,-0.4498638569906422
1155,0.5679644507224645
1156,0.1791904118441964
1157,-0.0264449211059947
1158,0.3213277446342167
1159,0.1412359977772013
1160,-0.3360086863381036
1161,0.5123788391918708
1162,0.0758503996732571
1163,0.4009762900976442
1164,-0.2515026364956754
1165,0.2001250054508195
1166,0.132098478690043
1167,-0.0988084859052528
1168,0.1885424220449535
1169,0.2574933456775796
1170,0.1559882142238201
1171,-0.0086667629640414
1172,-0.1301706682094268
1173,-0.4503850065378502
1174,0.6380644416214448
1175,0.0365519342065198
1176,-1.0900357186845735
1177,0.3773121874904194
1178,-0.6794527317088201
1179,-0.2818384539147748
1180,0.3795315233928202
1181,0.2799520029536623
1182,0.7814884913608896
1183,0.158488265772642
1184,0.1749448543393895
1185,-0.2057926829268327
1186,0.120099490125294
1187,0.0071250705655969
1188,-0.2802442748091602
1189,-0.6003460037549336
1190,0.0259189878082536
1191,-0.1661078470577441
1192,0.1719637647781367
1193,0.3579952267303151
1194,-0.5569059413556513
1195,-0.3442473641149166
1196,0.2307142593117457
1197,-0.0690462980087508
1198,0.5273808793769456
1199,0.217225026770701
1200,0.3370340999206972
1201,-0.0481709217647442
1202,-0.1930556738494752
1203,0.8891640169954045
1204,0.5053262223715357
1205,0.0322129153360019
