,GFS.US
368,-0.8225437928408105
369,0.9693389609096452
370,1.4640831420859448
371,-1.5512476245247315
372,-0.5611701239522566
373,0.76041274384274
374,0.5020983213429163
375,0.1122838535818591
376,-0.4889423800210664
377,0.3747002398081535
378,-0.0524855664692158
379,-0.2480457005412
380,0.4191616766467083
381,0.1345492599790752
382,0.6018277732372407
383,0.5814863950502629
384,1.040058479532181
385,0.804872743093311
386,-0.2252906976744202
387,-0.3866637484496981
388,0.6883060426025336
389,-0.4398826979472047
390,-1.772057451967922
391,0.9606502863476872
392,-0.6880567558468106
393,0.9395614519992662
394,2.2162162162162105
395,0.3411743580535064
396,-0.577930287159112
397,0.3060857039971222
398,0.1976639712488759
399,-0.6511123168746599
400,0.270562770562768
401,0.0090179457119714
402,0.1672731594100608
403,0.0217821782178157
404,0.1439867985137571
405,-0.2344144144144122
406,-0.1082251082251123
407,0.1620745542949818
408,-0.0360295442262711
409,-0.1895135818066905
410,0.3148614609571737
411,0.1078360891445044
412,0.943564180167351
413,-0.2677615137450885
414,-0.029549070987401
415,-0.0086616847826066
416,-0.6065783853054318
417,-0.1625877117918857
418,-0.6370984548769314
419,-1.202893498344084
420,-0.9146877748460792
421,0.2454820941956333
422,-0.1491960284684958
423,0.7066829523643362
424,-0.4557405784399739
425,-0.0526131182041284
426,0.5146994678530832
427,-0.3062653132656583
428,-0.1665351915154682
429,0.4623974873495037
430,-0.3238512035010981
431,0.3315013521765641
432,-0.2098085496983957
433,-0.0612316305108532
434,-0.5099349393353247
435,-1.35448226697558
436,-1.5565610859728498
437,0.7366151634926278
438,1.0136937577805447
439,-0.3246226261970505
440,-0.9999999999999992
441,-0.3289473684210573
442,-0.0823045267489665
443,0.8325171400587627
444,0.2280130293159618
445,-0.1794746288138349
446,0.5355404089581277
447,0.5487411233053638
448,-0.2588996763754105
449,-0.105288734105447
450,0.6996943863599843
451,0.176621708413615
452,-0.5002420526061033
453,-0.0807493540051633
454,-0.3689271287873424
455,0.4961290322580657
456,-0.4699400421325541
457,0.3149987884661986
458,0.2176015473887782
459,0.4173354735152456
460,-0.4029008863819501
461,0.0080573684634639
462,0.2491560842308328
463,0.3044871794871758
464,0.3679046951646826
465,-1.3404349755880969
466,-1.1947538627380638
467,0.6603605211493924
468,0.2758743436860392
469,0.9519612163948862
470,0.4649938585716802
471,-0.2110075611042809
472,-0.5317381189763958
473,0.5114315863524398
474,-0.8871540099361249
475,-0.0443773852844565
476,0.72253061943783
477,-0.2650410813676094
478,0.5185445596765718
479,-0.4607171931038979
480,0.1250440917107614
481,0.176056338028159
482,0.302777655886611
483,-0.5249228054697829
484,-1.237717055987529
485,0.4231590181430029
486,-0.0355871886120925
487,0.7154844978358698
488,-0.7385655810642447
489,3.565277299345505
490,-4.068829539343974
491,-0.4501260352898811
492,-2.3684453045802165
493,0.613483446571614
494,-0.1282098312545798
495,-1.9254030185024984
496,0.2515617715617749
497,1.668653158522044
498,0.6286443148688154
499,-0.6049495875343821
500,0.2742230347349281
501,0.2552881108679806
502,-0.2009866617942746
503,1.6531895777178829
504,0.5006257822277868
505,-0.5212077641984169
506,-0.0719424460431639
507,-0.0359841669665403
508,1.602195273081351
509,-0.5428978284086858
510,-0.0197618254941773
511,-1.598806186126443
512,-0.7471526195899709
513,-1.903435468895076
514,-0.148006268500785
515,0.2889069455729923
516,1.2322730000857327
517,-0.8910034602076135
518,-0.3472222222222148
519,-0.0309123305465945
520,0.2732940768964352
521,0.1901469317199644
522,0.8314048170052274
523,-0.0857853650167354
524,0.1285126799177567
525,-0.2749140893470732
526,0.1115592551274311
527,0.5716723549488069
528,0.0852514919011034
529,0.1956947162426648
530,0.5247566652560343
531,0.025385005923169
532,-0.3651804670913009
533,0.481744421906688
534,0.4040404040404074
535,0.5191760174175217
536,0.3754066905814656
537,-0.2257525083612125
538,0.116919993318858
539,-0.7554011179936547
540,0.0872481803169317
541,-1.363596025497039
542,0.3509852592289857
543,-0.8794893486118527
544,-0.2698951264651406
545,0.1386108116433134
546,0.5132919635332778
547,-0.6003807292429317
548,-0.3045834396283197
549,0.4946153846153851
550,0.3220364974697037
551,-0.3153603568956208
552,-0.8298433379866552
553,-0.1709136109384702
554,-0.4526299360075015
555,0.3189420458965577
556,0.1785991613604517
557,0.1395781637717174
558,-0.2409638554216885
559,-0.9342597474329118
560,-0.6705620874147498
561,0.5887248743718541
562,0.4144186410196271
563,-0.3058823529411769
564,-1.4613450659962173
565,-0.8557844690966706
566,-2.3521530448548966
567,-0.8587321063394722
568,-1.56185095954141
569,-3.4106529209621983
570,0.4622859810878323
571,0.2468651369103476
572,0.954714430550858
573,0.1983216858692477
574,-0.953736460926091
575,0.5967168725672745
576,0.1156217882836535
577,1.730232558139539
578,-0.3333333333333381
579,1.396877567789649
580,1.4734455958549169
581,0.5154639175257737
582,1.4133714467206615
583,-0.1590583744234156
584,2.3757763975155406
585,-1.0196078431372635
586,-0.8862161734451691
587,0.2131859455191553
588,0.3540519276160414
589,2.055205520552041
590,-1.1072349461549973
591,0.1363223265676904
592,-0.5855045348796403
593,-0.11546674801708
594,-0.768521364893944
595,-0.6030616978506271
596,-0.2946650124069443
597,0.2089298150584088
598,-0.3027010245265339
599,-0.1788352383173857
600,0.0932183640176929
601,0.2402355858648499
602,0.4013584439641944
603,-0.2786377708978434
604,-0.0697080009294206
605,-0.0697566268795562
606,0.0
607,0.5549560659781091
608,0.2153514843870182
609,-0.2312673450508875
610,1.0073260073260022
611,-0.2388168392644793
612,0.37509525986892
613,-0.3364428811744898
614,0.0478392600861124
615,-0.0797957229492567
616,1.4469959106637336
617,-0.2522863450015714
618,0.7511737089201829
619,0.1406469760900194
620,-0.4552590266875967
621,-0.0471179519396908
622,0.2975258377701186
623,0.2810743285446702
624,0.3113325031133073
625,-0.3279712634702385
626,0.0468310958476446
627,-0.533584431889522
628,-0.1414427157001356
629,0.1255689844608355
630,-0.6238648029692855
631,0.4950495049505026
632,-0.0707714083510288
633,-0.0550747442958358
634,-0.1094824394892886
635,0.0307086614173239
636,0.3765296517100753
637,0.1644608035084922
638,0.2421875000000017
639,2.093465849016709
640,-0.7027257240204393
641,-0.1279317697228193
642,-2.6258205689277805
643,-0.6607929515418596
644,0.1319841619005769
645,0.6447382799694059
646,-0.4282274544061852
647,0.545950665793502
648,-0.2845884413310038
649,0.3924989097252501
650,-0.0436300174519983
651,-0.3063457330415767
652,-0.9498564170532356
653,0.1323626737259986
654,2.3901808785529703
655,-0.9698996655518484
656,0.2335669002335678
657,0.4318936877076497
658,-0.7025761124121809
659,-0.6821052631578967
660,-0.1094248703003392
661,-0.1521445457615664
662,0.0457406354066348
663,0.0892074198988093
664,-0.6620268205737576
665,0.2708650753343553
666,-0.1549714642260076
667,-0.218521665250635
668,1.0924369747899136
669,-0.2020882452003999
670,-0.4227972264501944
671,-0.0001691191765981
672,0.7804346002181385
673,0.2927890245942852
674,-0.1004856807904911
675,-0.3934360078014691
676,-0.0437342304457464
677,0.1511588847833327
678,0.4431067636485253
679,0.7550614005974083
680,-0.7156960796254673
681,0.7104411514222412
682,0.3225806451612865
683,1.7186717837477077
684,0.3491852344529445
685,0.1497587588950442
686,0.4459504132231346
687,0.0495622005617068
688,0.37853851217906
689,0.2380756916509369
690,0.0698961074759304
691,-0.1192607802874765
692,-0.1398256292153328
693,-0.5125661375661413
694,0.4608294930875595
695,0.4994677802341762
696,-0.2133420858291547
697,0.1392985906260256
698,0.6512536633018537
699,0.8395221181788765
700,0.9625531642736144
701,-0.9556093623890214
702,-0.0484496124031026
703,-0.8551184949914464
704,0.4459218420625889
705,1.1217722590658976
706,2.005519880974112
707,-0.0558937465412359
708,-1.7168589924007864
709,1.2095092450994085
710,0.0625217089266932
711,-0.1600333982744153
712,-0.1952035694366991
713,-0.4211752581938683
714,-0.378355586788472
715,0.0
716,0.2383623107122651
717,-0.2671165471671555
718,-0.4802938268116812
719,-0.1414627245720873
720,-0.3193074576030573
721,-0.8299348930385608
722,-0.1648272896660586
723,-0.0717154331612122
724,0.7403189066059169
725,-0.1995717552471355
726,0.1067331670822935
727,0.7425742574257506
728,0.5204735056613295
729,-0.7512049900765492
730,1.2260295504558223
731,-1.90482902669836
732,-0.2972088076625172
733,0.0067469879518029
734,-0.6630012936610552
735,0.8179631114675189
736,2.103940964044585
737,-0.346620450606584
738,-0.922245190014308
739,-0.2550613741431591
740,0.4701212033706599
741,-0.4243148502230737
742,0.0477783086478756
743,0.2779321845469773
744,-0.023828435266085
745,-0.4628151931056595
746,0.6751112372178343
747,-0.4232728430436199
748,-0.1913875598086083
749,-0.2879078694817654
750,0.4141446320484199
751,0.0636739891754204
752,0.6327111673521015
753,1.195592717043058
754,-0.337149129684799
755,0.2534211860111481
756,-1.4569763455604976
757,0.1839257453269936
758,0.5656685947601278
759,-0.4357112345151688
760,0.3575380948327247
761,0.0765566519224254
762,-1.2224879929602406
763,0.649957228400353
764,-0.9150552486187864
765,0.0517687661777413
766,-0.5727178063172603
767,-0.0694685654741214
768,0.4753262466511081
769,-0.5037783375314847
770,0.164758931668399
771,0.3800967519004941
772,-0.051858254105447
773,-0.5038220986796371
774,-0.7879530730169898
775,-0.0413408447546207
776,0.0938046902345169
777,0.7124239791485606
778,-0.0347644707109265
779,0.380952380952379
780,1.1683451074703093
781,-1.961529560874233
782,-1.3448951761456944
783,-2.099904852521416
784,0.5676442762535469
785,0.7667031763417226
786,0.3865457152654457
787,-0.7981146897093523
788,0.375645640945378
789,1.446905658048995
790,0.2492691183258839
791,-0.1386748844375796
792,0.1845585973546452
793,0.196935299923421
794,-0.0588235294117749
795,0.9507872518445272
796,0.6573976122109751
797,0.9134471398622332
798,-0.4512635379061328
799,-1.418764302059507
800,-0.5676587910401815
801,0.3973105134474189
802,0.1739024315831289
803,0.6757575757575727
804,-0.3039513677811593
805,-1.3637825667417158
806,-0.7779578606158781
807,0.1294917449012597
808,0.2905100064557774
809,-0.5680895958448327
810,-0.6617106445551852
811,0.4715830555329688
812,-0.0732302685109757
813,-0.4413206930369452
814,-0.0745897563401297
815,0.9488010369410232
816,-0.0324149108589886
817,0.3713870498950377
818,0.1933924254633319
819,0.4971135343168734
820,-0.3378921962992773
821,-0.306649451258873
822,-0.2280852165191902
823,-0.4370430544273038
824,0.0487171159467378
825,0.7094485649790468
826,-0.2586485612673839
827,-0.4873294346978511
828,-0.0487567040468082
829,0.291686922702965
830,-2.302554027504917
831,0.4912487038447575
832,1.0843131188118769
833,-0.4506604506604604
834,-1.322626358053844
835,-0.1602311365686528
836,-0.8724148902322636
837,0.0783667915554653
838,0.3322295980608026
839,-2.3330090791180287
840,1.1696843454574537
841,-0.5801772763900072
842,-0.3882866850024185
843,0.3867848509266638
844,-0.2585231862982656
845,-0.0484966052376352
846,0.7620117109168226
847,0.9848304344372923
848,-0.5979469741518082
849,0.0146988336795013
850,1.012177763719743
851,0.4565491183879191
852,0.470072077718579
853,-0.1412207751451489
854,0.1410216233155804
855,0.0432792802747746
856,-1.3189239620587645
857,0.402663775747237
858,-0.432558378271594
859,0.0125972006220822
860,-0.2296084186635969
861,-0.6711651628089359
862,-0.3543307086614196
863,0.1179709005112117
864,-0.0314688065455166
865,-0.0551007556675009
866,-0.1673134754367811
867,-0.4178939034045916
868,0.2765096304624872
869,0.5104477611940291
870,0.0
871,0.3692520571831983
872,0.7289254914148154
873,-0.1166770379589341
874,-0.1246105919003088
875,0.3277385419593856
876,-0.3600810221252693
877,-0.0701644967646397
878,-0.1170777396191115
879,-0.3524712148507894
880,0.8173800817380136
881,0.2392626846775307
882,0.2109207708779472
883,0.9544008483563008
884,0.2327549724925929
885,-0.1589488184804402
886,-0.9520753102267872
887,-0.6459948320413529
888,0.27914966716771
889,0.6082595240635933
890,0.266070668369519
891,0.5924672027084239
892,0.4633529907329378
893,0.2101723413198853
894,0.7716371220020949
895,1.5905592611595658
896,-1.2362351963432348
897,0.3725936659076789
898,-0.6458333333333381
899,-0.4079071226859121
900,0.7989209379539283
901,0.6186842647968741
902,0.2263374485596695
903,0.1027749229188019
904,-0.1440922190201735
905,-0.1322945072068634
906,1.1171032357473167
907,0.0
908,0.1000538751635461
909,-0.7365483020623486
910,-1.1132016306051955
911,-0.7423787711262027
912,-0.3964478274659054
913,0.0633914421553076
914,0.1661260976188543
915,-0.0870942201108467
916,-0.7498404594767053
917,-0.0478850758180385
918,-0.2335850505567656
919,-0.2711157455682954
920,-0.0401219707912029
921,-0.0401380749779331
922,-0.5873584695411666
923,-0.090842817679118
924,-0.9218597063621552
925,0.2505939401829066
926,-0.4560686554965321
927,-0.5489719103893691
928,0.456479057591617
929,0.147034798235588
930,-2.1214642262895147
931,-0.2334889926617754
932,0.3572912339011156
933,0.7177033492823004
934,0.3944124897288447
935,0.7988262145419008
936,-0.8218277449046679
937,0.7585025691215991
938,-0.0901227432579359
939,0.3744307091737092
940,0.9026434558349488
941,0.1448575567358818
942,0.2728731942215001
943,-0.2413515687851948
944,0.2007226013649136
945,-0.7197153485363097
946,-1.029411764705875
947,0.1631321370309858
948,0.2927781392322702
949,0.4855940433797414
950,0.2744148506860399
951,-0.2102879327078657
952,0.113103894005494
953,0.4823926676314474
954,-0.1933301111648098
955,-1.6923768159353147
956,1.0008154792794088
957,-0.8749626084355276
958,-1.4413594295251142
959,-1.948955916473304
960,1.8670309653916053
961,0.0909918107370371
962,0.3927492447129986
963,2.201211404934252
964,0.2799057159693544
965,-0.9743399033097824
966,0.2892316819934847
967,1.2450563937307666
968,-0.1643240705419683
969,1.2331724847483647
970,0.0014490653528543
971,0.0289729103288367
972,-0.8473338203067908
973,-1.4074074074074117
974,0.939242735544468
975,1.588677065280177
976,-0.2751629254163616
977,0.216763005780355
978,-0.0144529556294336
979,0.3456718997551621
980,3.218418120543004
981,2.2409090909090894
982,0.0841042893187624
983,0.8174841508174756
984,-0.3347840642785332
985,0.4996668887408347
986,-0.1334222815210111
987,-0.7646416267540513
988,0.7091606874687088
989,-0.385259631490782
990,-0.1425815650423565
991,0.4924052745785254
992,-0.1755706044645044
993,0.2252252252252219
994,0.050025012506255
995,-0.9426022555125436
996,0.4857621440536118
997,-0.2434724204516885
998,0.0755033557047008
999,0.5838198498748981
1000,-0.0500667556742342
1001,-0.0166917042230097
1002,-0.1086139192914992
1003,0.1584918251584899
1004,0.1998001998002073
1005,-0.1128668171557604
1006,0.5354173246496948
1007,0.7315007429420508
1008,0.3997330180064842
1009,-0.693092914089848
1010,1.3161764705882295
1011,-2.7345520471370333
1012,-1.092019854906458
1013,-1.1040765904879388
1014,-2.225730071033944
1015,-0.0315806095057683
1016,1.9735314604132892
1017,0.038681726752269
1018,0.7298956150967987
1019,-0.1231832015637063
1020,0.8007627765064872
1021,0.5461993627674092
1022,0.5432322317790848
1023,-0.5004549590536825
1024,0.5113241167249235
1025,0.3264858036573659
1026,-1.0270434518383502
1027,-0.7654623392529089
1028,-0.5077704262194158
1029,-1.9450980392156785
1030,1.4904597757678504
1031,2.80982039397452
1032,-1.335681784823148
1033,-0.044052863436125
1034,1.1754462342185494
1035,1.2679991403395732
1036,-0.5691642651296772
1037,-1.0250990599134155
1038,-1.4361400524487913
1039,-0.330666666666675
1040,1.1713030746705668
1041,-0.0439431668375584
1042,-1.4714625445897664
1043,-0.6281782829793624
1044,0.948148148148149
1045,0.5598114319387087
1046,-0.2364149976594766
1047,-0.8486969471332685
1048,0.593772714285925
1049,0.3963438459803078
1050,-0.5335013341239406
1051,0.3692216806970906
1052,-0.7439369141496801
1053,0.3410438908659609
1054,-2.0581113801452777
1055,-1.8236826624086075
1056,-2.383234584005181
1057,-1.6799650043744605
1058,0.5654632448890872
1059,0.648228176318064
1060,1.144907723855095
1061,0.3914893617021223
1062,0.423728813559322
1063,0.152310035539014
1064,0.4883799259009753
1065,0.3524081221681504
1066,0.442736613482572
1067,0.4738942467575718
1068,-0.4845446950710094
1069,-0.0083549168685814
1070,-0.3437290409121366
1071,0.250878073256395
1072,-1.0307536329841154
1073,-0.3050847457627114
1074,-0.0678426051560365
1075,0.0339097999321736
1076,-0.3744043567052397
1077,0.8102633355840714
1078,0.4704301075268836
1079,0.4682274247491539
1080,1.903165368306866
1081,-0.2273176517098139
1082,1.1141516810007686
1083,-0.5503144654087933
1084,-1.6786570743405345
1085,-0.7246376811594192
1086,0.1607717041800608
1087,0.0702881815443391
1088,-1.0450487012987024
1089,0.424328147100426
1090,0.0202020202020161
1091,-1.3409765585013844
1092,0.4788101059494691
1093,-0.9461127108185948
1094,0.5115612850419481
1095,0.8722109533468555
1096,0.3939791898171538
1097,-0.1314990896216826
1098,0.7429718875501957
1099,-0.2213725095592663
1100,0.7490262658543894
1101,-0.1901140684410623
1102,-0.5432595573440563
1103,0.0
1104,0.2208391889178868
1105,-0.1154734411085494
1106,0.0807661243798346
1107,-0.331854138529817
1108,-0.503194655859446
1109,0.1539206195546871
1110,-0.554852526039125
1111,-0.8937340404635739
1112,0.1568935085310951
1113,0.8073144635735807
1114,0.6858578052550172
1115,-0.1547987616099038
1116,0.5580142389840276
1117,-0.5611455108359117
1118,-0.1162340178225538
1119,0.1933488012374351
1120,0.8435582822085846
1121,0.4675126419234892
1122,-0.2007648183556481
1123,0.2669717772692612
1124,-1.500048388657696
1125,0.6824298346789772
1126,-0.5800464037123052
1127,0.729366602687145
1128,0.5725190839694603
1129,0.0381533765738327
1130,2.3734470610050087
1131,-0.6344467251352794
1132,0.2141327623126243
1133,-1.4067220543806598
1134,0.971955766476308
1135,0.6321070234113767
1136,-0.0185839063371083
1137,0.0185804533630583
1138,-0.0929886553840378
1139,-0.7494847292486523
1140,-0.451722190852616
1141,0.2815315315315289
1142,0.6896551724137884
1143,0.4176334106728565
1144,-0.0834105825551102
1145,0.3146296296296266
1146,-0.148367952522252
1147,-1.2582159624413178
1148,-0.075173839503851
1149,0.544100962410119
1150,0.64791086350975
1151,0.4437049362174191
1152,-0.518481351396561
1153,0.0167224080267564
1154,0.5359452966179988
1155,-0.7588223825307124
1156,-1.1138491867915183
1157,0.4025132534851723
1158,0.0980776775205907
1159,-0.9704892057833132
1160,0.1285728414597917
1161,-0.2876413410037753
1162,0.8067689885871776
1163,0.8196721311475443
1164,-0.3328764440963417
1165,0.156402737047895
1166,0.4670169293636933
1167,0.0097285728183725
1168,-0.3024980483996899
1169,0.4371903235208421
1170,0.0873616773441945
1171,-0.0777151738876999
1172,0.0
1173,0.0582524271844682
1174,0.0582185134872911
1175,0.4251207729468577
1176,-0.174216027874571
1177,0.0
1178,0.4048582995951433
1179,-0.1158077591198517
1180,-1.640549429289996
1181,-0.9373169302870472
1182,0.5978492953919015
1183,-0.5033164260632124
1184,-0.6281900274833143
1185,-0.1769911504424706
1186,-0.0787246604998999
1187,0.4506269592476427
1188,-0.6706114398422017
1189,0.4906771344455348
1190,0.4299394176275139
1191,-0.4515115822536396
1192,0.0
1193,-0.971258671952418
1194,-0.6182688472277668
1195,0.2189054726368148
1196,0.0696032614099564
1197,0.188566891623672
1198,-0.3385779725154385
1199,0.2086852827188648
1200,0.4648862512363985
1201,-0.7976071784646034
1202,-0.5614597954682197
1203,0.0200481154771554
1204,-0.7880379874722176
1205,0.8396161754626491
1206,1.2196897120205237
1207,-0.5627234042553139
1208,-0.8151008151008176
1209,-0.3184713375796095
1210,-0.4843452689846067
1211,0.1726817475392753
1212,-0.2076483820730185
1213,0.2933057280883397
1214,0.0689655172413778
1215,-0.1208354911099608
1216,-0.2075765438505404
