,GOOGL.US
646,0.2210223589350867
647,0.0065258248642668
648,-0.1280699767383127
649,-0.0662569199250242
650,0.0130753138075393
651,-0.0898645052653596
652,0.0388098882362376
653,-0.006166355717785
654,0.1015674691341902
655,-0.1601396312861382
656,-0.1862303223183584
657,0.3029061557504346
658,-0.01787247769209
659,-0.1409987777195747
660,-0.047604281764946
661,0.0648133397637533
662,0.1353353964172086
663,-0.1798985232601955
664,-0.0528468603680255
665,0.2411035937088174
666,-0.2379782243759495
667,0.0167314201981672
668,0.0573822431880627
669,0.0140795494544206
670,-0.0540594795146217
671,-0.0265965878867552
672,0.0758571773033827
673,0.1665726620525419
674,0.0963715835483662
675,-0.0646405598434465
676,-0.0165141740804856
677,0.0052702033244474
678,-0.1174877323812422
679,-0.0334283401949336
680,-0.0348479888486518
681,-0.1360568195837109
682,0.1464164915652082
683,-0.0200659006421145
684,-0.0641111447714088
685,-0.1079075803311967
686,-0.0088167560685732
687,0.0047608216120058
688,-0.2646597080787554
689,0.1646574536900862
690,-0.1666498953222666
691,-0.2033869960207956
692,-0.0214007925672806
693,0.5779060382988116
694,-0.2112600115678309
695,-0.3946617325748583
696,0.0997223162419126
697,-0.0068092093942518
698,0.0734461472705848
699,-0.116814960184543
700,0.006885460366792
701,0.1725758977997235
702,-0.1290458960947025
703,-0.0378677971269644
704,0.0299901671583038
705,0.0594533242269857
706,0.1378789216985086
707,0.2203160801363022
708,-0.0431026037891049
709,0.0871088665081076
710,-0.0479818256595061
711,-0.1898389557385872
712,0.1234634435522187
713,0.6633507241862582
714,-0.2490369538479828
715,-0.2200850776843239
716,-0.1578750054393486
717,-0.3375382879251883
718,0.1800315809588908
719,-0.184562264993791
720,0.3909334225493457
721,-0.0066916488222637
722,-0.1155643391897189
723,-0.1175446745219858
724,0.0199501079652987
725,0.0675131663071914
726,0.0316573993434685
727,0.0066988210074965
728,0.0846683377229303
729,-0.093791976096451
730,-0.1083129338385707
731,0.0469247528071088
732,-0.0117325645710041
733,0.0619765494137323
734,0.0120588471742144
735,0.0234422617094036
736,0.0150677546701759
737,-0.4238534855686384
738,0.2103769356332219
739,-0.0038798413144867
740,-0.5314377096497431
741,-0.4919157275845156
742,0.1604476881836134
743,-0.4575006019744735
744,0.2098810837317627
745,0.2811735941320293
746,0.1511160370978787
747,0.0417286903047911
748,0.1600693877650614
749,0.1811805677153207
750,-0.1427158882237393
751,-0.1395006267772978
752,0.0146307919647557
753,0.0787004436950826
754,-0.2163988748293847
755,-0.2837559871881579
756,0.0416603229727608
757,-0.0007832789525639
758,0.1254119280678277
759,0.040076634344695
760,-0.0425384190376484
761,0.1259894813432982
762,0.2289901534233939
763,-0.1229286282238267
764,-0.3383366660760533
765,-0.7908811384749365
766,0.2197751378871463
767,0.2744378082496195
768,-0.335215381284514
769,0.018675483758698
770,-0.234416214284508
771,0.2611730510146795
772,-0.0571045246313788
773,-0.1415816326530581
774,-0.0097798679292625
775,-0.009355531457966
776,0.2929877971218445
777,-0.0099651220727507
778,-0.0176010789673452
779,-0.0899948635007106
780,-0.1958670145911363
781,0.1492822560095078
782,0.1907507100165317
783,0.0483001728637711
784,-0.1514849342504342
785,-0.0832374262648069
786,0.1407954945441815
787,-0.1711979609175956
788,0.0458583147918511
789,-0.544942812973692
790,0.013110837169598
791,-0.3214399695790552
792,0.2408169486358675
793,0.1200947225981117
794,0.0899055653572852
795,0.2319982195485513
796,0.1219200043109799
797,0.0864816117211241
798,0.0595258113334448
799,0.0305943027356636
800,-0.0119365647239213
801,0.1133527908296752
802,-0.2819074050372809
803,-0.0697676770059947
804,-0.1106720967975863
805,0.0394653395933218
806,-0.0485955511162636
807,0.0446915691462837
808,-0.0551781393323871
809,-0.2649477210435464
810,-0.1966434988981245
811,-0.0379869623318531
812,0.4406654893075213
813,-0.293283933391353
814,-0.7651434643995758
815,-0.5441804989563684
816,0.5608954560055304
817,1.06099498838773
818,-0.2954553813335993
819,0.1534988934370038
820,0.5613737834061208
821,0.5577585079959902
822,-0.3542067517928966
823,0.1755798500295814
824,-0.5368819883651071
825,-0.1939650960542529
826,-0.7477868574631192
827,-0.6573948372392597
828,0.5680278644024362
829,0.1564183156993848
830,-0.8167455145943066
831,0.7613151510081164
832,0.4109498405945903
833,0.2895441573165465
834,0.2634368641021566
835,-0.339154632015999
836,-0.1010904551518219
837,-0.1370145053996875
838,-0.2949954029883034
839,-0.070196327576935
840,-0.0577898494352032
841,-0.0191187586145698
842,0.0755287009063565
843,0.0004442845020132
844,-0.0769203407615566
845,-0.1320057076329638
846,-0.1375371707021119
847,-0.0013374944271154
848,-0.0187284288631876
849,0.1095303912315237
850,-0.032482143732384
851,-0.1030330062444222
852,-0.1720170676674891
853,-0.0612487593773143
854,-0.1692789968652127
855,-0.0049263510517816
856,0.086807497662017
857,0.1349509573921389
858,0.0558260015184672
859,-0.2606032382862744
860,-0.1538220059645398
861,0.2112263209476657
862,0.1679823797205847
863,0.3073181812108377
864,-0.1405661635697692
865,-0.8237931034482714
866,-0.2693442039132692
867,-0.1988588137067157
868,-0.0544212970986761
869,0.3449187100696617
870,0.0885261177932181
871,-0.1839474712409092
872,0.0442730051140314
873,-0.030803589949251
874,0.1868571931392513
875,-0.1248998037535511
876,-0.0757227372213577
877,0.1563870112474279
878,0.1106946173449167
879,0.0298200283721276
880,0.1554083125376429
881,-0.0185904961252573
882,-0.0185939528333383
883,-0.0106754457859519
884,0.2603522655455694
885,0.0604146642866869
886,-0.0456751159907525
887,0.0813248050949781
888,0.0682387877499455
889,-0.0363495286794273
890,0.0565893395465129
891,-0.4107301948074736
892,0.0055661190229834
893,-0.3732941393907965
894,0.010736109937776
895,0.0112628466844892
896,0.1184713331013244
897,0.0446265426025349
898,-0.2582340735103955
899,-0.0581628984158573
900,-0.0571380200618059
901,0.0870420162736944
902,-0.1552953965503277
903,0.0028234729423032
904,0.0310485592410077
905,0.0433785928407694
906,0.13172539130189
907,0.0073957984821016
908,-0.0525025017970578
909,-0.0096909981199495
910,0.0512479131004433
911,-0.1086013695055791
912,-0.0179859286558079
913,0.0585081823340484
914,0.3318810781507303
915,-0.0842532449630149
916,-0.5502157839410506
917,-0.169721204043104
918,0.4410099437347305
919,-0.4121806488291824
920,0.9807629720196562
921,-0.235408217245622
922,0.2370491558147354
923,0.0035182310334331
924,-0.2177237728797298
925,-0.1133976949822494
926,-0.1537863253906534
927,0.1482632024851592
928,0.3733712595393755
929,0.0923123546502013
930,-0.2491263450240315
931,-0.1581811526775028
932,0.5565106039609194
933,-0.3918322781745058
934,-0.0378767859345051
935,-0.0572884074704163
936,0.1641039178160548
937,-0.1718780987637838
938,0.0110166130524831
939,0.0839133011233159
940,-0.3956053500086708
941,0.0480705063028623
942,0.013779036335432
943,0.096035448570097
944,0.2003401022037458
945,-0.1425612493391902
946,0.0835559478703206
947,-0.2957097572625707
948,-0.2913496587855664
949,0.1265701659765412
950,-0.0274092991485762
951,-0.1341808217268343
952,-0.2668938103350226
953,0.1178010471204109
954,0.249376558603492
955,-0.1498283239822298
956,0.0991696312326706
957,-0.0705897731976882
958,-0.0699109297342509
959,0.1638275920613323
960,-0.0230777939370803
961,-0.046176901094303
962,-0.0078419754807495
963,-0.0204804629456245
964,-0.0670924135874516
965,0.7046175537539578
966,0.0521405822834763
967,-0.728543799570617
968,0.5979046879960589
969,-0.078724313103892
970,-0.0996519250136991
971,0.427515833919778
972,-0.2939863062359983
973,0.3628915713486882
974,0.2226299168901511
975,0.0047115037169207
976,0.303586730321959
977,-0.1050365001838138
978,0.3090745042329775
979,0.1392471244335967
980,0.199323066861932
981,-0.1023751736721715
982,-0.08259508890298
983,-0.1638551121468496
984,-0.2013312486664887
985,0.1703999860327918
986,0.0478148274827025
987,0.0333196681989195
988,-0.1196402060955438
989,-0.0264714506719046
990,-0.2439395219190742
991,0.2386385468665184
992,-0.6404450550382507
993,0.0091580682581348
994,-0.2349293342082219
995,0.2470668233514556
996,-0.1336317265830332
997,0.2121372317785713
998,-0.0269480106775161
999,0.2416079695124213
1000,-0.2981197091382666
1001,0.036954539136218
1002,0.2087463714670309
1003,0.18741832106954
1004,-0.0293877220124134
1005,-0.0953475791182094
1006,-0.1600135461203034
1007,-0.0416716779965076
1008,-0.0032186478290999
1009,-0.0769679379373942
1010,-0.0456251579495563
1011,0.2174751892118828
1012,0.1560505275893391
1013,0.0335307452440341
1014,-0.2332601536772839
1015,-0.09785911720775
1016,0.2673930382472808
1017,-0.3018613230197523
1018,0.0339930503097225
1019,-0.0735339596319291
1020,0.1795603087682755
1021,-0.0969913789255696
1022,-0.1172135486487893
1023,-0.0557160544779161
1024,0.0517341244128386
1025,0.0446226755415348
1026,0.1378078657159993
1027,0.0134005276363315
1028,0.0446964693424275
1029,-0.2101030927835063
1030,0.024749886660366
1031,-0.0567329077677742
1032,-0.1190799866465229
1033,0.1103540267187394
1034,-0.1718420155449952
1035,0.028230595768859
1036,0.0820423558711802
1037,-0.0517977787185007
1038,-0.2930577416949796
1039,-0.4165662672595655
1040,-0.1045245230611844
1041,-0.0255894717601834
1042,0.4112065152295702
1043,-0.2338172977361871
1044,0.0828575178840992
1045,-0.2177805386048904
1046,0.0774055980312815
1047,0.2124132403038612
1048,0.0072863726615231
1049,0.1665799820326368
1050,-0.0684245964586506
1051,-0.1319275637498167
1052,0.0815681476383558
1053,0.2535241542786978
1054,0.0620757497658769
1055,-0.0781048494029553
1056,0.0628076850466889
1057,-0.0861169955706028
1058,-0.1663330300273034
1059,0.1742182433205769
1060,0.0076294139338543
1061,-0.0899953785960437
1062,-0.0888087378393356
1063,0.2197091849333873
1064,-1.1180406634273552
1065,0.770370370370374
1066,-0.0710942791006448
1067,-0.3681089480741413
1068,-0.0342253820399396
1069,-0.7152742759795602
1070,-0.2072463393541754
1071,0.1350238160994713
1072,0.0725719075168179
1073,0.0303142807511086
1074,0.0262200852663545
1075,0.3359827325238103
1076,0.001018119126732
1077,-0.2248299319727934
1078,0.1175487351620214
1079,-0.0635710619086919
1080,-0.2166780797416259
1081,0.2204496356717128
1082,0.1261275942731516
1083,0.0105236714713432
1084,0.2627391230743259
1085,-0.0804777838959718
1086,0.0191415765205714
1087,-0.2612092391304366
1088,-0.6100165746800372
1089,0.0961440926511441
1090,-0.0792272365142495
1091,0.7175691605207689
1092,-0.0543676039232468
1093,0.1226150282233599
1094,-0.3189372273548075
1095,-0.0646199293137011
1096,-0.0769877127610433
1097,-0.0123195515683317
1098,-0.1436408098521629
1099,0.1719845521803706
1100,0.1730043031527204
1101,-0.2087866394151285
1102,-0.035433677399489
1103,-0.1179239618502488
1104,-0.0297156711483438
1105,0.110083663584324
1106,0.1968815370822867
1107,0.1161042524005478
1108,-0.1620179033080646
1109,0.2556714775004682
1110,0.3600596020991927
1111,-0.2330073274672788
1112,0.0918920574631626
1113,0.1821390196815001
1114,0.3678909549448672
1115,-0.0837353162710999
1116,0.148020130737773
1117,-0.1734839987159909
1118,-0.2656385611880939
1119,0.3004542868817653
1120,0.0736571579545785
1121,0.0781995308028122
1122,0.1052883943020485
1123,-0.0855825411615979
1124,0.1094577049835126
1125,0.1281886068136729
1126,-0.0779793252971629
1127,-0.0223646638311627
1128,0.1515302562057693
1129,0.0790920156909047
1130,-0.1486426630380528
1131,-0.0570954012249675
1132,-0.1331334332833554
1133,-0.0223938193058693
1134,0.0230882942348178
1135,-0.0450974745414278
1136,0.0587621571707921
1137,-0.0555951076305416
1138,0.0651517876771233
1139,0.3859774229170232
1140,0.2307067985977943
1141,0.2380821124877792
1142,0.1304130894826476
1143,0.081828277514762
1144,0.330856337072521
1145,-0.2020739621604836
1146,-0.1409806753318329
1147,-0.4358366890225755
1148,0.1234840436540214
1149,-0.1436960276338464
1150,-0.0732833715881713
1151,-0.3183410202170923
1152,-0.3826354784405423
1153,0.213349080361944
1154,-0.1318233358608155
1155,0.1011129372439551
1156,-0.3658264399402884
1157,0.2289444200886525
1158,-0.22582422424338
1159,-0.0196824577435805
1160,-0.3489613412435834
1161,-0.469812110321453
1162,0.1516848606570961
1163,-1.044501289661071
1164,0.2574775819305196
1165,0.1289849761817509
1166,0.2427219955842096
1167,-0.0874416902954311
1168,-0.095032144302367
1169,-0.0746495084819696
1170,-0.0061610071652521
1171,0.0624506667204016
1172,-0.0610227635065702
1173,0.2445908495967378
1174,0.1379429594800021
1175,0.108019198226062
1176,0.147307048706013
1177,0.1173072795987148
1178,-0.1173539016758156
1179,0.0517764132503821
1180,-0.1832140834905377
1181,-0.1020452114747906
1182,-0.0125948032746581
1183,-0.0878757097653387
1184,0.1284512140829233
1185,0.0958814715436061
1186,0.007290835055803
1187,0.0768591910479123
1188,0.0993446166498672
1189,-0.6601794862978362
1190,-0.0470140354095918
1191,-0.0326911716630723
1192,0.1283057342352926
1193,0.0292039350870959
1194,0.160649458308331
1195,-0.5287508261731685
1196,-0.2824126105875963
1197,-0.0374769372693648
1198,-0.7119049554623893
1199,-0.0735091160020396
1200,0.0853487541694624
1201,0.4424855491329464
1202,0.1511584485683185
1203,0.3732368855334042
1204,0.1899656799164479
1205,-0.194360106725556
1206,-0.0543698704616224
