,PDD.US
201,1.5519444951615873
202,1.4453009724111563
203,-0.8954248366013101
204,-0.4193254329990826
205,-1.031497513354213
206,0.1103955841766371
207,1.1098981077147003
208,0.0727272727272711
209,0.0272652912841962
210,-0.3557095950383077
211,0.5803409503083067
212,0.4153873938956057
213,-0.599746729190995
214,0.5422840621611863
215,-0.3081384810585494
216,0.1989869753979729
217,0.8252601363473284
218,0.0717102904266746
219,-0.9044862518089724
220,0.3694692259169114
221,0.49318507890961
222,0.3752010005360029
223,-0.5027832644999123
224,0.5713265488305665
225,-0.0574859478794094
226,1.7446968746077578
227,-0.5299684542586772
228,-0.4308706120897267
229,1.1772072636192834
230,1.6110649046606962
231,-0.0894123450699946
232,0.2214975696794522
233,-0.9785343729613796
234,1.4782395788700446
235,-0.5539484212470029
236,-0.1386791580634191
237,-0.4426422336408118
238,0.4376232741617406
239,0.1292705447829975
240,0.0553709856035458
241,-0.1663893510815195
242,-0.2594995366079802
243,0.2096306800665907
244,0.4725085910652983
245,-0.018412815319463
246,0.0122737035900471
247,0.1225865767698541
248,-0.0337226769674158
249,-0.4279556650246263
250,-0.1996585549350379
251,-0.2931104533054707
252,-0.1744287458573073
253,0.5406968338875248
254,-1.9755270529264477
255,0.1971632040492072
256,0.5210772833723739
257,-1.0053222945003055
258,0.3259594584239579
259,-1.2370211242391569
260,1.307420494699646
261,-0.0648240909894593
262,0.7080163838502095
263,0.0993745250482185
264,-0.0877017975065556
265,-0.0585996955859955
266,-0.844205679201846
267,-0.2129799443885613
268,-0.3939615137672665
269,0.2094001896633417
270,-0.2614689802709756
271,-0.3398723987836105
272,-0.2211067288155877
273,-0.3177267549907087
274,-0.005995203836925
275,-0.2147034870807881
276,-0.8511909206301698
277,0.208628269130468
278,-0.735570066801785
279,0.0075052536775888
280,-0.1127056878803859
281,-0.2485688460379726
282,-0.2491882503964238
283,0.0151000377500806
284,-0.2270147559591244
285,0.0453823462673037
286,-0.0302640538700313
287,0.0151297374990621
288,-0.0605555976080418
289,0.045396080805004
290,-0.2047005307050658
291,0.1135933358576339
292,-0.0606198378419432
293,-0.0379017586416095
294,0.0984475577432971
295,0.1134644478063368
296,-0.0908540278618837
297,-0.097763563747163
298,0.173248600393413
299,-0.0075660134675185
300,-0.8228980322003593
301,-0.1343484102104715
302,-1.251473655572694
303,-0.4554978591600619
304,0.4534324839031468
305,-0.1362150381402029
306,-0.5570267555474381
307,1.0347476390583308
308,-0.321849501359931
309,-0.3000818405019535
310,-0.24621717977865
311,0.0456492027334856
312,-0.1912534633309192
313,-0.133004250651308
314,0.022847742643032
315,-0.0365697568111229
316,0.1508053296721341
317,0.0226339326457963
318,-0.0593580201817247
319,-0.2242357678930902
320,0.1234060057589386
321,-0.0045708017186172
322,-0.3117835855112365
323,0.447325178017171
324,0.6890299184043436
325,1.8184240325051555
326,1.0226059805737109
327,-0.5576107133386257
328,-0.0066299807730497
329,-0.5399280095987217
330,0.5040456293938128
331,0.1622247972190064
332,0.7654905052894356
333,0.8631078396247851
334,-0.1533141962421615
335,-0.4950008195377777
336,0.4496328335744927
337,-0.0286609649409204
338,0.7773531126514329
339,0.1035397657412778
340,-0.019417475728156
341,0.1615508885298869
342,-1.1437908496732023
343,-0.0065363749264598
344,0.5589860253493567
345,-0.1823272774630469
346,0.6726602418989848
347,0.1356413900012786
348,-0.5585866458820377
349,0.1426903619146445
350,-1.2918254976704775
351,0.6103978109871588
352,0.9589326662497412
353,-1.255936675461739
354,0.4099222198864836
355,-0.252897787144357
356,0.6906655504395108
357,-0.7804260704492819
358,-0.0210970464134979
359,0.1382053529292865
360,-0.0961619569801777
361,0.7014972254214236
362,0.0312958250950627
363,0.0942172958276613
364,-0.1885804085908775
365,0.6039779235655507
366,-0.0833767587285026
367,0.0937109537692663
368,0.3734439834024889
369,-0.0622794270292736
370,0.041502386387209
371,0.1760745727602296
372,0.1241336505637783
373,-0.5199126546740147
374,0.0519642485969623
375,0.5486856113340445
376,1.0774465327284497
377,0.6039133585634914
378,0.3930060956047554
379,0.1361633960752803
380,0.3591380686352776
381,0.2150195110297013
382,0.1272568201702145
383,-0.503597122302166
384,0.3504859009080866
385,0.6017418844022098
386,-0.2221869544516752
387,-0.1908093496581291
388,0.6790903348073274
389,0.1183058600836072
390,0.102426725496372
391,-0.3875662421893497
392,-0.1901893969411277
393,0.7003462385898651
394,-0.4982206405693914
395,-0.2603041348158157
396,0.2201740506329126
397,0.1190037818864526
398,-0.3334654721319333
399,0.8178029409451963
400,1.3845463619574914
401,0.1628472222222201
402,-0.7979840403191839
403,-0.0315092952421075
404,0.2633525173525724
405,-0.4081761447303813
406,-0.5003523608174827
407,0.1372321334318541
408,-0.1868434040752917
409,0.07686395080706
410,0.4564836243775911
411,-0.1897133220910695
412,0.2138475021910652
413,0.1155543105259416
414,-0.1262183577589077
415,-0.2389822169115086
416,0.1894205135400462
417,0.1051229939028703
418,0.0
419,0.529801324503305
420,-0.1256369093320153
421,-0.4163279037820114
422,0.1986569669837858
423,0.0139879703454901
424,-0.435515594268036
425,1.037778109601304
426,1.2096908027062894
427,0.8555027422303565
428,-0.0658568710668838
429,-0.6926024167403461
430,-0.4812319538017366
431,-0.0518518518518468
432,0.6110579400721582
433,0.0735672772750638
434,-0.0552059180744301
435,-0.1769715739409214
436,-0.2995340581317958
437,0.0665188470066544
438,-0.1628664495113997
439,-0.4088307440719627
440,0.1854874610476332
441,-0.0593912397921399
442,0.4981739531255686
443,-0.4186633039092101
444,-0.0742335387127862
445,-0.2231976787441495
446,-0.0074404761904694
447,-0.2012972489376054
448,-0.5095541401273938
449,-0.0224853845000758
450,-0.4931109499637468
451,-1.0256410256410298
452,-0.1761338617349252
453,-1.474530831099188
454,-1.0383747178329537
455,0.6577963821198949
456,-0.4957932692307666
457,-0.1052789893217136
458,0.0
459,-0.7740306429440749
460,0.8426510369702603
461,-0.0751992780869474
462,-0.5824067770970288
463,0.1736635457565613
464,-0.1662378365786712
465,0.2563367531683741
466,0.1205545509342952
467,0.7478312892611426
468,-0.8066339992461313
469,0.4353373864745058
470,0.0075052536775888
471,-0.2407463135720897
472,0.2626247467547255
473,0.8555274512721154
474,-1.0676691729323216
475,-0.541614009749047
476,0.752553305859168
477,0.4956496933390363
478,2.055356675106958
479,0.3913724125934969
480,-0.200435729847498
481,0.3733287028998149
482,-0.0695047784535295
483,-0.1392030624673713
484,-0.1043370417400404
485,0.6575520720677115
486,0.258715913013454
487,0.0689893066574666
488,0.1721763085399473
489,0.0344234079173892
490,0.1448844447729008
491,-0.0675896465732173
492,-0.0774526678141165
493,-0.4495159059474377
494,-0.3295750216825756
495,0.2078930103981138
496,-0.1214904679376022
497,-0.0520201144442537
498,0.1903772931810305
499,-0.1212961358516726
500,0.5776694647531371
501,-1.3075152637936536
502,-0.1282732100347957
503,-0.1283461679501288
504,0.2651549785133091
505,-0.0365864812951671
506,0.2827435242612206
507,0.2365787079162921
508,0.1272264631043262
509,0.0136295488619331
510,-0.2231126491212135
511,-0.0911493938565386
512,-0.1277722004198234
513,-0.1004933308971308
514,0.10950903449535
515,0.0547245530828185
516,0.0546946216955353
517,0.2476078066931412
518,-0.0384790321113411
519,-0.0181967063961516
520,0.1453620423366917
521,0.2356566663645473
522,-0.1634135270086179
523,0.2625860195581239
524,0.072385088671732
525,-0.0665188470066334
526,-1.401483924154991
527,-0.1952391679807909
528,-0.9475439660400244
529,-0.4492499809639647
530,0.8306275013214485
531,-0.1664019363134398
532,-0.4024908869987857
533,-0.0075947444368643
534,0.0531349628055424
535,-0.1444317749904961
536,-0.2133008303496618
537,0.3794490399939288
538,0.2014602078221024
539,-0.2132746385336465
540,0.5762209984107867
541,-0.1349554178630714
542,0.3351282147832912
543,0.071493076459963
544,-0.2414001207000552
545,0.1130284078064996
546,0.0414265808006465
547,-0.1697600724309599
548,-0.1965527668581727
549,0.3840650651404405
550,2.345072807314604
551,0.3543107811709142
552,-0.9710391822827944
553,0.1700680272108747
554,1.27602417730021
555,-0.6591177961804978
556,0.3872053872053819
557,-0.558659217877092
558,0.1858736059479544
559,-0.084559445290034
560,-0.5188287932980634
561,0.0088390277069437
562,0.0849184782608768
563,-0.1190273762965486
564,-0.0340193910529054
565,0.0764850854083482
566,0.1781472684085457
567,-0.3746594005449572
568,0.3732609433322003
569,-0.3063308373042882
570,-0.0681198910081729
571,0.2717391304347888
572,-0.2383384405856325
573,-0.3673643741990661
574,-0.3343048174181386
575,-0.0802657900483642
576,-0.0073040630311356
577,-0.1528883088724254
578,0.5954770215241517
579,-0.0509276100400302
580,-0.1822157434402332
581,0.0728332119446633
582,-0.7891356212149144
583,0.0117438950095929
584,-0.0081479910063997
585,0.2417252489748212
586,0.0146434324205668
587,-0.4818833915762377
588,-0.0404798704644195
589,0.3958654057620351
590,0.2230918333760061
591,0.2662678727750285
592,0.1347757986376526
593,0.0291322238811554
594,-0.1130149471381707
595,0.5294458949811356
596,-0.4516975083782635
597,-0.3362573099415055
598,-0.0731528895391534
599,0.3281079110463121
600,0.2251761458560136
601,0.0072632190587008
602,0.5166371617471753
603,-0.8268978580795712
604,-0.959876429700988
605,-0.1879145173176299
606,-0.5557613931085588
607,0.3176244644703847
608,-0.2146717003479103
609,-0.1631200415214642
610,-0.2750929368029773
611,-0.0818513282238363
612,0.3041543026706417
613,0.0444905828266367
614,0.177646188008868
615,-0.6631398554504033
616,-0.1903624351461277
617,0.3236847979760204
618,0.1856803327391563
619,-0.044583147570199
620,0.1113337786684311
621,-0.5042743968848282
622,0.3982465264878529
623,-0.5979520143508569
624,0.1790643885697299
625,-0.4747713160226712
626,-1.9697514080403888
627,2.0497455652256638
628,-0.718494036499497
629,-0.1438575603887598
630,0.470220333723239
631,-0.9421686746988012
632,-0.4307146649655614
633,-0.7313636585246818
634,-0.2247740043977561
635,0.1999414805422786
636,-0.2444270629644114
637,0.8429031856204763
638,-0.9290117416829732
639,-0.0097856933163764
640,-0.7641867573830217
641,0.1329394387001387
642,0.6360078277886552
643,-0.0538450242302675
644,-0.3536866925381927
645,0.1275572781239362
646,0.1078167115902959
647,-0.1521547069794847
648,0.0098154691794178
649,-0.4832823749876663
650,-1.0786143953536529
651,-0.6681979536437676
652,-0.0679099409705873
653,-0.3407065730160424
654,0.3863826232247332
655,0.006265271599524
656,0.5235275786849389
657,0.103766732385606
658,0.6803043591627751
659,-0.3310933006858654
660,-0.0516242499482806
661,0.3094059405940565
662,-0.0309501702259227
663,-0.3104625892580062
664,-0.5933791380387187
665,0.197402597402595
666,0.4962266101519735
667,-0.6136883711254456
668,-0.166701396124189
669,-0.0156306986922321
670,-0.4700783114870787
671,-0.3424729488391718
672,0.6367432150313147
673,-0.0365477993003671
674,0.0991028583350707
675,-0.4816282140915129
676,-1.004315417810896
677,0.4452429307920695
678,1.0893919493162298
679,-0.880748246297736
680,-0.3912363067292755
681,-0.8045433033601482
682,-0.6110626140782446
683,0.0079352483732668
684,-0.0873639901516952
685,0.126913619417781
686,-0.2225932109070569
687,0.0635576388337159
688,0.1190287255991044
689,-0.1509973774139694
690,-0.1034208432776415
691,-0.0238720458343289
692,-0.0358208955223894
693,0.1073473282442788
694,0.0317965023847313
695,-0.103445531948751
696,-0.0836220284314928
697,-0.2514970059880221
698,0.0399042298483616
699,0.143449155243869
700,1.017054139650126
701,0.5435214626391067
702,0.1735852799682558
703,-0.1539837075303011
704,0.2971473851030083
705,0.0495000495000607
706,0.4337111877772279
707,-0.9553189372076902
708,0.0298448070035825
709,0.0844888425028656
710,0.1704757444173563
711,0.673368815296668
712,0.319300486319205
713,0.0736304731985105
714,-0.0786009039103932
715,-0.5830615673485556
716,-0.2178865009408724
717,0.0
718,0.0198039409842519
719,-0.2680698967434432
720,-0.1873041040786121
721,0.2467741743434234
722,0.0392779210474042
723,-0.3783353245718792
724,0.1987281399046133
725,-0.4281132569195116
726,-0.7447079576636491
727,0.0106809445090561
728,0.4866894197952204
729,-0.0292625829106526
730,-0.3818662488984633
731,0.0391504355486016
732,0.0
733,0.2600638054441628
734,-0.4869531096723645
735,0.4978038067349977
736,-0.2348106838861257
737,-0.1175433441081304
738,-0.3341523341523375
739,-0.0098289758207245
740,-0.7227007227007125
741,-0.0495245641838464
742,0.0791765637371461
743,-0.3974562798092266
744,0.3120202070229287
745,0.5761276344297892
746,0.1376868607395756
747,-0.1477395843593082
748,0.1769737488939068
749,0.5086569500146828
750,0.2933239469670304
751,0.4961765220944453
752,-0.7468830863326337
753,-0.2949156541229208
754,-0.307655898710201
755,-0.2372197841299997
756,-0.1544309812306907
757,0.2547544285798794
758,-0.4463223042132825
759,0.1924401891140696
760,-0.3361144219308658
761,-0.2389486260454036
762,0.2383790226460105
763,0.0536065280838495
764,0.1546238477549921
765,0.1128668171557548
766,0.2015650936684867
767,-0.1722192529247701
768,0.1008542952064641
769,0.0592908810624892
770,-0.1068376068376109
771,-0.0593894761848166
772,0.0118764845605761
773,-0.2380952380952415
774,0.3795066413662158
775,0.8359224737387153
776,0.9118630153052248
777,0.3040046769950283
778,0.1022047014162551
779,-0.7354022650389763
780,-0.4654599187292172
781,-0.5049379965842481
782,0.3035238377258106
783,0.0222041299681749
784,-0.2532487142786256
785,0.5029900332225864
786,-0.73845114910257
787,0.435336369358355
788,-0.7648112222056239
789,-0.5627673144743753
790,0.2917851264402112
791,-0.2700675168792087
792,0.0674713246869892
793,-0.1050656660412655
794,-0.3124176610080115
795,0.5651620630286663
796,0.2687569988801681
797,-0.2844950213371232
798,-0.1049239301506305
799,0.276532137518688
800,0.4492841912884583
801,-1.0153846153846102
802,1.3507360752769777
803,-0.8278627063918296
804,-0.1402137685323688
805,-0.3729908482657734
806,-0.0962241638120164
807,0.4483102153421779
808,-0.4619293248133211
809,-0.0154000154000013
810,0.1153668666359065
811,-0.0692680674209215
812,-0.1310110974106164
813,-0.1775650428472089
814,0.2848344880677479
815,0.0692360950842398
816,-0.1074312382316573
817,-0.050468081827649
818,-0.1659334722543825
819,0.1618122977346339
820,0.1308195459792131
821,-0.1001386535202553
822,-0.0140213772074095
823,-0.465711713845418
824,0.0618038366336704
825,0.2973748974569238
826,1.175516822051085
827,0.3534282540644192
828,0.6588635606720289
829,0.0934054920825776
830,0.3196803196803128
831,-0.0499750124937502
832,-0.3108081010627655
833,0.538492221779025
834,-0.1198083067092697
835,-0.4916223537674274
836,0.1952636058679148
837,-0.3164239075841263
838,0.160465349513586
839,0.0
840,-0.0300963081861827
841,-0.1809045226130722
842,0.1805778491171818
843,0.2601560936561846
844,0.4779924317865006
845,-0.4903432402681825
846,0.319201995012462
847,-0.4710362798155932
848,-0.130456598093322
849,0.2502502502502503
850,-0.454770143351452
851,-1.8066529112777432
852,-1.346871410706023
853,0.0843377853152417
854,0.2061126932465331
855,0.0762233853346235
856,-0.2598328917872381
857,-0.0407747196738086
858,0.2085346625298942
859,-0.0814456604734156
860,0.1879890255055404
861,0.0761537289942659
862,0.323870249481309
863,0.0025301723047316
864,0.3123075192411412
865,-0.831180061037649
866,-0.0694276191620129
867,-0.1394566491666324
868,0.2542071279678682
869,-0.46993921438422
870,0.1988172920065183
871,-0.0816326530612227
872,0.0535427449580529
873,0.2986895789112476
874,0.2876913717935697
875,-0.0371826197811652
876,-0.7492240179813642
877,1.2524441156264738
878,0.3423214661891751
879,-0.2111040743086371
880,-0.3495392437241799
881,0.6105905884829964
882,0.4297693920335543
883,-0.104931794333692
884,0.1362255056062136
885,-0.1626869588034648
886,-0.2050904501472522
887,-0.7683747549149428
888,0.3342086416805936
889,0.0407559919754917
890,0.2947678703021383
891,-0.4866180048661734
892,0.1795142555438244
893,-0.4135298483723895
894,-0.0795882633840959
895,0.0266284461824194
896,0.4750290360046452
897,0.0949367088607631
898,0.1369430106394286
899,0.021063717746178
900,-0.6269953051643286
901,-0.6621807146069632
902,-0.086164761529369
903,-0.7625704980538516
904,-0.49493094914984
905,0.2309652755654717
906,0.1828444232450941
907,0.0873709293089749
908,-0.0715364438438942
909,0.095291034701822
910,0.0396888394983308
911,-0.0436767917411211
912,0.0277865989202894
913,-0.0874056416368688
914,0.095260776375331
915,-0.0198499344952206
916,0.0039698292973478
917,0.0
918,0.0317485514723327
919,0.0872323552735919
920,-0.0634819869861913
921,0.0475888324873114
922,-0.0714342408127656
923,0.0317384749662828
924,0.7637795275590542
925,1.199792120349434
926,0.3170200573065925
927,0.1716247139588165
928,-0.4136029411764699
929,0.5825242718446498
930,-0.0800182898948253
931,0.1597808719470447
932,-0.6085658514180745
933,-0.4845967462789912
934,0.3048254442974643
935,0.0976786945529691
936,-0.1669064748201393
937,0.0239367150080834
938,0.2229877138592367
939,-0.589050589050595
940,0.2074688796680576
941,0.2414625733011311
942,0.1549853624935481
943,-0.0746783088235267
944,0.0803581678337655
945,0.1432911102195219
946,-0.0860486461679702
947,0.0286746573378513
948,0.1774673689031384
949,0.0572147843002599
950,-1.484174763068475
951,0.9622195985832322
952,-0.4587656499812699
953,0.350785959106494
954,-0.894347722394467
955,-0.1552609578406729
956,-0.2154398563734372
957,0.250716332378233
958,-0.7578491519307227
959,0.0601106035104729
960,-0.5074915418076386
961,-0.0604521823237956
962,0.0362581580855706
963,-0.1998183469573019
964,0.0302663438256555
965,0.1088402467045633
966,-0.1028993402336344
967,-0.3340216203085214
968,-0.4636973764490487
969,-0.2201296318943461
970,0.5352146940761437
971,-0.5135102090719984
972,0.0977158910467794
973,-0.4971460136254847
974,0.4338792471278291
975,0.1319636186454396
976,-0.9178823143746964
977,-0.2959066250205486
978,0.1559294214197765
979,0.0901935060675626
980,-0.4943968358602458
981,0.3612479474548421
982,-0.1397681493052715
983,0.2460428114492014
984,0.0327949495777585
985,-0.2300928589037728
986,-0.2967941125806604
987,0.0906620553359706
988,0.0164663263625852
989,0.0904828493871838
990,0.1231515964111064
991,-0.0739126860149635
992,-0.0493542814839206
993,0.1314384293107786
994,-0.0575373993095572
995,-0.0781474931106805
996,0.0164493975408117
997,-0.1798681186849434
998,0.0521287984847338
999,0.4672131147540928
1000,0.2957198443579731
1001,-0.1793092695096201
1002,-0.0858302122347172
1003,-0.6755695208169673
1004,-0.0314317146000251
1005,-0.05503577325262
1006,1.0348583877995738
1007,-0.343535290443471
1008,0.1247660636306897
1009,-0.0155981906098972
1010,-0.0624317153113879
1011,-0.3288443470090725
1012,0.3122073056509566
1013,0.0
1014,0.0
1015,-0.0781127948757962
1016,-0.0156250000000079
1017,-0.2427754718458785
1018,0.2188012815503642
1019,0.046864016246194
1020,-0.2741228070175394
1021,-0.204049599748866
1022,-0.2675480012590521
1023,0.2824858757062142
1024,-0.2832861189801695
1025,-0.3084122088695012
1026,0.2016556994268708
1027,0.4069552349241637
1028,0.2583025830258201
1029,0.0263504611330758
1030,-0.174216027874571
1031,0.2632687447346251
1032,-0.1476481754904035
1033,0.280166248801095
1034,0.0248133739880158
1035,0.0105130361648497
1036,0.0210216523018667
1037,-0.0631047538914622
1038,-0.2160737812911707
1039,0.0789889415481862
1040,0.0420044657379394
1041,-0.3061246040126746
1042,-0.5307855626326964
1043,0.053050397877981
1044,0.1271590547843642
1045,0.1375661375661327
1046,-0.3610875106202245
1047,0.0
1048,0.3914101343488887
1049,-0.0635122261035273
1050,-0.8224566422313623
1051,0.2318943988583705
1052,0.6908768821966351
1053,-0.2219263204616067
1054,0.0443655723158803
1055,1.192354900929335
1056,-0.5554086220576526
1057,-0.4516471838469758
1058,0.1503227517906107
1059,-0.8291726105563542
1060,-0.2771569065713029
1061,-0.0894854586129703
1062,-0.3502155172413798
1063,0.6069260978222124
1064,0.1603102480041323
1065,0.1335765773783118
1066,0.0711427301022661
1067,0.0177825197830497
1068,-0.0177856825255633
1069,0.0355587163303334
1070,0.2221916702515975
1071,0.1058833953570815
1072,0.0442830573022736
1073,-0.1685592618878617
1074,0.3447971001679786
1075,1.9749365482233463
1076,-0.5583027596107855
1077,0.5473149837391907
1078,-0.37420382165605
1079,0.4359889021006828
1080,-0.079333597778666
1081,0.0951097725291309
1082,0.2095938624589714
1083,0.4997245612654371
1084,0.5945396229367168
1085,0.3896205096236376
1086,-0.3518923991241922
1087,-0.2351465746982263
1088,0.0704942429701601
1089,-0.1883386957545278
1090,0.2817121840519598
1091,0.0664711632453519
1092,-0.0743465331037712
1093,0.0664763617878182
1094,-0.0195556946182661
1095,-0.1488444966705818
1096,0.3006990276096308
1097,-0.1055512118842774
1098,0.1327399078628777
1099,0.4585729830561195
1100,0.6366640746500789
1101,0.8767704017728208
1102,0.1443140273234476
1103,0.2399462520395431
1104,0.330033003300329
1105,0.1289767841788527
1106,-0.3258890060385349
1107,-0.1343699011421447
1108,-0.3612194769541973
1109,-0.1398668853091502
1110,0.0190954172927362
1111,-0.2133972494177108
1112,-0.4260894884984887
1113,-0.2920276452837507
1114,-0.5420048895926934
1115,0.6647870892475258
1116,-0.4099960952752847
1117,0.2191594019383514
1118,-0.1609756097561036
1119,0.0536297596411748
1120,0.2092050209204916
1121,-0.0097314130011589
1122,-0.3025866276232331
1123,-0.1074848544068784
1124,0.4087193460490479
1125,0.1657209625562242
1126,-0.9472466960352453
1127,-0.531443755535877
1128,-1.3578722926719715
1129,0.2015903236644717
1130,-0.3483928972802902
1131,-0.3949001466772069
1132,-0.0903444381705232
1133,-0.0256418076683694
1134,0.514356352194193
1135,-0.0281025179856179
1136,-0.2705139765554496
1137,-0.045105999097871
1138,-0.1128923007450988
1139,0.0902323482968625
1140,0.3148189790870263
1141,-0.1576576576576583
1142,-0.101454176530271
1143,0.6890529580019271
1144,-0.0061576354679937
1145,0.4569263345592452
1146,-0.6223717409587965
1147,-0.2867746288798869
1148,0.11233430689732
1149,-0.022471910112355
1150,-1.0310872815383822
1151,-0.5964111606679835
1152,-0.2391349552921498
1153,0.2799377916018621
1154,0.4542259735514784
1155,0.6867561636365703
1156,-0.4634950056636867
1157,0.3591216909501276
1158,0.0615258408531606
1159,-0.195212164800162
1160,0.6684696637240406
1161,0.2392588067603333
1162,-0.0101822624987324
1163,0.2387119711514037
1164,0.4801860088960862
1165,0.1614856681469485
1166,-0.1995293413306862
1167,0.2494703924139974
1168,-0.6805816378038072
1169,0.0204102355808279
1170,0.1115731818642858
1171,0.0506893755068908
1172,-0.5850123844786663
1173,-0.0574431180491716
1174,2.048770737557463
1175,1.325243493533459
1176,0.4925325707022484
1177,-0.2448784566684507
1178,1.3337785809695852
1179,-1.0039284155390664
1180,-0.4861422348826196
1181,-0.1800750978668957
1182,0.2867840356886795
1183,0.4283334655350139
1184,-0.3262772560878534
1185,-0.3674121405750749
1186,0.5599459910249778
1187,-0.1232604373757464
1188,0.031799030129586
1189,-0.5676367125040038
1190,0.1755786113328003
1191,-0.0479080166081142
1192,0.2659786261487276
1193,-0.1467421644469236
1194,-0.0078959898739926
1195,0.2386218968809739
1196,-0.3754495451238298
1197,-0.0958509872891527
1198,-0.4577577899132729
1199,0.2802915031632966
1200,-0.047129795456685
1201,0.010178999592843
1202,-0.8850432632880146
1203,-0.0237766893337825
1204,-0.3579268874677865
1205,0.1373504609961947
1206,0.413763644992871
1207,0.278104346871283
1208,-0.0888678351492199
1209,0.0077682264381186
1210,-0.2071387886842566
1211,-0.3143513135428198
1212,-0.0856843309187953
1213,-0.12883523405068
