,CMCSA.US
256,-0.0567582907646212
257,0.1942218985190539
258,-0.2271068213155867
259,0.0243269542653153
260,-0.0025949424571449
261,-0.2412615834823643
262,0.0325044693645427
263,0.2108336036328178
264,-0.0081096423647643
265,0.0
266,0.0648350757759934
267,-0.0081050413357149
268,0.0324096580781123
269,-0.0810898475510935
270,0.0648298217180004
271,0.0971502590673497
272,-0.0161943319838024
273,0.0242855986400073
274,-0.0729099157485445
275,0.4922644163150512
276,-0.2114164904862659
277,-0.3252262443438869
278,-0.6206982410585729
279,0.6941010243730142
280,-0.1060820367750975
281,0.2293173399188489
282,0.5438596491228109
283,-0.0087726993595974
284,0.1051616860923709
285,0.1487574378718951
286,0.1921397379912653
287,0.270011323055485
288,0.3817787418655078
289,-0.3482803656943889
290,0.1043750543620114
291,-0.1742615666114863
292,-0.1308672134007952
293,-0.1135470346755259
294,0.191787987097898
295,0.0609862345356398
296,0.1218238774799865
297,-0.1132502831257038
298,-0.1046481206941698
299,-0.5877192982456155
300,0.0204331834899836
301,0.3055612140965689
302,-0.2039187509313212
303,0.1221202854230356
304,-0.6463527239150461
305,-0.7337742868954048
306,0.0826104915324228
307,0.3293536434746739
308,0.0
309,0.0205803663305312
310,0.082253752827471
311,0.2563839606194236
312,0.0102543068088503
313,0.2148777243425846
314,0.116511998691785
315,-0.0756878388053575
316,-0.030693677102518
317,0.0204582651391266
318,0.0
319,-0.0306968177632263
320,0.0
321,-0.0614313504658567
322,-0.0307251126587475
323,0.20441537203598
324,0.1021033285685055
325,-0.0356824264050011
326,0.1780943900267167
327,-0.2499553651133736
328,-0.1072386058981146
329,0.4271222637479888
330,0.1953818827708693
331,-0.0710984713828637
332,-0.1245773269264998
333,-0.2343975768213963
334,0.1983265088125392
335,-0.1247771836007135
336,0.3375377509326661
337,0.0976129204010998
338,-0.1332859427758943
339,0.265686397884426
340,0.0267564454682446
341,0.2121828308725973
342,0.0088401697312633
343,-0.203738152183545
344,0.0354201717878387
345,0.0354076303443321
346,0.0707651481645274
347,-0.0176944174113032
348,0.0
349,-0.2039007092198617
350,-0.7621951219512304
351,-0.2674818494459179
352,-0.0956205775482965
353,-0.0765550239234433
354,0.076496462038629
355,0.2194447094742905
356,0.0476826244516471
357,0.0
358,-0.2965088474414178
359,-0.2781507769038864
360,0.3726708074534167
361,-0.2617439890856998
362,0.1083357259067776
363,0.4667555724900067
364,0.2944249216449827
365,-0.1998477350590102
366,0.2278769464489127
367,0.0618682699278498
368,0.3072556995553838
369,0.2359380898452246
370,0.0754432289702117
371,0.0753863550697307
372,0.2819018981394448
373,0.1220084467386161
374,0.1405810684161252
375,0.2472065658063878
376,0.716669939132146
377,0.0098164327083588
378,0.2057210031347901
379,0.2638006839276952
380,0.1268540202966526
381,0.1558846453624285
382,0.0
383,-0.3029414638913342
384,0.2923121894182959
385,-0.2441883180308654
386,0.0878305845613383
387,-0.0097599063049044
388,-0.1955798943868459
389,-0.3139101432215101
390,0.4492187500000077
391,0.1949317738791312
392,0.1654179235185382
393,-0.1656920077972726
394,0.2721617418351489
395,-0.0388953714507896
396,-0.3904724716907513
397,0.2142996298460928
398,-0.0584795321637449
399,-0.2344665885111321
400,0.7197791362650404
401,-0.0789421748569156
402,0.5105046141763165
403,-0.8315185111859071
404,0.2074483848661542
405,-0.3668451318659573
406,-0.2584493041749554
407,0.4945598417408507
408,-0.0395804472590461
409,-0.2181673938913118
410,-0.5383848454636154
411,-0.0199441563621819
412,-0.3602882305844669
413,-0.020020020020016
414,0.2197363164202945
415,-0.220220220220219
416,-0.3616636528028927
417,0.430129038711606
418,-0.3714859437751049
419,-0.1005025125628083
420,-0.2822011691191303
421,0.9780439121756528
422,-0.3907424105801027
423,-0.3922751961375986
424,-0.3026634382566557
425,0.079093066174535
426,-0.1319957761351687
427,-0.1763046544428798
428,-0.2651582110659335
429,-0.044212574056059
430,0.1059977033830848
431,-0.0265064499027981
432,0.0176678445229646
433,0.2291556495681217
434,-0.1058761249338188
435,-0.114830845331693
436,0.2203419707385862
437,0.0968565642335118
438,0.0176071837309712
439,0.0
440,-0.1057548250638975
441,0.0704535446939659
442,-0.017616489033732
443,-0.0881600987393055
444,-0.061750176429082
445,-0.061788330832371
446,-0.0883470271225448
447,0.0353263269451614
448,-0.0265017667844533
449,0.0
450,0.2423193422760719
451,-0.0432900432900408
452,-0.0866551126516415
453,0.0346500346500277
454,-0.2779708130646223
455,0.0520923771488125
456,0.0347161951050095
457,0.1300164687527136
458,0.3110688671908748
459,-0.0864827466920423
460,-0.1125541125541086
461,0.0865051903114137
462,0.1295896328293785
463,0.0518089974959004
464,0.043155532539269
465,0.1551189245087959
466,0.0516795865632972
467,0.0172235618325957
468,-0.1293437958092659
469,-0.0603968938740234
470,-0.1468936317290259
471,-0.1124567474048526
472,0.0345901072293378
473,-0.0259493123432238
474,0.0086490226604437
475,0.2796681271557725
476,0.1675197766403041
477,-0.2332089552238805
478,0.0838847982104608
479,0.0558919422449819
480,0.0093144560357722
481,-0.0186323830817924
482,-0.093248787765767
483,-0.0746547219111593
484,-0.2150939867202747
485,0.1494070408067948
486,0.0466679111442945
487,-0.0093344534677542
488,-0.2339071856287425
489,-0.084277554078087
490,-0.1031121109861261
491,-0.1314060446780557
492,0.0320903182946702
493,0.1553307101367717
494,-0.0937734433608348
495,-0.1032572984135918
496,0.1967397414277625
497,0.056179775280901
498,-0.1876172607879951
499,0.0187582067154476
500,0.0382701875239112
501,-0.5386687187379784
502,0.0576812151509346
503,0.119449533532296
504,0.2257137382640265
505,0.0574492531597111
506,0.339517423408192
507,-0.0341733486063332
508,0.190548780487794
509,-0.2483285577841365
510,-0.3161828111526284
511,-0.0671140939597386
512,-0.1536393316689039
513,-0.3855793329477595
514,0.0192752505782673
515,-0.0096385542168724
516,0.0674243883644704
517,0.0769971126082892
518,-0.3089399497972653
519,0.0771753810534423
520,0.1733436055470019
521,0.1826396231856173
522,0.1535656013053043
523,-0.1441753171856896
524,0.1343827990017283
525,-0.1826180791898388
526,0.2069254587896994
527,0.049842689186947
528,-0.2573254752220488
529,0.0910600282966193
530,0.1740210282308141
531,-0.0745650372825214
532,-0.0829187396351646
533,0.06629101756713
534,0.1571936791594256
535,0.0991817505578893
536,-0.1075624689723609
537,-0.0993871128043768
538,-0.1077854240941841
539,0.0414387535222916
540,-0.0331619963521738
541,-0.1993686658913516
542,0.1327360212377723
543,-0.1329124439275717
544,-0.1081081081081043
545,-0.0249542505406763
546,0.0415731271306204
547,-0.0499126528575012
548,0.1080272561077029
549,-0.033250207813804
550,0.1233279574992841
551,0.0663632916192713
552,0.2741798241467259
553,-0.4940617577197111
554,0.0095002850085551
555,-0.1046124583927716
556,0.038026428367708
557,-0.0570721963283575
558,-0.2479260036235252
559,-0.0858942546287492
560,-0.1242236024844676
561,0.0668449197860897
562,0.0763358778625938
563,0.133409567371832
564,0.1332318233726689
565,-0.0476054460630269
566,0.0190385530699628
567,0.4925641754286218
568,0.0378752012120123
569,0.0094679038061021
570,0.367889821714933
571,0.0094321826070466
572,0.0
573,0.0188608072425596
574,-0.1511144692104371
575,0.0095712098009237
576,-0.0287218764959321
577,-0.374783778589276
578,-0.0192233756247558
579,0.0384319754035281
580,0.3236989791032274
581,0.2407566638005114
582,0.0477463712757803
583,-0.1817660001913304
584,0.0764745244240496
585,0.057132047639334
586,-0.1433218522770752
587,0.1528467711119705
588,0.1811766949556572
589,0.1047818632120398
590,-0.076263107721638
591,-0.0763213127265908
592,0.285388127853892
593,0.1709401709401639
594,0.3784295175023706
595,-0.1136578897518512
596,0.2822094696955386
597,-0.4638011196508185
598,-0.1710863986313153
599,0.0854700854700887
600,0.6886914861762629
601,0.4075546719681875
602,0.178606866441761
603,0.1189296333003018
604,-0.1226477627698651
605,-0.1355325914149391
606,0.0198688654877766
607,-0.1492388817033046
608,0.2184056388364924
609,-0.0695410292072396
610,0.043890920140375
611,0.0750150327744194
612,0.0200396825396851
613,0.0
614,-0.1291347968610265
615,0.2081681205392483
616,-0.0992260369120801
617,0.4445322532846022
618,-0.2078796277964838
619,0.3943995267205735
620,-0.2471088267272907
621,0.1480457954993994
622,-0.108684912558047
623,0.0789811432520609
624,-0.1681170886075966
625,0.4790748992293608
626,0.0735581415102388
627,0.0
628,-0.1701693184718819
629,-0.1960784313725524
630,0.2220124020721241
631,0.1096099923527833
632,-0.2640995058783458
633,0.0425785574384836
634,-0.1620607301262469
635,-0.1110067457945482
636,-0.0940170940170935
637,-0.0256476019492187
638,-0.2141877998629198
639,-0.0257091438855095
640,-0.0943558071710408
641,0.0171526586620892
642,-0.3355993460115313
643,-0.3194060773480579
644,-0.2943722943722973
645,0.0086572591117696
646,-0.1473903242587148
647,0.0260032937505427
648,-0.0346830833261131
649,-0.25208623087621
650,-0.0493242576699192
651,0.5201177625122679
652,0.0196232339089442
653,-0.1178781925343856
654,-0.2560567264132272
655,-0.1677024760777367
656,0.0887049083382507
657,0.0157672750206998
658,-0.0749506903352992
659,-0.0098629056119983
660,-0.1382716049382721
661,-0.1483679525222608
662,0.177725118483419
663,0.0394788787998342
664,-0.0197433366238855
665,-0.0268581494734948
666,-0.0027648859484622
667,-0.1087386318703039
668,-0.1072719284009389
669,0.0369971015639735
670,0.0009892175289393
671,0.009891196834808
672,-0.1287511141923298
673,0.1090223406760236
674,-0.000197863078756
675,-0.8496618692561035
676,0.1731002250302949
677,0.4651964162646382
678,-0.1898843431727938
679,0.1206896551724142
680,-0.1554135727853625
681,0.0172651933701745
682,0.1379310344827556
683,-0.0690131124913718
684,-0.2594706798131786
685,-0.1472498917280222
686,-0.2257140376768861
687,-0.130389429763553
688,-0.2216305878089272
689,0.1864347826086936
690,0.199600798403197
691,-0.0781657113079758
692,0.3030565416919165
693,-0.0086595081399297
694,0.4025984330744722
695,0.114748449345281
696,0.1891659501289758
697,-0.2672644193464973
698,0.2493980048159668
699,-0.2759572266298787
700,-0.1760303173851259
701,-0.080405669358235
702,-0.147374418383813
703,0.387816874763523
704,0.16054396071395
705,0.0849216833364818
706,0.0
707,-0.0660938532716527
708,-0.0096317462355901
709,0.4326814591951865
710,-0.0282140505971984
711,-0.0470455400827974
712,-0.2357823257568612
713,-0.264775413711585
714,0.0
715,0.1227805062334675
716,-0.0567000567000588
717,0.0
718,0.179228374681645
719,-0.1227805062334809
720,-0.1096781513558485
721,-0.0416193719258389
722,-0.1136363636363679
723,-0.1899434344277648
724,0.246261593791404
725,-0.6049442559379498
726,0.8268435727333904
727,-0.2409406322282189
728,-0.135109052306505
729,-0.3583535108958882
730,0.2222651720139195
731,0.2506265664160313
732,0.0
733,0.326671790930057
734,0.4019138755980878
735,-0.21097046413502
736,0.0766577232656173
737,-0.1343312224141245
738,0.095858895705516
739,-0.1730366296075076
740,0.3637581324148508
741,-0.1437194596148236
742,0.1244019138755937
743,0.0191350937619556
744,0.1909854851031348
745,0.0668002672010758
746,0.1904943327935885
747,0.1901321418385805
748,-0.4200477326968952
749,-0.0859927383909835
750,0.0081234768480835
751,-0.0068241862157894
752,0.047421843280557
753,-0.0568735781605519
754,0.1541332035369495
755,-0.1299650718869276
756,0.0892712222041871
757,-0.0893509869222641
758,-0.0162482736209245
759,0.0324859904166263
760,0.0162403572878686
761,-0.1025817768594462
762,0.0537817856852783
763,-0.0650353629786182
764,-0.048800325335504
765,-0.0325441379871501
766,0.0162694216220696
767,0.0406570174012011
768,-0.0569522414775098
769,0.1462344625883555
770,0.0568366352711864
771,0.0324675324675375
772,-0.0162364020133106
773,0.0649034561090364
774,0.178166504697116
775,0.1909741331865628
776,0.0
777,0.2105263157894773
778,-0.1374885426214534
779,0.2286236854138089
780,0.1369863013698682
781,-0.1738175830207645
782,0.0639970744194488
783,-0.1556634007874752
784,-0.2662504590525082
785,-0.110294117647063
786,0.0918273645546451
787,0.0734079647641753
788,0.0366905155017355
789,-0.1188348672888107
790,-0.0464902609334829
791,0.1467889908256849
792,0.0366837857666968
793,-0.0642378636321991
794,-0.174664460378744
795,-0.1288659793814438
796,0.0092038656235666
797,-0.1197935864356889
798,-0.3792433632411401
799,0.13855532976169
800,-0.4909344490934433
801,-0.3540260167956585
802,0.0493745885450973
803,0.155288433887393
804,0.054198316567442
805,-0.1603882217470039
806,0.0246690239289541
807,0.0246629398224277
808,0.0164392569455827
809,-0.0328893274132478
810,0.0410947645269969
811,-0.0411116592665656
812,-0.156468747426499
813,0.0658382026170671
814,-0.1235992089650673
815,0.0164771791069336
816,-0.0163150686963183
817,0.0080744829859095
818,-0.2477905344015952
819,0.0082590023125248
820,0.0165152766308802
821,-0.0991899487518518
822,-0.0910068668817733
823,-0.1242544731610385
824,-0.0995024875621928
825,-0.5869028006589715
826,-0.1753481175863865
827,0.0412413650891762
828,-0.2273431848713432
829,0.4321432246115873
830,-0.1752216037930341
831,-0.0825252733649662
832,0.4416144603060561
833,0.2152080344332791
834,0.2249488752556225
835,-0.2049180327868881
836,0.2249028828460426
837,-0.1023331968890649
838,-0.1229508196721358
839,0.0307282597562236
840,0.1534056044180872
841,-0.0032727600003341
842,-0.1093478038292133
843,-0.1932672422282784
844,-0.0735037470485614
845,0.0307881773399026
846,0.1434720229555242
847,-0.0410088168956244
848,0.071713963733217
849,0.0921187308086012
850,0.2522185894441812
851,0.1864801864801891
852,-0.0746477559018366
853,0.1490729525761638
854,-0.0279589934762359
855,0.1767606288957091
856,0.0557880055788026
857,0.1114516578434146
858,-0.0929627219485065
859,-0.1676133718223229
860,-0.1678947859341543
861,-0.0242573518435552
862,-0.0410677618069786
863,-0.0373482726423961
864,0.0
865,0.0839630562552508
866,-0.0186619389754558
867,0.0932227090519197
868,0.1489341897049342
869,-0.0186202402011081
870,0.158021937163043
871,0.0185873605947918
872,0.2318034306907742
873,0.0
874,-0.1020976424726187
875,0.5258126195028654
876,0.0
877,-0.1915708812260427
878,0.3150959610426795
879,0.0667938931297644
880,0.133409567371832
881,0.0476235831983971
882,0.1536828731089275
883,-0.2780850658020242
884,-0.0572519083969487
885,0.1143728555089635
886,0.0247746460084198
887,0.0514285714285733
888,-0.0571755288736442
889,0.2471482889733888
890,0.0152068126520597
891,-0.053252187143398
892,-0.1256807708420523
893,0.2204066121983653
894,0.0949126803340872
895,0.1631729462666405
896,0.0263357332322841
897,-0.2183613405487553
898,0.1422070534698575
899,-0.4571428571428609
900,1.404413872169675
901,-0.6635891517599516
902,0.6307339449541252
903,0.4944845949030012
904,0.0760167236792078
905,-0.4006868918145408
906,-0.5371187416075082
907,0.2773792443806715
908,-0.0669984686064253
909,0.210124164278891
910,-0.1913875598086151
911,0.038262865888661
912,-0.2301054650048026
913,-0.0623590924353602
914,0.1676084666219683
915,0.296027501909857
916,-0.3257328990228045
917,-0.3364414111313989
918,-0.125120307988446
919,0.1633515902757639
920,0.2396472392638036
921,-0.2209626284945621
922,-0.3089542774652247
923,-0.124855268236206
924,0.1541425818882433
925,-0.2569278766746202
926,0.0
927,-0.3683919690550798
928,0.0092089511004743
929,-0.0829493087557635
930,0.4038920506700915
931,0.3384868721983392
932,0.1370363603142622
933,0.2096818306135509
934,-0.3017556693489377
935,0.2280813794361828
936,0.3182975627500858
937,0.4976925165143528
938,0.0542642669801827
939,-0.1358449556239734
940,-0.0906453952139308
941,-0.0272010155045669
942,0.253233245907558
943,0.1535127325266405
944,-0.1446916259721437
945,-0.0814553353244668
946,0.5320441839738643
947,-0.1632100991884557
948,-0.4528985507246377
949,-0.0181192244972007
950,-0.0696621386276543
951,0.1478132336318595
952,0.0086941401495313
953,-0.0173913043478226
954,0.0521467060664021
955,-0.0260801530035652
956,0.1649019267488263
957,0.0260303687635584
958,0.0
959,-0.217391304347826
960,-0.0086964083833421
961,-0.113181264147654
962,0.0261119331534521
963,-0.008704735376049
964,0.0348068221371443
965,-0.0609490639965236
966,-0.069704626644592
967,-0.0348644643946588
968,-0.0900313015804341
969,0.0115143056524752
970,-3.074986513217049
971,-0.2523886785649911
972,-0.2711496746203879
973,0.4588394062078318
974,-0.1531807532888824
975,0.1326611833377478
976,0.4753102719831056
977,0.0263991552270337
978,-0.3886925795052983
979,0.0176647235470729
980,0.1235003528581515
981,-0.017646020822301
982,0.0705342973020616
983,0.1848103493795597
984,-0.0616414230362743
985,-0.0704970038773337
986,0.1759324419422966
987,0.2981932994211447
988,-0.0438711941739029
989,-0.1054018445322833
990,-0.0175700606167056
991,-0.0263620386643243
992,-0.0439560439560414
993,-0.0527750901574476
994,-0.2027146130795029
995,-0.150057374878619
996,-0.0971903163103016
997,0.0529848110208301
998,-0.0264994258457743
999,-0.1149628581535156
1000,0.1126010286553925
1001,-0.2947678703021308
1002,0.4036697247706401
1003,0.1374255611543799
1004,0.0578684627865448
1005,-0.1955963302752298
1006,-0.1838235294117673
1007,-0.424589256045776
1008,0.0369071784462004
1009,-0.0740536916965596
1010,-0.0737386804657234
1011,-0.1017482194061598
1012,-0.1482167670217661
1013,0.2955574027893167
1014,-0.1294737815592347
1015,0.1200812857934691
1016,-0.1109672646569304
1017,0.0277341222150329
1018,0.2121771217712214
1019,-0.1015790931757313
1020,0.027695716395852
1021,-0.0646651270207789
1022,-0.2964884647456621
1023,0.074067215998517
1024,0.230925549602808
1025,0.0857191839533638
1026,0.3246753246753329
1027,-0.0427386956150195
1028,-0.0342026507054228
1029,-0.0085513938772063
1030,-0.0427752587903132
1031,-0.0112939437082446
1032,0.0112926683206413
1033,-0.0513566720876506
1034,-0.1972555746140686
1035,-0.1257153063537751
1036,-0.0546438697482549
1037,-0.0773860705073116
1038,0.1116550717169197
1039,0.15436068947774
1040,-0.0772399588053582
1041,0.0
1042,0.1713502398903382
1043,0.1454358798870747
1044,-0.1542284294404994
1045,-0.0685929863671425
1046,-0.0428890032595618
1047,0.0428706164794625
1048,0.077107607950654
1049,-0.0514315103720232
1050,0.0892379082634379
1051,0.2314814814814734
1052,0.1775687479003787
1053,0.0889717634523183
1054,-0.1422728081095596
1055,0.1243339253996452
1056,-0.2403632155256797
1057,0.0355966895078813
1058,-0.133666013188385
1059,0.0888534345680831
1060,-0.0621826280623614
1061,0.0801139398255326
1062,0.0533807829181514
1063,-0.0534092932170217
1064,0.0177999288002812
1065,0.0355871886121052
1066,0.0177904287493293
1067,0.1155042203465086
1068,-0.0711300791322115
1069,-0.0355776927866157
1070,-0.1335945849661611
1071,-0.0356379187455508
1072,0.1067995728017128
1073,-0.1693857537666022
1074,-0.0089158345221158
1075,-0.0680404354587941
1076,-0.1557632398753861
1077,-0.1169590643274898
1078,-0.3619289836642769
1079,0.0293369841580296
1080,-0.5902026362384503
1081,0.1080868625331624
1082,0.0785468826705923
1083,-0.0294637595757229
1084,0.0392695857058769
1085,0.1176701313983178
1086,0.1957330201605038
1087,0.0684596577017048
1088,0.0977039570102533
1089,-0.0684395776300285
1090,-0.0489093221167926
1091,-0.0097828213656868
1092,0.3120733372342572
1093,0.0779575131553286
1094,0.058433969614338
1095,0.291318702660708
1096,-0.029140359397767
1097,-0.1264345458082179
1098,0.0291686922702976
1099,0.203764797205519
1100,0.0914243920277878
1101,-0.3854625550660809
1102,-0.5537098560354322
1103,0.2760905577029239
1104,0.2020573108008806
1105,-0.2936592447393691
1106,-0.0748525073746271
1107,-0.1477104874446185
1108,0.165898617511527
1109,0.3671264777345772
1110,0.0001836547291153
1111,-0.0551267916207297
1112,0.0091869545245667
1113,0.3205128205128283
1114,-0.1467351430667613
1115,0.1503605172694767
1116,-0.0221652317274165
1117,0.0274700119036598
1118,-0.1100009166742967
1119,-0.1284993116108311
1120,0.2693049150435479
1121,0.133284578114996
1122,-0.4960955443270613
1123,-0.0091877986034462
1124,-0.3318584070796455
1125,0.8207705192629848
1126,-0.2350570852921433
1127,-0.0251910319926115
1128,0.2429217624392629
1129,-0.0502849480388889
1130,0.3174603174603255
1131,-0.2596532372895571
1132,0.0334924223394509
1133,0.1087320173971189
1134,0.0
1135,0.1169590643274858
1136,0.2167389129709827
1137,0.1830587452155209
1138,0.0083201597470595
1139,-0.0867712918596467
1140,0.0700674045102734
1141,-0.1688792121859804
1142,-0.2309279728634528
1143,-0.0844552220085283
1144,-0.0753138075313836
1145,0.108668394215494
1146,-0.0836610056052826
1147,0.0334532073262457
1148,0.1002590024229297
1149,-0.0752508361204042
1150,-0.1883239171374876
1151,0.2135474502434441
1152,-0.0427277388480577
1153,-0.0085462780958814
1154,0.0256322624743687
1155,0.042702194892815
1156,-0.0256278831368538
1157,-0.1454358798870747
1158,0.0769362284151166
1159,-0.1626851614008029
1160,-0.1157258583001201
1161,0.107038876519952
1162,0.2562350529552418
1163,-0.1443830873346646
1164,-0.1809768637532056
1165,0.0941700196900945
1166,0.0598904859685088
1167,-0.094202277982358
1168,0.128292849811842
1169,0.0854554776961154
1170,0.1365420720259522
1171,0.1448657861099169
1172,-0.0767525157768968
1173,0.0766936514699524
1174,0.0425894378194304
1175,-0.4107479034742461
1176,-0.0171174255391955
1177,0.3921568627450927
1178,0.0766675185279865
1179,0.2125127507650459
1180,0.0339904826648591
1181,0.0764201409526952
1182,-0.3493524199045642
1183,0.1862577501084327
1184,-0.1098339719029294
1185,-0.1108080463689138
1186,-0.1023890784982852
1187,0.2043596730245188
1188,0.0085142613878289
1189,-0.1449522510231938
1190,0.153243657415284
1191,0.2039082412914266
1192,-0.1787386160524368
1193,0.0850412450038341
1194,0.076478585995924
1195,-0.1787690474163684
1196,0.0850557114910217
1197,-0.1192199608277155
1198,-0.0681721346399765
1199,0.0255580166979052
1200,0.0519255733448743
1201,0.5508219295980726
1202,-0.3714581893572845
1203,0.0431741645799129
1204,0.1207416990081936
1205,-0.0863185153215438
1206,0.1465264609550092
1207,-0.1294554241822658
1208,-0.1729056799515888
1209,0.1467541436464103
1210,0.0862515094014096
1211,0.197985710596543
1212,-0.2935336268669631
1213,-0.1882151049541437
1214,0.1706242984198328
1215,-0.1123789764868563
1216,-0.1558441558441617
1217,0.1124275706996414
1218,0.1468048359240084
1219,-0.1297016861219122
1220,0.198481187435269
1221,-0.1642319993084948
1222,0.043200276481767
