,CPRT.US
838,-0.1154826377827301
839,-0.180557982410165
840,0.0608404433458283
841,0.0796749263006999
842,-0.5608524957936085
843,0.1999040460578922
844,-0.6438113632705594
845,0.4486460503124403
846,0.2676680915664639
847,0.0758483033932126
848,0.079776625448739
849,0.2863733990931504
850,0.2525080188357363
851,0.2348936170212758
852,0.0238241099993169
853,-0.6232876712328744
854,0.0342348510784055
855,0.0273803819563228
856,0.4158145875937187
857,-0.2460024600245901
858,-0.2731233221005253
859,0.1427300718440084
860,-0.0821748955694066
861,0.1504273504273496
862,-0.7508955635161225
863,-0.0413507925568589
864,0.1800336677405526
865,0.1979402677651853
866,0.0994547138104748
867,-0.2371949123410099
868,0.1167422057409805
869,-0.1857585139318955
870,-0.0550698698974214
871,-0.3661738289346422
872,-0.6047125877528357
873,0.4566525980765216
874,-1.460873716207196
875,1.0713061364415497
876,-0.5905426958058556
877,0.0800255668334083
878,0.1050684106359082
879,0.3344768439108067
880,-0.4566210045662111
881,0.531322306967182
882,-0.2060970373550836
883,0.3508471675509127
884,-0.0128375197911768
885,0.1666097060833966
886,0.0341646737273591
887,0.0426876120549792
888,0.119382621301271
889,0.1192402691423222
890,-0.0937766410912186
891,0.5932203389830533
892,-0.0169520257670757
893,-0.0593673140530976
894,0.1608806096528346
895,-0.1696352841390913
896,-0.076139352840972
897,0.1945950525245749
898,-0.0508560773012394
899,0.0423621113276261
900,-0.6559063725805481
901,0.4034840527731494
902,-0.0256245996156259
903,0.6555081779418324
904,0.3203603260697151
905,-0.3980638175912362
906,-0.2298116820938303
907,0.2737458619811604
908,0.0954016409082091
909,-0.0095410743249603
910,-0.1241880015284633
911,0.1272102785905028
912,0.1460781200381008
913,0.1901743264659343
914,-0.1269438273563875
915,-0.0444500889001915
916,0.0253936008126082
917,-0.1748863238894754
918,-0.1305399898115209
919,0.1335453100159033
920,0.3548571066472354
921,-0.1713850450679257
922,-0.0381000762001538
923,0.1553336503407859
924,-0.2956886684471597
925,0.1637889851907521
926,-0.0956349477423422
927,0.0955435746946118
928,-0.1366773730608819
929,-0.1368644357763752
930,0.260252963423306
931,-0.0008873114463277
932,0.3725743397668528
933,-0.0087728246455179
934,-0.1532488761749041
935,-0.0954458685573945
936,-0.0891167074037938
937,-0.0268923622960893
938,-0.0068259385665466
939,0.0
940,0.0272963013511614
941,0.1737116386797884
942,0.0069479827690204
943,0.0100803705217134
944,-0.1774017467248846
945,0.0477392075291503
946,0.075983958184976
947,-0.1648464163822539
948,-0.0273112112522136
949,-0.1298967662541859
950,-0.5453853633788492
951,0.0042276147797374
952,0.2277712164670239
953,0.4785492401981305
954,-0.1513495333389326
955,-0.3290028682301337
956,-0.160540768905798
957,0.0675504517436565
958,-0.0253378378378388
959,-0.1522585010996505
960,-0.0423119235000399
961,-0.1865197117422627
962,0.1608261384797678
963,0.0676704449331739
964,0.0169147496617016
965,0.1772057215751171
966,0.6875995640144181
967,0.1870394623975374
968,0.1474889278850207
969,-0.1967597437936948
970,-0.0041865527924269
971,-0.2939200537453884
972,0.1174299614158703
973,0.0838082467314736
974,0.092104161433487
975,-0.0302135393003094
976,-0.3038128512836136
977,-0.0912270031929485
978,0.5368620037807244
979,-0.0680992736077507
980,0.2791820719837052
981,0.2558892150222047
982,0.0887298102084361
983,0.0315718259039326
984,-0.1204184541280925
985,-0.0263484774344085
986,0.089429493982498
987,-0.1385102056187347
988,0.0602182913059722
989,0.0827316486161354
990,-0.0150443809237326
991,0.0747147085750558
992,0.0380193853783175
993,-0.0563846182761471
994,0.1538807986788864
995,0.0075058170081745
996,0.097480503899238
997,-0.075041272700002
998,-0.0563126478206919
999,0.0937664091215962
1000,0.1730514743306949
1001,-0.4978687127024653
1002,-0.393700787401567
1003,0.0752599890530824
1004,0.4563100183886235
1005,0.7100351636461881
1006,0.4175084175084205
1007,0.6024096385542206
1008,0.2070669961926406
1009,0.2598267821452274
1010,0.0399573787959525
1011,0.0499217891969361
1012,0.1528594689794901
1013,-0.0099700897308174
1014,-0.3066871124741512
1015,-0.0600400266844585
1016,0.0733284447703388
1017,-0.0066666666666606
1018,-0.1870157627571474
1019,-0.0601483659693934
1020,-0.0534938147776556
1021,0.0217271405411721
1022,-0.2761267971034525
1023,-0.2019211392490111
1024,-0.5810418214985567
1025,-0.4017032216598377
1026,0.4638144742103144
1027,0.0319769765768696
1028,0.1117942984907774
1029,-0.0405818219001315
1030,-0.1674001760422466
1031,0.0240000000000009
1032,0.0879226280872827
1033,-0.0559820857325601
1034,-0.1281229980781636
1035,0.1758593125499591
1036,0.0319642000958976
1037,0.0878243512974047
1038,-0.0399361022364194
1039,-0.1840441706009474
1040,-0.0560448358686894
1041,-0.0921585126417511
1042,0.0440563921819984
1043,-0.0681335417418203
1044,0.2438829361906339
1045,-0.0065572826620666
1046,-0.1095144698394859
1047,-0.1563502245028923
1048,-0.1284521515735361
1049,-0.0481927710843391
1050,-0.2869007172518111
1051,-0.310511966070885
1052,-0.144103147516115
1053,0.3928382564025158
1054,0.0377586467300883
1055,0.1395120847630197
1056,-0.0264011465640767
1057,-0.2192319322648866
1058,0.0226740231275044
1059,-0.1059241885450668
1060,-0.2711425159658364
1061,0.0939845349963506
1062,0.0328837702682158
1063,-0.1061893203883391
1064,-0.0987016931136553
1065,0.1289050652107882
1066,-0.0834787887986531
1067,-0.0531511009871082
1068,0.0227738556137562
1069,-0.0075918615244388
1070,0.0834407949632205
1071,-0.0075861022606731
1072,0.1892935564473385
1073,-0.0265081228462124
1074,-0.1555032997041523
1075,0.2277327935222758
1076,-0.9386373794776826
1077,-0.2304000000000087
1078,0.031989763275759
1079,-0.1152959262106115
1080,0.0613254229085643
1081,-0.1190796641671476
1082,-0.0160251273997664
1083,-0.112301867419613
1084,-0.0320965464116134
1085,0.1922091235264039
1086,-0.0865689826541532
1087,0.0928951246076047
1088,-0.1861360718870295
1089,-0.2122595999228227
1090,0.0128625635089139
1091,-0.1610409688224684
1092,0.0772399588053582
1093,-0.187012317018134
1094,-0.1808902383874934
1095,0.0645619471883235
1096,-0.0581395348837047
1097,-0.3175426090337691
1098,-0.1362751460090902
1099,-0.1299545159194208
1100,0.1338504307238172
1101,-0.3202038286737387
1102,-0.0895995588944761
1103,-0.5927826117100493
1104,-0.0589663544918542
1105,-0.1946201431848204
1106,0.6697045015189166
1107,0.0
1108,-0.2422312962834758
1109,-0.0415426158000431
1110,0.1244727197289307
1111,0.0
1112,0.082913010433204
1113,-0.1418439716311946
1114,-0.0049128862237884
1115,0.022206848841241
1116,0.0794940033871224
1117,-0.0241996819470349
1118,-0.2842878934960453
1119,-0.2641824249165708
1120,-0.0486888780691334
1121,-0.0417507480342371
1122,0.006957973838012
1123,-0.2161634474583378
1124,-0.055815251517466
1125,0.4525266068884538
1126,0.3340850246387752
1127,-0.4446308724832224
1128,-0.2607452266801264
1129,0.0252270433905155
1130,-0.050479555779911
1131,0.218267293485565
1132,0.0713057338198848
1133,-0.0629564341475722
1134,-0.1344876859712503
1135,0.0923748740342622
1136,0.0503609199261392
1137,0.1508548441166549
1138,0.1004688546550607
1139,0.2921779781283984
1140,0.3742514970059786
1141,0.4553357065982377
1142,0.1982979426588406
1143,-0.1572327044025138
1144,-0.5157211778406293
1145,0.0145545274976594
1146,-0.0936524453694045
1147,0.3856041131105426
1148,-0.1411725626972277
1149,0.3723008190618043
1150,-0.0832746140541896
1151,0.4400510204081618
1152,0.0669194735668014
1153,-0.0254996334427641
1154,-0.1052967453733378
1155,-0.083029954652868
1156,-0.1247002398081491
1157,0.3473107315829642
1158,-0.0446286260758643
1159,-0.0829504849412936
1160,-0.0574602566558152
1161,0.0446713465220122
1162,-0.0383043922369779
1163,-0.0255427841634687
1164,-0.147087037155458
1165,0.0511345477788329
1166,-0.0575594781273823
1167,-0.4077701075614187
1168,-0.0867665017031884
1169,-0.0064275613832053
1170,-0.1996522187157868
1171,0.0707941820053966
1172,0.0064354205547274
1173,-0.2322131200412727
1174,0.1481386062089332
1175,0.0563607085346275
1176,-0.3555268261150595
1177,0.0080795023026508
1178,-0.137540453074435
1179,-0.1701920739119813
1180,0.0566985258383226
1181,-0.0243052742445004
1182,-0.2355043040441824
1183,0.0
1184,-0.0081214976041623
1185,-0.032496547241849
1186,0.1743643810064502
1187,0.0162173119805359
1188,-0.0933365798230737
1189,-0.1463057790782675
1190,-0.1098498718418203
1191,0.0208264521975951
1192,-0.0086241965665906
1193,0.1300073129113485
1194,-0.0365779313147632
1195,-0.1669109265592025
1196,0.1057340382269293
1197,-0.1629327902240349
1198,-0.1060185940303339
1199,-0.0734513996572295
1200,-0.2883250532292431
1201,-0.1065719360568424
1202,0.2745549552741141
1203,-0.0620347394540882
1204,-0.1686640035508191
1205,0.1860712387028121
1206,-0.0088613203367347
1207,0.309099212985175
1208,0.2468276348255238
1209,-0.2650644990280943
1210,-0.1459983188072435
