,TEAM.US
238,-0.2688408990744756
239,0.0352453960701313
240,0.110020683888571
241,0.2173674387967963
242,-0.3812924270475097
243,-0.2076063430363652
244,-0.0220906600689153
245,-0.0066276372473278
246,0.011044842058761
247,-0.1149984519439121
248,-0.0110587662840358
249,-0.2061170212765972
250,-0.4603884851149755
251,-0.2073452038462564
252,0.0299006025204659
253,-0.0156523316532167
254,-0.1505300995315358
255,-0.0428415641065639
256,0.4548979064357691
257,0.0387546828575207
258,-0.3513138619894005
259,0.0090737044046418
260,-0.1012093216380451
261,0.3156043046357686
262,0.518561410281152
263,-0.4549978671974952
264,-0.2163324524586713
265,-0.134903751362019
266,-0.059704592061875
267,0.3827157301336819
268,0.0538873173549507
269,-0.1782616575615504
270,-0.2205615236909083
271,0.3336178136395429
272,-0.0388078236572581
273,0.2117003149687595
274,0.1855383188166848
275,-0.8485801804785094
276,0.5516219331467047
277,-0.6588488791281544
278,-0.2450776771620849
279,0.3807001572457119
280,-0.0869745288879718
281,-0.2574430095918184
282,0.2370318083265111
283,-0.046500062165859
284,0.1407110044282595
285,0.0413684689529617
286,0.1528294093349874
287,0.7095107246852389
288,0.0
289,-0.0820916964249136
290,-0.0164210353462753
291,-0.4204971760728904
292,0.0617996044825336
293,0.1686340640809429
294,-0.1235432195362941
295,-0.0494417205718777
296,-0.2519619991739007
297,-0.2111014528747013
298,0.1178294573643396
299,0.7570162481536185
300,-1.2283973641675987
301,0.0385279825008462
302,0.4441969809453144
303,0.4115632008280452
304,-0.2148678686095343
305,0.5843645649184825
306,-0.1943467243966551
307,-0.1034304430270682
308,0.5534739059094338
309,0.1577113515496151
310,0.3010653080129584
311,0.1047145918566157
312,0.0912375460749607
313,0.2657057581713686
314,0.1272310880075556
315,-0.2319762922658337
316,-0.1825128367361837
317,0.0182479531879146
318,0.0765827093260716
319,0.1698946653075065
320,0.1659781199646242
321,0.0351217149085717
322,0.1137133455917861
323,-0.0363046687803996
324,0.2414467489195258
325,0.6297256662236042
326,0.0675028307638712
327,0.9490121646104688
328,0.333797083703787
329,-1.5438749672574812
330,0.22650056625142
331,0.1435344265147162
332,-0.551060572928052
333,-0.5452706565234638
334,-0.8872720819839404
335,0.6829397250616899
336,-0.1809755020966658
337,0.4132049760429019
338,0.3526139424866854
339,0.1901805622349505
340,-0.2168817227857147
341,0.0503612874972545
342,0.2097627059389145
343,-0.2848628275922542
344,0.1094427176815654
345,0.5745375408052201
346,0.2258218612932688
347,0.0086847018975994
348,0.2469028848652956
349,0.3668378576669087
350,0.9437612723397344
351,-0.4459874306644344
352,-0.0144950453299617
353,0.4590886434586426
354,-0.0303090340602683
355,-0.6017766865982879
356,-0.2315304826418289
357,0.7211064847044001
358,0.2188728702490117
359,0.5733646077664813
360,0.8347763161295372
361,-0.9444053116276654
362,0.5397130179817805
363,0.1140398621154388
364,0.6053892524086822
365,0.3107424433087598
366,-0.6097718523111939
367,0.237143961850758
368,0.7521297551740893
369,-0.046069975173404
370,-0.3750802825947282
371,-0.4218103014589195
372,-0.4574316444214037
373,-0.3589356776861641
374,-0.7626585595974487
375,-0.6833337260538735
376,-0.728662299439854
377,-0.0807639317782258
378,-0.6864222333835603
379,-0.9634888438133896
380,0.3680981595091959
381,0.2352206994215534
382,-0.0384181333589377
383,0.1893303935196193
384,-0.0023966446974214
385,-0.0347634288728214
386,0.0083904684278583
387,0.1364583083957753
388,-0.0215506920166598
389,0.3674014696058832
390,0.0143122942607705
391,0.0035779455436655
392,-0.5190975136068335
393,-0.1272386805588833
394,0.2896469180131609
395,-0.2928960699109373
396,-0.3977053605861881
397,-0.3810745091397367
398,0.3195620191496005
399,-0.4116920543433484
400,-0.0055250450291119
401,-0.9875909476409436
402,0.6981228252919875
403,-0.0332549993348949
404,-0.3425876490478778
405,-0.7418031868402776
406,-0.1706139858569965
407,0.0179561421228613
408,-0.0988564110629305
409,0.1525450344347997
410,0.1075630252100881
411,-0.139128873729328
412,-0.017955336101444
413,0.0740109446487808
414,-0.2382986376511852
415,0.1436717101423217
416,0.2217493560309125
417,-0.1840091555774955
418,0.0347701246116467
419,-0.0426396166922873
420,0.2897804828928728
421,0.0111871839620556
422,0.1206757843926031
423,0.5301590477143123
424,0.0899460323805656
425,-0.226319135410041
426,0.6517949624838906
427,-0.010106369539393
428,-0.0834471248672535
429,-0.2458870947298969
430,0.1733409249066874
431,0.0164457038761253
432,0.3755702870970204
433,0.5265401298798902
434,0.0087748987752811
435,0.1989190812190401
436,-0.1403157103482842
437,-0.0870714889024085
438,0.1570434172968141
439,-0.0593020100800852
440,-0.0534680269721514
441,0.123928146710898
442,0.5192896814525116
443,0.1467296692365162
444,-0.239317943860008
445,-0.0823332751178823
446,-0.2050051251281265
447,-0.1201471802958669
448,-0.2132142677971117
449,-0.2716434428291264
450,0.515154819014388
451,0.4477247442541929
452,-0.3458040625170129
453,-2.221108884435543
454,1.5482421286274173
455,-0.0671812660241042
456,-0.4033368206596484
457,-0.90565618402046
458,0.1608698064015202
459,0.934219926361482
460,1.5233920502205254
461,-0.49490142760027
462,-0.4150397291319612
463,0.0218394256231017
464,-0.2079058952263687
465,-0.18636774741689
466,0.7629020194465239
467,0.0163160971895528
468,0.3279621623819213
469,-0.4930066596755967
470,-0.1322787399427284
471,0.1185011645804111
472,0.1319476562287492
473,0.3645826274345112
474,-0.172423156294137
475,0.64240800853517
476,0.2581112595376736
477,-0.3065952034883772
478,0.613940050559775
479,-0.1627780792186713
480,-0.0678702321161964
481,0.239234449760766
482,-0.403353727622926
483,-0.0317345180886722
484,0.3118362181949644
485,-0.0045195697369697
486,0.0790299636462218
487,0.4518072289156606
488,0.2421741860256489
489,-0.1752100274046391
490,0.0044923629829249
491,-0.2115878089407099
492,-0.0405332372545502
493,0.0997922270043713
494,0.0036892068205409
495,0.1886029907045612
496,-0.0988897379421939
497,-0.4946357989836245
498,-0.3740648379052317
499,0.3253943146382242
500,3.31551263257739
501,-0.5200658750108298
502,1.1735480555079585
503,1.1096992799661178
504,0.5643530997304597
505,0.5361930294906171
506,-1.0861510448646008
507,-0.3548359680435186
508,0.0339847068819084
509,-0.8352966373955952
510,0.7735792918774266
511,-1.0410314113190722
512,0.2886262418636547
513,0.7311681686787956
514,0.646196731004773
515,-0.4731493072500091
516,0.348866711772661
517,-0.067916528259405
518,0.484188903576167
519,0.1684533568756045
520,0.138539042821152
521,0.6589373592459807
522,0.4566589173032192
523,-0.1371856162959817
524,0.3727479809484271
525,-0.4278074866310178
526,0.3236245954692427
527,0.062249442190218
528,-0.4236067327716413
529,-0.0898764676635777
530,0.2936241610738185
531,-0.0381475547417497
532,0.2663217166336892
533,-0.0609106136744206
534,0.3017364076288133
535,-0.0911732862271389
536,0.0398724082934462
537,0.007594167679237
538,0.0142749971905581
539,-0.2197701849174408
540,0.0988292534590204
541,-0.1179738935190479
542,-0.1333739806417063
543,0.0932747035196941
544,-0.0361808279696946
545,0.0913207259997751
546,-0.0456812212113154
547,0.1254657440498761
548,0.0835739249354305
549,-0.2208177872534775
550,-0.4505686789151361
551,-0.4349545274812094
552,0.498360655737699
553,-0.4876120189773386
554,-0.2775208140610525
555,0.2986516755237414
556,-0.1803942273847222
557,-0.4508088040307656
558,-0.2125963327132561
559,-0.4881987118746381
560,0.1852065748556189
561,-0.5359535506922682
562,0.0446428571428546
563,-0.214745884037218
564,-0.3186571518334042
565,0.1389386877016862
566,-0.3733861172342492
567,0.1458573939636543
568,-0.0021113157540027
569,0.0089835152495089
570,-0.062924176367471
571,-0.022477971587849
572,-0.1395579165353632
573,0.6129753914988835
574,-0.1972563435846847
575,0.8065791554641768
576,1.1037872863367215
577,1.7798358425141585
578,0.697380464629732
579,0.847054756039578
580,-0.9290761580738008
581,-1.5278331340507456
582,1.5735332577804837
583,0.7527253850147124
584,-0.4781361383986761
585,-0.6078628591420016
586,-1.9255627367951829
587,-0.4927211646136593
588,0.0895054822107803
589,0.8827182398864483
590,0.467991169977926
591,0.1102535832414553
592,1.0689354275741665
593,0.1742160278745669
594,-0.1351999651096874
595,-0.5084820058738424
596,1.6320634715305162
597,-0.4569869184787223
598,1.0331375659107456
599,-0.8517077388672714
600,0.5319148936170093
601,-0.1208641788789821
602,-0.1550974087384029
603,0.4256441163176116
604,-0.3762028092330395
605,0.0245700245700237
606,-0.2273157795037025
607,0.0037884527958747
608,-0.0454821103699229
609,-0.2317365041978333
610,0.251994164345654
611,0.1419003292087637
612,0.1284909867352072
613,0.066091357138815
614,-0.1266780109661699
615,-0.0756859035004687
616,0.0132432790358987
617,-0.0132450331125922
618,-0.2009707265281255
619,-0.1024862402733113
620,0.0531127888007839
621,0.0379612279717735
622,-0.0303857972003941
623,0.1968727520539059
624,-0.0037861578070539
625,0.3595648809794736
626,0.0591339155749615
627,0.483609340224081
628,0.2731212568092125
629,-0.262522631261317
630,-0.3603767299597219
631,0.5840734607857889
632,-0.7767225947389188
633,0.3446920448704511
634,-0.1119990313597301
635,-0.0121094696052374
636,0.1247231523965811
637,-0.0189010191429521
638,0.0544053196312548
639,0.2020994208494085
640,-0.0241370987207289
641,0.0633197648122959
642,0.3410610454197297
643,-0.3376901391464292
644,-0.0558103052974545
645,0.3966346153846133
646,-0.0270505845931988
647,-0.0751970161823978
648,-0.1355380862022194
649,0.2163916689207547
650,-1.2833789481470623
651,-0.7245701939016869
652,-0.2071823204419915
653,-0.2732547258094772
654,-0.4512126339537464
655,-0.0094011469399181
656,-0.1732808468159781
657,-0.4027987897125559
658,0.0869138041794272
659,0.1546936311500245
660,0.0226329686910608
661,-0.3178687656096389
662,-0.0302823832235536
663,-0.3151699259540474
664,-0.2665143727394043
665,-0.2327888871927785
666,-0.0419959531172502
667,-0.0362823915824955
668,0.15824594852241
669,-0.2120789468656286
670,-0.1492508754137832
671,0.181450072580016
672,0.1982462828822107
673,-0.0572191493419928
674,-0.3867657195374094
675,0.9830293919854368
676,1.0761524614541755
677,0.544874289717446
678,0.8795617622097173
679,0.1963577561313637
680,0.0519500509880095
681,0.3164678353600018
682,0.1952526799387408
683,-0.072794145818167
684,-0.2092411648398118
685,-0.4376662939112293
686,0.3381883863033686
687,0.1036547911548059
688,-0.0414791144977202
689,0.0989909066492657
690,0.3555589539684993
691,-0.1838516929676797
692,-0.0689919509390597
693,0.1301485224314928
694,-0.0651166353851518
695,-0.0498198819652009
696,0.3760618497661596
697,-0.2391886720244929
698,0.1070418227693144
699,0.354272218201214
700,0.0881473996517034
701,-0.5664742383948466
702,0.4241302101274602
703,-0.1120786274678934
704,-0.1338110243018095
705,0.3119688461455808
706,0.182544454943726
707,0.0986912679682549
708,-0.1590166752621646
709,-0.0171939477304076
710,-0.1679224973089284
711,0.2619599759512211
712,-0.1074760328446756
713,0.1073606458816456
714,-0.5023824321524825
715,0.1568559855209878
716,-0.2375707312859105
717,-0.0951186821738937
718,0.2200172562554009
719,-0.1728608470181528
720,-0.1081548777849881
721,-0.02812817794318
722,-0.0173126447228983
723,0.2525579588136286
724,-0.0820947113722769
725,-0.5334959225668688
726,-0.2215093186679044
727,-0.3064664419245918
728,0.5574784936118842
729,0.3101169679477419
730,0.4423231284067876
731,0.5677067669173017
732,-0.1260986580844219
733,-0.1791168596100994
734,0.2763937200338492
735,0.1239413344350281
736,0.1031778786628061
737,0.5633487539173435
738,-0.0970946299201015
739,0.1677664690750644
740,0.1340332849324088
741,0.0744075300420571
742,0.0669219615570535
743,0.1225399183067152
744,-0.2121088080973442
745,0.241294825154049
746,-0.0334212187604348
747,0.04454177647452
748,0.08900426478767
749,-0.7585382258426024
750,-0.5978139638634858
751,-0.0982449872728079
752,0.1738587731811637
753,-0.3893488476169185
754,0.578420467185767
755,-0.303476592136389
756,-0.6422924901185803
757,0.0134728522028118
758,0.48156962647628
759,-0.2228443449048162
760,-0.0919097043197617
761,0.0739214192912595
762,0.1565575237072796
763,-0.5125438359859792
764,0.2287713632081906
765,-0.0504897505806372
766,-0.248577148898841
767,-0.3589650968528412
768,0.0045150803684264
769,0.0496412292973571
770,0.0496165990076613
771,0.2900897254267063
772,-0.1058034307325132
773,-0.1442806258172242
774,-0.1897276053665751
775,-0.3614689482791762
776,-0.3802134599424907
777,-0.1449611504116896
778,-0.0657589354788859
779,0.19881483197253
780,-0.0057910586055297
781,-0.2011605415860664
782,-0.400046607371722
783,0.1241320454633589
784,-0.1087336414119954
785,-0.6252198038372844
786,0.4531751434406271
787,0.0314983900822914
788,0.3773292527021228
789,0.00387386689393
790,0.1276743916121951
791,-0.158877780361166
792,-0.2992731936725025
793,-0.2610864312992034
794,0.1400887228578152
795,0.1961279297823156
796,0.0097083608403468
797,0.2305263361810221
798,-0.2193833967539014
799,-0.2842568435808645
800,0.1754584559655888
801,1.2933322159836855
802,0.1116102569826103
803,-0.1089385474860297
804,-0.1622740753175491
805,-0.1906150137354955
806,0.0924188534460985
807,0.2068136720605933
808,-0.0083850410867095
809,-0.0615281351381503
810,-0.100783874580071
811,0.1425735931341005
812,0.1980916243513298
813,-0.0502456453774025
814,0.1003904071388772
815,-0.1256456791847118
816,0.0169453341287675
817,-0.1567733817978462
818,0.064267352185095
819,-0.0475245310447054
820,0.1451581386260331
821,-0.0111672576007204
822,0.036280419736547
823,0.1365346942768396
824,-0.0641140052429146
825,0.4087295635218358
826,0.4813971713251559
827,-0.0933811444793067
828,-1.209738394072299
829,-0.3375943557258227
830,-0.0037933388968935
831,0.3063192527322929
832,-0.1173708920187801
833,0.5047841482709166
834,-0.1905984035024798
835,0.1751940321000798
836,0.2499201383016568
837,-0.1939225063071831
838,0.0842757925310539
839,0.2499437063724374
840,0.3589858649315819
841,0.0411168840877497
842,0.0784343019347263
843,-0.2565014697346996
844,0.3897799328608787
845,-0.0279824643223749
846,-0.3275313494291597
847,-0.2551882012984388
848,0.161109029599082
849,-0.0937558597412338
850,-0.6314438325535198
851,0.0848106240820853
852,-0.8322209244118157
853,-0.7502048878895482
854,-0.1768309369934597
855,-0.6419491525423671
856,-0.9798468187069412
857,0.4621052407419151
858,0.0106464526019954
859,-0.2347718444529743
860,-0.061932728243464
861,0.1471403591077744
862,0.0319768061565962
863,0.449905562275844
864,-0.1303877377727417
865,-0.8435263360905138
866,-0.547272257174873
867,0.3649478339272656
868,0.4487946657548347
869,-0.1046572027346164
870,-0.6222930210530753
871,0.0924790846721308
872,0.2552771580573189
873,-0.4222317966393874
874,-0.2808381939943857
875,0.5736521181001311
876,0.534674008459023
877,0.1971208410489236
878,-0.5063037822693676
879,0.0
880,-0.2809552478426605
881,0.0581640225435655
882,-0.1345597686375239
883,-0.084422110552767
884,-0.2014098690835851
885,0.0885418762828506
886,0.1286225330600077
887,0.2405870323589536
888,0.4709262880632185
889,0.079754356581735
890,-0.1077844311377286
891,0.5912933052898961
892,-2.02437345641524
893,-0.1378471518345848
894,-1.2188115561391983
895,0.9169089393538924
896,1.4308330494378845
897,-0.0300685563083785
898,0.2519395345117153
899,-0.6399162876806067
900,-0.1841992821739937
901,-0.6407224252848767
902,-0.3495296452921387
903,-0.3811834011955277
904,0.5171076445746741
905,0.1312590106083131
906,-0.4430708048759426
907,-0.4188822571893666
908,0.2403325683107464
909,0.0346305354746478
910,-0.4347637059258293
911,-0.152399198815638
912,0.3687475597587932
913,0.1343037865003042
914,-0.3303486047118104
915,0.2471491132983537
916,-0.1911464442417124
917,-0.2962833863448245
918,-0.0174314725236379
919,-0.2008645910658957
920,-0.0480559196155461
921,0.0480328369940112
922,0.0698171662957614
923,-0.0436547780154513
924,-0.3768458875596973
925,0.608476710029373
926,-0.7158517579311566
927,-1.1137820512820555
928,0.0720634158059195
929,-0.0320384461353636
930,0.1199999999999969
931,-0.0160025604096661
932,-0.6037189084762135
933,-0.4379286647891878
934,0.1654649160568255
935,-0.1967920204879413
936,0.0727331501535581
937,-0.098421215839077
938,0.4255719041993286
939,-0.2368392722575076
940,0.1370709812669634
941,-0.0188172043010734
942,-0.0376485774216066
943,-0.0497746687294013
944,-0.0067267590475
945,0.0457210478188413
946,0.4284719618660015
947,-0.1448187084316725
948,-0.1369605499905983
949,-0.6079109478007133
950,0.2896764805728344
951,-0.401951951951955
952,0.2695417789757344
953,-0.1770123908673532
954,0.3721361211161108
955,0.020918939110943
956,0.5631166052537685
957,0.2371635242499737
958,-0.267522739432845
959,0.0974615454514623
960,-0.0588916951418766
961,-0.190527224554192
962,0.2375931810756896
963,-0.3457010877663442
964,0.1606712487726393
965,0.0059504328940045
966,0.0758105034709305
967,-0.1891400828046319
968,0.3037834852250664
969,0.0584656477222147
970,0.0741399762752075
971,0.005930846331783
972,-0.2929498713697305
973,-0.0520740343986226
974,-0.116185539369019
975,-1.0456482579851478
976,-0.9939211075120952
977,0.2158440609676379
978,2.230422925414486
979,0.1469634752539457
980,-0.5388727130502718
981,0.2297953520638105
982,1.4737921312315847
983,-0.3429208281538048
984,-1.162135206625896
985,-1.0295277315342255
986,-0.572788156503341
987,-0.8307787995912765
988,0.035528711640087
989,0.6222967605260945
990,-0.8725848099011699
991,-1.422314534699962
992,0.4405484378511979
993,0.9219668626403088
994,-0.0668538574675784
995,0.2489663450851386
996,-0.8880915003364066
997,0.3619949946371122
998,0.9736236502035832
999,-0.230660042583397
1000,-0.9212553236475703
1001,-0.3424865126992772
1002,0.2720348204570116
1003,-0.608198515995621
1004,0.1548504630332618
1005,-0.4636549431107704
1006,-0.5027744566050419
1007,0.2492316631244163
1008,1.066469004326378
1009,-0.3791893498994943
1010,0.0420739481512952
1011,-0.1550576145450095
1012,0.2441502509743111
1013,-0.2097105083200357
1014,-0.1598173515981666
1015,0.0486825290573921
1016,-0.1100522176907884
1017,0.213161094224925
1018,-0.2254310607445345
1019,0.0121839780688457
1020,-0.1006189590511278
1021,0.0396220664431561
1022,0.2644618050278154
1023,-0.0547461905775743
1024,0.1821548923768074
1025,1.0649874493985914
1026,2.397541563995801
1027,1.0509500588532037
1028,-1.967508251532425
1029,0.5400258643966568
1030,-0.8643137250404878
1031,0.1116520145471076
1032,0.4929617598449929
1033,-0.6467155168705265
1034,-0.0674415267613757
1035,-0.0344500904314886
1036,0.6857028810925712
1037,0.0698045472676518
1038,0.258603540879243
1039,0.5890246486333883
1040,-0.1258733346533674
1041,-0.3576801884917793
1042,0.1502267573696228
1043,0.029753049687582
1044,-0.602924826819451
1045,0.3883205667918493
1046,0.1396568835956189
1047,0.2037524407844546
1048,0.0480850823103512
1049,0.0367574292419474
1050,0.8621971160992989
1051,-0.4404628592758517
1052,0.0149287153840488
1053,0.1248718665548335
1054,-0.1792415840474845
1055,-0.0616522811344096
1056,0.0504173435661833
1057,0.4128312412831292
1058,0.4056006222913758
1059,-0.3270281318518163
1060,0.0520001485718691
1061,-0.2308179144484585
1062,0.1709592299401566
1063,0.11137097672347
1064,0.1519756838905657
1065,0.0851820302951809
1066,-0.2487562189054785
1067,-0.0297110599420575
1068,0.0
1069,-0.1580895344728221
1070,-0.1359556002532693
1071,-0.0745517575577013
1072,-0.1268988168551394
1073,-0.0261330545807485
1074,-0.1196082828735864
1075,-0.4190508604369127
1076,0.7704322863897284
1077,-2.103448275862067
1078,1.03866743447011
1079,-0.2115927160810483
1080,-0.3302311618132736
1081,0.3163609935445295
1082,-0.0037195175913962
1083,0.1083470350836023
1084,0.0362875683060143
1085,-0.2653882373084515
1086,0.087672404576065
1087,-0.3497703961203372
1088,0.2183967112024748
1089,-0.0514138817480739
1090,-0.2900418949403852
1091,0.4129402199495072
1092,0.0983242134062883
1093,0.3408316291751923
1094,-0.2477150422824005
1095,0.3108102354494053
1096,0.1572861758204406
1097,-0.1063875058513128
1098,0.106274443121918
1099,0.1316068775206972
1100,0.3928895238618586
1101,-0.8590351095962598
1102,1.2532494185251015
1103,-0.3735340163146513
1104,-0.6399004906364447
1105,-1.7107593691135483
1106,-0.0534458509142047
1107,-0.3287849069383551
1108,-0.2447166661951374
1109,-0.1303079232883024
1110,-0.3382411460405883
1111,0.0965470240799726
1112,-0.339060318545744
1113,0.6043545244460437
1114,0.2502895562021594
1115,-0.5367793240556621
1116,-0.2876755247942259
1117,-0.8241916030095766
1118,-0.2995564260614149
1119,-0.2801767713237709
1120,-0.0563559383263711
1121,0.1601408084946783
1122,-0.2139779660526875
1123,-0.3889808122151513
1124,0.3759507215361957
1125,0.4633321121479166
1126,-0.3308108108108049
1127,0.3554885274157012
1128,-0.5960121369744257
1129,-0.2041436824045514
1130,-0.6293981380305074
1131,0.4070083795842866
1132,-0.8550453205629681
1133,-0.254137323943667
1134,0.2064391443756309
1135,0.5416976104145774
1136,-0.6551754463107946
1137,-0.2203419707385862
1138,0.3513086246267395
1139,0.2322015334063532
1140,-0.2107389032796196
1141,-0.3790048918073305
1142,1.85978115133429
1143,-0.1342572542226081
1144,1.9324697387980392
1145,-0.0467408855273158
1146,0.2479601568295042
1147,-0.4406317850909043
1148,-0.5393143003895009
1149,0.3072327714956257
1150,0.999553270839416
1151,-1.4885018334206306
1152,0.0366549719851249
1153,-0.4629386080277739
1154,-0.2227582479866153
1155,0.3794842166080133
1156,-0.0315241948195102
1157,-0.6105457909343206
1158,-0.1800513675960512
1159,0.3009424249623785
1160,0.0052794129292774
1161,-0.4268066380361477
1162,0.4276211593284627
1163,0.0870322019147192
1164,0.592507144167997
1165,0.5618050757980559
1166,-0.0039106290898627
1167,0.1951498751040799
1168,0.0805969373163825
1169,-0.182116152181596
1170,0.1895700098788666
1171,-0.2188525871502349
1172,-0.4370011775480874
1173,0.0444653693241305
1174,-0.0130797603787928
1175,-0.70312336998477
1176,-0.3643597529054568
1177,0.0857812369235852
1178,-0.1319841619005709
1179,0.7794961336991769
1180,0.4971831527757476
1181,0.5136425367299158
1182,0.2463155301941764
1183,0.3681132152644303
1184,-0.1310562313142571
1185,0.965321435814246
1186,0.3476011478921568
1187,-0.4139778400097448
1188,0.5348888844034544
1189,-0.0868686868686882
1190,-0.40136205096251
1191,0.0646207483682558
1192,-0.1461572814745585
1193,-0.1422995609042097
1194,0.1866731596461243
1195,0.0202864445977244
1196,0.0567697984672214
1197,0.234637323516317
1198,0.2864058087938717
1199,0.3857590613196206
1200,0.1732794241791382
1201,0.0310917651239198
1202,-0.5089285714285653
1203,-0.1564945226917032
1204,0.0491598140865146
1205,0.0803786728588045
1206,-0.1699767400250471
1207,0.0692845808282865
1208,0.5269008448199209
1209,0.0355587163303334
