,ADSK.US
371,-0.0523724730281684
372,-0.2239563285159545
373,0.185120502968924
374,0.3688752783964373
375,0.4617953181059328
376,0.5265017667844555
377,0.352112676056338
378,0.1353798547743344
379,-0.0721373777183419
380,0.1721291319773805
381,-0.0146858252274452
382,-0.078479632917853
383,-0.0369328174463458
384,-0.0492680180180132
385,-0.0352038301767312
386,0.0316734119303096
387,0.0035191441441609
388,-0.1303780964797929
389,0.1969403903639888
390,0.0492108685718254
391,0.1053407774149413
392,0.0394871929870585
393,0.0236867038635829
394,-0.0351037315266692
395,-0.0210666760296345
396,0.099966677774084
397,-0.0895239432664135
398,-0.1045538012774741
399,0.0833977105133627
400,-0.6091164427599781
401,0.0101509101982911
402,-0.1932399905075069
403,0.297448031096838
404,0.4642869158564059
405,-0.2208547584928027
406,-0.2992999425073526
407,0.1789210721760953
408,-0.1894067509977684
409,-0.0863221678712453
410,-0.089787897269088
411,0.1556156968876983
412,0.3741026591621303
413,0.0909152131456794
414,-0.0640183294585389
415,0.156431346823426
416,-0.0488034734610015
417,0.1327708778003669
418,-0.3389544688026966
419,0.0337154416722935
420,0.2220278544035417
421,-0.1651110287428005
422,-0.3211412345345104
423,0.1181753722524302
424,0.0101282916947915
425,-0.8349240897008302
426,0.3555365936038966
427,-0.2119927316777605
428,0.4630540858662649
429,0.1414077025232341
430,0.1149628581535156
431,0.1765536723163842
432,0.1234350202786185
433,0.172510913955784
434,-0.0954649396287475
435,-0.0490427669851514
436,0.1513764697599122
437,0.0246366100024612
438,0.0035193918490852
439,-0.2575773614198374
440,-0.052954882440173
441,-0.1060220525869421
442,-0.2373445747281019
443,-0.2094426695065785
444,0.1453333805962302
445,0.1062285329839635
446,-0.0053117087767287
447,-0.1311940430812887
448,-0.0567647632731868
449,0.316522846230012
450,0.9362769881841844
451,-0.9699376063528068
452,0.2602398732744956
453,0.0037714501225686
454,0.13558811344206
455,0.135404521006512
456,0.3429728058174262
457,0.0580654828800377
458,-0.2064642066143666
459,0.9536911379227
460,0.6060718047266368
461,-0.4883392751040012
462,-0.5413881940036548
463,0.2123695976154967
464,0.5852285354470852
465,-0.0333469191152068
466,0.3709924509496283
467,-0.2683495576858888
468,-0.9528435841865376
469,-0.63929001203369
470,-0.063969896519291
471,-0.1054733114852799
472,-0.1509035349153182
473,-0.5500341400500678
474,-0.0493377357774471
475,0.6517941136943952
476,-0.1143625967036579
477,0.1813053988718653
478,-0.1109206413229754
479,-0.0756849487865065
480,0.2767434839488741
481,0.1273074474856763
482,0.0150736094595326
483,0.3554739652870486
484,-0.2200760615517321
485,0.0193645484949892
486,-0.1373120332228223
487,-0.1039291940458637
488,-0.1275595837529357
489,0.321220638426031
490,-0.0234278255631022
491,0.2537139041896147
492,-0.0400761446748837
493,0.1999800019997886
494,0.0433102345415952
495,0.0798934753661625
496,0.1263381873794785
497,0.0166206827776522
498,-0.0365788773609859
499,0.347947112038955
500,0.4386101346937583
501,-0.1464174454828745
502,-0.0062309178141883
503,-0.2655171336644559
504,-0.3259268544924694
505,-0.4027563638651939
506,-0.5123501692020636
507,-0.4287892262736701
508,-1.0917030567685515
509,0.1906837374012618
510,0.168989823498086
511,0.4991861683315274
512,-0.2909456611965975
513,-0.1438116546909005
514,0.19618041705889
515,0.2435142447875175
516,-0.1562201109481452
517,0.1464408506303258
518,0.3684325377694167
519,0.1036726479109416
520,-0.0757205821733104
521,-0.1524341833656255
522,-0.174969777947449
523,-0.2263814048400916
524,-0.9917887618740892
525,-0.0349128765036384
526,-0.1876112948359116
527,-0.0668215228943381
528,0.3045395425562403
529,0.0126875376661159
530,0.3209131005264375
531,-0.18847603661821
532,-0.0887733426333891
533,0.0126802979869911
534,0.1519323900864173
535,0.3595420569590268
536,0.0432209745620549
537,-0.1379865517568089
538,0.0
539,-0.0094714908126452
540,-0.060022113410203
541,-0.1582028160101249
542,-0.053817905533752
543,-0.2316357290179337
544,0.1141009793667438
545,-0.0586696265757558
546,0.1377628578667349
547,-0.0443571383308999
548,0.069655521783172
549,0.5447617848033561
550,0.5119074115290495
551,-1.047389558232929
552,0.0738410170797541
553,0.6443381180223228
554,-0.6388237937786938
555,-0.0835341365461818
556,0.0802568218298555
557,0.0982340639044245
558,-0.1594230831004527
559,-0.235044111018101
560,-0.1870967741935432
561,0.3792017481843328
562,0.0594157981789868
563,-0.0273066049858765
564,0.1571671424447538
565,0.0737179487179545
566,-0.0609345434719854
567,-0.2765717961087035
568,-0.061140429913759
569,0.1862915141003353
570,-0.4047277359433689
571,0.0531829170024239
572,-0.5216433385173709
573,-0.1476385937018297
574,0.1053450455414698
575,0.2635975496565941
576,-0.1897039131081862
577,0.059479553903355
578,0.6646971935007427
579,-0.1775673276117262
580,-0.1370624189664769
581,-0.2115970005197094
582,0.1926639496109603
583,0.1132469301199973
584,-0.3867143251484022
585,0.1946308724832223
586,0.6886139343054959
587,0.3266654432005823
588,0.0330226755705701
589,-0.375662934590468
590,0.145265983855263
591,-0.3228305785123966
592,0.00184471213267
593,0.0921506109585506
594,-0.4126878377378078
595,-0.0629606310877434
596,0.2014377852931995
597,0.3315466651931176
598,-0.1383355467020805
599,-0.066445182724255
600,-0.323873121869792
601,-0.0856827013175837
602,-0.0195865434430244
603,0.1751693303526666
604,0.2197290008988996
605,-0.0299720261089755
606,-0.0933333333333242
607,-0.1435390726708304
608,-0.2275084479239877
609,-0.1440729075923094
610,0.1672464543751672
611,0.0635132876483361
612,-0.1070842954187977
613,-0.1642421398404535
614,0.1890232682624907
615,0.1186259439951942
616,-0.0468039582776097
617,-0.2816145903178328
618,0.2708214918586387
619,-0.0033435870001307
620,0.0133725595078966
621,-0.2077051926298172
622,0.016747613465085
623,0.2272499415165614
624,-0.127154090680942
625,0.0148170099273831
626,0.2086482223828583
627,-0.3164348342013249
628,-1.1485821928084397
629,0.650877774097375
630,0.4615891856248051
631,-0.2329846824964008
632,0.0321448546923597
633,0.0322665874038216
634,0.0824973600844772
635,-0.0082504166460518
636,0.0082497360084589
637,0.0692497938994161
638,-0.0362868641551803
639,0.0395700059355023
640,-0.0825055278703673
641,-0.2232622752906581
642,0.1403752146915086
643,0.1467653897528052
644,0.0840308442628338
645,-0.0461558749835112
646,-0.0445272688292596
647,-0.3558306577074537
648,-0.0728742257113608
649,-0.0729273709682667
650,-0.2365880171366485
651,-0.5723472668810202
652,-0.2465872644930412
653,-0.2925678078427665
654,-0.2300563800142503
655,-0.0405192952884163
656,0.1359597300228269
657,0.0178010810111036
658,-0.2238224990268764
659,0.1198768832010382
660,0.2617462676921095
661,-0.1521084824751514
662,0.41093903598536
663,-0.0145058345690023
664,0.0467191854751604
665,0.1158580738595264
666,0.0932430911692245
667,0.0180023210135435
668,-0.0421303145301436
669,0.0321502057613241
670,-0.032160545442858
671,-0.2256317689530649
672,-0.1468760592023448
673,-0.1568056902683522
674,-0.2203356879009807
675,0.8444748222578541
676,-0.1964925755248258
677,0.2362556669433654
678,0.3277645186952976
679,0.2159209983170885
680,0.0571229094601906
681,-0.6323252323316253
682,0.086151882578169
683,0.3735198283398272
684,0.1254087690891318
685,0.0697991687553445
686,0.1394037322181027
687,0.023756354824912
688,0.0490723738365192
689,0.1580477936528006
690,0.0805394564376278
691,-0.0774409710149522
692,0.195589766238684
693,0.1983502298343918
694,-0.1040057991112181
695,0.0598462895300484
696,-0.0078751319084702
697,0.3609485099104013
698,0.0345135936494852
699,0.0611457778056661
700,-0.4045210618796541
701,-0.0047492401215942
702,-0.128394122402388
703,-0.2048985037644086
704,-0.3890678317441168
705,-0.2718086467127033
706,-0.5853972338372628
707,0.3525641025641098
708,-0.1540832049306684
709,-0.167202572347261
710,0.0257168574000206
711,-0.0723810136558736
712,0.459508789906818
713,0.1917606826680194
714,-0.1696760148546461
715,-0.0256180350967211
716,-0.108995319612738
717,0.02884338044418
718,0.1456069891354916
719,0.2855957623332636
720,0.0223321103844291
721,-0.0574584224470925
722,0.1402569251856803
723,-0.006375721253461
724,-0.0893398423789836
725,0.9443748882131948
726,-0.0393644431720632
727,0.0
728,-0.1110593630208155
729,-0.1506942700297857
730,0.3040492202031845
731,0.0679177837354773
732,0.1926576046237898
733,-0.0999964286989856
734,-0.1430563999856862
735,0.007152308407532
736,0.0178775743707134
737,0.1463815202256304
738,-0.1859999284615594
739,-0.1612209802235557
740,-0.0286697247706364
741,0.1038198546521904
742,0.135854992670979
743,-0.0858768383010527
744,0.107230939700452
745,-0.0007148780418094
746,-0.0493509280120075
747,-0.3048999210847345
748,-0.3202706106732831
749,-0.4881753091776834
750,0.8194767268609573
751,-0.1522070015220673
752,-0.3834746397435431
753,-1.4250987541780606
754,0.221326137707292
755,-0.0758541173614903
756,0.4500558794212732
757,0.2350459544975228
758,0.628836652193432
759,-0.0899145811479129
760,0.1556094203549207
761,-0.300147072065312
762,-0.0420382548118917
763,-0.0841472577009685
764,-0.2953853573258638
765,-0.1116475558237792
766,0.0234404908686315
767,-0.132219671338813
768,0.3491872366044455
769,-0.0030103254161747
770,0.0992421508480645
771,-0.0692166481085682
772,-0.1537163180420905
773,-0.1690719159470881
774,0.0573307987085476
775,-0.1719158300096273
776,-0.2205375603032344
777,-0.5439490004504013
778,-0.1335669309094662
779,0.5948891264613658
780,-0.055208584934966
781,0.225500490592661
782,-0.2052644288819024
783,-0.1901009263099721
784,0.1173789960643622
785,-0.197170431353575
786,0.1098794781070462
787,0.1938131530848059
788,0.0310280631593377
789,-0.2696349557522226
790,-0.1800803435378798
791,-0.0277123458500706
792,0.0796095669931875
793,0.031141868512102
794,0.2622860298177771
795,0.0
796,-0.0517937916508329
797,-0.2527000830794856
798,0.2279477792360382
799,-0.4823876453236311
800,0.6950342317358507
801,-0.1527592132900507
802,0.6775862068965431
803,0.2939609083564037
804,0.492652970457927
805,0.2303990169641981
806,0.2179762269677416
807,0.2158065557613522
808,-0.0833333333333348
809,0.2239869680309594
810,0.0237505513520826
811,0.2909435366554879
812,0.1334527087521457
813,-0.0743833786959333
814,0.3201725561565774
815,0.055578011317711
816,0.2631161661905207
817,-0.0027548672120558
818,0.219570245717552
819,-0.0285019699890953
820,0.0368713023949442
821,0.0385324174903699
822,-0.0301649014613135
823,-0.43762202921969
824,-0.3377693710734311
825,0.2508223066640572
826,-0.2725903614457749
827,0.2343890858825568
828,-0.2349397590361363
829,-0.11458898739521
830,-0.2327338673114649
831,0.2472336961437552
832,0.1715627257404265
833,-0.0385412150117989
834,-0.0036133694670281
835,-0.1658874981149182
836,-0.0966096066177559
837,0.3219981944026461
838,0.1742369622686806
839,-0.1022433391471627
840,0.1741114313160374
841,-0.1789339147432606
842,0.0375770329174808
843,0.1260996186987768
844,0.1109644913627652
845,-0.0540118826141771
846,-0.1547731746532589
847,0.048061759360769
848,0.060041128172812
849,-0.168398261889369
850,-0.6711635750421616
851,-0.0776318898302285
852,-0.1250422440013533
853,-0.1862197392923495
854,-0.9743589743589822
855,0.1365653806759909
856,-0.1504479245024953
857,-0.2364876443774198
858,-0.0514368013167743
859,-0.392453869457445
860,0.1175633609435911
861,-0.0798031590901451
862,0.1871983787590004
863,-0.0034349506225816
864,-0.0532700965735205
865,0.0240516767454621
866,0.6689419795221774
867,-0.3768413840356365
868,0.2426437920782052
869,-0.0102536058514011
870,0.0102525545948633
871,-0.0940016802629404
872,0.2575318161656791
873,-0.0051181438198366
874,0.1924124778640504
875,0.051291334781564
876,0.3247924936845856
877,-0.0601829561868044
878,-0.2020202020202068
879,-0.1116879980681008
880,-0.21781219748305
881,0.1600773203660553
882,0.0603700685200414
883,0.1205945310380105
884,0.33652834950873
885,-0.3005309017614814
886,-0.2788842213424386
887,0.2257577297221299
888,0.0064222396430239
889,-0.093556662139732
890,0.1217167670724464
891,0.0560944749050989
892,0.0662331406551141
893,-0.0361402240693905
894,-0.1598745135893425
895,0.1305343412564829
896,0.0667439375009403
897,-0.0165607780554656
898,0.1202971339207775
899,0.0811346835747286
900,1.5452110105990564
901,0.1647318746487379
902,0.2107991026533673
903,-0.5483607513709116
904,-0.3081844425372632
905,0.1227328514932488
906,-0.8625713815250254
907,0.1980271802012009
908,-0.1512294759996821
909,0.0353398515726135
910,-0.1967187315576189
911,0.157127705542682
912,-0.1534345739239855
913,-0.0039343746311599
914,0.0159713792883189
915,0.3846388823834872
916,-0.0696704346441609
917,0.0986130550960689
918,0.0699980481924727
919,-0.1369409517746342
920,-0.0971817298347751
921,0.0589115689583624
922,0.0127360142643424
923,-0.2233781153269262
924,0.1879220282838498
925,0.0366154580912231
926,-0.3081983967295759
927,-0.0191662673694305
928,-0.2722613709160867
929,-0.1893392381502439
930,-0.3187174039018766
931,-0.1305546153474298
932,-0.0435371517027834
933,-0.2862271382137457
934,0.1888436955258504
935,-0.2005434079440897
936,-0.0291196169152722
937,0.1808610276781973
938,-0.3727956431535196
939,-0.409849503262402
940,0.5705157462345961
941,-0.3041103953435162
942,-0.1113038923625806
943,0.1438331535418906
944,-0.1505974791291656
945,-0.4720161834120034
946,0.8107667210440501
947,-0.1503071493922296
948,0.1126034237968472
949,0.0538248246615626
950,0.1758442150509504
951,0.178780392666757
952,-0.0162554049221403
953,-0.1399921864825986
954,-0.0325669250309459
955,-0.1990536792298951
956,-0.1241546051556818
957,0.1565813081063507
958,-0.0163132137031032
959,0.263707313517543
960,-0.0294251676323117
961,-0.4183826894162351
962,-0.2211193553142389
963,0.2108463273511943
964,0.1783791060850934
965,0.1957657099630974
966,0.0259251796628208
967,-0.0016791201410445
968,0.2194819555674796
969,0.5200173339111311
970,-0.0200046677558104
971,0.0483212530200722
972,-0.1518590214271357
973,-0.1738548980274095
974,0.0167140230653366
975,0.1335336337840207
976,0.2431064339949252
977,-0.1133560045342318
978,-0.0066684449186389
979,-0.0266808964781353
980,-0.0066706690681014
981,0.0766538910181697
982,-0.0700373532550815
983,-0.1001535688054865
984,0.0200267022696936
985,0.0016688640042707
986,-0.2509578223553228
987,0.0785716673910718
988,0.0434462936969628
989,0.226355071577147
990,-0.4516822860654562
991,0.6471899136062536
992,-0.177375454906873
993,0.3686776355880498
994,-0.0731796560556193
995,0.2403041825095119
996,-0.2500533650474165
997,-0.0976771160831455
998,-0.3261418793734394
999,0.1940827678953453
1000,-0.1285347043701848
1001,-0.0061210748607399
1002,0.3416092234490345
1003,0.1841900963572866
1004,-0.0654988575780578
1005,0.1338647357692652
1006,0.0638491942839706
1007,-0.1309099765579656
1008,0.0304349149344023
1009,0.2444022770398502
1010,0.1288659793814467
1011,-0.124472509790833
1012,-0.3136801071994069
1013,0.2248556669705284
1014,0.4827074050498452
1015,-0.4939763317815084
1016,0.2269262135233792
1017,0.1911030894999541
1018,-0.6446787291636994
1019,0.2167963890962126
1020,-0.0284403995876085
1021,0.0
1022,0.0077849532849337
1023,0.0916645949497507
1024,-0.4674231071148228
1025,0.0784369652025197
1026,-0.0767131108058558
1027,-0.0660525564124544
1028,-0.3080008595372669
1029,0.0107430617725954
1030,0.0471040326206134
1031,-0.1690868021942442
1032,0.175375805297048
1033,-0.121837597649242
1034,0.1181144636529525
1035,-0.0071589648136814
1036,-0.1505646173149367
1037,0.2895338861881621
1038,-0.0608033191458979
1039,0.3643890922776877
1040,-0.5400756793945625
1041,0.1356945327127015
1042,-0.1410461496121317
1043,0.0704733748152167
1044,-0.3449584325088827
1045,-0.0949536453567588
1046,-0.3169379979217251
1047,0.121086317246159
1048,0.0795077433628185
1049,-0.062262193012781
1050,-0.0034591303746403
1051,0.5161911972194501
1052,-0.1464683886753931
1053,0.0292850990525338
1054,0.0688586675847783
1055,0.1546923341354378
1056,0.3937681903783716
1057,0.0308071472581553
1058,0.3377341111452288
1059,0.001705698739487
1060,-0.0221790016037116
1061,0.0911918864788798
1062,-0.2863247863247785
1063,0.0034186865406279
1064,0.8132780082987493
1065,0.2327442664875829
1066,-0.1575572181476464
1067,-0.2308786317208769
1068,-0.0086817902220712
1069,-0.3304421957819073
1070,0.048162418494367
1071,-0.9273107986838236
1072,0.0336410869808899
1073,-0.1235029940119701
1074,0.3505631386589087
1075,-0.6531531531531566
1076,-0.3767897513187642
1077,0.5489667060124152
1078,0.0505617977528055
1079,-0.2289875746086616
1080,0.0187659510584039
1081,1.453563635018681
1082,-0.7339791356184902
1083,1.3235294117647145
1084,0.1615034503009828
1085,0.7359906725934496
1086,-0.2813402024187883
1087,-0.6287227001985365
1088,0.3152030494062296
1089,0.0367573347590769
1090,0.4126455906821993
1091,-0.3724301484710353
1092,-0.4074856625414947
1093,0.0150897842160719
1094,-0.2133879965051384
1095,-0.0706190940579007
1096,-0.1380657327586291
1097,-0.0298782671143893
1098,-0.6377504322180447
1099,0.0745232207580944
1100,-0.0677943120572145
1101,0.3108843307538999
1102,-0.0507133680438278
1103,-0.1049175889260992
1104,-0.0016922478127874
1105,0.0760932057222167
1106,-0.0863134022712256
1107,0.0253798517816617
1108,-0.0609487691734692
1109,-0.0982917570498792
1110,-0.0016947141864509
1111,0.238047738039268
1112,0.206175130757566
1113,-0.2503298264605423
1114,0.451203735840724
1115,-0.0876354994828816
1116,-0.0071060859678424
1117,0.3838288500865274
1118,0.3636249647346378
1119,-0.7503613792702686
1120,0.3762703331969904
1121,-0.2555043845814151
1122,0.0283813187852895
1123,-0.1010132895609056
1124,0.2220507409565455
1125,0.1211148861205457
1126,0.0283045570336924
1127,-0.0173002217573901
1128,-0.2412107835409249
1129,0.1118092628462601
1130,0.0173195616576416
1131,-0.0914047971759134
1132,-0.1104379654171291
1133,0.2439446639071994
1134,-0.1528955581476037
1135,-0.0915057427741902
1136,-0.1770135288911374
1137,0.2868219497588704
1138,0.1699128410056387
1139,0.0208044382801672
1140,0.4659188955996627
1141,0.6480592511315273
1142,0.0770904356466252
1143,0.1727263399117541
1144,0.1468579234972701
1145,-0.7362554187022591
1146,-0.5326508024349821
1147,-0.145479736750958
1148,-0.5327854580910167
1149,0.5540741766803913
1150,-1.2375543402047302
1151,-0.1650454752958624
1152,0.7666306582569764
1153,0.7539339443195401
1154,-0.1229245658685092
1155,0.0813064387779665
1156,-0.0415354262572938
1157,0.2279241634147074
1158,-0.2180383470616721
1159,0.3414617321422444
1160,0.565882433637416
1161,0.4319691304273738
1162,-0.3357716752608289
1163,-0.5564168819982805
1164,-0.0543745176453984
1165,-0.0210526315789481
1166,0.5998883928571523
1167,0.3839138365326018
1168,0.4616821137086859
1169,-0.190568587367039
1170,0.0623290280134377
1171,0.3141180531584288
1172,-0.3290043290043251
1173,0.1521491061240007
1174,-0.0415124364340832
1175,0.1278330569375361
1176,0.0379899844586474
1177,-0.4022330871389525
1178,-0.1110841115006745
1179,-0.2994324710142452
1180,-0.0104464099171156
1181,-0.0766657373850109
1182,-0.0348602105556598
1183,0.1461988304093425
1184,-0.0104438642297555
1185,-0.1167593189620548
1186,-0.0749912800837223
1187,-0.0453641344174182
1188,-0.1957973497430167
1189,0.9609033000000368
1190,-0.1811631687850985
1191,0.7281063732232971
1192,1.2120882704641909
1193,0.5585183049870116
1194,-0.1461487108240163
1195,-0.2496156281088894
1196,-0.8592695296822047
1197,0.4323185352030799
1198,-0.1455286327584869
1199,0.4635329905120492
1200,0.1482552883746248
1201,-0.2137991013190432
1202,0.0724217844727858
1203,0.5903527717782528
1204,-0.1730852444829144
1205,0.1620045361270074
1206,0.1509759516877011
1207,-0.0827457188084682
1208,0.3656176069969312
