,ADSK.US
0,0.5862749938286772
1,-0.2009708437683508
2,0.3665824656521464
3,0.3942866786333344
4,0.3013246046070585
5,-0.3530423036777728
6,0.1134586489221442
7,0.0827256572093822
8,0.0122541510936892
9,-0.1933761011694636
10,0.13334355122998
11,0.227849649814969
12,0.0489102191789099
13,0.0336144725583711
14,0.0198591527779892
15,-0.3110729718961618
16,0.0575842782668321
17,0.0067381316998442
18,-0.1472302312741605
19,-0.067526089625528
20,-0.1952854704534593
21,-0.3084848765289281
22,0.229294266104461
23,0.007693846461593
24,0.1152746610924963
25,0.241437588383399
26,0.4549278123980665
27,0.0937473308766271
28,-0.0354465128249086
29,-0.3598732695089248
30,0.2130584192439878
31,-0.134200474863214
32,-0.0206504904491489
33,-0.3245744276786014
34,-0.3291069077807761
35,-0.1422376409366955
36,-0.2678447196326637
37,0.190952331354357
38,-0.418366279677854
39,-0.392005880088203
40,0.0612134249785792
41,-0.1910002102754664
42,-0.1649875381752976
43,0.0140395212523324
44,-0.2110372480742931
45,0.4447090132362147
46,0.1608166689973557
47,0.027960296379136
48,-0.1382448158194004
49,-0.0542774100921068
50,-0.0179397940511683
51,0.0107627179450489
52,-0.0610259539792568
53,-0.570417704610269
54,0.0757575757575683
55,0.1908328232456088
56,-0.0432261085695776
57,0.1851685393258378
58,0.0305524603716543
59,0.2646011928383922
60,-0.0567093511244988
61,0.0788502204221965
62,0.3891467333095436
63,-0.1627062883298614
64,0.1089480264332941
65,0.2405345211581332
66,0.2151264089890901
67,-0.1174795300818942
68,-0.0783810745332657
69,0.1352024478758967
70,-0.0640843064653969
71,-0.2104962717185682
72,-0.0142729705620055
73,-0.0499803648566585
74,0.1176722293538668
75,0.0962662449288419
76,0.2503515209712135
77,-0.0652024708304728
78,-0.6545655515448721
79,0.2601116240611849
80,0.3467573042194496
81,0.208989995888726
82,0.0410958904109604
83,-0.2299797480520427
84,0.0583190394511203
85,-0.1614953784833272
86,0.003435953820797
87,-0.0034360718826401
88,0.1149760609544854
89,-0.0154469312096718
90,0.0343147347471082
91,-0.0600868684440973
92,-0.0687178958580249
93,0.1612266950242596
94,0.1524181394711581
95,0.0273935077386799
96,0.0581773382156528
97,0.1128050864839136
98,0.0307555616307196
99,0.0136672703044454
100,-0.7220106626047234
101,-0.0914773593535634
102,0.1309458554114156
103,-0.2962646223389543
104,0.4045750441078007
105,-0.2515895887653778
106,0.1263972223068143
107,-0.0091379835516212
108,-0.1555874187742124
109,0.0274490667317234
110,-0.1619062165877417
111,-0.0886687457958846
112,0.1282521069989055
113,0.2588858770139695
114,-0.2060093696113324
115,-0.0870574579222189
116,0.2923887552157828
117,0.183926915652034
118,0.0911203243883582
119,-0.0471010088732313
120,-0.0729838219194772
121,-0.0943597236173263
122,-0.0243568275232102
123,-0.0609291698400574
124,0.1460164876950744
125,-0.8810655799562436
126,-0.1587301587301432
127,0.2864033765450674
128,0.1899460252383711
129,0.8151464279052424
130,0.3235162873717107
131,-0.0595326685518771
132,-0.3734687780101584
133,-0.022413149047442
134,0.1827062903165699
135,-0.0261077129643417
136,-0.1718598221624372
137,-0.2096593036315995
138,-0.5042143287176519
139,0.4569257835514942
140,0.0337364735837071
141,0.272591486183726
142,-0.0822184019732518
143,-0.3261969929886411
144,-0.1238831744124874
145,-0.2722686836055686
146,0.3201756031668568
147,-0.2105658958450845
148,-0.3395585738539812
149,-0.7143671391115991
150,-0.2561993927125512
151,0.4000882084238987
152,-0.0094517958412191
153,-0.0472813238770613
154,-0.0520365201759845
155,-0.1500268469094361
156,0.3148515474953559
157,0.4357366771159832
158,-0.1019847807327178
159,-0.2974223397224036
160,-0.236607987885671
161,0.2391892742493834
162,-0.0440806045340007
163,-0.2841806125671089
164,-0.383530381311604
165,-0.1873610670054086
166,-0.1176358375989586
167,0.11115345528456
168,0.0412685311577395
169,0.012696397397245
170,-0.1048551093035028
171,-0.1431889776307142
172,-0.2712015825409884
173,0.0972189019045364
174,0.1956480244321283
175,0.3274462674608973
176,-0.7015820675623531
177,0.1646004062478207
178,0.3698534542916965
179,-0.1012888128252664
180,-0.2380702307180642
181,0.167767641816091
182,0.0244601299881169
183,0.0349308369428412
184,0.151718605583943
185,0.2331367329540567
186,0.1528706679405881
187,-0.0181740658512786
188,0.042827965654274
189,-0.0542156113157732
190,0.0486313741836829
191,0.1214308017902448
192,0.1074374436819859
193,0.1850730779209437
194,-0.0645231414462155
195,0.0091376356367872
196,-0.4327875690895834
197,0.107646364330857
198,-0.0138917830103564
199,0.1248699271592138
200,-0.4666339204266511
201,-0.0070175438596427
202,-0.6773288079168365
203,-0.2204205905261042
204,0.1555319901025089
205,0.0918208786551941
206,0.3764556872954977
207,-0.2893334744716111
208,-0.2990462371489842
209,-0.324871294159425
210,0.017749378771747
211,-0.08882572392965
212,0.1419194607060614
213,-0.0390430893731857
214,0.4047581172561224
215,-0.2533933444377414
216,0.1062059687754492
217,-0.3196363248925788
218,-0.2885026357030924
219,-0.1141064042219345
220,-0.0606557961965304
221,0.1567453956040033
222,0.1804652982122354
223,0.2774822695035558
224,0.5992245329573453
225,0.2039970675421678
226,-0.0063753147811796
227,0.3731521031487722
228,-0.2248402660142904
229,-0.6112018445576057
230,-0.2793834296724485
231,-0.5164622336991497
232,0.3506063237801071
233,-0.3874842584519967
234,-0.1714322680812436
235,0.391461941200153
236,-0.2147169933163348
237,0.1547438666623741
238,0.3565692258271807
239,-0.0064250835260982
240,-0.1383303844297732
241,-0.6280146320934892
242,0.1244766323412893
243,0.014547100277998
244,-0.2349205320544904
245,0.105198420405253
246,0.1082855414390255
247,-0.3162179695102144
248,-0.0275781516149559
249,0.0016222178963247
250,1.0664105500856933
251,-0.6702630036882579
252,-0.183023689481328
253,0.3269886070285302
254,0.1340574728447831
255,-0.3864734299516923
256,-0.2213307511412319
257,-0.0553633217993166
258,0.0760666620565753
259,-0.2669440110937905
260,-0.2362998227751353
261,-0.0695482838960909
262,0.2705045951101195
263,-0.0624631294027854
264,-0.1355201890333043
265,-0.1391885308650488
266,0.1494041207741241
267,0.5562849837606294
268,-0.1591915836102008
269,0.386958882386908
270,0.1437177280550837
271,0.0378514159870663
272,-0.1102345929932113
273,-0.182909994478199
274,-0.6146046737733886
275,0.0897263346792252
276,0.4910714285714309
277,-0.1995733259926997
278,0.1271521358122287
279,0.001718242581486
280,0.5723169439983639
281,0.6045168959076151
282,0.0831368024567789
283,0.3331304112554158
284,-0.0473709142586405
285,-0.1932399905075069
286,0.1979327028810135
287,-0.1585633529896718
288,-0.0396989524358387
289,0.2333761753365344
290,0.1911040249322895
291,-0.0527240179687171
292,-0.2098493822981907
293,0.1335158613463261
294,-0.0355041590586387
295,0.0878378378378347
296,-0.1302369636182165
297,0.1131947964183069
298,-0.2167214113981871
299,-0.0304857394485383
300,0.8804193548387172
301,-1.3552173415507287
302,-0.3494209127596042
303,-0.5244063324538364
304,-0.7543282490944677
305,0.7519540912238952
306,0.009893153937485
307,-0.6238385983541264
308,0.0398036353987012
309,-0.4096586178184906
310,0.474012198355876
311,-0.2792181890706129
312,-0.2332244952355529
313,-0.0800266755585225
314,0.1129433175092885
315,-0.4177731696712259
316,0.1452784503631968
317,-0.2998023649214614
318,0.0937050299521533
319,0.7143806485911673
320,-0.0066458430251817
321,0.2122156641687069
322,-0.0530820781633495
323,0.4688944657244615
324,0.3028706873847827
325,0.2691194004428617
326,0.1937984496124007
327,0.3405336721728066
328,-0.1816083370107692
329,-0.474079126875848
330,-0.3181989256509415
331,-0.1919714785231916
332,0.4606565208489807
333,0.068198867898789
334,0.3296740645073674
335,-0.2644025079220347
336,-0.2713387548691169
337,-0.0923424193714007
338,0.0956708921310792
339,-0.0273420144229265
340,-0.2810432875209902
341,-0.3370129646824035
342,0.1407967032966923
343,0.0926338902803165
344,0.0342970813183681
345,0.0702596178562193
346,-0.1940180625665319
347,0.3046901745977552
348,-0.1611631176490852
349,0.160903800068479
350,-1.4823451032644863
351,0.2260037224142538
352,-1.470389855658982
353,-0.3315624512544952
354,-0.2408506597022051
355,-0.3608264969193595
356,-0.7130858102780294
357,-0.1166981293976231
358,-0.223598211214322
359,-0.2310105851118905
360,-0.0137935790889215
361,-0.2627666562942955
362,-0.1419569281905771
363,-0.1178591236827423
364,-0.1736231682755747
365,0.1006001318208497
366,0.1333772150144604
367,-0.3023090154107919
368,-0.109576651476675
369,-0.0347983435988526
370,-0.2826633165829154
