,ASML.US
341,0.0907000510986249
342,0.320888300310699
343,-0.3783424510455591
344,0.125955302888463
345,0.0663378125531529
346,-0.0936409295990388
347,0.3359747509884136
348,-0.0711822571431949
349,-0.2077285643791693
350,0.1065514477311415
351,0.3681483501499837
352,0.3145631067961174
353,-0.0369068199918522
354,-0.037892405001785
355,0.0766975398535915
356,-0.0952343932208678
357,0.0204032062181235
358,-0.3187196631513267
359,-0.3540827105911816
360,-0.1891359524906229
361,-0.0245054794251994
362,0.0186206964140512
363,0.1360397745067321
364,0.2090047856235947
365,-0.0918902009853699
366,0.1405700898086738
367,0.0585365853658447
368,0.0916232918104425
369,0.0565015781475204
370,0.0175318983149959
371,0.0622968053419386
372,-0.2772083943386938
373,0.2184189104455234
374,0.133972688013058
375,-0.5068304239695511
376,0.23107452594444
377,-0.2434251629710901
378,0.2692217258405922
379,0.1174260216063879
380,0.5291252496700235
381,-0.1884098675279705
382,0.1670658332846619
383,-0.0385685234099297
384,-0.1803109778943381
385,0.150811929340515
386,0.271656756441651
387,-0.0256565750804715
388,0.0769105274197646
389,0.0
390,0.1198831430333895
391,0.1475989028869061
392,-0.1524798342509351
393,0.1023243915768416
394,-0.0139552733489172
395,0.1497944680554545
396,-0.0790238233585066
397,0.0650361182728201
398,0.012192785354725
399,-0.1005463210507972
400,-0.4015993826943922
401,0.1501547513253383
402,0.582756669713186
403,0.3530166880616316
404,-0.0156149695508149
405,0.495476831710518
406,-0.0812066969608008
407,0.6272585591957015
408,-0.1243424445590501
409,0.0240615976900842
410,-0.2308354866494456
411,0.106690528634362
412,-0.1931034482758628
413,-0.2281053431948659
414,-0.1176470588235207
415,0.1278639803711526
416,-0.0414866032843576
417,0.3410970231532556
418,0.0728348669511277
419,0.0287228733199193
420,0.1374877549968127
421,-0.1152787336545008
422,0.1597581296273942
423,-0.0567205225163356
424,0.4108182129407892
425,0.3572697366112791
426,-0.2390381548276182
427,1.044870342193002
428,-0.0842432686388202
429,0.4114164018005445
430,0.6109489753375548
431,0.0304579920167905
432,0.1368733641231729
433,-0.0600682375178202
434,0.2332721853482307
435,0.208959270245269
436,-0.078203552675662
437,-0.076666293983296
438,0.4832069683531168
439,-0.2198327359617675
440,-0.2907833608843458
441,0.3312208404324797
442,-0.3138752006644941
443,0.4428859946249514
444,-0.5950952632336752
445,-0.0176000000000021
446,0.4428302908662227
447,0.0936870343796591
448,-0.1767528616522652
449,0.4633596750134817
450,0.0868466761408423
451,-0.2152103047757539
452,-0.1029637725926422
453,-0.2525011910433409
454,0.2170916063194264
455,0.1171238188695803
456,-0.0649350649350598
457,0.1281219847835464
458,0.4032956819005223
459,0.1352988373739461
460,-0.4932728336310896
461,-0.0806962025316441
462,-0.0443234344329723
463,-1.036402021623699
464,-0.8451612903225821
465,0.4287985610355339
466,0.1891480323795886
467,0.2302931439811833
468,0.4777874742615799
469,-0.0656017073326208
470,-0.0342539411947506
471,-0.1443933882187715
472,-0.0135636494195613
473,-0.0263363713268684
474,0.2515563056249965
475,0.1052889249269543
476,0.3096116889851406
477,0.2813645419841558
478,0.0182473427307155
479,0.1313601470018768
480,0.006833297901412
481,0.2333050539328683
482,0.1512676226780419
483,-0.130259610432888
484,-0.1934911107907302
485,-0.0812563600188456
486,-0.5052663715463205
487,0.287675611500934
488,-0.2885055716684455
489,-0.3584778479073521
490,-0.0406133380332395
491,0.0145267363970389
492,0.1025931482105168
493,-0.024498545398862
494,-0.0796837169389165
495,0.2354308078028441
496,0.3215336086433131
497,0.1187196541909518
498,-0.0494910040582692
499,0.2831979348568839
500,-0.2265259384645942
501,-0.1171339563862996
502,0.2517013144401948
503,0.2523060900614918
504,0.0322252794923408
505,-0.1514399205561106
506,-0.3337816968066636
507,0.0920787397655736
508,0.2649557269528839
509,0.0688286724127319
510,-0.16770186335404
511,-0.0323085717126016
512,0.0136671429458922
513,0.0186335403726679
514,-0.1094364025269854
515,0.0354299140358362
516,-0.0839834272703463
517,0.0186595014181192
518,0.0671291116580845
519,0.1080356144991251
520,0.0366193511547599
521,-0.0565126128699763
522,0.0310412476098239
523,-0.1056517469827132
524,0.1340599049167762
525,0.4840750316299001
526,0.1208724795340857
527,0.6441399639718465
528,0.5429176393941039
529,-0.0534154180435603
530,-0.3625427055317302
531,0.0708228158425166
532,0.1360124768778789
533,0.13040170971131
534,0.1500985586921606
535,-0.2501858264290497
536,0.3432763012881853
537,0.3858117317218101
538,-0.2605063245457192
539,0.2744212411037991
540,0.1087324037842129
541,-0.0989438076902279
542,0.1078419037690786
543,-0.158418693405821
544,-0.2834344309647693
545,0.0883822441875163
546,-0.6060935997241581
547,0.131787548033938
548,0.2734091196616671
549,-1.0759563041174942
550,-0.121419367628112
551,-0.1402002506234563
552,0.1894689914800838
553,-0.3560532153531649
554,0.2448458401001726
555,0.1405111635190916
556,-0.6447875004672315
557,-0.2823835167993191
558,-0.0212457508498391
559,0.2387557273322416
560,-0.0580082583800142
561,-0.0536708355176194
562,-0.3130164771873591
563,0.040050062578229
564,0.1524580740296452
565,-0.1526908635794777
566,-0.3138731952291274
567,0.4244556036840883
568,0.2014697258923713
569,0.1507374925254181
570,-0.0885275744691508
571,0.0847151453238564
572,-0.2510366188739702
573,0.2429512976091157
574,-0.2072487109379837
575,0.5595435302779245
576,0.0743051366184534
577,0.0724134255226007
578,0.0481299140274965
579,0.0939670234477068
580,-0.1573483132849107
581,-0.0647458724506225
582,-0.0426916339118899
583,-0.2939617510139518
584,0.2901644412383888
585,0.095599482292031
586,0.1732491557774282
587,0.0454939023495319
588,-0.0831174126352776
589,0.0272968885364737
590,0.1056105610561096
591,0.1830161054172767
592,-0.0402797612508663
593,-0.1518285437662233
594,0.225765021423879
595,-0.0340409956076074
596,0.0629179286832521
597,0.0533785710629661
598,-0.1706634633696092
599,0.0980535635884617
600,-0.2437130398423125
601,0.1431553832388959
602,0.522752490639701
603,0.2621705114396335
604,0.1689708141320985
605,-0.0103520109135664
606,-0.0724219489120127
607,-0.1788908765652941
608,0.1596801665405023
609,0.3788347443896422
610,0.0696852787670244
611,0.0839098310508763
612,-0.020004942397542
613,-0.0954086079766243
614,-0.1238309766136436
615,-0.0778972464503603
616,0.0135711630486743
617,-0.0407300717793761
618,-0.1229314420803739
619,-0.2150002665292625
620,0.117726401476609
621,0.0957458125982646
622,0.0708725593262408
623,-0.2261211346308758
624,-0.239717086369352
625,0.0639498448671499
626,-0.0397584011168209
627,-0.2155664687071709
628,0.195198404217426
629,-0.0712910814857061
630,0.1509090132543593
631,-0.1011828416702184
632,0.1352024478758886
633,0.1917613636363668
634,-0.2474859810156404
635,0.2270337851277342
636,-0.0127882688946718
637,-0.0071050986187623
638,-0.0210781644571637
639,-0.0215660629495899
640,0.1412519608469445
641,0.0923884615690211
642,0.202915782024056
643,-0.1786625829504836
644,0.1797568328827591
645,-0.2042350404924249
646,-0.0014183190083261
647,0.1904006908218412
648,0.1138275759675433
649,0.0424022275303465
650,-0.2689326027120521
651,-0.3840352856183187
652,0.1110945823191789
653,0.3648645239416773
654,0.2303074541587537
655,-0.0226583250462687
656,-0.2789699570815352
657,-0.2112506799236047
658,0.0328785138911709
659,0.2422071123109425
660,0.2642140889017387
661,0.0113221788904304
662,0.0289260875580116
663,0.1682423694552251
664,-0.0590452261306567
665,-0.0314169022934338
666,0.0653044821480128
667,0.1110198142142984
668,-0.0985722716827565
669,0.2283283794322786
670,-0.1244982438534809
671,-0.2338622475922264
672,0.0263968323801046
673,-0.0465303453306175
674,-0.0100616274682338
675,-0.6318719554627646
676,-0.1323949550554032
677,-0.3566433566433503
678,-0.2088267858894772
679,-0.2465736103012968
680,0.0751098569402867
681,-0.0646221710239695
682,-0.152656719357862
683,0.4949039592316694
684,-0.1373895976447523
685,-0.2431243588121905
686,-0.0309271104238458
687,0.1109332434633588
688,0.1024029626720185
689,-0.1446954371768898
690,0.3102001946628646
691,-0.3337174010791367
692,0.1771110076588196
693,0.0136457982721892
694,0.1386496365698933
695,0.1405525603641773
696,0.0286617079581736
697,-0.2101605626698797
698,-0.0757150869321317
699,-0.0505022164861699
700,0.3129561511064475
701,0.2330051843653521
702,-0.2066356907702703
703,-0.7800458850520613
704,0.2850841174124158
705,0.4560397531195773
706,-0.1069712522066431
707,-0.1733244328894843
708,0.1578504279500517
709,0.3193547635143021
710,-0.0524762982053159
711,-0.1763977477161738
712,0.0011681833580588
713,0.0140162354727564
714,-0.1017210738003934
715,-0.0561534861956034
716,0.001169850610076
717,0.2590341061573138
718,0.0244972236479908
719,-0.0758822774022551
720,0.0886452440660163
721,0.0629451328258825
722,-0.0548156096195595
723,0.0256517886292648
724,0.026810589016986
725,0.3347172980033593
726,0.0314791712816665
727,-0.1939139068979711
728,-0.1274913446243003
729,0.2357114518425146
730,0.0629722921914315
731,-0.0408320403187258
732,0.1951455790677309
733,-0.3348209070305364
734,0.1422888972079655
735,0.3357333610204476
736,0.059574715314896
737,0.1021497887356636
738,0.0023215322112573
739,0.0046428488520513
740,-0.1988765221031974
741,0.1219682185670423
742,-0.1023255813953483
743,-0.043041773786397
744,-0.0512110243368685
745,0.1139309671343925
746,0.0714464122864605
747,-0.2778308157233458
748,0.1343602212772885
749,-0.2045931452553037
750,0.7139007724499516
751,0.2290137142705445
752,0.0544026325566541
753,0.0636503474248154
754,0.2315212933440935
755,0.2560008445388608
756,-0.0237582989057917
757,0.0171558277027021
758,0.3655297551739518
759,-0.1323177997063987
760,-0.156260301971378
761,-0.1988518124582966
762,-0.1130967340837865
763,-0.1802207704437954
764,0.1204436561929174
765,-0.0436964552905717
766,0.0410313426514116
767,0.0674576405698174
768,-0.0449919940716323
769,0.306064563792026
770,-0.2314018988178668
771,0.2624464226838126
772,0.0731413208927128
773,0.0763775950275605
774,0.0651418645049224
775,-0.2966772151898814
776,0.531757925739054
777,0.0052073690057349
778,0.0809379552760036
779,-0.1146005764756281
780,0.1075393154486528
781,0.1616254906488214
782,-0.0404227060114364
783,0.1326412918108393
784,-0.3054282937664846
785,-0.4485764090644989
786,0.2145300631993996
787,-0.274421795602276
788,0.0302237721592549
789,0.132344234318948
790,-0.1255361439481165
791,0.0894225855902001
792,-0.1011380941863038
793,-0.0989108173524509
794,0.0162885398487476
795,0.1742160278745644
796,-0.0453166939728781
797,-0.0709302325581411
798,0.0656545409120815
799,-0.0435950197049489
800,-0.0012200031720071
801,0.8959230062388259
802,0.0326343143772263
803,0.0006043355028972
804,0.1594109157258115
805,0.1040577708684539
806,-0.0360812310067099
807,0.286188403357302
808,-0.0475202261722135
809,-0.0848865770842413
810,-0.0072249114948276
811,-0.0352218034045225
812,0.1025727419316007
813,-0.0577937245647432
814,0.070987691456214
815,0.0877551511071596
816,0.1125723840429396
817,-0.0309294448314855
818,0.1007943555160949
819,0.0029997420221833
820,-0.0198022178483946
821,0.0293946501736689
822,0.0833153516027639
823,-0.2246759020076659
824,0.0312286054025612
825,0.1728073816289361
826,-0.1118711244646058
827,0.2025550646740748
828,-0.9564447306980204
829,-0.2599121787420734
830,0.1160990712074164
831,-0.512155591572118
832,-0.1542082623163778
833,0.1345480482427767
834,0.3247750004039476
835,-0.1415823240536232
836,-0.3450291448148208
837,0.0576069582714696
838,-0.2452266211187783
839,-0.1853813559321922
840,0.1172027607761471
841,0.0731981066089646
842,0.0739566825145338
843,-0.1946158982460222
844,0.1414864205561887
845,-0.1058201058201021
846,0.4876389203901096
847,-0.2177885194569577
848,0.1655590495023965
849,-0.0308066477503128
850,0.4707226817588208
851,0.1828749388907985
852,0.0380090497737622
853,-0.2103964885551507
854,0.0688755165663734
855,-0.4186232754541277
856,0.1335987130899498
857,-0.3090471502023733
858,0.2600520104020713
859,0.0254531571005193
860,0.1615479561460804
861,-0.5897496759115383
862,-0.2691223316612404
863,0.0247092092137879
864,0.1553348379492188
865,0.0484044787842231
866,-0.256377387514417
867,1.5309434506635704
868,-0.3789006649631551
869,1.4929926538763436
870,0.1975264703265439
871,0.1368353710548731
872,-0.1298955497428812
873,-0.4414498141263989
874,0.0464468183929384
875,-0.0923161250306498
876,-0.1372197827594077
877,-0.5446069390185456
878,-0.6135560974968357
879,0.5766045849434946
880,-0.0974304535605846
881,0.0189008432683913
882,0.3621613791105317
883,0.1546785264144011
884,0.1020264407568238
885,-0.1266782590680462
886,-0.0738247259986249
887,-0.015928639694172
888,-0.2104102273881626
889,0.0572858126971439
890,-0.0369956620772694
891,0.1137590481918061
892,0.2006530117331639
893,-0.0032397095831855
894,-0.0188054217477463
895,0.2841646712633106
896,0.0216322233599136
897,-0.276936203443259
898,-0.084670941222451
899,-0.0948924672765822
900,0.3391084681559052
901,-0.4785996528675398
902,0.44485294117647
903,0.0795934610910399
904,0.0171402686124935
905,0.00122428991185
906,-0.0751789052108569
907,0.0065666960697785
908,-0.0404456373864814
909,0.0385922999173089
910,0.0606082868057601
911,-0.09559526435767
912,-0.0116443687220032
913,-0.1811216032024783
914,-0.1455631999702951
915,0.1674175925357552
916,-0.0429869810857171
917,-0.0307144173475029
918,-0.0845360507831112
919,0.0807818950265276
920,0.0589390962671928
921,-0.0589738549243191
922,-0.0196618167518639
923,-0.0713249219115129
924,-0.1428536242949642
925,-0.1333013631972051
926,-0.4313336638572079
927,-0.3511116165349444
928,-0.0512003640914799
929,0.1817149346961915
930,-0.1023192360163749
931,-0.1679715302491032
932,0.0220591897873028
933,-0.0790485685799672
934,-0.0541526534800198
935,0.0256446787291565
936,-0.1191045052883716
937,-0.2237312365975775
938,0.2139800285306704
939,-0.2122899437467407
940,0.0307261372243625
941,0.1270303445519663
942,-0.5381204528821731
943,0.3047210300429178
944,-0.0515286843009294
945,-0.0429590170976822
946,-0.0071603488522058
947,0.0515279467544569
948,0.3210158367812812
949,0.1026196516632974
950,-0.2072463768115869
951,-0.120434725829627
952,-0.5016551704023363
953,-0.020420367858339
954,-0.2097477910707455
955,0.1379360677273463
956,-0.0218994087159613
957,0.0043796899179498
958,-0.2590711494269671
959,-0.6622809279299859
960,0.2179367342480262
961,-0.1984827281431823
962,0.3946797538926137
963,0.0146851710580361
964,0.0637759777150693
965,0.0065970796927166
966,0.0615348551000614
967,0.0563751510048674
968,0.1586234119384272
969,0.0285002301941742
970,-0.0299707602339241
971,0.0116945386504562
972,0.0978459291712244
973,0.1006652661064505
974,-0.0007294637711977
975,0.2670245832155957
976,0.1664362887528651
977,-0.0762238157077471
978,-0.0353012609610415
979,-0.0254233697264252
980,0.0012852760610539
981,-0.0111732632708881
982,-0.1315398650655667
983,-0.0141460723430171
984,-0.2581230764866806
985,-0.012765957446813
986,0.2214941300517368
987,0.178010101366862
988,-0.035331943610218
989,-0.1110655215835088
990,0.1507930834656839
991,-0.0689314132438124
992,-0.8683835272644426
993,0.2162777461582216
994,-1.2913640032283988
995,0.3432773652384968
996,0.6024698408166217
997,0.0584995576862666
998,0.1822998262454742
999,-0.4420284672054977
1000,0.2354600284566671
1001,-1.0419847328244345
1002,-0.279519592206834
1003,0.4577771506896572
1004,-0.6613954796481821
1005,-0.3630951617248997
1006,0.0782031229968479
1007,-0.6204770320300235
1008,0.3291461486043361
1009,0.0844138134450886
1010,0.1022299501414051
1011,-0.3262176672803761
1012,0.074620144865996
1013,0.0205806310535955
1014,0.3141508950094945
1015,-0.2390684044111994
1016,-0.2700003221960921
1017,0.1640504374678449
1018,0.1836559084545869
1019,0.2255282615102693
1020,0.4376004694955555
1021,0.2164171504226412
1022,-0.3801698304889844
1023,-0.0313179087306665
1024,-0.2588814271799843
1025,-0.079232326789338
1026,0.4667492288998977
1027,0.0316051122261863
1028,-0.3505157055789934
1029,-0.004688452341891
1030,-0.2879947338105737
1031,0.1502365051232963
1032,0.0803354150174387
1033,0.0328270541822354
1034,-0.086832548124594
1035,0.0111461792070858
1036,-0.2411027215204707
1037,0.1006090472007213
1038,0.096685212573659
1039,0.1453386155324662
1040,-0.1155838745826835
1041,0.1669361074014145
1042,0.0901227776542307
1043,-0.1224592632522554
1044,0.0427545653676317
1045,0.051513200257559
1046,-0.1406881997772356
1047,-0.141474267533128
1048,-0.1310793176821895
1049,-0.0800047061591799
1050,-0.2861411460839166
1051,-0.2844155514360457
1052,0.3403899932934239
1053,0.1074426130043511
1054,-0.0809634652363103
1055,0.0265590813087349
1056,0.0290800586658454
1057,-0.0949162838376551
1058,-0.4078987496187763
1059,-0.1450713903947451
1060,0.0915401632466134
1061,-0.0216183221638616
1062,0.0254268532997756
1063,0.3521885095331567
1064,-0.0659204137773641
1065,0.1133305897622567
1066,0.0120280570256548
1067,-0.0151956439154114
1068,0.0455661595321747
1069,0.0158190803419452
1070,0.071451153967759
1071,0.1924836704427096
1072,-0.1472614427829206
1073,0.0977415884144648
1074,-0.0826561176901781
1075,0.4212541886069867
1076,-0.3085122984766515
1077,-0.0612597895546042
1078,0.5239305593658969
1079,0.1902444841979698
1080,-0.2706410433025649
1081,-0.1194268516819142
1082,0.2604069642473313
1083,-0.0412149448974002
1084,-0.2317096812162889
1085,-0.2357967164893172
1086,0.2812243798809113
1087,-0.127627447690715
1088,0.1113252492847592
1089,0.0131657690006
1090,0.0167536259633318
1091,0.0574080275558554
1092,0.1874201673650216
1093,-0.0585284280936465
1094,-0.0047780591523815
1095,-0.2298740481777643
1096,-0.272518818204735
1097,0.1211060217271386
1098,0.0461428751205996
1099,-0.2155974872983603
1100,-0.0597761868353305
1101,0.3104255879377498
1102,-0.5588227096630328
1103,0.0682384725723131
1104,0.3054410151748555
1105,0.0263720400855085
1106,-0.0340176197385509
1107,-0.4694148008648963
1108,-0.4878253921527424
1109,0.4215580898672485
1110,0.2103357013511618
1111,0.1668752607426012
1112,-0.1448346934796643
1113,-0.369014005758853
1114,-0.1329656948507189
1115,0.0936879492127358
1116,0.0880171004652326
1117,0.0700432531398389
1118,0.148925195862495
1119,0.0905305087814561
1120,0.1613015365361841
1121,-0.0306010320893588
1122,-0.2062861523450978
1123,0.072426424502414
1124,-0.2261464367976554
1125,0.1724439557143922
1126,-0.2505449352341342
1127,0.0300563556668765
1128,-0.0225473494338047
1129,0.4886318308735489
1130,0.3527599741640621
1131,0.0719906660377736
1132,-0.0105514694472796
1133,0.0682276321910317
1134,0.0601281908233239
1135,-0.0756823821339967
1136,-0.0124084874053881
1137,0.1505361689474278
1138,-0.0762554246745206
1139,-0.1191747150979512
1140,0.1301776615132927
1141,0.0384186392365777
1142,-0.1887307854677272
1143,-0.1641668532199152
1144,0.1992143136415282
1145,-0.0087264725053398
1146,-0.0558532935061395
1147,-0.1075496095887015
1148,0.0795110073050721
1149,0.3090108556318627
1150,-0.109077687553028
1151,0.0222145929680743
1152,0.3641997665902052
1153,0.1807664497469224
1154,-0.1105905535559912
1155,0.1686171387277499
1156,-0.0884013420931022
1157,-0.4113449709597399
1158,0.1146576391407763
1159,-0.0060455837011008
1160,0.0382740421417343
1161,-0.0977950739512261
1162,-0.1100951655020673
1163,0.0575780501336638
1164,-0.1060284762193343
1165,0.4643589434326383
1166,-0.0341852842405757
1167,-0.0502977627555126
1168,-0.5828071879553172
1169,0.0525868694632075
1170,-0.2229789994324217
1171,-0.1258372234625542
1172,0.0020295914432406
1173,-0.1443089430894267
1174,-0.4491629236423006
1175,0.0998530733349402
1176,-0.162882738716082
1177,0.0299957148978769
1178,0.1725342573184359
1179,0.0698204616699927
1180,-0.0670155276403281
1181,0.1949622883164941
1182,-0.0113859554239903
1183,0.0021348210664123
1184,0.1328936708501015
1185,0.1787665110735909
1186,-0.0442287951599274
1187,-0.0097097026048686
1188,-0.0824015798371916
1189,-0.0298439587300736
1190,0.0610717379880503
1191,0.0170403714800989
1192,-0.0724740656529758
1193,-0.0277183531033965
1194,-0.0149274950241709
1195,-0.3867616206881678
1196,0.1225857030860095
1197,0.1622337019169334
1198,-0.0313180634048467
1199,0.1733717972402659
1200,-0.1490683229813638
1201,-0.1712830122386776
1202,0.0497497878317752
1203,0.0891773752613209
1204,0.1182758016471086
1205,0.1399825021872153
1206,0.1528718060712045
1207,-0.2700729927007332
1208,0.0145964092833196
