,MNST.US
344,0.376789751318758
345,0.2148458481039884
346,-0.2692804825506247
347,-0.0107723796186632
348,-0.0484992186237017
349,0.1560314215000648
350,0.3249866808737268
351,0.4244031830238787
352,0.0106089539571452
353,0.0106078285774805
354,0.1588646473204889
355,0.0211774671749216
356,-0.2654209576388152
357,0.15899936400255
358,0.0
359,-0.0318099883363388
360,-0.100833200658068
361,-0.0371628795922664
362,0.0689691760836094
363,-0.1115360101975823
364,-0.0639882312674928
365,-0.0104177739981
366,0.0637416339105516
367,0.1128015425053875
368,-0.07040458744823
369,0.03513684793813
370,0.0073240632629099
371,0.1113290568838509
372,-0.0902048179985076
373,0.0531395278537045
374,-0.0531677809614777
375,0.1447178002894362
376,0.4630105977981303
377,0.0102880658436266
378,-0.1752035452952712
379,0.1337999176615844
380,0.0617156963587762
381,-0.0823553633930392
382,0.1439144736842111
383,0.0
384,0.0616396137250896
385,0.1436192039392701
386,-0.0051295203898534
387,-0.0359195402298815
388,-0.0616142945163301
389,0.0307976593778884
390,0.020527558246957
391,-0.0513452454302848
392,-0.1027960526315731
393,-0.0462796318198197
394,-0.015428924089694
395,-0.0720535254760609
396,0.1438996813649918
397,-0.0154202004626065
398,0.0975659854164515
399,-0.0410972978526726
400,-0.7809885083119523
401,0.6209114092471475
402,-0.1832824215495607
403,-0.2282342462703323
404,0.0889877641824388
405,-0.2341398149180599
406,0.1336154103106609
407,-0.1226309921962089
408,-0.0111495149961033
409,0.0222940586333697
410,0.0557040998217595
411,0.1779359430604944
412,-0.2694071259076939
413,0.1465315666406925
414,-0.0334150144798408
415,-0.0736786607203631
416,0.0903168327857969
417,-0.3071939231456722
418,-0.1118318049653257
419,0.0335382895472343
420,-0.0335495414896009
421,0.0670540902995108
422,0.2007584207004155
423,0.2336708579058729
424,-0.3349335715083302
425,-0.0308166409861336
426,-0.1028277634961381
427,-0.0102838338132508
428,0.1950118033460042
429,-0.1747892247583813
430,0.0074022897749677
431,-0.0588416829544376
432,-0.0926688632619328
433,-0.1237113402061902
434,-0.0928696728923779
435,-0.0464564084034498
436,0.1185811507527418
437,-0.0154694993038731
438,0.0463869704154228
439,-0.0825337872691615
440,0.0412498710941446
441,0.1750051472102138
442,-0.1546551190844475
443,0.0309214594928892
444,0.1132502831257072
445,0.0102944204241353
446,0.1439144736842111
447,-0.2266639192252203
448,0.0926402470406622
449,-0.0308896210873158
450,0.0965043963113911
451,-0.0536423130565512
452,0.042895442359256
453,-0.0482806716377895
454,0.0482573726541573
455,-0.322754168908012
456,0.0053789468022112
457,-0.210219922380329
458,0.0215563699073033
459,0.0861511953478336
460,-0.0538735050102329
461,-0.1618821497949554
462,-0.0215889464594084
463,-0.0323939099449315
464,0.1078632294250828
465,-0.010787486515632
466,0.0
467,-0.1296176279974125
468,-0.0540365286933936
469,-0.0865332612222804
470,-0.0432853587274172
471,-0.0541359896058869
472,-0.0650054171180956
473,0.0649631875270704
474,-0.2387670935532872
475,-0.364697301239974
476,0.2574290670994504
477,-0.3312745648512091
478,-0.0786693639019927
479,0.4864955544371775
480,0.0949720670390991
481,0.2507662301476671
482,0.1613441637921555
483,-0.0723790434830997
484,0.0389581478183399
485,-0.2119353039598412
486,0.1114206128133641
487,-0.0892160142745603
488,0.0111507582515668
489,-0.0446229361892082
490,0.2170646184671822
491,0.0500667556742342
492,0.0500417014178501
493,0.055570991942203
494,0.0166685187243033
495,-0.2115812917594629
496,0.1390047261606894
497,0.0222358107732458
498,0.2937590067620004
499,-0.4789485408776928
500,0.2604166666666551
501,-1.6223679668622677
502,-0.1728907330566983
503,0.161104718066744
504,-0.3811944091486803
505,-0.1330171765658375
506,-0.0636574074073988
507,-0.7110385825853822
508,0.2891718619971322
509,0.2679958270545974
510,0.3695576856450021
511,-0.0577767506355409
512,0.0346540371953181
513,-0.1619807937058733
514,-0.3483106931382926
515,0.1622812101541678
516,0.1966682091624267
517,0.1444001617281811
518,-0.4817179338363226
519,0.243168133395083
520,-0.3835871207718218
521,0.0580855018587327
522,-0.3146486423493719
523,-0.4448086152405424
524,0.5702979515828618
525,-0.0434216239687277
526,0.609591627555697
527,0.2743705616526742
528,0.2343323139215714
529,0.1946646668095204
530,0.0856347677156907
531,0.0909042297203291
532,0.2613333333333382
533,-0.0747224594363718
534,0.1492219143039718
535,0.1580316808292275
536,-0.0090464027245765
537,-0.010643959552944
538,0.1116368082504959
539,-0.261166186973675
540,-0.1334258419170625
541,0.058672925112004
542,0.1172083111347889
543,0.0958058335107551
544,-0.0852333262305543
545,-0.2777777777777832
546,-0.0026710115120571
547,0.1200512218546549
548,-0.0106723585912389
549,-0.2782534246575397
550,-0.230627306273066
551,0.447709792216738
552,0.6727480045610074
553,-0.2973467520585603
554,0.0171516780058322
555,0.0400045719510762
556,0.1597626383658571
557,-0.2402196293754218
558,0.6082655903587023
559,0.3003854001360242
560,-0.341219290263873
561,0.2269632319564263
562,0.0453720508166878
563,0.3504012659658667
564,0.0903444381705232
565,-0.1243781094527356
566,0.2818807080843387
567,-0.1920469950293738
568,0.2928587519711704
569,0.0787844682048319
570,-0.2482229493399513
571,0.0563824988723628
572,-0.2600339174675002
573,-0.2378737104785745
574,0.0678369195922978
575,0.2209363492898409
576,-0.2214255588359275
577,-0.2007395668251428
578,-0.2967044611635065
579,-0.1645173273894827
580,-0.0690387679235238
581,0.010620220900585
582,0.0
583,-0.0531293167569834
584,-0.0106269925611106
585,-0.0636962317139166
586,-0.1118858785330207
587,0.0904062965326459
588,-0.0425622472866482
589,-0.1171833386598481
590,-0.0319693094629168
591,-0.0373114439528773
592,-0.0479948805460769
593,0.0106643915964497
594,0.0426393774650956
595,-0.0319897632757529
596,0.3559475110237409
597,-0.0584733149053716
598,-0.0851244945733116
599,0.339342523860014
600,-0.0589054300096311
601,0.2989855846235997
602,0.0426939908207834
603,-0.0640820249919921
604,-0.1390374331550753
605,-0.0749224017981303
606,0.0
607,-0.0321199143468962
608,-0.0214178624973337
609,-0.2684419628476323
610,-0.0375960040818482
611,0.2517947069538191
612,-0.4304315075863461
613,0.0107596298687227
614,0.2254428341384948
615,0.0750911821497459
616,0.0214500214500171
617,-0.2037605426736464
618,-0.1187863137508053
619,-0.1292824822236636
620,-0.1186495523675972
621,-0.3572201775276015
622,0.0540949908038638
623,0.1943634596695741
624,-0.3358613217768172
625,0.0905694554511471
626,-0.249687890137327
627,0.1473254759746095
628,0.0226603217765808
629,-0.2840586297011703
630,-0.5139333028780297
631,0.0684775165487357
632,-0.2058554437328531
633,-0.1488947428702273
634,-0.2526122402112744
635,0.3774879890185292
636,-0.2178149719133299
637,-0.2067777139575035
638,0.0
639,-0.3147336110502031
640,0.6209826778516259
641,-0.1309043307516139
642,-0.2296085720533653
643,0.1473879578579672
644,-0.1476055106057348
645,0.1964207769533029
646,-0.2406475607088151
647,0.0546627309500351
648,-0.3455652460095416
649,-0.0658653054503565
650,0.2900612959719796
651,-0.0657174151150079
652,0.2026552870731301
653,0.0268823079444941
654,0.2670154215029048
655,-0.0927239009490495
656,-0.1392795695988177
657,0.5837315377932171
658,-0.0488944423317234
659,0.2006072435480397
660,-0.5780346820809261
661,-0.0654807377496478
662,-0.1968288682339995
663,0.0994090079854862
664,0.1728795245813037
665,-0.216567406605309
666,0.0324745615934197
667,-0.1626368860457459
668,0.2487562189054615
669,-0.2493765586034801
670,-0.1302790142221306
671,0.3354252326336315
672,-0.2603601648947655
673,0.0
674,-0.1629903292404712
675,0.1193835467766436
676,0.0217013888888845
677,-0.0271340967059114
678,-0.1315017279979235
679,-0.1676464184628743
680,-0.2017998363785135
681,-0.021820959031145
682,-0.0928251610789646
683,-0.0218459858001048
684,-0.0655809378074131
685,-0.1697049323917459
686,-0.159008663230613
687,-0.0329091706888998
688,-0.0658616904500573
689,0.0254945951458348
690,-0.0816493161869752
691,0.2849582739670274
692,0.0610252237591416
693,0.4354430379746904
694,0.0303705203482497
695,0.171703053767612
696,-0.0594593446730849
697,0.1714097085732203
698,-0.1120768064679139
699,-0.2532928064842958
700,0.1820388349514488
701,-0.0607164541590794
702,0.0202347227843082
703,0.0303428744816437
704,0.0606489436975662
705,-0.0404489837192903
706,0.0757843682109865
707,-0.0151591712986362
708,-0.0751448535889081
709,0.0144605116796498
710,0.0909274600929515
711,0.0757155115844761
712,-0.0757728834107929
713,-0.3141785750481425
714,0.1786112971645418
715,-0.5951712521055599
716,0.3134445315123711
717,0.167635225748777
718,0.1004800714524832
719,-0.2013648059066927
720,0.0111856823266276
721,0.1563547018092478
722,-0.0558721644876649
723,0.0725810954162379
724,0.0836773401762675
725,-0.0223189376185649
726,0.1226036558181001
727,0.2279677509035288
728,-0.3067484662576591
729,0.0668821759001093
730,0.0111457868925603
731,-0.0557600089215982
732,0.0334448160535129
733,-0.2682763246143629
734,-0.1343183344526419
735,-0.1008403361344576
736,0.1789509003467135
737,-0.0279688985847641
738,0.0167785234899335
739,-0.3555369653874343
740,-0.0052287581699298
741,-0.1151651573051347
742,-0.2466414777497894
743,0.0419639110365002
744,0.1571174190845351
745,0.1255361439481164
746,-0.0942408376963386
747,-0.0419023674837693
748,0.0628140703517611
749,-0.0209424083769591
750,-0.1048218029350045
751,-0.1469661977745124
752,-0.1050861706599501
753,0.0839983200335975
754,0.0314894510339048
755,0.0629392636106181
756,-0.0524769101595268
757,-0.0419991600168062
758,0.0104986876640473
759,0.0
760,-0.0735448623660361
761,-0.1157042179446867
762,-0.0315656565656428
763,-0.0737074865747155
764,-0.5254332029066505
765,-0.1623649291752936
766,0.1509391771019576
767,0.2342442833240468
768,-0.3020810024614122
769,0.2176946692715684
770,-0.039088675452308
771,0.1338389471336051
772,-0.100480071452499
773,0.0669418721410267
774,-0.1061037583068061
775,-0.240707568293779
776,-0.2694207453973898
777,0.6025440749832696
778,-0.2124566700212431
779,-0.0111831804965389
780,0.0558846540739881
781,0.6937121926854986
782,0.1219444598414715
783,-0.0055432372505492
784,-0.255640769145275
785,-0.2116284250389816
786,-0.1785315777728147
787,-0.0446528242911433
788,0.0334784064278553
789,-0.083542188805334
790,0.4159733777038269
791,0.0332667997338668
792,0.2212878955521007
793,0.1325966850828779
794,-0.5053029041035019
795,0.0166555629580286
796,-0.0111049416990617
797,0.1884282864109972
798,0.0553893873933722
799,-0.1053507069586901
800,-0.138811771238201
801,-0.2783964365256124
802,-0.1170633814593946
803,0.0278644672313928
804,-0.2794232703699564
805,-0.1623285754268077
806,0.4125090584759355
807,0.1836189628310775
808,-0.1448790816895079
809,0.1335559265442296
810,-0.1839772537213492
811,0.2946081156197894
812,-0.0222395196263716
813,-0.5928411633109633
814,-0.1234429356974519
815,0.0448681996634955
816,-0.1854245097488411
817,-0.2309078621311086
818,-0.0789088039679939
819,0.0732188116023789
820,0.0506642648052099
821,0.2358755475682443
822,0.0449084989334142
823,-0.1461659545761136
824,0.0112422709387353
825,-0.0449893150376855
826,-0.0787933363349765
827,0.1012031935229994
828,-0.0112460638776485
829,0.1684068710003272
830,0.0561041292639265
831,0.1903908612386624
832,0.3904506916555045
833,0.0334560053529621
834,0.1558846453624324
835,0.2665186007773402
836,-0.0777950655701191
837,-0.1001223717877443
838,-0.0111259457053906
839,-0.518763796909491
840,-0.0034217506338398
841,0.4867091388400715
842,-0.4302261445118593
843,-0.5100343718815922
844,0.1991811441850247
845,0.1436464088397739
846,-0.0718748272239705
847,0.0386868575218266
848,0.1545083324136415
849,-0.0994255413168398
850,-0.0773908236594728
851,0.1324942033785915
852,0.198347107438024
853,0.2308707124010485
854,-0.2921881029825245
855,0.1925828106085741
856,-0.2952457161778077
857,-0.0524543095356406
858,0.1047986762272464
859,0.2421041047650477
860,0.0549934007919018
861,0.0659485601231064
862,-0.2203128442388222
863,-0.099239166391006
864,-0.4216672072656509
865,0.0648298217179927
866,0.344567675244974
867,0.3005904455179829
868,0.1821688812687392
869,-0.2686150209519716
870,-0.053751881315843
871,0.1395598497047876
872,-0.1397548914212101
873,0.0590921300026933
874,0.0053717232488133
875,0.1662465812195003
876,-0.2365209912379711
877,-0.0484027105517927
878,0.0053777897284167
879,0.0376303623266431
880,-0.0645508337816054
881,0.2361275088547803
882,0.0429138504452226
883,0.1125221025558634
884,-0.0482470247668078
885,0.0375113873854678
886,-0.2094297067984184
887,0.0
888,-0.0967533863685265
889,-0.6071980569662145
890,0.2532760709173042
891,-0.0440674231574377
892,-0.2097593287701454
893,-0.2545655783065899
894,0.2208724461623444
895,0.0551876379690917
896,0.0220701831825317
897,0.1487521348685922
898,0.0935711140466842
899,0.0110071546505128
900,0.0110059432093386
901,-0.0550600154168011
902,0.055029716046662
903,-0.0771010023130225
904,-0.0716450812896246
905,0.0054006452117839
906,-0.066063747656335
907,-0.0220628792057319
908,0.0110302228104907
909,-0.0717478889563416
910,0.1487931224512345
911,0.0990971151728575
912,-0.1212655716018073
913,-0.1103630945811657
914,-1.0187728937728946
915,-0.9708737864077708
916,0.6944045911047392
917,0.4626985033702744
918,0.2620783956244348
919,-0.5499541704857974
920,-0.0687915615684502
921,0.2401921537229874
922,0.4667577413479014
923,-0.2282062984938417
924,0.07980845969672
925,-0.3891495936820295
926,-0.2351861412264077
927,-0.201172548568814
928,0.2179398944712226
929,0.3543262087095531
930,0.1825442099258537
931,-0.0342387582743678
932,-0.2861394071191484
933,-0.0343485230135117
934,0.1714481655046193
935,-0.0228649822796341
936,-0.0571951498512893
937,-0.0228832951945034
938,0.1713306681895962
939,0.1611343860779951
940,-0.4098802718153486
941,0.2367373291725095
942,0.0303362156324006
943,0.1201246373697089
944,0.6147639453813809
945,-0.22325179184714
946,0.152703569138702
947,0.0907489457107862
948,0.1864876385336712
949,-0.0319795330988179
950,0.0
951,0.2127433251781755
952,-0.106484932382077
953,0.0319352778369183
954,0.0531971486328302
955,-0.005319997871996
956,0.1328232918924662
957,-0.0744364100382743
958,-0.1171084850420519
959,-0.1172457898102895
960,0.0479411921376463
961,-0.0053270828894049
962,0.0425985090521898
963,-0.2134471718249763
964,-0.5536213686433417
965,0.1424826171207112
966,0.2501421262080714
967,0.2608301202086686
968,0.2601515665648566
969,-0.1415869060429291
970,-0.18724466636404
971,0.2208005435090224
972,-0.3864734299516947
973,0.017047391749063
974,-0.3192338387869127
975,0.113882245757896
976,0.1705320600272754
977,-0.0682593856655154
978,0.1317942192328663
979,0.0045444217223252
980,0.0283945709580392
981,-0.0738804273698541
982,-0.1821908449100556
983,0.2838651073010106
984,0.3845718810089395
985,-0.1415869060429291
986,0.1526803890522564
987,-0.0282821426551339
988,-0.551700602889318
989,0.7579918708118177
990,1.0005437737901053
991,0.0434829872812175
992,-0.1524224278715303
993,0.238948626045399
994,-0.0543360139100164
995,-0.0217391304347782
996,0.0
997,-0.0326193323909983
998,-0.0761697497279577
999,0.2442333785617306
1000,-0.168533217353486
1001,-0.0380703758089917
1002,0.0380558877894928
1003,0.0760538896132196
1004,0.2546735302086149
1005,0.1460880857050004
1006,0.1512695840086446
1007,0.0755776290218175
1008,-0.118906064209274
1009,0.1025862534420375
1010,0.2101293103448202
1011,0.2257821739597978
1012,0.2947955191081004
1013,0.2299465240641747
1014,0.6055268083232381
1015,0.0550176056337997
1016,-0.0770840215835185
1017,0.0440286186020826
1018,0.5799956226745472
1019,-0.0657030223390301
1020,-0.3626772172766219
1021,0.1755348326933744
1022,0.071260209395382
1023,-0.1112896428195111
1024,0.0289664252797842
1025,0.16431153466974
1026,-0.0931966449207915
1027,0.2048314845249422
1028,-0.1119509256216412
1029,0.142200831327932
1030,0.0601257174091201
1031,-0.2026508927593253
1032,-0.043835616438363
1033,-0.08774816277284
1034,0.0164500740253337
1035,-0.2363416510937709
1036,0.1412753420191451
1037,-0.0424994509114776
1038,0.5134928438763234
1039,-0.2063983488131977
1040,0.2162496138399688
1041,-0.180533347088252
1042,0.0257838283828294
1043,0.0721426362980597
1044,0.258015439808395
1045,-0.2276942097671581
1046,-0.1031353135313619
1047,-0.046432440798625
1048,0.087628865979375
1049,-0.1445385091885201
1050,-0.0413137781450178
1051,0.0516155672550958
1052,-0.1033378113051653
1053,0.0
1054,0.1341589267285961
1055,0.0464180721027257
1056,-0.1291055567031605
1057,0.0619322873658157
1058,0.0618939550237283
1059,0.0
1060,-0.1032631144155249
1061,0.0
1062,-0.1344225002585148
1063,0.1651698152162803
1064,-0.7428978961131583
1065,-0.4177608021007332
1066,-0.2033249611290536
1067,0.119460040616407
1068,-0.4499910001799964
1069,0.1437900665029112
1070,-0.1379889608831232
1071,-0.1321638832151861
1072,0.6801909307875813
1073,0.2083953557606396
1074,1.1244554338867447
1075,-0.070696359137507
1076,0.0058910162002891
1077,0.0929915012830396
1078,0.2770278201666911
1079,0.2108469017219243
1080,0.4431486880466419
1081,-0.0583430571761927
1082,0.2444418577581117
1083,0.1858952015801052
1084,0.0580585229911883
1085,0.2663578459756685
1086,0.115673799884336
1087,0.0693561437984074
1088,-0.1041425595926908
1089,1.3685132472082329
1090,-0.5061619718309947
1091,-0.4976224704190961
1092,0.33065138322495
1093,-0.4539415411869031
1094,0.0110705192073564
1095,0.6161293871713085
1096,-0.2592245325685284
1097,0.0606327858008958
1098,-0.0496332653173633
1099,0.3023971849571052
1100,0.2249163420922687
1101,0.126013587552059
1102,-0.1316655694535928
1103,0.6648501362397814
1104,0.0762361141363463
1105,-0.065387968613762
1106,0.01089680723547
1107,0.1305909239307917
1108,0.1195652173913037
1109,0.0325980658480942
1110,0.2276669557675561
1111,-0.2717686705076639
1112,-0.1796896270078867
1113,-0.1909438079650814
1114,-0.0645438898450971
1115,-0.16701686331554
1116,0.3489745517019098
1117,0.1286863270777528
1118,0.06430178973315
1119,-0.096545805621115
1120,0.3318707072780629
1121,-0.1503372952136199
1122,0.085588959024284
1123,-0.1285484734868822
1124,-0.0428678598220898
1125,0.0428494911622839
1126,-0.1248476943934362
1127,0.103289403192974
1128,0.1284109149277737
1129,0.0213972397560672
1130,-0.0321061643835628
1131,0.0
1132,-0.0214086919289188
1133,-0.0857081637025908
1134,-0.0535963125736918
1135,0.0107181136119945
1136,-0.0107192625147292
1137,0.0174693455854394
1138,0.0682231980293578
1139,0.2330484962823146
1140,0.3869113420296201
1141,0.4949950500495026
1142,0.6610938097579675
1143,-0.1477347340774842
1144,-0.0657030223390301
1145,-0.0164284540824559
1146,-0.3517063252184507
1147,0.241214845677319
1148,0.4203515667649362
1149,-0.2737026494416466
1150,-0.0438116100766771
1151,0.0984790458474706
1152,-0.0876136239185174
1153,0.142169728783897
1154,-0.0054683655055454
1155,-0.1752944398794813
1156,0.1586086195580792
1157,0.0328048113723358
1158,0.0
1159,0.0218650923800109
1160,-0.0875369296421909
1161,0.2551738740370975
1162,-0.0369035920952062
1163,0.1635055591890031
1164,0.0546627309500351
1165,0.1746153006657171
1166,0.0545375218150211
1167,0.0871839581516982
1168,0.0326832988342969
1169,0.13056250680012
1170,-0.0054404004134654
1171,0.1032608695652161
1172,0.065174885943952
1173,0.0651324359531071
1174,-0.1522070015220706
1175,-0.0108731107970045
1176,-0.0979538528515492
1177,-0.0653452406883056
1178,-0.0326832988342814
1179,0.0381159814865195
1180,-0.0544810678289263
1181,-0.2019871164974367
1182,0.0763691904865734
1183,0.0872029649008047
1184,0.0108991825613134
1185,0.1197474417591981
1186,0.211829884308302
1187,0.0380062981865529
1188,-0.3596338273757609
1189,-0.0339750849377136
1190,0.2935862691960311
1191,-0.1583352182764087
1192,-0.1529138585263692
1193,-0.0680079342589994
1194,0.3332580207862649
1195,0.0338791643139482
1196,-0.1187178472497077
1197,0.2087329346722354
1198,0.1014427412082996
1199,-0.225937641211029
1200,0.0
1201,-0.0791407574900996
1202,-0.0452437507069406
1203,-0.0962354939145131
1204,-0.1190206302425798
1205,-0.1589464123524075
1206,0.1813236627379834
1207,0.0113314447592125
1208,-0.136162487234772
1209,0.0623688835969913
1210,0.0396735434141879
1211,-0.2158355106213765
1212,-0.3419582810897038
1213,0.2387991812599428
1214,0.1271186440678014
1215,-0.5914007139432115
1216,-0.11735210967088
1217,-0.016005121638925
1218,0.053321957982294
1219,-0.2351683591662201
1220,-0.085588959024284
1221,-0.0481669788600499
