,CHTR.US
375,0.2268249474329052
376,-0.1326281934382125
377,-0.2276428167890738
378,0.3922607126897175
379,-0.3187938964252034
380,0.6810686015831127
381,0.4547170740515754
382,-0.3574958813838483
383,0.2137103402926113
384,-0.0156197334780071
385,-0.136653632434664
386,0.1027960526315789
387,0.0977661663339375
388,-0.04027286923646
389,-0.0526289821226008
390,0.1592775041050947
391,0.3566870643672813
392,0.0474266930511844
393,0.1388163051998991
394,-0.0555573711559253
395,0.0359359686377045
396,0.0146989171797543
397,0.0424455146518636
398,0.0359025409207414
399,0.2019511082881401
400,0.0425047241852382
401,-0.1789326279757268
402,-0.1649414912269285
403,0.2021956372402817
404,0.0168467978125075
405,-0.4118439287178139
406,0.2822219627077679
407,0.1722797927461193
408,0.0770131828448316
409,-0.0433791728174496
410,-0.0181318965963822
411,0.1112577298248355
412,-0.0297638304755766
413,0.1898685128258153
414,0.0322801399666869
415,0.0477517939187451
416,0.0096784808656345
417,-0.0736105999263811
418,0.018721997701711
419,0.150839285253843
420,-0.1976412230503885
421,0.1496214319802871
422,0.0444796843876343
423,-0.1077697470314967
424,0.2587505310178796
425,1.0579891746651062
426,-0.7365475958097427
427,-0.4365385369424046
428,-0.02745456922474
429,0.3647258043506666
430,0.0806955435235324
431,0.2000363702491314
432,0.0856564398068795
433,-0.019471163207287
434,0.001298060697317
435,0.1839854884685098
436,0.0440334654337337
437,-0.0686875494096723
438,0.1113311843825667
439,-0.2114576306367074
440,-0.0843947597346079
441,0.0081142222842509
442,-0.2528276346787246
443,-0.070333563436962
444,-0.0091181451087581
445,-0.0586510263929678
446,0.1236657120541584
447,0.1183185760164304
448,-0.0266612910567678
449,-0.4631807254102591
450,-0.0187918902553596
451,0.0841446453407535
452,0.016687061964624
453,0.018074383037886
454,-0.2159676745158081
455,-0.0446067635005227
456,0.0167247386759588
457,-0.0557802259099117
458,0.1892937672243428
459,0.0166996019928198
460,0.1056524035921804
461,-0.0278109964680097
462,0.1277671305168957
463,0.0527455443895548
464,-0.0263797292606809
465,0.094322611071803
466,-0.0166479377367134
467,0.0083232760414581
468,0.0561505667047898
469,0.1087167271417843
470,0.0
471,0.0096935454835071
472,-0.0207761987866668
473,0.0180027973577426
474,-0.09148243121491
475,0.2066625077538882
476,-0.9906669634245876
477,0.1747811532593648
478,0.1323915535668032
479,-0.0170140995102911
480,0.2125931940651147
481,-0.1212067461901246
482,-0.01330494944118
483,0.3329895388242214
484,-0.0206319264324599
485,-0.297095558347497
486,-0.1406157489638738
487,-0.0577598080597127
488,0.0177690906667857
489,0.0414440283595525
490,-0.1883322952813093
491,0.3472786652677034
492,-0.2168608215001434
493,0.368042849554398
494,-0.3717362005894448
495,0.0651224746540281
496,0.2296202774639973
497,0.2143930686941808
498,-0.1106341549763243
499,0.2677533726626822
500,0.1876755413468691
501,0.5893024871653059
502,-0.0901492614199855
503,-0.1534889720108415
504,0.223284665426913
505,-0.1578994856988209
506,-0.131002394181685
507,0.2488644673553667
508,0.0568730136263632
509,0.20288924558588
510,0.1487351104614594
511,0.0915932746196998
512,-0.0993780855292655
513,0.2494244052187173
514,0.0556098870544093
515,0.0344151463448737
516,-0.1586273543547909
517,0.0147175509995148
518,0.0575572694831415
519,-0.2217664401999767
520,0.1043647516054808
521,-0.0736858292539062
522,0.1152014745788717
523,-0.0922461948444661
524,0.2645063187620657
525,0.7270754205100288
526,-1.116109918016084
527,0.1205573821825732
528,0.207802759245649
529,-0.1956855255330473
530,0.1039964344079752
531,-0.5669665324609994
532,-0.0487781851368242
533,0.2753869932604714
534,-0.1311964804776373
535,0.0847737013139866
536,-0.069122614091596
537,0.4348302128791213
538,-0.1425393941292694
539,-0.2150537634408609
540,-0.1540710928042361
541,-0.3217513366875506
542,-0.307711779270183
543,-0.0356091539265063
544,0.456081480256159
545,0.1408007551325386
546,0.110787217826534
547,0.0502611222366099
548,0.2233192289609885
549,-0.1113917695602435
550,0.4754943221252568
551,0.3824710572382514
552,0.1175450711882437
553,0.1818635143657523
554,-0.046220552739126
555,0.0124706572770006
556,0.2429529022626772
557,0.3151352455428742
558,-0.1131973504516906
559,0.0795399816109506
560,-0.0744873517555799
561,-0.118794924631597
562,-0.0157365157365227
563,0.157701068862806
564,0.1792819974638183
565,-0.0714723299979592
566,-0.0233433515217066
567,-0.2149279918122543
568,0.0021930946758951
569,0.2049987597939759
570,-0.339653026864805
571,0.0087833584635064
572,-0.2619895057424823
573,0.0271456031459473
574,0.0879623521132988
575,0.4495241738797841
576,0.1917156562482483
577,-0.1410021508802662
578,-0.4368559175574503
579,-0.1265761940621286
580,-0.096226324314792
581,0.6975521969709028
582,0.4936412978883577
583,0.256856081561685
584,-0.420634920634917
585,0.1521491061240072
586,0.1187253644868689
587,-0.1617276316415325
588,0.0966260098209884
589,0.1269572577232346
590,-0.0367955433870826
591,-0.0665135798558807
592,-0.0316831683168388
593,0.233907037757024
594,0.1672478265671508
595,-0.0718419162054721
596,-0.0355388479095295
597,0.0710272113138348
598,-0.3182645871269085
599,-0.3782761415833551
600,-0.2279805559634338
601,0.1604876355078837
602,0.3061467812281269
603,0.3770259396911815
604,0.1140503964973522
605,-0.5100745493572222
606,-0.3931351952545661
607,-0.3122360907731502
608,0.2048958510523036
609,-0.015466229487899
610,-0.1905972045743357
611,-0.0713311003597624
612,0.0774737364033592
613,0.3089375637183725
614,0.0015446639583544
615,0.0632911392405014
616,-0.1484138272215575
617,-0.2370953495219486
618,0.088251687619999
619,-0.2390042524133165
620,0.3433556050482421
621,-0.0959841471343918
622,-0.066613995135639
623,0.2164134114482659
624,-0.3988577459105342
625,0.1730864722990746
626,0.2165972989042686
627,0.1194810703807172
628,-0.0813698436283938
629,0.0883673252977979
630,-0.260121342708086
631,-0.3399473721641562
632,-0.0740181913939592
633,-0.212541367111721
634,-0.0085594453479336
635,-0.2345068207166737
636,0.0814390421625546
637,0.1184462140023462
638,-0.0756915782408095
639,-0.0185693063649862
640,0.1041651802913635
641,-0.089976863092347
642,0.0727853972512958
643,-0.3566313377255813
644,-0.2743109911100377
645,-0.0531670306931837
646,0.0990511189905477
647,-0.0172292495226068
648,0.1147298828321006
649,0.2474893422219705
650,0.2893303626686477
651,-0.0526332084584711
652,0.5649195720772662
653,0.1352743147894786
654,-0.0553701339649651
655,-0.5179184317120542
656,-0.0719418895189225
657,0.0680277367635712
658,0.3965381831621487
659,0.0615602443941667
660,-0.3736457119412203
661,-0.026453227850057
662,0.3050095508041189
663,0.3117369738478917
664,-0.106072252113767
665,-0.1848144155244179
666,0.0800221599827791
667,-0.0438775431655079
668,0.0784561068849065
669,0.0123053258988718
670,0.0007690769538393
671,-0.0954565749565063
672,0.0692350298479976
673,0.0883887876901215
674,0.0453267366286238
675,-0.2572720242698091
676,-0.5006800280978676
677,0.2236836218852055
678,0.1830847548450504
679,0.3012539882763185
680,0.080072361689818
681,-0.0304070841089672
682,-0.0601086408026318
683,0.1119289584676844
684,0.0251961968564146
685,-0.1833786211709524
686,0.1652868059621855
687,-0.0155675483335337
688,0.0222344099728706
689,0.1243578545309239
690,-0.1319339440837241
691,-0.1291356815246923
692,-0.1352556480380621
693,0.3377377496000601
694,-0.0859896219421854
695,-0.0934898422544401
696,-0.0089045873465901
697,0.2457548077634953
698,-0.0622176135101211
699,-0.3478467690386523
700,-0.4280350843123898
701,-1.0407554265625654
702,-0.3280974449411475
703,0.423901857327199
704,0.0669300336282741
705,0.2223326193714435
706,-0.0431821144570623
707,0.0065176301896756
708,-0.7270757767237381
709,-0.1364099529960765
710,-0.0378146424872199
711,0.3048730515169915
712,0.0458738142438148
713,-0.0549148819330098
714,0.0941681269550196
715,-0.0688310198462706
716,0.0671470684572499
717,0.3915171288743845
718,0.2193384037535707
719,-0.1863161585440313
720,-0.0530283252839129
721,-0.0214933276844706
722,0.3256120374135873
723,0.3178155048564213
724,-0.7745477719496069
725,-0.5984001953959759
726,0.3142381057452983
727,-1.166156072478706
728,-0.2098085496984023
729,-0.5444392740809665
730,0.0186098446077982
731,-0.0263708989374191
732,0.0697566268795606
733,-0.2673381205508451
734,-0.8957639398558479
735,0.2009540622769772
736,0.0247218788627959
737,0.1402327316476816
738,0.2594004413469772
739,0.138197211155366
740,-0.2637040273378284
741,0.3080034222602502
742,0.046645417087764
743,0.2156576783442434
744,-0.1600596727323542
745,0.2031574703017988
746,-0.1055671127394764
747,-0.2193767211737383
748,0.8476994870608205
749,-0.2265136990537497
750,-0.4556820425083868
751,-0.081496908879871
752,-0.3171116414656436
753,0.3800748632306274
754,-0.4329469309515751
755,0.0173479165978287
756,0.0968891485804153
757,0.5308005516516813
758,0.1426346421837862
759,0.4894363324904152
760,-0.0501924042161626
761,-0.068193882967866
762,0.0040832993058354
763,0.2037489812550937
764,0.1188479885384983
765,0.1795769783938859
766,-0.3138194682186577
767,0.4010521530168258
768,-0.1870739999674616
769,0.1883453214047911
770,-0.1219234645771694
771,0.3660511823777115
772,-0.1086374912846722
773,-0.0210833603632817
774,0.3361996508695816
775,-0.1708210554927537
776,-0.0704734704474986
777,-0.2398126115407569
778,0.0049571209041743
779,0.0736828418047995
780,-0.1134391272005905
781,-0.0620270437910929
782,0.0254246221963062
783,-0.0986952365582002
784,0.0006207209052588
785,-0.0093116805721011
786,-0.1118651651875719
787,-0.050986780744403
788,0.0758008797872621
789,-0.1032453881653469
790,-0.0248845976782585
791,-0.0890416503216124
792,-0.1515378283319653
793,-0.0474170202146238
794,0.004991016170902
795,0.0386654193950664
796,0.0174587536943952
797,0.0087286148935171
798,-0.136101989086872
799,-0.0112390419341182
800,-0.258589642008222
801,-0.1507708067320188
802,0.3113898197822376
803,-0.0381292220919254
804,-0.1520282441097989
805,-0.1067497583704806
806,-0.1415714430174968
807,0.1111111111111084
808,0.3852345906163681
809,-0.1007223229445353
810,0.2024727523370479
811,-0.1222072059119565
812,0.0416768463561613
813,-0.0100609405542212
814,0.0035930639493489
815,-0.1280769037048743
816,-0.1289625360230521
817,0.0108057486582927
818,-0.1204489065835838
819,-0.0303017185403281
820,-0.0072152154463266
821,-0.047643109795718
822,0.0548316811682027
823,0.3078383704705305
824,-0.2596016556816641
825,0.5399331650298324
826,0.3432078297921867
827,0.4156408399710361
828,-0.2060718639345154
829,-0.3071458724544032
830,-0.1224257793712608
831,0.1193682218502147
832,-0.1779125895031612
833,-0.0116677605192213
834,0.0145825738242833
835,-0.1153352020555891
836,-0.1418149388148989
837,0.1430719593558868
838,-0.0745112935744953
839,-0.0957729037118906
840,-0.0768499004800471
841,-0.1084185542239296
842,0.1302254802979071
843,0.0234058426834918
844,-0.2566584535961516
845,0.0131978355549569
846,0.3070040787684784
847,0.0657433380084217
848,0.1415128747538153
849,0.0189620467341514
850,-0.0570329813583663
851,0.3313194309101665
852,0.3302253302253243
853,-0.3362081567022261
854,-0.2115919855466508
855,0.2241258547629984
856,-0.0601397465063339
857,0.0730697410083698
858,0.0227276416824926
859,0.1329420729235804
860,-0.1022428511149332
861,-0.1381372596817819
862,-0.0390186801931439
863,-0.2191463881579528
864,-0.2556437649057556
865,0.0979144227944813
866,0.2612368466027032
867,-0.010580804792281
868,0.4053046269576213
869,-0.1867883768902319
870,0.0267928909529463
871,0.0754502677267431
872,0.1425840111474765
873,0.11975660279648
874,0.0889291315666189
875,-0.2204981625153129
876,0.1142018109144191
877,-0.0850438486083424
878,-0.5369430498365169
879,0.2456365397999365
880,0.5185919278858623
881,0.0515610795261801
882,0.0379779456644069
883,0.0772525208717404
884,0.0121962787798189
885,0.0338670784903411
886,-0.0908462258138817
887,-0.0624109626212653
888,0.2463220864292839
889,-0.0284298594752709
890,0.196591070306647
891,0.1625478875519399
892,0.0431476187907794
893,0.0350451543334668
894,-0.041127569630317
895,0.0525617094685184
896,-0.0384252393150826
897,-0.2507281930674693
898,0.1066652264610724
899,-0.3475280122481527
900,0.2058836985862687
901,0.0259193754955112
902,-0.0686572173992715
903,-0.0167856924860983
904,0.0472827661943391
905,0.0701123321495581
906,-0.1434785926887055
907,0.1371846658029079
908,-0.198549064528439
909,0.0328261815516908
910,-0.0878680908938164
911,0.2256544742098309
912,-0.0335544879127624
913,0.0213482974732744
914,0.0487723095212769
915,-0.13720770866179
916,0.0227355957031251
917,0.080806232752439
918,0.1058507276285705
919,0.0205567060543292
920,0.0426179604261754
921,-0.0076109292944599
922,0.2035577025323061
923,-0.3383785266815909
924,-0.6273198564373189
925,0.653440030304481
926,0.5946403916154078
927,0.471594990474403
928,-0.7488751140618594
929,0.0483545687204916
930,0.1871703917629325
931,0.4873172560289898
932,0.1170065055617092
933,-0.1280909758345517
934,0.1583006464592881
935,0.1627142923874737
936,-0.3672563605676099
937,0.1653820950479076
938,0.1526669990029761
939,-0.0947276093947894
940,-0.0198850565749439
941,0.3218008410350561
942,-0.5180173141231897
943,-0.2899277531382755
944,-0.3254614634759992
945,0.2258965268409083
946,0.1065596890964286
947,0.1173911001893909
948,0.0797622771348124
949,-0.0156421085562369
950,-0.1977359600117485
951,-1.669581334170377
952,-0.500980178610313
953,-0.4398141162980291
954,0.074629678489315
955,-0.3350679212174435
956,0.1691383007641433
957,0.144765811140941
958,-0.125318959399683
959,-0.0362499433594477
960,0.2425867888138711
961,0.8144904577585889
962,0.5118851074560306
963,0.0857461189927873
964,0.1483349402951865
965,-0.5878754420256249
966,-0.3533727633450645
967,-0.2296194020890822
968,0.2768756454195653
969,0.2656914695126631
970,-0.1479909112652489
971,0.1917209378659994
972,-0.3375799038907761
973,0.0897410969353449
974,0.8556260750934191
975,0.3898191751198636
976,-0.8443267982295666
977,-0.4633967050548483
978,0.0273783106141466
979,0.2199824589150368
980,0.1708052246304083
981,-0.0833189679940299
982,0.2092949912554884
983,-0.3856670024464043
984,0.0143884892086363
985,0.0977460901563865
986,-0.0381067420173545
987,0.0136590415666241
988,-0.162735101817448
989,0.0259156876295712
990,-0.1730702665282006
991,0.0439693511997794
992,-0.0418244095907645
993,0.1404190969971949
994,-0.0216076058772655
995,-0.4151418280705313
996,0.157418907599422
997,-0.0592476987326726
998,-0.3698546688712839
999,0.0116019375235558
1000,-0.8076971240138512
1001,-0.0724042384327241
1002,-0.1988099307304442
1003,-0.1222254815683973
1004,-0.055905742917438
1005,0.1451439576849488
1006,-0.2861639999921546
1007,-0.4548892794376136
1008,-0.2212264682673952
1009,0.3452977578815456
1010,0.1837549933422153
1011,-0.0743421421758523
1012,0.207166853303474
1013,-0.1738740254641327
1014,0.1281378006512029
1015,0.0902451309603735
1016,0.1787709497206665
1017,0.0781511666852664
1018,0.1546671868686184
1019,-0.2906692379714539
1020,-0.2662220291723265
1021,0.4102535478559286
1022,0.1205583314169449
1023,0.2883666634239956
1024,0.0430627326776609
1025,0.5118456770490524
1026,-0.012575824826163
1027,0.095337338979666
1028,-0.0954283177984882
1029,0.2067030857817772
1030,-0.64939889735931
1031,0.3406246760363236
1032,0.2599742979955377
1033,0.1195042785482362
1034,-0.1758767975643193
1035,0.1652575509421162
1036,-0.0841750841750915
1037,-0.0110768958107079
1038,0.0951706431764835
1039,-0.1189201167042233
1040,-0.0924146089013751
1041,0.0162623261039922
1042,-0.2415602122173146
1043,-0.2980193972724901
1044,0.4078279277012117
1045,-0.0814838958191286
1046,-0.107526084344947
1047,-0.0259613102302329
1048,0.2589408579080537
1049,-0.1585749007054434
1050,-0.9202673498303944
1051,0.6455741201564115
1052,-0.398309682208829
1053,0.0463765634252918
1054,0.2441281138790081
1055,0.0256162122160798
1056,0.0668562800460388
1057,0.2694702503368559
1058,0.0184350095011196
1059,-0.0524964174742135
1060,-0.1392381683076743
1061,-0.1266110905624927
1062,0.320476460578558
1063,0.0991641875619679
1064,-0.0021249920312779
1065,0.0446049277825056
1066,-0.0878709713994167
1067,-0.0737525884322037
1068,0.0474911219954828
1069,0.0233856794602817
1070,-0.4427361378033881
1071,0.1421565143222688
1072,-0.1252544230468131
1073,-0.149674991447153
1074,-0.2715759983991277
1075,0.0
1076,0.3294295209485386
1077,0.2085415127948822
1078,0.1135549946115577
1079,0.0484363026473745
1080,0.3702103140305459
1081,-0.0749625187406434
1082,-0.1299113715753886
1083,-0.2706575386085025
1084,0.3950118936062869
1085,-0.1400358029681855
1086,0.0721313367379324
1087,-0.392486277463166
1088,0.0954957822696118
1089,0.1949514787430716
1090,0.0064979603624358
1091,-0.1308522020762807
1092,0.1342863331167352
1093,-0.047672705209316
1094,0.0259965337954867
1095,0.021659085986568
1096,0.0360854503464203
1097,-0.0144362638948908
1098,-0.4451662485680799
1099,0.1014007793374249
1100,0.1826484018264909
1101,0.3201286583423122
1102,-0.0091040133525618
1103,-0.042503453405585
1104,-0.2498447030579405
1105,0.2052909731502893
1106,-0.0630636791198382
1107,-0.0113983495189965
1108,0.0713786714454981
1109,-0.0577437393629946
1110,-0.0296404386785
1111,-0.0129218607479532
1112,-0.121765601217649
1113,0.1003558069519156
1114,0.0926671426618277
1115,-0.079057392626375
1116,-0.1957453938899969
1117,0.1619697960549238
1118,0.0030415937951458
1119,-0.01521028215072
1120,-0.3097250617924516
1121,-0.0778732955673284
1122,-0.0366596911421035
1123,0.4697762101678472
1124,0.0364741641337399
1125,0.4056222512777871
1126,-3.3546019241548097
1127,-0.1514895187708607
1128,-0.404576969996449
1129,-0.3284428401010123
1130,-0.681640929652161
1131,0.1899364802590651
1132,-0.0171283536537913
1133,0.1678869561162037
1134,0.6379166537950628
1135,0.2495994083569586
1136,0.0107839965491288
1137,0.0292622824580226
1138,0.0500288628054717
1139,0.017699387447288
1140,-0.1580046707722154
1141,-0.2720436506403058
1142,-0.051807862423067
1143,-0.0232029328507088
1144,-0.0402345986598769
1145,0.6090714736145812
1146,-0.3132039374209233
1147,-0.1003876507745258
1148,0.5024893970127208
1149,-0.0476593127834492
1150,0.9012658227848128
1151,0.5138021358049638
1152,0.0071955905421092
1153,-0.3900775820968903
1154,0.0014447109133449
1155,0.2895460896872764
1156,-0.0937220636156661
1157,0.0979516579758669
1158,-0.1009343638251305
1159,-0.0721479899569998
1160,-0.1546354505383244
1161,-0.044097766918009
1162,-0.2325952118717782
1163,0.0666183924692304
1164,-0.0768149339826329
1165,0.2861478430522463
1166,0.0028902987123692
1167,0.293943891298391
1168,0.1410092231542926
1169,0.0769203119945319
1170,-0.2732004094401888
1171,0.1051327841465548
1172,-0.0244889727596132
1173,0.0734129840218786
1174,-0.2250627578844186
1175,0.6352305552583717
1176,0.0975296931154749
1177,-0.3916466596027145
1178,0.0
1179,-0.5787286855169541
1180,0.2301511460450391
1181,0.2108627914472892
1182,-0.1210230481671701
1183,-0.0820940717313792
1184,-0.1253166603783687
1185,0.2392794730474489
1186,-0.0564910959272554
1187,0.0336143492934263
1188,0.0967156961515249
1189,-0.0981552197063435
1190,-0.0470828793198572
1191,-0.0363342753330617
1192,0.0524553121091052
1193,-0.028253148207948
1194,0.0403453562495048
1195,0.0235292535848437
1196,0.0946995137415094
1197,-0.0228405594593603
1198,-0.0470468048498412
1199,-0.0524510792818371
1200,0.0227894257064838
1201,0.3548213119872831
1202,-0.0994487696766559
1203,-0.0525934244005066
1204,0.2354042287675267
1205,0.1953152643125038
1206,-0.2369197593916637
1207,-0.2075573625998744
1208,-0.111009905499256
1209,0.29798223458297
