,LULU.US
889,-0.0346096970078386
890,0.3305902267970746
891,-0.0546578394151553
892,0.0971725910601223
893,-0.0784264516736204
894,0.2066180383808737
895,-0.2951427046375075
896,-0.0471194320537897
897,-0.0880337043325072
898,0.011003002247764
899,0.0298563751217732
900,-0.9119548452728632
901,0.8588996974330567
902,-0.110738364329229
903,0.2015277100601347
904,0.7708682750612963
905,0.583595202975692
906,-0.4606513545726917
907,-0.2551349954786269
908,0.0903458957150327
909,0.1192110990399535
910,0.0290289322765663
911,0.2795180722891581
912,0.061006935525301
913,0.083413538658964
914,0.3293575928117
915,0.2169681886346979
916,0.1791876106386273
917,-0.1699208779989797
918,0.2053584220831882
919,-0.1770165534398644
920,0.1941809384350969
921,-0.3413919900648831
922,-0.1619503143346115
923,0.1613057782604514
924,0.3913458479160096
925,0.3912398810354193
926,-0.0937928648221166
927,-0.1150562909810792
928,-0.2455600754042941
929,0.432194808722926
930,0.2381266222607114
931,0.0279563536047655
932,0.1684391713284569
933,0.2685337322510166
934,-0.0466166151430388
935,-0.0122690354084389
936,-0.0368206588443166
937,0.0686846882205832
938,0.0808843354003735
939,-0.2530961273835339
940,-0.1920330887783674
941,0.1057524409138995
942,0.0712705824526821
943,0.1888782593764659
944,0.1653013995518523
945,-0.0551308438694557
946,-0.0392195313266067
947,-0.0637723816531741
948,0.2275897511195964
949,-0.1814214616685893
950,0.3276253224352737
951,0.2356369950082135
952,-0.2642377518030234
953,0.4579774724594683
954,-0.00618926780963
955,-0.3852127990059052
956,0.3575242605748339
957,0.1869245504541859
958,-0.1919266963843501
959,-0.6073063627020604
960,0.2640243523638015
961,-0.4179663131628119
962,-0.1530723813689072
963,-0.1219817340172608
964,0.0422066248768945
965,-0.3120491751866037
966,-0.1318929782690666
967,0.1473770029161918
968,-0.3619083585095777
969,-0.1466144418376795
970,0.1809544782458222
971,0.204068818284559
972,-0.0534003455316346
973,0.1568135486906068
974,0.7378120914015329
975,0.0192211586514405
976,0.103686635944708
977,-0.2399497003836634
978,0.4992084163219407
979,-0.4720611627071764
980,0.2992710065225773
981,-0.1203646793689741
982,-0.1282117031642648
983,0.217485863418869
984,0.6280193236715045
985,0.1776649746192864
986,0.2910287232696387
987,0.0101217136061186
988,0.2675078864353318
989,0.0504477235464721
990,0.2239895303770037
991,0.2259943752511134
992,0.2254847923034467
993,0.0525854513584665
994,-0.3820727446396799
995,0.2682376535472532
996,0.2001501125844411
997,-0.0776183680112176
998,0.1175411393987963
999,0.2121234808215333
1000,-0.0810251177865083
1001,0.5877088305489172
1002,0.261842418471791
1003,-0.1251266162187806
1004,-0.1461944684786851
1005,-0.4796594417963314
1006,0.2347803980798926
1007,0.0911372736508715
1008,-0.1466319537959748
1009,-0.1378442360133158
1010,-0.0839756470623437
1011,-0.0750345158773035
1012,0.1498441620714456
1013,0.0239693192713279
1014,-0.0029962546816452
1015,0.2003468692063919
1016,0.1075333054543153
1017,0.1431724631629237
1018,-0.137395459976099
1019,0.2324333988914634
1020,-0.1103785686584542
1021,-0.0387967052644131
1022,0.1608962517132532
1023,0.0178741658722599
1024,-0.0954198473282422
1025,0.1418580100290336
1026,0.8569372669588553
1027,-1.101154062365657
1028,0.0033066596124564
1029,-1.0323054822436883
1030,0.0232799164461459
1031,0.2665889407061935
1032,-0.1501251042535408
1033,0.5639409520650153
1034,0.0265313567472503
1035,0.429283756563092
1036,0.5615025940763237
1037,-0.382358757993284
1038,0.0395387149917642
1039,-0.2259459380917295
1040,-0.0680083275503158
1041,-0.4814716429804717
1042,-0.1146884297658119
1043,-0.1014941266513616
1044,0.6578512396694245
1045,1.2019073747468831
1046,-0.3013824280940889
1047,0.2711620765134385
1048,0.1060653035915491
1049,-0.1585329977445865
1050,-0.9407585478264872
1051,-0.0260368804754139
1052,0.0887528691660353
1053,0.0917290934107969
1054,-0.4237418245463185
1055,0.05830724851163
1056,-0.0122767172058254
1057,-0.1506162972981308
1058,-0.3857072327820291
1059,-0.1235788433020196
1060,-0.1097966442434139
1061,-0.0139198218262855
1062,0.1575094968961511
1063,0.0401333662632734
1064,-0.0943096545646285
1065,-0.2648407485438132
1066,-0.0806201550387568
1067,0.3229844380225365
1068,-0.3286974587965338
1069,0.0588827767877888
1070,0.0959796894592635
1071,0.1437625599010589
1072,-0.2790265075182072
1073,0.3829642669631579
1074,0.372307692307686
1075,0.8148584476335139
1076,-0.2741973870161411
1077,0.0947103863463684
1078,-0.1885599175489569
1079,-0.6886792452830226
1080,-0.1227921035231845
1081,-0.1144218857861628
1082,0.478109564991118
1083,0.1348912200171867
1084,0.3273536299765849
1085,0.1875632301268009
1086,-0.1102891879388102
1087,0.016120729995317
1088,-0.5528761322197308
1089,-0.1932913749616936
1090,-0.0613250937566315
1091,-0.1819470699432983
1092,0.1557117916293174
1093,-0.0244480083368719
1094,-0.0959962206212265
1095,-0.3080203767326173
1096,-0.2589319650323147
1097,-0.095111280197826
1098,0.5627040626812511
1099,-0.5372016734810345
1100,0.2692796768643838
1101,-0.5603821129038358
1102,-0.0966244196260486
1103,-0.224470617591013
1104,-0.3984039597959394
1105,0.3171886013493079
1106,0.1081298564136109
1107,-0.4014340537265279
1108,0.2719307080270019
1109,-0.0932483177499444
1110,-0.3616956697693259
1111,-0.0177085177970586
1112,0.0909895109313678
1113,0.1163310871604627
1114,-0.1240584399170868
1115,0.0075824592442746
1116,-0.2292619285868022
1117,0.060761801081056
1118,-0.2805422971463436
1119,0.0025387798623958
1120,-0.208614241738111
1121,0.208179948716645
1122,-0.4565161948482437
1123,0.1019108280254719
1124,0.0178312148151904
1125,0.151579814866591
1126,0.1051710212526678
1127,0.2952919793620974
1128,0.3156049094096973
1129,-0.550943950635422
1130,-0.5822287242688805
1131,0.0310228682857535
1132,-0.1968649624772313
1133,0.1596051250978951
1134,0.2317462592249626
1135,-0.4594306366087071
1136,0.240849919470425
1137,-0.0192125798061
1138,0.1416765053128743
1139,-0.2307555765931097
1140,0.1078653013579234
1141,-0.0783745415828659
1142,0.2890002948982654
1143,-0.0354003186028687
1144,-0.2187795648060575
1145,0.1018946497925101
1146,0.0132888403272054
1147,0.0722980450018456
1148,0.459699212783456
1149,-0.2296414061119863
1150,1.1225415090209734
1151,-0.6926734044897794
1152,-0.8093696438773603
1153,-0.1987692209836691
1154,0.3659811781108314
1155,-0.5255461153258225
1156,-0.2139049382321929
1157,-0.2463999999999941
1158,0.4158633546310629
1159,0.4236212476994286
1160,0.3328668453552849
1161,0.4494364334739654
1162,-0.1829422154933081
1163,0.5957233335423519
1164,-0.7597895967270515
1165,0.0331606872157533
1166,0.4323695423171863
1167,-0.5517437632402709
1168,-0.2965100607290666
1169,0.1345958956169278
1170,0.2432628818753299
1171,-0.0625608340095574
1172,0.0814618276003504
1173,0.2646252717134587
1174,0.0440847687124055
1175,0.3419356329274684
1176,0.3051905425481657
1177,-0.1187621068167111
1178,0.1680594884545475
1179,-0.1521754167531357
1180,0.026508384717342
1181,0.203583998527752
1182,-0.4877484974572253
1183,-0.3270020176720297
1184,-0.0974998258931717
1185,-0.0696912676841486
1186,-0.3777778658686959
1187,-0.0023085533065982
1188,-0.0746756277419941
1189,0.1351666278256912
1190,0.0966206069636598
1191,0.0663099115867903
1192,0.1857872735717629
1193,0.0162537441660652
1194,-0.1674613327131125
1195,0.1926737545847031
1196,0.2385308353210971
1197,-0.1124442126007103
1198,0.209379265668748
1199,0.0982306918907569
1200,0.3936906569230303
1201,-0.5395499197504865
1202,0.2517547481420277
1203,-0.1266051727256308
1204,0.073583517292133
1205,0.0941498142798207
1206,0.2547147966140966
1207,0.4176274660517539
1208,-0.2955158679172643
1209,0.1641909746273745
1210,-0.0256614231825355
