,IDXX.US
428,0.0511263285099062
429,-0.2033687805635425
430,0.0308683696053458
431,0.05445943849854
432,-0.0853838391679062
433,-0.1469204996851604
434,-0.2345332709989084
435,-0.0327362858345471
436,-0.0413271472572008
437,-0.1397716802273799
438,0.1450269781367854
439,-1.2067130577159235
440,-0.0852137718565101
441,0.0630511860992591
442,0.046652479947613
443,0.1911546064992685
444,-0.7937422807739893
445,-0.3553131713766282
446,-0.4123694232636117
447,0.0008297102651746
448,0.3142989479256232
449,-0.2670381980726831
450,0.2151569818440721
451,-0.1392180585710313
452,-0.1443983402489634
453,0.7364449643310258
454,0.4999836070948418
455,0.1146188105842359
456,0.4190513460190019
457,0.2017802222836979
458,0.1754357466577932
459,-0.3553787718240164
460,-0.0277207057365487
461,0.1416638171071279
462,-0.0260599052070896
463,0.4733420869198656
464,0.5354044102086658
465,-0.466678714560587
466,-0.2269434026594047
467,0.5552023733841925
468,-0.5861664712778429
469,-0.1782987946147314
470,-0.5183515775917623
471,1.3989121923345569
472,0.1985426127362969
473,0.0316722972973044
474,0.2128063041233836
475,-0.2746614269717545
476,0.0886580963840195
477,0.1738470777886627
478,0.0747510054536687
479,-0.2956642943126933
480,-0.1078224101479896
481,-0.5099872503187373
482,0.9263157894736794
483,-0.4122185815452888
484,0.2782638025170211
485,-0.0622264409639858
486,0.4399689186635082
487,-0.0588371262266552
488,0.9016700678855608
489,0.2850740004592787
490,-1.0506521565175546
491,0.2370935681384584
492,-0.2922291076203817
493,0.1854012498601448
494,0.037545633922083
495,-0.1111626493498082
496,0.4331693023107534
497,0.2795026123965927
498,0.4380195879488257
499,-0.3077301275137948
500,-0.1127324113621626
501,-0.12479631175231
502,-0.053285402980789
503,0.5725039932944112
504,0.2081974757476492
505,-0.3482888047764628
506,-0.4006932629470007
507,0.1999460463049638
508,-0.1175507812543315
509,0.2472146943691612
510,-0.1269458417302646
511,-0.0460390538180786
512,-0.1430842607313159
513,-0.3429847650953142
514,-1.0735113102084457
515,1.196243794485316
516,0.2029487256013812
517,-0.3774715398442154
518,0.2635933431775014
519,-0.330415492535524
520,0.6019070321811626
521,-0.3888722704157919
522,-0.3000300030003
523,-0.3391803476096812
524,0.3778866340097943
525,-0.1070824534891803
526,-0.1222432640955528
527,0.4836168557924358
528,0.0856812656916285
529,-0.329861458187568
530,-0.5851598632616063
531,0.1435699727919791
532,-0.3496010316756697
533,-0.4178343433525889
534,-0.0759355256763324
535,-1.1676977916171567
536,-0.7471311813753828
537,0.1308860055033939
538,-0.5356735810348716
539,-0.4150950926979267
540,0.0777698013879004
541,-0.089814981138863
542,0.4292613128241866
543,0.5238810691127584
544,0.3506560025215771
545,0.2358397861719249
546,0.1550205058770472
547,-0.5544593528018946
548,0.1536703573820821
549,-0.1015648881307103
550,0.0187317611799091
551,0.1102970141022615
552,-0.0650387276059916
553,0.0078828606901484
554,-0.2330864197530877
555,0.1459594863804037
556,-0.0414380993725159
557,-0.0434301958306953
558,-0.223572007993193
559,-0.1644867221561601
560,-0.2483361478096751
561,0.1170774298527552
562,0.3539438040060942
563,0.1677918591337925
564,0.1657380076712949
565,0.6554703548635059
566,-0.7393014549073604
567,0.2387537526889324
568,-0.2124131396083249
569,-0.4325801894356431
570,-0.1939922320469508
571,0.094959102173683
572,0.1284210192496702
573,0.080802319501876
574,0.0261350946803325
575,0.008710939356016
576,-0.000791909848982
577,-0.0669611902450642
578,-0.1162274090411372
579,-0.095294061591732
580,-0.0810656154628673
581,-0.0795393083261747
582,-0.1513534181974677
583,-0.0231066491374816
584,0.017526109920577
585,-0.2595805178831009
586,-0.1904548509970776
587,-0.1651196716843948
588,-0.0545352474135725
589,0.3180303422249826
590,0.1655880655060359
591,0.4295870518832297
592,0.1872150255155976
593,0.4299458809380658
594,-0.2849346459423347
595,0.2436346683109507
596,-0.0067680877144106
597,-0.0654676800361118
598,-0.1899908020325986
599,-0.0558220934793766
600,0.1626751016719275
601,-0.0934748522494277
602,0.0482218203737266
603,0.0346474247924947
604,0.2569342188298108
605,-0.0774406977181288
606,-0.115165748351547
607,0.0331085961955254
608,0.1622693671494572
609,0.0780687004564159
610,-0.1172403427025532
611,0.1028551694107313
612,-0.0097609322441216
613,0.1679059726553137
614,0.3245538648197687
615,0.3669815340694484
616,0.0792164915247447
617,-0.567888487351576
618,0.2876695736434131
619,-0.0545355389929181
620,-0.196308589006713
621,0.3940936350350217
622,-0.5645766182164584
623,-0.1421060110842781
624,-0.1484162159964138
625,0.0097579222130971
626,0.2053071492331413
627,0.3698837796867072
628,-0.0910378312765504
629,0.0566136924258912
630,0.2118515828339712
631,0.3798842257597657
632,-0.4157752391716793
633,0.4280632649369954
634,-0.1207267751866166
635,0.234864300626308
636,-0.3970253330377531
637,0.2061482457287043
638,0.0070387129210708
639,0.2003581623787647
640,-0.1954200643109706
641,-0.3637336186145963
642,-0.0445950767035319
643,-0.1750114273849203
644,0.0070399885644856
645,-0.0840501439582098
646,0.4871270714200736
647,0.0538391761378924
648,0.2669694093856147
649,-0.232028874704419
650,-0.1584927164583086
651,-0.0195928254635508
652,0.0605229898357035
653,-0.2981610426709443
654,-0.1036602802402132
655,-0.2041620401876833
656,-0.2099746953572188
657,0.1612585332640478
658,-0.0232983261048774
659,0.0035842293906777
660,0.1663893510815218
661,0.1215131966905637
662,-0.1736359730774787
663,0.0
664,-0.1516112563622609
665,0.2976924975320927
666,0.1132415588817434
667,-0.1458085818765234
668,-0.2319790909512689
669,-0.0789351493576831
670,0.3347370694309406
671,0.1547880328058211
672,-0.0154041668271302
673,-0.2246341011548087
674,-0.420148524829078
675,-0.1381730112401394
676,0.1232720591085583
677,-0.0031012800533391
678,-0.0597353027881632
679,0.1239714245866257
680,0.0495639917599941
681,0.180118893930838
682,0.0309121399701768
683,-0.1881445693579906
684,-0.1690735081977257
685,-0.0318083430956563
686,-0.1678569485782735
687,-0.1759370985948379
688,-0.0132359582055034
689,0.0764322743586395
690,-0.7179315538448795
691,-0.8097849008856945
692,-1.0105313384001824
693,0.624883575214635
694,0.562431590468979
695,0.0958917936812247
696,-1.0952753495016736
697,0.7008596085319064
698,0.7392630837831442
699,0.3384756234066197
700,-0.5097979950632308
701,-0.0403164844025616
702,0.1082332804752165
703,-0.1706111746117102
704,0.2598621892132158
705,0.3225267379679061
706,-0.2370243808470838
707,0.4377845599639766
708,-0.1018363939899855
709,0.0050080964225452
710,0.203248646397339
711,-0.1819213565658642
712,0.5378486055776908
713,-0.5424351164149211
714,0.4930928626247217
715,0.4593157055413857
716,0.0839622551498327
717,0.1191224960451331
718,0.3371672254461702
719,0.3228249550317007
720,0.0718975271034748
721,0.2792400143393555
722,-0.2620004729250396
723,0.3496833056854204
724,0.1205000753125444
725,-0.1451871405675463
726,-0.2495132601175831
727,0.0519549220203809
728,-0.0141715322260513
729,0.2168256721595793
730,0.0489974370571368
731,-0.2758985600362895
732,0.0453326281591192
733,0.2505887894489008
734,0.0753082933257982
735,-0.0772506311941757
736,-0.0678758625890896
737,-0.1170341286620365
738,0.105596620908142
739,-0.0581379031061605
740,-0.2085275304554681
741,-0.1513005408189632
742,-0.3472614798184512
743,-0.0678831762861371
744,-0.5174444579830322
745,0.0430341512528599
746,0.2559243241492202
747,-0.1573653471771621
748,-0.2178649237472818
749,0.0065030076410465
750,0.0990726153546334
751,-0.1089360041623427
752,0.0747359870024429
753,-0.0357560785333551
754,-0.1954142782699211
755,0.0244208195627008
756,0.0910880137933189
757,-0.117250476330046
758,0.2226049655531009
759,-0.2998696219035254
760,0.0252543767464171
761,0.0138472566141073
762,-0.133763988124376
763,0.3268133261792093
764,-0.4906396412700323
765,-0.1893748614944492
766,-0.1594091771257961
767,-0.1981399110392158
768,-0.2980958367976045
769,0.1619662705241656
770,-0.467831499298255
771,-0.3480534155445878
772,0.0357478065700914
773,0.0978433690733339
774,0.0020383619723171
775,0.146546986627593
776,0.2284565475646532
777,-0.3106475728748604
778,0.0498824200099658
779,-0.1457874561618087
780,0.276535176901182
781,0.1137379153464948
782,0.2279704550290282
783,-0.0577858880778639
784,-0.2724352458016458
785,-0.1669925057021817
786,-0.0794863955976853
787,-0.0346599249714481
788,-0.3231744733074332
789,0.3238648836229114
790,0.170449759653793
791,-0.481547957798898
792,-0.0700924343978648
793,0.1647374405924875
794,0.2675274070196746
795,0.2913930326621132
796,-0.0870587211073737
797,-0.027576197387526
798,0.0500475088671169
799,0.1079569331536472
800,-0.187282229965168
801,0.3053943350074559
802,0.0491862567811981
803,-0.0907586075880455
804,-0.1672589090170667
805,-0.097270615563309
806,-0.2022082890851146
807,0.0465298881828697
808,-0.0480069828338727
809,0.0145454545454578
810,0.1742413242340707
811,-0.0101651104366713
812,-0.1519812095958985
813,0.051603337500366
814,0.080396826600727
815,-0.3501134062990073
816,-0.2625112559331991
817,-0.2570654751886009
818,-0.311588641596312
819,-0.0245647434519556
820,0.2610846113208013
821,-0.1096071007005531
822,0.1194285801779137
823,-0.119571382582431
824,0.2858453072454913
825,0.207456220635777
826,0.2222154576725269
827,0.042598509052179
828,-0.1615262708765003
829,0.050261205964336
830,0.1384072519316128
831,0.1571718184095986
832,0.0978518113963198
833,0.1439154080380611
834,0.0302888037436858
835,0.080200956358587
836,-0.0590506472859393
837,-0.1334202586533643
838,0.0696938017968763
839,1.4811706869117105
840,0.744110760140181
841,0.2476838425483104
842,-0.4574767127817848
843,-1.2815605212370555
844,-0.4132032864075403
845,-0.7340604026845564
846,-0.5588948644943664
847,0.4899665821803866
848,-0.2605937004305299
849,0.3805346834789739
850,-0.1243118451429557
851,-0.2038340208687197
852,0.0431100976267518
853,-0.0431286904473088
854,0.2299963684784034
855,0.3305825008445457
856,-0.3681278759990268
857,-0.1827828281194389
858,-0.2529757078454998
859,-0.2821482294588793
860,-0.2943958768267142
861,0.0081543454506832
862,-0.2583430075704193
863,-0.5805348156432074
864,0.0237438043510474
865,-0.5281059792337933
866,0.438160024952832
867,-0.5706176712226358
868,0.0388227740365219
869,0.0358235689230553
870,-0.0582472071211093
871,0.3386248111515612
872,-0.1740803005960506
873,0.0718915294643461
874,0.058075468326531
875,-0.123749459527952
876,0.0923539838827409
877,-0.0521625085695583
878,0.0268192383336238
879,-0.1955661715309316
880,0.1014123156309113
881,0.1102388010785539
882,-0.0670820786500002
883,0.3002199631413087
884,0.2091212458286938
885,-0.0222518914107665
886,-0.0950316277135964
887,0.0904950524426266
888,0.1496118978491424
889,0.5966008790253742
890,0.0183792815371785
891,0.7232193212354466
892,0.1887417218543023
893,-0.0861668986544677
894,-0.2375218005149179
895,0.271662608292352
896,0.2766925739016881
897,-0.3090306545153287
898,0.120814921470304
899,-0.6395842702243595
900,0.2729086279323607
901,-0.1135777833208601
902,0.2736318407960161
903,0.0265269580210836
904,0.2233213677193136
905,-0.1839575737487593
906,0.1142213908523654
907,0.0926155627222269
908,0.1024336246633741
909,-0.1456013501216094
910,0.2755502755502688
911,-0.1901109255922331
912,0.0941401862984822
913,-0.1356134025733552
914,0.5683010946168786
915,0.1467329460382131
916,-0.3425480769230728
917,-0.006009976561103
918,0.2114038112658863
919,0.0029985457053301
920,-0.0239941214402423
921,0.5607002788589139
922,-0.0514737148356238
923,0.0693295164825381
924,-0.12091356918944
925,0.0268624641833905
926,0.0298382765411368
927,0.1831692752155616
928,0.3413425149522796
929,-0.0564275425805199
930,0.1667766156947913
931,0.1620661585140275
932,0.1817161092069522
933,0.0583219519397559
934,0.0590253440070796
935,-0.0346894189891208
936,-0.0709052233514562
937,-0.067997043606805
938,0.0635220776151079
939,-0.1834137085935596
940,-0.0648693120688693
941,-0.0237383088828715
942,0.2824769599797948
943,-0.4263142046625051
944,0.102906719017158
945,-0.0522722592704124
946,-0.1173541399051485
947,0.0206120183922618
948,0.072881678179847
949,0.0633352333903314
950,-0.03326205749583
951,0.2070622451237545
952,0.045817205150498
953,0.1183525327442007
954,-0.1074215664592056
955,0.0189531541207323
956,0.0930995849967702
957,-0.1153238546603504
958,-0.0205413434038578
959,0.0600078957757592
960,0.2677376171352146
961,0.4780564263322812
962,0.1041234449985459
963,-0.291295676889499
964,-1.4406238510807194
965,-0.6671666358244045
966,-0.7427685544958642
967,0.9081764269267424
968,1.2367627571107598
969,-0.2174917237662847
970,-0.332148926309268
971,0.7836299886957865
972,-0.1419827701989476
973,-0.0556728738721592
974,-0.3100387066956833
975,-0.1658854618752799
976,-0.0694886791360047
977,0.1743821956741601
978,0.4946745789034574
979,-0.3241194914113038
980,-0.2139717788572776
981,-0.1099982631853058
982,-0.0753186558516995
983,0.2244852735733772
984,0.3068795773802316
985,0.548588742802334
986,-0.615881437056677
987,0.1362920873805114
988,-0.2173871222177544
989,-0.7303019116254544
990,0.9223478523607442
991,-0.1640649888499659
992,0.0573102394294469
993,0.1160775334319226
994,0.0699156245531048
995,0.0127103160102202
996,-0.3683623026630434
997,-0.2606040257726182
998,-0.0719976960737329
999,-0.1987880342428435
1000,0.1122532150697974
1001,0.354076910802625
1002,-0.3089136802343364
1003,0.1151097539529052
1004,-0.0655916042746477
1005,0.2425789977657168
1006,-0.2463763478706168
1007,0.0383815768431167
1008,-0.1104689326139416
1009,-0.2005261806981519
1010,-0.1011674401425971
1011,-0.1640636309533354
1012,-0.0128693917603785
1013,0.1237146529562952
1014,1.4677165354330788
1015,-1.958895311496475
1016,1.0415425316395457
1017,-0.8500921400528907
1018,0.4958862172332441
1019,-0.392181972435199
1020,-0.6784850926672097
1021,0.8754273299466465
1022,-0.1696217115790916
1023,1.1186885868447365
1024,0.3190000197157053
1025,-0.266872257146246
1026,1.0275634303244598
1027,-0.3471131494628442
1028,-0.4433085648476731
1029,0.1618371469410466
1030,0.3910478670829398
1031,-0.7715293038845229
1032,-0.1599366587490088
1033,-0.2205964038025085
1034,-0.0349267332391413
1035,-0.4753473385334447
1036,-0.1613676306119174
1037,0.3248718030385191
1038,-0.0366411240859661
1039,-0.667551605394284
1040,-0.5631077465185009
1041,0.5982000346147096
1042,-0.1386508501993158
1043,0.739735453780871
1044,-0.1550684407006691
1045,-0.7211584813250823
1046,-0.5681818181818306
1047,-0.1398166847910349
1048,-0.3390358910408809
1049,0.3553053101640476
1050,-1.075416527660569
1051,-0.1907196224931125
1052,0.4306969459671081
1053,0.6573573456765994
1054,0.2328379060111074
1055,0.055268439781635
1056,-0.0281269397889474
1057,0.257328044887306
1058,-0.0425836672280021
1059,0.5715935334873031
1060,0.448327393953334
1061,0.8274826855660617
1062,-0.1932302771854984
1063,-0.0095196390152798
1064,-0.4700563349958744
1065,0.2541159627773728
1066,-0.5433804742883842
1067,-0.2489177489177481
1068,0.0
1069,0.016231131309858
1070,0.0851408878978252
1071,-0.4184384330046141
1072,-0.414266765993781
1073,-0.1419239796939486
1074,0.0090968634014908
1075,0.1961069145845513
1076,-0.0399636693914672
1077,0.0562988950275301
1078,0.0580443815433675
1079,0.2786472940452645
1080,-0.3723075805455585
1081,0.1215331313827494
1082,-0.2072162137598812
1083,0.3946915793094823
1084,0.0506686451566154
1085,-0.041638002824146
1086,-0.2177147211437362
1087,0.2750135697485246
1088,-0.0343885178548903
1089,0.0752047654504833
1090,-0.6294020680353732
1091,-0.4364840457555655
1092,-0.0481869654258427
1093,0.1195713479977377
1094,0.2782235687609704
1095,-0.0255040806529153
1096,0.1004151491989378
1097,0.2257977689385995
1098,0.3345827402997093
1099,-0.244266826025247
1100,-0.1226571732009109
1101,0.3280008349112229
1102,-0.1627740278358568
1103,0.3489661227557203
1104,0.0691501226857062
1105,-0.131781733711553
1106,0.4174204454461788
1107,0.0400207515007754
1108,-0.3734341059898222
1109,-0.1400476758045203
1110,0.0960042867030314
1111,-0.0618083791311197
1112,-0.1558805760868693
1113,-0.1486427941857518
1114,-0.3266008389606605
1115,0.4298059429957605
1116,0.3022974607013301
1117,0.2773423369106523
1118,0.2120779123110428
1119,-0.0210618164312235
1120,-0.3517618285576317
1121,-0.1466563856004637
1122,-0.0332733404921298
1123,0.0521514356761038
1124,-0.0741250595647814
1125,-0.0173997246304463
1126,-0.0151324849053325
1127,-0.194071715563655
1128,-0.3308613804905806
1129,-0.0829742855837825
1130,-0.1234718453705769
1131,0.1852450598147507
1132,0.297709344660208
1133,-0.0166896781926616
1134,0.0121364746575128
1135,-0.0333864481371748
1136,0.1129309756781549
1137,-0.0735729130322679
1138,0.0439727065959004
1139,-0.1546533214948696
1140,-0.3076673953525993
1141,0.3871279941930718
1142,0.3395961016778856
1143,0.170511534603816
1144,-0.0963816714188221
1145,-0.067311652953169
1146,-0.1438718634927611
1147,0.0944837568349892
1148,-0.0221181107112005
1149,-0.0704253692301432
1150,-0.1349962724909866
1151,0.0885757423251127
1152,0.0565156009415056
1153,0.386624178290846
1154,-0.1183859381583913
1155,0.1622661164309472
1156,-0.01246198793151
1157,0.1404905766075797
1158,-0.0430339968575124
1159,-0.0711066599899886
1160,-0.0787800912886803
1161,-0.0395058757470025
1162,0.0781484821160177
1163,0.1140867058964799
1164,0.2794618450590291
1165,-0.4818241802083792
1166,0.7493032393658273
1167,-0.0670557934681644
1168,0.5245364825735694
1169,-0.2218271875047535
1170,0.0273410799726685
1171,0.1607497611501107
1172,-0.5957239075216776
1173,0.2351419222281347
1174,-0.0532967869651148
1175,-0.0038070582860762
1176,0.1740597731902489
1177,0.0554555330188162
1178,0.0872852025016767
1179,-0.1893492924115806
1180,0.3659479035655242
1181,-0.192815716758264
1182,-0.2526636225266314
1183,0.0775653602226568
1184,0.1655025812329231
1185,0.5105894437898418
1186,-0.29848032605567
1187,0.1225749825973879
1188,0.4114234044156287
1189,0.0824179831663006
1190,-0.292598715491639
1191,-0.2949289822749135
1192,-0.2117397953181891
1193,-0.234343910742978
1194,0.0640718783370689
1195,-0.4401213107478229
1196,0.0484416458566661
1197,-0.3677055506084969
1198,-0.2231146809460062
1199,0.105496203622537
1200,-0.1257131805434718
1201,-0.1029079309101941
1202,-0.2475306651378909
1203,-0.2133484941426479
1204,-0.0478991722424201
1205,0.067312870220776
1206,-0.0344161965613757
1207,0.0605657287702295
