,EBAY.US
366,0.0445994161530916
367,0.2265372168284799
368,-0.0971817298347832
369,0.1132502831257082
370,-0.129596630487616
371,-0.2110389610389536
372,-0.1788908765652942
373,-0.0203326420235091
374,0.1340155945419154
375,-0.4485294117647159
376,0.0734753857457709
377,-0.1324308416715765
378,0.0735186002058688
379,0.3370457209847447
380,0.1463271875914669
381,0.2481389578163796
382,0.5948926291352243
383,-0.1453065969195125
384,0.3330919623461317
385,0.1157239982641375
386,0.1300202253683955
387,-0.2752426481240007
388,0.101302460202595
389,0.1300766006648409
390,-0.1737367887650275
391,0.0723379629629794
392,0.1300390117034954
393,-0.1881876085697676
394,-0.0260635371115818
395,-0.0898550724637646
396,-0.2324230098779729
397,-0.0872346612387355
398,-0.2623906705539458
399,0.0437126621011236
400,0.2862254025044662
401,-0.1115733635160482
402,0.6800071149057288
403,0.0
404,0.0533333333333353
405,-0.3568242640499605
406,-0.5020620405235683
407,-0.0699790062981132
408,-0.0736218351589224
409,-0.1438590181621979
410,-0.2343186733958229
411,0.3323452797988004
412,0.3312444046553308
413,0.4101283880171129
414,0.0445593084395304
415,0.1935467803279661
416,0.1531083481349876
417,-0.1155863785898421
418,-0.1692198076237956
419,-0.178443968593864
420,-0.2683843263553383
421,-0.179243592041587
422,-0.1885606536769271
423,0.3043595022826866
424,-0.2422828427853517
425,0.9883798584212756
426,-0.2812751138494615
427,-0.0171473276961474
428,-0.4537747274929292
429,0.4821213338690229
430,0.073603211776504
431,0.0601845660024096
432,-0.120514193893933
433,-0.3898373437290042
434,-0.195299346757352
435,0.5558532011786661
436,-0.0133958472873287
437,0.1404588321851244
438,-0.5582458972289374
439,0.0672133351256851
440,-0.137842654763383
441,-0.1855697909642507
442,-0.2568956192536668
443,0.4173959876127673
444,-0.3580839132491055
445,-0.1144474326437555
446,0.5844933091251472
447,-0.107707842477278
448,0.168010752688172
449,-0.5405405405405482
450,0.2619818153798762
451,0.5669629175605341
452,0.4500038135916431
453,-0.1298304566977363
454,-0.4603345097437428
455,-0.0844659448667846
456,-0.3158219072561983
457,0.1386151713612851
458,0.1381164541404211
459,0.2069758528171573
460,-0.469808995686988
461,0.1384402399630878
462,0.1690722219406735
463,0.0995627828488281
464,0.1302282825187586
465,-0.1611294406506403
466,-0.0537386764931841
467,0.0843752397023959
468,0.1378782075833066
469,-0.1611170784103175
470,-0.1767734993466987
471,-0.038443795171468
472,0.2071664236937084
473,-0.0307007444930696
474,0.114995400183997
475,-0.052500328127059
476,-0.1840894148586463
477,0.2884489314278207
478,-0.013113034356138
479,0.0589738549243191
480,0.1478709204637644
481,0.0941299516276487
482,-0.1046983379138833
483,0.013085579691187
484,0.0392413342053644
485,0.3517992072460896
486,-0.0520344287949774
487,0.0
488,0.1432478187263959
489,0.0780741704619233
490,-0.0260314981127112
491,0.0780335544284071
492,-0.2607901942886985
493,0.1336066235548677
494,-0.0869328349357874
495,-0.1779614986891058
496,-0.1433054393305444
497,0.1175395063340593
498,-0.1831741462776218
499,0.1306677120083553
500,0.5766731643924691
501,-0.2197802197802281
502,0.2030869212022746
503,-0.1057168415060546
504,0.105605199025179
505,0.3077421444768461
506,-0.081050413357115
507,0.0
508,0.1133419689119175
509,-0.0323939099449239
510,-0.0972762645914433
511,0.0162100826714184
512,-0.1298490504788156
513,-0.0451429146733945
514,-0.0198148448919928
515,0.283423759008822
516,0.0485633346823166
517,0.008093234056333
518,-0.1702472638832654
519,-0.1055023535140362
520,-0.0974817221770954
521,0.137908655796221
522,0.0486499635125292
523,0.2507279197670675
524,-0.0647458724506298
525,0.3855870230022498
526,0.278440731901363
527,0.1852832186341987
528,0.6181770353807693
529,0.2100013125081987
530,-0.0131268049356667
531,-0.0262605042016941
532,-0.2963060512280165
533,0.31506399737446
534,0.0328083989501386
535,-0.1840652116749941
536,0.0788229111928563
537,-0.0525762355415434
538,0.1443759023493889
539,0.2422258592471388
540,-0.0982961992136341
541,0.2223094023800205
542,0.0914554481317054
543,-0.0261369576581419
544,-0.0523012552301151
545,-0.2096436058700351
546,-0.3814283835328055
547,0.1182343667892845
548,0.150849347412599
549,-0.4546053498484634
550,0.0852030673104264
551,-0.5066723756511867
552,-0.4516129032258032
553,-0.157955198161975
554,-0.2880184331797276
555,-0.0720564922899512
556,-0.2021660649819502
557,-0.028889209880104
558,-0.2606806661839345
559,-0.4217568353693892
560,0.274549560329095
561,-0.5103558058986076
562,-0.2619117217187876
563,0.5234079674323923
564,-0.6143943826799323
565,0.306256380341248
566,-0.0072923503245029
567,-0.1972818939061682
568,-0.3484259242965498
569,0.2597630539710372
570,-0.2492668621700904
571,0.1975561571668851
572,0.0951752994513181
573,-0.0586600351082436
574,-0.2199091042369237
575,-0.1184930765340837
576,0.1479342514438104
577,-0.2672605790645981
578,0.1482579688658391
579,0.0740740740740698
580,-0.1409390994733311
581,0.24419120911646
582,-0.0888757221152245
583,-0.4015466983938284
584,-0.029753049687587
585,0.0891795481569593
586,0.1410018552875679
587,0.206178848301546
588,-0.1026021202461402
589,-0.0964677945978001
590,-0.2231146809459935
591,-0.1042287075640372
592,0.0446495014139025
593,-0.253655625186514
594,-0.0447828034034947
595,-0.2094240837696344
596,-0.194844124700233
597,0.0898472596585838
598,-0.0974293637113059
599,-0.1877158732542423
600,0.3089810491623103
601,-0.1926252063841309
602,1.1382432314790587
603,-0.7079452054794568
604,-0.1921493274773546
605,-0.3996141656331903
606,0.2062706270627141
607,-0.110132158590306
608,-0.2484129174717179
609,0.1653348029760327
610,0.2885011677428327
611,0.0
612,-0.3446374414116349
613,-0.0965916931144023
614,-0.0987698662117261
615,0.3168522430274598
616,-0.1470060953746876
617,0.1432151808091627
618,0.1965338574236187
619,0.2139418791228464
620,0.248977414191701
621,0.0977169761037571
622,-0.1901093306656315
623,0.2694834013846999
624,-0.0444010301038958
625,0.0088794175102158
626,-0.1779042874933311
627,0.4845645734964212
628,-0.0685623173000241
629,-0.2219460227272727
630,-0.0621835302478523
631,0.2569555201134204
632,0.1415678640948474
633,-0.0885582713425383
634,-0.1596593932943115
635,-0.0976649205362687
636,0.1949490474080628
637,-0.053196205337342
638,-0.2756045519203434
639,-1.1652399341092543
640,-0.6961250849762024
641,0.18659881255301
642,-0.2721551284232075
643,-0.102162438276864
644,-0.1620192717660081
645,0.0426184793726535
646,-0.5140507196710027
647,-0.5189575378022547
648,0.0882808466701044
649,-0.5537290188613953
650,-0.3734259661311268
651,-0.770105889559823
652,0.2183024799161718
653,0.2439024390243912
654,0.2693076187994112
655,-0.4976427448926079
656,0.2779054703497804
657,0.4513780551221998
658,-0.5577828133170651
659,0.0696742727747764
660,-0.1395429966858508
661,-0.069820212951648
662,-0.3267756385784358
663,-0.2165672165672231
664,-0.4230246260764483
665,-0.6079951360388987
666,0.4689863842662451
667,-0.4941087039148439
668,0.7918552036198966
669,0.5102040816326582
670,0.0818656982724141
671,0.008095952024001
672,-0.4593719406581924
673,0.3825956489122425
674,-0.0075024382924595
675,0.0824587706147028
676,0.3585300268897444
677,-0.1645967379919189
678,-0.059889204970792
679,-0.300345397206792
680,0.1199940002999824
681,0.0299895036737082
682,-0.165214779212976
683,-0.4526252263126088
684,-0.1813784764208049
685,-0.1059161749129871
686,0.0982541002191788
687,-0.0151183007030087
688,-0.1438304314912927
689,-0.5484988452655823
690,-0.1879971077367974
691,-0.0723589001447342
692,-0.057920648711254
693,-0.0579542161692353
694,0.1735608909459134
695,0.0578201792425646
696,0.0433463372344848
697,0.1442793247727723
698,-0.0866425992779816
699,-0.1301330248698719
700,-0.159304851556842
701,-0.0724637681159379
702,0.1085776330076045
703,0.1804915903057615
704,0.2020478800115429
705,-0.0505014068248994
706,-0.0577492239948115
707,-0.0072191741264733
708,-0.1011706894059942
709,-0.1809889234778831
710,-0.1114684996397855
711,0.125805284111473
712,-0.217627856365623
713,0.0652457590256658
714,-0.324569944823114
715,0.1620220349967618
716,-0.3577235772357705
717,0.0974658869395748
718,0.2915451895043727
719,0.0
720,0.0970873786407688
721,0.0161786118751093
722,0.0646725949878725
723,0.0993353415762745
724,-0.0347390531588238
725,-0.1294288950008061
726,-0.1945209920570668
727,-0.0648824006488226
728,-0.0126536690773464
729,0.0369739722695152
730,0.0162140251317357
731,0.0162113966118264
732,0.1456900040469385
733,-0.032386041616057
734,-0.0080971659919069
735,-0.021219076435651
736,-0.0435909901150505
737,0.145631067961159
738,-0.1296176279974049
739,-0.1024310297732898
740,0.3786482136321541
741,-0.0657590197413173
742,-0.0136165577342117
743,0.102019995919204
744,-0.2933151432469351
745,0.0
746,-0.3010399562123684
747,-0.0136855070480431
748,0.0273635244219595
749,0.3408781019907281
750,-0.0545702592087397
751,-0.2050580997949302
752,-0.0341880341880419
753,-0.0889679715302459
754,-0.0547795124623476
755,-0.0890960180933421
756,0.1026975215664834
757,0.075254840254488
758,-0.0273728871552672
759,-0.0068436901177052
760,0.1366867140513864
761,0.1773775412744025
762,0.0
763,0.0954198473282349
764,-0.5731685473759632
765,-0.9584086799276694
766,0.0180799132164258
767,-0.0723719920390793
768,0.3962883335525844
769,-0.2074943566591398
770,0.6369998205634253
771,-0.2518438568087667
772,-0.0720072007200832
773,-0.343208092485545
774,0.1262854050153351
775,-0.1174026912309179
776,-0.4262651913658614
777,-0.4189435336976393
778,0.3267973856209145
779,-0.4193254329990826
780,0.2183008913953019
781,-0.1548692721144226
782,-0.2648885641212934
783,0.2371054545189434
784,-0.1096515234446241
785,-0.0913075237399639
786,-0.4770642201834826
787,0.3565225340524733
788,-0.1739926739926719
789,-0.2072043353522401
790,0.2702273088539097
791,-0.3509331631839191
792,-0.6744820941063026
793,0.0160565189466891
794,0.391843262694918
795,0.0559462915601082
796,-0.3207184092366947
797,0.0721096066020378
798,-0.0882117080994382
799,0.0641128385959274
800,0.462826319677222
801,-0.2160044767767229
802,-0.0559910414333765
803,0.714739517153753
804,0.0793524837327363
805,-0.0635223122121631
806,0.0634819869861913
807,0.1584534938995427
808,-0.1428118057759382
809,0.1584283903675448
810,0.3473318598042405
811,-0.348542458808628
812,-0.3019227713332237
813,-0.2070063694267556
814,-0.4103699843668547
815,0.4075298965540905
816,0.221244093468837
817,-0.1231367465975357
818,0.2392189823495029
819,-0.2008292303705453
820,0.0259067357512901
821,-0.0064771034393544
822,-0.3053534303534296
823,-0.1561686621551149
824,0.3436871798197271
825,-0.3448724622592407
826,0.0260213374967421
827,-0.1824817518248182
828,0.1626651050816578
829,-0.2805689677671975
830,0.1303271210739066
831,0.0065159314523951
832,0.0586090127637427
833,-0.0650331486600539
834,0.3246297739672783
835,-0.0975229178857068
836,-0.0483947764863812
837,-0.0231620039037192
838,-0.1172485669619452
839,0.2285714285714295
840,0.2280501710376292
841,0.0651147647729108
842,0.3406878650227139
843,0.2346847940438553
844,0.3951307510386099
845,-0.1292978208232356
846,0.2897151134717523
847,0.4885080483703046
848,0.0720230473751514
849,0.3031753630126134
850,0.0239291696578137
851,0.3814064362336033
852,0.3247267543164983
853,-0.1983969526228077
854,-0.0158742757361776
855,0.1822215179844747
856,-0.1984599507819322
857,0.2059732234809515
858,-0.0396259312093811
859,0.2293033921087942
860,0.1026856240126346
861,0.0946969696969732
862,0.173310225303292
863,-0.0946222993218771
864,-0.6794829300629708
865,-1.3776881720430112
866,-0.0840760047082634
867,-0.5070136893696082
868,0.0167286528027282
869,0.5045393409549317
870,-0.2021563342318016
871,-0.08430281571404
872,0.2019182231196322
873,0.0840618695359737
874,0.3267700041893595
875,0.0083780160857951
876,0.2507103459802751
877,-0.1171352074966537
878,-0.1172725749706823
879,0.1004184100418448
880,-0.3358522250209955
881,-0.4732619644167681
882,-0.0075930144267276
883,-0.1605543349670422
884,0.2254496768329758
885,0.0948450134770893
886,0.0168435236651473
887,0.1513622603430935
888,-0.1347254968002665
889,0.3569321533923314
890,0.0
891,-0.1866542230517815
892,-0.3903810118675827
893,0.1870324189526034
894,0.0233735878457352
895,-0.1013882389642766
896,-0.0936768149882939
897,-0.0468603561387084
898,-0.1094605160281363
899,0.031264655307169
900,0.0312548835755635
901,0.0936768149882828
902,-0.2504304272969112
903,0.1718749999999991
904,-0.2192295646727224
905,0.0
906,-0.188264825855032
907,0.0026670139014171
908,0.2321177023008279
909,0.0625684342249321
910,0.1093750000000004
911,-0.1251564455569435
912,0.0703509731884651
913,-0.0390991554582509
914,-0.0350017500874974
915,0.1398112548060089
916,0.6079555323953473
917,-0.7701732889900188
918,0.6952894142186661
919,-0.3138622493461198
920,0.1219087425983982
921,-0.0174185681937033
922,0.2952414032650255
923,0.2425502425502435
924,0.3968938740293424
925,-0.1209398756046998
926,0.1982929562893264
927,0.2150722642807983
928,0.2916452221650398
929,0.1199451679232355
930,-0.171644352900792
931,1.0896101647148362
932,-0.446452933151434
933,0.7783417935702214
934,0.4380053908355761
935,-0.0168491996630126
936,-0.1772301460038889
937,-0.3642215822463092
938,-0.0338925605829573
939,-0.0213720880530035
940,0.0640751815463501
941,0.0995732574679846
942,0.2270791938688569
943,-0.3274953723479848
944,0.1421868334992098
945,0.340087856029467
946,-0.4698177676537561
947,0.0284656988329209
948,-0.2282453637660639
949,-0.0285388127853824
950,0.0586128854225049
951,0.0554446978335207
952,0.2558999147000381
953,-0.1720327203955651
954,-0.0701154339461294
955,0.1138790035587164
956,0.3404738260746132
957,0.028364770954489
958,0.0963473036923656
959,-0.2955805030552769
960,0.1419043564637353
961,-0.2489508499893266
962,-0.4501286081737606
963,-0.4593741027849661
964,-0.4344919786096223
965,-0.3353454057679457
966,-0.2268716914544963
967,0.109115326506627
968,0.3012552301255226
969,0.1253656498119562
970,0.2417875604468834
971,0.0416701391782624
972,0.0832708801732105
973,-0.1668195846192366
974,-0.1085504342017329
975,-0.0250563768479087
976,-0.0835910724734669
977,0.0918657090362447
978,0.1001168029367633
979,0.083361120373453
980,-0.4605979398710302
981,0.0753138075313836
982,-0.0167392032139236
983,0.0167364016736368
984,-0.0083689011632815
985,-0.1676586469947092
986,0.1757322175732165
987,-0.2769153310396898
988,-0.2102253615876219
989,-0.8861940298507356
990,-0.3476865472051418
991,0.226817878585726
992,0.1066240170598404
993,0.1065104513380352
994,-0.0133155792277032
995,0.199335548172765
996,0.2399543954077201
997,-0.4407456724367551
998,0.2059663809713655
999,-0.0531808814730998
1000,-0.1064750116457021
1001,-0.0066551311060956
1002,-0.0133120340787951
1003,-0.0532765050612763
1004,0.0
1005,-0.2202496162317186
1006,-0.1002137894174276
1007,-0.0802353570473419
1008,0.0066858327204592
1009,0.0734901122394532
1010,0.3130203130203122
1011,-0.3140032068412606
1012,-0.0601644494952894
1013,-0.113773256592167
1014,-0.4316912138141232
1015,-0.4421016833871756
1016,0.8764537333557998
1017,0.2857142857142886
1018,0.2849002849002877
1019,-0.3363040188330298
1020,-0.3120519524331657
1021,0.1767974406465802
1022,0.0168350168350134
1023,-0.1348617666891407
1024,0.0505475989890499
1025,0.176604154402484
1026,0.0591694094153376
1027,-0.067619848612277
1028,0.2014436797045449
1029,-0.0167897918065782
1030,0.0671140939597301
1031,0.1173118820177648
1032,0.0920887400586014
1033,0.3670030861623136
1034,0.025016677785191
1035,-0.2759428045823215
1036,0.0250794181574996
1037,0.1002171371304412
1038,-0.2511721366376399
1039,0.0401498929336203
1040,0.5142052187435955
1041,-0.1816726690676301
1042,-0.590366295451493
1043,0.1607501674480971
1044,0.4002668445630382
1045,-0.160363490578651
1046,-0.2679887444727359
1047,0.0669523299410971
1048,0.173773559684528
1049,-0.013368983957226
1050,0.2533671156154123
1051,0.0
1052,-0.0533689126083949
1053,0.0
1054,0.1066240170598404
1055,0.3717965741601396
1056,0.2912749900701693
1057,0.4809275973384213
1058,-0.0989184911632852
1059,-0.0395830584509657
1060,-0.1652018766933192
1061,-0.1986360325763168
1062,-0.458959691366235
1063,-0.1598934043970747
1064,0.3829724554426353
1065,0.1544231193470166
1066,0.5921052631578964
1067,0.0511434207642238
1068,-0.0950709375457038
1069,-0.0951614083888408
1070,-0.1539589442815307
1071,0.2705271623894162
1072,0.3497267759562767
1073,0.1382421420256095
1074,-0.1895320017495195
1075,-0.2631194269843689
1076,0.2624289254993538
1077,0.0072891610175602
1078,-0.0510501750291665
1079,0.0728756740999812
1080,0.1164652787887586
1081,0.1381115068692285
1082,0.1161693167792032
1083,-0.0435824798431047
1084,0.1378209778035878
1085,-0.1743932567940772
1086,0.0217944061024345
1087,0.0871016912245079
1088,-0.0944492879976924
1089,-0.5544005544005549
1090,-0.1735508503991694
1091,-0.6287111421585739
1092,0.0523651597137391
1093,0.7277768151100359
1094,-0.1909722222222212
1095,-0.2262049765094876
1096,-0.7715237594248601
1097,0.1663019693654247
1098,0.2009084556254402
1099,0.0872752661895569
1100,0.4863644259162778
1101,0.156087408949005
1102,-0.0086722747376558
1103,-0.0260235947258857
1104,0.3630077787381172
1105,-0.2947295423023607
1106,-0.2956007650843361
1107,0.0868658790827037
1108,0.1907404196289222
1109,0.0260032937505427
1110,0.0086670133471926
1111,-0.4177545691905915
1112,-0.2705297146347868
1113,-0.5175438596491259
1114,0.2110566448801758
1115,0.7299270072992785
1116,-0.2710761724044495
1117,0.4452840372419354
1118,-0.3792496275226888
1119,0.565656565656568
1120,0.1344989912575579
1121,0.1276109879777001
1122,-0.0739346686382479
1123,-0.0739893724356048
1124,0.1075052072834946
1125,-0.1008878127522233
1126,0.0537778972842054
1127,-0.2831333423216849
1128,0.0
1129,-0.0742089995277701
1130,0.1549238852216207
1131,-0.0943905070118762
1132,0.0336995349464254
1133,0.00673945275643
1134,-0.1349709812390259
1135,-0.0134989200863999
1136,0.0539665407447466
1137,0.0269759913676773
1138,0.0269687162890992
1139,0.0317965023847313
1140,-0.1114117459812196
1141,0.2856689414378665
1142,-0.1748807631160563
1143,0.7651652599195384
1144,-0.086846676140849
1145,0.2362948960302435
1146,0.2278978388998084
1147,-0.2126319105370893
1148,0.2121807465618829
1149,0.0863693467336678
1150,0.2115490088537146
1151,0.2423010786306099
1152,-0.0469189865498923
1153,0.3195884324577103
1154,-0.0702028081123271
1155,0.1713128796137664
1156,0.0155714730613595
1157,-0.1091192517536916
1158,-0.093618349196446
1159,-0.1015228426395903
1160,0.0390320062451076
1161,0.1714463840398993
1162,-0.179561245998899
1163,0.031218293920231
1164,-0.2339664189375195
1165,-0.0413052457662138
1166,-0.3176795580110356
1167,-0.3117422930377673
1168,0.2694486665745577
1169,-0.0276434001382311
1170,-0.0829990316779472
1171,0.096738529574341
1172,-0.0207339829981347
1173,0.076104867258465
1174,-0.0830799004699908
1175,-0.3815999444945614
1176,-0.1319994442128648
1177,-0.0625651720542255
1178,0.0486381322957151
1179,0.0069478218578609
1180,0.1456916886360341
1181,-0.2922349011967628
1182,-0.3771476463193127
1183,0.0558425240820774
1184,-0.3221288515406019
1185,-0.2245929253228675
1186,-0.1645037470297797
1187,0.1922537187763127
1188,0.1960784313725498
1189,-0.2859593937660893
1190,0.2424761089716184
1191,-0.1428367376089049
1192,0.2990600968384986
1193,-0.2212231499322074
1194,0.0784369652025197
1195,-0.0031375770489119
1196,-0.2542179010580567
1197,0.171281758492727
1198,0.1781007337750231
1199,0.1067463706234028
1200,0.0853242320818943
1201,-0.1210222823378568
1202,0.2131135895432346
1203,0.0780806360022609
1204,-0.1137009664582124
1205,0.0426196902969187
1206,-0.0710833096388927
1207,-0.0284414106939849
1208,0.1561834445548965
1209,-0.0426136363636379
1210,0.0638796224004365
1211,0.2619283590542294
1212,-0.3694756288190861
1213,-0.2278877652756171
1214,-0.1754622756107375
1215,0.4434291857027658
