,VRTX.US
646,0.178398491258471
647,-0.1838329163049508
648,-0.2174969934239202
649,-0.1922781110598369
650,0.1154836096301765
651,0.4061842237145387
652,0.2599220233929872
653,0.4676616915422874
654,0.1043685701505928
655,-0.174250721895845
656,0.4608751672530742
657,-0.2459077473360016
658,0.0
659,-0.0870127287191641
660,-0.104524413916683
661,0.1689440993788837
662,0.1711351968054758
663,0.1213832738803034
664,-0.4428962428464866
665,-0.0298670914430794
666,0.1639996024252124
667,0.0447071680492789
668,-0.0496993191193252
669,0.1017799071568573
670,0.012410643367755
671,-0.0948575670648957
672,0.0004472049689448
673,0.0347705146036127
674,-0.0298121832455541
675,0.6042435424354253
676,0.1611789085885306
677,-0.6325740899506496
678,-0.5264261256434722
679,-0.4280902030504314
680,-0.0468077139112632
681,-0.1875820671543693
682,-0.2538787023977529
683,-0.0235128144838857
684,0.02820741855108
685,-0.2545128906065987
686,0.0894707101149115
687,0.3004694835680687
688,0.1031798142763337
689,0.1428404168130227
690,-0.1994368840919809
691,-0.2446137924545967
692,0.1901542362138184
693,-0.2565430239126416
694,0.0870076425631991
695,0.0070541760722283
696,0.4191350364108976
697,0.329070201643023
698,-0.149588631264034
699,0.4421277982035729
700,-0.0685952172576153
701,-0.1682225276027056
702,0.0331596399810484
703,-0.6172398179261636
704,0.3396351890556732
705,0.3078088743666133
706,0.4337781130652156
707,-0.1203767082871081
708,0.1249410655351185
709,-0.1085571340916551
710,-0.1441637321863289
711,-0.5405662282733904
712,-0.0606276747503555
713,0.175630132434602
714,0.2934355624970441
715,0.0
716,-0.0284050560999868
717,-0.0947732549874371
718,-0.4426463588767286
719,-0.2959709757494771
720,0.2000952834683258
721,-0.0047644004002188
722,-0.2052897928005244
723,0.1239748235742851
724,-0.5417325854547176
725,0.1673756886812253
726,-0.1606594020676161
727,0.913621262458467
728,0.069165859731639
729,0.1841027293229648
730,0.2639491381486785
731,-0.1356010112617731
732,-0.0574910888812234
733,0.323201760418092
734,0.0595619902868118
735,0.1395465879715447
736,0.0982722369503626
737,-0.302585732624242
738,-0.3819780017488207
739,-0.0736885736655444
740,-0.0230329832319803
741,-0.1568699824674741
742,-0.3333024719933334
743,-0.106585105889994
744,-0.1345707656612492
745,-0.1766455931573054
746,0.0487861540248529
747,0.0046460845122862
748,0.2132640997704998
749,0.1365803972406203
750,0.0046639615689524
751,0.4688515458174686
752,-0.3727518404622043
753,0.5421937995273124
754,-0.2508710801393691
755,-0.3590078328981771
756,0.0745434215430472
757,0.2328241631414582
758,-0.1587057728119071
759,0.1023160636219881
760,-0.1397168405365179
761,0.4220191995547914
762,-0.1905027413809109
763,0.1947690595436781
764,-0.0788972942869018
765,-0.2046226107984921
766,0.0162741496756778
767,0.262022909613689
768,-0.1439717629574597
769,-0.1488372093023224
770,0.0697188008366282
771,0.2364833534266859
772,-0.35365286179618
773,0.1208403048893804
774,-0.0371954621536098
775,0.2204974422296701
776,-0.5453819890923557
777,-0.1287515538980607
778,0.2877506751073431
779,-0.2196144546240937
780,-0.0777018026818272
781,0.0887232721142705
782,0.1991854603025962
783,0.1459328028293489
784,0.0618538481929905
785,0.072669605826993
786,-0.1324462323998134
787,0.1192184567833014
788,-0.0309180450961741
789,0.2005642246319371
790,-0.2297428647168022
791,-0.205866076369675
792,-0.1440922190201678
793,0.1593554955513192
794,0.039823008849559
795,0.0353857041755186
796,0.1303147432357758
797,0.0573938765148652
798,0.0903798202019449
799,-0.5187106499955718
800,-0.2418101545253827
801,-0.0706901122205516
802,0.2951411832077827
803,-0.2251655629139032
804,-0.4390049221764042
805,0.1991502920871026
806,0.0751779949586465
807,0.3086011550500449
808,-0.1412741159330809
809,0.2949203274936244
810,-0.1035493181167303
811,0.1561812582490181
812,0.2116934510246971
813,-0.1724790008355699
814,-0.2203711049407202
815,0.1408388715285513
816,-0.2714093426598155
817,0.7729024347521521
818,0.1311991603253664
819,0.2051237288875306
820,-0.0698781499759779
821,0.1656856333115306
822,-0.4027492010681554
823,0.2423739546258518
824,-0.1727984601251193
825,0.1066048667439118
826,0.2519706881804884
827,0.3891498572349631
828,0.1087055028538069
829,-0.386210399926108
830,-0.0970739148522995
831,0.3500852181122995
832,0.0644938247508009
833,-0.2758588854396269
834,0.2153385536619075
835,0.3717130925611501
836,0.2974011713030773
837,0.3238017056596926
838,-0.2835581980333888
839,-0.2521779000458557
840,-0.0458715596330249
841,-0.3960578428663598
842,0.0276243093922662
843,-0.0921658986175062
844,-0.5607303396821021
845,-0.0950901036713983
846,-0.6090162404330814
847,-0.1168060552259029
848,0.1958498484495162
849,-0.4026405730605296
850,-0.0288078613912602
851,-0.0931821711445912
852,-0.0051770552909457
853,0.2530338239091191
854,-0.3004091780183418
855,0.4177841964101518
856,-0.1342836483834267
857,0.3191927512355871
858,0.0463129727782655
859,-0.2062599907183033
860,0.1595963756177935
861,0.3897435897435851
862,0.2047082906857756
863,-0.2668308702791514
864,0.0615384615384638
865,0.1382700875710606
866,0.0818707465588684
867,0.2908163265306087
868,-0.0153084655814671
869,-0.2774426156360601
870,-0.070510486706697
871,0.1584355828220853
872,-0.0358001329719189
873,-0.1075158713905426
874,-0.2669404517453705
875,-0.004661787329271
876,-0.233633942339143
877,-0.342273068267062
878,-0.3954057616268138
879,0.6407558112342756
880,-0.0374304028447164
881,-0.3144654088050255
882,0.0586345193142106
883,-0.0351930927689872
884,0.0375252122519743
885,0.1592282114925319
886,-0.0046834020232254
887,-0.1078344038632932
888,0.0502817983170402
889,-0.0268585356707593
890,-0.1549223041171834
891,0.0281597597033849
892,0.0422218052167401
893,-0.023462061845987
894,-0.0586895790783388
895,0.0938152309027317
896,-0.0211128835507253
897,-0.1503618081007392
898,-0.2260525572195487
899,0.065888554216861
900,0.2829871936303916
901,0.1293351216708094
902,-0.0719045108096338
903,-0.0623081051860683
904,-0.4384544972780266
905,0.2978048897641599
906,0.3351046005074387
907,0.1147611533495955
908,0.1050871745880099
909,0.0859065527609444
910,-0.1816877838871601
911,-0.12926081960935
912,0.1052128168340501
913,-0.1340867732975774
914,-0.1678898642490499
915,0.3870412844036708
916,-0.0621563471192901
917,0.2813006579574728
918,-0.3732771822358351
919,0.1648312271565413
920,0.10499940341248
921,0.1691442729178529
922,0.4718435091879097
923,0.0923864120907723
924,0.0284185099227974
925,0.3089049850873371
926,-0.5149948072249109
927,0.0011241964003148
928,-0.6194990573660009
929,0.5464188139497412
930,-0.142163568573797
931,0.0
932,-0.1316072195960488
933,0.2919043410728239
934,-0.3790322580645228
935,-0.1723395088323961
936,0.0053853196187144
937,-0.0619695540886483
938,0.174825174825184
939,0.1503920936727903
940,-0.1721726030345384
941,0.059149325159964
942,-0.3236769703835541
943,-0.1675132389495311
944,-0.0892398388274382
945,0.2051005262447688
946,0.1266778071262925
947,0.29024455791455
948,0.1984765583091815
949,-0.0644122383252689
950,-0.543304570150198
951,-0.4483095695554084
952,-0.1297010607521662
953,-0.2847472196851668
954,0.0281981389228359
955,-0.1896895011569671
956,0.0699075069907482
957,-0.1561910917218831
958,0.2203353396388784
959,0.0446919691969071
960,-0.1254235464959836
961,0.0698699344297514
962,0.0859198797121665
963,-0.0214845848103942
964,0.0992675663348817
965,-0.0832393534181843
966,0.0778084838077764
967,0.1844141890194575
968,-0.1175997425997447
969,-0.0429184549356137
970,0.320855614973259
971,0.2419266644794528
972,-0.1247195812413162
973,0.0
974,-0.0587889476778286
975,-0.0418952571760327
976,0.4111696424409142
977,0.1512788884492829
978,-0.1573444911945387
979,0.303276783639323
980,-0.5232911274120472
981,-0.0955919216408103
982,0.0244999485687996
983,0.1130207360358764
984,0.0046700602437728
985,0.1026358759038949
986,-0.2572497661365682
987,0.279850746268654
988,-0.0679098922076308
989,0.2910927029039409
990,0.1811678357411691
991,0.0301855248798373
992,-0.2257388875960035
993,0.0046541934282878
994,0.0116341298834154
995,-0.0442292471716555
996,-0.4771483369976992
997,0.0046777060529473
998,0.0794578172470144
999,-0.1029336078229536
1000,-0.0549601538884433
1001,0.3502391977632877
1002,0.1206170340791069
1003,-0.2357714661695399
1004,0.169686353932893
1005,-0.0218998083766723
1006,0.0574539684276707
1007,-0.0629653964082397
1008,-0.3025441940236864
1009,0.1633340095511185
1010,0.0446652435899924
1011,0.2359212684527062
1012,0.1692047377326577
1013,-0.1530640135570989
1014,-0.0054668707631857
1015,-0.0328119873126839
1016,-0.0410318133326132
1017,-0.0190971167731198
1018,0.2455786026200793
1019,-0.0983499071139648
1020,-0.0491991472147834
1021,0.1800720288115159
1022,0.051812058574895
1023,-0.1228635395620566
1024,-0.1531309816789724
1025,0.1729376022435036
1026,-0.1404165691551523
1027,0.4426840633737132
1028,0.0465766185374915
1029,0.4866743916570157
1030,0.1642719974086623
1031,0.256161728053174
1032,-0.0216976820412426
1033,0.0632064590542101
1034,0.041505257332597
1035,0.0138331719463278
1036,0.1703185417050287
1037,-0.1659904094430162
1038,0.2162410858063027
1039,0.0459875833524922
1040,-0.1081877402573419
1041,0.0850965961361556
1042,-0.1797152204967581
1043,0.0736750011511703
1044,0.2526180415212251
1045,0.1879613074771909
1046,-0.0321012565348955
1047,-0.1561638802131193
1048,-0.0275659285123597
1049,-0.2394768352215208
1050,-0.3528021607022216
1051,-0.9306783090192746
1052,-0.2755308057621062
1053,-0.3600240044579708
1054,-0.6015653636343956
1055,0.5553411381277016
1056,-0.4004133298889205
1057,0.4308404604205498
1058,-0.4586563307493531
1059,-0.5586592178770915
1060,0.021648770349849
1061,-0.1643674023445206
1062,0.1190353458739174
1063,-0.0545226021757024
1064,-0.0867566043465009
1065,0.526429341963322
1066,0.1292824822236636
1067,-0.4186816396741428
1068,-0.0703706911484595
1069,-0.4698920988513679
1070,0.2365605399657041
1071,0.1754842064214225
1072,0.1265781701340509
1073,-0.0183950831025009
1074,-0.7280812660766393
1075,-0.5588655275985972
1076,-0.054192531283877
1077,0.500000000000005
1078,-0.0098048828316551
1079,0.5266751194772322
1080,0.1169020944958641
1081,0.2090118115977147
1082,0.469279148524431
1083,0.3663356791670776
1084,-0.0820107096338539
1085,-0.0458505272810631
1086,-0.3425385628296521
1087,0.2667600463678528
1088,0.2985649619570474
1089,-0.415860735009664
1090,-0.4371053909664913
1091,-0.0972289742343301
1092,-0.336568947856201
1093,-0.3047157551940551
1094,0.3815372617829022
1095,-0.1904482859654196
1096,-0.0293083235638932
1097,-0.2595621724864103
1098,0.1027397260274011
1099,0.0879851402874214
1100,0.2103250478011578
1101,-0.2793908184507611
1102,0.0656958283149044
1103,0.0218938149972589
1104,0.2348058756074956
1105,-0.0710382513661177
1106,0.2017778262529337
1107,-0.2460091843428914
1108,-0.2301369863013629
1109,0.1313341359308356
1110,-0.3735032406898862
1111,0.0
1112,-0.0329670329670342
1113,0.1536098310291865
1114,0.0
1115,0.2244238874596292
1116,-0.1447162136976144
1117,0.2537044124883802
1118,-0.3511659807956029
1119,0.0822368421052662
1120,-0.2197802197802229
1121,-0.1265335313858115
1122,0.1263736263736207
1123,0.344959754695283
1124,-0.3461538461538436
1125,0.7794866411211933
1126,0.4025512337933972
1127,0.447590298740494
1128,0.0637149730186605
1129,-0.6030558317199387
1130,0.0026162258326114
1131,0.023540489642178
1132,-1.0199228452148217
1133,0.0528178312998588
1134,-0.1746031746031812
1135,0.0634517766497485
1136,-0.4034826927160707
1137,0.0583647264816603
1138,-0.2180155269594791
1139,-0.0299462191435557
1140,-0.1564647594693949
1141,-0.005327650506137
1142,-0.1574130892985712
1143,-0.1897888265169685
1144,-0.0856118572422414
1145,0.072182863253586
1146,0.1867911941294165
1147,-0.055374208434503
1148,-0.0755090044354198
1149,-0.1016368888413382
1150,-0.7276255154014066
1151,0.4539089284851985
1152,-0.0434782608695668
1153,-0.038662284941046
1154,0.2578872526572148
1155,-0.0072310065561197
1156,-0.0868474380005822
1157,-0.0197375628018814
1158,-0.0430164630908134
1159,0.0129853265809692
1160,-0.0806319145852448
1161,-0.0624090874592648
1162,0.0213141296730453
1163,-0.0507736943907107
1164,0.1255674683666526
1165,-0.1257253384912915
1166,0.0145046656674569
1167,-0.0628930817610178
1168,0.109024692933119
1169,-0.0655737704918085
1170,-0.0387015625755812
1171,0.067681895093056
1172,0.0188506880501214
1173,-0.0140191433819957
1174,0.0145004591811942
1175,0.1062179263177153
1176,0.5051669498920641
1177,-0.38266482249884
1178,-0.3841347711389885
1179,0.4193934924877853
1180,-0.0461084470675001
1181,-0.2513680096072708
1182,-0.3880278422273739
1183,0.4710881211897331
1184,0.064617372842235
1185,0.0092302012183912
1186,0.2715515257513708
1187,-0.0575652213958414
1188,0.0667310966910496
1189,0.0643885388400932
1190,-0.0920683146895074
1191,0.2937531555514824
1192,0.2792017575979427
1193,0.146252285191966
1194,-0.1281347245103428
1195,0.1791129864452441
1196,-0.2184173781674215
1197,-0.1168759739664476
1198,0.141882923703603
1199,0.5281129068973351
1200,0.0105247647715097
1201,1.4622915456732788
1202,-0.3977426542554351
1203,-0.064596790998125
1204,-0.4857824867037969
1205,-0.1090009642392952
1206,0.3217718345173465
1207,0.0083570115326683
1208,0.0480297366717518
1209,0.0062643558154046
1210,-0.1254442818314793
