,WDAY.US
138,0.193217402891593
139,-0.3241870258347071
140,-0.0702341137123677
141,0.0183912658206707
142,0.2734472696957042
143,-0.1051542261984235
144,0.1466666666666659
145,-0.1142303368143127
146,0.0841252375712873
147,-0.1552872814707314
148,-0.2192175106261831
149,-0.0100415048868756
150,0.7494563529046204
151,-0.5407304741640115
152,0.5899361549358568
153,-0.056308492874056
154,0.4292011445363907
155,-0.1103218688911781
156,0.4182406907717355
157,-0.3908517472234011
158,-0.0890851344023619
159,0.2395672333848549
160,0.1966757934518494
161,0.0115678260198861
162,-0.0964915666370759
163,-0.3097293739594852
164,-0.1318084900174576
165,0.3438417555246432
166,0.1388888888888941
167,-0.1564945226916952
168,0.0887945179036623
169,0.1060547628229981
170,-0.1622373300370889
171,-0.0541083713380174
172,-0.2790481358034367
173,-0.0639894514358704
174,-0.1339753795969194
175,0.5174594656751758
176,0.3361729762768826
177,-0.1204796236446033
178,-0.0478322427581984
179,-0.0804227941176392
180,0.0421084867741123
181,-0.0957927810560196
182,0.1224646000765377
183,0.0401675560911081
184,-0.053968399779519
185,0.0176036125674456
186,0.0993997782620296
187,0.0534943257804387
188,-0.0229313969042622
189,-0.0267604556923286
190,-0.0650319421598099
191,-0.2069996550005828
192,-0.3307565093650297
193,-0.3144350778371487
194,-0.0366653801620881
195,0.0424366343890887
196,0.0347088314693528
197,-0.1390283463350635
198,-0.2982530890498438
199,-0.0736491200868275
200,1.3189054640369215
201,1.0654307897527138
202,1.199648553663156
203,-1.1865622111684777
204,0.289839754517558
205,-0.3627155762387086
206,0.0718071465207658
207,0.6960950764006829
208,-0.7526513855627741
209,0.1673554424673004
210,-1.0491803278688596
211,-0.1919120316741322
212,0.2035992201114728
213,0.373018874411242
214,-0.8844339622641549
215,-0.7477811167796444
216,0.2370494317785703
217,-0.2446183953033228
218,0.0174696900876819
219,0.2995785000174221
220,0.4439049765909587
221,0.0381335367121808
222,-0.2293259207783072
223,-0.3574230668642783
224,0.0505367349784046
225,0.4903509643687825
226,0.1000378425305579
227,0.2929752524692028
228,0.0643243722828417
229,0.1992296453712387
230,0.2142652028892603
231,-0.2902082410279137
232,0.0088605351763291
233,0.0752578688742252
234,0.1149679416316689
235,-0.0619441617627604
236,0.0574865127796919
237,-0.1306205583475337
238,-0.2418996893031458
239,-0.1622690999622153
240,0.1664373529803381
241,-0.006657937371009
242,0.1705955334987678
243,-0.0554188557114672
244,-0.1487434508480632
245,-0.0333118656865525
246,0.1596416930888385
247,0.0288158886376724
248,0.0
249,0.013297872340426
250,-0.1239614044492108
251,0.1488667726018209
252,-0.239763924751025
253,0.5303535690460413
254,0.5341561328423122
255,0.0364818254178684
256,-0.0398142003981435
257,-0.3262099727048669
258,-0.2937838018294703
259,0.0166894756166609
260,0.0133497980843108
261,-0.3315028127511416
262,0.1521255788294825
263,-0.2866818669527958
264,-0.0771786181671817
265,0.2910867237687382
266,-0.0569113856248588
267,0.0200823375840955
268,-0.0267836218152546
269,0.0836288218371579
270,0.2735521750733897
271,-0.1219125235892413
272,0.1084345389029912
273,0.1898165107063149
274,-0.1601013975517888
275,-0.999088284455248
276,0.1252039306446045
277,-0.1443823853489857
278,-0.404379506351811
279,0.3724677891376299
280,-0.159884274239604
281,0.0418569254185744
282,0.4432321854756281
283,0.2192402192402132
284,0.162276398218736
285,-0.1133444158984477
286,0.0188871680580256
287,0.2073281061519732
288,0.0301477238468649
289,0.0715496140086604
290,-0.1357517251781793
291,-0.410821453588527
292,0.1417876588021778
293,-0.1818181818181887
294,-0.0416840350145945
295,-0.0379089427195746
296,-0.3728929644990746
297,0.0478063648260752
298,0.1686916242691162
299,0.2612943537698329
300,-0.4635091859093184
301,0.440491672609813
302,0.2719437703957851
303,-0.069079567101388
304,0.1484051670080758
305,-0.4408800806180766
306,-0.0209986980807118
307,-0.0420150413848253
308,0.1677781972232732
309,-0.0566572237960301
310,0.2950037660055168
311,-0.1886555150295512
312,0.0712191034771627
313,0.096262503662168
314,-0.1865945447302736
315,0.0104817408075037
316,-0.1007260670667648
317,0.1215627095908752
318,-0.0020959527153048
319,0.0649323446860211
320,0.0335022404623242
321,-0.0586633144772622
322,-0.1426713104779503
323,-0.4235056151366366
324,0.3255208333333357
325,-0.0334883720930139
326,-0.2088071889332198
327,0.1675104228707521
328,0.6545615916571275
329,-0.0110954952289479
330,-0.2484149642208357
331,-0.4244703429273509
332,-0.0111715200714875
333,-0.085721739778621
334,0.0111798464634317
335,0.2490613731831589
336,0.1558846453624377
337,0.1889308735274472
338,-0.4054305374744188
339,0.0297475179414658
340,0.0594596603366785
341,-0.0148671250696761
342,0.0482948213091594
343,-0.0073933692252332
344,0.0371016861026483
345,0.089053803339521
346,0.1260005929439575
347,0.025934570782872
348,0.0888395335924309
349,-0.1557112668223627
350,-0.3996346197762089
351,-0.3092429274997145
352,-0.1223194832001808
353,-0.1033136909772857
354,-0.0382789771857165
355,0.0612088752869044
356,0.118451721370984
357,0.1602258421394025
358,0.7496876301541093
359,0.1065842435355316
360,-0.1104884513441751
361,0.1512287334593486
362,0.1886792452830188
363,-0.1360338573156037
364,0.0037785754770417
365,-0.4745634016704632
366,0.0891383920951367
367,-0.2833884894822947
368,-0.0513786607295735
369,-0.1009562269038768
370,0.083742529785684
371,-0.1563095691955654
372,0.0114359775854735
373,0.0576422015587365
374,0.6505299015897095
375,-0.7157464212678966
376,0.0681198910081729
377,-0.326762488520593
378,0.3681164354413059
379,-0.3459025494299023
380,0.4294582872693338
381,-0.3927260309058379
382,0.0895636968482142
383,0.1107655604311297
384,-0.0234366677319605
385,-0.0234421617935413
386,-0.2306903622693062
387,-0.1797483523067773
388,-0.0813809054696525
389,0.196640020518962
390,-0.1070267489844027
391,-0.1327934181771431
392,0.059954605798461
393,0.0599186817890069
394,0.0812521382141625
395,-0.0085535882302669
396,-0.0513478818998735
397,-0.0042791732637215
398,0.179402844816546
399,0.0042713138561382
400,-1.009781600472207
401,0.7615062761506247
402,0.1128432314958039
403,0.0334238562774113
404,-0.4996640913671472
405,-0.6040637012630452
406,0.223383629773245
407,-0.7794414357013824
408,0.044580308240984
409,-0.1488221787566945
410,0.6295685976253774
411,-0.0972762645914353
412,-0.5699702254359862
413,0.6465790474580574
414,-0.2435872995700106
415,-0.7748463114754088
416,-0.5300315443874654
417,0.7940562864563414
418,0.0781948643246741
419,-0.7711731795674261
420,-0.0793752949757593
421,-0.4568768587560891
422,-0.4720249437034486
423,0.4440612200905372
424,-0.4156024070305985
425,-0.2729945401092002
426,-0.2821884344859485
427,-0.2829869910457915
428,-0.131105942059633
429,0.0443871404113285
430,0.1203344029724694
431,0.0
432,0.0063329885372849
433,-0.1712835694650036
434,0.0507249439912096
435,0.0675875469944648
436,0.2444060511567201
437,-0.122352544089103
438,0.0990495458472888
439,-0.1752237797669279
440,0.1222957871209851
441,-0.143587144727397
442,-0.0253453301229258
443,0.1033864331680576
444,-0.0274365792917131
445,0.0337566985948826
446,0.1727042965459126
447,0.2332373768149468
448,0.0336085029512399
449,0.1112043642467539
450,0.3570114096429777
451,-0.3230868642112064
452,0.2081874792733696
453,-0.007370011423511
454,-0.7013507495918013
455,-0.4622725917089207
456,0.0149097957357848
457,0.1451594893363766
458,0.2820769773224922
459,-0.2959405885309122
460,-0.0540057357815865
461,-0.1118609940713715
462,-0.0074579557743154
463,0.1266247067148244
464,-0.0708109719737618
465,0.3009697915505526
466,-0.1041472940301181
467,0.1207392959970237
468,-0.1134377208316312
469,0.0966075874112848
470,0.2150457899225034
471,0.1222041179084731
472,-0.0277813790676737
473,-0.1075368499119175
474,0.0092695587689941
475,-0.6981067648063254
476,-0.00758869284765
477,0.3817659510129992
478,0.3653071216058338
479,0.3041225501239026
480,-0.2974957635096831
481,-0.0885739592559838
482,-0.0603420640757387
483,-0.2646953167835694
484,0.4592076785546352
485,0.0357451932121648
486,-0.0790781744238513
487,0.3377617653681518
488,-0.0488116246761519
489,-0.2597500376449321
490,0.0
491,0.1165632637713864
492,-0.111046281831705
493,-0.2471698113207444
494,0.2371720061739997
495,0.1390977443609039
496,0.4230150114176602
497,0.1532481124317952
498,-0.0729394602479916
499,0.1475311869724291
500,-0.8384279475982479
501,-0.7966899951582386
502,-0.5755013502147114
503,0.2428899487723067
504,0.2027324812692851
505,-1.3353579563217404
506,-0.435094644298914
507,1.6759283761136154
508,0.5351816108089134
509,0.188274442838994
510,1.1063240165407378
511,1.2886818259531605
512,0.4806669786039369
513,0.3328033916269196
514,0.4767831902280524
515,-0.4556436231085443
516,-0.1613245595414967
517,-0.5249231819733776
518,0.5432937181663842
519,-0.085216869711639
520,0.5788740127549926
521,-0.1459236544358671
522,0.1077404089910408
523,-0.0634169027184736
524,0.2530257664572152
525,-0.27088430618665
526,0.5020975069011242
527,0.2125582908578284
528,0.0910135003358866
529,-0.2585382810463315
530,-0.1022161327504774
531,0.2018491991144695
532,0.1084467485704859
533,-0.0521041214750576
534,0.0563673416294477
535,-0.1128619177844297
536,0.2640921291886679
537,0.0389492361622034
538,-0.1712365882735371
539,-0.4200949022680786
540,-0.0370168753402321
541,-0.3751418475058491
542,0.414939926867495
543,-0.0174155346569105
544,-0.0479156684235804
545,-0.1789142956886003
546,0.0
547,-0.0829803030964745
548,0.0872714578696987
549,0.0261745844784723
550,0.8585970347421987
551,-0.2040001773914495
552,0.0620484864601278
553,0.2475794685883559
554,-0.3037626660162756
555,0.2190265486725683
556,-0.0088503407381229
557,0.3285919064946541
558,0.1211453744493417
559,0.6608025906962457
560,-0.1687671232876672
561,-0.1031199262802289
562,0.2232924693520224
563,0.0087558007179676
564,-0.1227316560007018
565,-0.2064391443756309
566,0.2846881569726724
567,0.0831473458491959
568,0.1223829712837104
569,0.2093601430627723
570,-0.0611006852005476
571,-0.0611380409624814
572,-0.1706036745406888
573,-0.043763676148794
574,0.1005552398023826
575,1.1361609515952114
576,0.1376678073177092
577,0.2538071065989902
578,-0.2412598148879288
579,0.2363135092556089
580,0.1191087605039755
581,-0.2596520443490079
582,-0.1690041921819059
583,-0.134065934065937
584,0.546448087431694
585,0.2659574468085166
586,0.0740643924541399
587,-0.3322113913537574
588,-0.2278203723986901
589,-0.0745352507891912
590,-0.0307004078768569
591,-0.1009746246378039
592,0.2408794288967771
593,-0.3251460960499183
594,-0.550045284852771
595,0.2270122542537312
596,0.0132222662964311
597,0.4191445939125338
598,-0.1252416944981528
599,-0.9941416651872932
600,-1.2933364218979315
601,-0.0308951880744512
602,-0.5318942423418894
603,0.02134885977681
604,0.211101212379446
605,0.2048705063780335
606,0.2429337138009468
607,-0.398761130468437
608,-0.7056805333541277
609,0.2197973196397649
610,-0.543680206520257
611,0.0484774560282088
612,0.115586621629534
613,-0.2152347036609399
614,0.251776094933254
615,0.2336630578705374
616,-0.0311647837943062
617,0.1982815598149337
618,0.1901435778036511
619,0.0465441005352589
620,0.2283193374869516
621,0.1622686705559475
622,0.2927693670788516
623,0.0115553501271202
624,0.2037286181049289
625,-0.5684036967935099
626,0.1040267001863851
627,-0.2694597766091549
628,0.1822046765866936
629,0.2725620835857037
630,0.0648536469367485
631,-0.0670603759707535
632,0.3169879673955292
633,-0.1079354114497884
634,-0.0215917433173603
635,-0.0821159996542474
636,-0.0865126741067517
637,-0.1559656875487451
638,0.1298026998961627
639,0.0778210116731547
640,0.0345751577491503
641,-0.0518896480152229
642,-0.1038871093411742
643,0.0432675666320501
644,0.1555209953343637
645,0.0086393088552959
646,-0.0929589035173069
647,-0.0108103433365068
648,0.0777739370895293
649,0.1940575272758586
650,0.4191176470588185
651,0.7589025102159895
652,0.1839139064406269
653,-0.0765375854214048
654,-0.3823217356309282
655,0.0438837081733423
656,-0.1758434992856216
657,0.1755348326933484
658,0.0913408841797588
659,-0.1866832607342841
660,-0.0256297598125341
661,-0.1834054728193089
662,0.1300485392435271
663,-0.2828750390330959
664,-0.2430536375186315
665,0.0754369825206933
666,0.0772172378290849
667,0.2274561596595511
668,-0.1451218840127052
669,-0.1895682261567292
670,-0.6259722942440171
671,0.2622926594997893
672,-0.0498974330542739
673,0.1936697653829044
674,-0.1366776255033078
675,-1.088102568428149
676,0.0168669618384954
677,-0.0379650721336384
678,-0.270704678115225
679,-0.814464201953007
680,0.2488355771071303
681,0.0403928738466766
682,-0.7798774478296239
683,0.5539694038436882
684,0.8701896675537542
685,-0.5521811154058458
686,0.0106177401201952
687,0.0615449915110279
688,0.422654268808115
689,-0.2160193146681312
690,-0.2782084227069047
691,-0.2277564921243067
692,0.2420690533825936
693,-0.259729200374685
694,0.5041304808303315
695,0.1902748414376273
696,0.126689189189194
697,0.3115264797507707
698,-0.1644528779253579
699,0.0
700,0.3114173381603065
701,-0.085713172556189
702,-0.1014001014000978
703,-0.6042296072507632
704,0.011769321302472
705,-0.0196193839513483
706,0.3830668803502396
707,0.0703097535252444
708,-0.1369005710709514
709,-0.1331662227792587
710,-0.286735535566986
711,0.1372872048325074
712,0.0450883142851577
713,-0.0098027683017706
714,0.1077143025009324
715,-0.092131571725414
716,0.0900900900900972
717,0.0939187602723568
718,-0.227486664574829
719,-0.0549407424848971
720,0.1880141010575864
721,-0.1687134617648239
722,0.0960351214158338
723,-0.1590043578972168
724,0.035321821036108
725,-0.4750260711678438
726,0.6024405072086201
727,0.3116883116883112
728,0.3429754740179846
729,0.0194099378882056
730,-0.4027543198648854
731,-0.2714028269318453
732,-0.0108572917571465
733,-0.3289688677806564
734,0.3538555053838128
735,0.1776968751354382
736,-0.0346845870366286
737,-0.0043357613597031
738,0.1817709685795966
739,0.4008793482477722
740,-0.2030062197650305
741,0.0323841188281217
742,0.1315222078482134
743,0.0452576453093639
744,-0.084120616021739
745,0.1682166195953009
746,0.0341828827277391
747,-0.1228474751611011
748,-0.3655634869132593
749,0.0518874043326002
750,-0.1283249236902867
751,0.1844636047090124
752,0.0724892819418772
753,0.3549685274997476
754,0.039196270165449
755,0.0659712200552494
756,0.0453346521595718
757,-0.2478929102627641
758,0.1896907216494878
759,0.2419697870978519
760,-0.0877817807514155
761,0.051440329218107
762,-0.363456137452501
763,-0.1033613097945177
764,0.0
765,-0.0910407614318224
766,0.1796889522275243
767,0.1629000329924042
768,0.0453439960427114
769,0.0123650152501859
770,-0.0866300895177624
771,0.0865551067513016
772,-0.3183791606367625
773,0.0165777764364872
774,-0.0703706768161471
775,0.8798909869573756
776,0.1710132535271474
777,-0.1635068322497823
778,-0.7545510564381585
779,0.0524149286498371
780,0.0019601309367447
781,0.1819604774016839
782,-0.6498621504529365
783,0.0728102800244021
784,0.0786519063255751
785,0.2999411880023582
786,-0.5123152709359651
787,-0.3757911392405018
788,-0.0028086231852272
789,0.5300621704572217
790,-0.0728475517315957
791,-0.1044581970121072
792,2.1106652261151515
793,-0.7228915662650656
794,1.707605913588253
795,0.2286846819377302
796,-0.0209671578064566
797,-0.3730772174179317
798,-0.3417162603186739
799,0.1533448341959111
800,-0.3144126771191414
801,0.0963270092557767
802,0.0041879554401503
803,-0.0544730777288897
804,-0.0754811926028459
805,0.1632755589048039
806,0.0836610056052826
807,0.2607589127396374
808,-0.0146046317546407
809,-0.0480096854321953
810,-0.0292318292861141
811,-0.4973140842706069
812,-0.0755984880302422
813,0.0461777423282035
814,0.0127182512782189
815,-0.0715335825597502
816,0.293169158604522
817,-0.1594866894472842
818,0.0420143402239091
819,0.0473590021919253
820,-0.0347979205098098
821,0.0523790567579459
822,0.07118480832443
823,-0.1446722858221155
824,0.0921697599396702
825,-0.309232208975868
826,-0.0753303336930196
827,-0.1059818607969099
828,-0.2820528542522524
829,0.0469867211440282
830,0.0857282821685205
831,0.1426766132648462
832,-0.0326224360804194
833,0.154716827490747
834,-0.1733384995003819
835,0.0142728978060503
836,0.0652049881815945
837,0.1363368129743841
838,-0.2570536752555217
839,-0.0265284466574147
840,-0.0061223240342094
841,-0.1614815420465155
842,0.0204365241559645
843,0.0857597909094654
844,0.3337539175383586
845,-0.10593651957788
846,-0.1264686684073116
847,0.3030118154271671
848,0.1076666802096397
849,-0.0081264475234577
850,0.7537230270489367
851,-0.2111632251121846
852,0.2248693326850641
853,0.1471838843760939
854,-1.1887665288410325
855,-0.4296433343611948
856,-0.4230381122409344
857,0.3577570247253842
858,-0.6542713984015835
859,0.1818707890712179
860,-0.1822021615801887
861,0.4304961652814949
862,0.3680318777472011
863,0.4193000756785525
864,-0.1085220525001084
865,0.860703990905771
866,0.0649166227127019
867,-0.2419928825622771
868,-0.1649896117651856
869,0.2174752545679952
870,-0.1200602336087206
871,0.4517370606705077
872,0.196110145161948
873,-0.22695035460993
874,-0.3375081327260949
875,0.2778742618965024
876,0.0501465823175418
877,-0.1313248358439675
878,-0.0386398763523824
879,0.4079119525898569
880,0.038467456531761
881,-0.0500327136974158
882,-0.1599753291058588
883,-0.1699005695530447
884,-0.6783812152548321
885,-0.0875469348845441
886,0.4126787305769743
887,0.0038747675139456
888,0.0116229514548175
889,-0.0348810169754406
890,-0.1474926253687298
891,-0.1788630531145421
892,-0.1772324471710912
893,-0.6488414944917198
894,-0.0941804340148258
895,0.1371580844893778
896,0.0470035252643966
897,0.0411111763669426
898,0.3258663752731845
899,0.3112356053532568
900,0.1620106839478083
901,-0.3515247385534681
902,-0.326221125022046
903,0.0440645104432864
904,-0.4114862174240108
905,-0.4176478428933211
906,0.0355318676437985
907,0.0044412861964784
908,0.093180103829262
909,-0.0532741398446191
910,-0.01332030903117
911,0.0443813243387157
912,0.1285404015779533
913,-0.1998578788417201
914,0.0399556048834643
915,0.0842796309439308
916,-0.2490217004624698
917,-0.1001535688054992
918,-0.1716680786551883
919,0.1335886360600182
920,0.2753230605266684
921,-0.0399822301199482
922,-0.2208331107193019
923,0.0694073678590396
924,-0.0133493525564015
925,-0.2652134423251655
926,0.1849072327049784
927,-0.4205677245498071
928,-0.8020333301397465
929,0.5384910275835598
930,0.3202620325721028
931,-0.2426033344277712
932,0.2964444848595063
933,-0.005456331162921
934,-0.0946659384671573
935,-0.014566111940557
936,-0.0728836412667135
937,0.040069940259346
938,-0.0692596507855494
939,0.043723811258883
940,-0.0929995076496637
941,0.0801705446130959
942,0.0
943,0.1963957738538901
944,-0.0272846332945243
945,-0.1137059771757716
946,-0.0520360754304329
947,-0.3327057016982707
948,-0.1464584515680124
949,0.3557225728775096
950,0.2187556033709928
951,-0.468384074941456
952,0.0504159314343283
953,0.6493622654335335
954,0.2569363904005807
955,-0.108959702772223
956,-0.1753569767025763
957,0.035774335491706
958,-0.1433024038978172
959,-0.2802227411532145
960,-0.2485053662752998
961,0.0773729194781736
962,0.0898876404494382
963,0.1292708763488208
964,-0.2141134981467585
965,-0.2706213466118207
966,0.0108236822167007
967,-0.0180427251732142
968,-0.2459846621328342
969,0.3999279409115523
970,0.0432167681060267
971,0.0539917932474182
972,-0.1261397628572335
973,0.0324254215304708
974,0.183407055777319
975,2.2176923037354417
976,0.4878244972577732
977,-0.164804980772748
978,-0.352824433092005
979,0.5918309860184194
980,-0.1279997073456215
981,-0.3376890324475172
982,0.8245208496386984
983,-0.5803309900410001
984,-0.4006911002463081
985,-0.4968875260912021
986,-0.2155104591620547
987,0.095095428317812
988,0.3737642068537778
989,0.0720624516699149
990,0.3668782331144293
991,-0.2943665599587929
992,-0.4397959937911145
993,-0.172148899542778
994,0.0980102078556055
995,0.3170623801799195
996,-0.1717292955405897
997,-0.0683691193318312
998,-0.3597655960240228
999,-0.1262626262626381
1000,-0.9527112116953564
1001,0.2185354482708465
1002,0.582984809805737
1003,-0.3415387410300655
1004,-0.8039409588690072
1005,-0.3823669987867067
1006,0.5120889571674082
1007,-0.5923909044079821
1008,-0.0147199528961373
1009,-0.4064439846290359
1010,0.2285630022856317
1011,-0.4108828428650801
1012,-0.2300300523132878
1013,-0.2417435287116845
1014,0.2041346546412839
1015,-0.4735978520286328
1016,0.2566486888599582
1017,0.3354896109432532
1018,-0.1020483894908628
1019,0.4672293117139693
1020,0.164091596297796
1021,0.0221198156682036
1022,0.1692981487615397
1023,0.2134113087060107
1024,0.3691547749725721
1025,-0.5590988155388033
1026,-0.2033448147072287
1027,0.0663542487454885
1028,0.1201226079032358
1029,-0.149340413175137
1030,-0.0601872029554034
1031,-0.0726925313616278
1032,0.0249169435215956
1033,0.0829875518672152
1034,-0.0622794270292736
1035,-0.0706332059165645
1036,0.1493528045137675
1037,-0.0165975103734406
1038,-0.0041495497738457
1039,0.1781128324082422
1040,-0.1451860455469342
1041,0.0994571298329986
1042,0.1283006373644575
1043,0.0951002687616248
1044,0.2310135720473587
1045,0.1955658027461532
1046,-0.1546327986474784
1047,0.0206134564643846
1048,-0.0660066006600646
1049,0.2633311389071702
1050,-0.2579239302694065
1051,0.2923283558505099
1052,-0.8646451767143434
1053,0.6452889944576388
1054,-0.3216966519718822
1055,0.1546514394480191
1056,-0.3022830323761114
1057,-0.6908428282504633
1058,-0.0380608974358969
1059,-0.0080134626171896
1060,0.3075694028360223
1061,0.4889100882423158
1062,-0.3150045855097972
1063,0.2617239899605599
1064,-0.1426181847146471
1065,0.1173498816556228
1066,-0.2392487588970609
1067,-0.2177909207161075
1068,-0.3710165854441214
1069,-0.0863107185869142
1070,0.2472794257511014
1071,0.0850238066658687
1072,-0.563312276183964
1073,0.1606877435423635
1074,-0.3264549411575053
1075,-0.1377716545931302
1076,0.0
1077,-0.0800604901481022
1078,0.0844369389387599
1079,0.2482489582409797
1080,-0.175411328463268
1081,0.148545583540266
1082,0.0576113450033217
1083,-0.1420139351173803
1084,0.0066564600945156
1085,-0.2513568822848998
1086,0.2839144707656758
1087,0.0952866354953812
1088,-0.2599422350588667
1089,-0.0222222222222272
1090,0.0910281743300603
1091,0.1175322659333775
1092,-0.0998912295500429
1093,0.0155362215909075
1094,-0.0133185349611547
1095,0.0133167613636368
1096,0.0443695092732249
1097,-0.044389204545452
1098,-0.2715093247874721
1099,-0.7669537136706044
1100,0.2961275626423716
1101,0.4444847605224917
1102,0.8298661868885636
1103,-0.0168250500702652
1104,-0.2786123516939641
1105,0.7210677176639259
1106,0.5965630843201867
1107,-0.4831350093942975
1108,-0.0268480400930742
1109,0.0983459991059449
1110,0.0245804563026555
1111,-0.221714592851386
1112,-0.2942431661463134
1113,0.0964904407144795
1114,-0.3151449666846698
1115,0.11691698893785
1116,0.1952292260395405
1117,-0.1059847937205185
1118,-0.7555565614956383
1119,0.1220725201193644
1120,0.1106469459184846
1121,-0.1877743088548122
1122,0.1603686219592158
1123,-0.3877375175729075
1124,-0.2318181818181777
1125,0.4263679304434987
1126,0.746795004771195
1127,-0.2432988833205132
1128,0.3282252127370264
1129,-0.0276983041008419
1130,-0.2244109213315015
1131,-0.2833923734111301
1132,-0.5110375738281736
1133,-0.0007539955480763
1134,-0.6654859793379638
1135,0.0189717321191372
1136,0.0316095587305673
1137,0.6531842733324968
1138,-0.4458089750599328
1139,0.1176223482461672
1140,0.0189000189000136
1141,0.0293913883232184
1142,0.1195219123505962
1143,0.0335387582274818
1144,0.1715911944421179
1145,0.0251046025104612
1146,-0.0393878928900447
1147,0.056099397590357
1148,0.0439064166091777
1149,-0.2158152788836335
1150,0.8096350600177197
1151,0.6761352270454082
1152,0.1358424227895655
1153,0.1316734498443909
1154,-0.9587495971640329
1155,-0.6395378300309187
1156,0.4389505549949569
1157,0.2054297913477768
1158,-0.217988051025348
1159,0.2155042194517719
1160,0.4331521848116039
1161,-0.1848317428427957
1162,-0.4946497072481302
1163,0.4141869068682648
1164,0.2646988048447888
1165,-0.611318470695053
1166,-0.3705803734154113
1167,-0.9072704238015444
1168,0.4191762982256231
1169,-0.4045274384015074
1170,0.386681862585484
1171,0.3124365997159594
1172,0.6410256410256424
1173,-0.165569599806161
1174,0.8051594295785897
1175,-0.7905293793754389
1176,0.0412792640496995
1177,0.0530451866404679
1178,0.0785237534354097
1179,0.8563643441027594
1180,-0.2614838231276428
1181,-0.4154093349531805
1182,-0.1216354076747915
1183,-0.5622743504251628
1184,-0.4379185986604802
1185,0.3632773938795607
1186,0.2088423043581058
1187,-0.2211515678066512
1188,0.1931338930274758
1189,-0.0078836375103513
1190,0.3221877332914201
1191,0.1138147566719075
1192,0.154783596857298
1193,-0.210084033613444
1194,0.1137477936850331
1195,0.1488270081854948
1196,0.0274079874706316
1197,-0.3615215341087771
1198,-0.1219656135657246
1199,0.2002512957436859
1200,0.9962239897163936
1201,0.3642185311186698
1202,0.0540032401944193
1203,0.4023984541524695
1204,-0.3438143402562671
1205,0.1177973884918004
1206,0.3660234732444749
1207,-0.3313108733833562
1208,0.410451098677214
1209,-0.0527006602497898
1210,0.1271152776674432
1211,0.0277987371430813
1212,-0.0476776987564084
1213,0.063529878896167
