,GOOG.US
0,0.09839128534331
1,-0.0976294405095349
2,0.1582896495014866
3,-0.1898275761455646
4,-0.0219740225851707
5,-0.0535903839613737
6,-0.3858913434812158
7,-0.779536726501826
8,-0.325661347066422
9,0.2233486291194991
10,-0.1850741690832013
11,-0.1336688432933465
12,-0.1839141547466202
13,0.1591850840783479
14,-0.0747611311988096
15,0.0174645033968459
16,-0.2461553544917135
17,-0.5262287176563031
18,0.0735123423353761
19,0.3183574438842387
20,-0.1362235189203111
21,-0.1818444016897134
22,0.0279547168749816
23,-0.1318596970571995
24,-0.0070424023042676
25,0.0688602082975551
26,0.0744669589373113
27,0.0302886545268905
28,0.1108138254828043
29,-0.1635717050159562
30,0.0321198361888228
31,0.063469366911312
32,0.0247979694839045
33,0.1252913752913773
34,0.0955161968179461
35,-0.0660862726249924
36,-0.0262229166438964
37,0.0185711164518157
38,0.1018552200800357
39,-0.0953983061338886
40,0.1314547844632365
41,0.163913000860419
42,0.0433645836546259
43,0.3345803694525411
44,-0.1523499049171468
45,0.1609286850860631
46,-0.0289393720156173
47,-0.0597231019817244
48,0.0365444177497401
49,-0.1772464813492599
50,-0.2584462957358446
51,0.0334394904458656
52,-0.1846556351874717
53,-0.2847715228477108
54,0.139192047081665
55,0.3088800782801346
56,0.0774834489783013
57,0.0902329759789475
58,-0.0712035386965362
59,-0.0195947565625143
60,0.0098461416054342
61,-0.0547307248338176
62,-0.190227036167064
63,-0.2178187747793944
64,-0.0631873625274916
65,-0.0145992116425625
66,-0.0554277138569372
67,0.2064762452474549
68,-0.0299620081736358
69,0.1332530091641423
70,-0.009575983433558
71,-0.1089256305963133
72,0.1916399226583127
73,-0.02631904262488
74,0.2486137298423987
75,0.0143119665214479
76,-0.4387175418017825
77,-0.4377504937687057
78,0.0190541078924513
79,0.0761583863653373
80,-0.3520250123035015
81,0.5362341750738382
82,0.3569783939415243
83,-0.1943307733991
84,0.0934845168961448
85,0.2772415610303715
86,-0.0090226209997939
87,-0.115422115164031
88,0.0206426752907249
89,0.2721990941946104
90,-0.0486306189819687
91,0.2081055543344024
92,-0.0894311266036203
93,-0.0606098725477271
94,0.0560041603090395
95,-0.1832057572409108
96,0.1242250231224309
97,-0.1450200708923402
98,-0.1479586862644977
99,-0.4348627446462897
100,-0.0378208141725445
101,-0.080301111480582
102,-0.0591110686360943
103,-0.0738548513073384
104,0.0125732257584672
105,0.2310954063604227
106,-0.0463111899854683
107,-0.1749446657813211
108,-0.0173558227014083
109,0.085819898537867
110,-0.0217693720863476
111,0.0491781238722597
112,0.1191025440959214
113,-0.0848968851571918
114,0.0431301150725701
115,-0.0113140970113163
116,-0.0169740262036535
117,0.0946819146944314
118,-0.0385235240895776
119,-0.0367699052467813
120,0.089369924371134
121,0.0420179935878442
122,0.1213164242689294
123,-0.0441024446867138
124,-0.0070568891115665
125,0.2449721255018404
126,0.0285322985619678
127,0.3296891478621597
128,0.0195758889116762
129,0.4533789967262145
130,-0.2890597279716204
131,-0.0080432252386979
132,-0.0923457234458602
133,-0.2511465385455322
134,-0.243190892953181
135,-0.0585714285714294
136,0.0533049040511675
137,-0.012851940881071
138,-0.0152342504034557
139,-0.0590675895183722
140,-0.4509860684781162
141,0.2341545849902471
142,0.0238632729910703
143,-0.4200804694932373
144,0.0021566701013669
145,0.2600394839363286
146,0.2246387179854073
147,0.029084875388003
148,0.045751976628367
149,-0.2493968132629321
150,0.2396752095106118
151,0.1537644736610226
152,-0.3209009980639752
153,-0.0181257930034575
154,0.0269603726719111
155,0.150926743159756
156,0.0068397792737125
157,0.1724616421520025
158,0.0356689917564972
159,-0.0149744113735122
160,0.0121101895134606
161,0.0829409952919331
162,0.1695540640264314
163,-0.0950669227696121
164,0.0361371647576766
165,0.1658622202720579
166,-0.2018105794469838
167,0.0702984609030875
168,0.0645450234469589
169,-0.0716215919326892
170,-0.1311117661810846
171,-0.0451175146191791
172,0.2629690034616307
173,0.0754533231266541
174,0.2212631477582734
175,-1.2230351367475685
176,-0.6372714249599762
177,0.4842868823245814
178,-0.3661230931088919
179,-0.0707145326260665
180,0.2148395094585331
181,-0.0318771433875894
182,-0.0613398014693511
183,0.1714569643019634
184,0.0819871302931013
185,0.2571855013635191
186,-0.0537326764455472
187,0.1327595518929542
188,-0.1418459514583283
189,0.0909916521260191
190,0.026443337629485
191,-0.006925866735446
192,0.2276125891149391
193,0.0913787771921389
194,0.0288298552254955
195,0.0690744372515934
196,0.3131487889273419
197,0.2946310901350322
198,-0.0181158482616581
199,0.0849859333627587
200,-0.2279586047897101
201,0.0412141560916001
202,0.0942074288054819
203,0.1360596940379291
204,0.1453207159409797
205,0.2786840965704706
206,0.1447060284188986
207,-0.0501156515034726
208,-0.1952747795111575
209,0.0664736690029871
210,0.1661371538184808
211,-0.1655501325258887
212,0.0867741237420469
213,-0.1456925222615591
214,-0.0816028518049301
215,0.097398975379941
216,0.27051166916145
217,0.090562020640774
218,-0.1914683092106023
219,-0.0741579006026944
220,0.0389927027941851
221,-0.0098562698732405
222,-0.2396948401175246
223,0.1531183386016977
224,-0.1000343465567741
225,-0.2492635944343234
226,-0.0295618545459893
227,0.0310060994811481
228,-0.1421515830737874
229,0.394809964481604
230,0.2386347201465686
231,0.1040231933193923
232,-0.1649751090186428
233,-0.4041759194457195
234,0.0805764726378735
235,0.1044224856419012
236,-0.1321528325725276
237,-0.2713328803028903
238,-0.2950139717838095
239,0.1962899260511696
240,-0.2635463300808105
241,0.69708491761723
242,-0.0886048369525711
243,-0.0848032564450474
244,-0.10575234547059
245,-0.1082950092026485
246,0.0640618099402654
247,-0.0019413046538128
248,-0.3291603975244686
249,-0.4342659291970535
250,0.5704564725075457
251,-0.1768693585932146
252,-0.1612375531436714
253,-0.1750697182680724
254,0.5277066090758996
255,0.7360675776080021
256,-0.3054769484573133
257,0.0151166331038187
258,0.2031003454305179
259,0.0998511552112983
260,-0.0823451032644942
261,0.2371444826687812
262,0.555200109982498
263,0.2317573635663824
264,-0.134872296030219
265,-0.061314347028625
266,0.0826478623810819
267,-0.1653097607296094
268,-0.3229410188165571
269,-0.4394989339019131
270,0.1453109281269803
271,-0.1140366302708689
272,-0.2714385709934719
273,-0.2093596059113344
274,-0.289979594028561
275,-0.0239663444049261
276,-0.0368190088836616
277,0.1547425161475051
278,-0.0243714725500132
279,-0.02266633023561
280,0.0893025004700193
281,-0.2243352219573983
282,-0.3102152154302205
283,-0.2968535249740359
284,0.4168230915273012
285,0.1465204603827128
286,0.0408976060982367
287,-0.2972278775696069
288,0.0635285835701355
289,0.1076250873649956
290,-0.194832952761058
291,-0.1598592034149258
292,0.0825508203487803
293,-0.2260196199681696
294,-0.3487522324034541
295,-0.1350994409827768
296,0.2802366250701772
297,0.170265326217876
298,0.043522659703729
299,-0.7566976205050855
300,0.3704064165612331
301,0.3343622866728613
302,0.1407529986291741
303,0.1416574208415042
304,0.2814168430250062
305,-0.0726764817769384
306,0.1389140887235805
307,-0.0754674156665903
308,-0.1938667606626635
309,-0.3342688297168485
310,0.2231075697211196
311,0.1383967012137388
312,-0.02635062591974
313,-0.0416041041041095
314,-0.1030499365189586
315,-0.0216394749580085
316,-0.0017084087880532
317,0.0964320154291188
318,-0.1031776635991272
319,-0.2476813592415862
320,-0.0094210346008886
321,-0.3092783505154691
322,0.2599183113878469
323,0.4588825328951073
324,-0.2234000113979509
325,0.2340268431077335
326,0.2302934305535859
327,-0.0115049338466199
328,0.0309652304697787
329,0.3385825383109797
330,-0.4877573351880908
331,-0.0031011873117208
332,-0.0429920708438324
333,0.026585963497468
334,0.1499853996513557
335,0.0985657141594297
336,-0.1775561892279522
337,-0.2766171893384728
338,0.0177571794496202
339,-0.1881354575294219
340,-0.0293630879291152
341,0.1683314753210253
342,0.4316158618829138
343,0.126317835106647
344,0.2247458388968905
345,-0.0493803210602612
346,-0.1116711835379991
347,0.1507271925958604
348,0.2501439756626201
349,-0.5618970990017611
350,-0.3985198825634453
351,-0.2235586214581479
352,-0.0696929676311011
353,-1.15030703768894
354,-0.0862434515725049
355,0.1036090485235729
356,0.2471331847487448
357,-0.3855390223718405
358,-0.1886252103692612
359,0.2261206376531378
360,0.2122641509434032
361,-0.0937233540276487
362,-0.0923992777338862
363,0.1377036940512657
364,-0.0616700966987116
365,-0.2377293841290032
366,0.0021193849545003
367,0.2420821176371055
368,-0.1174789649150633
369,-0.0854480549974779
370,-0.0846439744106031
371,-0.036228528198371
372,0.1267521095929154
373,-0.0777357690541066
374,0.7849282556643449
375,0.133155792276964
376,0.1064212450364536
377,-0.0184690909635154
378,-0.2549183061020334
379,0.2395050229525586
380,-0.2527829468222025
381,-0.0937976707468078
382,0.0469602222728332
383,0.0631020536092349
384,0.0799597535906957
385,0.0376335491434089
386,-0.1185361535268202
387,-0.2388082648716211
388,-0.0816189998327497
389,-0.4938130502452276
390,0.2176902693455954
391,0.2208909267378395
392,-0.0699977560528012
393,0.2658854888652113
394,-0.135464190626553
395,-0.0005217907161564
396,-0.1827728910111444
397,0.0063663534867531
398,0.0254589307249016
399,-0.0308282064685491
400,0.3412512256966531
401,-0.1306234023503751
402,-0.5855916607570743
403,-0.3217762060541011
404,0.4908836635598461
405,-0.3001433195241213
406,0.8448769615529126
407,-0.1774100725650428
408,0.1039579672651163
409,0.1323116770990742
410,-0.2549110408074003
411,-0.0679936250563075
412,-0.1389952013045134
413,0.2265184524917084
414,0.3312129380053837
415,-0.0318203647228086
416,-0.2115065366258637
417,-0.1315971741238382
418,0.4574060787824439
419,-0.3765154693575829
420,-0.0987136913292034
421,-0.087967135824733
422,0.0890966892823746
423,-0.1516711183571658
424,0.1216950694008531
425,0.1486018601633886
426,0.2561893619342464
427,-0.3181420204093894
428,-0.0041514917064566
429,0.0739173558705856
430,-0.1200711364846452
431,-0.2213745657652714
432,0.2788673184552068
433,-0.3502794692356726
434,0.1976605755966673
435,0.1177771821809293
436,0.0449012549712124
437,-0.1224017952263389
438,-0.0763705103969747
439,-0.0873465489750524
440,0.0305920135287304
441,-0.1382805841240976
442,0.1021740364420833
443,-0.0431587674764738
444,-0.0151457207659053
445,0.063949748363401
446,0.1145241577938867
447,-0.0187128931833992
448,0.0085051371028066
449,-0.1442280392936212
450,-0.4368360221704409
451,0.7079951015978451
452,0.336545313030992
453,-0.21495847309906
454,0.1159502986543041
455,-0.0589242841248342
456,-0.145876247095304
457,0.2070226773957518
458,0.0948258693741602
459,-0.2569992453051338
460,-0.2004316990440963
461,0.2245215639593483
462,-0.0769752396312486
463,-0.0473071591500833
464,0.2968943100132319
465,0.3643013792450218
466,-0.0357142857142863
467,0.2957698372902495
468,0.0958334240846937
469,0.0191339825918501
470,-0.4120699708454881
471,0.0564549908033065
472,0.0942455624531388
473,-0.2806071893080575
474,0.3055786965458242
475,0.8593790493961503
476,-0.0902695635933516
477,-0.4984358706986416
478,-0.1404420098865494
479,0.046440872560282
480,-0.2749948323996823
481,-0.0809154708285244
482,-0.3046805891636578
483,0.4788318862961775
484,-0.2142329475498615
485,-0.2716049382716087
486,0.0324612218118147
487,0.0242520660723106
488,-0.26084095545173
489,-0.2229080932784588
490,-0.0197886571417263
491,-0.4029043872311519
492,0.8129476743269528
493,0.2482144027258973
494,-0.2056510708038495
495,0.2149060965190406
496,-0.5631146465154938
497,0.168024332743958
498,-0.0384293452797718
499,-0.3709241930285264
500,0.1754406903054042
501,0.3259460166779598
502,-0.0952573735160723
503,0.5710429525328046
