,TMUS.US
302,0.0828157349896511
303,-0.0207082211638028
304,-0.0069032168990686
305,-0.0414364640883993
306,0.0345184673800365
307,0.1103372181228857
308,-0.1139148745210342
309,0.1068965517241387
310,-0.0137950062077598
311,0.0
312,0.006897027381212
313,-0.0034486326171641
314,0.0103448275861974
315,-0.0413964399061696
316,0.0275900124155001
317,0.0137931034482829
318,-0.0137950062077598
319,0.006897027381212
320,0.0275805005860801
321,-0.0517401952329955
322,-0.0103491099765522
323,0.0379323424945734
324,-0.1761779742987394
325,-0.097862089732005
326,-0.2263467632412942
327,0.1243359330846768
328,0.116664157760049
329,0.0225750620814001
330,0.1427712654042877
331,-0.3355072190598421
332,0.0640446051838516
333,0.0752898659840342
334,0.0526751448566432
335,-0.1130028627391722
336,0.0376534377588545
337,-0.0979948741142736
338,-0.0678886625933494
339,0.1355932203389881
340,-0.1282244682455781
341,-0.1964933494558791
342,-0.015117157974287
343,0.0377786173025938
344,-0.1172510306743834
345,-0.1287634917629142
346,-0.0265171603909361
347,0.1588502269288801
348,-0.509389492891346
349,0.4616316028454558
350,0.0376441600218872
351,-0.2573251904206409
352,-0.116790327012907
353,0.0549299642955122
354,0.2055639303823567
355,0.1914922719190269
356,-0.1712680687812564
357,0.1026553517656759
358,0.068390097113934
359,0.1706834163992626
360,-0.0819952169456812
361,0.0443943585015181
362,0.0511980339955062
363,-0.0683106769588242
364,-0.0478403499179833
365,-0.068390097113934
366,0.1638672675133204
367,0.1125319693094574
368,0.0068196542435236
369,0.0170462293740663
370,-0.0887190336449842
371,-0.0409640199358245
372,-0.1025150355385495
373,0.0955892393827767
374,-0.1504376367614871
375,0.2801351240009915
376,-0.2602123001941248
377,0.0289041209018057
378,0.0577748431825628
379,-0.0578082418036115
380,-0.2732692944683656
381,-0.2116094767852036
382,0.260718424101968
383,-0.4990850108135038
384,-0.5856760374832688
385,0.1587168991729995
386,-0.1170862256418839
387,-0.3861976324405958
388,-0.4808503458748044
389,-0.3895663956639634
390,-0.1271940981938365
391,0.0253475969376015
392,0.7029757144660945
393,-0.2700991770415761
394,-0.3940344038640702
395,-0.059352212989662
396,0.0
397,-0.3232391970057804
398,-0.4786324786324805
399,0.1450883331910913
400,-0.4004249407534484
401,-1.266137040714996
402,-0.0248323814253796
403,-0.3822185292895787
404,0.9994653066260876
405,0.0370035358934312
406,-0.3631261863497547
407,0.1318717547185334
408,-0.7180508861494997
409,0.5243600330305458
410,0.2101273124304805
411,0.2014802631578868
412,-0.8208274604095804
413,-0.1245226631246934
414,0.8559670781893056
415,-0.0576463806308104
416,-0.2388959605615297
417,0.7369714847590954
418,0.1309328968903409
419,-0.4603748766853027
420,0.0616193566939184
421,-0.3917848894754277
422,-0.1321440370003275
423,0.1154924929879562
424,-0.2563890497063951
425,-0.0788954635108436
426,0.2910635619886756
427,0.1100110011001104
428,-0.2994955863808399
429,0.0910267757308131
430,-0.1305684774895511
431,-0.0315482293556211
432,0.1653543307086565
433,0.0157455518815903
434,-0.0472589792060509
435,-0.0393979985816698
436,-0.0433565882306512
437,-0.1302391664693395
438,-0.1383235189503198
439,0.3505040957781925
440,0.0314960629921309
441,0.039354584809128
442,0.6801125703564763
443,0.0820152314001202
444,-0.2859157136142951
445,-0.0470219435736695
446,0.2657495701109922
447,-0.0312744331508929
448,-0.1566170712607696
449,0.0626076068242278
450,-0.0199449519326703
451,0.4487332221427986
452,0.5057289608850262
453,0.1971608832807571
454,0.0709275750650196
455,0.1062782916748711
456,-0.1063913625975294
457,0.0590713976292701
458,-0.19333964646465
459,-0.0473709142586469
460,0.3932054105064486
461,-0.0157306905773132
462,-0.2207157496452791
463,-0.0078833267638983
464,0.0316809335945555
465,0.0234793570753298
466,0.1886601043253349
467,-0.039257336165521
468,0.2354603249352461
469,-0.0314045693648363
470,-0.0078517587939738
471,-0.11791525823442
472,-0.0629277117910786
473,0.1296201736124798
474,0.2781041911476725
475,-0.2681149456895272
476,-0.0137513751375207
477,0.0412371134020634
478,0.0892673212936863
479,-0.0480901346523723
480,-0.0206143063285928
481,0.1988753257440625
482,-0.1579778830963595
483,-0.1651186790505738
484,-0.0826275562900258
485,0.1169188445667234
486,0.0137532664007576
487,-0.206725468577717
488,0.1376273052573552
489,0.0137608366588759
490,-0.0619621342512932
491,0.1375042970092737
492,0.1647333379092656
493,-0.1168224299065334
494,-0.0825309491059178
495,0.1716443529007895
496,-0.1030927835051585
497,-0.1031991744066086
498,-0.0895193499517941
499,0.3020733214334736
500,-0.3155204089783497
501,1.4329580348004152
502,-0.084710703098837
503,-0.6363996827914427
504,0.3516535619740071
505,0.4914681135487929
506,0.3369905956112795
507,-0.3418385361415357
508,-0.2288078817734005
509,-0.074932954724719
510,0.4084838963079309
511,0.2827801756213755
512,0.0148809523809566
513,0.5142589995324891
514,-0.0857833580285531
515,-0.2070878755909712
516,-0.7043361926497288
517,0.3255284935482654
518,0.3244722439405834
519,-0.4476556977931418
520,0.0627894199827315
521,-0.3544423440453709
522,0.1219368288557614
523,0.5476665493095512
524,-0.5862910206972571
525,-0.767025644998845
526,0.1778808971384518
527,-0.1626772019521326
528,-0.6903006903006831
529,-0.3090524998044051
530,-0.3533291457286454
531,-0.0707158010528823
532,0.2429847938548379
533,-0.2199528672427346
534,0.4068220935690784
535,0.0859845227859091
536,-0.1213069849344559
537,0.1055429598936681
538,0.2651072124756362
539,-0.2188012815503642
540,0.0390563974379092
541,0.0468457214241117
542,0.2259094804081888
543,-0.1560427557150792
544,0.2335175527360561
545,-0.0038921106916245
546,-0.0856998169140381
547,0.097291407222914
548,-0.0467216944401201
549,0.2020516008703911
550,-0.1283587198357057
551,0.1025816378868221
552,0.0683410216982729
553,-0.3170794412546101
554,-0.0948709634806757
555,0.6058487509591606
556,0.1277247956403197
557,0.0510638297872359
558,0.2038389672158951
559,-0.2042553191489318
560,-0.0380570310577776
561,-0.0045125585355395
562,-0.2903253351549854
563,0.1875053268558756
564,0.2211072370099542
565,0.0934579439252331
566,-0.2982530890498581
567,0.068125691901569
568,-0.3675213675213734
569,-0.0855431993156495
570,-0.4727116458960132
571,-0.2153316106804479
572,0.1247365478085167
573,0.0558851345542066
574,0.1459478021978036
575,0.4972148491532334
576,-0.529915814792553
577,0.5408056314358024
578,-0.1372960023955514
579,0.0
580,0.0224534091759607
581,-0.1874625074985002
582,0.0599520383692926
583,-0.3459166791998856
584,-0.1657125640253079
585,0.1128583251824585
586,0.0368534661060978
587,0.1659408319567529
588,0.0975170654864567
589,0.0674662668665692
590,0.1795869500149511
591,0.1083828530851816
592,0.0970765037523768
593,-0.0709908832760416
594,0.1231481135948206
595,-0.0410662286268997
596,0.0149309443822185
597,-0.0747104968247996
598,0.0224081266806103
599,0.0671792192281879
600,0.4592298702390185
601,-0.1860354277543897
602,0.5293931731984842
603,0.1538400852037341
604,0.0433719738191048
605,0.1731874360387301
606,0.102233406731673
607,0.0707269155206313
608,0.3913894324853229
609,-0.023488881929221
610,-0.0862001410547758
611,0.3280481137233474
612,0.1559697418700683
613,0.0857098332554259
614,0.2719714041495021
615,-0.2219539737549134
616,0.1981967977615385
617,-0.4136423944431445
618,-0.3524436090225474
619,-0.1411764705882406
620,0.0862001410547758
621,-0.1137567175302993
622,0.1449275362318858
623,0.1486232790988718
624,-0.0469557051181736
625,-0.3460777851021767
626,-0.1568044895601202
627,0.1359871430337429
628,-0.2106045589692727
629,0.3087563295047548
630,-0.4923051464504376
631,0.3134279115803328
632,-0.5140109434587882
633,-0.3661174904310182
634,0.1993024414549035
635,0.1078390709249236
636,-0.1079554891214046
637,0.0912635858292536
638,-0.0664176006641745
639,0.3886867350314248
640,-0.6492425503579167
641,-0.19181052456009
642,-0.1838081711086965
643,-0.2344862239343448
644,0.1922433968572417
645,-0.0125391849529785
646,-0.2556151525310148
647,-0.4039044092897927
648,0.3020134228187914
649,-0.3535948812931484
650,0.2360876897133182
651,-0.128326354180736
652,-0.0304023240887855
653,-0.1895285477374844
654,-0.7261198609122699
655,-0.0341017596507863
656,0.1906058543226692
657,0.1461441729259446
658,0.0339754697108571
659,-0.0339870169595098
660,-0.1293176790879684
661,0.2003803831001138
662,0.054310930074686
663,-0.0339558573854067
664,-0.1053740779768184
665,-0.0442086648983185
666,-0.0136045166995512
667,-0.2591556980154098
668,-0.0614166780401278
669,0.1431005110732592
670,-0.0750136388434353
671,-0.11606472315149
672,0.0068268705625279
673,-0.1230348598769503
674,0.129701686121918
675,0.0843105694795625
676,-0.4078805602585817
677,-0.2082208683581478
678,-0.023141005862389
679,-0.2319468068656122
680,-0.0232000618668325
681,-0.1238869531552431
682,0.2587172259335119
683,-0.0193109840877535
684,0.2580993104510802
685,-0.2510234031049576
686,0.1426863599552676
687,-0.1080955873837121
688,0.0077205172746723
689,-0.1662671100456294
690,-0.0773159373764055
691,-0.0618755333763977
692,-0.015645573541932
693,0.1701074769968289
694,-0.007732755954237
695,0.1698317122124431
696,-0.1468882875918034
697,0.1466728423652908
698,-0.1043236350991004
699,0.0347624565469196
700,0.6497298875748185
701,0.7535139834806698
702,-0.3052325581395465
703,-0.452620820557749
704,0.1894491401923778
705,-0.4538134972917614
706,0.5387303436226041
707,-0.0874380647041711
708,0.1091782516922463
709,-0.0224229611121783
710,-0.0795628415300452
711,-0.1240151736212339
712,-0.0729303015547655
713,0.2039195687017323
714,0.3484826484681415
715,0.0435413642960829
716,-0.1599069632213976
717,-0.0872981230903568
718,0.3262997607135005
719,-0.3529197744224014
720,0.1344379042220785
721,0.0326904217064309
722,0.3366637706342336
723,-0.3924989097252449
724,0.2754421571469958
725,0.6153846153846163
726,0.7517030772844678
727,0.8231730993243894
728,-0.1906243921416102
729,-0.3513566269763944
730,-0.4194762427473595
731,-0.1059613045013972
732,0.6743587744601303
733,0.0389650872817822
734,-0.1873828856964246
735,-0.7727114295358278
736,-0.0849673202614385
737,-0.0709219858155943
738,-0.2368876485879616
739,0.502907890600438
740,-0.1531735899135223
741,-0.7816912581310475
742,0.5090564697525718
743,0.0591575958353075
744,-0.2609727164887293
745,0.0237191650853898
746,0.7610827775598265
747,0.0313750098046843
748,-0.4847290640394048
749,-0.7024367013255062
750,0.2552136502843768
751,0.6807647740440513
752,-0.0579710144927626
753,-0.00724690194941
754,0.2025023504737116
755,-0.4796163069544339
756,0.2609262883235378
757,-0.1971699038115906
758,0.1497407635691276
759,0.0543557037251693
760,0.1013611352447254
761,-0.0942097253424128
762,-0.0144959049068712
763,0.2695476240558693
764,-0.1468799768350945
765,-0.1813039379215316
766,0.1231348688975922
767,0.3500667653108991
768,0.2016927786781928
769,0.0324044069993633
770,-0.350471510640614
771,-0.1628546612623004
772,0.3246519010172549
773,-0.0144310556317268
774,-0.3402838111786844
775,-0.3812267028125962
776,0.0761872513332677
777,-0.20357960810925
778,-0.0084832032575543
779,-0.123157939440265
780,-0.0637429882712925
781,-0.102092904543126
782,-0.1107231070607356
783,0.0765957446808539
784,-0.034054146092292
785,-0.247503627208323
786,-0.0768705158865762
787,0.0341530054644862
788,0.1577085375729954
789,-0.0725132229994949
790,-0.2394390285616565
791,0.0427386956150074
792,0.025636643308837
793,-0.0128199649587629
794,-0.0128216086845034
795,-0.0342026507054228
796,-0.0342143529210557
797,-0.0941780821917803
798,-0.094266860913531
799,-0.1888898428779933
800,-0.8660607099982773
801,0.3120058127110269
802,0.2770437302872754
803,-0.2306903622693062
804,0.5607476635513989
805,0.4314355807461221
806,-0.2034415529371831
807,-0.0466437688165141
808,-0.2167261601223947
809,0.1781623822855756
810,-0.0891606164819802
811,-0.0892401835798096
812,-0.1489551857683935
813,0.0127659574468089
814,0.1996007984031931
815,0.1695849408572542
816,-0.3360558107878135
817,-0.0808889267316727
818,-0.1748549982940961
819,-0.1965643962054437
820,0.0469824456498463
821,-0.3643689986282554
822,0.0428485731425119
823,-0.2817066023158691
824,-0.0792981852584548
825,-0.2234883062104602
826,-0.2317184323073692
827,-0.1615168539325771
828,0.014042971492755
829,0.007020992768391
830,0.2591036414565857
831,-0.0140075640846128
832,-0.1613468958260187
833,0.2867935086737525
834,0.2163746771829428
835,-0.216843872411865
836,-0.0770038501925191
837,0.0909218072457654
838,-0.0769930706236335
839,-0.1121154789433092
840,-0.0490745933819556
841,-0.059626109220988
842,0.0946106945125733
843,-0.0701311452415978
844,0.0980872976949389
845,-0.136808503174654
846,0.024549344181803
847,0.1435825599719926
848,-0.0315280599733874
849,-0.372714486638538
850,0.4506641366223967
851,-0.3968883949833307
852,-0.2068087814190304
853,-0.2551834130781444
854,0.31796502384737
855,0.1706146093719028
856,0.2335523711503457
857,-0.1983182611454862
858,-0.1032319542602997
859,-0.1351781170483474
860,0.1825541709659415
861,-0.055590851334175
862,0.0833168022217845
863,0.3518621016841885
864,-0.3969199015638645
865,-0.0317636782339331
866,0.0158793171893577
867,0.1347922613384092
868,-0.0793524837327476
869,0.1670747812144327
870,-0.2309830077814893
871,-0.382592061214733
872,-0.2156721782889975
873,-0.2281734117929599
874,-0.4382438082984896
875,-0.1379595778436839
876,0.2477121034886215
877,-0.0826389367123507
878,-0.0689132382330606
879,0.0413308534821064
880,-0.0896304467733007
881,-0.131170176044182
882,0.0483025117306052
883,-0.0794171471979425
884,-0.0103598314800848
885,-0.0691132766604425
886,0.2413127413127374
887,-0.0068951251465151
888,-0.2453775704164435
889,0.0380017964485444
890,-0.0760614022956611
891,0.2345474613686557
892,-0.0068989306657601
893,0.0275881095248089
894,-0.0137959577843762
895,0.0275843045307165
896,0.0172372186024102
897,-0.0931677018633477
898,0.0620732464307906
899,-0.0206953642384113
900,0.1680030546009918
901,0.1067968571210731
902,-0.1298502902536021
903,-0.298858728919573
904,-0.4617101516200961
905,0.038467456531761
906,-0.1618247668952604
907,0.0462142802125874
908,0.0960333900710041
909,-0.0113898722487364
910,0.1996927803379346
911,-0.0537923614846639
912,0.0
913,0.1151366287995131
914,0.0766988801963447
915,0.2524672940096492
916,0.0267696661440181
917,0.0496903906429154
918,-0.1914828431372549
919,0.1376778338687523
920,-0.007649353629633
921,0.0535168195718819
922,0.0992896967845378
923,-0.3218144203509432
924,0.2217125382263153
925,0.4694019471488232
926,0.6133909287256966
927,-0.3206794938464244
928,-0.5321109390751657
929,0.1485122672698769
930,-0.4412985537641416
931,0.3526645768025088
932,0.1043841336116826
933,-0.1480965240874531
934,-0.1570543582584476
935,-0.1310501485235066
936,0.1047303194274782
937,0.1742463843875264
938,-0.0697471665213585
939,-0.008719155985705
940,-0.0567066521264974
941,0.1437407439672499
942,-0.2707896575821124
943,-0.100555239802395
944,0.1353475375480275
945,-0.1574252230190594
946,-0.0612584230331735
947,-0.0525348043078559
948,0.2271337468332359
949,0.2613923499172232
950,0.5258237906052904
951,-0.7772020725388673
952,-0.0864304235090747
953,0.06281900274833
954,0.1176470588235338
955,-0.2358490566037713
956,0.3291020216267056
957,-0.1530311948204884
958,0.1120970776370254
959,-0.2223357033428929
960,-0.2875827292782815
961,-0.0171791246841948
962,0.2058823529411716
963,-0.133868808567605
964,-0.3318321877222104
965,-0.0869840265696658
966,-0.0949817951559208
967,0.0158277936055682
968,0.3076923076923081
969,0.3440586975459898
970,0.0176086785629985
971,-0.0826088666850161
972,0.23155416012559
973,-0.1178781925343856
974,0.0785237534354097
975,-0.068197317572178
976,0.4225458386780368
977,-0.0528461422316119
978,-0.257341810475328
979,-0.0378587112894763
980,0.2341743465780346
981,0.0226568990257542
982,0.0528381642512025
983,0.2334513141049795
984,0.1278580024067508
985,-0.1204819277108408
986,-0.2037274579340603
987,0.1506818353047454
988,0.2555046216277173
989,-0.0375883325815538
990,-0.1279638690252284
991,-0.0827933683943148
992,0.1804030681305289
993,0.0901577761081927
994,0.0788258698997921
995,-0.0187715873254285
996,0.1349730053989253
997,-0.3083866115081046
998,0.2401140541757496
999,-0.1653513716647868
1000,-0.1793103448275799
1001,0.1858608109038412
1002,0.3908392759188105
1003,0.0753682768071156
1004,-0.1509641117134419
1005,-0.0892857142857111
1006,0.1508709367713611
1007,-0.1511676862415442
1008,0.0481224685933936
1009,0.1952656640745606
1010,-0.1543951142524001
1011,-0.0652315720808863
1012,-0.2098671987889482
1013,-0.1516091241127412
1014,0.0619834710743629
1015,-0.0482326190312087
1016,0.1101245784293458
1017,0.19920318725101
1018,-0.0274838532362377
1019,0.102958336193291
1020,-0.0618131868131891
1021,0.0617750017159746
1022,-0.0996255453639838
1023,0.1612018109480132
1024,-0.1123499825569114
1025,-0.1965973534971576
1026,-0.0680992736077507
1027,0.2907682952407282
1028,-0.3219800181653014
1029,0.1360544217687126
1030,-0.12866116703248
1031,0.0226997578692502
1032,0.0453789139313283
1033,-0.2616113744075821
1034,0.1022649799257563
1035,0.0605647664471288
1036,-0.0833459615093299
1037,-0.0606520090977892
1038,-0.0606888180852772
1039,-0.0227634873662653
1040,0.1666540413605021
1041,-0.1745333130975791
1042,0.143972114874591
1043,0.054528104693963
1044,0.3907664453832232
1045,-0.228644705483848
1046,-0.1875615483675521
1047,0.1059402194476086
1048,-0.0113520263367122
1049,-0.0416414294366886
1050,0.0328323362031343
1051,-0.2376860350312565
1052,-0.1171517481237598
1053,-0.1686897209285194
1054,0.0330669161471329
1055,-0.0918064066341344
1056,-0.2280166231473457
1057,-0.0736078907659068
1058,0.0147194112235585
1059,0.2725211620425589
1060,0.1140746573178387
1061,-0.0710905689446499
1062,-0.1579836872657825
1063,-0.1029790364104559
1064,0.1542303172738013
1065,0.0807220958391529
1066,-0.0807873090481886
1067,0.0220280490491233
1068,-0.088189902256195
1069,0.0293879950040558
1070,0.0880863245980886
1071,-0.0073410659227653
1072,-0.0587630380490763
1073,-0.0882223202470049
1074,0.0587803085966084
1075,-0.2979274611398954
1076,-0.1990135848403599
1077,-0.1907238838318152
1078,0.0
1079,-0.0437122071542279
1080,0.1216216216216213
1081,-0.0173280194073782
1082,0.0173250173250138
1083,-0.182244207237693
1084,0.0780437044744963
1085,0.0433388229175794
1086,0.0259965337954949
1087,-0.0606953958206948
1088,0.0305984555147921
1089,0.0473921330791863
1090,-0.3477656059815734
1091,-0.1567398119122192
1092,0.1521540668608417
1093,0.0043470700747656
1094,0.0477949163589023
1095,-0.0304242002781611
1096,-0.0957104324371351
1097,-0.0870852564660877
1098,0.0028737308777121
1099,0.1189005827607242
1100,-0.0310197751066463
1101,0.2321083172147089
1102,0.1548083281318573
1103,0.4227692307692293
1104,0.0538171753671047
1105,0.0905614116212183
1106,-0.106036139946176
1107,0.0729955050136377
1108,-0.0884411289702446
1109,0.3143207605029106
1110,0.2218312552589245
1111,0.2645016238583962
1112,-0.0771135409087327
1113,-0.0349041472542444
1114,-0.2373296585515252
1115,0.0076552093699693
1116,0.1757603545774248
1117,0.0459058616667548
1118,0.1372234935164023
1119,0.2359028993227321
1120,0.087435848697973
1121,-0.194256113354152
1122,-0.1411298012739842
1123,0.0571820677035594
1124,0.1750513737727298
1125,-0.3202439954250762
1126,-0.4980842911877438
1127,-0.2381135263845167
1128,-0.6455104170693117
1129,0.3658630516829875
1130,-0.2006637338890324
1131,0.2617196520668181
1132,0.4749865931203589
1133,0.0918484500574087
1134,-0.0229673863114386
1135,0.145248834186987
1136,0.0573022118653693
1137,-0.0420392876251459
1138,-0.0611854684512523
1139,-0.1378570881519543
1140,0.0535823637476984
1141,0.0688441826665672
1142,0.0152963671128185
1143,0.3733617799451456
1144,-0.0381126610260015
1145,0.2319479828130399
1146,-0.0570689392786615
1147,-0.1905923610581688
1148,-0.0457630996872655
1149,-0.1910438636710988
1150,-0.1251513928138886
1151,0.1491514491877311
1152,-0.4047435949326102
1153,0.2784953180497246
1154,0.6535947712418283
1155,0.3675442451360377
1156,-0.5144786466464973
1157,-0.0597878495660536
1158,-0.160978750804896
1159,0.0160952840817722
1160,0.044242448618423
1161,0.0843915769168976
1162,-0.330618498508182
1163,-0.2911443590780423
1164,0.0323389117956116
1165,-0.2106457101190884
1166,0.3403269237756463
1167,0.1358651830349899
1168,-0.0564743848325882
1169,-0.1292511511430621
1170,-0.1051269610221653
1171,-0.0242659548653248
1172,-0.0890544041450772
1173,-0.3778798098411191
1174,-0.6008829300196319
1175,-0.0457540263543165
1176,-0.0503547722591044
1177,0.8217561064196868
1178,0.0589863423930284
1179,-0.0408533817521447
1180,0.154097171863658
1181,0.4377058796985818
1182,0.0135354629128193
1183,-0.2805176002171641
1184,0.4145264485897033
1185,0.269614451334589
1186,-0.0359615211723384
1187,-0.1981803441131419
1188,0.0360198108959856
1189,0.2156527989936284
1190,0.3313630664517198
1191,0.1520164535455617
1192,-0.1074210008056615
1193,0.0626230094829194
1194,0.0
1195,0.0536480686695299
1196,0.3386205667438918
1197,0.1334875856545392
1198,0.1244333836992272
1199,0.3012848914488163
1200,0.0896551724137899
1201,-0.1035554021401489
1202,-0.013809293654617
1203,0.1379025029304203
1204,0.0379088120756844
1205,-0.0034463744141132
1206,0.0172289032080061
1207,-0.065512723260464
1208,-0.0551990616159415
1209,0.0723963181300994
