,FAST.US
746,-0.0856714499892892
747,0.1497005988023958
748,0.2376715865111844
749,0.2948308870453025
750,-0.047490897577966
751,-0.3813761322103956
752,-0.4469273743016778
753,0.3182179793158358
754,-0.7938417127736421
755,0.0
756,0.0080179602309213
757,0.0160333493666795
758,0.2718260313399451
759,-0.0960307298335503
760,-0.10414163262036
761,0.1200192030724961
762,0.1757188498402546
763,-0.0959385992964539
764,0.1915097350781957
765,-0.0798594473726196
766,-0.0399456738835161
767,0.0718505508542259
768,0.111642743221691
769,-0.1117675235510143
770,0.2230364823960499
771,0.103445531948751
772,-0.0716674629718135
773,0.0636638548464096
774,0.0397740832073798
775,-0.4565376186997809
776,0.054754517247675
777,-0.2837009243159167
778,-0.0457791613257619
779,-0.0733003481766522
780,0.2011704462326251
781,0.2189781021897763
782,-0.2011336624611436
783,0.0548245614035108
784,-0.1739130434782587
785,0.127982448121401
786,-0.0914996797511156
787,0.1553078750228279
788,0.0182681768359611
789,-0.0182715147085786
790,0.1914835415336992
791,0.0637871332239777
792,-0.1825817053131172
793,-0.1279707495429621
794,0.0913242009132368
795,0.1003558069519199
796,0.209395484340863
797,-0.1732786137710877
798,-0.0273672687465801
799,-0.0730326821252494
800,-0.6025286448044246
801,0.1873213053337394
802,-0.049319392385097
803,-0.5056012689600385
804,-0.228537360890306
805,-0.0795544948289561
806,-0.0597014925373157
807,-0.0497760079641584
808,0.0497512437810916
809,0.0
810,-0.0796654052977477
811,-0.0797289216663327
812,-0.0997605746209183
813,-0.0199560965875035
814,0.0398962696987894
815,-0.0299311583358287
816,-0.1298701298701395
817,-0.0599760095961496
818,0.3526107137876757
819,0.0358458627900043
820,0.3211795906051982
821,0.0658599484229194
822,-0.1987676406280944
823,0.2379535990481805
824,-0.2186009538950704
825,0.0726612170753844
826,-0.0727140519905456
827,0.0
828,0.0908100254268148
829,-0.1455074572571942
830,-0.0910249408337832
831,-0.0091033227127948
832,0.1908050154461275
833,0.0817067635043154
834,0.0725755239045616
835,-0.1089819271637494
836,0.0090810025426853
837,0.0272355878347717
838,-0.0635901162790764
839,-0.063630579038263
840,-0.0454710803928804
841,0.0650722156180621
842,0.0621253405994522
843,0.0272405339144657
844,-0.1363884342607669
845,-0.0272851296043666
846,-0.0363934127922902
847,-0.0819522855581892
848,0.1364008365918029
849,-0.0272876114244143
850,0.2395470383275249
851,-0.065373719764657
852,0.4663268625962397
853,-0.3045795714130174
854,0.3792804508019011
855,0.1082485386447221
856,-0.2604731929672182
857,0.0217013888888845
858,0.4536616979909286
859,0.0647668393782407
860,-0.3901170351105325
861,-0.1519426958975478
862,0.2165908598657167
863,0.1945525291828714
864,0.1941747572815607
865,0.0
866,0.0862254796292286
867,0.1721540778997165
868,-0.241814232309915
869,-0.049422682637315
870,0.0539257981018088
871,-0.2812026822409746
872,0.0216262975778657
873,-0.0201165026703104
874,-0.1965756393584704
875,0.4790419161676686
876,0.3778087094849826
877,0.2182539682539671
878,0.375568294129284
879,-0.0791295746785484
880,-0.0494804552201852
881,0.2861653838563314
882,0.1576354679802922
883,-0.435384919849592
884,0.2369200394866682
885,0.2756448119708615
886,-0.0492465281197647
887,-0.2864480442512903
888,0.098677718571155
889,0.1576354679802922
890,0.1377410468319564
891,0.0589970501474948
892,-0.5934718100890292
893,-0.0593824228028385
894,-0.1089864262360045
895,-0.2981218324555414
896,-0.1293532338308412
897,-0.0597371565113523
898,-0.2295180121744376
899,-0.0798961350244664
900,-0.2294722139080013
901,-0.3504205046055352
902,0.0800320128051203
903,0.3588516746411477
904,-0.1197604790419065
905,0.2389486260453951
906,-0.1196172248803873
907,0.3179650238473841
908,-0.11937922801433
909,0.0198925800676449
910,-0.0597133757961806
911,0.0497363970953915
912,-0.0298507462686578
913,-0.1994017946161544
914,0.0498256103637241
915,0.1194386383995267
916,-0.1295594977077889
917,-0.1597125174685532
918,0.1495066281271718
919,0.0498107192667833
920,0.0199203187251097
921,-0.2596365088875625
922,0.1893750622944261
923,0.2287191726332577
924,0.238095238095233
925,-0.4734350341925233
926,-0.0877500877500952
927,-0.0351123595505548
928,0.921899460775789
929,0.1389612645475044
930,-0.3311258278145655
931,-0.0697593303104275
932,-0.069808027923222
933,0.0174489617867826
934,0.0871687587168709
935,-0.0872448089338634
936,-0.3853564547206146
937,0.0262674021539155
938,0.122431132487976
939,-0.0612530626531266
940,0.0874278720055904
941,0.2615974886641187
942,-0.069808027923222
943,0.1568217459487775
944,0.0870473537604407
945,0.0695894224077925
946,-0.4719454640796994
947,0.0262123197903024
948,0.0960195530726251
949,-0.017461148943597
950,0.1542912246865926
951,-0.1158524811739762
952,-0.3098973465039639
953,-0.3108606955508134
954,-0.4488680718188854
955,0.3500583430571756
956,-0.0583771161704633
957,-0.2145085803432126
958,0.2334630350194503
959,0.145701796988835
960,-0.0291488534784309
961,-0.2727981293842567
962,-0.0097437396472816
963,0.1653696498054491
964,-0.2731174404994159
965,0.0779727095516552
966,-0.1366386882685931
967,-0.175987485334369
968,0.1756783134881833
969,0.0975039001560145
970,0.0487281941331226
971,0.0779043723828983
972,0.0097370983446982
973,0.1749611197511592
974,-0.2533619177548147
975,0.277152260523119
976,0.1556554825320017
977,0.0
978,0.3962101636520187
979,-0.0344649319317525
980,-0.1207729468599038
981,0.0
982,0.275292498279416
983,0.103128222756965
984,0.1887116143420817
985,-0.0514933058702388
986,0.1371271854645276
987,0.0342700479780603
988,-0.2921464169101249
989,0.4958960328317359
990,0.162185232607778
991,0.0341326051710828
992,0.1278336458155835
993,-0.2306312462629283
994,-0.0598290598290539
995,0.1195151101246376
996,-0.1453364110455687
997,-0.4034334763948488
998,-0.0343465567576904
999,0.5295524427741753
1000,0.2888086642599217
1001,-0.3623188405797024
1002,0.1988790453805811
1003,0.0090391394739138
1004,0.0632339656729967
1005,0.072215201299872
1006,-0.0180570603105778
1007,0.0721761097076852
1008,-0.0993407387338566
1009,-0.0361369590748995
1010,0.0631997110870417
1011,0.0541418516513157
1012,-0.0451385754265569
1013,-0.1899421128798785
1014,0.0632739763174484
1015,0.0451752800867468
1016,0.0902690016248369
1017,-0.0626859578035
1018,-0.045725646123263
1019,-0.1515033585959608
1020,-0.0295129458627577
1021,0.1085187194791142
1022,-0.1267656646142707
1023,0.141595672923035
1024,-0.0512031843676396
1025,-0.0437313437780608
1026,0.1181336863004583
1027,0.1321877065433004
1028,-0.2152674283821867
1029,-0.0538458352317423
1030,0.1364990072799404
1031,0.1024759512082323
1032,-0.4015930965814876
1033,0.0994694960212239
1034,0.0248611916797887
1035,0.0192222925566666
1036,0.1710504549214236
1037,0.1569080848955303
1038,-0.0247811002808534
1039,-0.1903500786228618
1040,-0.132593022292199
1041,0.0910746812386152
1042,0.0331071014732594
1043,0.0661703887510442
1044,0.1321658681645436
1045,-0.0330523880350407
1046,-0.1323845771967537
1047,0.1074468964377183
1048,-0.0661649160532613
1049,0.3050791556728269
1050,-0.2415458937198115
1051,0.3517867061655207
1052,-0.1297738227660368
1053,0.0342856083842268
1054,-0.1364015959914684
1055,-0.1579925650557636
1056,-0.3169867611411422
1057,0.0931445603576698
1058,-0.0160234314737481
1059,-0.0771955994778964
1060,-0.074640791192385
1061,-0.0171703296703294
1062,-0.2540929927963387
1063,0.056100981767183
1064,-0.2624917971313407
1065,-0.1502206365599442
1066,0.0750539450229836
1067,0.028137310073158
1068,-0.1032766876349633
1069,-0.1598645852924597
1070,0.3747423646243128
1071,-0.0468647483362987
1072,0.1217000561692524
1073,0.2614379084967331
1074,-0.243354548858097
1075,-0.1700680272108773
1076,0.0377786173025992
1077,-0.0377928949357445
1078,0.0283366392745831
1079,-0.0850822461713021
1080,0.0944465432565114
1081,0.0188857412653543
1082,-0.0566893424036302
1083,0.0755287009063428
1084,0.0660439664119192
1085,0.0188661447033395
1086,-0.0188697046891312
1087,-0.1038911975821679
1088,-0.1134644478063448
1089,0.0238218578780378
1090,-0.0806054872280041
1091,-0.028390271600266
1092,0.0378393718664194
1093,-0.0662627792502775
1094,0.0
1095,-0.0663067159230912
1096,-0.0284252416145413
1097,0.0
1098,-0.0379146919431338
1099,-0.0758869284765682
1100,0.1577121228051789
1101,-0.3270042194092851
1102,-0.2326073165574105
1103,-0.4247186239116495
1104,0.3807911994922777
1105,0.295296350980792
1106,0.1053518752633886
1107,0.273166631645309
1108,0.4184975936388276
1109,-0.3569928601428007
1110,-0.284300305359583
1111,0.2415966386554663
1112,0.1573151546932265
1113,0.0419331166789037
1114,0.1360971524288059
1115,0.083682008368199
1116,-0.3358522250209836
1117,0.0629326620516071
1118,0.1675392670157032
1119,0.0
1120,0.0
1121,0.2089864158829705
1122,-0.3775959723096281
1123,-0.3578947368421089
1124,0.3357112882920617
1125,0.3808342927995684
1126,-0.0088573959255898
1127,0.1415177781708797
1128,0.2118270079435082
1129,-0.1325673884224405
1130,0.0706526538903102
1131,-0.0265017667844533
1132,-0.1947247300407141
1133,0.0707588890854398
1134,0.0265275444336379
1135,0.2293780326422504
1136,0.176133861734921
1137,0.0088059175766159
1138,0.0176087339320267
1139,-0.1145879241956769
1140,0.0704659561349408
1141,0.1670770313049575
1142,-0.0703977472720858
1143,-0.0880746873348549
1144,0.4907975460122594
1145,0.2273522210563179
1146,0.0
1147,-0.1664184987299621
1148,-0.2986910304840581
1149,0.289067974772248
1150,-0.0744909783148513
1151,0.0992227550851699
1152,-0.1656451880072907
1153,0.1158173395102585
1154,-0.9584707230457228
1155,0.1564376250833916
1156,0.4482815872488727
1157,-0.800141920173246
1158,0.0302827505437577
1159,0.1503508185766727
1160,0.0
1161,-0.1505772126484796
1162,-0.1843781428092634
1163,0.0
1164,0.2257713855673636
1165,0.1836240714464559
1166,-0.1253551729901434
1167,0.1168614357262108
1168,-0.0166972783436266
1169,-0.1170177198261455
1170,-0.3438731862786183
1171,-0.1259657373194538
1172,-0.100874243443178
1173,0.0839912649084566
1174,-0.6424344885883391
1175,-0.0812479688007869
1176,0.1136179191689665
1177,0.1943949457314068
1178,0.5157131345688964
1179,-0.064505724883082
1180,-0.2181818181818149
1181,-0.0242483026188176
1182,-0.0727978645959746
1183,-0.1513246578183253
1184,0.1430189289758939
1185,-0.1782820097244723
1186,0.0647878198898593
1187,0.0161943319838024
1188,0.0970716712506103
1189,-0.0485594043379752
1190,-0.0891049007695418
1191,-0.0567352893499816
1192,-0.0486539085306538
1193,-0.0567951318458362
1194,0.1053655373642368
1195,0.1616769083620546
1196,0.1698036998142018
1197,0.0403746770025816
1198,0.1209774981853306
1199,0.0886381950040285
1200,-0.2751254248260263
1201,0.3708481135117768
1202,-0.1291572489506061
1203,-0.5682740704659754
1204,0.3236769703835503
1205,-0.3573168751015086
1206,-0.4076973255055446
1207,0.2277904328018232
1208,0.6626798125100963
1209,0.0968835782334931
1210,0.1451144792002635
1211,-0.2262443438914036
1212,0.0645994832041329
1213,-0.1455604075691467
1214,0.2581061461526112
1215,0.0322528624415352
1216,0.0402998307407086
1217,-0.0725923536054115
1218,-0.1130490956072355
1219,0.0161472630389116
1220,-0.1617337861879369
