,MAR.US
0,-0.1082251082251123
1,0.1297016861219245
2,-0.1334824488617932
3,0.0396682293544946
4,0.1404443804242091
5,-0.0396282152892908
6,-0.4123860512226835
7,0.2453810623556606
8,-0.0794510653665681
9,0.0144435617823429
10,0.064953810623559
11,0.2375980992151948
12,-0.0288080662585466
13,0.237103032044843
14,-0.0719010641357451
15,0.0071895894744344
16,0.0143771116382792
17,-0.1475828803858842
18,0.1975858600373657
19,0.1936177841520128
20,-0.0215177162530491
21,-0.0430539609643899
22,-0.0466635557629679
23,-0.1149962266863094
24,0.0754093651249771
25,-0.5734767025089688
26,-0.3164101826549674
27,-0.0647621788875321
28,-0.1008427573290977
29,0.019444464449028
30,0.0345559915049867
31,0.290718541382529
32,0.1576721851931476
33,0.07161784716751
34,0.0930165998855147
35,0.0214607625724308
36,-0.0572614701882356
37,0.0822456642231222
38,0.1749125437281392
39,-0.2361528553026936
40,-0.0214730513205934
41,-0.0931365525146836
42,-0.0501756146512949
43,-0.1220037318788485
44,-0.266244513204292
45,-0.09723772823855
46,0.0755721894342808
47,0.2082884435825555
48,0.1506024096385599
49,-0.4393862997911007
50,0.5033328798802946
51,0.207025284235519
52,0.1727876406017237
53,0.7431818946094022
54,-0.1178371826813085
55,0.5690948044992117
56,-0.5249697132857727
57,0.2350097361176353
58,-0.4620729198286635
59,-0.1926196269261939
60,0.182149362477219
61,-0.2502367104017152
62,0.1755333513367478
63,-0.2979414951245921
64,0.1689988508078145
65,-0.1150514347590795
66,0.1351716680183948
67,0.1383592616339784
68,0.0168702341588539
69,-0.1148493446831424
70,0.343364976772363
71,-0.2091485629469722
72,-0.0269941962478013
73,0.0404749055585552
74,0.0404585300067446
75,-0.1199791728652271
76,-0.0818878880369129
77,-0.2238304857121625
78,0.4752357614910421
79,-0.2605717689100613
80,0.1449652455116479
81,-0.044624595589583
82,0.1374034462269562
83,0.0297000297000448
84,-0.0148522204069584
85,0.1260846992509203
86,-0.0519441970911409
87,-0.0594000594000475
88,0.0
89,0.0148478099480191
90,0.0408148120663476
91,-0.0779799480133603
92,-0.1413059645991355
93,-0.3582624272279581
94,-0.067219359175445
95,-0.142109199700821
96,0.0523286237572113
97,0.1604657237750519
98,0.029845178138401
99,0.2641762166989059
100,-0.7260541748114996
101,0.0906744786217447
102,-0.3359227377703256
103,-0.7473736163011871
104,-0.2383868567070944
105,-0.3209727736812404
106,-0.2487739000639663
107,-0.1281047612269638
108,0.2165962432979489
109,0.0425909494232491
110,0.0106466037333993
111,-0.1670754683445204
112,0.1597103918228239
113,0.024837668097787
114,-0.0958943031680572
115,-0.1992882562277588
116,0.170527213301129
117,0.0497123783822123
118,-0.1778599886169607
119,0.1491795126802642
120,-0.1850402106611766
121,0.6223919654855333
122,0.0777385159010697
123,0.1411432604093074
124,0.1690855290968078
125,-0.6354629313290105
126,1.0580400905925686
127,-1.0348360655737612
128,-0.2259190798932104
129,-0.5853188266079014
130,0.3157605711147775
131,-0.2408312117250356
132,0.0068804183294281
133,0.0756273633550946
134,0.3971786619187923
135,0.1162790697674333
136,0.1366120218579351
137,-0.2911457441342773
138,0.0581952622210105
139,0.1299145299145283
140,0.279558161734622
141,-0.2734855736359946
142,-0.0341973873195971
143,-0.212474297464018
144,-0.0205662576266546
145,0.04796491708921
146,0.0479419217861743
147,-0.1990118034586824
148,-0.1959638326400086
149,0.3869863013698614
150,0.9441832246321892
151,0.022746227917183
152,0.7450331125827883
153,-0.2187193604344159
154,0.6890869597782844
155,0.0823230055381033
156,0.0374055509837532
157,0.5098433255182184
158,0.3079320323514287
159,-0.2342791268454112
160,0.2559347181008893
161,0.2663509914175682
162,-0.0370068832802775
163,-0.1000185219485233
164,-0.2637052443916132
165,0.1705598813496401
166,0.1135527798209388
167,0.0197733836925166
168,0.1995565410199632
169,0.2727205719761009
170,0.0184236707321608
171,-0.0553015779383487
172,0.0810432476239484
173,-0.2585315408479792
174,-0.2666271663457156
175,-0.0955627050616415
176,-0.4929735266813984
177,0.2076411960132999
178,-0.4621309370988439
179,-0.1542813062483987
180,0.2692652904218409
181,-0.3861500836658478
182,-0.2645673356133423
183,0.0573975067554922
184,0.2771882436169602
185,0.1925669170036478
186,0.2177672452443498
187,0.0576110613237763
188,-0.0640532923392225
189,-0.0256278831368477
190,-0.3213780691605604
191,-0.0064279745452332
192,0.0449755846825965
193,-0.0385653682992504
194,0.0128534704370063
195,0.0
196,-0.2060793405461058
197,0.1928268414963436
198,-0.2448453608247576
199,0.3211303789338471
200,0.0774702443834168
201,0.09147199549676
202,-0.6515580736544023
203,-0.177367860943597
204,0.4309126871997836
205,0.2044413112442665
206,-0.3253412546856269
207,-0.3620102214650702
208,0.0212901852246122
209,-0.3132341425215332
210,-0.2712541937325972
211,-0.1000357270453839
212,-0.0142928607160593
213,0.206817857652255
214,0.2134927412468056
215,-0.0712149266486417
216,0.284050560999862
217,-0.3777888659205939
218,-0.1213245789323347
219,0.1994301994302002
220,0.1209361883758892
221,0.1633522727272856
222,0.5298481102084068
223,0.2536819110703863
224,0.6371656630723965
225,-0.1645864764778556
226,0.2871991247264879
227,0.1024660154381974
228,-0.3977779301831041
229,-0.344022886227452
230,-0.1034031413612627
231,-0.2659298912104927
232,0.3709209023218597
233,-0.3653693407466218
234,-0.0310902307585929
235,0.1793103448275799
236,-0.0206939366765545
237,-0.3738835422003683
238,0.2348552876977297
239,0.0207182320441996
240,-0.3465003465003465
241,0.0554093364731847
242,-0.8768558951965034
243,0.4139994433620921
244,-0.1672706997491003
245,0.4544350782252757
246,0.4042288557213985
247,0.5907404863305492
248,-0.0893777930560494
249,0.88586030664396
250,-0.5153528712317186
251,0.4803007100097436
252,-0.066172117159474
253,-0.2478877173381675
254,0.278532135645154
255,0.1668404588112483
256,-0.0765270627521811
257,0.0834144306965136
258,-0.006951685783816
259,0.1249739637575552
260,-0.0184023304989105
261,-0.1275900431094488
262,-0.0556560456379463
263,0.0973033083124731
264,-0.0278086763070022
265,-0.0139062717285566
266,-0.1706425213303183
267,0.0730790645879859
268,-0.0975337884910232
269,0.0
270,0.1043913981487965
271,-0.0139207907009189
272,-0.1184668989546951
273,0.0383128417679682
274,0.239749826268241
275,0.3536901674133481
276,0.570490778368232
277,0.0819896146488142
278,-0.0820568927789965
279,-0.0156323276535845
280,-0.0664815611434779
281,0.0117306639555803
282,0.0751761011892172
283,0.2679448211363118
284,-0.0701918577445043
285,-0.1635802035143871
286,-0.0928127582747648
287,0.1936163571093956
288,0.2335720959202829
289,-0.0077863427548009
290,0.244669695910519
291,-0.0505129002175922
292,0.0116554644702485
293,0.0155382045604709
294,0.0157687906891052
295,0.3210994967092609
296,0.1198716213603504
297,-0.0851426138782566
298,0.0464198677033788
299,0.1737720111214043
300,0.0203472599023339
301,0.2368225184383208
302,0.2665586935249925
303,-0.1250000000000015
304,-0.2031144211239075
305,0.364274150026997
306,-0.1892403352257374
307,0.0723320710677811
308,-0.0520981147374832
309,0.0405268490374888
310,0.0877311378053687
311,0.067439978419203
312,-0.202730098661989
313,-0.0067581266472872
314,0.1147563115971294
315,-0.0067508269762984
316,-0.1826051670498997
317,0.1418248125886267
318,-0.0337792190244446
319,0.1416717263711661
320,-0.0033732501264938
321,0.1116646797946335
322,0.1005116466944812
323,-0.2970965563808222
324,0.1752493933674975
325,-0.5702790852098653
326,-1.3358929702343256
327,-0.3495392437241799
328,-0.4548719176442368
329,-0.8368874225476836
330,-0.1611993229628458
331,0.4333520584222825
332,0.1042167708834339
333,-0.2249718785151865
334,-0.2577734815530797
335,0.9629269148842762
336,-0.3578863090472285
337,0.1917852005753515
338,0.0638077494072387
339,0.2946890676009299
340,-0.1275611895080894
341,0.2108277974461882
342,-0.4836517707250697
343,0.0479424690371572
344,-0.05996402158705
345,0.5328243667740281
346,-0.4433261442607292
347,-0.3527054108216415
348,0.0920994674248147
349,-0.0761400977799141
350,-0.3674414889368224
351,0.3660962992439379
352,-0.2473272698260749
353,-0.6517388804481536
354,0.3374149659863929
355,0.1358695652173926
356,0.2551020408163211
357,0.1114827201783728
358,0.0795671546785554
359,0.348874088169995
360,-0.3262272899747752
361,-0.055635148042028
362,0.2144388849177952
363,-0.0317788194168523
364,0.1586420242722207
365,0.1188401204246598
366,0.0910278228519372
367,0.2408401768793484
368,0.4089336269267034
369,-0.5575105768850566
370,-0.2258857097566748
371,0.3396524486571821
372,-0.2772277227722727
373,0.0419625820447632
374,-0.2166150916448434
375,-0.1585525031530089
376,0.2679808367153863
377,-0.0271655357867776
378,-0.2144255475345543
379,0.183194919394225
380,0.0976085895558788
381,-0.1221597849987714
382,-0.1958384332925294
383,0.2259266043842001
384,-0.0183217295712722
385,0.0610351562499965
386,0.2162063400225279
387,0.0486988281844544
388,0.0030435841246624
389,0.285280728376327
390,-0.2190523870383694
391,0.0122255337266499
392,0.1336329952013599
393,0.1818953495422369
394,-0.0667394733648911
395,0.1151445366947444
396,-0.0121219467846425
397,0.2780296161982348
398,0.0905797101449309
399,-0.1996732619350057
400,0.7509209407764256
401,-0.5198319447411449
402,-0.2928153120982692
403,-0.1340889993384942
404,0.803390912637884
405,-0.0730501675042508
406,0.0800851214754362
407,-0.2809788021055497
408,0.5517826825127342
409,-0.1487778958554785
410,-0.2272243130014862
411,0.1205673758865159
412,-0.0638705556738367
413,0.1063377286261205
414,0.4692185570647324
415,-0.261752325704789
416,-0.1736234143575764
417,-0.2201704545454561
418,0.3891050583657467
419,-0.0991431201756152
420,0.1414327133865983
421,-0.021219408685812
422,0.3243090806542639
423,-0.4319195638320567
424,0.3316866619618905
425,-0.1088955892205137
426,-0.4402481155778871
427,0.4767519912854664
428,0.1871148896341984
429,0.0467763311764264
430,-0.1639856317351303
431,-0.4077152265955747
432,0.1956334611471946
433,0.0469299960891576
434,-0.0039109859595568
435,0.5097276264591448
436,0.2251727618603867
437,-0.1438513277088778
438,-0.0427849085958602
439,0.0233317778814754
440,-0.0661504338690283
441,-0.0661942216338353
442,0.1874836767943028
443,0.3939300092908082
444,-0.0542257339840368
445,-0.0542551542396474
446,-0.3812339531626928
447,0.093276331130979
448,0.2016911023194406
449,0.4555984555984582
450,-0.0276720857834604
451,-0.5705141584916312
452,-0.2930709650408118
453,0.1254442818314912
454,0.2190466256388844
455,0.2324129318717771
456,-0.1876694237853491
457,0.2703452100374229
458,-0.0103989739678923
459,0.0554304521046139
460,-0.0936264650807898
461,0.4143932592029797
462,-0.1902916652250671
463,-0.0796398891966625
464,-0.0207799404308382
465,-0.0485100485100437
466,0.1694973883565506
467,-0.0588398172504357
468,-0.013846579894773
469,-0.0069237693000006
470,-0.0970268209855255
471,-0.1527035468869292
472,0.0693625580911384
473,-0.2189704911195285
474,-0.2334169453734528
475,0.11237638597541
476,-0.2403124061279612
477,-0.6044122091266114
478,0.2411817907747913
479,-0.0527863660357387
480,0.0715873554123799
481,-0.0791855203620046
482,0.0301568154402835
483,0.1054375658984898
484,0.1203550473897973
485,-0.0413891710877878
486,0.071439314182583
487,0.0225546951357049
488,0.0601097002028796
489,0.0
490,0.0
491,0.0975829455036747
492,0.1723491944548443
493,0.1421730020951794
494,0.1270458112248829
495,0.0298841987299156
496,-0.0897330441935276
497,0.1620043748646949
498,-0.020161290322592
499,0.1788908765653019
500,0.0426136363636379
501,0.396151669496323
502,-0.2979991485738725
503,0.1911339077500989
504,-0.0211786372007351
505,0.0919963201471908
506,0.3596107742208369
507,0.059899228357005
508,-0.2669451525925813
509,-0.0333616058806924
510,0.1094362269213126
511,0.1867512332628715
512,0.0
513,-0.1411432604093275
514,-0.0070576610911079
515,0.0423280423280439
516,0.0634517766497485
517,0.0669320463592481
518,0.0950235799253824
519,-0.0422505457362173
520,-0.0140854989787885
521,0.0070422535211203
522,0.0211222981060347
523,-0.1127793049975305
524,0.014095426034239
525,-0.2145203459140723
