,XEL.US
397,-0.1079913606911561
398,0.2539047472493748
399,0.0384556222119761
400,0.242995997712961
401,-0.0572082379862586
402,-0.2437275985663106
403,-0.2011205286596761
404,0.2579166069637581
405,0.1144983540861575
406,-0.0716127184188074
407,-0.1290692671733675
408,-0.0717566016073437
409,0.0717051484296531
410,-0.0430416068866587
411,-0.1005313801522438
412,0.0717566016073641
413,0.0358654328957628
414,-0.1652536283948769
415,0.0143678160919409
416,0.014365752047127
417,0.1076271794503879
418,0.0071746305065223
419,-0.1868890166762441
420,0.1578871824314618
421,0.1003728133065574
422,0.0859598853868227
423,0.0644283771207698
424,0.1501072194424645
425,-0.4342195474975189
426,-0.015238095238103
427,-0.0533617929562381
428,0.0457177689728758
429,0.1825372680255405
430,-0.5967865340474378
431,0.5024360535931981
432,-0.0456968773800474
433,-0.8448540706605399
434,-0.0922509225092067
435,0.2683431725829903
436,-0.4698813742104558
437,0.383670963781461
438,-0.2924426658457715
439,-0.339768339768338
440,0.092578305817007
441,-0.1390605686032191
442,-0.2633617350890809
443,-0.4591082406038467
444,-0.0545001557147253
445,-0.2028397565922849
446,0.4195152268489683
447,-0.2180006228589233
448,-0.1403399345080359
449,-0.485741146975862
450,0.3534609720176864
451,0.7164790174001973
452,-0.029252596167904
453,0.0073126142595911
454,-0.0951544429805266
455,0.2191060473268938
456,0.0292056074766504
457,0.1676507034040307
458,0.065559440559443
459,-0.1824418010654601
460,0.0802100043750803
461,0.116533139111453
462,0.0727802037845664
463,-0.1603732322495982
464,0.0655642165076152
465,-0.2409814517306941
466,0.036499014526616
467,0.0
468,0.0656550919171311
469,-0.0291885580852455
470,0.0802041560335498
471,-0.1241057088626193
472,-0.0584368151935603
473,0.0
474,0.0292098729370469
475,0.6712482020137472
476,-0.5382823170241839
477,0.2804037814452766
478,-0.0641333974667294
479,-0.1123595505617982
480,-0.5649717514124202
481,0.177247824685787
482,-0.0483636949862987
483,-0.1453019050694275
484,0.1450910849588963
485,0.2332127060715658
486,-0.0402252614641972
487,0.1205303334672605
488,0.0481889004899223
489,-0.0241002570694096
490,0.1764234161988764
491,0.0641128385959274
492,-0.216850052204639
493,-0.0803793907242251
494,-0.0080385852089959
495,-0.0482547852662073
496,0.0964165193636432
497,0.0883037649514324
498,-0.2575452716297732
499,0.1045184113201442
500,-0.2649786544972657
501,0.2935564362248475
502,-0.1617171420170529
503,0.0734537975613297
504,-0.0735077918259293
505,0.0146993973247172
506,-0.0441176470588252
507,0.1028353165858574
508,0.0293728888236308
509,0.2051883335776059
510,0.0
511,0.2047681731753701
512,-0.0146284376828629
513,0.0292483182216964
514,0.0876680303915872
515,-0.0438532378307281
516,0.0657366152947216
517,-0.0511546331481972
518,-0.0146177459435829
519,0.0
520,0.058436815193581
521,0.1298530763506888
522,0.1180413873506311
523,0.0873616773442083
524,0.043661766846146
525,0.1424952501583222
526,0.2054036972665548
527,0.1104797979797984
528,0.149712394610352
529,-0.0078802206461709
530,-0.0157629255989992
531,0.1573811772112077
532,-0.3632917390617546
533,0.0
534,-0.0474083438685226
535,0.4091910607491313
536,-0.1655237644833244
537,-0.05773016353725
538,-0.0290312401388446
539,0.1181939957450094
540,-0.3082516598166303
541,0.0789764650134327
542,0.1262028711153152
543,0.2517702596380749
544,0.0629029721654446
545,-0.157505118916367
546,-0.2513784761916768
547,0.0460858585858521
548,0.0473260766682459
549,0.0473036896877974
550,0.2148887183422878
551,0.275524261441899
552,-0.0306231817485775
553,-0.0919540229885092
554,0.1988375650045816
555,-0.0612182430364126
556,0.3507701692847183
557,0.0
558,0.0152485513876259
559,0.0304878048780427
560,-0.0915471467805737
561,-0.1987463690567339
562,0.0916450282572205
563,0.3045530683721681
564,0.1672240802675576
565,0.0455857772375036
566,-0.1521838380764092
567,0.0760340632603579
568,0.0987466767945274
569,-0.037993920972653
570,0.0911023382933529
571,0.0758610226065804
572,0.1060927553804295
573,-0.1974183750949273
574,0.272603362108143
575,-0.0159184972938522
576,-0.1754106203157382
577,0.2386255170219512
578,-0.1752988047808756
579,0.2860320991577939
580,-0.1752629341976073
581,-0.1992184384719622
582,-0.1839248704456194
583,-0.0318094629156007
584,-0.2724795640327003
585,-0.1444622792937454
586,0.0641642605069076
587,0.0400865870279781
588,0.2159999999999968
589,-0.0560313775714345
590,0.0240076824583762
591,-0.0080032012805049
592,0.2713704206241547
593,0.0877192982456135
594,0.2545338848234117
595,-0.1274291175533582
596,0.2225047679593143
597,-0.095450206808785
598,-0.1274291175533582
599,-0.4640742518802994
600,0.21725636250776
601,0.2322340919647092
602,-0.1861330851558935
603,-0.202051600870369
604,-0.0933416303671472
605,0.2792429413589709
606,0.1626268101912862
607,-0.0232378001549195
608,-0.172100479367342
609,-0.224123182207006
610,0.2250155183116015
611,0.1394700139470066
612,0.1160900859066679
613,-0.1317420954742839
614,0.1083759095835383
615,-0.0774713356058214
616,-0.0930521091811449
617,0.0155062800434034
618,0.0619866728653436
619,0.339768339768338
620,-0.0463535228677397
621,-0.0154535620460595
622,-0.1857872735717453
623,0.0618907628036392
624,-0.1704897706137623
625,0.4458598726114555
626,-0.0605461903699638
627,-0.138811328280819
628,0.2149339277185243
629,0.0604633401221943
630,0.1322078714532663
631,0.0933481505000874
632,-0.0953440330526017
633,-0.0158931977113763
634,0.1428344707189276
635,-0.1748807631160563
636,-0.247031635986933
637,0.117162751159698
638,0.1611570247933855
639,0.1349099277835106
640,-0.079421809228821
641,-0.1511294941139021
642,0.039755108531444
643,-0.12737839344001
644,0.0715990453460647
645,0.0079548166414691
646,0.0953667646825117
647,-0.0954577996977206
648,-0.2711972561218706
649,0.484203841879663
650,-0.6553470360440836
651,0.1784121320249844
652,0.5470944846961265
653,-0.47541227157925
654,0.0593912397921188
655,-0.3610613983194182
656,-0.5360307655891582
657,-0.2100285242456046
658,-0.1051998797715557
659,0.4190362167015668
660,0.1941747572815678
661,0.4460966542750887
662,0.28942015147112
663,0.0367570772195035
664,0.2513305736250764
665,-0.0739754401538647
666,0.1329787234042603
667,0.0590667454223154
668,-0.177514792899415
669,-0.0147950880307603
670,0.0591453496968683
671,0.0147841513897177
672,0.3609044707962061
673,0.0735997644807494
674,-0.3471196454948292
675,-0.3184466019417449
676,0.5791505791505791
677,-0.0540832882639211
678,0.3619701894223453
679,0.0229354267682555
680,0.2227000460758655
681,-0.431898812278268
682,-0.1235521235521209
683,0.1079913606911342
684,0.2308757888256205
685,0.1076260762607739
686,-0.1231527093596251
687,-0.3553221072145678
688,0.2311960542539942
689,0.3379416282642071
690,0.0307125307125464
691,-0.2000307739652403
692,0.3220858895705643
693,-0.1228501228501202
694,0.2909202266115414
695,-0.0919540229885092
696,0.1530221882172828
697,-0.0306138068268728
698,0.4115853658536524
699,-0.3058103975534993
700,0.1593740944653715
701,0.187997107736818
702,0.0433651344319183
703,-0.0144571345959304
704,0.0072280448138712
705,-0.0221227101910452
706,0.0437924555571569
707,0.02889755815633
708,-0.0144508670520099
709,-0.1592126212186994
710,-0.07966973274427
711,-0.007243227582204
712,-0.0724847781965746
713,-0.0144990575612659
714,0.1809103408350821
715,-0.0506805676223524
716,-0.079704369248615
717,0.079640891978
718,-0.0434593654932654
719,0.0362030265730297
720,0.0723536647131136
721,0.0795257374204635
722,-0.0506329113924001
723,-0.0651418645049243
724,-0.0579374275782039
725,-0.4857512953367945
726,0.2097276126276107
727,0.0649119974164357
728,-0.129345189975745
729,-0.4221464523461569
730,0.0649034561090364
731,-0.1299756295694645
732,-0.1301447860745051
733,-0.0488281250000018
734,-0.2120371880606678
735,-0.1470107807905969
736,0.0081665986116824
737,0.0163305299256928
738,0.1060358890701431
739,-0.0326370757180091
740,0.0489316587832346
741,0.0326104679602087
742,-0.0081532816958751
743,0.1465440039078341
744,-0.105949470252645
745,0.2033346888979259
746,0.0731469440832277
747,0.1460801817886646
748,0.1134889753566801
749,-0.4396678065461702
750,-0.2409980153104444
751,0.3109101187111346
752,-0.2266288951841513
753,0.2683994914536119
754,0.0
755,0.0564732457997911
756,-0.1838755304101774
757,-0.084937712344284
758,-0.1985815602836887
759,-0.2274665908444648
760,-0.0996157677529634
761,0.099516633494466
762,-0.2422687758301292
763,-0.0427715996578288
764,0.0
765,0.0498753117206933
766,0.0071245369051149
767,0.0854214123006663
768,0.1563610518834391
769,-0.1209706112573738
770,-0.2282290849440076
771,0.0355055404328287
772,-0.0283839680502166
773,-0.1142367556761363
774,0.0856042231416782
775,0.1629871092013623
776,0.177488537198646
777,-0.0666025308961765
778,0.0887245841035153
779,-0.1406782170886996
780,-0.178015131286166
781,-0.1188177632556041
782,-0.0148544266191401
783,0.1927353595255888
784,-0.0148279952550491
785,-0.2676181980374555
786,-0.2160470833643898
787,0.0
788,-0.0293612220230035
789,0.0591345795784769
790,0.0669842214944949
791,0.0595060993751741
792,-0.0372051491926567
793,-0.2087838341659628
794,-0.1418757467144759
795,-0.0747272455537246
796,-0.0224232005381576
797,0.0970728793309404
798,0.0373217884601114
799,0.0820405727923729
800,-0.1007585773145638
801,-0.2528550747949107
802,-0.0160875160875243
803,-0.1934235976789127
804,-0.3558718861209946
805,-0.1196836723291055
806,-0.0098801425331979
807,0.1294079585894504
808,-0.2594875121634831
809,0.0162153397113752
810,0.0810110174983751
811,-0.146032776245329
812,0.2104922279792672
813,0.0485515455575354
814,0.0080912695201918
815,0.0404399870592018
816,-0.072845002023475
817,0.0485397621551672
818,0.1696010337586769
819,-0.1968006939813844
820,0.0511161436428298
821,0.0161733786187902
822,-0.2594454353818657
823,0.0486223662884945
824,-0.2599935001625019
825,-0.2234470430508054
826,0.0741294258095509
827,-0.0592791182603509
828,0.1635687732341998
829,-0.0892990028278051
830,0.1040737436812479
831,-0.1190830604346506
832,-0.0297796307325941
833,-0.1043374571471056
834,-0.1268562047608506
835,-0.0821508588498769
836,-0.1271218126075046
837,0.0224282296650726
838,0.1791044776119471
839,0.1639099985099082
840,-0.1193495449798572
841,-0.0298462915982629
842,-0.2168548568010323
843,0.0074771945566168
844,0.1045712578428341
845,-0.0298864315600657
846,0.0298775022408067
847,0.0970076859935791
848,-0.0821508588498769
849,-0.2996254681647983
850,0.0896860986547119
851,0.5352363960749322
852,0.2225189141076865
853,0.398936170212781
854,-0.2369668246445657
855,-0.133471748479889
856,0.1037037037036936
857,0.1774622892635382
858,-0.2074688796680506
859,0.0148170099273831
860,0.0592329335110414
861,-0.0592680397095958
862,0.1331754957087946
863,-0.0450039674550259
864,-0.1402416425765321
865,0.0962677725118449
866,0.1183431952662696
867,-0.1184834123222723
868,-0.133471748479889
869,0.0444707975096159
870,0.0888625592417095
871,-0.0148126203525268
872,0.0370178426001206
873,0.0813729841692658
874,0.1329787234042603
875,0.9251996002621916
876,0.7122389879591442
877,0.3568987774318466
878,0.2197302621609274
879,-0.1061893203883391
880,-0.5031254764445774
881,0.1522301720200857
882,0.0
883,-0.0456899177581497
884,0.182426269382798
885,0.4690573460432777
886,0.3317749962298278
887,-0.0754603078780518
888,0.007545461404958
889,0.2033132530120559
890,-0.0753579502637699
891,-0.1660628019323663
892,-0.0302023557837451
893,0.0150988977804697
894,0.0452761847268354
895,0.0452556946749149
896,-0.0150875075437614
897,0.1356034352870324
898,-0.1357875678937891
899,0.3308270676691712
900,0.4475999382620871
901,0.3384094754653112
902,-0.4480840543881432
903,-0.2633617350890809
904,0.0
905,-0.466926070038906
906,-0.1558846453624229
907,0.2332814930015419
908,-0.0155545185876355
909,-0.1479866033180358
910,0.1244651886425709
911,0.0388802488335792
912,0.0
913,-0.0778210116731473
914,-0.0233517552736056
915,-0.0077845243655541
916,-0.0701098387473735
917,0.0077893752920944
918,0.0
919,-0.0389620509623493
920,-0.1717274217469353
921,0.1947647242131505
922,0.062285892245394
923,-0.2654176424668255
924,-0.0937646507266685
925,0.582386363636379
926,-0.2634764651427789
927,-0.2784918594687338
928,-0.2290294875465167
929,0.150075037518765
930,-0.007146941109219
931,0.2637393969634362
932,-0.2931083786102349
933,0.0054329332978737
934,0.0088634739099454
935,-0.0286000286000229
936,0.0428816466552128
937,0.0142918393597329
938,0.1447095391272304
939,-0.1520760380190003
940,-0.007146941109219
941,-0.1144819690898659
942,0.0857878181298288
943,-0.0858614768174045
944,0.0857878181298288
945,0.285143997718852
946,0.0142551674982253
947,0.0996866989461594
948,-0.0641254007837573
949,-0.0927114534303205
950,-0.8340401470172512
951,0.2678697307204454
952,0.3092059030217833
953,-0.6222599349455692
954,0.1553233549844668
955,-0.1555649837363872
956,0.1976005645730424
957,0.1550169109357376
958,-0.1552575864502462
959,0.1268677755850062
960,0.0915428490951309
961,-0.2753848326507458
962,-0.0282525780477412
963,-0.1981599433828741
964,-0.1417434443657101
965,-0.0354484225451846
966,0.0779257580050901
967,-0.0850822461713021
968,-0.0851546977008264
969,0.1983002832861198
970,0.2824858757062187
971,-0.2265005662514108
972,-0.3409090909090836
973,0.0425954848786044
974,-0.3705287159754954
975,0.3751172241325334
976,-0.3293084522502646
977,-0.1256084157638646
978,-0.1730103806228365
979,0.2666666666666693
980,0.2503520575809679
981,-0.3454231433506027
982,-0.0785669390320508
983,-0.2283644381447407
984,-0.007875255945811
985,0.1179894596082682
986,0.1805904522613096
987,0.0784559861917419
988,0.1331975240930829
989,0.2734802312861451
990,-0.1721978710081393
991,-0.0626566416040086
992,0.0391450716354788
993,-0.0705108116577902
994,-0.401164162668139
995,-0.181245074862088
996,0.6109022556390986
997,0.3356490515962897
998,-0.226881552182773
999,-0.1724137931034473
1000,0.0600600600600481
1001,-0.0751314800901535
1002,0.374251497005988
1003,0.0598444045481841
1004,0.0
1005,-0.1048375018721093
1006,0.2390557298670413
1007,0.1044776119402883
1008,0.1192605843768609
1009,0.0149053510210241
1010,0.0893521965748358
1011,-0.0297929390734548
1012,0.1041666666666776
1013,0.0594883997620345
1014,-0.2235802653152354
1015,0.2230814991076613
1016,-0.1340282948622326
1017,-0.0894321061261026
1018,-0.1343283582089603
1019,0.1639099985099082
1020,0.014898688915383
1021,0.0595592614651459
1022,0.1189767995240902
1023,-0.1638611649039169
1024,0.0148942508191914
1025,0.281940940792399
1026,-0.4771134635455604
1027,-0.3065879009945387
1028,0.1567866208750246
1029,0.3570897187918389
1030,0.1782266448834168
1031,0.1779095626389985
1032,-0.4168527616495476
1033,0.0595149531319625
1034,0.0446162998215365
1035,-0.1340282948622326
1036,0.1338488994645883
1037,0.007435497062993
1038,-0.1116569897275611
1039,0.1189591078066889
1040,-0.186219739292365
1041,0.0297862834164807
1042,-0.0596080768944073
1043,-0.1417698850917756
1044,0.2084884586746099
1045,-0.0521492959845203
1046,-0.0372633775525286
1047,-0.1193851663930731
1048,0.2084884586746099
1049,0.1338488994645883
1050,-0.6944444444444426
1051,0.7713386339345008
1052,-0.1925817113477834
1053,0.2929329915781806
1054,-0.1834189288334556
1055,-0.0660744438734332
1056,0.2197641198446875
1057,-0.0073260073260006
1058,-0.0586424277965199
1059,0.0
1060,0.0878863336751168
1061,0.043923865300148
1062,-0.2201027146001342
1063,0.190392501464551
1064,0.0146434324205668
1065,0.0
1066,0.0439110070257419
1067,0.1242599225202952
1068,-0.021933031144905
1069,0.0438468284127464
1070,0.0
1071,-0.080450522928409
1072,0.014625228519203
1073,-0.1391329818394828
1074,0.0146434324205668
1075,0.2948195984837961
1076,0.0140370578326655
1077,0.1051672158732424
1078,0.1330345889931366
1079,0.195667365478687
1080,-0.3224901850813292
1081,0.2098782706030582
1082,0.0908646117285213
1083,0.1186819324211225
1084,-0.0069817775605804
1085,0.0488485694347673
1086,0.1393728222996436
1087,0.0793794476861617
1088,0.0389782139625413
1089,-0.0348140927447312
1090,0.0695797383801797
1091,-0.0696281854894821
1092,0.0139236981342117
1093,-0.0836120401337626
1094,0.027862914460847
1095,-0.1674574379012064
1096,0.0
1097,0.1602229188436211
1098,-0.1325334821428555
1099,-0.1397038278848959
1100,0.660169757937747
1101,0.3446115288220645
1102,0.13296832225263
1103,-0.1331453634085115
1104,0.1876172607879885
1105,-0.1017293997965376
1106,-0.3218715653948899
1107,-0.1415094339622583
1108,0.1883239171374724
1109,-0.0785299198994772
1110,0.2819107282693809
1111,-0.0940586298792949
1112,-0.2199528672427346
1113,0.1255295779067916
1114,-0.1650294695481286
1115,-0.2916141235813402
1116,-0.1736933522816981
1117,-0.1977691638319753
1118,0.2131354594253317
1119,0.2205419029615524
1120,0.1572821642025816
1121,0.0628733102797848
1122,0.1255886970172769
1123,-0.0785545954438401
1124,0.1568627450980414
1125,0.8548469823901521
1126,1.149231029237789
1127,0.2528658125421419
1128,0.0505475989890499
1129,-0.0674422525712344
1130,0.2019182231196322
1131,-0.0505050505050524
1132,0.4024144869215325
1133,-0.2352941176470598
1134,-0.3372681281618935
1135,-0.5425567989148868
1136,-0.1698369565217294
1137,-0.0339789330615071
1138,0.203458799593078
1139,0.1016260162601664
1140,-0.2376910016977938
1141,-0.5462615227039951
1142,0.4926108374384221
1143,0.0169836956521826
1144,-0.2042205582028668
1145,0.017015484090531
1146,-0.4014692064576861
1147,0.3405124712692651
1148,0.0935533253954749
1149,0.2375699983030723
1150,0.0748951467945047
1151,0.0823168450198198
1152,0.112124383315896
1153,0.2832438878950473
1154,-0.0895255147717133
1155,-0.0746602956547665
1156,0.0746045956430873
1157,-0.2093301435406707
1158,0.067239447142326
1159,-0.0373692077727824
1160,0.0746825989544393
1161,0.104446433900318
1162,0.037288388395862
1163,-0.0821018062397474
1164,0.104384133611702
1165,0.0596125186289002
1166,0.0
1167,0.0967765949527461
1168,-0.1491090732871222
1169,-0.1867343890050792
1170,0.1789442290486199
1171,0.1637635849337493
1172,-0.1341681574239764
1173,-0.3290457672749011
1174,-0.0898203592814405
1175,-0.5023384721981747
1176,-0.0519930675909775
1177,-0.0346740638002828
1178,-0.2956007650843361
1179,-0.2092702722953007
1180,-0.0870247645622494
1181,0.3475842891901212
1182,0.2081165452653441
1183,0.0173400381480927
1184,0.2594258042199906
1185,0.069132388524022
1186,-0.5211952744961729
1187,0.1734304543877806
1188,-0.0520562207183654
1189,0.3113648157758168
1190,0.015392890560002
1191,0.329254144551193
1192,0.051860785665054
1193,0.3776175763817351
1194,-0.2236366764149242
1195,-0.2846545329077877
1196,-0.3028205571898326
1197,0.1899827288428315
1198,-0.0172741406115011
1199,0.2584424534803559
1200,-0.2870887647423996
1201,0.0310269934843251
1202,-0.0155159038013823
1203,-0.2644679527069099
1204,0.1708339804317432
1205,0.147321082422267
1206,-0.1786546527885581
1207,0.1086281812538689
1208,-0.0621118012422236
1209,-0.0621504039776355
1210,-0.0466345406497763
1211,0.2016754576481468
1212,0.1858160421183099
1213,-0.147321082422267
1214,0.1239061410981155
1215,-0.0077447335811577
1216,-0.0619962802231962
1217,0.0309885342423461
1218,-0.1707279217755695
1219,0.1085271317829351
1220,-0.1086450411298978
1221,-0.0465838509316787
1222,-0.0155303618574392
1223,-0.1711263223397626
