,AMD.US
107,0.0118469375666282
108,-0.2970532319391635
109,-0.2800119154006547
110,-0.6959025736396884
111,0.4835820895522401
112,-0.0836520076481754
113,0.351295028282212
114,-0.2926071897766515
115,-0.377629922675775
116,-0.0899928005759573
117,-0.1923539312334654
118,-0.7387671066973643
119,-0.3463571732393469
120,0.699933626983646
121,0.005912882723409
122,0.1519350330136318
123,0.0409490545586005
124,-0.3020053152935491
125,-0.4587812180791932
126,-0.38977072310407
127,0.4140007527286392
128,0.0608085658581896
129,0.6372243677588116
130,-0.0062293652276776
131,0.0807918346717653
132,-0.0372353673723509
133,0.1864512119328846
134,0.3961867029837727
135,0.0494988244029281
136,0.3944286946875301
137,0.0135566483035825
138,-0.2359481161210654
139,-0.0618046971569804
140,0.2834956243066557
141,0.1108101452844169
142,-0.2097470697100576
143,-0.0555521264119519
144,-0.2165037733514749
145,0.2836174236583078
146,-0.3962100569730048
147,-0.4666210414981647
148,-0.0934113837339502
149,0.0
150,-0.9033010032052684
151,-0.4810105404048758
152,0.5831611793628141
153,-0.4773126096766145
154,0.0041779820346734
155,0.2552897826578036
156,-0.7145974985310242
157,-0.37071362372567
158,0.6246855012847862
159,0.1907001503372359
160,0.0381755910116084
161,0.2000833680700367
162,-0.1920312462151306
163,0.0541804065617518
164,0.1042448503043949
165,-0.0500625782227803
166,-0.3096752594576417
167,0.4665111629456866
168,0.348663456749118
169,-0.2122209660338295
170,-0.1040139906728819
171,-0.1083784910379286
172,-0.025016677785191
173,-0.025022937692886
174,-0.0500709338229177
175,-1.9290388548057325
176,-0.8594018563080097
177,-0.3587939005036789
178,-1.6154137394303998
179,0.0863052122183501
180,-0.3580570571267247
181,0.8366564417177859
182,-0.9927480109835926
183,-0.5228917299874286
184,0.4899046953660373
185,1.0131065253764706
186,0.1184457082057535
187,-0.6942930124056932
188,0.1890265238994927
189,0.1118490038448269
190,-0.4882160795195263
191,-0.3560098695805396
192,0.1337651365812431
193,0.3996914662366044
194,-0.2812741719991601
195,-0.6164624409309123
196,-0.0415486976217352
197,0.4900134318760097
198,-0.014582085872267
199,1.4406720822050882
200,1.5189055262307407
201,-0.2808685319217944
202,-1.1081814944831077
203,-1.0768381541179153
204,0.9513395297977086
205,0.3595554587055985
206,0.0870890485521427
207,0.5628924009525829
208,0.2483533095778036
209,0.0755287009063523
210,0.3012048192770944
211,-0.2588438308886916
212,-0.0107863229425144
213,-0.0431639149670789
214,-0.3139207620697188
215,0.0650150746267102
216,-0.1300909878682927
217,-0.0650336006936788
218,0.3242217759056013
219,0.1807442651979862
220,0.2284269421131903
221,-0.2012866388581342
222,-0.3552069245334041
223,-0.4947265412634536
224,0.4222607189259426
225,-1.206932394103687
226,-0.5020310584438064
227,-0.3393975903614467
228,1.4729204850856037
229,0.5186584789797045
230,-0.1893043066729896
231,0.1948397000649539
232,0.6685824878306178
233,0.0410364638293009
234,0.1715892252266502
235,-0.1718841599249528
236,-0.2939793038570085
237,-0.4488542404913887
238,-0.0590946696607932
239,0.5173427395649591
240,-0.3776702466658718
241,-0.3064953575838328
242,-0.0735703538722185
243,-0.0751669322406876
244,0.2063416942735346
245,0.3066761028544528
246,0.0824985268120131
247,-0.5689226028208957
248,0.6593665371482423
249,-0.4969826056088057
250,0.312779267202861
251,-0.2215577108016828
252,0.454585980162708
253,0.0890769402071019
254,-0.7166006885646632
255,0.523203926818378
256,-0.246254185314668
257,-0.3610626938172562
258,0.4045383411580499
259,-0.2072248669840247
260,0.2402503072968926
261,0.134025070834658
262,-0.3023281844638452
263,0.0391608391608353
264,0.6172571808549039
265,0.2904910740519407
266,-0.1022197558268613
267,-0.011100011100001
268,-0.2002002002002078
269,0.1887211367673198
270,-0.1779359430604944
271,-0.2732088095901918
272,-0.272163306929535
273,0.0540902995082709
274,0.3119429590017838
275,-0.1679835749393456
276,0.006221226825942
277,0.1862891207153396
278,-0.0497017892644036
279,-0.0719951356654496
280,-0.0772772523643615
281,0.590076326434682
282,-0.6184956204933733
283,0.0268784756917689
284,0.289472051616105
285,0.0940859715213345
286,-0.0073142007066223
287,0.2682920798199831
288,-0.112760224233189
289,-0.3551332215390324
290,0.6111111111111167
291,-0.1731387583477622
292,0.1728395061728402
293,0.0493583415597313
294,0.2031894587771591
295,0.0861273454321838
296,-0.4013583676857712
297,0.0739414887050968
298,-0.1297818429021741
299,0.2404438964241592
300,0.0771304766490008
301,0.7265079820284917
302,0.6080760095011882
303,0.6419333522137325
304,1.037087969835593
305,0.5110145097262891
306,-0.3919010841663579
307,-0.2149803628202737
308,0.0093501636278682
309,0.3354766564159905
310,-0.055944055944058
311,0.037282132537987
312,-0.1213139231056454
313,0.2791736460078142
314,-0.0558659217876983
315,-0.0652194167520799
316,0.2833650764156704
317,0.1715822667408533
318,-0.0197590508976421
319,-0.1055857361749494
320,0.1252086811352169
321,0.4064289673009532
322,-0.1017105871474798
323,0.0910866283720902
324,-0.1004253745145141
325,0.2664095558736493
326,0.5254235083444306
327,0.2883700821444019
328,-0.0345990831243026
329,-0.7318985797682351
330,-1.0656050243087545
331,0.5343785582902714
332,0.1268424966102401
333,0.0699331264478327
334,-0.3024109579912648
335,-0.1229918356597347
336,-0.6983734087694413
337,0.0265134776844906
338,-0.181504271990803
339,-0.7537912578055298
340,-0.1339883876730607
341,-0.4846059737851442
342,0.3621159951705923
343,-0.1388142575676169
344,-0.3367021520362438
345,-0.6924538545059813
346,0.2301963439404284
347,-0.1989959748541439
348,-0.4223816877100584
349,0.0090826521344149
350,0.513650023808754
351,-1.4261189044756288
352,0.304215326911612
353,-2.055286108875792
354,1.034234117887621
355,0.9986015848704712
356,-0.0499683533761875
357,-1.006056527590851
358,1.135083672585472
359,0.4034721531988242
360,0.5666282325811323
361,-0.393570578118798
362,-0.4751935666101774
363,-0.2765744751749364
364,-0.495613153841008
365,0.3204486280793042
366,0.6829332979710921
367,-0.3126039241769198
368,0.2719554258423963
369,-0.0863041890725588
370,-0.1928961021684129
371,0.4304920855685844
372,-0.099443118536201
373,0.5472407199841658
374,-0.6570215025218878
375,-0.5572065378900446
376,1.8378063010501824
377,0.2255693807756692
378,0.8226888936999253
379,-0.6171943072901498
380,-0.797775012808317
381,-0.363830823441772
382,-0.224324523301183
383,0.1145707860673682
384,0.069223985890653
385,0.4325710171564941
386,0.0576234003656315
387,-0.0438949447655295
388,-0.0592933115680437
389,-0.0607942809428229
390,0.0614157539094896
391,0.671762141379067
392,1.4123599234717692
393,-0.0531449472853669
394,0.1789805269186712
395,0.6755315366564664
396,2.544933417600823
397,0.077969739985449
398,0.0933932895192108
399,1.351259127823647
400,-1.3320999074930595
401,-0.2039302929180648
402,0.1665741254858475
403,0.0801380840833408
404,-0.2967725979967786
405,-0.2727836329820196
406,0.1979952976116774
407,0.0123731749566826
408,0.0556483027267689
409,0.1296776583920019
410,-0.0123517786561328
411,0.1603156986064985
412,0.1723501169518657
413,-0.1294298921417614
414,-0.1034041944097527
415,0.134072704867532
416,-0.160454208837336
417,-0.1050225489590334
418,-0.0185368264953047
419,-0.0587344276484582
420,-0.0283241970275759
421,-0.018061483268388
422,-0.1127018725849524
423,0.1434578283452877
424,0.0247279920870376
425,-1.4473827402328852
426,-0.6462212486308909
427,0.3276197296727847
428,-0.8260905936845099
429,0.154302670623145
430,-0.2976190476190432
431,-0.1877415792379919
432,-0.4492761661767165
433,-0.2502224199288193
434,-0.4900454283846435
435,0.2046506440640264
436,0.4054204154170774
437,-0.4126700869953207
438,-0.2347680268306246
439,-0.1130398773349439
440,0.3524229074889895
441,0.1502228844352695
442,0.4767810298337243
443,0.303740124854983
444,0.0718780259710445
445,0.3300319137229097
446,0.0055020632737226
447,0.3454326132251318
448,-0.4405771560744481
449,0.3402854006586038
450,0.9290056199105428
451,0.7512805919180383
452,0.3177124702144572
453,-1.4736885737609948
454,1.126935336976327
455,-0.5264362554360357
456,-0.5293379306694981
457,-0.0920082911100817
458,0.572475383558507
459,-0.4369825206991831
460,-0.7530992932452687
461,-0.8058864751226321
462,-0.1403508771929877
463,0.2915451895043732
464,0.556650817580893
465,-0.3140995812005703
466,-0.6691759789948506
467,0.5141564885896387
468,-0.5504920337394512
469,-0.2230832452741549
470,0.3043427367435387
471,0.7366610894218095
472,0.041811846689897
473,-0.0116157509582888
474,-0.5606821632986847
475,0.5029972752043684
476,0.9513528102017385
477,0.1145706968594065
478,0.0122642997017533
479,-0.0122658040167187
480,0.0099733952941802
481,0.091025382077693
482,-0.0202020202020209
483,0.1277826350124404
484,0.3738743567752953
485,-0.1462792726296647
486,-0.0460521987575328
487,-0.0278001611603613
488,0.1675940202453576
489,0.0736870310825386
490,-0.2013693113169629
491,0.1742160278745774
492,0.2206324797753454
493,0.08377010916836
494,0.143152558201581
495,0.0133395584606217
496,-0.1871032408954234
497,0.0703814353272089
498,-0.2513053956353014
499,-0.1609226230387616
500,0.1222246615079971
501,-0.1917825146740905
502,0.6262663473936331
503,-0.450228197853718
504,-0.2722328660888732
505,-0.0184326096369288
506,-0.3102314326487559
507,0.0931067529050995
508,-0.271127023196846
509,0.2331638348009455
510,0.1671516127035289
511,0.1051329622758116
512,0.064769401154979
513,0.2928272122257832
514,-0.1110425663170924
515,0.0061686509160565
516,0.1293740758994452
517,0.294840294840306
518,-0.1353179972936393
519,0.1290005528594996
520,0.1658281225852476
521,-0.129198649063551
522,-0.0028247650839275
523,-0.1139800811508764
524,0.0982680260410248
525,0.0393030263330291
526,0.0130992926382042
527,-0.4076017261584542
528,-0.277103666578754
529,-0.6638343069569835
530,0.1193475666357292
531,0.429127880108276
532,-0.1348617666891487
533,0.5430923388475539
534,0.1890011812573713
535,0.7684292784579362
536,-0.1304121022430807
537,-0.1371204701273313
538,0.169480477152722
539,-0.5571578395385385
540,0.0458625434056169
541,-0.4938109033447458
542,-0.4497354497354542
543,-0.5109305636987971
544,0.7053465346534676
545,0.5775036093975557
546,0.0
547,0.0524727797455152
548,0.1244677366524714
549,-0.1246228518955776
550,1.0233370772494612
551,-0.6457252885416093
552,-0.8354626771154903
553,-6.332624923902091e-05
554,0.8150241818981326
555,0.0015702284682407
556,-0.4748198442383883
557,-0.3515404832019316
558,-0.3991040029298597
559,-0.2085377508760803
560,0.0287906891421027
561,-0.503686101387633
562,-1.1732093240153765
563,-0.1602335387609378
564,0.368407445708372
565,-0.7422841515822284
566,-0.2611306959133083
567,-1.0055718571758303
568,0.4823151125401832
569,0.2781140594836969
570,-0.4899059643585221
571,-0.4425363276089745
572,-1.0343677010343753
573,1.031818418979167
574,-1.6187886870026285
575,1.6328926611944234
576,0.643860591782268
577,0.5744757183392705
578,0.0619295958279001
579,-0.2715305985046895
580,0.3097875667926544
581,0.7502263614021449
582,0.2045348783924319
583,-0.1660848202741154
584,0.1001065650531217
585,-0.0193792190174743
586,0.3238725629072462
587,-0.0083711645577805
588,0.0462775533269952
589,0.1822030767649361
590,0.2208404115516591
591,-0.2081312511643224
592,-0.2182422166713868
593,-0.178646286801449
594,0.5611492336304752
595,0.2494882292732768
596,0.2997640155622162
597,0.152837037508762
598,0.2160513439664506
599,0.2598554949930261
600,-0.7535782660224261
601,-0.2924931036910491
602,-0.0458287596048303
603,0.4099480732440584
604,-0.0866195577843618
605,0.2591851582393567
606,0.4661688164743159
607,0.2392091739291903
608,-0.2080354719029958
609,-0.2291002690068884
610,0.201484431571325
611,0.3068038260241736
612,0.0322942056256947
613,0.1307196608315782
614,-0.2437438477029982
615,-0.1818510811544317
616,0.2526847757422625
617,0.1080862779106455
618,0.1800593899037091
619,-0.0540199873953383
620,0.0808744880123138
621,-0.2659991882018657
622,-0.3121606948968502
623,0.1527702366357665
624,0.0143624949189305
625,-0.7147147147147134
626,-0.9090909090909092
627,0.1452432824981899
628,0.0846535252146489
629,0.481405704657607
630,0.216164284856482
631,0.4661726033946935
632,-0.5045651129264798
633,-0.2167108114615851
634,-0.1446829033035984
635,-0.6248104337276319
636,-0.2493310630017007
637,-0.3723371787828756
638,0.1036585365853582
639,0.3645200486026697
640,-0.3658536585365819
641,-0.3549137192510173
642,-0.0918723586696743
643,-0.7217766810610833
644,0.4055050380928954
645,0.2451581269919132
646,-0.1473115639577762
647,-0.4253220735992096
648,0.4479626902307426
649,-0.7792207792207911
650,-0.317838696861336
651,-0.6397441023590617
652,-0.253874933190804
653,-0.0520045828203036
654,-0.1219381608887853
655,0.5618104645018579
656,-0.3902993051843809
657,0.0400694537197824
658,-0.5371290452531297
659,-0.1640931834077579
660,0.311075355323142
661,-0.1208215867901777
662,0.467664350614656
663,0.4787234042553183
664,-0.4771327674368613
665,-0.0105565577604148
666,-0.1807228915662528
667,-0.1993255659853495
668,0.1320830542531877
669,0.0133940530404378
670,-0.0066974750518993
671,-0.2868023884526726
672,0.1187441298805799
673,0.0375546554360441
674,0.11307246283612
675,1.6740100227351549
676,0.1034222100055128
677,-0.5180631346273399
678,0.1128103578537736
679,-0.4942425047167401
680,-0.4392367156487152
681,-0.5567421828495508
682,-0.4961644028432572
683,0.3716168840274864
684,-0.3482849604221668
685,0.0808492688414012
686,-0.264335812215839
687,0.2671447151042184
688,-0.6225020337424365
689,0.0494926998267707
690,-0.1203412027041488
691,-0.351138411615472
692,-0.0538754425355966
693,-1.1829557713052703
694,-0.2053832018160379
695,0.2264883520276288
696,0.4794275491949821
697,0.1857010213556109
698,-0.3188478486726566
699,0.2037897747586675
700,-0.5857073039560232
701,-1.035549657773428
702,-0.6541323519590543
703,-0.0911201801294731
704,0.1053631161616071
705,0.1797565498529791
706,0.1568476357267854
707,-0.5175509629264611
708,-0.5309170707535483
709,-0.2341504949089893
710,-0.0772583510738784
711,-0.1039237986920622
712,0.0780595767167828
713,-0.0838119881710587
714,-0.2794411177644681
715,-0.1284796573875851
716,-0.2504472271914091
717,-1.0290869789953403
718,0.3339577779378789
719,0.0792656016806445
720,-0.0649088682371635
721,-0.061272301315558
722,0.0396310707594803
723,-0.0072061684802125
724,-0.4997103128621072
725,0.2848534648041688
726,-0.5785123966942212
727,0.3185413005272476
728,0.0603765299961497
729,-0.1374079366824227
730,0.0164862339946151
731,0.5324033584047521
732,0.2051058258782483
733,0.3099679156017147
734,0.048809706282986
735,-0.1415198579576177
736,0.0925553319919485
737,-0.0706355347893552
738,-0.0001088376142831
739,0.0272020020673583
740,-0.0959518345751132
741,0.0142654905804141
742,0.2173204389872898
743,0.1410590277777728
744,0.0813140348024099
745,-0.0650935720097665
746,-0.0977357875875586
747,-0.1359286646367986
748,0.1086248099065919
749,0.0976668475312028
750,0.0178171550968712
751,0.7554221687128875
752,0.2514633354120004
753,0.7375367859507302
754,0.3407671551567952
755,0.4035857406035716
756,0.0227855311876966
757,-0.0428361521927693
758,-0.0806082883951508
759,-0.5639990784828648
760,0.0476781960634376
761,0.2287893231649276
762,-0.1294332807709592
763,-0.2243377253780947
764,-0.4515664039976893
765,0.2091522572812437
766,-0.1998652831120546
767,-0.3472182046090085
768,-0.3773709084679528
769,0.1738164251207763
770,0.2619208686753038
771,0.084922010398614
772,0.2209626284945758
773,-0.0961630926050663
774,-0.2989969135802353
775,0.2637031456018093
776,0.6037912473671856
777,0.2201554818901747
778,-0.3897979277040659
779,-0.2302631578947277
780,0.2905069815387387
781,-0.0649845696811802
782,0.0087201125175905
783,-0.1502488496572549
784,-0.1512284490055363
785,0.2127521798417487
786,-0.1936060178655381
787,0.075260664041471
788,-0.3205768686963828
789,-0.3872987215262595
790,0.2071763860468433
791,-0.0721955478782092
792,0.0531734038534124
793,-0.04724558253803
794,-0.0614570037346926
795,0.0778479206858106
796,-0.0779085708882831
797,-0.3034757456493977
798,-0.26148141104877
799,-0.4760599092209263
800,-0.1046379250606333
801,0.3256204055454125
802,0.0640962429740634
803,0.4709985975057397
804,0.0308080842767949
805,0.2337507500482063
806,-0.2650898027284319
807,0.0392426174825922
808,0.3808650729038402
809,0.3411902210967218
810,-0.1707400360993191
811,-0.1221060857673146
812,0.3198683525075742
813,-0.2229920952473864
814,0.1510353227771022
815,-0.058499488129481
816,-0.0746425208681908
817,-0.0766526706376382
818,0.0669408052022603
819,0.0402848617683072
820,-0.0290759790457895
821,0.058410531448073
822,-0.391581008321088
823,-0.0244798041615722
824,-0.3094983886635789
825,1.3355607729817582
826,-0.0090309762485242
827,-0.225740989820845
828,-0.4181947909707709
829,-0.1187551187551168
830,-0.0091008372770341
831,0.2722817208204859
832,0.2354219485693507
833,-0.1269265639165916
834,0.0090653612546506
835,0.4241744215331441
836,-0.1083499005964225
837,-0.1221443112417922
838,-0.1404367128748764
839,0.0181175831144089
840,-0.1451510478091232
841,0.0704393256318398
842,-0.0523356009070267
843,-0.0589916957843606
844,-0.0999318646377464
845,0.0308784931295278
846,0.0780434683969313
847,-0.1499591020630664
848,-0.0545603346367211
849,-0.0545901191884289
850,1.3512877254107898
851,1.6040590699941268
852,0.2161612426035523
853,-0.0777230837558784
854,-0.1073544763296776
855,-0.3358776639494745
856,0.1549658193655324
857,0.8686413393432053
858,-0.6563822035145938
859,-0.3261495587552143
860,0.3149362765660857
861,0.3351997585675804
862,0.37852250264331
863,0.1331374529427931
864,0.3796021038188943
865,0.2418103841591391
866,0.281167253569184
867,0.0872766943952031
868,-0.0318297562750189
869,0.1028406551276843
870,-0.00290724084674
871,-0.4379961675335247
872,-0.4399230134726459
873,-0.5020034080965337
874,0.0598361410291795
875,-0.1742084630922908
876,0.1458580476874291
877,-0.4508710801393742
878,-0.8432002431480562
879,0.1577793369584189
880,0.1051340459085373
881,-1.3946877498445478
882,-0.3834492598537476
883,0.5742647469537905
884,0.7412655108686038
885,-0.1277701898929339
886,-0.5894344974295394
887,0.0974939365147137
888,0.1237286636596774
889,-0.6408544726301726
890,-0.0810625428696086
891,0.5853701735742131
892,0.2385369732308472
893,-0.5597014925373094
894,-0.1590122200045793
895,0.3093231615364215
896,-0.357255091530487
897,0.0412013348164647
898,-0.4963333929529663
899,0.4717400979083232
900,0.6359157438630765
901,-0.1984494260472499
902,0.6864032469857979
903,-0.6013020404879047
904,-0.5303633949052311
905,0.1627192189477552
906,-0.0904813608396704
907,0.0422068133855852
908,0.1864470226853882
909,-0.2170084439083103
910,-0.0946612960870135
911,-0.195499637067514
912,0.0483675937122203
913,-0.1694523141323681
914,-0.2429577464788807
915,-0.1947690933930575
916,-0.4090881329017341
917,-0.0611134877467422
918,0.150357220441744
919,-0.095528951869039
920,-0.1676394650220873
921,-0.1691487405773184
922,0.299401197604796
923,-0.2265907281523697
924,-0.0428869011150552
925,0.5151983513652829
926,-0.2322486028290739
927,-0.0130406714008963
928,0.9464125847294986
929,-0.2821598050532241
930,0.1920122887864896
931,-0.1025115325474093
932,-0.255005363462947
933,0.3207754955693315
934,0.2019169329073498
935,0.2930682976554586
936,0.031845105407288
937,-0.0318552497451471
938,0.3048780487804813
939,0.0634759426177442
940,-0.3311680040759023
941,-0.0254809529876547
942,0.127242651736873
943,0.3927761632144007
944,-0.1394847061809825
945,0.3541166055393789
946,-0.2053023774522126
947,-0.0354969574036584
948,-0.1396470737590446
949,-0.3311680040759023
950,0.0360121304018119
951,-0.6486074017550618
952,-1.0668380462724911
953,0.3713663721347243
954,0.509619059752824
955,0.5195190361458094
956,0.2529709228824172
957,-0.9701302016849512
958,0.4953639019433514
959,0.0127000254000392
960,-0.8065548585328325
961,-0.1025246699987162
962,0.522692503824575
963,-0.4224811163743416
964,0.2232872792675011
965,-0.7526383526383543
966,0.1926782273602973
967,0.6381620931716656
968,-0.2815819787533583
969,-0.1474075498301543
970,0.1085790232497411
971,-0.2693542174862002
972,-0.2703398558187355
973,0.3271957400397708
974,-0.5872483221476488
975,-0.8988525286867867
976,-0.348283460089565
977,-0.014217672567008
978,0.0994247567644448
979,0.7611530058495907
980,0.5954883004063491
981,0.4319220531364419
982,0.2302178300508112
983,-0.0342521066437842
984,-0.2238347753279512
985,-0.0942836190941725
986,-0.1433766960414131
987,0.4106718971147224
988,-0.2826109733524369
989,-0.1574087029522836
990,-0.4285814656080834
991,0.0105377779338834
992,0.0316033429313768
993,-0.3524563763875898
994,0.6164460320795676
995,0.3420354600027787
996,0.1456760693947843
997,-0.2508559849067014
998,0.1813489572434895
999,0.3475359699728922
1000,0.1584289789690159
1001,0.3161208401671926
1002,0.5668442164792495
1003,-0.2637304674622573
1004,-0.0923909456873136
1005,0.299371648517954
1006,0.4356370782836502
1007,-0.0526316824375967
1008,0.3333551084400319
1009,0.5069543741063312
1010,-0.130157490563593
1011,-0.3840673773992716
1012,0.460332943165558
1013,-0.1096923081930679
1014,0.1030760226312048
1015,0.4388537745438852
1016,0.1242240844697976
1017,-0.0646434580044127
1018,-0.126340341442867
1019,0.0332261848243757
1020,-0.1273671383703769
1021,0.174855959085897
1022,-0.1232825036070855
1023,-0.2402702878305489
1024,0.2850664075153856
1025,0.266737308544454
1026,-0.3771030748404569
1027,-0.2277462809516881
1028,0.1644816409462548
1029,-0.1890267545560366
1030,0.2514020498936425
1031,0.5438258218693953
1032,-0.722103835722595
1033,-0.1552192471866478
1034,0.0775494377665745
1035,0.1258592312905505
1036,0.1546640889318478
1037,0.0096655712352512
1038,0.2025658338960239
1039,-0.3576942996403717
1040,0.0625936001671761
1041,0.2266409266409196
1042,0.4802117965531291
1043,0.2513362117701583
1044,-0.295228484935846
1045,-0.207049306625581
1046,0.1718920041377091
1047,-0.3364522041091898
1048,-0.3686735883325728
1049,-0.3879871707648881
1050,-0.1564369191129122
1051,2.214503603854909
1052,-0.3028101321804551
1053,0.2606112436422466
1054,0.1438266888399575
1055,-0.1124910007199424
1056,-0.1987383182626428
1057,0.0904504504504444
1058,0.1080812562263655
1059,0.2870603015075413
1060,-0.2338550098938576
1061,0.0261669233902618
1062,0.0277777777777673
1063,0.0026967988997061
1064,-0.1197011970119661
1065,0.1078845635170408
1066,0.00898957209636
1067,-0.0629666276873195
1068,-0.1396207719677531
1069,0.0226944836194442
1070,0.2154924514737621
1071,-0.2161383285302547
1072,0.0405095197371269
1073,-0.0493559409962336
1074,0.323009246790562
1075,-0.5773016985350613
1076,0.8590648434053931
1077,0.5809676361886131
1078,-0.0986611062335382
1079,-0.297082777014012
1080,0.0658893411065877
1081,0.4217098417218961
1082,0.0054764512595788
1083,0.5338272142935059
1084,0.3042247157328929
1085,-0.0584679018825962
1086,-0.3668193717277424
1087,-0.0873362445414983
1088,0.3244894894568212
1089,-0.6331581252737731
1090,0.326569103419385
1091,0.4463761816798812
1092,-0.1632564214192486
1093,-0.9782404420710316
1094,0.1427787532923603
1095,-0.1643389890129254
1096,-0.2429752066115716
1097,-0.1379310344827586
1098,-0.0828271673108811
1099,-0.2546501328609433
1100,0.7522028798624574
1101,0.3480216308829071
1102,0.2744494991563516
1103,-0.3899084781776623
1104,0.0446849549935615
1105,-0.0589717471720287
1106,0.1017566409597245
1107,-0.3709079180777281
1108,0.4329931117165032
1109,-0.0048172135096002
1110,-0.4084484333852955
1111,0.2091601415853345
1112,-0.2473118279569935
1113,0.1717475311292363
1114,0.0144890982951242
1115,0.3332085361287856
1116,-0.0642226384800666
1117,0.0481437894511626
1118,-0.0535217298223048
1119,-0.0535503909178506
1120,0.123014387334861
1121,0.3690666121006523
1122,0.0571976354050234
1123,0.3555508384631646
1124,-0.3194207836456528
1125,-0.3719327934243889
1126,0.6365601729521992
1127,-0.1624060150376001
1128,0.0120286281349673
1129,0.3834401773410738
1130,-0.0659472422062261
1131,0.0360781061031812
1132,0.1076388888888889
1133,0.1076426264800902
1134,0.0955908710718106
1135,0.3809070348768091
1136,-0.1788695444789001
1137,-0.2991272564612603
1138,-0.0058608934872222
1139,-0.0778070385444071
1140,-0.1678657074340534
1141,-0.0599880023995337
1142,-0.1261337017238149
1143,-0.1262929997594467
1144,0.0120264582080638
1145,0.3476745593545494
1146,0.2211061285500735
1147,0.1254030813328603
1148,-0.0237725196840129
1149,-0.1676438913485747
1150,0.2388190648438361
1151,-0.2517044407591609
1152,-0.1537893700787401
1153,-0.1108510900357229
1154,0.0160092607416046
1155,-0.0283321015028284
1156,0.0492489534597291
1157,-0.0985950209514398
1158,-0.043153936255467
1159,-0.061686509160443
1160,-0.2535559678416976
1161,0.135746215101563
1162,0.2342575477510795
1163,0.0477898429339943
1164,-0.0231612664777612
1165,0.1390204593826501
1166,-0.0985185276406023
1167,0.0885881267302402
1168,0.2024806022600576
1169,0.0062618945300494
1170,-0.1105032136891234
1171,-0.3021822216742617
1172,0.1600196947316537
1173,-0.0246244767298645
1174,0.098400984009838
1175,0.4354904716997883
1176,-0.0017793594306008
1177,-0.3795490064746633
1178,0.0669344042838044
1179,0.5215847297747186
1180,-0.2558967512238584
1181,0.3326679973386686
1182,0.3315649867373973
1183,0.4072647220693344
1184,0.1703203120707666
1185,0.3449408672798923
1186,0.3709360680776821
1187,0.2394427514148877
1188,-0.4093747472826751
1189,0.0377976840725494
1190,-0.3525604483306039
1191,-0.1409594906136778
1192,0.0784322329053387
1193,0.2137771900942274
1194,-0.0512539699923388
1195,0.2403583524527464
1196,0.049140049140051
1197,-0.2133946158896995
1198,0.0456128030872384
1199,0.0418762300459134
1200,0.7307753206312377
1201,-0.3920945265723568
1202,-0.1220159151193579
1203,-0.4370209260666304
1204,0.4879109225874836
1205,0.4854368932038919
1206,0.1159481395593964
1207,-0.1668215220880155
1208,-0.0866532812004732
1209,-0.9845540480260774
