,ENPH.US
669,-0.5352019421761194
670,-0.1077080283907435
671,1.3378746594005515
672,-0.0545256270447079
673,-0.0485513689849483
674,-0.527008500137106
675,0.9925960051334284
676,-0.7659659128589437
677,0.1787369257248843
678,0.0198557151366742
679,0.0727513227513129
680,-0.8168028004667406
681,0.096589395150553
682,0.1396926761125576
683,0.2124128775306958
684,0.2909531827471808
685,0.2116108579354114
686,-0.3579240405647192
687,-0.4661383765066372
688,0.0598961799547473
689,0.8969792903310998
690,0.0263747857048609
691,-0.4071634281174545
692,-0.2755095266547115
693,0.7315144325820572
694,0.0592768227623021
695,0.2037596950177296
696,0.1214508452322352
697,-0.7573753141949873
698,-0.2852404643449465
699,0.0265269580210836
700,-1.3289389751222622
701,0.1857059478962139
702,-1.491215977529452
703,-0.0966464803270691
704,0.0734146370365293
705,0.0334912771914656
706,-0.3241140881590289
707,0.2935394393127339
708,0.2230223559759352
709,0.096639106625136
710,-0.0617797953208416
711,0.1796439296439186
712,0.1071352046282499
713,-0.0160728636485406
714,0.0856485198865138
715,0.3786262798634854
716,-0.2030565352142908
717,-0.0213789417423795
718,-0.0524058566218461
719,-0.0545746388443038
720,0.0267451190157705
721,-0.0321044464658367
722,-0.0267608649111447
723,-0.2414292612264698
724,0.0053648068669631
725,0.1524639259460937
726,0.3175292425434949
727,-0.2721310583176857
728,-0.4181013280865797
729,0.2562145660706492
730,0.6660529593328585
731,0.4796292304376022
732,-0.0323450134770901
733,0.3063363250389602
734,-0.1291502986600552
735,-0.478792286334553
736,-0.1757664391723542
737,-0.2225720644916109
738,0.0434098431819328
739,-0.1684965757147528
740,-0.1524224278715303
741,-0.2729257641921397
742,-0.3340818226627883
743,0.0602079912424659
744,0.0847666183588095
745,0.3324884855422089
746,-0.2267140125648686
747,0.1036891508404266
748,0.2069491340812523
749,0.0
750,-1.7297850562947774
751,2.0191214815805187
752,-0.1405998928762583
753,-0.9530246704968064
754,0.7113616535802981
755,0.0536588637735679
756,-0.350003365416982
757,-0.2192316772909633
758,0.2858680298647897
759,-0.2157061004381484
760,0.6885859152515899
761,0.5203782631859288
762,0.2656748140276339
763,0.3012945733867391
764,-0.542609853528627
765,-0.3138983503639878
766,0.1352605967473403
767,0.5618782331874353
768,-0.1128743111347105
769,0.2516722961785518
770,0.0397219463753738
771,-0.3521126760563388
772,0.2187603579714843
773,0.4684613354447136
774,0.2041219464015291
775,1.3326855001041074
776,-0.3203119559919082
777,0.8457900369385812
778,0.0379598315963685
779,-1.2155082081732314
780,0.4035344047867419
781,0.0903656332545696
782,-0.4328399888299389
783,-0.0419052940354814
784,0.1501443910644107
785,-0.1923560648406841
786,0.3264878597773555
787,0.2301278488048885
788,-0.2507662301476631
789,-0.2548971681972199
790,0.322848304454736
791,0.250798500208302
792,-0.7661360853594534
793,0.0873820342537574
794,-0.1891021151421839
795,-0.4573277984943402
796,0.0421970602714693
797,0.0983629593199007
798,0.0280958067008443
799,-0.042161478462513
800,-0.8621721949467115
801,-0.5538832028898351
802,0.3001200480192077
803,1.3208552982289985
804,-0.5838546321120156
805,1.299541338351175
806,-0.1885236243666744
807,0.4515864172189208
808,0.0175911809546154
809,0.2573400397707321
810,0.3090198822226115
811,0.4542850625708492
812,0.1317528402504137
813,-0.1393081030880015
814,-0.1278623735906072
815,0.1919474867872872
816,-0.2972422620432816
817,0.5554269844943346
818,-0.409562262177949
819,0.3386984715145947
820,0.0578636731859705
821,0.2999884619822373
822,0.1727712508638464
823,-0.0922296518330623
824,-0.3877090446154664
825,0.1716443529007835
826,-0.8001405436483777
827,0.1849194962537779
828,-0.9711342418714468
829,-0.1504567436861908
830,-0.2693965517241379
831,-0.1186751537382667
832,0.0485253679840423
833,0.4935887118407573
834,0.2248273647021123
835,0.0748863332441756
836,-0.4297609454740708
837,0.0536912751677821
838,0.4436604661107614
839,-0.2551393620390583
840,-0.2196084749859109
841,0.3238758029978684
842,-0.2199688824507887
843,0.2408477842003945
844,-0.0214132762312591
845,0.4052036681595174
846,0.0026657425425828
847,0.1464011925042619
848,0.0957344963301812
849,-0.6046337417732484
850,1.003265762452549
851,-0.0912892396489788
852,-0.5090866039187741
853,0.7219155798361959
854,0.0792162698121344
855,-0.0489395452675988
856,-0.0276205755657793
857,-0.6702952138673666
858,0.8418150353445002
859,-0.1851307669703189
860,0.1525732057977764
861,-0.2588692122139188
862,-0.0235391043370752
863,0.0058844297987471
864,0.1058076651775257
865,-0.0558741361564469
866,-0.4074763043670816
867,0.3794564066360641
868,-0.0247148960209026
869,0.1363342539813124
870,0.0
871,-0.4821869534358295
872,0.5558426306518014
873,-0.3121870766330925
874,0.0647515893571846
875,-1.3405786283701098
876,0.1371537612928172
877,0.0327868852459057
878,0.4864448003796602
879,0.4135404974301512
880,-0.017726305837864
881,0.4997354341819003
882,0.5407137515079121
883,0.1024008411706249
884,0.3318584070796421
885,-0.4415075582585278
886,0.4163754949918491
887,-0.8575120404087913
888,0.5955161139654427
889,0.2358971371989406
890,-0.1896591970121315
891,-0.0993048659384402
892,0.4246161005118601
893,-0.1806421537206304
894,0.2470427529281733
895,0.1595960768382599
896,-0.1977089027155919
897,-0.5672514619883035
898,0.0875840418253252
899,-0.2224629618785454
900,-0.6649796975225066
901,0.4085517482275711
902,1.1659522706209302
903,0.7816091954023066
904,-0.7760917409938627
905,0.1953779812483345
906,0.2835898322670002
907,0.9081562714187816
908,-0.4878608735579537
909,0.108932461873637
910,-1.601910642511796
911,0.2904106406458733
912,-0.1803793785639321
913,0.480630030690824
914,-0.6645292917516679
915,-0.528750167743266
916,-0.641483840528417
917,-0.4621400639886249
918,-1.3755188753191605
919,-1.735349831958448
920,1.5461436650222555
921,0.2461139974110319
922,0.3765993064689658
923,0.0418335026594284
924,-0.8315757758361096
925,0.662214802448524
926,2.672577443543874
927,-1.2167310802291538
928,-1.0329548601495324
929,2.236300628113491
930,0.1243848358660914
931,-2.5028409878322493
932,0.8655272847172548
933,0.5247909036243414
934,1.4651225424185288
935,0.4557640750670211
936,1.3384118922922292
937,-0.4623724489795943
938,-0.3292052045775219
939,0.6396821192053017
940,1.0744234800838632
941,1.4004444214769156
942,-0.5978373882303895
943,0.2230406141397263
944,-0.1350438892640061
945,0.6348059454995818
946,-0.0129042248432019
947,-0.4901706520047832
948,1.026746752913394
949,-0.5419634561783746
950,-0.713259761315617
951,-0.2562760186703771
952,1.24616452162258
953,1.43627210216109
954,0.2999326681765373
955,0.3112033195020691
956,-0.508984661769609
957,1.1038393886092184
958,-0.0971404286321392
959,-0.164193626854786
960,-0.0486736432221854
961,-0.786744911912787
962,-0.4477979673544834
963,0.4964452071586187
964,-0.218052271121888
965,0.3031230863441546
966,0.18032335951587
967,0.6829771733851384
968,0.6873266610394396
969,-0.9064914522114796
970,0.3153617563223857
971,-0.0578295297118053
972,-0.4355802047781529
973,0.0304636568573587
974,0.7558350465594389
975,-1.1435372037669502
976,-0.9085213032581352
977,-1.7748963758103962
978,-1.447478368689184
979,0.0565732758620634
980,-0.2268063505778094
981,-0.6276321152017394
982,0.4570779466652235
983,-0.1462621885157151
984,0.0324921477309662
985,-0.325980658480927
986,-0.3106436318055442
987,-0.4433982920954687
988,-0.1535087719298251
989,0.2759905699576986
990,-0.326257473534086
991,0.1806833114323172
992,-0.0657462195923603
993,0.1313197636244149
994,-0.3927600318602562
995,0.0411816384801323
996,0.08777704630239
997,-0.2474839135456132
998,0.010998075336806
999,-0.0605260261912541
1000,-0.7576210267487649
1001,1.001762114537449
1002,-0.6428729771669347
1003,-1.07874519846351
1004,0.1980066436691857
1005,-0.4330862771521029
1006,-0.5581725495257205
1007,-0.5449944851748547
1008,0.1619380748801658
1009,-0.1362132710644146
1010,-0.3123170017567764
1011,0.6721385639501015
1012,0.2449874282767222
1013,0.0933947376895957
1014,-0.2033045049696642
1015,0.0290350679098079
1016,0.0025808283168422
1017,-0.0380817143225956
1018,0.0322622273841676
1019,0.12244634916543
1020,-0.5508035251425573
1021,0.4258614014711554
1022,-0.2457956015523903
1023,-0.1944264419961004
1024,0.0647668393782346
1025,0.9955131800336424
1026,0.3284186989029608
1027,-0.3541250306791654
1028,-0.3624463368287609
1029,-0.7642595716827489
1030,0.2812389505692569
1031,-0.1912994190165865
1032,0.6615990990991174
1033,-0.1903955997461464
1034,-0.3573829659247694
1035,0.0459786376175975
1036,-0.0283025543055204
1037,0.1413127958736583
1038,0.2677050720210444
1039,0.0396573268848452
1040,-0.5461949785757239
1041,-0.6307462048321509
1042,0.3126110124333909
1043,-0.4854715499393209
1044,0.2492522432701854
1045,-0.1998001998002006
1046,-0.2934230301295331
1047,0.0822339018198785
1048,-0.1324645567807549
1049,-0.3376679359149356
1050,-2.2192683349708164
1051,1.5084244080145752
1052,1.087597269774461
1053,-1.5214061160331664
1054,-1.4467542257400343
1055,-0.0783426183844123
1056,0.9939672507900132
1057,-1.463215576541926
1058,-0.1482899945120971
1059,-2.138342277877169
1060,1.3645453476061766
1061,-0.7048510335840773
1062,1.522398506766207
1063,0.8788159111933455
1064,0.3778453598746693
1065,-0.3502687705913085
1066,-0.4237288135593161
1067,0.1593694763988326
1068,-0.4804052873697182
1069,-0.0349507776548041
1070,0.2701368112237508
1071,-0.1833313933185879
1072,-0.1165365342034661
1073,0.094770838523999
1074,0.3290977661734757
1075,1.733687280831128
1076,1.1308405158447312
1077,0.5285889254173874
1078,0.7199769607372565
1079,-0.0928832233681262
1080,0.2189162844952766
1081,-0.1841001504818585
1082,-0.272890715294711
1083,0.1474642559466498
1084,0.144050705848455
1085,0.3667793582956031
1086,-0.1725239616613484
1087,-0.4686396610387043
1088,-0.2187479894486285
1089,-0.0901539055959912
1090,-0.1806335075156449
1091,0.1803078111919641
1092,0.0386224654007095
1093,0.0900379445623607
1094,0.0192901234567908
1095,0.032139872726093
1096,-0.2804009411158038
1097,0.0998132526241233
1098,-0.0515430706784254
1099,-0.1225648303444702
1100,0.7739342369692574
1101,1.228988934876255
1102,-1.296256684491979
1103,-0.1842962454997457
1104,-0.5213045538753088
1105,-0.8866866605815711
1106,-0.4058654097931426
1107,0.6762028608582585
1108,0.5174644243208353
1109,0.0474117494935499
1110,-0.3981132891946806
1111,-0.8334060563749003
1112,-0.7163260821797387
1113,0.0834284710634924
1114,0.4850338649770527
1115,0.3440167218254625
1116,-0.347835206516226
1117,-0.3393694918226864
1118,0.2972677595628445
1119,-0.2498027872732023
1120,-0.1382397472187469
1121,0.4079573983034749
1122,0.4899858649559746
1123,0.6460115806758172
1124,0.0949749611466063
1125,-0.500689354908931
1126,0.5628111696370597
1127,1.2962039740759157
1128,-0.4938448325221856
1129,0.4133998574483339
1130,0.5810657596371833
1131,0.3249046475490945
1132,-0.8763804773779965
1133,-0.1069900142653393
1134,0.0499037570400097
1135,0.3056147832267082
1136,0.1171334256202892
1137,0.5752399774138889
1138,0.1339254246845687
1139,-0.25439898240408
1140,-0.5736914972552036
1141,0.0122228538942599
1142,0.4809052333804857
1143,-0.141643059490097
1144,0.0495505061230421
1145,0.4018612521150544
1146,0.2048811239193108
1147,0.1747436437701844
1148,-0.2393691917769666
1149,-0.1480645843615451
1150,-0.2574722937423083
1151,0.3334861858173014
1152,-0.0099308190136097
1153,-0.6909724172799383
1154,-0.1702799095591877
1155,-0.6555649957519091
1156,0.011326952483424
1157,0.209110432915115
1158,-0.1755081243276919
1159,-0.3408509913082965
1160,-0.336297309621525
1161,0.7467752885268122
1162,0.2257846014901816
1163,0.0253943173161118
1164,-0.4278832530462023
1165,-0.1305186698445067
1166,0.0255297421495971
1167,-0.1676422117406305
1168,-0.0227363155800557
1169,-0.1138109599954572
1170,-0.0683332384260441
1171,0.1421585351984533
1172,-0.0568957669549514
1173,-0.4342283232980939
1174,0.0570531125071336
1175,0.5832983634074774
1176,0.3593538321119866
1177,-0.4524848866687632
1178,-0.305446885344564
1179,-0.2050539774440645
1180,-1.196216051266407
1181,0.6789113172091923
1182,0.4225267097241436
1183,0.1566925812089551
1184,-0.1206782115489151
1185,-0.2479432325530853
1186,0.3315246880086863
1187,0.1925506949876606
1188,0.4194379531427819
1189,0.2152466367713086
1190,-0.0658130908220735
1191,0.1314531548757333
1192,-0.0358637178720874
1193,0.4899368738613308
1194,-0.145163211817976
1195,-0.2328497223714767
1196,-0.0956194346500905
1197,0.2087309160305309
1198,-0.3050786624394445
1199,-0.1737775647171572
1200,1.1496372802164052
1201,1.6863100634632773
1202,0.0101530941554545
1203,-0.7377553194727776
1204,-0.2135383301302549
1205,-0.2415754388110881
1206,0.4262834175750666
1207,0.4667232391804958
1208,0.2840737382895127
1209,-0.5713938362409566
1210,-0.2132066276803084
