,MRVL.US
124,-0.0712377560106841
125,-0.1670490093847643
126,0.9092787766067322
127,-0.5822086514417975
128,0.124766452148637
129,0.1140487299118708
130,0.0932256059664423
131,0.1861042183622752
132,-0.1449575481466148
133,-0.165940676208252
134,-0.0207468879668008
135,0.1036269430051754
136,0.0828328846552063
137,0.1137656427758811
138,0.0206803846551504
139,0.0929752066115737
140,0.343034101625402
141,0.2021987054351136
142,-0.2368692070030937
143,0.1028806584362227
144,0.1130407974514432
145,0.0102753801890576
146,0.2050861361771973
147,0.0
148,-0.2879473467708773
149,0.2257336343115112
150,-0.7963477557245253
151,-0.8254154775893932
152,0.881863560732115
153,-0.3171423802370303
154,-0.1839464882943134
155,-0.2346630908481404
156,0.2674690738883378
157,0.8782104391052213
158,0.4125412541254125
159,-0.0082515058998309
160,0.0247483913545628
161,-0.0495212941564891
162,0.2552070470074934
163,0.0904754071393316
164,-0.1251770596567521
165,0.0098814229249015
166,0.2133121226363981
167,0.1807742782152214
168,0.0311582676003187
169,-0.0722080905883267
170,-0.1067849515360684
171,-0.1217185341140832
172,0.2608481666803361
173,0.1382713460486214
174,0.5224902216427623
175,0.9238071022967956
176,-0.3857521827243495
177,-0.0481784133469553
178,-0.2389078498293525
179,0.0682128240109126
180,0.0851933889930093
181,0.0201015982474147
182,-0.1737201365187666
183,-0.0341413451690049
184,-0.2309863974677012
185,0.2645051194539268
186,0.1193114027612072
187,0.0
188,0.0332257047683158
189,-0.016189502385826
190,-0.3076923076923072
191,0.0683293474547303
192,-0.1063651505357539
193,0.2085324232081901
194,-0.0341413451690049
195,0.1023192360163749
196,-0.0341180484476341
197,-0.153767298821111
198,-0.3945111492281372
199,-0.7952973720608467
200,-0.1627869119322829
201,0.0732004880032561
202,0.4936872774360629
203,0.1938610662358601
204,0.129073894804773
205,-0.6986190089358241
206,0.2592772646248642
207,-0.1785714285714276
208,-0.2057797262234947
209,0.1742426210767027
210,0.0311688311688277
211,-0.008117542008284
212,-0.0731112916328216
213,-0.0081241368104565
214,-0.113867425782839
215,0.0243942104407229
216,-0.0650935720097626
217,0.0
218,-0.1466753585397708
219,-0.1071877809192692
220,0.074502771437893
221,-0.0163052339801159
222,0.0
223,0.1302719426803424
224,-0.3103560927801335
225,0.4215174628663204
226,-0.0803535556448355
227,0.2004811547714543
228,0.5383848454636012
229,-0.3803042433947112
230,-0.1804692199719338
231,-0.1807955002008764
232,0.856403106950806
233,-0.1595850787951292
234,0.2189490445859861
235,-0.2394253790901926
236,0.2362720372939666
237,0.0224875621890518
238,0.2382370458606262
239,0.0795475509868111
240,-0.0001983733386298
241,-0.1390544298768239
242,0.2180376610505439
243,-0.0396589331747038
244,-0.1986886548778093
245,0.4745896776745145
246,-0.0791608945181063
247,-0.3250189114546802
248,0.2846955361402943
249,-0.5576348795540603
250,0.430661205383273
251,-0.1171646162858861
252,-0.0390701308849445
253,-0.6092767295597389
254,-0.1772002362669884
255,-0.0788177339901461
256,0.2358954196972625
257,-0.1573141222403479
258,0.2942677659992054
259,-0.196695515342239
260,-0.3157063930544666
261,0.0197277569540304
262,0.0788488074117862
263,-0.0197160883280717
264,-0.1184366363995307
265,0.0591832708621052
266,0.2361739814997137
267,0.5675146771037165
268,0.0391236306729186
269,0.389711613406085
270,0.1264960591612293
271,0.019457145636745
272,0.0680536651759607
273,0.4259438528557577
274,0.3088206909863032
275,-0.3646134103304453
276,-0.8248423095584752
277,0.1937046004842688
278,0.0161394448030955
279,0.0886882205917918
280,0.2013192769242344
281,0.0480939359819928
282,-0.0160875160875243
283,0.0723414516517992
284,0.1524879614767237
285,0.2082332212077567
286,0.1199904007679431
287,-0.008000000000004
288,-0.3210272873194267
289,-0.0160539412425718
290,0.0481386392811314
291,-0.2251527822450958
292,0.1445318773085007
293,-0.2899017555161857
294,-0.1290114497661754
295,0.0644641418211106
296,0.1609010458568003
297,0.1125040180006433
298,0.224502886465684
299,-0.4186795491143285
300,0.0554708084870423
301,-0.1945254967347514
302,-0.1530754244364033
303,-0.0975066165203972
304,0.3055131231773348
305,0.1178999930646976
306,-0.2572660269781703
307,0.2220063826834974
308,-0.013877324451833
309,-0.0833333333333364
310,-0.0416840350145909
311,-0.264837370907456
312,0.0419161676646768
313,-0.1673873622541561
314,-0.5328845884167654
315,0.3772003352891814
316,0.2091175240485231
317,0.0835770998746375
318,0.1460463175464076
319,-0.1044277360066873
320,0.2084201750729549
321,0.0208376745155248
322,-0.1182197496522861
323,-0.0556637907041556
324,0.0
325,-0.1737720111214153
326,0.1734705678269986
327,0.2882841328413284
328,0.2805758704751389
329,0.3277936962750732
330,0.5131128848346669
331,-0.1255851124557591
332,0.2618993395581755
333,-0.1482495153381177
334,0.0
335,-0.1484696208314246
336,-0.1486903808761242
337,0.1830111325112396
338,-0.011760675953415
339,-0.1830244795241324
340,-0.1833600733440254
341,0.0114586914174297
342,0.0343642611683861
343,-0.2468852270769977
344,0.3832075040036695
345,0.251026928343221
346,0.2844464671748777
347,-0.1367209752762954
348,0.1365343042439464
349,0.4755973275959707
350,-0.3644158628081494
351,-0.0643500643500668
352,0.1071352046282499
353,0.2244788882950227
354,0.1067805659370085
355,0.159914712153509
356,0.0852151682999555
357,-0.1386666666666618
358,-0.3298309750026212
359,-0.2379317742973629
360,0.6183368869936017
361,-0.320855614973259
362,0.0
363,-0.8629989212513454
364,0.099792440345448
365,-1.3462210572302216
366,-0.4167580609782796
367,-0.0438885231512028
368,0.4587155963302771
369,0.0872981230903517
370,-0.4549191559331392
371,-0.3023639362286877
372,-0.5083434633661266
373,0.0110497237569117
374,-0.1771087004649065
375,-0.6558048980428328
376,0.418367346938772
377,-0.143061516452075
378,-0.3692307692307686
379,0.4695794201714922
380,0.0408163265306186
381,-0.115030126451413
382,-0.0484464431725226
383,0.1224989791751636
384,0.05774532069058
385,0.2680097680097724
386,1.4539255991176203
387,-0.1104195944589434
388,0.0200722601364873
389,0.2602602602602654
390,-0.8683360258481416
391,-0.1415571284125384
392,0.5782345750498569
393,-0.1966156325543914
394,-0.2220876236624256
395,-0.0707142135569324
396,0.0706642438925978
397,-0.040395879620285
398,0.2216848045143076
399,0.0805477245267804
400,0.0893509869222641
401,-0.7611720412506078
402,0.147106897678974
403,0.5364981303853005
404,0.1136732705423843
405,-0.6044763927462792
406,0.3581312062510156
407,0.1462938881664554
408,0.0243763711708677
409,0.251256281407037
410,0.1618384851917809
411,-0.0346454347354478
412,0.4535052377115195
413,-0.0161186331399065
414,-0.3396409509946642
415,-0.06473539407671
416,-0.0323781771086223
417,0.1454898157128941
418,-0.2268308489954643
419,-0.0486302480142667
420,0.0647983152438022
421,0.1702910796907263
422,0.2897686043699168
423,0.0564061240934675
424,0.5130671797338469
425,-0.9690910945628918
426,-0.8435346157802772
427,0.4913501893745562
428,-0.0409626216077747
429,-0.040979407847563
430,-0.5045304777594675
431,-0.3305785123967018
432,0.0928888430178588
433,-0.2068466232288787
434,-0.3632966576707435
435,0.041502386387209
436,0.082935931992534
437,-0.1141670991177991
438,0.3516392594890924
439,0.2167182662538782
440,0.3394014193150244
441,-0.0926497838171746
442,0.0925640234495561
443,0.0
444,0.1950318209813156
445,0.0205254515599302
446,0.2048340843916457
447,0.0716405690307984
448,-0.0307125307125173
449,-0.1846153846153916
450,0.591422982764781
451,0.6423223834988553
452,-0.0917571494112284
453,-1.004016064257037
454,0.5273250239693349
455,0.2193900313217058
456,0.0209993868792152
457,-0.523882896764236
458,0.1538461538461451
459,0.1075764561241634
460,-0.1847575057736571
461,0.0461680517082196
462,-0.3552123552123614
463,-0.1237049636616643
464,-0.0618907628036612
465,0.1236284963684103
466,0.2004935225169797
467,0.2000923503155232
468,0.2686315143142178
469,-0.1306486320319608
470,-0.0153727901614221
471,-0.0076869859328087
472,0.0
473,-0.3316365879993883
474,-0.3249767873723208
475,-0.0427167876975718
476,0.0
477,-0.1283147989734864
478,0.1494768310911814
479,-0.3320835565077689
480,0.2244548952543907
481,0.1920204821847585
482,0.4460492778249805
483,0.0424628450106223
484,0.222434064188109
485,0.1782644276823698
486,-0.1043607112616326
487,0.0528932613984948
488,0.0528652992175905
489,0.1056189269117115
490,0.3787878787878782
491,0.1470897247320871
492,0.0105053051791059
493,0.3559091384905301
494,-0.0418892030579183
495,-0.0104733975701622
496,0.1255230125522911
497,0.052273915316269
498,-0.0837082766558674
499,-0.3464930701385955
500,-2.1404521404521417
501,0.3833253473886049
502,1.1720137326861546
503,1.0658233778402395
504,-0.9697256385998028
505,-0.882844189930815
506,-0.0955337950800075
507,1.1800802454566912
508,-0.5935422602089269
509,-0.9829777031886756
510,-0.4213314072469105
511,-0.1567398119122202
512,-0.6309148264984178
513,-1.253071253071248
514,0.7317073170731638
515,-1.097275305141167
516,-1.517696445691593
517,1.0455576803035866
518,1.7742092457420893
519,-0.2928257686676538
520,-0.2446183953033128
521,-0.2083588675082751
522,-0.2087939081306825
523,-0.6552107800717037
524,-0.885507607882257
525,0.0133958472873477
526,-0.1744498121309845
527,-0.3163491956653422
528,0.2417243000067236
529,0.2210907141899933
530,0.0937081659973325
531,0.0133850890108297
532,0.306912196423811
533,0.0
534,-0.1336183858898908
535,0.2399360170621069
536,-0.0133315557925488
537,-0.0266702226963731
538,0.066631130063981
539,0.0266453503863522
540,-0.1467645096731146
541,-0.1804450979081803
542,-0.1405434346138455
543,0.0802460880032129
544,-0.0133761369716304
545,0.0668359844940477
546,0.2599826678221361
547,-0.0800587097204647
548,0.020010672358592
549,0.3191489361702248
550,0.7342085366691997
551,0.0961340383162716
552,0.1508399040109694
553,-0.3509013348011496
554,0.0687568756875648
555,0.1030290541932864
556,0.4308576118178056
557,-0.0684369011771108
558,-0.226352973454978
559,-0.006859651529696
560,-0.2889378095762159
561,0.1099505222649784
562,0.2057330955973
563,0.1643160345063734
564,0.0889253710924108
565,-0.0616016427104746
566,0.0820681165367285
567,-0.054742028192153
568,0.0273635244219595
569,0.3884156729131129
570,0.1428960261295644
571,0.0883812631722044
572,0.1696755802904846
573,0.1490918948224443
574,0.1083130246412108
575,0.8398197460057429
576,-0.5561277033985647
577,-0.0405931964154358
578,-0.0624742268041172
579,0.2057613168724309
580,0.1335662180211604
581,-0.4230293025175367
582,-0.1550067169577407
583,0.3398558187435616
584,0.5326777299733766
585,0.0511927920548757
586,-0.1024905196269432
587,0.1637163614038788
588,0.5594231978493959
589,0.284293831168839
590,-0.0483187903248756
591,0.1336115047818304
592,-0.1057438603612661
593,0.3640040444893826
594,-0.1924830311012176
595,-0.11156186612576
596,-0.0202880908906431
597,0.2428658166363033
598,-0.2332893802616794
599,-0.643119640669671
600,-0.1540284360189519
601,0.9496627124770446
602,0.4216430992170125
603,0.3864869269632929
604,-0.2708065834014233
605,-0.0934688631849495
606,-0.3282147462196708
607,-0.5539839698255525
608,-0.3074012768976178
609,-0.0473148805299172
610,0.2830856334040987
611,-0.2601702932828747
612,0.1299161450336594
613,0.1827291482463909
614,-0.2718836810686257
615,0.2535078410564832
616,0.0824693685202558
617,1.1183597390494036
618,-0.9347992239402688
619,0.1467652929435247
620,-0.046986961118297
621,1.8832695588031907
622,0.7106482805973672
623,0.3818969448244342
624,0.7916760913820434
625,-0.1128668171557605
626,-0.1884658876743202
627,0.1693320790216299
628,0.1502911891790311
629,-0.0093940817285024
630,-0.0469924812030048
631,0.0187934598759594
632,-0.0093976130063012
633,0.1032669921141564
634,-0.0187793427230009
635,-0.3391746749576026
636,-0.0377002827521265
637,0.0941619585687462
638,-0.2643504531722065
639,0.0566144555576545
640,0.0
641,-0.1701323251417834
642,-0.0730211458644593
643,0.2426872994904674
644,-0.1589614768863196
645,0.0549730801926885
646,-0.2082347373402734
647,-0.0663004356885843
648,0.1701966717095374
649,-0.5323193916349831
650,0.4006556182844634
651,0.4712706180895507
652,0.2098180371160866
653,0.2597871188886855
654,0.3595182455509668
655,0.277852469301773
656,0.0806018269747478
657,0.3925066904549489
658,-0.214553906669046
659,0.1071619932130778
660,0.3027065527065431
661,-0.0534473543559487
662,0.0623163892103562
663,-0.0089031339031384
664,-0.1605136436597044
665,0.7874015748031501
666,-0.1153234992444646
667,-0.0175407512402583
668,0.4146449051610048
669,-0.0353013855793769
670,0.1849894291754702
671,0.2635740643120692
672,0.105318588730915
673,-0.0175561797752774
674,-0.7072135785007047
675,-2.0122261844116127
676,-0.2041858090862641
677,-1.3975155279503084
678,0.077579519006985
679,0.219326538511162
680,-0.7539321461068481
681,-1.0372969863488852
682,2.158822516518856
683,0.6508362057959894
684,0.3942014242116
685,0.8822788001008355
686,0.4516938519447922
687,0.3094534656536659
688,0.0482584452279179
689,1.8335787923416784
690,-0.2211556675137332
691,0.4284139620330702
692,0.0856583455702315
693,0.4749725977347467
694,-0.0853242320819029
695,0.3280281861256178
696,-0.4025372041961432
697,0.5097087378640797
698,0.7707129094412337
699,0.0
700,0.4391891891891898
701,0.2471354751741169
702,-0.1124606387764218
703,0.2523977788995393
704,0.0
705,-0.196695515342247
706,-0.0356426871212972
707,0.572051425377311
708,-0.2690281358592188
709,-0.6089996616668456
710,0.0901408450704206
711,-0.1184499971797664
712,-0.1525251384024301
713,-0.3173523744758031
714,0.2374491180461259
715,0.2256317689530718
716,0.101431308463883
717,-0.2032749858836892
718,-0.351314596554853
719,0.1584068793844767
720,-0.1473087818696832
721,0.1018791034638933
722,-0.3521526752243579
723,0.0238498143121609
724,-0.4238167688191306
725,-0.210799416247763
726,-0.1428988990289386
727,0.0048713160672243
728,0.492649042897139
729,0.2580177276390006
730,0.4012841091492777
731,-0.2252252252252261
732,-0.3227888960619686
733,0.0967429861335089
734,0.1609787508048846
735,0.4487179487179505
736,-0.2812374447569259
737,0.1844722489573339
738,0.3491137880764142
739,-0.0454181992643495
740,-0.3619321236828862
741,0.121032382173782
742,0.2239283429302632
743,-0.0239980801535886
744,-0.2405580947798984
745,-0.2975711758082598
746,-0.2580228995323394
747,-0.0887741102413037
748,-0.1212023270846731
749,0.0161576991436387
750,-0.147151566113097
751,-0.1684565171615041
752,-0.7211028632025523
753,-0.4366812227074199
754,0.4769980920076349
755,0.0635593220339007
756,-0.0211909302818502
757,-0.7644345746498057
758,-0.02563007261854
759,-0.2515925271666392
760,-0.0482005141388193
761,0.2777184362315799
762,0.2450719232818218
763,0.0319556881124852
764,-0.6000857265323642
765,-0.3332974948930094
766,-0.1184068891280941
767,0.1826582142473273
768,-0.0967950096794893
769,-0.4103671706263603
770,-0.4992402865205055
771,0.2489985926166547
772,-0.1637406608182809
773,0.2390739939420203
774,-0.0866175833694221
775,-0.1281024819855857
776,-1.1762037457067045
777,-0.0388978930307841
778,0.0081030710639258
779,0.0324017820980204
780,0.3631961259079926
781,-0.1581188704686323
782,-0.311709373986388
783,0.1457489878542565
784,-0.1134889753566801
785,-0.1786584375507543
786,-0.2605438853606965
787,-0.0162866449511368
788,-0.1141366378607537
789,0.0977357875875586
790,0.0813802083333287
791,0.0650618087182809
792,-0.4384789811081556
793,-0.248280379954135
794,-0.0163800163800247
795,-0.0476885788311868
796,-0.0093419344687838
797,-0.008523192919197
798,-0.0982771152139191
799,0.1636363636363605
800,0.6286836935167
801,-0.0802214741875556
802,0.0801571709233738
803,-0.0393081761006211
804,1.011673151750965
805,-0.2144667576525627
806,-0.2345124096150037
807,0.1853116161123551
808,0.0682261208576931
809,0.1964942316297468
810,0.2116093962337306
811,-0.155551234687922
812,-0.0778361548939465
813,-0.0291970802919719
814,0.0875145857642973
815,0.1747233546884028
816,-0.0580806952589404
817,0.1936797208220203
818,-0.1747912215964193
819,-0.0972006220839896
820,0.1552795031056005
821,-0.0291233860790225
822,-0.1847889515658548
823,0.213509316770199
824,0.1163241566498549
825,-0.5631159080244064
826,0.0703399765533438
827,-0.8274231678487032
828,0.9367681498829172
829,-1.0650887573964565
830,0.2596789423984878
831,-0.6414825374198052
832,-0.1189343482397817
833,-0.6463969355997031
834,-0.616174706485975
835,0.7312290769966472
836,-0.2156721782890089
837,0.0239578342117995
838,0.3580806875149166
839,-0.2392916965781321
840,0.0
841,-0.4567307692307638
842,-0.2892960462873783
843,0.0
844,0.1203948952564513
845,-0.096408773198359
846,-0.3749848796419526
847,-0.2668283808368694
848,0.6626506024096351
849,0.0481695568400845
850,1.3807531380753264
851,-1.071327882717797
852,-0.2685512367491134
853,-1.6648608879832956
854,0.9657037142450592
855,0.9863322530646792
856,-0.5383198753364434
857,-0.426803243704648
858,0.7343595537353425
859,0.8263305322128899
860,0.1119194180190239
861,-0.4496908375491953
862,-0.2561349822903307
863,0.0025359256128527
864,-0.5097706032285463
865,0.4931661265323296
866,0.3370313158264217
867,-0.4372355430183188
868,0.5400855719997066
869,0.0210378681626936
870,-0.2037804792354662
871,-0.049212598425192
872,0.1263867434348956
873,1.0697415948874829
874,-1.351731906505221
875,-1.0132995566814524
876,-0.8516074089844552
877,-0.3632478632478669
878,1.452937460518014
879,0.3253226991289771
880,-0.2419524510835304
881,0.2936857562408235
882,0.5839416058394183
883,0.2496359475764457
884,0.4452728590659549
885,-0.2387378036121961
886,0.0
887,-0.3959983326386095
888,0.1041016031646976
889,0.4972032318210109
890,-0.2492211838006325
891,-0.2707205331111942
892,-0.0416666666666731
893,0.1109185009146096
894,0.3043568464730347
895,-0.479466333124878
896,0.7551463742629606
897,-0.4676782373726905
898,0.5580818520049671
899,-0.2071251035625547
900,-0.420447001549026
901,0.4296573757849516
902,0.8303288539276796
903,0.250653879686142
904,0.2283353267369726
905,-0.2944383860414351
906,0.4234987512216316
907,-0.1087074682030748
908,0.3574523396880398
909,-0.7178547271497316
910,0.4647627321098895
911,0.1734417344173404
912,0.2702702702702703
913,0.1942166594734644
914,-0.1621095860801963
915,0.3446418955304181
916,-0.55230669265756
917,-0.1518438177874192
918,0.1948473695605029
919,0.0649069666810929
920,0.0324429544717217
921,-0.0649280380911181
922,0.0864958373878238
923,-0.0432666306111325
924,0.1404190969971867
925,0.5566870332654593
926,-1.098146877144834
927,0.1096942273413033
928,-0.5099228224917371
929,-0.1241893197185089
930,-0.7787512167987795
931,0.0555941626129343
932,0.0138966092273358
933,-0.0278009452321323
934,-0.0139024051160724
935,0.3325481502009074
936,0.3727222528989454
937,-0.5133897599556051
938,-0.1111265453535189
939,-1.519145639663562
940,2.038161318300082
941,0.1245195170808392
942,-0.1789781972014386
943,0.7535795026375313
944,0.3967402959468202
945,0.2033172819689649
946,0.0855340532449463
947,0.0694481542817433
948,-0.0481026189203652
949,-0.4725593384169237
950,0.1822469982847359
951,-0.2687305170375147
952,-0.0161264312207714
953,-0.0484027105517927
954,-0.1184578936032731
955,-0.4217584081323678
956,-0.2276176024279143
957,-0.3153202131129784
958,-0.695242787540379
959,-0.054773511529821
960,0.4091206633209688
961,-0.1475006828735219
962,0.0054626898284665
963,-0.2628984554715685
964,-0.2645113886848006
965,0.0073469987510244
966,0.6206191588785005
967,-0.0146049364685338
968,-0.1776188539340881
969,-0.0418618266979091
970,0.08774495466511
971,-0.0073126142595911
972,-0.1244691755747455
973,0.0146412884333688
974,-0.1392859761014571
975,0.1098418277680182
976,-0.515236272633585
977,0.0882482718046596
978,0.0294074400823558
979,0.0
980,0.1321585903083542
981,0.1173364623056798
982,-0.044020542920031
983,-0.0293556436225014
984,0.1026392961876941
985,-0.0880540064572971
986,0.044007627988853
987,-0.0733998825601837
988,0.5257009345794383
989,-0.4860878310425851
990,0.2007360321177727
991,0.300200133422281
992,-0.1336005344021347
993,-0.0534687875952472
994,-0.0551701078324855
995,-0.0167210099489975
996,-0.2430439155212925
997,0.2007360321177727
998,0.233644859813085
999,0.0303646088804805
1000,-0.2309360686687838
1001,0.1501085323092337
1002,0.0500667556742342
1003,0.0667111407605055
1004,0.0500083347224556
1005,0.1996340043253991
1006,0.4224302161848796
1007,-0.0246892714345201
1008,-0.3944238351105386
1009,-0.1299242108769933
1010,0.1579910194578512
1011,0.0249397289882792
1012,0.0083125519534421
1013,0.2652959708174493
1014,0.3743668795419392
1015,0.7865414026655156
1016,0.6942937730527234
1017,0.0975398287634
1018,-0.3152859317242792
1019,-1.0216387076083628
1020,0.0441321769678325
1021,0.6001745962461776
1022,0.1525386794508614
1023,0.2716505487341084
1024,-0.2723904990193942
1025,0.4015192620727124
1026,-0.5455537370430987
1027,0.6180871828236751
1028,-0.1520417028670727
1029,-0.5130444274642494
1030,-0.4275378206533661
1031,-0.7510492599955738
1032,0.0
1033,0.3960396039603953
1034,0.7208387942332859
1035,0.3591250408096619
1036,0.7881667026560182
1037,0.0647388864911548
1038,1.488095238095229
1039,-0.1948917837727068
1040,-0.525881625077326
1041,0.1647107267860784
1042,-0.4446282700858306
1043,0.0310109572048802
1044,0.3296929734185116
1045,-0.2271788517141665
1046,-0.7700312174817994
1047,-0.4179728317659263
1048,0.0208942749686544
1049,-0.7154882154882076
1050,-0.1897533206831191
1051,-0.7220216606498117
1052,0.674963087956113
1053,0.2314814814814952
1054,-0.1158748551564304
1055,-0.593408922327013
1056,0.4535864978902876
1057,0.4724409448818927
1058,-0.9218054672600176
1059,-0.2336448598130829
1060,-0.9433962264150896
1061,-0.5389092476826902
1062,0.4292766688130561
1063,-0.1289490651192827
1064,0.1720512330338432
1065,-0.6929740134744936
1066,-0.8933773548261815
1067,0.3290747193186113
1068,-0.1356852103120627
1069,-0.291601866251955
1070,-0.2338269680436427
1071,0.1653535648283257
1072,-0.5476772616136941
1073,0.2421505938640845
1074,-0.2035389578648849
1075,0.3895218619144917
1076,-0.2440452948067161
1077,0.009760858955593
1078,-0.2250048914106867
1079,0.2731707317073182
1080,0.0879226280872791
1081,-0.039200390053631
1082,-0.2639812280015604
1083,-0.0978665100802449
1084,0.0097856933163625
1085,-0.4225628930817537
1086,0.2450740123517302
1087,0.5750487329434593
1088,-0.3717472118959063
1089,0.2887099225041752
1090,-0.1828287149166125
1091,0.2734173371793079
1092,-0.1825095057034289
1093,0.1973284760169937
1094,0.4382650748073239
1095,-0.0544349351317043
1096,0.2954922357907402
1097,0.0301431801054951
1098,0.1790308264002765
1099,-0.0436484045755514
1100,0.0902255639097778
1101,-0.1430615164520726
1102,0.1353485224453017
1103,-0.309247246945238
1104,0.2632964718272732
1105,-0.263991552270323
1106,0.3007971123477044
1107,0.2250900360144143
1108,0.1049317943336728
1109,0.056631079975676
1110,0.0557011304933721
1111,0.2017334130304917
1112,-0.0224198490396839
1113,0.3945213637040354
1114,-0.2149470899470942
1115,0.3131696060656087
1116,0.3449408672798962
1117,0.0492529962239271
1118,-0.3459637561779139
1119,-0.0906917305631127
1120,0.4268943436499434
1121,0.0328272466146836
1122,0.1802244613746202
1123,-0.2368173845638387
1124,0.2117338577515641
1125,-0.394866732477792
1126,0.0328947368420987
1127,0.0
1128,-0.4128819157720891
1129,0.0
1130,-0.0247790534401595
1131,-0.0330496571098009
1132,0.1320240943972246
1133,-0.0330169211720941
1134,-0.0593005181775169
1135,0.1919034547567917
1136,-0.0133558899474767
1137,-0.0039574573336538
1138,-0.1734390485629401
1139,0.7810993249758942
1140,0.2405002405002405
1141,0.3928708317362941
1142,-0.4620716211012746
1143,0.8589425462874648
1144,-0.3447615399348778
1145,-0.5004812319537979
1146,0.0577145055790573
1147,0.3737422137038817
1148,-0.4524451289949932
1149,-0.2993144733030822
1150,-0.9651004094365324
1151,-0.1405755788980351
1152,0.1501120966955808
1153,0.6873184898354248
1154,-0.2134264648816442
1155,-0.389559797428897
1156,0.8497489378138233
1157,-0.4266873545383997
1158,-0.1943256898562017
1159,0.0582637405321443
1160,0.5216383307573339
1161,0.0999772252652871
1162,0.0158240061752261
1163,-0.7779074290159443
1164,-0.1460141824746041
1165,-0.7842285004656971
1166,0.4225061830173235
1167,0.5839565618276746
1168,-0.3392269736842088
1169,0.4909983633387929
1170,0.1225991009399165
1171,0.6695771657746455
1172,-0.2235557363710399
1173,-0.2753697093319694
1174,0.0407788765419576
1175,0.172807190733133
1176,0.0713922505847654
1177,-0.3367346938775493
1178,0.0204039991838359
1179,0.0815494393476027
1180,-0.1504809469069636
1181,0.069577069356698
1182,0.3043124491456458
1183,-0.0610624872786363
1184,0.0508595259892148
1185,0.0508336722244786
1186,0.1015640869388526
1187,0.0101553772722708
1188,0.6156641098102538
1189,-0.4548635409377276
1190,-0.1752541184717741
1191,0.3666841278156117
1192,-0.461699306047708
1193,0.2854644044079121
1194,-0.0875350140056097
1195,0.0350017500875098
1196,0.0699545295557872
1197,-0.0875196919306794
1198,0.0524842547235724
1199,-0.0875503414463266
1200,0.0350078767722792
1201,-0.0350201365785381
1202,-0.2510225218108741
1203,-0.4000704970038716
1204,-0.0264433671220812
1205,-0.0615627772750451
1206,0.0703331570597494
1207,0.3250461214091228
1208,-0.2377597745685065
1209,0.2722402739966648
1210,-0.0087827156156728
1211,0.0526685393258446
1212,-0.140646976090011
1213,-0.1937643121366909
1214,0.0329055610398208
1215,0.3116286698376213
1216,-0.3208556149732625
1217,0.7025569806388363
1218,-0.1390706806282736
1219,0.0377802237701383
1220,0.327984833146682
