,ALGN.US
649,-0.4738574040219391
650,-0.5670482796722093
651,0.5107143129785602
652,1.420078266104748
653,-0.2013377270704866
654,-0.5451347294039194
655,0.1831446388569236
656,0.1526394535205465
657,-0.2082339489486078
658,-0.4892710394156189
659,0.3457793684976755
660,-0.0295819838133528
661,0.2987174057716775
662,-0.4100476870272957
663,0.2000666888962891
664,-0.4858435248785301
665,0.0624048706240438
666,0.015218383807643
667,-0.3872801020525032
668,0.2666402565841097
669,0.7598209695466744
670,0.048695542831365
671,0.0094903471986154
672,0.1410979989738245
673,0.197298070695974
674,-0.3794636108003493
675,-0.8230553580331623
676,-0.0269792995192719
677,-0.1506566665575071
678,0.2510792684251541
679,-0.1221849701529041
680,-0.5723966643090972
681,-0.2737873365110392
682,0.5528631626357954
683,-0.0969807417622961
684,0.2840420742438527
685,-0.0139175426531807
686,-0.142653352353781
687,-0.006559205024345
688,0.2012895623997487
689,-0.2477237306209484
690,0.2487440064149926
691,0.0850242809725439
692,-0.19987876206236
693,0.0548546352166817
694,-0.4994487139401454
695,-0.1301740047455779
696,-0.1006152374354683
697,0.0675809322871972
698,0.0823479034223788
699,-0.9191390343222758
700,-0.2884014685368647
701,0.4455842009303609
702,-0.0340907153936702
703,-0.0511622354485997
704,-0.1075562536278887
705,-0.351213829258674
706,-0.3783384065074284
707,0.1476775135227979
708,0.3388496226447415
709,0.2645592954188493
710,0.105711849957375
711,0.2389841896224684
712,-0.1328507558015708
713,-0.0690278156531177
714,0.0817438692098123
715,0.0187294614428325
716,-0.0783675422394829
717,0.1497116022663502
718,-0.0280819994383538
719,0.1860156966669917
720,0.0899540046504669
721,0.2260700224376483
722,-0.2946721241868941
723,0.4059608586072313
724,-0.2424715138361475
725,0.4164943159936773
726,-0.6488938656559975
727,0.0960931673455279
728,0.1489373890129981
729,0.6261740763932341
730,-0.3026150508164903
731,0.189488381370306
732,-0.1305324726274066
733,0.2469012821789946
734,0.1491985904285487
735,-0.0796359499431094
736,-0.2802198977518281
737,-0.1492452048729572
738,0.0562245292819199
739,0.123472806329756
740,0.0441746466028194
741,-0.5142014122634935
742,0.0515367987058556
743,0.2221158859281463
744,-0.0007142040909603
745,-0.1688367434540082
746,0.1899375919340846
747,-0.0414321227533736
748,0.2877656846543936
749,0.3987116364203847
750,0.7960501601044785
751,-0.1469033841523381
752,0.782097086688348
753,-0.4571183686588324
754,0.3620577691192445
755,0.1643013197392412
756,0.4746541742166342
757,-0.3913251814648388
758,0.4469964664310906
759,0.2625596926818109
760,0.3209983884212212
761,0.6998587201088458
762,-0.1257400324828465
763,0.5660999878444771
764,-0.1617560093227032
765,0.0643131529088475
766,-0.2928717117305493
767,-0.306008253479751
768,0.1597430145165309
769,0.2802900392580172
770,-0.497760515081536
771,0.4255207947700765
772,0.1734088162843821
773,-0.0660610490411023
774,-0.1551252331235923
775,0.2628163530175218
776,0.2073562914696392
777,0.1808661926308949
778,-0.2868580133867043
779,0.0332126337618639
780,0.2109806964787968
781,0.41537867078826
782,-0.1217025460817414
783,0.0394772884742438
784,0.0628019323671475
785,0.0032205081961904
786,0.1350786350625594
787,-0.2151404053019679
788,0.2724116871846051
789,-0.0538684805068519
790,0.1837792722661801
791,0.2529578456957206
792,-0.0849250096141476
793,0.0528498902964281
794,-0.0384510630116809
795,0.1576407789741915
796,-0.2301513499647171
797,-0.2378503471329419
798,-0.1636125865147389
799,0.0878781543014215
800,0.2680268351716147
801,0.1508417945307603
802,-0.474439999302507
803,0.0051005442753295
804,-0.4962088334998236
805,-0.3797343503419163
806,-0.4557764713653651
807,0.4193320287448106
808,-0.4036885076733921
809,-0.0512096208010085
810,-0.3115290608558756
811,-0.1076097708411322
812,0.0685796697831812
813,-0.3501709266637308
814,0.0756329061320901
815,0.0515035720219214
816,-0.1047782194355273
817,-0.330390962639126
818,-0.162120604358857
819,0.0668091929449454
820,0.4009116164556698
821,-0.1983531686501884
822,-0.055035773252621
823,0.2992966528657579
824,-0.3185988323602949
825,0.1151085466263051
826,0.2201998624665304
827,-0.1127874615497263
828,0.4854015130533544
829,0.1557269684179959
830,0.3704750926187659
831,-0.0754569133769119
832,0.125362318840581
833,-0.0855804238406799
834,-0.1525364634784058
835,0.0384824832092919
836,-0.1214033353203792
837,-0.284322874139731
838,0.337130899790737
839,0.0159821000479482
840,0.1653587850480826
841,0.0159531268128572
842,-0.1423301478490746
843,-0.0755791982791171
844,0.210306467286473
845,-0.0914581034783107
846,0.1246918950268252
847,-0.0957854406130387
848,0.2287799368683271
849,-0.1856848579800929
850,-0.0995244100709544
851,0.2107593401261502
852,0.4688011223217197
853,0.443015437779372
854,0.1103090153231829
855,0.0165061072596881
856,0.0419979001050077
857,0.1422901220699366
858,0.0419205605377768
859,-0.1874962500749985
860,-0.1667743437955286
861,0.170988885722426
862,0.441265408823804
863,-0.1043399749165473
864,0.1579045558001556
865,0.0581729227418817
866,-0.2219963224851649
867,-0.3389983050084736
868,0.0419821575830401
869,0.1138218687753651
870,-0.1469860363265517
871,-0.3099282350640256
872,-0.0135423876734054
873,-0.2050601610325402
874,-0.176723812400887
875,-0.1842734948706003
876,0.1729723793311878
877,-0.4633971423842905
878,0.0799272386517001
879,0.0509620814566897
880,-0.0027547829919673
881,0.1183155172176611
882,-0.1391452897252901
883,-0.1787279264110133
884,0.0903174209205444
885,0.2228826151560184
886,-0.0812392426850301
887,0.0454182608935066
888,0.0426474432169854
889,0.2045635519920932
890,0.0480287623674094
891,-0.0672855102713403
892,-0.125115147182155
893,0.2427650528048253
894,0.1123410784743446
895,0.2064449092872853
896,-0.1657034866204599
897,-0.1989653800238821
898,0.1096536315912206
899,-0.0425088445821873
900,-1.4385532264693794
901,0.2312764491683837
902,-1.3928503122479357
903,-0.6200006693664324
904,0.388391592072132
905,0.1730593227390094
906,0.0895445067454269
907,-0.2464292261795684
908,-0.0859056372446786
909,0.030849786552819
910,-0.1369268276391704
911,-0.734439955471369
912,-0.2333125389893866
913,0.4874038405073652
914,0.6285585668197741
915,-0.1996358108220879
916,-0.0852728731942199
917,-0.3304759188740379
918,0.1554339924761903
919,0.8604828800106301
920,-0.1729931135433776
921,0.3514006298690543
922,0.279343460222492
923,-0.2087025657164611
924,0.0579393457820193
925,0.7981448525049778
926,-0.6149505326556779
927,-0.0680344628309035
928,-0.0949473722349998
929,0.1555575653432239
930,-0.5456033463671911
931,0.1017423375301948
932,0.1387943937950717
933,-0.2719764226459039
934,-0.2011021975409644
935,0.2913955432767279
936,-0.1109958694979529
937,-0.1074720390542518
938,-0.1879733552331367
939,-0.3644955674408398
940,0.1645759426544229
941,-0.2732090140638482
942,0.700867576940572
943,-0.3726927153770287
944,0.0655843573545729
945,-0.2910706108617852
946,-0.318807824113634
947,0.1422044441182365
948,-0.04681175250351
949,0.0596264631416599
950,-0.3709235339493494
951,-0.1825117563879137
952,-0.4874180063777293
953,-0.3831354076826211
954,0.0298457967169729
955,0.1688406276898599
956,-0.3213798025755194
957,-0.6047296450677814
958,0.3720039946737517
959,0.1429378718877794
960,-0.1706527258651222
961,-0.1709444472240251
962,-0.1955083216362474
963,0.0050127825956142
964,-0.0208909575579306
965,-0.0259114996907291
966,-0.1071040080328173
967,-0.1189598552375716
968,0.1179827460693215
969,-0.0493930514859705
970,-0.0217711682743829
971,0.1638521986289948
972,-0.0384699014836031
973,-0.0987811411733243
974,0.4516741945699155
975,0.2575319511307369
976,-0.2771147560853074
977,-0.4502082114402767
978,-0.2961015173485655
979,0.1486412378567437
980,-0.1200906513097048
981,0.1824866032484538
982,0.2348423102957537
983,0.0359041635020356
984,0.0151879159417907
985,0.1722925941751319
986,0.2186769357722503
987,-0.1970592693648716
988,-0.2583586626139824
989,0.0711016615699108
990,0.1172147028607157
991,0.0599503858875494
992,0.0743658247720775
993,0.0399212587585815
994,-0.0785275397459477
995,-0.1006716037124402
996,-0.2661762570778623
997,0.0545881702598095
998,-0.1536353444338348
999,-0.2511516900704972
1000,0.207279661719592
1001,0.0447523702181421
1002,0.1588667505129944
1003,0.0843267911175765
1004,-0.3834152171026333
1005,0.7462645996383251
1006,0.1973167162657668
1007,0.1821702881901158
1008,0.1867444222389651
1009,0.2516339869280986
1010,0.1712747736726131
1011,0.221350563955667
1012,0.1511359573569187
1013,-0.1084315494323477
1014,0.1553692964930242
1015,0.5074583447807726
1016,-0.1156854972453959
1017,0.3121018080936884
1018,-0.2473886750962022
1019,0.2129787989286418
1020,-0.0888199861117766
1021,-0.058978937248028
1022,-0.1513116372404737
1023,-0.0323766046654576
1024,-0.1524019520420328
1025,-1.3107896112950983
1026,0.0557471865091697
1027,1.1503358016187468
1028,-0.8369799263735588
1029,0.1049463559329415
1030,-0.6732095768646452
1031,-0.8559804146045078
1032,-0.577491984198684
1033,-0.3154237785103072
1034,-0.2181617424444841
1035,0.1919692849144209
1036,0.008886677093693
1037,-0.0782639630024797
1038,0.363314133805929
1039,0.1698483749402941
1040,-0.302570518451485
1041,0.3386862863004428
1042,-0.0336146347504451
1043,-0.4442627903257334
1044,0.1862428606903321
1045,0.1528222527902292
1046,0.0746993708688381
1047,1.0757864883317836
1048,0.4149305252880969
1049,1.5279232261498013
1050,0.5079530469042548
1051,-0.4406943183955211
1052,-0.8817367492040306
1053,-0.0742892990391992
1054,-0.4110996916752343
1055,0.2463828028110804
1056,-0.0959994703477565
1057,-0.1334184117408119
1058,0.1596809690070047
1059,0.372574556125223
1060,-0.0065946748001116
1061,-0.0527852465235861
1062,-0.009898213372496
1063,-0.0340284353619749
1064,-0.2106533926474619
1065,-0.3127047718582468
1066,-0.1986336663286741
1067,0.2503647698633756
1068,-0.1852144085182031
1069,0.2014190510924756
1070,0.0695778941090648
1071,0.0678751758960298
1072,0.09096923585843
1073,-0.049644216448795
1074,0.2722996946942967
1075,-1.2348752233710671
1076,-0.8816301637697471
1077,-0.3455910146336121
1078,0.8441906121720337
1079,0.8616876338092971
1080,0.0822084913415951
1081,0.2934955050237905
1082,0.3898019384745096
1083,0.4596696670453545
1084,-0.1935048901575214
1085,-0.1657603929135127
1086,-0.2990851513019081
1087,-0.0035187726520957
1088,0.2929567581790999
1089,-0.0913033553983077
1090,-0.3532884013920084
1091,-0.172094254699501
1092,0.1885063951235069
1093,-0.4139541466176111
1094,0.4437481111293636
1095,0.1618371078914004
1096,0.2822227708328658
1097,-0.2462699618669204
1098,0.4273062988956401
1099,-0.7511770203311511
1100,0.5101265181331366
1101,-0.8999028513967197
1102,0.2651753386934922
1103,0.5014756746243214
1104,0.3681922351038115
1105,0.0202169957544125
1106,-0.1907398342420194
1107,-0.2097464436137105
1108,0.0152212149911916
1109,0.0726707339744239
1110,0.3737814220530894
1111,-0.2083702410177072
1112,0.1188068756319392
1113,-0.2314071922030985
1114,0.6160819204297587
1115,0.1876612714051145
1116,0.0251268907985287
1117,0.3372343444798714
1118,-0.0618088269686954
1119,-0.1187469686073215
1120,0.3516549448351744
1121,-0.2167114147205114
1122,-0.4416279420892711
1123,0.17333054218128
1124,-0.4381686066070137
1125,0.6563790776613075
1126,0.0762807677114333
1127,-0.3828640969193052
1128,-0.1842503613087977
1129,-0.037000746866925
1130,-0.3920948181574326
1131,0.2873957418788448
1132,0.0
1133,0.4125795786770105
1134,-0.2719196706826777
1135,0.1258696291634402
1136,0.1591356135941532
1137,-0.3880699348645925
1138,0.1191584944940564
1139,-0.2622869776575394
1140,-0.1347579170276278
1141,-0.2801440267932232
1142,0.2258543833581034
1143,-0.1847002067539671
1144,-0.2307171573435695
1145,0.4319297907754083
1146,0.2100205902539427
1147,-0.361632512484932
1148,0.2048490097818851
1149,-0.0639702847709494
1150,0.097667638483959
1151,-0.3672328783157019
1152,-0.1692716920574165
1153,-0.1342784185964717
1154,0.052802956965592
1155,-0.1630746176561349
1156,-0.4093554311508386
1157,-0.0007375827936679
1158,-0.1610520094562695
1159,0.2226120800224073
1160,0.4812277175428169
1161,-0.2264539372105106
1162,0.0710178326321576
1163,-0.2634715541182696
1164,-0.0110510262719798
1165,0.0441845736925148
1166,0.0904964058947753
1167,0.241474979081952
1168,-0.0866831217677526
1169,0.313424529130904
1170,0.001464579153179
1171,0.1579247517803151
1172,0.0
1173,0.0644443827441077
1174,0.4204016298020969
1175,0.5080395158771925
1176,0.4994391730075422
1177,0.3112722877002033
1178,-0.4355546112637162
1179,0.2241032086128342
1180,-0.427311435523106
1181,0.0903987420141488
1182,0.0447994654436603
1183,0.0083517451351008
1184,-0.1208665906499367
1185,0.1017587558093555
1186,0.2801884077725813
1187,-0.0090880174489852
1188,0.0847496103031229
1189,0.3183079893796786
1190,-0.3011091104419811
1191,0.0158851428528231
1192,-0.0098346269650423
1193,-0.226709228354577
1194,-0.0606948037661091
1195,-0.6275527732183096
1196,-0.0481202548081973
1197,0.1677570877369603
1198,0.0236329122609031
1199,-0.2989708063800891
1200,0.2649697328456756
1201,0.3902877319088261
1202,-0.2568722113530384
1203,0.0703264554059946
1204,0.2525358811397722
1205,-0.3392645982318779
1206,0.1433832831960389
1207,0.1473829007762102
1208,0.102361321442596
1209,0.2615274883571325
1210,-0.0965926589579109
