,GILD.US
0,-0.0424208144796396
1,-0.411756353826483
2,0.1134590838178957
3,0.0991782374610274
4,-0.014028604182227
5,-0.0568552389054237
6,-0.0283647709544689
7,0.0566973777462679
8,-0.0567295419089378
9,0.2405206564799118
10,-0.0495434921084447
11,-0.1852103967416601
12,0.2203194844778911
13,0.1317066897671476
14,0.0015544539344555
15,0.0643976839429563
16,0.119895620283509
17,0.1127157449806245
18,-0.0846083339208743
19,-0.0729573700349983
20,0.0330104236761048
21,0.0680905053922571
22,0.070437416355564
23,-0.0140894681225855
24,0.2880022478224395
25,-0.1898613454625544
26,-0.095461888676748
27,-0.0146886016451309
28,-0.1618361041636007
29,-0.0441566087724479
30,0.425032976696477
31,0.2704085361397387
32,-0.1977152899824328
33,-0.1613613026257876
34,-0.0880927910732671
35,-0.0220280490491233
36,0.1466383165921172
37,0.1975706132006514
38,-0.2494131455399086
39,-0.0440334654337313
40,0.117284855593019
41,0.0439624853458398
42,0.0512632735261967
43,-0.0806215186162515
44,-0.0953708458660373
45,0.0513271740724396
46,-0.0880669308674626
47,-0.0073394495412777
48,0.0586811413482083
49,-0.227907660638143
50,0.1305672421297017
51,-0.2764038405586441
52,-0.1456876456876374
53,-0.3362081567022423
54,0.1095130320508182
55,0.1021077966596271
56,0.2981384525887118
57,0.0799244350795504
58,0.3403330919623453
59,0.0432832126276931
60,0.0290882778581756
61,-0.1884877482963541
62,0.0579626141139055
63,0.1157909972499613
64,0.0217060994139361
65,0.0175065215409639
66,0.1125803887564125
67,0.0072254335260255
68,0.0794166486174176
69,-0.0144414759188257
70,-0.0361167292690056
71,-0.1736613603473293
72,-0.1594433975938533
73,-0.0725268349289195
74,0.2892681515765155
75,-0.1088344469190842
76,-0.0742942050520017
77,-0.0743494423791779
78,-0.0223098088793047
79,0.6428254765775119
80,-0.1035502958579991
81,-0.2669830910708878
82,0.0
83,-0.342312844173246
84,0.0743604997025537
85,-0.0446362148489825
86,0.0817661488144009
87,0.2151016169707699
88,0.0815237530571508
89,0.2292221236320632
90,0.1088727606852665
91,0.0093057607090043
92,-0.2814397866982635
93,-0.1507230552868853
94,0.2096225018504764
95,-0.0963177002296773
96,0.0296274350048085
97,-0.0222255148910958
98,-0.2674194027633229
99,0.1631563334322151
100,-0.1782859041409366
101,-0.0771882115788143
102,0.1810638613127757
103,0.0148148148148223
104,0.2217294900221813
105,0.0369412633911953
106,0.0221598463583994
107,0.1769650494027496
108,-0.1107256219089139
109,-0.2738712065136969
110,-0.0148060408646593
111,-0.1631321370309942
112,0.0444707975096159
113,0.1849522823111637
114,-0.066627183891009
115,-0.1482799525504278
116,-0.051924931384907
117,-0.0668052256532091
118,-0.0148478099480402
119,0.1926496739774891
120,0.08883624518804
121,0.1109221326628538
122,-0.1777909474775766
123,0.0444279896334707
124,-0.0963533946042276
125,0.4075471698113148
126,0.0693857849644118
127,0.194203989461785
128,0.1429643070290065
129,-0.1205599036724889
130,0.2177667642862447
131,0.127493625318746
132,0.0149970005998876
133,0.2915887850467187
134,0.1120238984316696
135,-0.0822184019732518
136,-0.0448665220967638
137,-0.1347809809060115
138,-0.104939659695686
139,0.0
140,-0.060001500037489
141,0.014998125234332
142,0.187125748502994
143,0.006885753376259
144,-0.0068862275449047
145,0.1420136034083248
146,-0.1947127986220256
147,0.2286380346095307
148,-0.0642990654205702
149,0.0373692077728037
150,-0.1127554615926684
151,0.1407459535538273
152,-0.2681343494213911
153,0.0
154,-0.1413227812323266
155,0.0706114955514717
156,-0.0706613906161633
157,-0.0636357208513069
158,0.0459380190112708
159,0.137624391276726
160,0.0846202665538428
161,-0.2049180327868796
162,0.0706114955514717
163,0.0564573041637149
164,0.0
165,-0.1342661296021466
166,0.0353207120655632
167,-0.0848416289592792
168,0.0282725473565111
169,-0.1415628539071267
170,-0.0424868998725409
171,-0.0566813093382545
172,0.0
173,-0.0992907801418343
174,-0.1278227524499409
175,-0.1279863481228717
176,0.0426439232409397
177,-0.2722387719323084
178,0.0584045584045538
179,-0.1012419968914399
180,0.0584295282884378
181,0.3479372292835397
182,0.4312782805429759
183,0.0706514059629746
184,0.155191873589164
185,0.0704920344001288
186,-0.1109364105719981
187,0.2219436972778129
188,-0.0338099598506739
189,0.1121513212607701
190,0.0144917340837156
191,-0.0492680180180132
192,0.1124859392575904
193,-0.2961500493583528
194,0.2952755905511923
195,-0.0745775113625332
196,0.1170761050902222
197,0.2379416713404259
198,-0.0701557457555734
199,-0.0561561139969002
200,-0.4177458434288579
201,0.5897009966777474
202,-0.3667889296432244
203,-0.1168419295610086
204,-0.267782426778237
205,0.0185739552986792
206,0.0148904132508016
207,-0.1340257999665026
208,0.0247886267100819
209,0.1424987456096343
210,0.4990855368373069
211,0.1082204305544028
212,0.1990875155537079
213,-0.3663308633752375
214,0.0499292668719333
215,0.0582168995342591
216,-0.3170365426330681
217,0.2330614283336117
218,0.1413016374366234
219,-0.0459025336202789
220,-0.0206271313316136
221,0.3563732802917227
222,-0.2409238182271263
223,-0.0581878636741541
224,-0.2332944509248468
225,0.0911854103343499
226,0.4387955817824273
227,-0.2426816320339702
228,-0.1747322039048987
229,0.4644438092559151
230,0.1318543892559048
231,-0.1674768187574165
232,0.4462685443180996
233,-0.2188679245282958
234,-0.1485978440463279
235,0.1222960863742363
236,0.0562848951260025
237,-0.2875302663438222
238,-0.0454201362604105
239,0.1058681185723039
240,0.0529060539641698
241,-0.034476397276975
242,0.0117931660114955
243,0.0604412209126718
244,-0.0453514739229042
245,-0.0907852927825726
246,-0.0605601816805545
247,0.2262846715548975
248,0.2564411631761463
249,-0.045221585770276
250,-0.4017259336408425
251,0.2078693392724581
252,0.4237350783451668
253,-0.5150839649279166
254,0.3701510216168197
255,-0.0148082333777656
256,-0.3119429590017943
257,-0.2545082510413228
258,0.1129044254369506
259,-0.3882625251997176
260,-0.0224047796863339
261,0.2235469448584075
262,-0.134308312192194
263,-0.0149253731343359
264,0.1490312965722717
265,0.2527129478222115
266,-0.1190653371037331
267,0.2375649591685176
268,-0.1040428061831051
269,0.0297176820207964
270,-0.1413585298712876
271,-0.1714115367416826
272,0.0074521201281696
273,0.2230649118893682
274,0.3482513337285113
275,-0.0417246175243409
276,0.1111419838844099
277,-0.0277932184547112
278,-0.0834492350486621
279,-0.0835189309576869
280,-0.0417769112936932
281,-0.209321797376508
282,0.2783189535207387
283,-0.0626610039685326
284,-0.2302861130495352
285,0.0209307193190547
286,-0.0628316112817672
287,0.0837053571428603
288,0.1393145723042551
289,0.027855153203337
290,0.1529689890140445
291,-0.0417362270450767
292,-0.2161031718368785
293,-0.038774178071109
294,0.0317902955939817
295,-0.0278940027893947
296,-0.1186902185296487
297,0.1115837924541436
298,0.1045004876689464
299,-0.1255580357142706
300,0.3017755631974221
301,0.2100987464108011
302,-0.3020511379600859
303,0.2172846428821573
304,-0.0631224575676637
305,0.0420639371845021
306,0.0910555438817845
307,0.069993700566945
308,0.1537493884967495
309,0.0488963397597046
310,-0.0279485746226886
311,0.0698226504678077
312,-0.195886385896181
313,0.0139899272523854
314,-0.1050346614382786
315,0.0419962203401709
316,0.0069988801791649
317,0.0839160839160871
318,-0.1120134416129911
319,-0.1683029453015491
320,0.0280426247896747
321,0.1120448179271883
322,-0.1121704991587388
323,0.119039282963389
324,0.0070018204733166
325,-0.2893425494293517
326,-0.2255517963589504
327,-0.7793472966390597
328,0.5650629641588543
329,-0.0807884957182051
330,0.0807232805941187
331,-0.5682740704659754
332,0.5168793409788293
333,-0.024234590839314
334,0.217636627438333
335,-0.1453019050694275
336,0.080658170672696
337,-0.3074433656958007
338,-0.0647668393782369
339,-0.0648088139987024
340,-0.1948051948051906
341,-0.1313411097673629
342,0.0987333549853855
343,-0.113802633718095
344,0.4370346390417661
345,-0.2271252433484759
346,0.1700542554052909
347,-0.178470025148048
348,0.0891554546928184
349,-0.4886789379377703
350,0.0298596595998958
351,0.067139127191349
352,-0.4420800239772242
353,0.2391986844072306
354,0.1939719486720314
355,-0.1120322652924084
356,0.0298663480923022
357,0.3200357249181354
358,-0.104306362688135
359,0.0893255917820489
360,-0.044682752457553
361,-0.2837938760268823
362,-0.2395568198832109
363,-0.0299535719634719
364,0.0
365,0.14954389113206
366,0.0
367,0.0074766355140118
368,-0.0373971578160144
369,-0.0224433305902604
370,0.06743410969781
371,-0.0749663324854114
372,0.1195635928859636
373,-0.0598175564528069
374,-0.1647693229478721
375,-0.1598140345779448
376,-0.2768065268065235
377,-0.1628521897490612
378,-0.0779846659364885
379,0.2258487541891317
380,0.1890634089587109
381,0.2610966057441146
382,0.1014345746993296
383,0.144696860078128
384,-0.2320522117476382
385,0.0362450163102449
386,0.0520207677338105
387,0.0349098283479249
388,-0.0797332560162258
389,0.043471960585424
390,0.0796351263302578
391,-0.065198493190382
392,-0.0434845629801437
393,-0.1451589490492006
394,-0.1017146178436608
395,0.1523394994559361
396,-0.079860606940602
397,-0.0217849103187866
398,-0.1672970613907609
399,-0.2771699489423745
400,-0.2739320352409895
401,0.4055449048812943
402,0.7174231332357173
403,-0.051270782978095
404,0.109745390693595
405,-0.1612194049538317
406,0.1901696898771144
407,-0.1171646162858791
408,0.3211678832116771
409,-0.0619361473379152
410,0.061897810218979
411,0.2289636046911367
412,-0.3173582700175414
413,-0.0358105984754964
414,-0.0372861529463282
415,-0.1171131605914189
416,0.109673173941658
417,0.2988773873742503
418,0.2036956205441591
419,-0.0291078445641249
420,-0.0291163196971844
421,0.1961496549219108
422,0.1233492961834186
423,0.0072553145178983
424,-0.0217706821480414
425,0.1681614349775848
426,0.0739363251405978
427,0.1220977313318429
428,-0.2244182786655451
429,0.1539538138558424
430,0.1327835627926464
431,-0.0839336923830206
432,0.0349601454342129
433,0.1256983240223313
434,0.1394700139470132
