,ADBE.US
167,0.1538461538461513
168,-0.0857878181298225
169,0.0021996392591594
170,0.1164451279797809
171,-0.2235018221453943
172,-0.2262143850279131
173,0.046324891908581
174,-0.1989301976039912
175,0.3844935423604876
176,0.2481439842808428
177,-0.0293807748419595
178,-0.0669113323465569
179,-0.0842169347065132
180,0.2401807104765774
181,-0.1950101419878349
182,-0.079170134589226
183,-0.0121815044157958
184,0.0263862953641299
185,-0.3298985867307467
186,-0.0805029908389597
187,-0.0560778156161492
188,0.2177186342733881
189,-0.0061046334167577
190,0.132092342708498
191,0.101506354297779
192,0.1540519722706431
193,0.0870850800980227
194,0.04858201250987
195,-0.066844919786093
196,0.0465671883541572
197,-0.0719271408455021
198,0.1001922882299371
199,-0.1317389541953859
200,-0.1031587200066021
201,-0.1632568712543956
202,-0.5736167074829055
203,0.0623130478744821
204,-0.224852194187684
205,0.0832015974706667
206,0.0635464137226997
207,0.3633445176256163
208,-0.0357403695243451
209,-0.0948796117712897
210,-0.399775126491352
211,-0.0833559088919868
212,0.0479066861070648
213,0.0842863237635347
214,-0.0072845338938889
215,0.2574162878080073
216,0.1533837703388971
217,0.3963911885542077
218,-0.1550804350523137
219,0.2372259009427104
220,-0.1321958977960437
221,0.0701797840939649
222,-0.1033121887720313
223,0.115575918931737
224,0.2388354711853291
225,0.1568860244233494
226,-0.8121740617252287
227,-0.0615921572653105
228,-0.3467989767713327
229,-0.0532499656451936
230,-0.0721972014989443
231,-0.1153045244118538
232,-0.1016400220507221
233,0.312553666494923
234,0.303045867789836
235,0.0376525355559591
236,-0.5316586373021194
237,-0.0086036307321807
238,-0.0990397450802965
239,0.3527109829565848
240,0.1319849160095957
241,-0.1717032967032967
242,-0.3082964468403857
243,0.5804794520547922
244,0.0701562259372646
245,-0.1645385208672418
246,-0.0952144039664199
247,-0.3797206771254761
248,0.120401107690179
249,-0.4700433753261838
250,-1.0647010647010642
251,0.0818330605564638
252,0.0968137518555944
253,0.7198086206160034
254,-0.0983494398357948
255,0.188858420204648
256,-0.0779514778745961
257,0.0341588385994808
258,-0.1443155700464919
259,-0.3658641260031846
260,-0.0579710144927497
261,0.4999038646414098
262,0.4656800204133703
263,0.1327231607224387
264,-0.2224066743285147
265,-0.1534723110372228
266,-0.20183897734918
267,-0.0630476597563616
268,-0.1584039729428787
269,0.0513478818998614
270,-0.1435519465215347
271,0.1903254779521804
272,0.2517064846416397
273,-0.0490855155046243
274,0.1810745174896729
275,-0.3248777936472831
276,-0.0644135348940182
277,-0.636078193051766
278,-0.5571229235203562
279,0.3633005550988855
280,0.185365260726879
281,-0.5622784500672271
282,0.1698207221956659
283,0.176626435089786
284,0.0821551007160739
285,0.1397723129279256
286,-0.0445849546044153
287,0.0060793969238311
288,-0.0101333549511595
289,-0.0263536662004085
290,0.0908780292085619
291,-0.1437437884104459
292,-0.0426119069842903
293,0.196439782093608
294,0.084984116064013
295,-0.0703637145966677
296,0.1248786604109381
297,-0.2371733798220218
298,-0.3151944037742011
299,0.1867337825769294
300,-0.2330813352520387
301,-0.0973808606033477
302,-0.3052440935267902
303,0.4325846680647136
304,0.0567002480635797
305,0.2464422426244133
306,0.1240769882580819
307,0.0957400707468664
308,-0.4230383871914451
309,0.2528783206052923
310,-0.3337384786792335
311,-0.1318458417849852
312,0.0527105380529519
313,-0.0141933129219962
314,0.0850874171917132
315,0.145651690166482
316,-0.1783362042760148
317,-0.2127324698798267
318,0.1394268794743353
319,0.1589471019994988
320,0.1243705636109949
321,0.0424499696785889
322,-0.0222406437655459
323,-0.0606931153776031
324,0.5232546438849577
325,-0.1703163017031662
326,0.5650889107781606
327,0.101854089700658
328,-0.4195270785659731
329,-0.1211506885455285
330,0.2817730238676167
331,-0.0796798946839715
332,0.0666441634426651
333,0.4454745984696909
334,0.2423971531228114
335,-0.0602057315856508
336,-0.0791901941881346
337,-0.1344595759351788
338,0.0310195078238005
339,0.3451888234384913
340,-0.0412335709990566
341,-0.1428030694057202
342,0.3702560937982049
343,0.0719424460431584
344,-0.2051132413899531
345,-0.0678449356761274
346,-0.0017176228100293
347,-0.0051531339643208
348,-0.3671987505691256
349,0.1119185796207963
350,-0.1453488372093023
351,-0.4037554117818837
352,0.4011666779716955
353,-0.3120200625984211
354,-0.2905049717293837
355,-0.0585251658212942
356,-0.2209318239583935
357,0.2486616154228666
358,-0.0380450687737879
359,0.2238660696904985
360,-0.0194704049844281
361,-0.167726333034289
362,0.2101903390292399
363,-0.0038925652004856
364,-0.1793791920137184
365,0.1460195082062963
366,0.171036520184252
367,0.0446827524575549
368,-0.3118057450208564
369,0.0019487479294535
370,-0.1639632253908828
371,0.2239707085264852
372,-0.0389666056189933
373,0.1284246575342404
374,0.0758297524839078
375,0.0869740922628207
376,-0.7193798998354082
377,0.1413752275257487
378,0.2415203441224181
379,-0.1138379265612971
380,-0.2007215364481998
381,0.0371241183021766
382,0.0512403703442075
383,0.2045422485540922
384,-0.19079923680306
385,-0.0937207122774084
386,-0.0257002250052081
387,0.1298887122416626
388,0.1675337271845396
389,-0.1306704808320547
390,0.0176550555251536
391,0.2154385343062358
392,0.0998064061950186
393,0.0791347929306131
394,0.1580019590908544
395,-0.012274355552427
396,-0.0456589639051776
397,0.0802910418614052
398,0.1100288442149272
399,-0.1747729707892018
400,0.8703563145688421
401,0.3717940638981624
402,-0.0420282850358267
403,0.4664296172348919
404,0.0313643491897495
405,-0.0994191826696714
406,0.005232314776064
407,-0.0544457008836936
408,-0.1615034503009918
409,-0.2080793644121251
410,-0.1346971418950175
411,0.1502558552500303
412,0.0787434642924637
413,-0.0935296404888748
414,0.2018888405287866
415,0.1523639981150888
416,0.0188456021693329
417,-0.0869747458870419
418,-0.1469199286388894
419,0.0251799315945201
420,0.2073037942876306
421,-0.0125654450261784
422,0.4409787016669639
423,-0.2413994900305207
424,-0.1507095909909094
425,-0.152151421094273
426,-0.0304395470595466
427,-0.0416180277115127
428,-0.2411526486090482
429,-0.2570746536633119
430,-0.257737230756641
431,-0.1372388365424039
432,-0.3762567592573522
433,-0.1090894121521549
434,0.5272155851069369
435,-0.2349826584850368
436,-0.1747461041897878
437,0.2471161240707478
438,0.4135607066271781
439,-0.10835786719005
440,-0.18434312400147
441,-0.1456380381940958
442,0.1408855181240025
443,-0.1030972226493975
444,0.1647901740020484
445,0.0981635240705178
446,-0.1864486651504958
447,0.1023394805247968
448,0.1246984749989806
449,0.322152738298279
450,0.2607389804775881
451,0.0321694588107093
452,0.4499880933807423
453,0.0188827953105003
454,0.0623564161470291
455,0.1883547620997424
456,0.004913361066541
457,-0.1361213612136188
458,0.2470307234237462
459,-0.2147717025985646
460,-0.0984655780750016
461,-0.0492570396519281
462,-0.0986112252444587
463,0.1362263655462065
464,0.1474974597659669
465,-0.1115668580803855
466,0.0999819704643447
467,-0.0984397302751427
468,0.1294445354743509
469,0.0
470,0.0671349740466148
471,0.1079542666470334
472,-0.0409084958764236
473,-0.0261882938326515
474,0.2106982441812925
475,-0.2150217150642916
476,-0.2454275775231094
477,-0.089714834988789
478,-0.0213652387565358
479,-0.1150986744936301
480,-0.0624759214074736
481,-0.3371631053366369
482,0.0127762049088571
483,0.0623390557939932
484,-0.2366100236610072
485,0.1503436426116936
486,-0.2713528879700322
487,0.3391140109890198
488,-0.1599394637728576
489,-0.0744358152442836
490,0.0021297655386329
491,-0.1400288976558898
492,-0.2656601002246508
493,-0.0529483591411569
494,-0.0538417959374238
495,0.3413425277448557
496,0.0193907010815648
497,0.0925587102051374
498,0.2517057179474587
499,-0.5163051688788124
500,0.4919572444431125
501,-0.6338466616158828
502,0.420538408676677
503,-0.8512497551715271
504,0.5156107139109883
505,0.3018574694780399
506,-0.1092062352272414
507,-0.6497075186894511
508,0.6752310591331898
509,0.12994189954147
510,0.2866908430200189
511,-0.4164984222411775
512,0.0448450603166163
513,0.2965899606533935
514,-0.3679880329095043
515,-0.1438116067951038
516,0.1398706009948104
517,0.0612960374354288
518,0.3382229142299441
519,-0.1873413942379453
520,-0.0194096480881489
521,0.0781150230287127
522,0.1097417403096736
523,0.4118402208354015
524,-0.310397189305056
525,0.408324265505982
526,-0.2052466166377995
527,0.0544889259271181
528,-0.1597149209049984
529,0.1130369253956357
530,-0.0593595584932305
531,-0.0288859646307513
532,0.1026002757382388
533,-0.223332637092496
534,0.1940346375882033
535,-0.1525736770256236
536,-0.1930967897658591
537,-0.0080463469584918
538,0.0972660991471159
539,0.1308564272181456
540,0.033706242075008
541,0.0224657798032617
542,0.0112316282652028
543,0.020854388244541
544,-0.1043807810894105
545,-0.0064238453138172
546,-0.0626717446849517
547,-0.2093431456223054
548,0.1174162002187509
549,-0.0257416822189461
550,-0.442847057313393
551,0.3772378516624002
552,0.6942092786996338
553,0.2912252564048443
554,-0.4557885141294512
555,0.606839587854779
556,0.0168538142288412
557,-0.095948040445798
558,-0.0094902672037368
559,0.2618764658245963
560,-0.0462967834257572
561,-0.1190400943893133
562,0.0505401478299343
563,0.1206452247963794
564,-0.3998732974342713
565,0.2317497103128549
566,-0.0759029285879855
567,0.0632124570681966
568,-0.7023425564420307
569,0.0042435815828641
570,-0.0529242393653178
571,-0.2192885409131578
572,-0.0446989208403353
573,-0.3610185422541224
574,-0.4269195288867932
575,-0.1223446344878092
576,-0.1371407673787793
577,-0.1174693740560468
578,-0.2753598800654674
579,0.1023901216455711
580,0.0381906784192114
581,0.1616666920859495
582,-0.1451001955034108
583,-0.1805551305199473
584,-0.18088172174872
585,0.1645152157444783
586,0.0634702148811007
587,0.1191512762934746
588,-0.2028149179938995
589,-0.0673952501665644
590,-0.0114891465861985
591,-0.0582455817660666
592,-0.0061314897987282
593,0.0949478552504639
594,0.2718511843853525
595,0.0244300917655273
596,-0.0198533903481972
597,0.205745637430469
598,0.1065692319403281
599,-0.0426458717273059
600,0.4788877445932005
601,0.3775598145032164
602,-0.0718700589334413
603,-0.040057929929435
604,-0.7148177266520547
605,-0.0538213132400411
606,0.1385012919896673
607,0.160980744226358
608,0.2716887928373057
609,0.1089682963937605
610,-0.1565009678349307
611,-0.0412014338098942
612,-0.0876297693790681
613,0.0834363411619226
614,-0.0020601990152229
615,-0.4282876769014303
616,-0.0020690654031555
617,-0.3571502730538481
618,-0.4672994680296134
619,0.0421226478046172
620,-0.0192091142554395
621,0.2216533999271573
622,0.0966756065614735
623,0.1121425456357784
624,-0.4505914012140868
625,-0.385253136884469
626,-0.152022142355529
627,-0.0041312071387221
628,-0.2983343001574466
629,0.2017963180442342
630,0.0049619583195456
631,0.1040926589891438
632,-0.0314194154798765
633,-0.2950469117793319
634,-0.0257003341043388
635,-0.0588801229564363
636,-0.2978734025559003
637,-0.0199720391451974
638,-0.1700510153045883
639,-0.2029719096900346
640,0.2374881255937127
641,-0.0100005000249921
642,0.1846675983230208
643,0.1739167405159533
644,-0.339900431187125
645,0.1701019780073591
646,0.0748055056852071
647,-0.2767127854642388
648,0.0466526708654025
649,0.3619098213692914
650,0.336510557337752
651,0.4856125121173829
652,-0.2403486403444605
653,-0.3629116844975914
654,0.4676995030692799
655,-0.6599411517444276
656,-0.1768569984840896
657,-0.4122534407306376
658,0.290899892493517
659,0.2355365817753579
660,0.0777506934521317
661,-0.2179658625446131
662,-0.3518745509108628
663,0.1413949562097743
664,-0.1214938460725889
665,-0.0369900655252493
666,0.0169068853290468
667,0.6487916517941452
668,-0.3011540729508902
669,0.4048073494557138
670,-0.2375746362795382
671,0.0105110471105155
672,0.1154879892491204
673,0.1300171958226742
674,-0.573670223984483
675,-0.2325581395348837
676,-0.3297660527625691
677,-0.0591439688715946
678,-0.279377565513253
679,-0.2033124286451679
680,-0.0813911627979749
681,-0.144207407871837
682,-0.0658771861030621
683,0.3469997030182764
684,-0.1205007824726106
685,-0.0203484276926441
686,-0.1701200247732443
687,-0.1499615281943261
688,-0.176496127152729
689,-0.0720818461893977
690,0.057408966119433
691,0.3472712164683429
692,-0.043918124068714
693,0.2097387656717168
694,-0.0720517519540178
695,-0.0532840194956696
696,-0.0219452935182986
697,-0.0282233407027711
698,0.057197928338049
699,0.3599088126912846
700,-0.2766525046932076
701,0.6751849889104786
702,-0.0864355171397697
703,-0.3469415915945496
704,-0.1539949852915104
705,-0.2731969987923892
706,-0.1010661487852227
707,0.2589291008637563
708,-0.0553742707406367
709,-0.1783060921248097
710,-0.3479125248508946
711,-0.2541232747022726
712,0.0617486828607571
713,0.1024773654362722
714,-0.2113701170511879
715,0.1095530236634553
716,0.0543485834529402
717,0.092883567365445
718,0.0884296288936459
719,-0.068604836143817
720,0.0814639670965099
721,-0.0835205918030536
722,-0.0039773292234228
723,0.0596243664910969
724,0.0635589012255049
725,0.391478657338261
726,0.100519876234918
727,-0.0848856401792151
728,-0.0629020742584236
729,0.0958419762398703
730,-0.0613236473418536
731,0.0440078585461646
732,-0.0959662702158476
733,0.0023597706302925
734,0.0840943743221493
735,-0.0031438137604878
736,-0.2505594251315701
737,0.2100278716232153
738,-0.0260479748328809
739,-0.0220260851780158
740,0.0731045867232687
741,0.0259336099585005
742,-0.0731390822224893
743,-0.0180914325268239
744,-0.0047197268851332
745,0.1743254703646721
746,0.0408163265306108
747,0.0141267324867808
748,0.0141247371229351
749,0.0031387319523062
750,0.0512698118044257
751,0.26888356019465
752,-0.2028402583055231
753,0.2543109145218691
754,0.0959507042253449
755,0.0967373142203772
756,0.1264777697753311
757,-0.1539422408712251
758,-0.0554499366286334
759,-0.0581241743725303
760,-0.2542776924299508
761,0.2026574560321592
762,-0.1433872028024477
763,0.0709813949387035
764,0.1144970935353339
765,0.0176118351532069
766,0.0686390115982505
767,0.1423550087873366
768,0.001757438357848
769,-0.0682527352534273
770,0.115602164137154
771,-0.1742068310193755
772,-0.2186756017987847
773,0.0669686128685468
774,-0.0141006433418396
775,0.1102223341941244
776,-0.1821982095673915
777,0.0717235726220941
778,-0.1341688633529624
779,0.0047351474209187
780,-0.2056116154746393
781,-0.0711605886829391
782,0.1295543998861952
783,-0.0672250298558149
784,0.1996937502959866
785,-0.2135670442321114
786,-0.0205699457269886
787,-0.1203998542528065
788,0.1186746416025823
789,-0.0364068064899118
790,-0.0087067334710501
791,-0.0023746200608061
792,-0.2189433603046161
793,0.2105663125564081
794,-0.0102918939459819
795,0.0003008390718351
796,-0.0914277563828306
797,-0.0856531049250477
798,-0.1588688537612201
799,-0.440409133702467
800,0.4328409481278075
801,-0.4468521937164699
802,-0.1174580691966323
803,-0.1782315279460067
804,0.3895477109762809
805,0.0551267916207363
806,-0.3919137883056861
807,-0.1374909078313892
808,0.4619893121875648
809,-0.2999835743864192
810,-0.2400429824257324
811,-0.11538828592002
812,0.3053210628286718
813,0.0293990488542946
814,-0.1333379510978703
815,0.0951507707212349
816,0.147697729255382
817,0.7466908991152902
818,-0.0720634158059021
819,0.2242651464571149
820,0.0357669092769881
821,-0.1605238236037767
822,-0.3125080598708693
823,-0.4976628852351362
824,-0.1635627250069319
825,-0.9787426986370849
826,0.4081813352222531
827,0.5423760456303792
828,0.1969590437686751
829,0.075527374282062
830,-0.1477598550546239
831,-0.395584988962474
832,0.0176569259291997
833,0.2623978585517063
834,-0.2418486415873752
835,-0.0688948558507607
836,0.1587357578750533
837,-0.1359919464509602
838,-0.1538896946969973
839,0.3394354142813097
840,0.2750557679700918
841,0.0439129823574936
842,0.3013314646110571
843,0.1085016275244136
844,-0.0945908071748815
845,-0.3674290392888243
846,-0.0140845070422563
847,-0.0123100731570149
848,-0.0853640291821798
849,0.3778646700916998
850,-1.6210091854489517
851,-0.3614359974009133
852,0.8360315082394918
853,-0.8488136914866681
854,-0.5168190725016455
855,-0.2759061100513243
856,0.5236753375791895
857,-0.4762528231481732
858,-0.0655071894140344
859,-0.4590099205369862
860,-0.1557131911317712
861,-0.6668159538205041
862,0.0588508338582968
863,-0.2090332325129782
864,-0.0684398636854785
865,0.1677838426317137
866,-0.3331890235780089
867,0.7117290635100499
868,0.0949722515856311
869,0.8028312088344165
870,0.1080196399345283
871,0.3603985584057723
872,0.0830997849182022
873,-0.0342292709165354
874,0.2228077023158998
875,0.01681391580814
876,0.2378846564396513
877,0.0883661405326407
878,0.0091404893208533
879,-0.0655497797222442
880,-0.0518569358651768
881,-0.0259351925306583
882,0.0960204843699982
883,0.0852787549301697
884,-0.0274185440753019
885,-0.1601977297693083
886,-0.1221739819827753
887,0.0778142410134972
888,-0.0488676450376336
889,0.0290067478855517
890,0.1082762722462044
891,0.0868505256742246
892,-0.0156202972428215
893,-0.0242973693143744
894,0.0444745783371254
895,-0.0091425785119019
896,-0.0304845519532872
897,0.1369925567377471
898,-0.1051380508319703
899,0.1718866460808316
900,-0.5147975437462529
901,-0.5812558531922627
902,-0.0658312551309584
903,-0.4824977820666504
904,-0.0576216283560712
905,0.183429193222439
906,0.3547142923527435
907,-0.3934314060896474
908,-0.2806973770389475
909,-0.3081543587417334
910,0.064092543379722
911,-0.0406605780057536
912,0.012509382036516
913,-0.1205479452054766
914,0.2919047173051114
915,-0.0874917976439801
916,-0.0734845760565227
917,-0.2885143081144699
918,-0.1948123360198597
919,-0.1132449393667763
920,-0.0661032154492593
921,-0.1339595284624634
922,0.1809114792266392
923,0.240895787070108
924,0.7561598604491644
925,-0.0270923530505453
926,0.0971193240919569
927,-0.4606427672687654
928,0.0873604363760266
929,-0.2777659074398554
930,0.3152289669861594
931,0.1255078814695005
932,-0.0649233159849612
933,-0.2101109215017093
934,-0.179502521583048
935,-0.0384796271751692
936,0.245579525883952
937,0.1784703152606549
938,-0.0681648737884744
939,0.3185051491665782
940,-0.0382352316417798
941,0.0339753254199191
942,-0.1164372043761043
943,0.0143904772026787
944,-0.1575440165208339
945,-0.0021290185224592
946,-0.3214472602227695
947,-0.0951362907536062
948,-0.0607530815075303
949,-0.0162605104944525
950,-0.3968987204510863
951,-0.3143662094396993
952,-0.6415238929333734
953,0.8283753854171185
954,0.149599982655074
955,-0.0737703139577842
956,-0.1891222120777367
957,0.8099806695682116
958,0.0503221913320817
959,0.094735708903003
960,-0.2157730067968497
961,-0.2769543674405462
962,-0.0887907137907192
963,-0.1518240576063828
964,0.3985699009515928
965,-0.427392148567579
966,-0.3319474978777077
967,0.1651563552600106
968,0.1063691225632807
969,-0.1043070103003212
970,0.4198043798147662
971,0.2159267576438072
972,-0.6071797099875124
973,0.2945515437043833
974,-0.4798685470531925
975,-0.1372337838307468
976,-0.5173590018178879
977,0.3914096504463474
978,-0.2681327496904523
979,-0.076792851283652
980,-0.2531480786781802
981,-0.0565826330532088
982,0.0760975097745843
983,0.2538868240590554
984,0.0897830388507747
985,-0.458856187115249
986,-0.0236489445563617
987,0.0350232028718906
988,-0.0578216989066314
989,-0.1087528503771276
990,-0.0631867167479927
991,0.0043877739067821
992,-0.077284503578789
993,0.2444280908326292
994,-0.028919210242672
995,-0.0921004157675872
996,0.0201703075533432
997,-0.0561575922432214
998,0.0780332123380041
999,-0.124657630451583
1000,0.7252036148610884
1001,-0.1452513966480396
1002,0.119569549621363
1003,-0.1316997246278557
1004,0.084535572728519
1005,0.1965965711011021
1006,0.2540529382809998
1007,0.1411175239424092
1008,0.0760504467963778
1009,-0.2971602917573781
1010,-0.0858846918489007
1011,0.0333884507758897
1012,-0.0546438090632464
1013,0.1244836352081353
1014,-0.0429164083734652
1015,-0.2709465597755998
1016,-0.0318862299315931
1017,0.1106820082016063
1018,-0.0820834860776822
1019,-0.0430525879388943
1020,-0.1709074065200275
1021,-0.00159729099449
1022,0.0319356177945335
1023,0.1291721817341061
1024,-0.2141498729484013
1025,-0.1191602705639196
1026,0.0770443004727814
1027,-0.2404647815631974
1028,0.2049395691014116
1029,0.4234923115563861
1030,0.1292525301792595
1031,0.0383081718295484
1032,0.0539505743125755
1033,-0.1298237359611756
1034,-0.2857292649680177
1035,0.0419243265905057
1036,-0.0122294239941386
1037,0.0959960903410598
1038,0.2819548872180261
1039,-0.0626959247648728
1040,0.1651743023558953
1041,-0.032175871574782
1042,-0.0513338089686381
1043,-0.0052206598914055
1044,0.2187879840250027
1045,0.1923710161002432
1046,0.319593684137792
1047,-0.0155502185669664
1048,0.0535331905781686
1049,-0.3013822011293187
1050,-0.3563867325335384
1051,-0.3470009206146736
1052,-0.4445709001671586
1053,-0.2777011487693994
1054,-0.4033265894401383
1055,0.1394575459047706
1056,-0.0572461045814659
1057,-0.3590728738397458
1058,-0.0287340840112724
1059,-0.012572742294714
1060,-0.3171171171171155
1061,-0.3507756843742188
1062,0.1336222462983043
1063,0.0994315516950255
1064,-0.1809343092075406
1065,0.0974922818610127
1066,-0.1690915173929063
1067,0.4007709211426761
1068,0.2658714475622495
1069,0.1739504689489495
1070,0.1718612936142853
1071,0.0161094007302781
1072,-0.4034613207292863
1073,0.1910313901345389
1074,0.1933474166636902
1075,0.1977535200126562
1076,-0.4917046138472242
1077,0.1304209762293569
1078,0.2533936651583721
1079,-0.0905797101449223
1080,-0.2133163890527839
1081,0.1891301147238314
1082,0.1122872780527624
1083,-0.2691212667732936
1084,0.7106496080727932
1085,0.1596689679987488
1086,-0.3429989845424887
1087,-0.4237672226250917
1088,0.2734525074013054
1089,0.6332667130762825
1090,-0.0067373338124392
1091,0.2955665024630654
1092,-0.2896858368327727
1093,-0.6941931982633849
1094,-0.2963259304012812
1095,-0.1006606279370693
1096,0.2558760925682703
1097,-0.0079259938630218
1098,-0.335143486855551
1099,-0.211758276788562
1100,-1.1510278694365794
1101,0.3581186422363968
1102,-0.2057231245166343
1103,-0.1952761763064892
1104,-0.1451176073443569
1105,0.2237708091366705
1106,0.323379820790471
1107,-0.3182148995803688
1108,-0.2405935676145465
1109,0.0721260111213705
1110,-0.1219095539818738
1111,-0.1586560895940242
1112,-0.0420148452453171
1113,-0.4870878712774538
1114,0.0187606994614123
1115,-0.2751301185175888
1116,-0.0933648210769165
1117,-0.0745905372089042
1118,-0.1194874616775396
1119,0.1663762929478518
1120,0.0282445982205824
1121,-0.7413847613025515
1122,-0.0110666687746114
1123,0.2582125384855019
1124,-0.233526687635329
1125,-0.8090733543545798
1126,0.493749087901943
1127,0.207123092606672
1128,-0.1158316795593587
1129,0.2303216421529122
1130,0.1275242538216861
1131,0.1869008297752305
1132,0.136765888978282
1133,-0.1304999275000314
1134,0.0078938168859984
1135,-0.0675457828217666
1136,-0.0419152917596239
1137,-0.0984905964968905
1138,0.1845968614666209
1139,0.0135979893020493
1140,-0.1056409015765449
1141,-0.0702077180070603
1142,0.0177505244473154
1143,-0.037128513083768
1144,0.0080707644628025
1145,-0.0694567833432861
1146,-0.0339322647363037
1147,-0.2551412996816882
1148,-0.0202534106743575
1149,0.2601852001486794
1150,0.506974606798214
1151,0.4045295498501482
1152,0.1010302131958651
1153,0.2904454477271758
1154,0.1263126973635916
1155,0.0161536654135358
1156,0.1700580543012913
1157,0.3520663813127209
1158,0.0820327780794421
1159,0.0609764992487354
1160,-0.170909097285495
1161,0.3475761048089931
1162,0.1058542013659115
1163,0.1459779798390604
1164,-0.1760640232811984
1165,0.075606670834724
1166,0.2292014216290768
1167,-0.0754903241728702
1168,-0.0101631918229934
1169,0.2173094196389766
1170,-0.1392717249383485
1171,0.1752327989457121
1172,-0.1363168351291298
1173,-0.0449757711168585
1174,-0.2574582903024017
1175,0.0794263150728504
1176,-0.3907095421977768
1177,0.4456691841872562
1178,0.5301628840860818
1179,-0.1084059803965893
1180,0.018064399584528
1181,-0.2989536621823602
1182,0.2845528455284532
1183,0.2713933401650846
1184,-0.6631450077083548
1185,0.0226664853347891
1186,0.2622417145182367
1187,0.013562386980109
1188,-0.1040865275829251
1189,0.1716738197424872
1190,0.0158095625268182
1191,-0.0485815322389251
1192,-0.1640902609601029
1193,0.013578039783657
1194,0.1762034924435876
1195,0.1758935618446212
1196,-0.0925424340917226
1197,-0.237561935790405
1198,0.0689585005482781
1199,-0.180067950169879
1200,0.3799670390038467
1201,-0.2255886333917094
1202,0.0687763164933144
1203,0.537357757681734
1204,-0.1186972072140625
1205,-0.0929254768143166
1206,-0.1709088689495215
