,PEP.US
480,0.2100128717566576
481,0.1285520974289565
482,-0.1558582367690033
483,-0.0413534089445437
484,0.1360774490555966
485,0.1284651791751168
486,0.043929307606527
487,-0.0281226634866537
488,-0.1038099749610722
489,0.0608683890166396
490,-0.0879983754146239
491,-0.0609590896775964
492,0.0947354175125286
493,-0.033845529005626
494,0.1081885184934725
495,0.1384246598467284
496,0.0371245359433053
497,0.0876719719449659
498,-0.1120758334796149
499,0.1456212499157339
500,0.1518679761061012
501,-0.2130681818181803
502,-0.0812347684809129
503,-0.2238957866883862
504,0.1152073732719001
505,0.0338730438317264
506,0.1420646732512377
507,-0.020299073009
508,0.135144266504505
509,0.1551747402509713
510,0.080895240663344
511,-0.0134843581445592
512,0.0134825401105637
513,0.03369499292404
514,0.0269487300411105
515,-0.0336972637821885
516,-0.067439978419203
517,-0.1013299813204552
518,-0.0438321007665514
519,-0.0608210846426784
520,-0.0236582398269545
521,0.033786066626131
522,0.0270215496858691
523,0.0506397488268381
524,0.0843284085542737
525,-0.168456517161514
526,0.0210526315789481
527,0.3217683268047062
528,0.006994474365245
529,0.006993985172745
530,-0.1470897247320722
531,-0.0841219768664595
532,0.1469970600588044
533,-0.084068936527956
534,-0.0630914826498446
535,-0.1474304970513956
536,0.0210570646451892
537,-0.1969196146001836
538,0.014063708599965
539,-0.1055891876671868
540,0.0
541,0.0211133788443951
542,-0.0704274948940026
543,-0.3007822599216536
544,-0.2082536985913423
545,0.1554880203547946
546,0.1728577980033192
547,-0.0529436679373267
548,-0.1767908917332579
549,0.0
550,-0.4699707031250062
551,-0.1222195062332052
552,-0.2696078431372535
553,-0.325812995635336
554,0.3064288778574493
555,0.1407588739290197
556,-0.1655121682094098
557,-0.1411909146715713
558,0.0490857773959897
559,0.0184651135113741
560,0.1224802401813698
561,0.0153153429105312
562,0.0336824055361494
563,0.0428501469148026
564,-0.211636965923398
565,-0.0337506136475076
566,0.0919624793084456
567,-0.0552079499447941
568,-0.0061345929697683
569,0.1286607033451831
570,0.0367466927976496
571,0.1894981355828609
572,0.0244453950986934
573,-0.0244513723332673
574,0.09770992366412
575,0.0
576,-0.0951414436128413
577,-0.1143002286004615
578,-0.2642218189921319
579,-0.0892145929584109
580,-0.1090881253429071
581,0.0803161652218286
582,0.1082457815982272
583,-0.0892231215346471
584,0.1336558044806568
585,-0.0382019610340011
586,-0.0764623422964219
587,0.0764039220680023
588,-0.0254744618519883
589,-0.0509748948642873
590,0.0764039220680023
591,-0.0700860146543572
592,-0.0956632653061079
593,0.0474901912037969
594,-0.1113592852584704
595,0.0733348212862348
596,-0.1116572320880847
597,-0.0895207667731563
598,0.1976914737580526
599,-0.3327148250048053
600,-0.2359839816933524
601,-0.1503974790517854
602,0.0
603,0.0357961053837423
604,0.0572409845449227
605,0.0211031586778784
606,0.0361127002288326
607,0.1356852103120743
608,0.2102262604667646
609,-0.1034384362961776
610,-0.0428204396231817
611,-0.2934650347147638
612,0.164356152636837
613,-0.2435530085959909
614,-0.035829451809375
615,0.085916803894878
616,0.0786950922878907
617,-0.094380020651894
618,0.0370794559770836
619,0.1429592566118778
620,0.0214392910741092
621,-0.0350297753090173
622,-0.0185906832076153
623,-0.0464983189069302
624,-0.1361031518624625
625,0.0557763368890835
626,-0.4693191370131801
627,0.2701424482716115
628,-0.2021589285576849
629,-0.0055302765138302
630,-0.1402032947774193
631,0.2517306482064088
632,-0.1645946419190931
633,0.045505460655277
634,-0.1402131239484135
635,-0.0561167227833782
636,0.1855417468930414
637,-0.0455309610535148
638,-0.0630826382561179
639,-0.1685038264410452
640,-0.3028169014084555
641,-0.0352236703064539
642,0.0633624331174341
643,-0.1268856619201877
644,0.0563618430322559
645,0.2214333415345666
646,-0.1445973800700581
647,0.0108401084010837
648,-0.0598675869840878
649,0.1406667604445189
650,0.2097535395909814
651,-0.1275127512751394
652,-0.093847366642892
653,0.1686403837505579
654,-0.2027788208786945
655,-0.1805733202919337
656,0.0488813686783212
657,-0.1166992922752606
658,0.1878710453144961
659,-0.022549609140109
660,0.007515971439323
661,0.1500938086303854
662,-0.0525604445111827
663,0.1873641609832871
664,-0.0449876284021911
665,0.1721556886227468
666,0.0598444045481841
667,-0.0374167477362952
668,-0.2174891255437168
669,-0.082563987090005
670,-0.0375431746508356
671,-0.1805325710847067
672,0.105199879771577
673,0.112587255122703
674,-0.1578709968425646
675,0.0
676,-0.2458396369137763
677,-0.1199116440517499
678,0.050463634643293
679,-0.142130697072104
680,-0.1930379746835486
681,-0.0316555872111499
682,-0.069690826153057
683,-0.2095105072693877
684,0.019042782785325
685,0.1584384308257811
686,-0.0063379389022632
687,-0.0665926748057648
688,-0.0539374325782143
689,0.0126895501554534
690,0.1140756701945487
691,-0.0126766812448385
692,0.1897893338394274
693,-0.1235154394299244
694,0.0031669622498071
695,0.0696246597886028
696,-0.0760119085323396
697,0.0538127947833294
698,-0.091882643685451
699,0.6296832693155343
700,0.1513740102468508
701,0.3307607497243785
702,-0.2443138851724832
703,0.0929854129133472
704,0.0928990303663685
705,0.2721482339316727
706,0.0057900526894906
707,-0.1507683386488949
708,0.0579542161692394
709,0.0115894999130682
710,-0.0666840625090491
711,-0.156808084327909
712,0.1073272611243269
713,-0.0121845789647836
714,-0.0110253583241322
715,-0.0406362475328117
716,0.0580181016477272
717,-0.1278029510863409
718,-0.0348675034867351
719,0.0464684014869796
720,0.0116157509583053
721,-0.0232369001975255
722,-0.0697593303104151
723,0.0233058100047572
724,0.1971577726218097
725,0.0973646631182693
726,0.087551477025838
727,0.1974110032362503
728,-0.1416891472335675
729,0.2576933023015361
730,0.0839739034946033
731,-0.1552694572038617
732,0.1872659176030094
733,0.0516328901510159
734,-0.0161378820643615
735,0.0161352781721993
736,0.051606244355575
737,0.0096752346244308
738,-0.2230266985584064
739,0.064603656566958
740,-0.1099469667572031
741,-0.0452927855063042
742,0.2581477896095368
743,-0.1421831577586756
744,-0.2851772635945283
745,-0.0875741948039252
746,0.2038584863458799
747,-0.064714646628225
748,-0.2077247646867855
749,-0.0324675324675398
750,-0.1554894537588008
751,0.0371684406149733
752,0.2998248214526298
753,-0.1991561181434514
754,0.0269969290993095
755,-0.0438892640108019
756,-0.0675675675675637
757,0.141690844072605
758,-0.0404994937563295
759,0.1415475869506659
760,-0.0674490759476748
761,-0.1486084841934604
762,-0.0642130521477568
763,-0.0169010275824808
764,0.0202771206488686
765,0.0945371058140419
766,0.0067521944631943
767,0.0202524809289145
768,0.0404885619812418
769,-0.1013239664955455
770,0.0337632520764476
771,0.0202538482311646
772,0.0067508269762984
773,0.1550283095174023
774,-0.2838988779234932
775,0.4009233385979811
776,0.0789074355083432
777,0.163616531329542
778,0.1210507202517786
779,0.0786211067432691
780,0.1630237893974219
781,0.198855076830361
782,0.1804511278195557
783,0.2220621774096774
784,-0.2346146904890903
785,-0.1264907842428499
786,-0.1749834067459243
787,-0.1268728854518967
788,-0.0362625407953597
789,-0.0120889748549384
790,-0.0544299969761133
791,0.0785593425187306
792,-0.1452432824981727
793,-0.2001091504457052
794,-0.0755527640477975
795,0.0573144104803386
796,0.0363768643142974
797,-0.0728066982162386
798,-0.1519110408944522
799,-0.2436498751294424
800,-0.0121988411101007
801,-0.1833180568285872
802,0.1708046117245172
803,0.1340237587572335
804,-0.0109667828333296
805,-0.1293313811615529
806,0.3101623791279081
807,-0.1736269761491343
808,-0.0091390970572197
809,0.0669751583049279
810,0.0365185636031663
811,0.0425868467481859
812,-0.0304284323271734
813,-0.0314120062044673
814,-0.0904216427004688
815,0.0121847203606566
816,-0.0975728747408199
817,-0.1955273127214916
818,-0.0244468891333529
819,0.0305492759821488
820,0.119000396668002
821,0.1066812972445641
822,-0.0854179377669227
823,0.0428126574218972
824,0.2068042115513339
825,0.0137353203763548
826,0.0137334340451705
827,0.0595675996178964
828,0.0604917526833788
829,0.1472401040953317
830,-0.1096942273412838
831,0.0411184210526136
832,0.0547945205479537
833,0.0513434879342725
834,0.0376377198385046
835,0.0786351670142631
836,0.0785733807051169
837,-0.054689636313927
838,-0.0273522975929923
839,0.0478436197115666
840,-0.0341856967045066
841,0.0307576637845705
842,0.0307482063546207
843,0.027392562748434
844,0.0545504198812106
845,-0.0273168066652953
846,0.0818833162743122
847,0.0306968177632166
848,0.0238696037645751
849,-0.1502629601803148
850,-0.3479955456570155
851,-0.1603346113628569
852,0.3265703168426896
853,-0.4186435947529963
854,-0.2798768541841629
855,-0.4145296142766633
856,0.1893408134642228
857,-0.0070131145241538
858,0.1050861706599451
859,-0.1473374026520788
860,-0.0280721454137076
861,0.0070175438596427
862,0.0911449204234701
863,0.0700623554963878
864,-0.0911640953716658
865,0.1540400504131066
866,0.0979294907666583
867,-0.1471103327495677
868,-0.1508401445259083
869,0.0175364758698131
870,0.1330998248686499
871,-0.0911513111765498
872,0.0140213123948274
873,-0.193165454992433
874,0.1297790249035442
875,-0.416605594579044
876,0.176702307259414
877,-0.063349053283595
878,0.2667602667602636
879,0.2869942601148152
880,0.1153644467750337
881,-0.2417998317914205
882,0.1469661977744975
883,-0.0490127433132566
884,0.0734651040755768
885,-0.0314949608062821
886,0.00902774035659
887,-0.0440383672897744
888,0.1343149065773626
889,-0.211673206278024
890,0.1818436144915309
891,0.2233077459874539
892,0.0279056788056313
893,0.0488111010389743
894,0.0313687218988643
895,0.1957750437606554
896,0.131040472468305
897,0.1283741586288267
898,0.0
899,0.0970537261698345
900,-0.2614845189279121
901,-0.0356696985910482
902,-0.1846337105419906
903,0.1783590963139019
904,-0.1727115716752975
905,0.2020802377414581
906,0.1394782918360765
907,-0.1843317972350243
908,0.0326933365035834
909,0.0089155695563106
910,-0.0178343191748661
911,-0.0506156251802988
912,-0.1190376942773687
913,0.1753603804428518
914,0.0979868163192541
915,0.1008542952064641
916,0.0177946497419782
917,0.0622425086694862
918,-0.0088925776618368
919,-0.1265531250074201
920,-0.0099732858415064
921,0.0415380963683963
922,0.1422137947380781
923,0.1242824169971048
924,0.2832694010032398
925,-0.4936407456878995
926,0.2202004983484936
927,0.0810607376527211
928,-0.0869262865090436
929,0.0405491513641853
930,0.0521074571560927
931,-0.185614849187931
932,-0.0058008005104816
933,-0.1045235468323433
934,0.0261240602594917
935,-0.0232267804778863
936,0.0957187608771273
937,0.1245690778991299
938,0.1244140964064599
939,0.0693922396345368
940,-0.0752314814814788
941,0.0809529316525883
942,0.1270501270501264
943,-0.0635654435134268
944,0.1730602826651185
945,-0.0057690088842684
946,0.0
947,0.1612717428867648
948,0.0518104887456124
949,0.0115121165026085
950,-0.0411718131433081
951,0.0474833808167069
952,0.0695938251297062
953,-0.1140106409931636
954,0.3565906150399178
955,0.0725277497477353
956,-0.0063071586250336
957,0.1196925790600968
958,0.1572425938738285
959,0.0565753080211235
960,0.0062857502042811
961,-0.1038225578102828
962,0.0157282164202436
963,0.0754384862010464
964,-0.1006859228494094
965,0.0628891264700297
966,-0.1574703955656336
967,-0.1008827238335413
968,-0.1041436551267031
969,0.0599255661389004
970,0.2516831309381524
971,0.1005720032685879
972,0.1192867905575073
973,-0.125722906713596
974,-0.1069787930275098
975,-0.0930541708208805
976,0.0597847748106838
977,0.086281276962896
978,-0.2895463773421465
979,0.4406891981444613
980,0.4289013526888852
981,0.2763703362505675
982,0.0394658948891681
983,0.1379400945874986
984,0.0197018454061871
985,-0.1644520457834495
986,-0.2968925249059953
987,-0.0065980469780884
988,0.0461650069247465
989,-0.0230878327121584
990,0.1817989070995164
991,-0.0336582795415751
992,-0.1253050187957513
993,0.0
994,-0.0527878587924672
995,-0.079244535428914
996,0.0231076486316948
997,-0.079222915046474
998,-0.0496463277583076
999,-0.1191342908200455
1000,-0.3676951672098371
1001,0.6714528751275841
1002,-0.0612828544191576
1003,-0.5339539978094202
1004,0.2526459542505812
1005,-0.4458161865569117
1006,0.2735978112174947
1007,0.0
1008,-0.0273672687465736
1009,-0.3226027867389655
1010,-0.1030644496358428
1011,-0.1201111130984389
1012,-0.0383319214064867
1013,0.0483560324666413
1014,0.0068780521356289
1015,0.1373720722577217
1016,-0.0584172365210872
1017,-0.1341958571330212
1018,0.1923209011607947
1019,-0.0687332462712174
1020,0.1167101469174704
1021,-0.0824515597086742
1022,0.0343430180644353
1023,-0.2893159743748818
1024,0.3090234857849314
1025,0.0881612491525975
1026,-0.5366056572379435
1027,0.0767361555186114
1028,-0.025585262888571
1029,0.0830830191090914
1030,0.0255574723659779
1031,-0.0639345310402111
1032,0.0986175656790494
1033,-0.0859170235888252
1034,0.1531882300376464
1035,0.0255248548274012
1036,-0.0191473066122039
1037,-0.0958282757298956
1038,0.2294601313021768
1039,-0.0382579863546348
1040,0.0382433552170143
1041,-0.0133869661947144
1042,-0.031246014538966
1043,0.0127518490181141
1044,-0.0574162679425859
1045,0.0382628658886565
1046,-0.1149205133116304
1047,0.0669920566561509
1048,0.0542022701185942
1049,-0.00637714431477
1050,-0.0125486259254675
1051,0.1510451938998147
1052,0.1119524405506875
1053,0.0437855757803172
1054,-0.0438047559449268
1055,0.2496878901373141
1056,-0.02497502497502
1057,0.0998003992015946
1058,-0.0062379140415388
1059,0.1432664756446927
1060,-0.081042329031853
1061,0.2239223735771683
1062,0.1366544505869922
1063,-0.006211951795266
1064,0.0806902116566469
1065,-0.0496801838166878
1066,-0.1305807735356348
1067,0.037294878170066
1068,-0.0497512437810846
1069,0.074571215510798
1070,0.0372717107715258
1071,0.1116902457185448
1072,0.049615480029777
1073,-0.0062023196675676
1074,-0.0372277719178521
1075,-0.2104405675106933
1076,-0.3405762550234997
1077,-0.0136249063287759
1078,-0.1159459828127046
1079,0.2042606831876552
1080,0.0509541140855224
1081,0.0917555902942913
1082,0.0882792340078741
1083,-0.2791964589717375
1084,-0.0817828664894735
1085,-0.0750238712317454
1086,0.0409053722388889
1087,0.0681291729118369
1088,-0.0340761943706204
1089,-0.0545516535969888
1090,0.1565904139433481
1091,-0.143178564123548
1092,-0.0818833162742928
1093,-0.0614502253174951
1094,0.1295601772928726
1095,0.0681431005110693
1096,0.0340599455040949
1097,-0.0204401444436881
1098,0.0
1099,-0.1227914591718444
1100,0.0169393908595085
1101,-0.1085297608953682
1102,-0.0644810968573941
1103,0.2842639593908544
1104,-0.0135382116022542
1105,0.0270690938620968
1106,0.0270617684865652
1107,-0.1672503713663077
1108,0.2007304206682123
1109,-0.1184954463892821
1110,0.1115995941832884
1111,-0.1761636967274144
1112,-0.0067759859059431
1113,0.1319573676196875
1114,-0.023690266684714
1115,-0.0067691058011367
1116,-0.1491424310216249
1117,-0.1561651276480104
1118,-0.1155597851947437
1119,-0.122439173457313
1120,0.0679453172821811
1121,-0.0272127355602367
1122,0.0849675423988036
1123,0.0645336593981379
1124,-0.3134582623509424
1125,0.6675362541241499
1126,0.4962589708352247
1127,0.2475153269106409
1128,0.1938279112192121
1129,-0.2514668901928008
1130,0.1445746461725747
1131,-0.0609106136744206
1132,0.28092020347734
1133,-0.2893474453666301
1134,-0.389848646995887
1135,-0.7998027461435195
1136,-0.0555084419088757
1137,-0.1698972893659733
1138,0.1002931646350836
1139,0.2001847859562603
1140,-0.2392529134830611
1141,-0.5431830526887472
1142,0.6782273603082817
1143,0.1231621892079105
1144,-0.1117404538974378
1145,-0.347987472450983
1146,-0.3608847497089665
1147,0.4173429167632677
1148,-0.2091078066914357
1149,-0.2251028487153551
1150,-0.2633178043346069
1151,0.0742140062069796
1152,-0.2773831269873463
1153,0.3361908884582623
1154,-0.1070536618292318
1155,0.1011463250168615
1156,-0.0404749055585552
1157,-0.1148105625717673
1158,-0.0270215496858691
1159,0.0472653612423991
1160,-0.1216873985938391
1161,-0.0608807413921227
1162,-0.0647107241103079
1163,0.010558375634522
1164,-0.1457281323075903
1165,0.0711189379571862
1166,0.0
1167,0.054156512320615
1168,0.0777894274021775
1169,0.0101454176530174
1170,-0.0202949533216081
1171,-0.0135317997293516
1172,-0.0203018203965629
1173,0.0338249222026674
1174,0.0
1175,-0.3475238922675948
1176,0.5216532394975011
1177,-0.1329047412993777
1178,-0.0092732836697565
1179,-0.4065797641216642
1180,0.5985068180415863
1181,0.2830246723681831
1182,0.1290401868010371
1183,0.2879725507015494
1184,-0.1331959858374299
1185,-0.2046600270502859
1186,0.0061474150119818
1187,0.0
1188,-0.2094498860346054
1189,-0.0739781764379536
1190,-0.1110905387891173
1191,-0.0555761393108579
1192,0.0987045033929652
1193,0.4299754299754403
1194,-0.1353179972936393
1195,-0.092347472757499
1196,-0.1232817604635499
1197,-0.3587998762758949
1198,-0.1393836146817372
1199,-0.789835164835174
1200,0.1341424465027198
1201,-0.0831095767804781
1202,0.0511182108626278
1203,0.0574749345424378
1204,0.1084460321510509
1205,0.0408100800897958
1206,0.089828942757934
1207,0.028660594866561
1208,0.0127364197924028
1209,0.1214850433466283
1210,-0.1918174866173949
1211,-0.0637673766101226
1212,0.0
1213,0.1146496815286667
1214,0.0636537237428353
1215,0.038177653346909
