,AVGO.US
198,-0.0404964869297565
199,0.1395179553542538
200,-0.1529718306969425
201,0.7675393949264998
202,-0.111080538485843
203,-0.1398101847127262
204,0.31536113936928
205,0.0040690104166629
206,0.0264415742906529
207,0.2110860784671944
208,0.1094823915820247
209,-0.0976156217465676
210,0.0570958591811245
211,0.0971611517497058
212,0.0344352617079922
213,0.2948660984771942
214,0.0776953735936614
215,0.0010090206445614
216,-0.1070707070707015
217,-0.1132594450287198
218,-0.0182057246889804
219,-0.0101153145862859
220,0.0859063115872477
221,0.2389546490290581
222,-0.0544750221935353
223,-0.064604699991923
224,0.1250151227971134
225,-0.0021572645884998
226,0.5854851162391613
227,0.2296976485679521
228,-0.1786632941781735
229,0.5415085490129239
230,0.1203087569869572
231,-0.1161848725164185
232,0.5417324838063348
233,0.2400744548088903
234,0.071864893999288
235,0.0697026022304799
236,0.0854709873481897
237,0.0917179725056813
238,-0.0632938098653855
239,-0.0211023887904158
240,0.1075064820084721
241,-0.2006590064210858
242,0.0253399780386866
243,-0.3453902061746435
244,0.0254210359072141
245,0.2704244396087238
246,0.2886033284179491
247,0.1178302402895262
248,-0.1475050573162484
249,-0.2111664836557141
250,-0.4872788273355429
251,-0.0239702768566986
252,-0.3125876648098429
253,-0.581448077795131
254,0.3964669276322325
255,0.4357124297963358
256,-0.1581454938543387
257,-0.06209562726599
258,-0.5093617877994825
259,0.1808681672025792
260,-0.0100492412822854
261,0.0462051508698544
262,0.0441767068273147
263,0.0962927298988962
264,0.1042084168336636
265,-0.2692399893019352
266,0.173491800812392
267,-0.1828723008751681
268,0.0342316186854761
269,-0.1338509816543243
270,0.1265695630336505
271,0.155458602878487
272,-0.1054216867469833
273,0.0762470404109305
274,-0.1406526281948217
275,0.1055966209081408
276,-0.2594868388275346
277,-0.746627627313615
278,-0.0847732577002318
279,0.8827800829875508
280,0.1945378251313072
281,0.0621844218193857
282,0.1054263565891454
283,-0.0661936578201587
284,-0.2550808793031974
285,0.1346173759966934
286,0.0300210147102934
287,-0.2334654574885342
288,0.3422780621477633
289,-0.0796870472326843
290,0.1735608909459134
291,0.0475000516304829
292,0.1402379921219259
293,0.3104440789473666
294,0.073958418933358
295,0.0677492865794789
296,0.1045939294503789
297,-0.207566945477722
298,0.035951639908377
299,0.154865441417787
300,-0.4286617788292576
301,0.2593336759964387
302,0.0303631904706283
303,-0.3139570300602082
304,0.0
305,-0.4058011927026413
306,0.3574693513982405
307,-0.2608695652173945
308,-0.1341397406631664
309,-0.0965796664468164
310,-0.2228643738077605
311,-0.2048685860282563
312,0.0921767903568998
313,0.29412173637633
314,-0.065578795953497
315,0.1130608879990621
316,0.1152832674571826
317,0.4283287308219553
318,-0.0254006935982794
319,-0.0281267579223712
320,-0.2208127789523133
321,0.1711887062354942
322,-0.4428218113296421
323,0.3403755868544574
324,0.5161019126129656
325,-0.0105448154657197
326,-0.02812741719991
327,-0.0096697346097494
328,-0.0272584984963812
329,-0.3122464100483332
330,-0.0847487552526604
331,-0.1556145004420858
332,-0.2766251728907233
333,-0.1723004778229794
334,-0.7101967799642267
335,-0.1991974384854951
336,0.2121897777579168
337,-0.0635380870561315
338,-0.2152389151958755
339,0.2362035645265281
340,0.173273074793218
341,-0.1610277146588855
342,0.1937517299261665
343,-0.0848941950243106
344,-0.216725475094488
345,0.1118198001556531
346,0.1491684084534784
347,-0.1682085786374999
348,-0.0465474336251483
349,-0.9652404967192724
350,-0.2760964213656057
351,0.0723485958663413
352,-0.0532764258716612
353,-0.3024365309252036
354,-0.1813642861714993
355,0.2914645562079832
356,-0.0148945677383648
357,-0.0969085119751319
358,-0.0756671497996336
359,-0.1323259486916815
360,-0.2793027063469147
361,0.0096302003081576
362,-0.1328590408434294
363,-0.2319687271790113
364,-0.2692050912066849
365,-0.1034817290072138
366,0.2558919662824698
367,0.1952999248846374
368,0.109334133687774
369,0.0856787902154894
370,-0.1501630341513619
371,-0.0858811405015531
372,-0.1246829184401702
373,-0.2327084680025822
374,-0.4110774556469135
375,0.1993076681002808
376,-0.0018882135611409
377,0.1736234737260996
378,0.1066781260048715
379,-0.3653410045355235
380,-0.1493070889323568
381,0.0273304461169853
382,0.0819241676294478
383,-0.4155416807289967
384,-2.3555066174406734
385,-0.0981596046644645
386,0.308994936981574
387,0.2900107411385655
388,-0.0687045283937113
389,0.0815362144514095
390,0.2570914388550837
391,-0.1007956421969097
392,-0.0536434640803364
393,0.054686410963016
394,-0.0311058672101337
395,0.263169155719119
396,0.0320835026629258
397,0.0363480863801616
398,0.0427441761060031
399,0.0555365686944736
400,0.316255782088659
401,-0.1020955366718927
402,-0.1880437253321695
403,0.1815144077061107
404,-0.4568953906403755
405,0.0321070511227054
406,0.033131781661564
407,0.0041413011968322
408,-0.378284003990687
409,-0.5097351048717301
410,0.2427867332159385
411,0.0302089626867188
412,0.1830016428556565
413,-0.1020025812898141
414,0.464133272553978
415,0.0041438753522256
416,0.0227861211807381
417,-0.0767030142211543
418,-0.0850675353237687
419,-0.4480846984285845
420,-0.0557185778083252
421,-0.442526809651473
422,-0.275134942137652
423,0.139472939103812
424,-0.091317490973214
425,-0.1698848098118822
426,0.3056840713813653
427,-0.4523009253496009
428,-0.0934521213631644
429,-0.1164313782564287
430,-0.0166358210817527
431,0.1412048092696818
432,-0.2894747802907215
433,0.125835872583383
434,0.3141198424217263
435,0.126317533287779
436,0.1757069621299747
437,0.0949981413407204
438,-0.0268545105249131
439,-0.0309955779642057
440,0.1279511309229
441,0.053628150653849
442,0.1215467336890529
443,-0.0391574955690197
444,-0.0659929882450092
445,0.1647107267860842
446,0.0925640234495502
447,-0.1441961067051166
448,-0.1609342439185369
449,0.2182282337924365
450,-0.7860242168154613
451,0.1089250459527578
452,0.0884233437627502
453,0.4042000677430327
454,-0.011291779584465
455,-0.421826098788954
456,0.6030003494020741
457,0.4074714320993192
458,0.0515191415151844
459,-0.3297200553810868
460,0.5340588472390145
461,-0.0380815841938933
462,0.0268738942512144
463,-0.2064585624200442
464,-0.0718632801095899
465,-0.1709670888354099
466,-0.1848053909084747
467,0.2562661571316271
468,-0.4924661711884714
469,0.08802419536857
470,0.1037157287157241
471,0.1440922190201826
472,0.2067044126898443
473,0.2107528810367243
474,0.5972810340985083
475,-0.5927038049567476
476,-0.0268973864706156
477,0.3261840929401332
478,0.5708954395006316
479,0.250365665935216
480,-0.2532210769504076
481,-0.1713433765771465
482,0.1954382925800065
483,0.1485785248591865
484,-0.2066620741761309
485,-0.1268244927020276
486,-0.2006510010255444
487,-0.1988160393164399
488,0.0379616810325612
489,0.1293487957181052
490,-0.0055756899916313
491,-0.2257664323315393
492,0.0100578887374032
493,0.1149746051236225
494,-0.1822817651137298
495,-0.1646597591711036
496,-0.421822272215973
497,-0.2096625109903751
498,0.2316689158794488
499,-0.1757469244288291
500,-0.1227639424763179
501,-0.3894032602166564
502,-0.4243369734789434
503,0.1467629688740336
504,-0.0491667013008505
505,-0.0634207708222881
506,0.1899010024282348
507,-0.0332177631988639
508,0.1264825412623282
509,0.2502637076258115
510,-0.1014492753623207
511,0.1096105722499064
512,-0.1159492308010736
513,0.3425293522893688
514,0.010316084839484
515,-0.2523476606130863
516,-0.1470740548938331
517,0.1943393495834104
518,-0.1055507264373506
519,0.0889146212857481
520,0.0144723784320197
521,0.0578560211587678
522,-0.0289363812988273
523,-0.1283112582781466
524,0.0641144960807433
525,0.0744472322408745
526,-0.0274302914728285
527,0.1966439998043077
528,-0.0264244749358944
529,0.026143606674917
530,0.153650768840002
531,-0.2605391004544711
532,0.008814455707352
533,0.0694879423739465
534,0.021526840055581
535,0.0528107029691315
536,-0.0587130108031962
537,0.0176108012914649
538,-0.0234865832892968
539,0.0136986301369849
540,0.036659745525814
541,-0.0626189765448023
542,-0.0621878366467526
543,0.0649856522641223
544,0.0074375636107435
545,0.0058714159898175
546,0.232358339516538
547,0.0887640339839524
548,0.0964743027539037
549,0.1634463837487436
550,0.0729788044168099
551,0.4046889052795411
552,-0.6234418722971252
553,-0.4632143883972806
554,0.7052529182879335
555,0.001057339522293
556,0.1235558747122386
557,-0.6505177718411186
558,0.3199906763858329
559,-0.0508819538670304
560,0.0
561,-0.1720220018264069
562,0.1590263347610364
563,0.2938627090336327
564,-0.2756143129495451
565,-0.3958497392784892
566,-0.380285000106828
567,-0.0577169730654086
568,-0.0256585699623684
569,-0.1885175664095962
570,-0.4832581717988192
571,-0.0673786226241349
572,-0.002628007668614
573,-0.0064627315812213
574,-0.0797706056098149
575,-0.3747714808043815
576,-0.3710650791061803
577,0.2359450004067952
578,0.1137748882568066
579,-0.0182885940135284
580,-0.0060356002871871
581,0.1012426433120342
582,0.3057945527726821
583,-0.3146749502578429
584,0.0710097587696982
585,-0.0730919943962832
586,-0.172876667751376
587,0.1076776172771729
588,-0.0609867658717965
589,-0.0885090798107741
590,-0.0804349596807116
591,-0.024441909727881
592,-0.0489077274209227
593,-0.0570915912242128
594,0.2095753555659612
595,0.1224413069212288
596,-0.0391355615190687
597,-0.0672974343158346
598,-0.1322468934609915
599,0.2235772357723623
600,-0.1137397634212881
601,-0.0551504381396014
602,-0.0078792547975835
603,-0.0245192476093709
604,0.1678497744518719
605,0.3502047216656487
606,0.0087108013937203
607,0.3024275490446139
608,0.0258382677247282
609,-0.0660283922086489
610,0.1249501067282208
611,-0.1253325970571847
612,-0.1219886657707096
613,0.0004349263234705
614,-0.1184400745475676
615,0.0008708753167801
616,-0.13167532875231
617,-0.0593326818372246
618,-0.0209453326817015
619,0.0976494385157388
620,0.0278920577365539
621,-0.041855598186259
622,0.0435805804933321
623,0.1175292734949842
624,0.0861139139208803
625,-0.0306773560209493
626,-0.515983143180181
627,0.2140746052871312
628,-0.0150999138320132
629,0.3108765901746598
630,-0.0572995538820391
631,-0.0450413561542927
632,-0.2401132842161462
633,-0.0677701564874489
634,-0.0205406293648884
635,-0.057546859585657
636,-0.1368814531702216
637,-0.0854618109911816
638,-0.0515219586587803
639,0.1476496946686571
640,0.0765956571804577
641,0.0554881933455233
642,-0.0472900731968009
643,0.0780704277437637
644,-0.0976833619528493
645,0.0565215604061401
646,-0.0662254379722681
647,-0.0006170109930879
648,0.0154228958029253
649,0.3381563306963924
650,-0.0872246338593871
651,-0.1706831389442093
652,-0.1017004312098283
653,-0.856637266900827
654,-0.3714944611456534
655,0.2649142622445761
656,-0.1707397350448416
657,-0.0658707286949347
658,0.1992727571542968
659,-0.0041088854648139
660,-0.1543209876543209
661,-0.0638267207478025
662,-0.4176401265325494
663,-0.0134407212497798
664,-0.1916383525317003
665,0.0517673368811214
666,-0.0517941493328913
667,0.5419216583214843
668,-0.0618543947547496
669,-0.2625377268780712
670,0.0733327136202642
671,0.1536589390314222
672,0.1832293661087524
673,-0.2000990180708035
674,0.1339074184709903
675,0.6414548281894495
676,-0.6762339639051997
677,-0.032626427406194
678,0.1259965676797045
679,0.1106674767815274
680,0.0520517046933306
681,-0.0774651846195678
682,0.4186443608697611
683,-0.0010807188942197
684,0.2608517564377645
685,-0.1197902052621369
686,-0.0367059636395076
687,-0.0756282547159545
688,-0.0194510481953818
689,0.0983255296170566
690,0.1208929603464237
691,0.3072160294101782
692,-0.1388589881593071
693,0.0086106686184226
694,-0.0086114101184112
695,0.0494911023605143
696,-0.1573275862069005
697,0.0
698,-0.0043105306263161
699,0.1463435630353391
700,0.7264050901378403
701,0.3057080180077023
702,-0.3607458951891641
703,0.0220996428697712
704,0.2081863091037315
705,0.0416551888574404
706,-0.0663890163413757
707,-0.107764331772814
708,-0.0141350248246244
709,0.1023740181802007
710,-0.0406130809436192
711,0.2694373514132205
712,-0.6808389922164557
713,-0.2417133208922089
714,0.3559664222718079
715,-0.0992731785144381
716,0.1928554999203863
717,-0.3542289970614093
718,0.1568926393419357
719,0.0797123270685228
720,-0.2343708385859513
721,-0.0106543549676035
722,-0.4952041043943747
723,0.2181267806267846
724,-1.2749535642796694
725,-0.5813953488372035
726,0.3970211666314276
727,0.3044710401199174
728,0.7069603032487533
729,-0.144390880085704
730,0.1998837884950641
731,0.1276694521819896
732,-0.0580652653582626
733,0.2312836043073681
734,0.4938781157047709
735,-0.0669127826488279
736,-0.0447131078195258
737,-0.0106888909409857
738,-0.0115444113504678
739,-0.459258228376596
740,0.4410677997413691
741,-0.1329587365451644
742,-0.1609653287629972
743,-0.463027595513986
744,0.089500540490288
745,-0.2318428594729371
746,-0.0909557348757039
747,-0.1225905126618433
748,-0.3056564000468455
749,-0.3525678693148431
750,-0.2368036720216964
751,0.6282006095411798
752,-0.4707646801508094
753,-0.211666277011458
754,0.6875391942948694
755,-0.3155836998679402
756,0.2251317591401376
757,0.0684264001492906
758,0.0704502600443488
759,0.0165737844164959
760,0.0869367224855656
761,0.2436556608643595
762,0.0515953275271391
763,-0.0289017341040551
764,-0.1654259718775753
765,-0.0827814569536494
766,-0.2178576939605399
767,0.1801995776572318
768,0.0546262653015638
769,-0.0277346579737171
770,0.0486154928266317
771,0.0361899247249589
772,0.2125508161538564
773,0.0082537193322783
774,-0.1984824363719022
775,0.1462264620159271
776,0.0705765407554708
777,-0.0367928562194847
778,-0.0587041311788617
779,0.003979782703872
780,0.2481192560392226
781,-0.0973574408901269
782,-0.1631905747492424
783,-0.0109469074986329
784,0.0934588731246026
785,-0.0029828189627717
786,0.0616069476738413
787,-0.0696046456129231
788,0.1112435439014704
789,0.073446215534868
790,-0.1023338069169678
791,0.058584053222126
792,0.089285714285712
793,-0.0059527352818566
794,0.16244378850611
795,0.033666032953097
796,0.1002637561952631
797,-0.0330100930140444
798,-0.0059374195974488
799,0.1422953022787065
800,-0.1712406441369915
801,-0.2569524978966268
802,-0.7237580449371219
803,0.1155302380380438
804,-0.1317175974710195
805,-0.2825572580459943
806,-0.2117912474964929
807,0.6217006114056678
808,0.6709312366495447
809,-0.5162174508908156
810,0.8941709111488373
811,-0.0543589046680729
812,-0.1235925753744664
813,0.2093281133313746
814,0.6910655894283795
815,-0.1012339291137506
816,0.2345363138522344
817,-0.3637838020475529
818,0.4696888171464504
819,0.2928355873477148
820,0.607662996989448
821,-0.0922899014833018
822,0.2351740509839598
823,-0.071068597737311
824,-0.0599591238281439
825,-0.2346517452223597
826,0.9641919445841012
827,0.3285077951002277
828,0.621942852083841
829,0.3440898162648614
830,0.1475640912694951
831,-0.0420844818430867
832,0.4520629071527353
833,0.0657591898467711
834,-0.0460526315789428
835,-0.2572389684057815
836,0.0373626373626408
837,-0.0153869826127081
838,0.2193319149869497
839,-0.0746285036985078
840,-0.0746842394288797
841,-0.0483484605410692
842,0.3918392364607548
843,-0.04051375825331
844,0.0623741574017388
845,-0.1358755204909061
846,-0.3408466190214428
847,0.0153907040147735
848,-0.0252911228158936
849,-0.219303079059312
850,0.2625811071808293
851,0.034709417098732
852,-0.1270675630179168
853,-0.8543544694787292
854,-0.0361588359046328
855,0.432031420466947
856,-0.2767840537376757
857,0.1049582614960045
858,0.2452468166753866
859,0.0806082656151292
860,-0.1046823544806268
861,-0.3150364260867658
862,-0.0098458576288897
863,0.0513908327501655
864,-0.3357103675260499
865,-0.0307280349421624
866,0.1074325805744374
867,-0.0350923367109762
868,-0.1119820828667393
869,-0.0219620934267504
870,-0.0417453970206964
871,0.2126679967551747
872,-0.2505659713827255
873,0.317689847070678
874,0.1837029261251749
875,-0.2157542061697447
876,-0.012448907608346
877,-0.2996691153518104
878,0.0582350616667768
879,-0.1168144025286837
880,0.1010951979780939
881,-1.5397775876817836
882,3.3410914436209977
883,-0.5377778690038804
884,-0.2964487905301076
885,-0.1649654603567401
886,-0.2169869807811555
887,-0.3442269409422628
888,0.0269502663930168
889,-0.2493921067398193
890,-0.0769550748752089
891,0.6200909466721786
892,-0.0620475698035183
893,0.1528167850652587
894,-0.0185892801817684
895,0.0495468527426266
896,0.1010559313644631
897,0.0968373338827706
898,-0.0061814885024374
899,0.1316980821466759
900,0.1955366631243391
901,-0.0850031184827796
902,0.0403155499798084
903,-0.0255226832847703
904,-0.0382986872061122
905,-0.0085115437812576
906,0.006383250351085
907,-0.0383141762452121
908,-0.0798849656494647
909,-0.3302128750961819
910,0.1195457262402873
911,0.1257915271944172
912,0.1128716244995377
913,0.0468304312656925
914,-0.2560928763498204
915,0.1300112960634313
916,-0.1611749762507061
917,-0.7690487458589659
918,0.0945626477541366
919,-0.7557220501938046
920,0.2828640525133879
921,0.3978751317289336
922,0.1481767813426099
923,0.2645134344981113
924,-0.2006610009442875
925,-0.0925107415249858
926,0.4094752574575681
927,-0.4214811464287206
928,-0.13588075434406
929,-0.080357694764396
930,-0.0123642508294356
931,-0.0701338482118769
932,0.0778063392797411
933,-0.115007735946365
934,0.1174482815461949
935,0.1625146571763635
936,-0.161706006611653
937,0.2189189744854933
938,0.1969836872884039
939,0.05537098560354
940,-0.0174346457177391
941,-0.1221916457879877
942,0.0235907697468965
943,-0.1758329905388701
944,0.039063303110672
945,0.1006408149852138
946,0.0177014338982909
947,0.0736264300005076
948,-0.1387033802527507
949,0.2827695018748838
950,0.2075950117884276
951,-0.4715259413758372
952,-0.0238426978012514
953,0.2830735396822997
954,-0.0178345842312557
955,-0.1466068332179848
956,-0.0305213947533038
957,-0.0499013145644691
958,0.2600007428592653
959,-0.0280879673525795
960,-0.2721068160820227
961,-0.0685952878019568
962,-0.0178976255816735
963,-0.113480260407333
964,-0.0179211469534056
965,-0.1757863634663677
966,0.0515872422507031
967,-0.1535017109824824
968,0.0755705200149637
969,0.0874655184014048
970,0.0649961898785162
971,0.0627155848228393
972,0.0089585666293311
973,0.204002538446604
974,-0.2777844186116027
975,-0.7262386277375534
976,-0.2988636363636359
977,0.4186941269661701
978,-0.1087522939937055
979,-0.4414810094895655
980,-0.2761170188489752
981,0.4543182953977556
982,-0.198019801980199
983,-0.0432644138810451
984,0.2928822794868801
985,0.0771342362576355
986,0.0589502323999525
987,0.0883472272562491
988,0.2023353340793701
989,0.1478588681460144
990,-0.2013119203800014
991,0.0723294606934571
992,0.1083766087152769
993,0.1510471853371544
994,-0.01803873819026
995,0.0225433395703162
996,-0.1444858336155291
997,-0.0994327811800858
998,-0.0655782189860168
999,0.530838094381204
1000,0.9569167482428954
1001,-0.435248500381112
1002,0.4362752786361026
1003,0.0256644271686617
1004,-0.0825373068627019
1005,-0.637930270677357
1006,-0.7430879432307554
1007,-0.0647552697391971
1008,-0.2036113037835831
1009,0.7798548450546818
1010,-0.1495875669786769
1011,0.1154811343800747
1012,0.2856636697816475
1013,-0.3756473804707813
1014,0.2903368794326246
1015,-0.4989308624376357
1016,0.3484784587041913
1017,-0.048855233061662
1018,-0.476936893718376
1019,0.0574225631648179
1020,-0.6802873821284305
1021,0.3601709134023877
1022,-0.932532514450866
1023,0.2073005858494853
1024,0.2023836294130823
1025,-0.5568216020982998
1026,-0.2435292342837429
1027,-0.5896507619935334
1028,1.165556103100293
1029,0.5455049116750841
1030,-0.1237438928121953
1031,-0.1388710849036399
1032,0.6811382010312517
1033,-0.2360898417559887
1034,0.6035749394839406
1035,0.0960990136650771
1036,-0.1141818028038019
1037,-0.2182665819029518
1038,0.2304488466986684
1039,0.3476318894319857
1040,-0.2047839212954104
1041,-0.3176821907363873
1042,0.016940179989409
1043,-0.0741682559864426
1044,0.0476568705321732
1045,0.3051291255780546
1046,0.1133287759964919
1047,-0.5785777928635101
1048,0.4676571617762748
1049,-0.8249169718129935
1050,0.1344114249711197
1051,-0.0819741045905469
1052,0.1950953449831141
1053,-0.4355247081419758
1054,0.4252806042169227
1055,0.1508264029997753
1056,-0.052334809480967
1057,0.0795183246073327
1058,0.1171401079362428
1059,0.0230043708304606
1060,-0.0209174388687896
1061,-0.0774544693322178
1062,-0.0125617619964831
1063,-0.1446692525421947
1064,-0.0534933238234081
1065,-0.0073427600385952
1066,-0.0461758038787732
1067,0.253323563278547
1068,0.0523121992048545
1069,0.1358269773273501
1070,-0.1443937554932402
1071,0.0596053498415686
1072,0.1472277331105859
1073,-0.1673465118711455
1074,-0.0879341749890115
1075,0.3583003660726181
1076,0.1848236681043534
1077,-0.0071687924774227
1078,0.6421275775679265
1079,0.0854924674204303
1080,0.015786656809644
1081,0.0196332055250059
1082,0.2649220207791046
1083,0.1709467228823318
1084,0.1912930082183575
1085,0.2586863452865292
1086,0.1227134146341387
1087,0.1256042324820226
1088,-0.1005844566534456
1089,-0.4078041315990763
1090,-0.4449704505806106
1091,0.043786200433248
1092,0.0030726214069505
1093,-0.2248056047424625
1094,0.1982358545655659
1095,0.2593985215939644
1096,-0.0555768552455993
1097,0.1087655871809679
1098,-0.1518894122340031
1099,0.5417035431989605
1100,0.5063563887093347
1101,-0.0150852315583152
1102,-0.2837370825499979
1103,0.4866660931652978
1104,-0.2955069994176149
1105,0.362135849299907
1106,-0.4674713363418523
1107,-0.2532686812711092
1108,-0.0259830244240439
1109,0.1988071570576575
1110,0.3402679071370083
1111,-0.0560248233063245
1112,0.0968721072912381
1113,0.0494879077373307
1114,0.0902876305946119
1115,-0.1119097834976072
1116,0.0516240051623902
1117,-0.3117886310429261
1118,0.5642747567503772
1119,-0.1923945054708789
1120,0.0150453509865436
1121,0.2690160016290999
1122,-0.1707034269518077
1123,-0.0193286515044202
1124,-0.4270462633451997
1125,-0.8231758930082924
1126,0.0745803612379135
1127,-0.0524049802714294
1128,0.1584233706156332
1129,-0.4444963082406915
1130,-0.0403285717317932
1131,0.2276553615484776
1132,0.0878083872878888
1133,0.4675259034622127
1134,-0.0651169259753249
1135,0.2488885151824031
1136,0.5071736311540577
1137,0.2524251590695809
1138,0.1250130221898043
1139,-0.2443711099043435
1140,-0.2051067392214234
1141,-0.6127734843858631
1142,-0.3147444021968756
1143,-0.4446809512836926
1144,-0.4870154790840473
1145,0.0191852657159369
1146,0.6670054630923595
1147,0.3250316589278219
1148,-0.228465053308509
1149,0.0296070718605901
1150,0.2462781996432037
1151,-0.6818832056457964
1152,0.0127141540319826
1153,0.0095347063310363
1154,-0.3300330033003198
1155,-0.1772879731672278
1156,-0.2449685383543834
1157,-0.0560699753292144
1158,0.2365350807096081
1159,0.0255648228038168
1160,0.134019488434567
1161,-0.1230009745498709
1162,-0.1504024064384935
1163,0.0495762034223485
1164,-0.1008532505162718
1165,-0.0432415118513744
1166,-0.0584903090371548
1167,0.0680588028056349
1168,-0.1700352903432883
1169,0.1473603280369158
1170,0.102406554019455
1171,0.0912824464334961
1172,-0.2927666124209214
1173,0.1544815662669758
1174,-0.4841874979892531
1175,1.0057122692485834
1176,0.3976099468388915
1177,0.4961857089772414
1178,-0.7620641807810138
1179,0.6259712403423173
1180,-0.6254817751348916
1181,-0.3846919148371712
1182,0.1509953774222232
1183,-0.0008830217002625
1184,0.198285928308616
1185,-0.3925992280724986
1186,-0.5124385851804111
1187,0.0244487908961623
1188,-0.0567088832797739
1189,0.3689096669842385
1190,-0.0731707317073135
1191,-0.6381934216985794
1192,0.9810420257192094
1193,-0.3236389430750087
1194,-0.0232808221456089
1195,0.0897168933587412
1196,0.5288440350799827
1197,-0.2540482028850989
1198,-0.0331477061787399
1199,-0.6226096237658886
1200,-0.4485912167480006
1201,0.0298981887992029
1202,0.1068896678560683
1203,-0.2102908629801322
1204,0.1627691194741013
1205,0.2353421089790859
1206,-0.1366849960722709
1207,0.3093308273620772
1208,-0.1490137641661182
