,FTNT.US
294,0.0805470343267514
295,-0.3698224852070966
296,-0.2172039303568334
297,-0.3181959672119863
298,0.1553974722011149
299,-0.590523829373346
300,-0.4240592708130262
301,-0.2639038217183032
302,0.0634920634920612
303,0.0195322037208809
304,0.0292897241884316
305,-0.0528959171482827
306,-0.3144047035766851
307,-0.1914486279514929
308,-0.3794224894057407
309,0.1328674769942474
310,0.0860437102047756
311,0.2525747915644996
312,-0.4532466252832869
313,-0.1727286186645582
314,-0.2077048612828186
315,-0.3373689587808488
316,0.1362206090037424
317,0.3038237328327145
318,0.1922982101474359
319,0.1083583706841348
320,0.1475434023508637
321,0.2551384571309924
322,-0.1277567660494102
323,0.3084908432083025
324,0.0538344834336679
325,0.2046290080240459
326,-0.7238814548726107
327,0.1601298784800431
328,-1.3885267275097752
329,1.2838250908973934
330,0.1670360733673771
331,-0.2377874338115338
332,-0.4321955794137147
333,0.6346197101635442
334,0.3936755857124626
335,0.4460871781799571
336,-0.7099176356915545
337,-0.2824456958970247
338,0.1606425702811245
339,-0.3757034361546094
340,0.2268412754593265
341,0.4835094460454662
342,-0.5457091804703701
343,0.3289157013124466
344,-0.2251310584375868
345,0.1797810523612322
346,0.1890540886951983
347,-0.1669020413403459
348,0.7233215435108121
349,-0.2395553852050594
350,0.6290925297404709
351,0.3178183309411547
352,-0.8356449973293859
353,0.1960345983870112
354,0.4706647497775039
355,0.5819295558958776
356,0.3628102536281002
357,0.0372843439650058
358,0.2569390445924635
359,-0.0169067424088765
360,0.1182073018338903
361,-0.4818950011877554
362,-0.0067877142372437
363,0.2606458601313515
364,0.1875158374862764
365,0.1703318942255786
366,-0.1317167077577909
367,0.3550455164986814
368,0.1948106474095359
369,-0.042002688172043
370,0.3949394203092409
371,0.1820763384281352
372,-0.3907298094982437
373,0.0
374,-0.0536912751677936
375,0.1691381819612077
376,0.4191147669408623
377,0.0039168070189146
378,0.6092457420924565
379,-0.2634269073275067
380,0.1286009433594325
381,0.0973596074460627
382,-0.0350617476333222
383,-0.1541192766148312
384,0.0487481475703923
385,0.0077990953049375
386,0.0662483925022469
387,-0.2030536139638559
388,0.0156170694569243
389,0.0312243862456516
390,-0.1485361372786487
391,-0.0391037422281401
392,-0.1527375264353357
393,0.0782656335602992
394,0.3081964654936964
395,0.155805710279295
396,0.1128316862500831
397,0.0
398,-0.112959139952465
399,0.0
400,1.657689097944012
401,1.4062383125140214
402,-1.6113095690506989
403,0.0493789645610952
404,0.8809909265464522
405,-0.4044756936569113
406,0.3840939900587369
407,0.6323666978484557
408,0.6062183873847052
409,0.4000592680397037
410,-0.4222077559750734
411,0.4038308356334519
412,-0.3140446723900945
413,0.4826629680998638
414,-0.1759911078177187
415,0.3967155641664528
416,0.3438637784561076
417,-0.2544060172553637
418,0.2023770099716504
419,0.1469669691736907
420,0.1027711506698376
421,0.3219551457944593
422,-0.3616736125135239
423,0.014685096462714
424,-0.0091790277573715
425,0.4189602446483194
426,0.9541117673784576
427,0.0786901122847515
428,-0.2655256649521295
429,-0.1950784053435063
430,-0.649814854484807
431,0.3567725803500689
432,0.212999026290162
433,-0.0273930908537437
434,0.1580210897377402
435,0.2576382153249341
436,-0.1122743134577468
437,-0.0091041514930898
438,0.2361489554950135
439,0.0695852116297949
440,-0.2152689345703655
441,0.0848227809754709
442,0.1044046664346473
443,0.0922146636432371
444,-0.1771841352051185
445,0.1708342152208743
446,0.5472861223876089
447,0.2609321576390152
448,-0.4428377767736187
449,0.204431350148816
450,0.2966992211645381
451,0.6794293211170644
452,-0.2564781190373555
453,0.5813241953249227
454,-0.5785327424913822
455,0.1720324404030481
456,-0.2463661000246226
457,-0.0761234370810557
458,-0.4887037581876559
459,0.446870672038742
460,0.2047936986554209
461,0.037830672370996
462,-0.2135988164221377
463,0.3317768493487294
464,0.0785202584108524
465,-0.0248084864674037
466,-0.090657652120472
467,0.2390094291611174
468,0.0797696360740118
469,0.0306241195565697
470,-0.1287869495891132
471,0.1010874559656866
472,0.0030631624088681
473,0.1025107483284739
474,0.1786914289205142
475,0.386625114230142
476,0.5221323512272462
477,-0.3344403386500788
478,0.5118898040858088
479,0.3570434943893212
480,0.0787656952230996
481,-0.0509920267012857
482,0.0926268988514212
483,-0.0324299281908701
484,-0.334681355459489
485,0.2272516464149935
486,-0.0696152596649211
487,-0.0510772659732472
488,0.0503090012270889
489,0.1189477343840499
490,-0.0858309362531327
491,-0.1021735091956153
492,-0.1534955114191283
493,0.0371971916120258
494,0.0232428412049141
495,-0.0744324525493099
496,0.055793193230428
497,0.0325354403904221
498,-0.1349250046891056
499,0.2228568774960596
500,-0.33288809116334
501,0.2788877788877855
502,0.0561622464898558
503,-0.2314235676757596
504,0.2744510978043898
505,-0.1165695253955042
506,0.1538013883692915
507,-0.1081935832882488
508,-0.1249947918836762
509,-0.2485224401144451
510,-0.1862158429928414
511,-0.0251140596877494
512,0.1483710530165255
513,0.175229989361043
514,0.0187711175071903
515,-0.1417766612389891
516,-0.1251823048350218
517,-0.1681260211990414
518,0.1840003345460618
519,0.1336395907287505
520,0.1667708984782179
521,-0.041710114702813
522,0.0291885580852277
523,0.1415722851432392
524,-0.0208237890966569
525,1.8054070566671836
526,0.1981707317073101
527,0.7654373279278652
528,-0.3872378551578495
529,0.2257575757575771
530,0.2418379685610675
531,0.111725095872212
532,0.2379804795758416
533,-0.3901170351105221
534,0.2924858280062629
535,-0.1676306688614726
536,-0.0256797583081509
537,0.3252228378703878
538,0.0
539,-0.0783557350370655
540,-0.0753988599692372
541,-0.1752318801172192
542,-0.1422001694299973
543,0.0604741170779044
544,0.5174763709453853
545,-0.0964410454052675
546,0.1413151327460147
547,-0.024059426784152
548,-0.0421217318049121
549,0.3029575859379659
550,0.0412808869493384
551,-0.6828167676048009
552,-0.1307966706302014
553,-0.0684177648213586
554,0.0950994086005507
555,-0.2174172027638843
556,-0.2268656716417883
557,0.3717472118959107
558,-0.3701382048297092
559,0.0029848964240913
560,0.1073409267100046
561,0.2082837419661951
562,-0.104250439341127
563,-0.0113199003848798
564,0.006851049253077
565,-0.156627584355135
566,0.2007358926613747
567,0.3044910801745388
568,-0.0475158138567897
569,0.0623256366118536
570,-0.1158817411974406
571,-0.2472298343857929
572,0.1412870506699879
573,0.0044614972784826
574,0.2018462999792237
575,0.5764449177398444
576,-0.7776753051123585
577,0.0460914454277216
578,-0.6463584351322019
579,-0.4067817662402193
580,-0.0652518410340976
581,0.0450345523720905
582,-0.069930069930077
583,0.1830365452627582
584,-0.2815499245570559
585,0.2845025672238539
586,-0.3055979089522987
587,-0.1261819824591558
588,0.2269230171435733
589,0.6654315269414943
590,-0.1236667181944764
591,-0.2168861347792373
592,-0.0154942671211686
593,-0.1924987580725299
594,0.0132558183574224
595,0.0007140085370558
596,-0.3051581061514326
597,0.192687209609499
598,-0.0326431635888706
599,-0.4308729861371463
600,0.1877422480620169
601,-0.3372527572691683
602,-0.194830892873447
603,-0.3022900763358807
604,-0.1314703274528409
605,-0.0856819364117545
606,-0.0505166475315791
607,-0.7262466463132632
608,-0.1466049692506297
609,0.3798726271421024
610,-0.1451199935912874
611,-0.2746624648561837
612,-0.3783532330593975
613,-0.1910917084841639
614,-0.3773879142300131
615,-0.2548388105437597
616,0.2961715924678852
617,0.4975741708131135
618,-0.019857275829961
619,-0.223894520803541
620,0.1335362255830585
621,0.3811385896634805
622,0.1538271452400044
623,0.0987471455903206
624,0.0647608474419402
625,0.1000765291105056
626,-0.3277913947376232
627,0.0442765216364535
628,0.0590005310047924
629,-0.0501756146512841
630,-0.0324771183938629
631,0.0590144585423395
632,-0.2129043704535958
633,-0.4037764978326743
634,0.0652741514360394
635,-0.1336938114620296
636,-0.0118853067894706
637,-1.1085741753289664
638,0.6625283514384537
639,0.2678730876838008
640,0.0713818333234218
641,0.0089219330854937
642,0.2166300670663001
643,0.1481569278179447
644,-0.1008483122738422
645,-0.0061699244658887
646,-0.2614798953128625
647,-0.3252275100701274
648,-0.0626977966202841
649,0.3332738201511648
650,-0.7117994446399911
651,-0.1135473766640532
652,0.4346724363097599
653,-0.4562365380849782
654,0.6564030420499407
655,0.2832399610035847
656,-0.2673486852341658
657,0.3063559157715207
658,-0.2721934906870897
659,-0.1401814571083733
660,0.0894802365390671
661,-0.3613226266679153
662,0.1249439429095117
663,0.5371964936777561
664,-0.5538221528861217
665,-0.0468237864835354
666,-0.0468457214240895
667,0.1675825246502007
668,0.1750700280112221
669,-0.4572634540977902
670,0.2922609305588028
671,-0.0662897250926168
672,-0.0312048991691633
673,0.0194992590281613
674,0.0896162088447151
675,-0.1766109785202885
676,0.6308400132808483
677,-0.2281911100546794
678,0.0902441341312803
679,0.1043841336116905
680,0.0995402189884855
681,-0.2232779097387168
682,0.0712081652029459
683,0.1564129301355503
684,-0.1229588522068714
685,-0.128724162508915
686,0.0712250712250739
687,0.1138303927148591
688,-0.3187895513156092
689,-0.0285564704202436
690,0.256349394730592
691,0.1800691844761386
692,0.2222222222222217
693,0.0094553706505343
694,-0.3796507213363759
695,0.127968150149301
696,0.2835672763363081
697,0.2592627510134736
698,0.1035976643435803
699,-0.2786041460074625
700,0.1778636786221148
701,0.0831133274665041
702,-0.0195599022004851
703,-0.092995937545885
704,-0.205993427828739
705,0.0539215686274576
706,-0.0220636905199615
707,-0.1153544080110021
708,0.0147239263803686
709,0.2252583125214279
710,-0.0244905956112908
711,0.3708764395861755
712,-0.048823357094031
713,-0.2201888731222726
714,0.1270585935591022
715,0.2631963737388468
716,-0.0585223116312977
717,0.1023092662963945
718,0.3301932601728692
719,-0.1458860143940923
720,-0.1070976535877708
721,-0.1511384135341884
722,0.1703494597488534
723,0.1312399747241441
724,-0.0924394278485928
725,0.5081182104894315
726,-0.3913750897817327
727,-0.3131984472415003
728,0.8311703461751483
729,-0.0992555831265435
730,0.4562361966755763
731,-0.1309395641167365
732,0.6332041866651239
733,-0.1476762704502651
734,-0.1842101446122297
735,0.3872216844143364
736,-0.0332427588599205
737,-0.3291715607372256
738,0.307919160378176
739,0.0124019659284099
740,-0.2007125890736202
741,-0.1828259670913411
742,0.0506142598788515
743,-0.2018484610689699
744,-0.0654364611961686
745,0.0639414064202899
746,-0.155736034698578
747,-0.1107387439895076
748,0.1919664931212079
749,-0.0320046552225818
750,-0.2474453558172664
751,-0.8340071618343436
752,-0.1689345552161478
753,-0.5819095945253945
754,-0.3831954764241287
755,-0.0865274432309825
756,0.093455760379425
757,0.2214658709436751
758,0.1722131719804536
759,-0.0139651801508244
760,0.0651283959806544
761,0.3523085481179264
762,0.0115877540615104
763,-0.3266796098445725
764,-0.0430332635496632
765,0.1648823761640548
766,-0.0139356636859835
767,-0.0599127755511328
768,0.0668400761763213
769,0.2039586520187261
770,0.0602242194014749
771,-0.1438181396427753
772,-0.1230926446338643
773,0.0069670227589478
774,-0.1162520344106022
775,0.2460456942003525
776,0.0570851446888839
777,0.0964685661191445
778,-0.2418205804749375
779,-0.0527983104540674
780,0.0887543140794915
781,0.2009739405106614
782,-0.0087750087750132
783,0.2407318247472366
784,0.1027524540346794
785,-0.0153058993309244
786,0.0917511359664487
787,-0.030593068484766
788,0.1658013002312472
789,-0.2838436641429759
790,-0.1013096228811723
791,0.1355961858105162
792,0.025844075825032
793,-0.0635354317237035
794,0.0638884030085789
795,0.1702536342602638
796,-0.1005069043873403
797,-0.0318664703097622
798,-8.742523503471845e-05
799,0.0799737934046717
800,0.3269763546163401
801,0.5446623093681882
802,0.1088139281827994
803,-0.1827567411587397
804,-0.4185905594483227
805,0.1607573371050097
806,-0.0643314355559807
807,0.2157194344241486
808,0.1051332200455287
809,-0.0705874803477942
810,0.0048125511333514
811,0.1009615384615377
812,0.0896631228384695
813,0.2013358473682695
814,0.0520645344695818
815,-0.0393034030995336
816,-0.0111851461259345
817,-0.105571284610599
818,-0.2446265852783959
819,-0.269209125842081
820,-0.1691039103266231
821,0.085573812804161
822,0.0688557277931348
823,-0.3582609818287492
824,-0.0775218837817788
825,0.99009900990099
826,0.0093177106385008
827,-0.5551391361379191
828,-0.2865867982147116
829,0.154798761609913
830,0.0609441657681287
831,-0.1643501126972174
832,-0.2211868793825586
833,-0.2784332232185009
834,-0.3219392103020579
835,0.0260324221985596
836,-0.0828990999526344
837,0.0662753266426883
838,-0.2562885619364122
839,-0.097389486686137
840,0.1304739763723517
841,0.0663790242283373
842,0.0710698379607721
843,-0.3208403640944037
844,-0.0213939336312577
845,0.1803340926347738
846,0.265051117001137
847,0.0141971511050121
848,0.0331157157725391
849,-0.2608736897025959
850,0.1480841611649168
851,-0.1173708920187779
852,-0.1267975877531987
853,-0.2231658556240979
854,-0.1148141252404904
855,0.0217168740111045
856,0.3123646935114712
857,0.2067837412425591
858,-0.4183970743197067
859,0.2843191791828787
860,-1.001966476261816
861,-0.0062431715311321
862,0.5062426237654498
863,0.0806852035749723
864,0.4817788758492903
865,0.1295416692369427
866,0.0123357799296748
867,-0.4398463635237318
868,0.1731601731601738
869,0.0803312117654476
870,0.3939188773311912
871,-0.2220714329775986
872,-0.0308527705788049
873,0.2646316696412129
874,0.3189988344273246
875,-0.1214510069594194
876,0.7760332290596651
877,-0.4110572498005845
878,0.0184049079754608
879,0.2509026375374803
880,0.0367039823820898
881,0.6653905751526745
882,-0.3689924371797937
883,-0.2629486944291609
884,0.4928806133625424
885,-0.0669792364367129
886,0.0030444180595024
887,-0.0030445107471374
888,-0.1921727724735367
889,0.1370781040575084
890,0.0426283417575187
891,0.0304395470595293
892,-0.0389778070111287
893,-0.2478783808535355
894,-0.1589922338408799
895,0.5291970802919735
896,-0.347921626075806
897,-0.0427454811920014
898,0.2558167864539017
899,0.3157255616271899
900,1.1694399450252753
901,-0.3991720875221773
902,-0.3908375797753881
903,0.0
904,0.3205444323897848
905,0.2312423124231236
906,0.8681656342974204
907,-0.1709986320109411
908,0.3990267639902644
909,0.1360676450578293
910,-0.0583487309151048
911,0.116561437591068
912,-0.170274872293843
913,0.3683776840676607
914,0.2224694104560661
915,-0.0822846079380522
916,-0.281526065430533
917,-0.1020358583159263
918,0.4688087884963431
919,-0.5589651315469601
920,0.0
921,0.2570818781528915
922,0.2660732427071798
923,-0.3592756226634991
924,0.2180021315763921
925,-0.1237440507667988
926,0.3019555214723904
927,-0.3245738465607111
928,-0.0120226988554418
929,-0.0818212446455154
930,-0.2218899233032694
931,0.2069895061134143
932,-0.0626174076393215
933,0.1874999999999934
934,0.0480538202787094
935,-0.2360194595635955
936,0.1898992812672685
937,-0.1323833822750713
938,0.1502096927310525
939,-0.1697241080456411
940,-0.5081300813008185
941,0.1976823877211861
942,-0.2902882053766042
943,-0.3841291451910882
944,-0.1363326516700755
945,0.1846811819595623
946,0.1116559056264955
947,-0.0242789161891868
948,-0.18973485769885
949,-0.6364749082007399
950,0.4495796430337634
951,0.4208264314813976
952,-0.3864994831693019
953,0.3113729531148592
954,0.0335901110712955
955,-0.2649422964659407
956,-0.1033893733704889
957,-0.0494715538565386
958,0.264645196016867
959,0.1187249389574672
960,-0.069491145483076
961,0.058248947038263
962,-0.0627690100430482
963,-0.2381915419531711
964,0.1122284072544442
965,0.1926609615126156
966,-0.1166285381061278
967,0.1030650654239065
968,-0.033619472398408
969,-0.0112077467945869
970,0.0358519315228036
971,0.1432023628389965
972,0.1519213583556762
973,-0.304768734313377
974,0.2191315236349041
975,0.037125430920188
976,0.2050942772080729
977,-0.3385554965480745
978,0.1061007957559847
979,0.5932762030322857
980,-0.0263747857048609
981,-0.1783473148820993
982,0.1121667986276167
983,-0.2745707764067564
984,-0.1225490196078446
985,0.0132467876539818
986,-0.0928135773004417
987,0.4621212971071052
988,-0.1389678186744131
989,0.006607638430019
990,-0.0661200740544791
991,-0.4116319213915844
992,0.1590878960625805
993,-0.0431048774826925
994,0.2249644357693475
995,0.1486522198731651
996,-0.0132152768600569
997,0.0198189865891531
998,-0.0627995372665667
999,-0.069458225838472
1000,0.2440200036151118
1001,0.8512799068072591
1002,0.4667618028302988
1003,0.0980130089993715
1004,-0.5705239261604711
1005,0.3927402558762422
1006,-0.5865804752499062
1007,0.3251498970855925
1008,0.5724285205837012
1009,0.0163100692436427
1010,-0.1886624279517472
1011,-0.5226532867425261
1012,-0.490703642011432
1013,0.1947011337596891
1014,-0.0014977234603559
1015,0.2002929658306227
1016,0.3188509446331704
1017,-0.0849997763163686
1018,0.1325430392565655
1019,-0.1640860407530091
1020,0.1325845039998787
1021,0.3222261819909825
1022,0.278386542676064
1023,-0.2493913663084234
1024,0.4639617009958903
1025,0.1560535783952426
1026,0.6177732591201244
1027,-0.0060316229373924
1028,-0.0905562742561483
1029,0.0624878795061224
1030,-0.3264300229149533
1031,0.0863968205970094
1032,-0.0129612027996202
1033,-0.3294321629822364
1034,-0.0780843310775544
1035,-0.0824903399470315
1036,-0.0803841056725118
1037,-0.0108638970971691
1038,0.1540297212278945
1039,-0.0890259260867608
1040,0.0672670066182059
1041,-0.0760043431053252
1042,-0.8718128450013183
1043,0.1727493385231069
1044,-0.5872778462079923
1045,0.7249541444667642
1046,0.4564622005825376
1047,0.2017397340506316
1048,0.0975208044382777
1049,-0.1562771314464252
1050,0.2219755826859129
1051,-0.1217060006349974
1052,-0.3478030001327498
1053,0.153752352676097
1054,0.3039272688831274
1055,0.1682243779708436
1056,-0.4978522564564961
1057,-0.0318285502095391
1058,0.0477200424178172
1059,0.2907745175786473
1060,0.1478118566224996
1061,0.2002002002001978
1062,-0.0843659372528323
1063,0.2524588439488717
1064,-0.0001577870264254
1065,0.0684327070496587
1066,-0.3110138661886435
1067,0.2629226481569122
1068,-0.2319085015548399
1069,0.0947817387183438
1070,0.0210581732034704
1071,0.0946720664808325
1072,0.0473136368415536
1073,0.2883052890915821
1074,0.557756463719763
1075,0.0922509225092239
1076,0.0824237531769938
1077,0.0242991560772212
1078,-0.6001463771651712
1079,-0.4213827233083371
1080,-0.2357448062472323
1081,-0.4588513913558352
1082,0.0049336425082593
1083,0.0591686800453649
1084,0.0492829333201884
1085,-0.1826799644514686
1086,-0.6660039761431429
1087,0.2726146220570069
1088,-0.0892990028278051
1089,-0.0744712540959218
1090,0.0694582258384673
1091,0.3313059387825681
1092,-0.0420490242152808
1093,-0.2429892638417143
1094,0.1609070204970733
1095,-0.0297147385103022
1096,0.1137768983428237
1097,0.0375817155064103
1098,0.3370952639101067
1099,-0.0542406311637007
1100,-0.1732018282415269
1101,-0.48344210780759
1102,-0.4613890237979546
1103,0.4833252779120348
1104,0.3803745967547749
1105,-0.6152504602267272
1106,0.246460155608186
1107,0.2554709341559824
1108,-0.2101195507788925
1109,-0.1693480101608778
1110,-0.1017121546024788
1111,-0.3475091130012167
1112,-0.3854410616705659
1113,-0.2298400899799495
1114,-0.0264141344968606
1115,-0.270250386247157
1116,-0.1399803536345759
1117,0.2938295788442675
1118,-0.1864390148169931
1119,0.029429075927017
1120,-0.0343457141455243
1121,0.7451056783870659
1122,0.1701589771014606
1123,0.1262442340373833
1124,0.2035179531908784
1125,-0.6254001083370317
1126,0.0959338794184897
1127,0.5601487207083853
1128,-0.0293613897724503
1129,-0.0538582060321118
1130,0.2685678011621578
1131,-0.0684094795993092
1132,0.1146984893964835
1133,-0.3329987022844584
1134,-0.25283519073102
1135,-0.1647365444665771
1136,0.1031120787522822
1137,0.1594487223502829
1138,0.0049043648847569
1139,-0.0490677134445506
1140,-0.0392695857058769
1141,-0.05156791002627
1142,0.0368206588443166
1143,0.0490701212031965
1144,-0.0810313075506406
1145,0.1544571932921436
1146,0.0073545635066631
1147,-0.198968312453943
1148,0.1422684458398705
1149,0.0294261893084856
1150,-0.6962282006218745
1151,0.286455700468447
1152,-0.4196419506582317
1153,0.0710179235711801
1154,0.263086886130609
1155,0.1515508705755527
1156,0.1714631522323799
1157,0.0470461724578218
1158,-0.0941809619912454
1159,0.0907349531202681
1160,0.0201592581393012
1161,0.1141054468570768
1162,-0.1041456695558698
1163,0.1174457232978644
1164,0.1440825626591632
1165,0.1037656903765698
1166,0.1403884079286077
1167,-0.1976019827182101
1168,0.1671793500066871
1169,0.1402337228714577
1170,-0.0668225860340757
1171,-0.0434535548350421
1172,-0.1137770638824856
1173,-0.030126531432006
1174,-0.4978806432079722
1175,-0.3035432841048451
1176,-0.5222391738059
1177,0.5543560716578263
1178,-0.510263929618771
1179,0.5134788189987136
1180,0.250276468191611
1181,0.1104651162790684
1182,-0.558332602531505
1183,-0.0819168543927833
1184,0.108130223858789
1185,-0.8904351928293376
1186,-0.1033027360467585
1187,0.0236064799787494
1188,-0.2099473653084095
1189,0.3007075471698059
1190,-0.5185953474588828
1191,0.1922508133688358
1192,-0.1392056393093111
1193,0.1094674556213031
1194,0.5531364010827338
1195,-0.0058847760842646
1196,0.35184425027854
1197,-0.4594992636229756
1198,0.1294346061069594
1199,-0.0529785731104329
1200,-1.107738998482548
1201,0.327703554323169
1202,0.6859603444822775
1203,0.1649587603099287
1204,0.276663094140215
1205,0.3749503377036272
1206,-0.129288910989567
1207,0.632473564581481
1208,0.1874136910633238
1209,0.5883506569915753
1210,0.3517686144225126
1211,-0.0537713252187582
1212,-0.5752212389380469
